county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","STĂNESCU NELU-voturi","STĂNESCU NELU-mandate-faza-1","STĂNESCU NELU-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL NEAMUL ROMÂNESC-voturi","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-1","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-2","STAN FLORIN-voturi","STAN FLORIN-mandate-faza-1","STAN FLORIN-mandate-faza-2","PANĂ STELICĂ-voturi","PANĂ STELICĂ-mandate-faza-1","PANĂ STELICĂ-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","STOIAN MARIUS-voturi","STOIAN MARIUS-mandate-faza-1","STOIAN MARIUS-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","DOGARU ION-voturi","DOGARU ION-mandate-faza-1","DOGARU ION-mandate-faza-2","TRIFU VASILICA-voturi","TRIFU VASILICA-mandate-faza-1","TRIFU VASILICA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","""ALIANȚA PNL-USR GRĂDIȘTEA""-voturi","""ALIANȚA PNL-USR GRĂDIȘTEA""-mandate-faza-1","""ALIANȚA PNL-USR GRĂDIȘTEA""-mandate-faza-2","POPA ŞTEFAN-voturi","POPA ŞTEFAN-mandate-faza-1","POPA ŞTEFAN-mandate-faza-2","STATE NICOLAE-voturi","STATE NICOLAE-mandate-faza-1","STATE NICOLAE-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-mandate-g9","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","PARTIDUL PRO ROMÂNIA-mandate-g9","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-g9","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-1","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","""ALIANȚA PNL-USR OLTENIȚA""-voturi","""ALIANȚA PNL-USR OLTENIȚA""-mandate-faza-1","""ALIANȚA PNL-USR OLTENIȚA""-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","""ALIANȚA PNL-USR NANA""-voturi","""ALIANȚA PNL-USR NANA""-mandate-faza-1","""ALIANȚA PNL-USR NANA""-mandate-faza-2","MANOLE ION-voturi","MANOLE ION-mandate-faza-1","MANOLE ION-mandate-faza-2","DOBRE DUMITRU-voturi","DOBRE DUMITRU-mandate-faza-1","DOBRE DUMITRU-mandate-faza-2","PETRE NICOLETA-voturi","PETRE NICOLETA-mandate-faza-1","PETRE NICOLETA-mandate-faza-2","PĂDURARU SEBASTIAN-NICUŞOR-voturi","PĂDURARU SEBASTIAN-NICUŞOR-mandate-faza-1","PĂDURARU SEBASTIAN-NICUŞOR-mandate-faza-2","""ALIANȚA PNL-USR BUDEȘTI""-voturi","""ALIANȚA PNL-USR BUDEȘTI""-mandate-faza-1","""ALIANȚA PNL-USR BUDEȘTI""-mandate-faza-2","ALIANȚA PENTRU UNITATEA RROMILOR-voturi","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-1","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-2","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-g8","RADU GEORGE-voturi","RADU GEORGE-mandate-faza-1","RADU GEORGE-mandate-faza-2","GANEA CIPRIAN ADRIAN-voturi","GANEA CIPRIAN ADRIAN-mandate-faza-1","GANEA CIPRIAN ADRIAN-mandate-faza-2","RADU ION-voturi","RADU ION-mandate-faza-1","RADU ION-mandate-faza-2","""ALIANȚA PNL-USR SĂRULEȘTI""-voturi","""ALIANȚA PNL-USR SĂRULEȘTI""-mandate-faza-1","""ALIANȚA PNL-USR SĂRULEȘTI""-mandate-faza-2","""ALIANȚA PNL-USR VALEA ARGOVEI""-voturi","""ALIANȚA PNL-USR VALEA ARGOVEI""-mandate-faza-1","""ALIANȚA PNL-USR VALEA ARGOVEI""-mandate-faza-2","NIŢU COSTIN-voturi","NIŢU COSTIN-mandate-faza-1","NIŢU COSTIN-mandate-faza-2"
12,CĂLĂRAŞI,DICHISENI,93325,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:16:17",1488,1409,0,16,63,924,845,0,16,63,869,55,1575,651,43,60,69,74,17,0,0,583,7,1,0,0,0,186,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"DOR MĂRUNT",93370,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:31:04",5344,5095,0,157,92,3556,3307,0,157,92,3398,158,5569,2013,169,237,271,223,0,0,0,1847,8,0,0,0,0,1500,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,DOROBANŢU,93441,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:44:42",2331,2244,1,32,54,1549,1462,1,32,54,1462,87,2452,903,73,102,116,121,33,0,0,1013,8,0,35,0,0,328,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,DRAGALINA,93487,2,FINAL,UAT,CL,CL_CE,"2020-10-04 15:28:12",6751,6665,2,53,31,3570,3486,0,53,31,3414,156,7335,3765,170,238,273,212,62,0,0,2103,9,1,0,0,0,1080,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"DRAGOŞ VODĂ",93539,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:29:45",2259,2129,0,47,83,1369,1239,0,47,83,1324,45,2442,1073,66,92,105,120,0,0,0,201,1,1,0,0,0,1123,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,FRĂSINET,102838,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:43:10",1348,1291,0,51,6,968,911,0,51,6,920,48,1420,452,46,64,73,83,0,0,0,620,7,0,0,0,0,300,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,FRUMUŞANI,102945,1,FINAL,UAT,CL,CL_CE,"2020-09-28 14:50:37",4066,3762,0,284,20,2743,2440,0,284,19,2473,242,4141,1398,123,173,197,154,483,3,0,544,3,1,375,2,0,921,5,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,FUNDENI,103014,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:39:45",3705,3576,0,122,7,2333,2204,0,122,7,2168,165,3993,1660,108,151,173,154,68,0,0,734,4,1,55,0,0,1280,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,GĂLBINAŞI,179962,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:37:13",2735,2678,0,55,2,1956,1899,0,55,2,1838,118,2957,1001,91,128,147,136,66,0,0,457,3,0,0,0,0,1315,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,GRĂDIŞTEA,93664,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:07:18",4093,3973,1,44,75,2589,2470,0,44,75,2429,159,4369,1781,121,170,194,178,28,0,0,0,0,0,49,0,0,1166,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,GURBĂNEŞTI,103568,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:44:10",1092,849,0,193,50,900,657,0,193,50,855,45,969,69,42,59,68,94,7,0,0,236,2,0,0,0,0,612,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,ILEANA,103764,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:45:59",2454,2374,0,80,0,1372,1292,0,80,0,1282,90,2599,1227,64,89,102,98,138,1,1,128,1,0,0,0,0,1016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,INDEPENDENŢA,93771,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:19:33",2872,2816,1,35,20,1885,1830,0,35,20,1785,100,3110,658,89,124,142,121,52,0,0,770,6,0,32,0,0,811,6,1,0,0,0,69,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,JEGĂLIA,93815,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:34:14",3481,3374,3,14,90,1876,1772,0,14,90,1757,119,3807,1931,87,122,140,130,62,0,0,1306,10,0,0,0,0,389,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,LEHLIU,93851,1,FINAL,UAT,CL,CL_CE,"2020-09-30 12:40:09",2141,2020,0,52,69,1453,1332,0,52,69,1368,59,2210,783,68,95,109,121,18,0,0,922,7,1,0,0,0,405,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,LUICA,104083,1,FINAL,UAT,CL,CL_CE,"2020-09-30 20:06:16",1721,1639,0,62,20,1129,1047,0,62,20,1043,86,1832,703,52,73,83,89,41,0,0,516,5,1,0,0,0,390,4,0,0,0,0,5,0,0,0,0,0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,LUPŞANU,93931,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:04:25",2556,2410,0,123,23,1735,1589,0,123,23,1624,111,2655,920,81,113,129,147,281,1,1,375,2,0,95,0,1,620,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,MÂNĂSTIREA,104181,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:31:11",4310,4230,1,49,30,2589,2510,0,49,30,2471,118,4691,2102,123,172,197,159,0,0,0,778,4,1,82,0,0,1345,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,MITRENI,100638,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:30:13",3375,3337,1,37,0,1967,1930,0,37,0,1860,107,3668,1701,93,130,148,0,75,0,0,1000,7,0,0,0,0,785,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,MODELU,92587,2,FINAL,UAT,CL,CL_CE,"2020-10-03 14:17:03",8156,8082,2,19,53,4023,3951,0,19,53,3800,223,8930,4907,190,266,304,213,123,0,0,2355,11,0,0,0,0,929,4,0,0,0,0,338,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"MUNICIPIUL CĂLĂRAŞI",92569,1,FINAL,UAT,CL,CL_CE,"2020-09-28 14:38:29",62136,61299,103,661,73,24548,23816,2,661,69,23469,1066,67716,43176,1173,1642,1877,1009,1452,1,1,7437,7,0,1874,1,1,9186,9,0,0,0,0,1243,1,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"MUNICIPIUL OLTENIŢA",100610,1,FINAL,UAT,CL,CL_CE,"2020-09-29 14:12:03",22756,22523,17,164,52,9139,8923,0,164,52,8743,396,24890,15751,437,612,699,407,715,1,1,0,0,0,652,1,1,2617,6,0,0,0,0,0,0,0,0,0,0,393,0,0,223,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,9,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,NANA,104323,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:51:07",1915,1810,0,20,85,1094,989,0,20,85,964,130,1977,883,48,67,77,80,55,0,1,0,0,0,0,0,0,499,6,0,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,3,0,21,0,0,28,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"NICOLAE BĂLCESCU",104341,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:06:11",1431,1220,0,171,40,1104,893,0,171,40,1045,59,1335,231,52,73,83,92,100,1,0,584,6,0,27,0,0,334,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"ORAŞ BUDEŞTI",101458,1,FINAL,UAT,CL,CL_CE,"2020-09-28 16:02:52",5750,5670,0,80,0,3349,3269,0,80,0,2966,383,6236,2887,148,207,237,197,599,3,0,0,0,0,106,0,1,853,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,2,0,158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"ORAŞ FUNDULEA",103032,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:59:03",5267,5005,2,235,25,3765,3505,0,235,25,3624,141,5719,1954,181,253,289,222,0,0,0,1235,5,1,0,0,0,2095,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,"ORAŞ LEHLIU-GARĂ",93888,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:10:31",5362,5241,3,105,13,3182,3064,0,105,13,2946,232,5799,2621,147,206,235,189,215,1,0,1609,8,1,111,0,0,766,4,0,0,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,PERIŞORU,94223,2,FINAL,UAT,CL,CL_CE,"2020-10-03 14:48:59",4287,4204,7,32,44,2565,2488,1,32,44,2499,62,4614,2053,124,174,199,149,80,0,0,774,5,0,465,3,0,1004,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,PLĂTĂREŞTI,104635,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:39:51",2697,2617,2,63,15,1530,1451,1,63,15,1440,90,2875,1345,72,100,115,105,72,0,1,895,8,0,52,0,0,401,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CĂLĂRAŞI,RADOVANU,104751,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:48:15",3535,3266,1,154,114,2373,2105,0,154,114,2230,143,3588,1215,111,156,178,161,27,0,0,1029,6,0,0,0,0,1072,6,1,0,0,0,54,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
