county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","GHEORGHIU DORIN-voturi","GHEORGHIU DORIN-mandate-faza-1","GHEORGHIU DORIN-mandate-faza-2","PASTOR NICOLAE-voturi","PASTOR NICOLAE-mandate-faza-1","PASTOR NICOLAE-mandate-faza-2","DÎRSTAR IONUŢ-MONEL-voturi","DÎRSTAR IONUŢ-MONEL-mandate-faza-1","DÎRSTAR IONUŢ-MONEL-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","DREGAN ALEXE-voturi","DREGAN ALEXE-mandate-faza-1","DREGAN ALEXE-mandate-faza-2","BOÉR ROZÁLIA-voturi","BOÉR ROZÁLIA-mandate-faza-1","BOÉR ROZÁLIA-mandate-faza-2","STEKBAUER ZSOLT-voturi","STEKBAUER ZSOLT-mandate-faza-1","STEKBAUER ZSOLT-mandate-faza-2","GÁL CSABA-ISTVÁN-voturi","GÁL CSABA-ISTVÁN-mandate-faza-1","GÁL CSABA-ISTVÁN-mandate-faza-2","SÁNTA LÁSZLÓ-ERVIN-voturi","SÁNTA LÁSZLÓ-ERVIN-mandate-faza-1","SÁNTA LÁSZLÓ-ERVIN-mandate-faza-2","NECULAE MARIAN-voturi","NECULAE MARIAN-mandate-faza-1","NECULAE MARIAN-mandate-faza-2","PĂTRUNJEL MIHAIL-voturi","PĂTRUNJEL MIHAIL-mandate-faza-1","PĂTRUNJEL MIHAIL-mandate-faza-2","FRUNZĂ NECULAI-voturi","FRUNZĂ NECULAI-mandate-faza-1","FRUNZĂ NECULAI-mandate-faza-2","NEAGU MIHAI-voturi","NEAGU MIHAI-mandate-faza-1","NEAGU MIHAI-mandate-faza-2","COLŢA CRISTINA-voturi","COLŢA CRISTINA-mandate-faza-1","COLŢA CRISTINA-mandate-faza-2","BERDE ERVIN-voturi","BERDE ERVIN-mandate-faza-1","BERDE ERVIN-mandate-faza-2","PORZSOLT ERIKA-voturi","PORZSOLT ERIKA-mandate-faza-1","PORZSOLT ERIKA-mandate-faza-2","SINKA ISTVÁN-voturi","SINKA ISTVÁN-mandate-faza-1","SINKA ISTVÁN-mandate-faza-2","BAKK PÉTER-SZILAMÉR-voturi","BAKK PÉTER-SZILAMÉR-mandate-faza-1","BAKK PÉTER-SZILAMÉR-mandate-faza-2","KÁDÁR TIHAMÉR-voturi","KÁDÁR TIHAMÉR-mandate-faza-1","KÁDÁR TIHAMÉR-mandate-faza-2","LUKÁCS ISTVÁN-voturi","LUKÁCS ISTVÁN-mandate-faza-1","LUKÁCS ISTVÁN-mandate-faza-2","SZÉKELY LÁSZLÓ-voturi","SZÉKELY LÁSZLÓ-mandate-faza-1","SZÉKELY LÁSZLÓ-mandate-faza-2","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-voturi","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-1","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","BÁN ISTVÁN-voturi","BÁN ISTVÁN-mandate-faza-1","BÁN ISTVÁN-mandate-faza-2","ZSOMBORI CSABA-voturi","ZSOMBORI CSABA-mandate-faza-1","ZSOMBORI CSABA-mandate-faza-2","BERSZÁN MIKLÓS-LORÁND-voturi","BERSZÁN MIKLÓS-LORÁND-mandate-faza-1","BERSZÁN MIKLÓS-LORÁND-mandate-faza-2","SMĂNTĂNĂ ROMEO-TITI-voturi","SMĂNTĂNĂ ROMEO-TITI-mandate-faza-1","SMĂNTĂNĂ ROMEO-TITI-mandate-faza-2","SZAKÁTS ATTILA-voturi","SZAKÁTS ATTILA-mandate-faza-1","SZAKÁTS ATTILA-mandate-faza-2","NAGY ISTVÁN-voturi","NAGY ISTVÁN-mandate-faza-1","NAGY ISTVÁN-mandate-faza-2","PARTIDUL NAȚIONAL ROMÂN-voturi","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-2","BULARCA NICOLAE-voturi","BULARCA NICOLAE-mandate-faza-1","BULARCA NICOLAE-mandate-faza-2","STROE ALEXANDRU-IOAN-voturi","STROE ALEXANDRU-IOAN-mandate-faza-1","STROE ALEXANDRU-IOAN-mandate-faza-2","BORDÁS ZSOLT-voturi","BORDÁS ZSOLT-mandate-faza-1","BORDÁS ZSOLT-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","GRIJAN IONUŢ-ADRIAN-voturi","GRIJAN IONUŢ-ADRIAN-mandate-faza-1","GRIJAN IONUŢ-ADRIAN-mandate-faza-2","TUDOR PRUNDAR PETRU-voturi","TUDOR PRUNDAR PETRU-mandate-faza-1","TUDOR PRUNDAR PETRU-mandate-faza-2","CRISTEA DORIN-VASILE-voturi","CRISTEA DORIN-VASILE-mandate-faza-1","CRISTEA DORIN-VASILE-mandate-faza-2","SUCIU MARIAN-CĂTĂLIN-voturi","SUCIU MARIAN-CĂTĂLIN-mandate-faza-1","SUCIU MARIAN-CĂTĂLIN-mandate-faza-2","BOKOR BÉLA-voturi","BOKOR BÉLA-mandate-faza-1","BOKOR BÉLA-mandate-faza-2","AVRAM NICOLAE-voturi","AVRAM NICOLAE-mandate-faza-1","AVRAM NICOLAE-mandate-faza-2","PAPUC LEVENTE-CONSTANTIN-voturi","PAPUC LEVENTE-CONSTANTIN-mandate-faza-1","PAPUC LEVENTE-CONSTANTIN-mandate-faza-2","SÜTŐ LEVENTE-LEHEL-voturi","SÜTŐ LEVENTE-LEHEL-mandate-faza-1","SÜTŐ LEVENTE-LEHEL-mandate-faza-2","PAKÓ JÁNOS-voturi","PAKÓ JÁNOS-mandate-faza-1","PAKÓ JÁNOS-mandate-faza-2","SINKA FERENCZ-voturi","SINKA FERENCZ-mandate-faza-1","SINKA FERENCZ-mandate-faza-2","GÁSPÁR FERENC-voturi","GÁSPÁR FERENC-mandate-faza-1","GÁSPÁR FERENC-mandate-faza-2","BOCICOR DOINIŢA-voturi","BOCICOR DOINIŢA-mandate-faza-1","BOCICOR DOINIŢA-mandate-faza-2","LUPŞA NICOLAE-voturi","LUPŞA NICOLAE-mandate-faza-1","LUPŞA NICOLAE-mandate-faza-2"
15,COVASNA,GHELINŢA,64318,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:25:04",4277,4126,4,22,125,2336,2198,0,15,123,2112,211,4599,2276,105,147,168,140,1555,11,0,0,0,0,0,0,0,388,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,GHIDFALĂU,64345,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:56:35",2139,2086,6,16,31,1233,1184,2,16,31,1098,135,2438,1205,54,76,87,95,569,5,2,0,0,0,0,0,0,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,138,1,0,52,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,HĂGHIG,64390,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:42:46",1835,1764,1,16,54,1029,959,0,16,54,889,140,1990,961,44,62,71,73,75,1,0,145,1,1,31,0,0,29,0,0,55,0,1,444,6,0,22,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,ILIENI,64425,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:41:55",1680,1628,6,27,19,972,925,1,27,19,928,44,1926,954,46,64,74,78,572,7,0,44,0,0,0,0,0,295,3,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,LEMNIA,64461,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:30:50",1553,1508,1,6,38,757,712,1,6,38,692,65,1690,933,34,48,55,59,531,9,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MALNAŞ,64504,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:05:09",870,855,0,6,9,453,438,0,6,9,429,24,989,536,21,30,34,46,365,7,1,0,0,0,0,0,0,51,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MERENI,65105,1,FINAL,UAT,CL,CL_CE,"2020-09-28 01:50:11",1065,1013,1,8,43,631,580,0,8,43,590,41,1190,559,29,41,47,65,451,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MICFALĂU,65139,1,FINAL,UAT,CL,CL_CE,"2020-09-28 01:59:04",1473,1470,2,1,0,455,454,0,1,0,438,17,1590,1135,21,30,35,39,423,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MOACŞA,64568,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:14:08",898,891,1,6,0,401,395,0,6,0,372,29,1190,789,18,26,29,41,372,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:12:16",53385,52740,161,437,47,14414,13927,4,436,47,13851,563,58129,43708,692,969,1108,561,9816,17,1,801,1,0,249,0,0,1168,2,0,436,0,0,647,0,0,190,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"MUNICIPIUL TÂRGU SECUIESC",63740,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:23:12",15999,15775,34,131,59,4904,4715,0,131,58,4744,160,18212,13308,237,332,379,259,3262,12,1,0,0,0,0,0,0,1147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,OJDULA,64602,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:51:53",2989,2933,0,14,42,1488,1432,0,14,42,1401,87,3290,1802,70,98,112,107,575,5,0,0,0,0,0,0,0,601,5,1,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ BARAOLT",63447,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:46:07",7681,7566,14,70,31,3559,3458,0,70,31,3138,421,8390,4831,156,219,251,180,1225,6,2,58,0,0,54,0,0,790,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,0,327,1,0,58,0,0,162,0,0,135,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ COVASNA",63526,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:17:37",9274,9089,14,75,96,3437,3263,3,75,96,3269,168,10190,6753,163,228,261,173,1761,10,0,355,2,0,0,0,0,342,1,1,126,0,0,495,2,1,126,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:35:00",7488,7402,7,78,1,3673,3593,1,78,1,3450,223,8213,4540,172,241,276,213,0,0,0,817,3,1,458,2,0,0,0,0,216,1,0,344,1,1,415,1,1,726,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1,0,101,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,OZUN,64639,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:26:57",3819,3700,10,41,68,1784,1674,1,41,68,1666,118,4190,2406,83,116,133,124,1068,8,1,356,2,1,0,0,0,0,0,0,31,0,0,86,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,POIAN,64719,1,FINAL,UAT,CL,CL_CE,"2020-09-28 02:31:34",1402,1331,3,3,65,839,771,0,3,65,781,58,1590,751,39,54,62,68,444,6,1,0,0,0,0,0,0,305,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,RECI,64773,1,FINAL,UAT,CL,CL_CE,"2020-09-28 02:50:52",1867,1818,3,16,30,784,737,1,16,30,712,72,2090,1306,35,49,56,63,634,10,0,10,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,SÂNZIENI,64826,1,FINAL,UAT,CL,CL_CE,"2020-09-28 02:26:18",3678,3660,1,17,0,1112,1094,1,17,0,1012,100,3990,2878,50,70,80,74,965,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"SITA BUZĂULUI",63688,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:35:32",3874,3832,4,34,4,1907,1867,2,34,4,1734,173,4190,2283,86,121,138,101,0,0,0,496,4,1,79,0,0,0,0,0,89,0,1,478,4,1,90,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,27,0,0,42,0,0,172,1,0,69,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,TURIA,64871,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:31:21",3192,3047,7,22,116,1242,1104,0,22,116,1196,46,3490,2248,59,83,95,81,1055,13,0,0,0,0,0,0,0,63,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,VÂLCELE,64942,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:37:39",3288,3189,0,35,64,1963,1864,0,35,64,1641,322,3590,1627,82,114,131,107,453,4,0,265,2,0,32,0,0,0,0,0,179,1,1,430,4,0,197,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
