county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","ROTARU IOAN-voturi","ROTARU IOAN-mandate-faza-1","ROTARU IOAN-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","ALIANȚA SOCIAL LIBERALĂ-voturi","ALIANȚA SOCIAL LIBERALĂ-mandate-faza-1","ALIANȚA SOCIAL LIBERALĂ-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-1","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-2","CANDOI-SAVU ROBERT-ADRIAN-voturi","CANDOI-SAVU ROBERT-ADRIAN-mandate-faza-1","CANDOI-SAVU ROBERT-ADRIAN-mandate-faza-2","PARTIDUL BUCUREȘTI 2020-voturi","PARTIDUL BUCUREȘTI 2020-mandate-faza-1","PARTIDUL BUCUREȘTI 2020-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","ŞERBAN MARIUS-voturi","ŞERBAN MARIUS-mandate-faza-1","ŞERBAN MARIUS-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","BUNGHIUZ CĂTĂLIN-NICOLAE-voturi","BUNGHIUZ CĂTĂLIN-NICOLAE-mandate-faza-1","BUNGHIUZ CĂTĂLIN-NICOLAE-mandate-faza-2","MĂRGĂRINT DOREL-GHEORGHE-voturi","MĂRGĂRINT DOREL-GHEORGHE-mandate-faza-1","MĂRGĂRINT DOREL-GHEORGHE-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","GHIŢĂ MARIAN-voturi","GHIŢĂ MARIAN-mandate-faza-1","GHIŢĂ MARIAN-mandate-faza-2","SLAV ELENA-voturi","SLAV ELENA-mandate-faza-1","SLAV ELENA-mandate-faza-2","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-1","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-2","POPA SIMION-voturi","POPA SIMION-mandate-faza-1","POPA SIMION-mandate-faza-2","COSOVANU LAURENŢIU CĂTĂLIN-voturi","COSOVANU LAURENŢIU CĂTĂLIN-mandate-faza-1","COSOVANU LAURENŢIU CĂTĂLIN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","HARALAMBIE DUMITRU-voturi","HARALAMBIE DUMITRU-mandate-faza-1","HARALAMBIE DUMITRU-mandate-faza-2","ENACHE VLADIMIR-GEORGE-voturi","ENACHE VLADIMIR-GEORGE-mandate-faza-1","ENACHE VLADIMIR-GEORGE-mandate-faza-2","MIHALEA ILIUŢĂ-voturi","MIHALEA ILIUŢĂ-mandate-faza-1","MIHALEA ILIUŢĂ-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","DAMIAN FLORIAN-voturi","DAMIAN FLORIAN-mandate-faza-1","DAMIAN FLORIAN-mandate-faza-2","PARTIDUL ROMÂNIEI EUROPENE-voturi","PARTIDUL ROMÂNIEI EUROPENE-mandate-faza-1","PARTIDUL ROMÂNIEI EUROPENE-mandate-faza-2","NEDELCIU MARIAN-voturi","NEDELCIU MARIAN-mandate-faza-1","NEDELCIU MARIAN-mandate-faza-2","DIŢĂ IOAN-MARCEL-voturi","DIŢĂ IOAN-MARCEL-mandate-faza-1","DIŢĂ IOAN-MARCEL-mandate-faza-2","DANCIU ADRIAN-voturi","DANCIU ADRIAN-mandate-faza-1","DANCIU ADRIAN-mandate-faza-2","COSTACHE VASILE-NICOLAE-voturi","COSTACHE VASILE-NICOLAE-mandate-faza-1","COSTACHE VASILE-NICOLAE-mandate-faza-2","TOBĂ BOGDAN-voturi","TOBĂ BOGDAN-mandate-faza-1","TOBĂ BOGDAN-mandate-faza-2","COJOCARIU MIHAI-voturi","COJOCARIU MIHAI-mandate-faza-1","COJOCARIU MIHAI-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU MIHALACHE-mandate-faza-2","PARTIDUL POLITIC INIȚIATIVA OTOPENIUL NOSTRU-voturi","PARTIDUL POLITIC INIȚIATIVA OTOPENIUL NOSTRU-mandate-faza-1","PARTIDUL POLITIC INIȚIATIVA OTOPENIUL NOSTRU-mandate-faza-2","PARTIDUL NEAMUL ROMÂNESC-voturi","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-1","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-2","CIUCEA PAVEL-voturi","CIUCEA PAVEL-mandate-faza-1","CIUCEA PAVEL-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","MATEI ION-voturi","MATEI ION-mandate-faza-1","MATEI ION-mandate-faza-2","TEODORESCU CONSTANTIN-voturi","TEODORESCU CONSTANTIN-mandate-faza-1","TEODORESCU CONSTANTIN-mandate-faza-2","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-mandate-faza-1","PARTIDUL RE:START ROMÂNIA-mandate-faza-2","ŞERBAN IONUŢ-voturi","ŞERBAN IONUŢ-mandate-faza-1","ŞERBAN IONUŢ-mandate-faza-2"
25,ILFOV,NUCI,104421,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:26:17",2272,2078,0,48,146,1622,1428,0,48,146,1552,70,2450,828,77,108,124,141,1066,7,0,391,2,1,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ BRAGADIRU",179221,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:42:23",21145,20745,56,337,7,9264,8919,1,337,7,8868,391,22800,13536,443,620,709,455,3754,8,0,1774,3,1,534,1,0,0,0,0,1660,3,1,0,0,0,0,0,0,937,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ BUFTEA",100576,2,FINAL,UAT,CL,CL_CE,"2020-10-01 14:51:58",18935,18621,42,169,103,9528,9255,1,169,103,9041,479,20585,11065,452,632,723,404,4971,12,1,200,0,0,793,1,1,904,2,0,377,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1,0,412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ CHITILA",179285,1,FINAL,UAT,CL,CL_CE,"2020-09-28 16:16:07",12573,12486,21,63,3,4916,4846,4,63,3,4712,199,13899,8983,235,329,376,235,3346,14,0,223,0,0,275,1,0,0,0,0,318,0,0,0,0,0,101,0,0,378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ MĂGURELE",179409,2,FINAL,UAT,CL,CL_CE,"2020-10-01 14:38:14",9884,9515,33,280,56,6307,5968,3,280,56,6005,302,10559,4252,300,420,480,319,3623,11,0,220,0,0,251,0,0,0,0,0,504,1,1,0,0,0,104,0,0,1303,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ OTOPENI",179481,1,FINAL,UAT,CL,CL_CE,"2020-09-28 15:49:53",15140,14624,325,178,13,7136,6942,3,178,13,6965,169,16097,8961,348,487,557,394,3961,10,0,0,0,0,851,2,0,0,0,0,1399,3,1,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ PANTELIMON",179515,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:21:12",24604,24300,117,185,2,8827,8639,1,185,2,8386,438,26891,18064,419,587,670,404,4800,11,1,428,1,0,181,0,0,1427,3,0,1034,2,1,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ POPEŞTI-LEORDENI",179533,1,FINAL,UAT,CL,CL_CE,"2020-09-28 19:57:04",33600,32793,129,625,53,16919,16241,0,625,53,16296,623,35946,19027,814,1140,1303,716,2201,3,0,627,0,0,6062,8,0,0,0,0,5358,7,1,0,0,0,773,0,0,897,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ORAŞ VOLUNTARI",179551,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:33:46",36204,34840,1063,251,50,15500,15181,18,251,50,14965,535,38749,23249,748,1047,1197,767,1587,2,0,875,1,0,0,0,0,9033,11,1,3084,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,PERIŞ,104546,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:19:21",6175,6051,10,95,19,3009,2894,1,95,19,2885,124,6700,3691,144,201,230,182,1785,9,1,260,1,1,0,0,0,436,2,0,257,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,PETRĂCHIOAIA,104582,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:24:47",2832,2757,2,72,1,1948,1875,0,72,1,1832,116,3053,1105,91,128,146,137,1330,9,1,253,1,1,46,0,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,SNAGOV,105160,2,FINAL,UAT,CL,CL_CE,"2020-10-01 14:45:04",6464,6170,39,252,3,4103,3842,6,252,3,3959,144,7408,3305,197,277,316,216,1881,8,1,66,0,0,186,0,0,0,0,0,189,0,0,0,0,0,38,0,0,1362,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,"ŞTEFĂNEŞTII DE JOS",105419,1,FINAL,UAT,CL,CL_CE,"2020-09-29 15:46:48",7510,7216,96,152,46,5060,4860,2,152,46,4705,355,7826,2766,235,329,376,292,2009,6,1,104,0,0,533,1,1,0,0,0,466,1,0,0,0,0,39,0,0,1381,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,20,0,0,32,0,0,0,0,0,0,0,0
25,ILFOV,TUNARI,105570,1,FINAL,UAT,CL,CL_CE,"2020-09-29 16:01:10",6736,5622,32,972,110,4772,3688,2,972,110,4612,160,8048,3270,230,322,368,295,1789,6,0,106,0,0,69,0,0,0,0,0,490,1,1,0,0,0,0,0,0,2158,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ILFOV,VIDRA,105936,1,FINAL,UAT,CL,CL_CE,"2020-09-28 21:19:02",7305,7181,1,94,29,3892,3769,0,94,29,3717,174,7900,4008,185,260,297,213,2416,11,0,297,1,1,23,0,0,490,2,0,253,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,85,0,0
