county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","TĂLĂBAN AURICĂ-voturi","TĂLĂBAN AURICĂ-mandate-faza-1","TĂLĂBAN AURICĂ-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","PARTIDUL NOUA DREAPTĂ-voturi","PARTIDUL NOUA DREAPTĂ-mandate-faza-1","PARTIDUL NOUA DREAPTĂ-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","CÎRJAN MARINA-voturi","CÎRJAN MARINA-mandate-faza-1","CÎRJAN MARINA-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","RĂCĂREANU MARIN-voturi","RĂCĂREANU MARIN-mandate-faza-1","RĂCĂREANU MARIN-mandate-faza-2","LICUŢ MARIN-voturi","LICUŢ MARIN-mandate-faza-1","LICUŢ MARIN-mandate-faza-2","VANCEA ILEANA-CRISTINA-voturi","VANCEA ILEANA-CRISTINA-mandate-faza-1","VANCEA ILEANA-CRISTINA-mandate-faza-2","SÎRBOIU GABRIEL-voturi","SÎRBOIU GABRIEL-mandate-faza-1","SÎRBOIU GABRIEL-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","NEDELCU ALEXANDRU-voturi","NEDELCU ALEXANDRU-mandate-faza-1","NEDELCU ALEXANDRU-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","BOBOC ALEXANDRU-voturi","BOBOC ALEXANDRU-mandate-faza-1","BOBOC ALEXANDRU-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-1","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-2","IORDĂCHESCU POMPILIU-voturi","IORDĂCHESCU POMPILIU-mandate-faza-1","IORDĂCHESCU POMPILIU-mandate-faza-2","CIMPOERU EMILIAN-voturi","CIMPOERU EMILIAN-mandate-faza-1","CIMPOERU EMILIAN-mandate-faza-2","ONCICĂ GHEORGHE-voturi","ONCICĂ GHEORGHE-mandate-faza-1","ONCICĂ GHEORGHE-mandate-faza-2","MĂNESCU DUMITRU-voturi","MĂNESCU DUMITRU-mandate-faza-1","MĂNESCU DUMITRU-mandate-faza-2","RĂDUCEA ISIDOR-voturi","RĂDUCEA ISIDOR-mandate-faza-1","RĂDUCEA ISIDOR-mandate-faza-2","ROŞU CĂLIN-voturi","ROŞU CĂLIN-mandate-faza-1","ROŞU CĂLIN-mandate-faza-2","LAZĂR ŞTEFAN-voturi","LAZĂR ŞTEFAN-mandate-faza-1","LAZĂR ŞTEFAN-mandate-faza-2","GALE ION-voturi","GALE ION-mandate-faza-1","GALE ION-mandate-faza-2","ANTONIE MARIAN-voturi","ANTONIE MARIAN-mandate-faza-1","ANTONIE MARIAN-mandate-faza-2","DUMBRAVĂ ION-voturi","DUMBRAVĂ ION-mandate-faza-1","DUMBRAVĂ ION-mandate-faza-2","STANCIU CONSTANTIN-voturi","STANCIU CONSTANTIN-mandate-faza-1","STANCIU CONSTANTIN-mandate-faza-2","DRAGNEA ALEXANDRU-voturi","DRAGNEA ALEXANDRU-mandate-faza-1","DRAGNEA ALEXANDRU-mandate-faza-2","CALAFETEANU ŞTEFAN-voturi","CALAFETEANU ŞTEFAN-mandate-faza-1","CALAFETEANU ŞTEFAN-mandate-faza-2"
17,DOLJ,"SILIŞTEA CRUCII",74224,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:58:54",1316,1206,1,48,61,886,777,0,48,61,800,86,1393,504,40,56,64,88,275,3,0,206,2,0,272,3,0,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,"ŞIMNICU DE SUS",70174,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:01:33",4550,4426,5,112,7,2412,2293,0,112,7,2308,104,5084,2672,115,161,184,137,1060,7,1,458,3,0,304,2,0,78,0,0,0,0,0,234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
17,DOLJ,SOPOT,74242,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:04:47",1512,1411,0,67,34,990,889,0,67,34,907,83,1786,796,45,63,72,74,82,1,0,103,1,0,561,7,1,16,0,0,38,0,0,69,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,TĂLPAŞ,74956,2,FINAL,UAT,CL,CL_CE,"2020-10-01 22:00:17",1037,997,0,40,0,629,589,0,40,0,593,36,1093,464,29,41,47,63,390,6,0,20,0,0,125,1,1,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,TEASC,74322,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:46:08",2575,2530,1,44,0,1731,1687,0,44,0,1662,69,2888,1157,83,116,132,121,450,3,1,92,0,1,734,6,0,25,0,0,172,1,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,TERPEZIŢA,74359,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:43:29",1486,1138,0,264,84,1246,898,0,264,84,1138,67,1495,290,56,79,91,126,464,3,1,150,1,0,359,2,1,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,TESLUI,74411,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:00:58",1846,1789,0,57,0,1173,1116,0,57,0,1099,74,2090,917,54,76,87,99,871,8,1,77,0,1,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,ŢUGLUI,74509,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:01:49",2481,2444,0,19,18,1615,1578,0,19,18,1530,85,2690,1075,76,107,122,137,676,4,1,126,0,1,557,4,0,0,0,0,16,0,0,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,UNIREA,74536,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:34:30",3247,3025,0,118,104,2279,2057,0,118,104,2164,115,3492,1213,108,151,173,0,1182,7,0,0,0,0,814,4,1,0,0,0,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,URZICUŢA,74554,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:54:08",2364,2243,0,114,7,1535,1414,0,114,7,1299,131,2591,1141,64,90,103,98,426,4,1,122,1,0,620,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,"VALEA STANCIULUI",74581,3,FINAL,UAT,CL,CL_CE,"2020-10-01 21:00:50",4332,4232,1,99,0,2666,2566,1,99,0,2461,205,4700,2034,123,172,196,164,1229,7,0,159,0,1,912,5,1,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,VÂRTOP,74732,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:14:52",1349,1321,1,27,0,779,752,0,27,0,708,71,1491,712,35,49,56,63,432,6,1,3,0,0,216,3,0,3,0,0,9,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,"VÂRVORU DE JOS",74750,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:45:22",2151,2020,2,13,116,1205,1078,1,13,113,1124,81,2391,1186,56,78,89,102,647,6,0,59,0,1,255,2,0,0,0,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DOLJ,VELA,74616,2,FINAL,UAT,CL,CL_CE,"2020-10-01 22:01:05",1630,1423,1,140,66,1141,935,0,140,66,1066,75,1886,745,53,74,85,83,798,9,1,30,0,0,116,1,0,0,0,0,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
17,DOLJ,VERBIŢA,74705,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:12:47",1050,1016,0,24,10,654,620,0,24,10,585,69,1291,637,29,40,46,65,171,2,1,55,0,1,220,3,0,48,0,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
