county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","BONCAN GHEORGHE-DORINEL-voturi","BONCAN GHEORGHE-DORINEL-mandate-faza-1","BONCAN GHEORGHE-DORINEL-mandate-faza-2","CUCU DUMITRU-FELIX-voturi","CUCU DUMITRU-FELIX-mandate-faza-1","CUCU DUMITRU-FELIX-mandate-faza-2","DRĂGHICI MARIAN-voturi","DRĂGHICI MARIAN-mandate-faza-1","DRĂGHICI MARIAN-mandate-faza-2","PURCEL CONSTANTIN-voturi","PURCEL CONSTANTIN-mandate-faza-1","PURCEL CONSTANTIN-mandate-faza-2","ŢÎRVUICĂ ION-voturi","ŢÎRVUICĂ ION-mandate-faza-1","ŢÎRVUICĂ ION-mandate-faza-2","DINULESCU ELENA-voturi","DINULESCU ELENA-mandate-faza-1","DINULESCU ELENA-mandate-faza-2","MĂJAR GHEORGHE-voturi","MĂJAR GHEORGHE-mandate-faza-1","MĂJAR GHEORGHE-mandate-faza-2","STOICA CONSTANTIN-MIRCEA-voturi","STOICA CONSTANTIN-MIRCEA-mandate-faza-1","STOICA CONSTANTIN-MIRCEA-mandate-faza-2","RĂDESCU GHEORGHE-voturi","RĂDESCU GHEORGHE-mandate-faza-1","RĂDESCU GHEORGHE-mandate-faza-2","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-mandate-faza-1","PARTIDUL RE:START ROMÂNIA-mandate-faza-2","PÎRCĂLĂBELU ION-voturi","PÎRCĂLĂBELU ION-mandate-faza-1","PÎRCĂLĂBELU ION-mandate-faza-2","RICHIŢEANU GHEORGHE-voturi","RICHIŢEANU GHEORGHE-mandate-faza-1","RICHIŢEANU GHEORGHE-mandate-faza-2","MATEI CONSTANTIN-voturi","MATEI CONSTANTIN-mandate-faza-1","MATEI CONSTANTIN-mandate-faza-2","ILIESCU DANIELA-voturi","ILIESCU DANIELA-mandate-faza-1","ILIESCU DANIELA-mandate-faza-2","AVRAM IONUŢ-VALENTIN-voturi","AVRAM IONUŢ-VALENTIN-mandate-faza-1","AVRAM IONUŢ-VALENTIN-mandate-faza-2","BUDA GHEORGHE-voturi","BUDA GHEORGHE-mandate-faza-1","BUDA GHEORGHE-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","UDVESCU LIVIU NICOLAE-voturi","UDVESCU LIVIU NICOLAE-mandate-faza-1","UDVESCU LIVIU NICOLAE-mandate-faza-2","TOMESCU MARIUS-DUMITRU-voturi","TOMESCU MARIUS-DUMITRU-mandate-faza-1","TOMESCU MARIUS-DUMITRU-mandate-faza-2","GOVOREANU LIGIA-voturi","GOVOREANU LIGIA-mandate-faza-1","GOVOREANU LIGIA-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","PARTIDUL SOCIAL DEMOCRAT-mandate-g9","PARTIDUL ECOLOGIST ROMÂN-mandate-g9","IONESCU ION-DRAGOŞ-voturi","IONESCU ION-DRAGOŞ-mandate-faza-1","IONESCU ION-DRAGOŞ-mandate-faza-2","MIHĂILESCU TRAIAN-voturi","MIHĂILESCU TRAIAN-mandate-faza-1","MIHĂILESCU TRAIAN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL PRO ROMÂNIA-mandate-g9","ZAMFIRA ELISAVETA-voturi","ZAMFIRA ELISAVETA-mandate-faza-1","ZAMFIRA ELISAVETA-mandate-faza-2","POPESCU PETRE-voturi","POPESCU PETRE-mandate-faza-1","POPESCU PETRE-mandate-faza-2","ŞERBAN CONSTANTIN-voturi","ŞERBAN CONSTANTIN-mandate-faza-1","ŞERBAN CONSTANTIN-mandate-faza-2","DIACONU NICOLAE-voturi","DIACONU NICOLAE-mandate-faza-1","DIACONU NICOLAE-mandate-faza-2","DANCIU VASILE-voturi","DANCIU VASILE-mandate-faza-1","DANCIU VASILE-mandate-faza-2","GIGICĂ GHEORGHE-voturi","GIGICĂ GHEORGHE-mandate-faza-1","GIGICĂ GHEORGHE-mandate-faza-2","CONSTANTINESCU OVIDIU-DUMITRU-voturi","CONSTANTINESCU OVIDIU-DUMITRU-mandate-faza-1","CONSTANTINESCU OVIDIU-DUMITRU-mandate-faza-2","POPA CONSTANTIN-CĂTĂLIN-voturi","POPA CONSTANTIN-CĂTĂLIN-mandate-faza-1","POPA CONSTANTIN-CĂTĂLIN-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PREDESCU ANA-voturi","PREDESCU ANA-mandate-faza-1","PREDESCU ANA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","STANCA ION-voturi","STANCA ION-mandate-faza-1","STANCA ION-mandate-faza-2","GHIŢĂ MIHAI-voturi","GHIŢĂ MIHAI-mandate-faza-1","GHIŢĂ MIHAI-mandate-faza-2","BRĂDIŢEANU ION-voturi","BRĂDIŢEANU ION-mandate-faza-1","BRĂDIŢEANU ION-mandate-faza-2"
40,VÂLCEA,LĂCUSTENI,174511,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:14:09",1199,1095,0,62,42,812,710,0,61,41,762,50,1259,447,38,53,60,84,0,0,0,66,0,1,280,3,0,247,2,1,67,0,1,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,LĂDEŞTI,170685,2,FINAL,UAT,CL,CL_CE,"2020-10-01 10:40:46",1644,1370,1,196,77,1170,905,0,192,73,1087,83,1519,349,54,76,86,92,73,0,1,41,0,0,501,5,0,220,2,0,81,0,1,12,0,0,0,0,0,146,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,LALOŞU,170612,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:27:11",1993,1849,1,126,17,1339,1196,0,126,17,1276,61,2169,832,63,89,102,105,0,0,0,51,0,0,791,7,1,368,3,0,5,0,0,0,0,0,0,0,0,8,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,LĂPUŞATA,170792,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:11:08",1695,1668,0,27,0,1082,1055,0,27,0,972,110,1850,768,48,68,77,85,68,0,1,0,0,0,177,2,0,335,3,1,126,1,0,0,0,0,0,0,0,235,2,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,LIVEZI,170872,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:07:54",1836,1706,2,85,43,1228,1099,1,85,43,1153,75,2080,852,57,80,92,102,85,0,1,0,0,0,601,5,1,178,1,1,127,1,0,0,0,0,0,0,0,61,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,LUNGEŞTI,170952,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:33:59",2562,2435,0,72,55,1436,1309,0,72,55,1311,125,2690,1254,65,91,104,95,0,0,0,66,0,1,208,2,0,709,7,0,25,0,0,0,0,0,0,0,0,260,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MĂCIUCA,171101,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:29:28",1543,1378,2,141,22,1068,905,0,141,22,1020,48,1580,512,51,71,81,88,0,0,0,0,0,0,344,3,1,626,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MĂDULARI,171209,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:59:51",1237,1091,0,80,66,876,730,0,80,66,818,58,1270,394,40,57,65,90,0,0,0,0,0,0,535,5,1,179,1,1,0,0,0,0,0,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MALAIA,171021,2,FINAL,UAT,CL,CL_CE,"2020-10-01 09:37:38",1510,1403,0,60,47,1187,1080,0,60,47,1146,41,1670,483,57,80,91,101,34,0,0,0,0,0,508,5,0,380,3,1,103,1,0,0,0,0,0,0,0,0,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MĂLDĂREŞTI,171272,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:42:56",1649,1626,3,16,4,1020,999,1,16,4,932,88,1803,783,46,65,74,80,277,3,0,0,0,0,228,2,1,317,3,1,0,0,0,0,0,0,0,0,0,59,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MATEEŞTI,171067,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:16:52",2662,2524,4,44,90,1686,1550,2,44,90,1597,89,2830,1144,79,111,127,105,89,0,1,14,0,0,652,6,0,270,2,1,62,0,0,46,0,0,0,0,0,364,3,0,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MIHĂEŞTI,171325,2,FINAL,UAT,CL,CL_CE,"2020-10-02 18:07:05",5767,5682,2,77,6,2972,2889,0,77,6,2780,191,6330,3331,139,194,222,175,57,0,0,0,0,0,803,4,1,1131,6,0,0,0,0,0,0,0,0,0,0,94,0,0,695,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MILCOIU,171469,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:09:57",1156,1014,0,114,28,820,678,0,114,28,731,89,1239,419,36,51,58,78,185,2,1,28,0,0,95,1,0,288,3,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MITROFANI,174520,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:44:03",816,766,0,28,22,598,548,0,28,22,549,49,864,266,27,38,43,0,0,0,0,33,0,0,327,5,1,164,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,MUEREASCA,171539,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:58:25",2053,2042,0,8,3,921,910,0,8,3,844,77,2260,1339,42,59,67,69,0,0,0,34,0,0,320,4,1,385,5,0,0,0,0,41,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"MUNICIPIUL DRĂGĂŞANI",167981,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:25:54",16096,15879,18,191,8,6892,6693,0,191,8,6376,516,18722,11830,318,446,510,0,120,0,0,202,0,0,2043,6,1,1754,6,0,701,2,0,0,0,0,237,0,0,499,1,1,558,1,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:57:47",97873,96775,131,867,100,34501,33525,9,867,100,33214,1267,108889,72294,1660,2324,2657,1228,1069,0,0,578,0,0,7567,6,0,11174,9,0,1097,0,0,302,0,0,938,0,0,5901,4,1,3613,2,1,172,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"NICOLAE BĂLCESCU",171628,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:58:33",2828,2766,2,41,19,1670,1610,0,41,19,1563,103,3090,1424,78,109,125,101,116,1,0,104,1,0,491,4,1,608,6,0,60,0,0,0,0,0,58,0,0,62,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,OLANU,171806,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:33:02",2459,2408,4,38,9,1428,1381,0,38,9,1324,104,2680,1252,66,92,105,105,49,0,0,0,0,0,434,4,0,586,5,0,57,0,0,0,0,0,0,0,0,77,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BĂBENI",168372,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:49:19",7544,7444,4,67,29,3996,3900,0,67,29,3706,288,8460,4451,185,259,296,0,52,0,0,108,0,0,1325,6,0,1500,6,1,49,0,0,127,0,0,78,0,0,228,1,0,0,0,0,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BĂILE GOVORA",167641,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:00:56",2499,2394,2,74,29,1562,1458,1,74,29,1486,76,2710,1148,74,104,118,120,47,0,0,89,0,1,162,1,0,509,4,0,24,0,0,0,0,0,45,0,0,404,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BĂILE OLĂNEŞTI",167696,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:56:54",3810,3750,2,29,29,2126,2068,0,29,29,1989,137,4190,2064,99,139,159,140,53,0,0,0,0,0,1008,7,0,309,2,0,65,0,0,40,0,0,0,0,0,329,2,1,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BĂLCEŞTI",168452,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:00:39",4144,4054,3,76,11,2083,1996,0,76,11,1923,160,4570,2487,96,134,153,131,27,0,0,123,0,1,517,3,1,1073,8,0,65,0,0,0,0,0,0,0,0,61,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BERBEŞTI",168602,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:20:09",4485,4398,2,57,28,2389,2303,1,57,28,2259,130,4960,2571,112,158,180,140,0,0,0,0,0,0,613,4,1,653,4,1,159,1,0,0,0,0,0,0,0,389,2,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,62,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ BREZOI",167794,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:15:50",5828,5731,9,82,6,2386,2297,1,82,6,2185,201,6360,3974,109,152,174,127,63,0,0,0,0,0,527,4,0,844,6,1,53,0,0,114,0,1,0,0,0,424,3,0,116,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,"ORAŞ CĂLIMĂNEŞTI",167909,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:43:00",7375,7298,1,72,4,3300,3224,0,72,4,3080,220,8140,4840,154,215,246,172,56,0,0,0,0,0,533,3,0,1111,6,0,128,0,0,267,1,1,88,0,0,669,3,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
