county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","ALIANȚA PNL USR PLUS-voturi","ALIANȚA PNL USR PLUS-mandate-faza-1","ALIANȚA PNL USR PLUS-mandate-faza-2","RAINER ALIDA-voturi","RAINER ALIDA-mandate-faza-1","RAINER ALIDA-mandate-faza-2","STOICA MARIAN-SABARUS-voturi","STOICA MARIAN-SABARUS-mandate-faza-1","STOICA MARIAN-SABARUS-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","DAWOUD RODICA-voturi","DAWOUD RODICA-mandate-faza-1","DAWOUD RODICA-mandate-faza-2","CRISTEA GHEORGHE-voturi","CRISTEA GHEORGHE-mandate-faza-1","CRISTEA GHEORGHE-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","IRIMIA GEORGE LUCIAN-voturi","IRIMIA GEORGE LUCIAN-mandate-faza-1","IRIMIA GEORGE LUCIAN-mandate-faza-2","NEDELCU IONUŢ-EMANUEL-voturi","NEDELCU IONUŢ-EMANUEL-mandate-faza-1","NEDELCU IONUŢ-EMANUEL-mandate-faza-2","ALIANȚA PENTRU UNITATEA RROMILOR-voturi","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-1","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","CIOBANU ILIE-voturi","CIOBANU ILIE-mandate-faza-1","CIOBANU ILIE-mandate-faza-2","POPA DANIEL-voturi","POPA DANIEL-mandate-faza-1","POPA DANIEL-mandate-faza-2","GHERGU ILIE-voturi","GHERGU ILIE-mandate-faza-1","GHERGU ILIE-mandate-faza-2","MIHAI CĂTĂLIN-voturi","MIHAI CĂTĂLIN-mandate-faza-1","MIHAI CĂTĂLIN-mandate-faza-2","NICULAE ION-voturi","NICULAE ION-mandate-faza-1","NICULAE ION-mandate-faza-2","VEVERIŢĂ GHEORGHE-ION-voturi","VEVERIŢĂ GHEORGHE-ION-mandate-faza-1","VEVERIŢĂ GHEORGHE-ION-mandate-faza-2","MĂDĂRAN CONSTANTIN-voturi","MĂDĂRAN CONSTANTIN-mandate-faza-1","MĂDĂRAN CONSTANTIN-mandate-faza-2","TEODOROIU RADU-voturi","TEODOROIU RADU-mandate-faza-1","TEODOROIU RADU-mandate-faza-2","BUCUR MARIAN-voturi","BUCUR MARIAN-mandate-faza-1","BUCUR MARIAN-mandate-faza-2","STAICU GRIGORE-voturi","STAICU GRIGORE-mandate-faza-1","STAICU GRIGORE-mandate-faza-2","TUDORACHE FLORIN-voturi","TUDORACHE FLORIN-mandate-faza-1","TUDORACHE FLORIN-mandate-faza-2","DIACONESCU MOISE-voturi","DIACONESCU MOISE-mandate-faza-1","DIACONESCU MOISE-mandate-faza-2","BREZEANU ION-voturi","BREZEANU ION-mandate-faza-1","BREZEANU ION-mandate-faza-2","TURBATU COSMIN-IONUŢ-voturi","TURBATU COSMIN-IONUŢ-mandate-faza-1","TURBATU COSMIN-IONUŢ-mandate-faza-2","POPA VASILE-voturi","POPA VASILE-mandate-faza-1","POPA VASILE-mandate-faza-2","ILINCA DOREL-voturi","ILINCA DOREL-mandate-faza-1","ILINCA DOREL-mandate-faza-2","MARCU CONSTANTIN-voturi","MARCU CONSTANTIN-mandate-faza-1","MARCU CONSTANTIN-mandate-faza-2","CIORTAN DUMITRU-RELU-voturi","CIORTAN DUMITRU-RELU-mandate-faza-1","CIORTAN DUMITRU-RELU-mandate-faza-2","IONAŞ NICOLAE-voturi","IONAŞ NICOLAE-mandate-faza-1","IONAŞ NICOLAE-mandate-faza-2","ILIE TUDOR-voturi","ILIE TUDOR-mandate-faza-1","ILIE TUDOR-mandate-faza-2"
16,DÂMBOVIŢA,"ORAŞ TITU",66081,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:25:01",8369,8320,13,33,3,4229,4193,0,33,3,4046,178,9154,4930,202,283,323,226,2171,9,0,874,3,1,438,1,1,84,0,0,370,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PERŞINARI,179935,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:49:02",2354,2289,0,4,61,1164,1099,0,4,61,1105,58,2511,1348,55,77,88,96,207,2,0,699,7,0,49,0,0,0,0,0,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PETREŞTI,65752,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:28:02",4633,4607,0,25,1,2563,2537,0,25,1,2425,138,5068,2505,121,169,194,161,1498,9,0,359,2,0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PIETRARI,179908,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:27:15",1994,1981,0,12,1,1355,1342,0,12,1,1290,65,2181,826,64,90,103,117,303,2,1,686,5,1,154,1,0,0,0,0,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PIETROŞIŢA,68404,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:52:20",2655,2640,2,12,1,1424,1411,0,12,1,1381,43,2889,1465,69,96,110,97,257,2,1,828,8,0,178,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,POIANA,68431,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:10:03",2834,2821,0,10,3,1806,1793,0,10,3,1716,90,3091,1285,85,120,137,132,265,2,0,1414,10,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,POTLOGI,68468,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:22:24",6789,6731,5,53,0,2836,2783,0,53,0,2683,153,7407,4571,134,187,214,170,363,2,0,1640,9,1,560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PRODULEŞTI,68529,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:41:36",2803,2758,1,23,21,1670,1626,0,23,21,1583,68,3030,1379,79,110,126,115,250,2,0,1121,9,1,134,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,PUCHENI,68565,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:11:00",1499,1444,0,13,42,1103,1048,0,13,42,1011,92,1630,527,50,70,80,88,174,1,1,391,4,0,344,3,1,43,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RACIU,179891,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:49:42",2721,2694,2,10,15,1608,1582,1,10,15,1530,78,2959,1351,76,107,122,113,363,3,0,856,7,1,175,1,0,0,0,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RĂSCĂEŢI,179926,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:56:07",1805,1736,0,12,57,1336,1267,0,12,57,1311,25,1962,626,65,91,104,119,1078,9,0,163,1,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"RÂU ALB",179917,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:02:43",1226,1178,0,44,4,790,742,0,44,4,754,36,1293,503,37,52,60,83,99,1,0,501,6,0,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RĂZVAD,65431,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:17:32",7504,7411,12,55,26,3911,3830,0,55,26,3797,114,8184,4273,189,265,303,217,476,2,0,2784,12,1,157,0,0,143,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,RUNCU,68716,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:29:26",3557,3508,4,22,23,1699,1654,0,22,23,1612,87,3885,2186,80,112,128,106,210,1,1,953,8,1,225,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,0,0,52,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,SĂLCIOARA,68789,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:14:49",3156,3136,1,19,0,1692,1673,0,19,0,1644,48,3448,1756,82,115,131,119,534,4,0,1020,8,1,42,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ŞELARU,68887,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:35:41",2580,2497,0,83,0,1800,1717,0,83,0,1713,86,2690,890,85,119,137,149,259,1,1,565,3,1,820,5,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"SLOBOZIA MOARĂ",105142,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:06:03",1723,1682,1,19,21,1332,1292,0,19,21,1285,43,1842,514,64,89,102,116,364,3,0,789,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ŞOTÂNGA,65477,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:38:02",5916,5881,1,24,10,2729,2695,0,24,10,2645,84,6465,3736,132,185,211,160,326,2,0,2075,12,1,120,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,TĂRTĂŞEŞTI,105534,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:12:52",4210,4163,4,39,4,2501,2462,0,39,0,2403,98,4589,2088,120,168,192,152,470,3,0,1810,11,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,TĂTĂRANI,68921,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:55:07",4245,4203,1,22,19,2430,2389,0,22,19,2313,117,4648,2218,115,161,185,152,279,1,1,1597,10,0,255,1,1,0,0,0,0,0,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ULIEŞTI,68976,1,FINAL,UAT,CL,CL_CE,"2020-09-28 16:22:37",3270,3250,0,20,0,2242,2222,0,20,0,2139,103,3569,1327,106,149,171,164,1277,7,1,252,1,0,499,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,ULMI,65501,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:47:49",3917,3896,6,15,0,2116,2100,1,15,0,2044,72,4255,2139,102,143,163,157,224,1,1,1498,10,0,159,1,0,33,0,0,43,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VĂCĂREŞTI,69250,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:44:34",4268,4252,3,13,0,2167,2154,0,13,0,2060,107,4679,2512,103,144,164,137,329,2,0,969,7,0,139,1,0,623,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"VALEA LUNGĂ",69063,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:31:26",3956,3928,1,25,2,2024,1997,0,25,2,1966,53,4339,2320,98,137,157,151,598,3,1,1218,8,0,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"VALEA MARE",69170,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:55:43",1803,1775,0,28,0,1251,1223,0,28,0,1210,41,1951,700,60,84,96,106,178,1,1,930,8,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VĂLENI-DÂMBOVIŢA,69303,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:19:46",2087,2051,2,6,28,1375,1341,0,6,28,1296,79,2277,902,64,90,103,108,428,3,1,577,5,0,77,0,1,29,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VÂRFURI,69447,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:30:54",1492,1480,0,6,6,879,867,0,6,6,829,50,1632,753,41,58,66,72,262,3,1,142,1,1,398,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VIŞINA,69330,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:34:51",3263,3219,0,30,14,2220,2176,0,30,14,2117,87,3521,1317,105,148,169,162,709,4,0,1282,7,1,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VIŞINEŞTI,69394,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:54:21",1555,1515,0,23,17,952,912,0,23,17,928,24,1700,748,46,64,74,77,169,2,0,684,8,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VLĂDENI,179711,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:02:22",2328,2307,4,14,3,1359,1341,1,14,3,1276,79,2530,1175,63,89,102,116,239,2,0,640,5,0,98,0,1,198,1,1,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,VOINEŞTI,69526,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:03:45",5017,4977,0,40,0,3005,2965,0,40,0,2832,173,5466,2461,141,198,226,181,678,3,1,1732,9,1,168,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
