county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","ALIANȚA ELECTORALĂ DL + ALDE""-voturi","ALIANȚA ELECTORALĂ DL + ALDE""-mandate-faza-1","ALIANȚA ELECTORALĂ DL + ALDE""-mandate-faza-2","NECHIFOR IOAN-voturi","NECHIFOR IOAN-mandate-faza-1","NECHIFOR IOAN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ANDRICI DORU-voturi","ANDRICI DORU-mandate-faza-1","ANDRICI DORU-mandate-faza-2","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-1","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-2","PARTIDUL DREAPTA LIBERALĂ-voturi","PARTIDUL DREAPTA LIBERALĂ-mandate-faza-1","PARTIDUL DREAPTA LIBERALĂ-mandate-faza-2","ONICIUC ILIE-voturi","ONICIUC ILIE-mandate-faza-1","ONICIUC ILIE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","LUPANCU NARCIS-voturi","LUPANCU NARCIS-mandate-faza-1","LUPANCU NARCIS-mandate-faza-2","BUŢINCU DORU-voturi","BUŢINCU DORU-mandate-faza-1","BUŢINCU DORU-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","GIREADĂ DUMITRU-voturi","GIREADĂ DUMITRU-mandate-faza-1","GIREADĂ DUMITRU-mandate-faza-2","LUPUŞOR IOAN-voturi","LUPUŞOR IOAN-mandate-faza-1","LUPUŞOR IOAN-mandate-faza-2","AGACHE STELICĂ-voturi","AGACHE STELICĂ-mandate-faza-1","AGACHE STELICĂ-mandate-faza-2","SÎSÎIAC VASILE-voturi","SÎSÎIAC VASILE-mandate-faza-1","SÎSÎIAC VASILE-mandate-faza-2","BALTARIU ION-STELIAN-voturi","BALTARIU ION-STELIAN-mandate-faza-1","BALTARIU ION-STELIAN-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-1","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-2","ILCO ION-voturi","ILCO ION-mandate-faza-1","ILCO ION-mandate-faza-2","UNIUNEA ARMENILOR DIN ROMÂNIA-voturi","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-2","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-voturi","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-mandate-faza-1","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-mandate-faza-2","PARTIDUL PHRALIPE AL ROMILOR-voturi","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-1","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-2","SILEGEANU CĂTĂLIN-voturi","SILEGEANU CĂTĂLIN-mandate-faza-1","SILEGEANU CĂTĂLIN-mandate-faza-2","ZBEREA FLORIN-voturi","ZBEREA FLORIN-mandate-faza-1","ZBEREA FLORIN-mandate-faza-2","CĂRĂUŞU IONUŢ-BOGDAN-voturi","CĂRĂUŞU IONUŢ-BOGDAN-mandate-faza-1","CĂRĂUŞU IONUŢ-BOGDAN-mandate-faza-2","GHERASIM STELIAN-voturi","GHERASIM STELIAN-mandate-faza-1","GHERASIM STELIAN-mandate-faza-2","BURSUC CONSTANTIN-voturi","BURSUC CONSTANTIN-mandate-faza-1","BURSUC CONSTANTIN-mandate-faza-2","ŢUCĂ MARIAN-LAURENŢIU-voturi","ŢUCĂ MARIAN-LAURENŢIU-mandate-faza-1","ŢUCĂ MARIAN-LAURENŢIU-mandate-faza-2","BURLACU MIHAELA-voturi","BURLACU MIHAELA-mandate-faza-1","BURLACU MIHAELA-mandate-faza-2","TIMOFTE IOAN-voturi","TIMOFTE IOAN-mandate-faza-1","TIMOFTE IOAN-mandate-faza-2","ŞERCĂIANU OANA-voturi","ŞERCĂIANU OANA-mandate-faza-1","ŞERCĂIANU OANA-mandate-faza-2","ŞTEFANACHE CONSTANTIN-voturi","ŞTEFANACHE CONSTANTIN-mandate-faza-1","ŞTEFANACHE CONSTANTIN-mandate-faza-2","BUNDUC MIHAI-voturi","BUNDUC MIHAI-mandate-faza-1","BUNDUC MIHAI-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2"
7,BOTOŞANI,"MIHAI EMINESCU",38063,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:01:38",6769,6709,7,43,10,3342,3288,1,43,10,3181,161,7385,4043,159,222,254,197,163,0,1,420,2,0,78,0,0,692,3,0,1688,8,1,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,MIHĂILENI,38161,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:38:51",2116,2009,0,46,61,1147,1040,0,46,61,1106,41,2284,1137,55,77,88,88,29,0,0,555,6,0,18,0,0,34,0,0,421,4,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,MIHĂLĂŞENI,38241,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:24:58",2025,1920,0,34,71,1140,1035,0,34,71,1094,46,2129,989,54,76,87,99,0,0,0,693,7,0,0,0,0,0,0,0,401,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,MILEANCA,38321,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:36:45",2128,2049,0,39,40,1261,1182,0,39,40,1158,103,2284,1023,57,81,92,105,87,0,1,642,6,0,84,0,1,63,0,0,282,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,MITOC,38376,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:26:04",1371,1326,0,25,20,896,851,0,25,20,848,48,1483,587,42,59,67,74,0,0,0,555,7,0,26,0,0,0,0,0,267,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"MUNICIPIUL BOTOŞANI",35731,2,FINAL,UAT,CL,CL_CE,"2020-10-04 18:25:37",99485,98419,148,826,92,30525,29603,8,823,91,29204,1273,108902,78396,1460,2044,2336,994,1132,0,0,10697,10,1,1461,1,0,1156,0,0,8436,8,1,447,0,0,2287,2,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,262,0,0,70,0,0,857,0,0,96,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"MUNICIPIUL DOROHOI",36006,1,FINAL,UAT,CL,CL_CE,"2020-09-28 15:27:17",25061,24832,16,193,20,9414,9199,2,193,20,9052,359,27389,17978,452,633,724,405,112,0,0,4954,12,0,241,0,0,781,1,1,1513,3,1,96,0,0,314,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,NICŞENI,38456,2,FINAL,UAT,CL,CL_CE,"2020-10-01 09:41:59",2127,2091,1,24,11,1185,1149,1,24,11,1091,94,2306,1121,54,76,87,99,106,1,0,252,2,1,102,1,0,146,1,0,366,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"ORAŞ BUCECEA",36453,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:27:03",4480,4346,3,37,94,2261,2129,1,37,94,2111,150,4884,2623,105,147,168,132,47,0,0,1150,8,1,78,0,0,154,1,0,533,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"ORAŞ DARABANI",35946,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:45:46",11160,11061,0,84,15,4020,3921,0,84,15,3754,266,12133,8113,187,262,300,200,238,1,0,954,4,1,143,0,0,137,0,0,1914,9,1,69,0,0,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"ORAŞ FLĂMÂNZI",37280,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:30:04",9508,9355,4,81,68,4101,3952,0,81,68,3784,313,10377,6254,189,264,302,199,60,0,0,602,3,0,72,0,0,164,0,0,2225,11,0,0,0,0,327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"ORAŞ SĂVENI",36060,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:27:08",6739,6563,3,52,121,3206,3032,1,52,121,3066,140,7332,4126,153,214,245,193,89,0,0,2315,11,1,79,0,0,0,0,0,583,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"ORAŞ ŞTEFĂNEŞTI",39168,1,FINAL,UAT,CL,CL_CE,"2020-09-28 17:16:32",5075,4951,1,46,77,2421,2299,0,46,76,2263,158,5481,3060,113,158,181,135,0,0,0,858,6,0,93,0,0,58,0,0,1171,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,PĂLTINIŞ,38492,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:52:37",3808,3633,0,134,41,1485,1310,0,134,41,1401,83,4019,2535,70,98,112,102,13,0,0,298,2,1,57,0,0,114,1,0,919,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,POMÂRLA,38544,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:30:04",2138,1998,1,36,103,1369,1230,0,36,103,1294,75,2325,956,64,90,103,114,23,0,0,534,4,1,12,0,0,0,0,0,725,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,PRĂJENI,38580,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:29:14",2591,2565,0,26,0,1500,1474,0,26,0,1356,144,2828,1328,67,94,108,101,9,0,0,812,8,0,0,0,0,112,1,0,399,3,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,RĂCHIŢI,35839,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:11:12",4038,4007,3,24,4,2266,2237,1,24,4,2156,110,4393,2127,107,150,172,158,0,0,0,493,3,0,239,1,1,342,2,0,987,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,RĂDĂUŢI-PRUT,38633,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:43:35",2909,2813,0,18,78,1553,1457,0,18,78,1460,80,3164,1624,73,102,116,107,90,0,1,201,1,1,64,0,0,293,2,1,812,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,RĂUSENI,38679,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:35:20",2074,2047,1,26,0,1063,1037,0,26,0,986,77,2253,1190,49,69,78,83,42,0,0,673,8,0,31,0,0,54,0,1,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,RIPICENI,38731,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:07:54",4089,4041,1,20,27,961,914,0,20,27,898,63,4477,3516,44,62,71,67,0,0,0,238,3,0,54,0,1,254,3,1,332,4,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,ROMA,38811,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:47:16",3174,3107,1,19,47,1429,1363,0,19,47,1314,115,3419,1990,65,91,105,97,129,1,0,496,5,0,27,0,0,185,1,1,230,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,ROMÂNEŞTI,38848,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:34:31",1588,1542,0,11,35,949,903,0,11,35,887,62,1725,776,44,62,70,77,25,0,0,200,2,0,127,1,1,296,3,1,233,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,"SANTA MARE",38893,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:35:43",2104,2067,2,22,13,1227,1192,0,22,13,1161,66,2286,1059,58,81,92,103,0,0,0,479,4,1,0,0,0,159,1,0,497,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,ŞENDRICENI,39122,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:57:36",3295,3262,1,22,10,1630,1597,1,22,10,1545,85,3621,1991,77,108,123,115,132,1,0,865,7,1,152,1,0,104,0,1,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,STĂUCENI,35884,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:55:10",3001,2956,0,24,21,1620,1575,0,24,21,1509,111,3256,1636,75,105,120,103,70,0,0,614,5,1,0,0,0,43,0,0,737,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,ŞTIUBIENI,39220,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:09:07",2149,2040,0,29,80,1282,1178,0,29,75,1218,64,2330,648,60,85,97,0,28,0,0,727,6,1,0,0,0,115,1,0,322,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,BOTOŞANI,SUHARĂU,38982,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:23:08",3587,3542,0,31,14,1770,1725,0,31,14,1603,167,3895,2125,80,112,128,117,106,0,1,692,5,1,97,0,1,70,0,0,274,2,0,80,0,0,115,0,1,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
