county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","ALIANȚA PENTRU UNITATEA RROMILOR-voturi","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-1","ALIANȚA PENTRU UNITATEA RROMILOR-mandate-faza-2","TABĂRĂ GHIORGHE-voturi","TABĂRĂ GHIORGHE-mandate-faza-1","TABĂRĂ GHIORGHE-mandate-faza-2","DUMBRAVĂ MĂDĂLIN-voturi","DUMBRAVĂ MĂDĂLIN-mandate-faza-1","DUMBRAVĂ MĂDĂLIN-mandate-faza-2","PREDA ŞTEFĂNACHE-voturi","PREDA ŞTEFĂNACHE-mandate-faza-1","PREDA ŞTEFĂNACHE-mandate-faza-2","VREME ŞERBAN-voturi","VREME ŞERBAN-mandate-faza-1","VREME ŞERBAN-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-1","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-2","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-mandate-faza-1","PARTIDUL RE:START ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","MARCU GHEORGHE-voturi","MARCU GHEORGHE-mandate-faza-1","MARCU GHEORGHE-mandate-faza-2","PÂRVU ŞTEFAN-voturi","PÂRVU ŞTEFAN-mandate-faza-1","PÂRVU ŞTEFAN-mandate-faza-2","TĂNASĂ CORNEL-voturi","TĂNASĂ CORNEL-mandate-faza-1","TĂNASĂ CORNEL-mandate-faza-2","ŢUCHEL CĂTĂLIN-voturi","ŢUCHEL CĂTĂLIN-mandate-faza-1","ŢUCHEL CĂTĂLIN-mandate-faza-2","IACOB NELU-voturi","IACOB NELU-mandate-faza-1","IACOB NELU-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","PACT PENTRU GALAȚI-voturi","PACT PENTRU GALAȚI-mandate-faza-1","PACT PENTRU GALAȚI-mandate-faza-2","VLASE MIRCEA-GEORGE-voturi","VLASE MIRCEA-GEORGE-mandate-faza-1","VLASE MIRCEA-GEORGE-mandate-faza-2","VREME DANIELA-SIMONA-voturi","VREME DANIELA-SIMONA-mandate-faza-1","VREME DANIELA-SIMONA-mandate-faza-2","PARTIDUL UNIUNEA INDEPENDENTA PENTRU TECUCI-voturi","PARTIDUL UNIUNEA INDEPENDENTA PENTRU TECUCI-mandate-faza-1","PARTIDUL UNIUNEA INDEPENDENTA PENTRU TECUCI-mandate-faza-2","COSTACHE CLAUDIU-MARIUS-voturi","COSTACHE CLAUDIU-MARIUS-mandate-faza-1","COSTACHE CLAUDIU-MARIUS-mandate-faza-2","ISARII CEZAR-ANDREI-voturi","ISARII CEZAR-ANDREI-mandate-faza-1","ISARII CEZAR-ANDREI-mandate-faza-2","LUPU MARCEL-voturi","LUPU MARCEL-mandate-faza-1","LUPU MARCEL-mandate-faza-2","PROCOP IONUŢ-voturi","PROCOP IONUŢ-mandate-faza-1","PROCOP IONUŢ-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g8","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-g9","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-g9","ALIANȚA USR PLUS-mandate-g9","PARTIDUL ECOLOGIST ROMÂN-mandate-g9","AZZOLA GIULIANO-voturi","AZZOLA GIULIANO-mandate-faza-1","AZZOLA GIULIANO-mandate-faza-2","COMAN CONSTANTIN-voturi","COMAN CONSTANTIN-mandate-faza-1","COMAN CONSTANTIN-mandate-faza-2","ŢUCHEL MARIAN-voturi","ŢUCHEL MARIAN-mandate-faza-1","ŢUCHEL MARIAN-mandate-faza-2"
18,GALAŢI,CORNI,76004,3,FINAL,UAT,CL,CL_CE,"2020-10-01 22:39:12",1735,1676,0,29,30,1170,1111,0,29,30,1079,91,1839,669,53,75,86,92,29,0,0,594,6,0,31,0,0,425,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,COROD,75953,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:45:20",6068,5995,0,60,13,2894,2821,0,60,13,2711,183,6641,3747,135,189,216,172,1041,6,0,923,5,1,50,0,0,480,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,COSMEŞTI,76040,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:24:53",5511,5407,4,48,52,2376,2274,2,48,52,2217,159,6043,3667,110,155,177,132,176,1,0,793,6,0,78,0,0,1021,7,1,78,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"COSTACHE NEGRI",76111,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:13:42",2300,2172,0,90,38,1294,1166,0,90,38,1235,59,2420,1126,61,86,98,112,183,1,1,429,3,1,71,0,1,490,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,CUCA,76139,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:46:20",1836,1708,0,65,63,1152,1024,0,65,63,1079,73,1950,798,53,75,86,88,34,0,0,393,4,1,102,1,0,480,5,0,24,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,CUDALBI,76157,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:34:14",6228,6119,1,86,22,3166,3058,0,86,22,2902,264,6754,3588,145,203,232,0,44,0,0,590,3,0,1083,6,0,938,5,1,93,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"CUZA VODĂ",77595,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:31:36",2302,2282,0,8,12,1134,1114,0,8,12,1064,70,2512,1378,53,74,85,93,238,2,0,481,5,0,69,0,1,241,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,DRĂGĂNEŞTI,75221,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:51:24",5476,5436,0,23,17,2440,2400,0,23,17,2256,184,6014,3574,112,157,180,147,124,0,1,918,6,0,246,1,1,529,3,0,130,0,1,0,0,0,40,0,0,0,0,0,269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,DRĂGUŞENI,76175,3,FINAL,UAT,CL,CL_CE,"2020-10-01 22:42:29",4248,4184,0,36,28,2031,1967,0,36,28,1808,223,4678,2647,90,126,144,111,102,0,1,229,2,0,16,0,0,1226,11,0,122,1,0,0,0,0,22,0,0,28,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,FÂRŢĂNEŞTI,76255,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:05:15",4117,4098,1,18,0,1689,1671,0,18,0,1601,85,4515,2829,80,112,128,98,41,0,0,153,1,0,27,0,0,1330,13,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,FOLTEŞTI,76282,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:54:33",2645,2600,0,23,22,1428,1383,0,23,22,1331,97,2884,1456,66,93,106,91,74,0,1,336,3,1,32,0,0,689,7,0,88,0,1,0,0,0,18,0,0,22,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,FRUMUŞIŢA,76317,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:05:21",4373,4274,4,30,65,2240,2145,0,30,65,2124,116,4807,2567,106,148,169,117,83,0,0,369,3,0,51,0,0,1120,9,1,91,0,0,28,0,0,7,0,0,275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,FUNDENI,76353,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:20:25",3179,3159,1,17,2,1633,1614,0,17,2,1520,113,3481,1848,76,106,121,107,233,2,0,534,4,1,37,0,0,517,4,1,110,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,GHIDIGENI,76406,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:06:18",4395,4347,0,45,3,2916,2868,0,45,3,2733,183,5555,2639,136,191,218,177,28,0,0,1316,7,1,570,3,0,769,4,0,18,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,GOHOR,76497,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:09:41",3019,2818,2,107,92,1896,1701,1,107,87,1780,116,3183,1287,89,124,142,132,27,0,0,666,5,0,23,0,0,1057,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,GRIVIŢA,76558,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:29:15",3169,3059,0,37,73,1625,1515,0,37,73,1516,109,3407,1782,75,106,121,116,84,0,1,329,2,1,194,1,1,868,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,INDEPENDENŢA,76585,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:32:57",3925,3879,3,16,27,2048,2004,1,16,27,1964,84,4301,2253,98,137,157,140,174,1,0,405,2,1,39,0,0,540,3,1,707,5,0,19,0,0,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,IVEŞTI,76601,3,FINAL,UAT,CL,CL_CE,"2020-10-01 22:43:21",8054,7905,4,82,63,3916,3770,1,82,63,3558,358,8757,4841,177,249,284,190,90,0,0,2042,10,1,18,0,0,1197,6,0,47,0,0,0,0,0,1,0,0,73,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,JORĂŞTI,76638,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:25:29",1357,1332,1,24,0,835,811,0,24,0,771,64,1473,638,38,53,61,64,148,2,0,129,2,0,27,0,0,430,6,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,LIEŞTI,76674,3,FINAL,UAT,CL,CL_CE,"2020-10-01 22:43:40",8891,8829,2,47,13,3482,3422,0,47,13,3305,177,9778,6296,165,231,264,172,74,0,0,1948,11,0,108,0,0,824,4,1,41,0,0,54,0,0,168,0,1,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,MĂSTĂCANI,76718,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:01:34",4043,3937,1,68,37,1716,1612,0,68,36,1607,109,4433,2717,80,112,128,106,46,0,0,425,4,0,33,0,0,964,9,0,59,0,0,0,0,0,6,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,MATCA,76692,1,FINAL,UAT,CL,CL_CE,"2020-09-28 14:28:27",9924,9870,1,53,0,5435,5382,0,53,0,5085,350,10894,5459,254,355,406,0,361,1,0,1253,4,1,1699,6,1,1062,4,0,171,0,0,57,0,0,98,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,MOVILENI,76745,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:02:36",2752,2730,1,15,6,1167,1146,0,15,6,1078,89,3017,1850,53,75,86,1063,62,0,1,313,3,1,54,0,0,406,5,0,62,0,1,0,0,0,0,0,0,62,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"MUNICIPIUL GALAŢI",75098,4,FINAL,UAT,CL,CL_CE,"2020-10-01 22:25:39",262534,260183,459,1577,315,82108,80308,10,1488,302,79725,2373,288863,205760,3986,5580,6378,2320,3874,0,0,14086,6,0,1900,0,0,34674,14,1,2930,0,0,2105,0,0,1476,0,0,649,0,0,9122,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,307,0,0,210,0,0,4765,2,0,530,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"MUNICIPIUL TECUCI",75203,4,FINAL,UAT,CL,CL_CE,"2020-10-01 22:24:58",38335,37961,22,337,15,14576,14228,2,331,15,13967,609,41692,27116,698,977,1117,592,350,0,0,4533,7,1,459,0,0,3556,6,0,257,0,0,165,0,0,105,0,0,121,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,3172,5,0,310,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,MUNTENI,75258,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:34:30",6040,5926,3,49,62,3409,3297,1,49,62,3166,243,6577,3168,158,221,253,189,50,0,0,630,3,0,88,0,0,2209,11,1,0,0,0,0,0,0,22,0,0,78,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,NĂMOLOASA,76763,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:26:58",1685,1576,0,10,99,971,862,0,10,99,898,73,1851,880,44,62,71,78,0,0,0,154,1,1,15,0,0,710,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,NEGRILEŞTI,77579,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:54:30",2294,2143,1,111,39,1446,1296,0,111,39,1370,76,2366,920,68,95,109,116,0,0,0,267,2,0,18,0,0,1017,8,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,NICOREŞTI,76807,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:09:52",3287,3214,5,67,1,1583,1513,2,67,1,1451,121,3555,1983,72,101,116,102,46,0,0,836,8,0,45,0,0,275,2,1,27,0,0,0,0,0,0,0,0,0,0,0,222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,OANCEA,76932,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:18:52",1634,1505,0,71,58,772,643,0,71,58,744,28,1606,834,37,52,59,65,112,1,1,548,8,0,14,0,0,55,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GALAŢI,"ORAŞ BEREŞTI",75338,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:10:02",2679,2591,0,17,71,1574,1486,0,17,71,1493,81,2886,1312,74,104,119,106,24,0,0,849,8,0,46,0,0,531,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
