county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ACHIM ŞTEFAN-DECEBAL-voturi","ACHIM ŞTEFAN-DECEBAL-mandate-faza-1","ACHIM ŞTEFAN-DECEBAL-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL ROMÂN-voturi","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ŢUŢUIANU EMIL-voturi","ŢUŢUIANU EMIL-mandate-faza-1","ŢUŢUIANU EMIL-mandate-faza-2","BĂDILA IOAN-voturi","BĂDILA IOAN-mandate-faza-1","BĂDILA IOAN-mandate-faza-2","ŢETCU VALER-voturi","ŢETCU VALER-mandate-faza-1","ŢETCU VALER-mandate-faza-2","CÎMPEAN ADRIAN-SIMION-voturi","CÎMPEAN ADRIAN-SIMION-mandate-faza-1","CÎMPEAN ADRIAN-SIMION-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","DANCIU IONELA-MARIANA-voturi","DANCIU IONELA-MARIANA-mandate-faza-1","DANCIU IONELA-MARIANA-mandate-faza-2","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-mandate-faza-1","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-mandate-faza-2","PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA-voturi","PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA-mandate-faza-1","PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA-mandate-faza-2","FLOREA PAUL-VICTOR-voturi","FLOREA PAUL-VICTOR-mandate-faza-1","FLOREA PAUL-VICTOR-mandate-faza-2","BUMBU NICOLAE-voturi","BUMBU NICOLAE-mandate-faza-1","BUMBU NICOLAE-mandate-faza-2","HEGHEŞ NICOLAE-FLAVIU-voturi","HEGHEŞ NICOLAE-FLAVIU-mandate-faza-1","HEGHEŞ NICOLAE-FLAVIU-mandate-faza-2","BOLOGA PETRU-RĂZVAN-voturi","BOLOGA PETRU-RĂZVAN-mandate-faza-1","BOLOGA PETRU-RĂZVAN-mandate-faza-2","KOPENETZ LORAND-MÁRTON-voturi","KOPENETZ LORAND-MÁRTON-mandate-faza-1","KOPENETZ LORAND-MÁRTON-mandate-faza-2","MÂRZAN SILVIU-voturi","MÂRZAN SILVIU-mandate-faza-1","MÂRZAN SILVIU-mandate-faza-2","CORCHEŞ DOREL-VALER-voturi","CORCHEŞ DOREL-VALER-mandate-faza-1","CORCHEŞ DOREL-VALER-mandate-faza-2","PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA-voturi","PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA-mandate-faza-1","PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA-mandate-faza-2","DARIE TICĂ-voturi","DARIE TICĂ-mandate-faza-1","DARIE TICĂ-mandate-faza-2","FURDUI DORIN-voturi","FURDUI DORIN-mandate-faza-1","FURDUI DORIN-mandate-faza-2","PARTIDUL NEAMUL ROMÂNESC-voturi","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-1","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-2","STĂNILĂ NICOLAE-voturi","STĂNILĂ NICOLAE-mandate-faza-1","STĂNILĂ NICOLAE-mandate-faza-2","DRĂGHICI DUMITRU-voturi","DRĂGHICI DUMITRU-mandate-faza-1","DRĂGHICI DUMITRU-mandate-faza-2","LAZEA IOSIF-voturi","LAZEA IOSIF-mandate-faza-1","LAZEA IOSIF-mandate-faza-2","CRIŞAN TEODOR-voturi","CRIŞAN TEODOR-mandate-faza-1","CRIŞAN TEODOR-mandate-faza-2","PARTIDUL PHRALIPE AL ROMILOR-voturi","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-1","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-2","ZDRÂNCU PETRU-voturi","ZDRÂNCU PETRU-mandate-faza-1","ZDRÂNCU PETRU-mandate-faza-2"
1,ALBA,"ROŞIA MONTANĂ",6761,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:20:38",2361,2285,0,56,20,1633,1557,0,56,20,1532,101,2526,893,76,107,122,111,81,0,1,327,2,1,326,2,1,32,0,0,249,2,0,247,2,0,61,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SĂLCIUA,6976,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:56:44",1265,1176,1,23,65,804,715,1,23,65,767,37,1368,564,38,53,61,85,127,1,0,164,1,1,241,2,1,80,0,1,0,0,0,108,1,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SĂLIŞTEA,7044,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:10:50",1942,1838,2,60,42,1441,1338,1,60,42,1375,66,2081,640,68,96,110,117,238,2,0,310,2,1,669,5,1,88,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SÂNCEL,7348,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:29:15",2225,2157,2,21,45,1233,1167,0,21,45,1185,48,2381,1148,59,82,94,103,69,0,1,146,1,0,580,5,1,45,0,0,0,0,0,150,1,0,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SÂNTIMBRU,7384,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:54:51",2477,2388,0,35,54,1472,1383,0,35,54,1412,44,2673,1217,70,98,112,7,23,0,0,409,3,1,792,7,0,59,0,0,0,0,0,57,0,0,43,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SĂSCIORI,7099,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:32:14",4903,4866,1,30,6,2795,2759,0,30,6,2677,118,5350,2555,133,187,214,150,0,0,0,355,2,0,1069,7,0,132,0,0,0,0,0,108,0,0,826,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,53,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SCĂRIŞOARA,7197,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:12:50",1321,1207,0,48,66,989,875,0,48,66,921,68,1373,384,46,64,73,78,226,2,1,67,0,1,343,4,1,60,0,0,67,0,1,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,ŞIBOT,7810,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:06:35",2149,2036,2,60,51,1310,1198,1,60,51,1257,53,2273,963,62,87,100,107,169,1,1,267,2,0,399,3,1,71,0,0,62,0,0,102,0,1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,SOHODOL,7446,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:51:19",1405,1368,0,30,7,873,836,0,30,7,826,46,1584,712,41,57,66,72,48,0,1,203,2,1,501,6,1,29,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,ŞONA,7865,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:43:02",3617,3528,0,42,47,1894,1805,0,42,47,1802,92,3951,2057,90,126,144,121,35,0,0,221,1,1,1005,8,0,109,0,0,0,0,0,77,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,ŞPRING,7945,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:28:59",2279,2049,2,102,126,1502,1278,0,100,124,1447,55,2241,739,72,101,115,122,0,0,0,86,0,1,695,5,1,84,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,563,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,STREMŢ,7767,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:41:52",2152,2070,2,31,49,1397,1317,0,31,49,1350,47,2280,883,67,94,108,116,34,0,0,641,5,0,540,4,1,96,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,ŞUGAG,8014,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:09:19",2329,2305,4,3,17,1366,1346,0,3,17,1316,40,2545,1168,65,92,105,114,53,0,0,103,0,1,947,8,0,213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,UNIREA,8158,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:18:35",4097,3857,2,104,134,2036,1798,0,104,134,1906,104,4347,2337,95,133,152,132,49,0,0,195,1,0,881,6,1,247,1,1,0,0,0,0,0,0,45,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1,0,0,0,0,0,0,0
1,ALBA,"VADU MOŢILOR",8229,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:45:58",1172,1044,2,68,58,971,844,1,68,58,922,49,1220,249,46,64,73,94,198,2,0,194,2,0,458,4,1,0,0,0,0,0,0,32,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"VALEA LUNGĂ",8354,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:13:26",2606,2426,1,131,48,1723,1544,0,131,48,1654,69,2736,1013,82,115,132,119,51,0,0,0,0,0,690,5,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,869,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,VIDRA,8425,1,FINAL,UAT,CL,CL_CE,"2020-09-28 11:29:50",1189,1148,0,26,15,1007,966,0,26,15,947,60,1371,364,47,66,75,82,43,0,0,293,3,1,271,3,0,98,1,0,0,0,0,83,1,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ALBA,"VINŢU DE JOS",8826,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:25:02",4521,4454,7,54,6,2608,2547,1,54,6,2474,134,4892,2284,123,173,197,142,65,0,0,557,3,1,757,5,0,334,2,0,0,0,0,208,1,1,286,2,0,0,0,0,50,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,95,0,0
