county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PRO CARAȘ-SEVERIN-voturi","PRO CARAȘ-SEVERIN-mandate-faza-1","PRO CARAȘ-SEVERIN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","HURDUZEU IACOB-voturi","HURDUZEU IACOB-mandate-faza-1","HURDUZEU IACOB-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DLN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DLN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DLN ROMÂNIA-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","STĂNCIONI PETRU-TUDOR-voturi","STĂNCIONI PETRU-TUDOR-mandate-faza-1","STĂNCIONI PETRU-TUDOR-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-2","PRO ROMÂNIA-ALDE-voturi","PRO ROMÂNIA-ALDE-mandate-faza-1","PRO ROMÂNIA-ALDE-mandate-faza-2","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-mandate-faza-1","PARTIDUL RE:START ROMÂNIA-mandate-faza-2","PSD-PRO ROMÂNIA-voturi","PSD-PRO ROMÂNIA-mandate-faza-1","PSD-PRO ROMÂNIA-mandate-faza-2","DUCA LUCIAN-voturi","DUCA LUCIAN-mandate-faza-1","DUCA LUCIAN-mandate-faza-2","GÂRDAN LAVINIA-IONELA-voturi","GÂRDAN LAVINIA-IONELA-mandate-faza-1","GÂRDAN LAVINIA-IONELA-mandate-faza-2","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA CROAȚILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-g8","CERNESCU NICOLAIE-voturi","CERNESCU NICOLAIE-mandate-faza-1","CERNESCU NICOLAIE-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-g8","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","DRĂGOI IOAN-voturi","DRĂGOI IOAN-mandate-faza-1","DRĂGOI IOAN-mandate-faza-2","MESAROŞ IOAN-voturi","MESAROŞ IOAN-mandate-faza-1","MESAROŞ IOAN-mandate-faza-2","BĂCALĂ GHEORGHE-voturi","BĂCALĂ GHEORGHE-mandate-faza-1","BĂCALĂ GHEORGHE-mandate-faza-2","GHIMBOAŞĂ NICOLAE-voturi","GHIMBOAŞĂ NICOLAE-mandate-faza-1","GHIMBOAŞĂ NICOLAE-mandate-faza-2","BĂRAN ROLAND-LIVIU-voturi","BĂRAN ROLAND-LIVIU-mandate-faza-1","BĂRAN ROLAND-LIVIU-mandate-faza-2","BUZESCU ILIE-voturi","BUZESCU ILIE-mandate-faza-1","BUZESCU ILIE-mandate-faza-2","MATEESCU POMPILIU-voturi","MATEESCU POMPILIU-mandate-faza-1","MATEESCU POMPILIU-mandate-faza-2","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-mandate-faza-1","PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-mandate-faza-2","HEGEDŰS MARIUS-DANIEL-voturi","HEGEDŰS MARIUS-DANIEL-mandate-faza-1","HEGEDŰS MARIUS-DANIEL-mandate-faza-2","PARTIDUL NAȚIONAL ROMÂN-voturi","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL ROMÂN-mandate-faza-2","TORCEA VICTOR-voturi","TORCEA VICTOR-mandate-faza-1","TORCEA VICTOR-mandate-faza-2","NEDA DORU-voturi","NEDA DORU-mandate-faza-1","NEDA DORU-mandate-faza-2","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-voturi","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-mandate-faza-1","ŢIŢIRIGĂ DĂNUŢ-CRISTIAN-mandate-faza-2","BLEDEA VASILE-voturi","BLEDEA VASILE-mandate-faza-1","BLEDEA VASILE-mandate-faza-2","PARTIDUL NOUA DREAPTĂ-voturi","PARTIDUL NOUA DREAPTĂ-mandate-faza-1","PARTIDUL NOUA DREAPTĂ-mandate-faza-2","MOŢI ION-voturi","MOŢI ION-mandate-faza-1","MOŢI ION-mandate-faza-2","GHELEŞAN MIOARA-voturi","GHELEŞAN MIOARA-mandate-faza-1","GHELEŞAN MIOARA-mandate-faza-2","VIERICIU DUMITRU-voturi","VIERICIU DUMITRU-mandate-faza-1","VIERICIU DUMITRU-mandate-faza-2","IANOŞEL NICOLAE-voturi","IANOŞEL NICOLAE-mandate-faza-1","IANOŞEL NICOLAE-mandate-faza-2","SERACIN AUREL-voturi","SERACIN AUREL-mandate-faza-1","SERACIN AUREL-mandate-faza-2"
11,CARAŞ-SEVERIN,"ORAŞ OŢELU ROŞU",51207,1,FINAL,UAT,CL,CL_CE,"2020-09-28 15:14:50",10345,10176,6,108,55,4348,4182,3,108,55,4056,292,11238,6890,202,283,324,214,1289,6,0,1997,9,0,352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,PĂLTINIŞ,53425,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:10:34",2349,1990,1,305,53,1676,1318,0,305,53,1613,63,2281,605,80,112,129,133,166,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,4,0,338,2,1,0,0,0,30,0,0,279,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,POJEJENA,53513,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:39:32",2136,1944,6,65,121,1486,1297,3,65,121,1413,64,2660,1183,70,98,113,122,344,2,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,224,1,1,0,0,0,0,0,0,778,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,PRIGOR,53577,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:42:27",2133,2003,1,104,25,1509,1379,1,104,25,1432,67,2213,714,71,100,114,114,214,1,1,0,0,0,376,3,1,0,0,0,0,0,0,0,0,0,63,0,0,132,1,0,434,3,1,0,0,0,65,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,RĂCĂŞDIA,53675,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:26:15",1683,1627,6,40,10,841,788,3,40,10,811,30,1793,952,40,56,64,66,383,5,1,0,0,0,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,208,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,RAMNA,53639,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:34:40",1360,1263,0,69,28,902,805,0,69,28,869,33,1421,519,43,60,69,79,338,4,0,0,0,0,47,0,1,0,0,0,68,0,1,0,0,0,0,0,0,122,1,0,159,2,0,0,0,0,0,0,0,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"RUSCA MONTANĂ",53728,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:07:33",1610,1565,2,23,20,893,850,0,23,20,860,33,1736,843,43,60,68,78,175,2,0,311,3,1,295,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,SACU,53755,2,FINAL,UAT,CL,CL_CE,"2020-10-01 19:51:21",1298,1227,0,28,43,776,705,0,28,43,730,46,1347,571,36,51,58,63,206,3,0,391,6,0,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"SASCA MONTANĂ",53791,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:32:01",1198,1060,2,86,50,757,619,2,86,50,713,33,1381,624,35,49,57,76,161,2,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,381,5,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,SICHEVIŢA,53853,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:56:20",1967,1752,3,119,93,1437,1223,2,119,93,1352,85,1938,501,67,94,108,120,584,4,1,0,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1,0,422,3,0,0,0,0,24,0,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,SLATINA-TIMIŞ,54056,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:26:55",2621,2470,5,43,103,1532,1385,2,43,102,1500,32,2787,1255,75,105,120,129,958,7,0,0,0,0,147,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,322,2,1,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,SOCOL,54109,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:31:06",1848,1685,5,73,85,1071,912,1,73,85,1026,45,1887,816,51,71,82,93,164,1,1,0,0,0,62,0,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,79,0,1,87,0,1,0,0,0,97,1,0,0,0,0,0,0,0,281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"ŞOPOTU NOU",54163,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:58:48",937,848,5,57,27,708,623,1,57,27,672,36,957,249,33,47,53,72,151,2,0,0,0,0,61,0,1,69,0,1,0,0,0,0,0,0,0,0,0,16,0,0,259,3,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,TÂRNOVA,54350,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:20:43",1470,1378,1,65,26,846,755,0,65,26,815,31,1517,671,40,57,65,74,211,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,1,313,4,0,0,0,0,0,0,0,55,0,1,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,TEREGOVA,54270,1,FINAL,UAT,CL,CL_CE,"2020-09-28 12:21:29",3419,3186,2,97,134,2330,2099,0,97,134,2236,94,3567,1186,111,156,178,168,782,4,1,984,5,1,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"TICVANIU MARE",54305,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:54:41",1663,1518,1,106,38,960,815,1,106,38,889,71,1672,712,44,62,71,73,57,0,1,0,0,0,128,1,1,38,0,0,81,1,0,0,0,0,67,0,1,55,0,0,140,1,1,0,0,0,275,3,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,TOPLEŢ,54387,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:54:31",2198,2178,2,14,4,1053,1034,1,14,4,971,80,2410,1359,48,67,77,84,126,1,1,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,133,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"TURNU RUIENI",54412,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:29:12",2933,2813,2,110,8,1955,1835,2,110,8,1849,106,3107,1152,92,129,147,131,599,4,1,375,2,1,125,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,2,0,18,0,0,181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,43,0,0
11,CARAŞ-SEVERIN,VĂLIUG,54485,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:35:47",791,673,2,102,14,579,462,1,102,14,554,18,731,152,27,38,44,61,312,5,0,162,2,1,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,VĂRĂDIA,54500,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:19:47",1144,1094,4,29,17,613,567,0,29,17,565,48,1237,624,28,39,45,58,434,7,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,VERMEŞ,54537,2,FINAL,UAT,CL,CL_CE,"2020-10-01 19:42:48",1371,1256,0,64,51,999,885,0,64,50,974,25,1400,401,48,68,77,82,287,3,1,0,0,0,175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,5,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,VRANI,54573,2,FINAL,UAT,CL,CL_CE,"2020-10-01 20:48:41",862,806,2,22,32,552,498,0,22,32,528,24,923,371,26,36,42,58,174,3,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,3,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,ZĂVOI,54617,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:16:19",3440,3331,6,69,34,1989,1897,2,56,34,1915,74,3698,1709,95,134,153,131,1217,9,0,372,2,1,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,57,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CARAŞ-SEVERIN,"ZORLENŢU MARE",54699,1,FINAL,UAT,CL,CL_CE,"2020-09-28 15:27:29",1411,966,0,376,69,1158,713,0,376,69,1127,26,1177,24,56,78,90,122,588,4,1,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
