county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","POP NICOLAE-voturi","POP NICOLAE-mandate-faza-1","POP NICOLAE-mandate-faza-2","POP VASILE-voturi","POP VASILE-mandate-faza-1","POP VASILE-mandate-faza-2","TRIPON GAVRIL-voturi","TRIPON GAVRIL-mandate-faza-1","TRIPON GAVRIL-mandate-faza-2","SABOU ADRIAN-FLORIN-voturi","SABOU ADRIAN-FLORIN-mandate-faza-1","SABOU ADRIAN-FLORIN-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","SZABÓ ZSOLT-voturi","SZABÓ ZSOLT-mandate-faza-1","SZABÓ ZSOLT-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","ONACIU SORINEL-IONEL-voturi","ONACIU SORINEL-IONEL-mandate-faza-1","ONACIU SORINEL-IONEL-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","VADAS LÁSZLÓ-voturi","VADAS LÁSZLÓ-mandate-faza-1","VADAS LÁSZLÓ-mandate-faza-2","NICOARĂ COSMIN-MARIAN-voturi","NICOARĂ COSMIN-MARIAN-mandate-faza-1","NICOARĂ COSMIN-MARIAN-mandate-faza-2","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-1","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-mandate-faza-2","DÂNCAN VASILE-voturi","DÂNCAN VASILE-mandate-faza-1","DÂNCAN VASILE-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","THIRA FLORIN-RADU-voturi","THIRA FLORIN-RADU-mandate-faza-1","THIRA FLORIN-RADU-mandate-faza-2","BALOG ALEXANDRU-voturi","BALOG ALEXANDRU-mandate-faza-1","BALOG ALEXANDRU-mandate-faza-2","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-mandate-faza-1","PARTIDUL RE:START ROMÂNIA-mandate-faza-2","ILIEŞ BOGDAN-voturi","ILIEŞ BOGDAN-mandate-faza-1","ILIEŞ BOGDAN-mandate-faza-2","LUKA LASZLO-voturi","LUKA LASZLO-mandate-faza-1","LUKA LASZLO-mandate-faza-2","POP PETRU-voturi","POP PETRU-mandate-faza-1","POP PETRU-mandate-faza-2","BILŢ-CRIŞAN IOAN-CRISTIAN-voturi","BILŢ-CRIŞAN IOAN-CRISTIAN-mandate-faza-1","BILŢ-CRIŞAN IOAN-CRISTIAN-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","NAGY LAJOS-voturi","NAGY LAJOS-mandate-faza-1","NAGY LAJOS-mandate-faza-2","POP IOAN-voturi","POP IOAN-mandate-faza-1","POP IOAN-mandate-faza-2","PĂUŞAN PAVEL-voturi","PĂUŞAN PAVEL-mandate-faza-1","PĂUŞAN PAVEL-mandate-faza-2"
33,SĂLAJ,DOBRIN,140958,1,FINAL,UAT,CL,CL_CE,"2020-09-28 02:44:32",1353,1308,3,32,10,687,644,1,32,10,626,61,1493,806,31,43,50,51,43,0,1,35,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,443,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,DRAGU,141027,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:32:17",1137,845,0,254,38,900,608,0,254,38,853,47,1002,102,42,59,68,94,515,5,0,62,0,1,276,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"FILDU DE JOS",141081,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:08:28",1100,1026,2,61,11,782,710,0,61,11,734,48,1100,318,36,51,58,81,242,2,1,65,0,1,265,3,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,GÂLGĂU,141134,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:10:56",2009,1794,2,172,41,1359,1144,2,172,41,1282,77,2039,680,64,89,102,99,849,8,0,90,0,1,157,1,1,0,0,0,0,47,0,0,40,0,0,19,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,GÂRBOU,141232,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:41:36",1617,1512,1,71,33,958,854,0,71,33,856,87,1684,741,42,59,68,76,191,2,0,74,0,1,269,3,1,0,0,0,0,79,1,0,0,0,0,102,1,0,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HALMĂŞD,141312,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:22:24",1862,1814,1,17,30,1098,1051,0,17,30,1029,69,2049,951,51,72,82,83,457,5,0,0,0,0,464,5,1,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HERECLEAN,141376,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:04:32",3238,3087,2,52,97,2032,1882,1,52,97,1938,94,3544,1512,96,135,155,132,224,1,1,162,1,0,142,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,95,0,0,33,0,0,1055,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HIDA,141447,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:32:57",2105,2031,0,69,5,1141,1067,0,69,5,1065,76,2303,1162,53,74,85,94,556,5,1,0,0,0,153,1,0,0,0,0,0,0,0,0,63,0,1,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"HOROATU CRASNEI",141535,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:00:47",2221,1975,0,203,43,1420,1174,0,203,43,1312,108,2229,809,65,91,104,102,512,5,0,44,0,0,318,3,0,0,0,0,0,59,0,0,79,0,1,20,0,0,115,1,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ILEANDA,141580,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:01:57",2048,1731,5,284,28,1457,1142,3,284,28,1360,97,2010,553,68,95,108,118,438,3,1,167,1,0,267,2,0,74,0,0,1,38,0,0,89,0,1,8,0,0,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,IP,141722,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:21:06",3002,2968,7,16,11,1432,1403,2,16,11,1348,84,3299,1867,67,94,107,102,358,3,1,0,0,0,200,1,1,0,0,0,0,0,0,0,130,1,0,20,0,0,0,0,0,0,0,0,640,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,LETCA,141786,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:12:47",1550,1351,2,170,27,1153,955,1,170,27,1087,66,1561,408,54,76,86,90,245,2,1,48,0,0,612,6,1,0,0,0,0,63,0,0,0,0,0,80,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,LOZNA,141884,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:06:26",872,675,0,177,20,672,475,0,177,20,646,26,838,166,32,45,51,68,484,7,0,0,0,0,99,1,0,0,0,0,0,35,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MĂERIŞTE,142006,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:00:51",2435,2329,8,56,42,1486,1385,3,56,42,1370,89,2641,1182,68,95,109,117,729,6,0,0,0,0,404,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MARCA,141946,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:01:54",2097,2047,1,22,27,1187,1138,0,22,27,1128,59,2414,1227,56,78,90,96,521,5,0,115,1,0,352,3,1,0,0,0,0,11,0,0,0,0,0,0,0,0,55,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"MESEŞENII DE JOS",142079,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:16:14",2757,2552,4,141,60,1727,1526,0,141,60,1628,99,2782,1055,81,113,130,111,297,2,1,31,0,0,421,3,1,0,0,0,0,80,0,0,144,1,0,0,0,0,68,0,0,182,1,0,405,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MIRŞID,142122,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:09:21",1900,1840,2,39,19,1216,1157,1,39,19,1165,51,2043,827,58,81,93,91,411,4,0,8,0,0,530,5,1,0,0,0,0,20,0,0,34,0,0,31,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"MUNICIPIUL ZALĂU",139704,1,FINAL,UAT,CL,CL_CE,"2020-09-28 18:40:28",55717,55053,153,440,71,20636,20113,12,440,71,20273,340,68253,45715,1013,1419,1621,821,4005,4,1,532,0,0,7101,8,1,0,0,0,0,433,0,0,510,0,0,509,0,0,3747,4,0,350,0,0,2403,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,NĂPRADEA,142177,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:08:20",2172,2052,3,38,79,1400,1282,1,38,79,1299,101,2364,964,64,90,103,107,746,6,1,31,0,0,361,3,0,0,0,0,0,70,0,1,0,0,0,13,0,0,31,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,NUŞFALĂU,142239,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:36:58",3071,3019,10,8,34,1640,1596,2,8,34,1522,118,3363,1723,76,106,121,111,165,1,1,0,0,0,185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,221,1,0,884,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ CEHU SILVANIEI",139740,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:28:44",6330,6162,5,36,127,3093,2934,0,36,123,2977,116,6929,3836,148,208,238,181,708,3,1,112,0,0,360,1,1,0,0,0,0,62,0,0,30,0,0,49,0,0,578,3,0,0,0,0,1078,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ JIBOU",139811,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:51:25",9250,9056,20,82,92,4162,3988,0,82,92,4023,139,10290,6128,201,281,321,223,453,2,0,617,2,1,1703,7,1,0,0,0,0,183,0,0,344,1,0,41,0,0,307,1,0,0,0,0,375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ ŞIMLEU SILVANIEI",139884,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:21:35",13449,13334,14,94,7,5641,5538,2,94,7,5327,314,14853,9212,266,372,426,263,2200,8,0,209,0,0,957,3,1,0,0,0,0,291,1,0,92,0,0,0,0,0,0,0,0,128,0,0,764,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,84,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,PERICEI,142284,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:20:18",3090,3016,3,30,41,1510,1439,0,30,41,1452,58,3310,1800,72,101,116,97,216,2,0,39,0,0,99,1,0,0,0,0,0,0,0,0,83,0,1,50,0,0,19,0,0,0,0,0,870,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,PLOPIŞ,142337,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:44:57",1956,1876,1,31,48,1051,972,0,31,48,966,85,2131,1080,48,67,77,79,384,4,1,114,1,0,152,1,1,0,0,0,0,40,0,0,0,0,0,73,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,1,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"POIANA BLENCHII",142373,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:22:22",969,897,0,43,29,659,587,0,43,29,608,51,1013,354,30,42,48,67,142,2,0,34,0,0,196,2,1,0,0,0,0,47,0,1,49,0,1,0,0,0,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ROMÂNAŞI,142426,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:42:42",2451,2328,6,63,54,1410,1292,1,63,54,1317,93,2630,1220,65,92,105,88,743,8,0,60,0,0,342,3,1,0,0,0,0,41,0,0,69,0,1,22,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,RUS,142499,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:52:42",897,815,0,68,14,660,578,0,68,14,619,41,1006,346,30,43,49,68,196,2,1,110,1,1,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,SÂG,142612,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:33:39",2530,2490,0,40,0,1413,1373,0,40,0,1250,163,2774,1361,62,87,100,92,447,4,1,88,0,1,538,5,1,0,0,0,0,0,0,0,0,0,0,47,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,SĂLĂŢIG,142550,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:41:32",2105,2003,2,34,66,1502,1401,1,34,66,1428,69,2407,910,71,99,114,116,436,3,1,21,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,29,0,0,0,0,0,725,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
33,SĂLAJ,ŞAMŞUD,142854,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:16:03",1411,1355,0,4,52,708,652,0,4,52,677,31,1522,814,33,47,54,58,0,0,0,37,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,611,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"SÂNMIHAIU ALMAŞULUI",142676,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:18:07",1336,1245,1,59,31,860,770,0,59,31,776,84,1411,551,38,54,62,68,73,1,0,46,0,1,313,4,0,111,1,1,0,52,0,1,86,1,0,19,0,0,0,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ŞĂRMĂŞAG,142881,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:04:14",5341,5142,7,35,157,2505,2312,1,35,157,2431,74,5875,3370,121,170,194,149,183,1,0,29,0,0,172,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,31,0,0,0,0,0,1894,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
