precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PSD-PRO BUZĂU-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA UNIUNEA SALVAȚI ROMÂNIA PARTIDUL LIBERTATE UNITATE ȘI SOLIDARITATE (ALIANȚA USR PLUS)-voturi"
10,BUZĂU,"LICEUL TEHNOLOGIC ”VICTOR FRUNZĂ”",87,"MUNICIPIUL RÂMNICU SĂRAT",44845,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:59:43",1690,1652,2,33,3,721,685,0,33,3,657,64,1823,1102,317,94,16,198,32
10,BUZĂU,"LICEUL TEORETIC ”ALEXANDRU MARGHILOMAN”",21,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:58",1354,1345,0,9,0,517,508,0,9,0,504,13,1514,997,314,41,19,75,55
10,BUZĂU,"LICEUL TEORETIC ”ALEXANDRU MARGHILOMAN”",19,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:05:41",1383,1378,0,5,0,539,534,0,5,0,506,33,1516,977,312,36,20,72,66
10,BUZĂU,"LICEUL TEORETIC ”ALEXANDRU MARGHILOMAN”",20,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:02:03",1264,1260,0,4,0,460,456,0,4,0,428,32,1412,952,269,23,25,62,49
10,BUZĂU,"LICEUL TEORETIC POGOANELE",128,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:56:38",1494,1393,1,20,80,919,819,0,20,80,786,133,1624,705,456,78,49,165,38
10,BUZĂU,"LICEUL TEORETIC ”ŞTEFAN CEL MARE”",95,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:14",1169,1160,1,7,1,525,517,0,7,1,491,34,1308,783,234,70,22,119,46
10,BUZĂU,"PRIMĂRIA COMUNA CILIBIA – LA PARTER",206,CILIBIA,46251,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:58",1197,1146,1,6,44,825,775,0,6,44,739,86,1311,486,432,185,25,87,10
10,BUZĂU,"PRIMARIA COMUNEI BĂLĂCEANU",139,BĂLĂCEANU,44989,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:42:14",1328,1152,0,62,114,1019,843,0,62,114,894,124,1379,361,441,65,28,343,17
10,BUZĂU,"PRIMARIA LARGU",258,LARGU,47159,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:20",1257,1242,0,14,1,846,831,0,14,1,676,170,1366,520,356,45,14,247,14
10,BUZĂU,"PRIMARIA MĂRGĂRITEŞTI",273,MĂRGĂRITEŞTI,47417,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:44",546,505,0,7,34,407,366,0,7,34,350,57,558,151,224,83,12,19,12
10,BUZĂU,"PRIMĂRIA MURGEŞTI",292,MURGEŞTI,47818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:18:15",754,725,0,19,10,575,546,0,19,10,468,107,802,227,283,128,9,33,15
10,BUZĂU,"PRIMĂRIA RACOVIŢENI",326,RACOVIŢENI,48922,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:37",1056,1015,1,27,13,752,711,1,27,13,655,97,1136,384,428,141,42,27,17
10,BUZĂU,"PRIMARIA STILPU",372,STÂLPU,49625,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:24:17",1200,1188,0,7,5,699,687,0,7,5,652,47,1320,621,551,21,5,60,15
10,BUZĂU,"SALA DE FESTIVITATI A PRIMARIEI BISOCA",155,BISOCA,45245,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:40",461,457,0,4,0,190,186,0,4,0,143,47,515,325,121,4,2,10,6
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:02",1809,1774,1,15,19,1239,1205,0,15,19,1128,111,1972,733,520,46,14,524,24
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:34:17",985,965,0,7,13,613,593,0,7,13,551,62,1124,511,158,269,6,29,89
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:17:36",839,817,0,12,10,537,515,0,12,10,448,89,897,360,294,80,6,40,28
10,BUZĂU,"SALA DE SPORT A ORASULUI",104,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:50",673,645,0,15,13,493,465,0,15,13,471,22,700,207,264,59,13,109,26
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",281,MEREI,47453,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:23",679,656,0,22,1,370,347,0,22,1,351,19,729,359,189,43,54,48,17
10,BUZĂU,"ŞCOALA BĂLĂNEŞTI",228,COZIENI,46554,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:55",607,570,0,36,1,348,311,0,36,1,311,37,643,295,225,21,3,58,4
10,BUZĂU,"SCOALA BANIŢA",343,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:58",240,222,0,4,14,154,136,0,4,14,135,19,265,111,80,9,3,29,14
10,BUZĂU,"ŞCOALA BEILIC",341,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:11",293,279,1,4,9,190,177,0,4,9,158,32,320,130,109,8,7,22,12
10,BUZĂU,"ŞCOALA BORDUŞANI",340,SĂGEATA,49073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:57",317,301,0,8,8,250,234,0,8,8,215,35,342,92,174,11,7,17,6
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:51",678,676,0,2,0,372,370,0,2,0,313,59,746,374,266,8,10,21,8
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:31",564,551,1,6,6,384,372,0,6,6,341,43,620,236,149,15,3,170,4
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:34",351,328,0,17,6,198,175,0,17,6,174,24,377,179,136,5,1,24,8
10,BUZĂU,"ŞCOALA CLS.I-VIII VINTILEANCA",347,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:00",697,662,0,6,29,441,406,0,6,29,392,49,766,325,237,125,6,18,6
10,BUZĂU,"ŞCOALA COZIENI",227,COZIENI,46554,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:35",541,509,0,28,4,326,294,0,28,4,298,28,564,238,208,22,5,56,7
10,BUZĂU,"SCOALA CU CLASELE I-IV CHIRLESTI",116,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:27:41",642,631,0,6,5,456,445,0,6,5,416,40,700,244,214,45,8,116,33
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:32",854,835,0,13,6,572,553,0,13,6,492,80,937,365,268,99,33,48,44
10,BUZĂU,"SCOALA CU CLASELE I-IV PRUND",110,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:36",389,365,0,12,12,317,293,0,12,12,288,29,400,82,84,45,3,139,17
10,BUZĂU,"ŞCOALA CU CLS.I-IV GĂGENI",346,SĂHĂTENI,49153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:25",383,366,0,13,4,257,240,0,13,4,230,27,402,145,158,44,10,15,3
10,BUZĂU,"ŞCOALA CU CLS.I-IV ISTRIŢA DE JOS",345,SĂHĂTENI,49153,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:35:04",273,263,0,8,2,162,152,0,8,2,147,15,295,133,84,30,6,22,5
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",192,CĂTINA,45959,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:33:29",170,161,0,7,2,109,100,0,7,2,94,15,180,71,31,5,3,52,3
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:02",431,420,0,6,5,251,240,0,6,5,209,42,474,223,137,24,15,14,19
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:11",1235,1219,0,12,4,745,729,0,12,4,665,80,1348,603,344,24,13,256,28
10,BUZĂU,"ŞCOALA GĂVĂNEŞTI",342,SĂGEATA,49073,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:35",820,774,0,7,39,490,444,0,7,39,411,77,900,412,308,30,12,40,21
10,BUZĂU,"ŞCOALA GENERALĂ",122,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:44",586,576,0,10,0,365,355,0,10,0,302,63,632,267,238,24,3,25,12
10,BUZĂU,"ŞCOALA GENERALA AMARU",132,AMARU,44863,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:47:30",943,925,0,8,10,577,559,0,8,10,456,121,1032,455,292,41,12,97,14
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:15",668,655,0,12,1,314,301,0,12,1,272,42,724,410,120,17,44,78,13
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:07:24",1492,1418,0,13,61,1048,974,0,13,61,850,198,1635,587,601,64,24,125,36
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",291,"MOVILA BANULUI",47774,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:34",209,194,2,8,5,116,103,0,8,5,104,12,225,109,75,8,3,17,1
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:39",410,396,3,10,1,216,205,0,10,1,196,20,438,222,111,18,6,39,22
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:18",756,743,0,12,1,446,433,0,12,1,367,79,821,375,148,146,2,49,22
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:56",1399,1388,0,10,1,696,685,0,10,1,628,68,1540,844,449,40,25,72,42
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:42",1198,1189,1,8,0,594,586,0,8,0,547,47,1327,733,342,53,20,91,41
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:53:56",1484,1424,0,15,45,935,875,0,15,45,723,212,1621,686,426,68,73,123,33
10,BUZĂU,"ŞCOALA GENERALĂ PLEŞI",157,BISOCA,45245,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:12",349,344,0,5,0,156,151,0,5,0,144,12,383,227,122,0,6,7,9
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:30:19",1713,1699,1,10,3,892,879,0,10,3,795,97,1714,822,588,51,29,77,50
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:08",311,303,0,6,2,225,217,0,6,2,208,17,333,108,92,83,4,20,9
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:22",491,464,0,22,5,248,221,0,22,5,227,21,519,271,101,14,39,41,32
10,BUZĂU,"ŞCOALA GENERALĂ SĂRILE",158,BISOCA,45245,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:02",393,385,0,8,0,214,206,0,8,0,144,70,427,213,107,4,12,17,4
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",320,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:11",1446,1412,0,7,27,806,773,0,7,26,764,42,1597,791,502,139,48,51,24
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",319,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:35",1111,1086,0,8,17,634,609,0,8,17,552,82,1222,588,390,45,23,65,29
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",367,SMEENI,49545,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:10:33",715,711,0,4,0,348,344,0,4,0,278,66,781,437,202,27,5,33,11
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:46:27",916,886,0,11,19,568,538,0,11,19,461,107,1020,452,346,41,11,46,17
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:36",124,113,0,11,0,96,85,0,11,0,87,9,129,33,22,31,24,6,4
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",383,TOPLICENI,49769,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:04",860,828,1,18,13,496,465,0,18,13,431,65,937,441,178,72,12,154,15
10,BUZĂU,"ŞCOALA GIMNAZIALA BISCA-CHIOJDULUI",201,CHIOJDU,46180,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:37",928,878,0,7,43,625,576,0,7,42,553,72,1020,395,264,11,14,239,25
10,BUZĂU,"SCOALA GIMNAZIALA BÎSCENII DE SUS",186,CALVINI,45753,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:35",762,689,0,37,36,523,452,0,37,34,439,84,805,282,172,69,16,151,31
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:22:41",1376,1357,2,3,14,804,787,0,3,14,751,53,1499,695,147,305,182,100,17
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOLDU",162,BOLDU,45361,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:39:30",821,770,0,8,43,546,497,0,8,41,471,75,900,354,268,169,5,20,9
10,BUZĂU,"ŞCOALA GIMNAZIALĂ BOZIORU",163,BOZIORU,45389,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:36",537,464,1,59,13,397,324,1,59,13,323,73,531,135,163,70,21,52,17
10,BUZĂU,"SCOALA GIMNAZIALA CANESTI",187,CĂNEŞTI,45888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:38",438,396,0,0,42,291,249,0,0,42,263,28,486,195,183,50,4,20,6
10,BUZĂU,"ȘCOALA GIMNAZIALĂ C.A.ROSETTI",177,"C.A. ROSETTI",45815,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:42:33",702,699,0,3,0,423,420,0,3,0,367,56,766,343,173,80,42,42,30
10,BUZĂU,"ŞCOALA GIMNAZIALĂ CIUTA",267,MĂGURA,47337,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:06",654,637,0,8,9,462,445,0,8,9,414,48,706,244,344,26,4,26,14
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:16",1272,1259,0,4,9,797,784,0,4,9,636,161,1395,598,292,107,6,203,28
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:59",809,803,0,3,3,560,554,0,3,3,448,112,892,332,243,48,7,123,27
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:02",401,367,0,25,9,312,278,0,25,9,283,29,435,123,72,97,72,21,21
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",221,COLŢI,46439,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:20:53",273,249,0,17,7,217,193,0,17,7,175,42,274,57,70,42,44,17,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COMUNA BRĂEŞTI",168,BRĂEŞTI,45539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:47",366,353,0,3,10,248,235,0,3,10,200,48,405,157,143,12,7,33,5
10,BUZĂU,"ŞCOALA GIMNAZIALA COMUNA SIRIU, JUDETUL BUZAU,DIN SATUL LUNCA JARISTEI",361,SIRIU,49484,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:34",1401,1372,3,9,17,935,909,0,9,17,825,110,1535,600,516,89,12,143,65
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:41:23",1915,1841,4,34,36,1191,1121,0,34,36,1086,105,2023,832,537,377,17,108,47
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:09:23",1279,1261,3,15,0,816,801,0,15,0,710,106,1392,576,425,71,24,158,32
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",315,PODGORIA,48682,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:45",987,959,0,12,16,573,545,0,12,16,535,38,1064,491,466,15,5,34,15
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CPT. AV. MIRCEA T. BĂDULESCU”",60,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:04:32",1301,1287,3,11,0,423,412,0,11,0,404,19,1434,1011,225,24,16,79,60
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CPT. AV. MIRCEA T. BĂDULESCU”",61,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:58",1205,1197,0,8,0,423,415,0,8,0,403,19,1316,894,221,16,31,79,56
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CPT. AV. MIRCEA T. BĂDULESCU”",59,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:51:25",1439,1427,4,8,0,498,490,0,8,0,472,26,1567,1069,255,30,22,98,67
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CPT. AV. MIRCEA T. BĂDULESCU”",58,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:06",1300,1290,0,10,0,493,483,0,10,0,474,19,1438,945,256,30,14,119,55
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DR. GEORGE EMIL PALADE”",55,"MUNICIPIUL BUZĂU",44818,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:31:39",1142,1134,2,6,0,389,383,0,6,0,373,16,1264,875,210,28,17,55,63
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DR. GEORGE EMIL PALADE”",56,"MUNICIPIUL BUZĂU",44818,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:06:10",1173,1164,2,7,0,406,399,0,7,0,391,15,1317,911,249,24,13,58,47
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DR. GEORGE EMIL PALADE”",52,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:02",1486,1479,0,7,0,480,473,0,7,0,455,25,1659,1179,261,30,18,75,71
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DR. GEORGE EMIL PALADE”",54,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:35",1491,1486,0,5,0,544,539,0,5,0,524,20,1673,1129,270,31,27,115,81
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DR. GEORGE EMIL PALADE”",53,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:49",1272,1265,1,6,0,486,480,0,6,0,469,17,1415,929,259,25,10,122,53
10,BUZĂU,"SCOALA GIMNAZIALA ”DUMITRU I. IONESCU” CALVINI",184,CALVINI,45753,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:44:33",1504,1456,0,28,20,863,815,0,28,20,351,512,1641,778,165,30,12,138,6
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:04",421,399,1,9,12,259,238,0,9,12,227,32,457,198,123,28,14,31,31
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EP.DIONISIE ROMANO”",1,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:19:51",1469,1462,3,4,0,589,585,0,4,0,548,41,1644,1055,329,39,21,95,64
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",50,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:00",1497,1489,2,6,0,532,526,0,6,0,510,22,1419,887,261,52,15,115,67
10,BUZĂU,"ŞCOALA GIMNAZIALA FLORICA",231,FLORICA,50564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:05",1069,1015,1,29,24,717,663,1,29,24,607,110,1145,428,436,27,33,96,15
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:31:45",1110,1072,1,31,6,734,696,1,31,6,675,59,1182,448,463,29,49,100,34
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",17,"MUNICIPIUL BUZĂU",44818,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:48:44",1204,1195,0,9,0,460,451,0,9,0,449,11,1354,894,278,26,16,73,56
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",18,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:29:30",1240,1233,0,7,0,433,426,0,7,0,416,17,1361,928,243,50,13,53,57
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",16,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:04",1204,1197,0,7,0,415,408,0,7,0,402,13,1345,930,259,19,9,69,46
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",15,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:05:34",1167,1159,0,8,0,424,416,0,8,0,401,23,1308,884,237,22,20,78,44
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",225,COSTEŞTI,46484,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:53",1088,1073,2,13,0,638,625,0,13,0,578,60,1191,553,376,43,12,93,54
10,BUZĂU,"ŞCOALA GIMNAZIALA GHERGHEASA",239,GHERGHEASA,46830,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:33",988,908,0,11,69,674,594,0,11,69,594,80,1077,403,548,17,5,16,8
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:17:59",1689,1662,0,8,19,1137,1110,0,8,19,959,178,1862,725,380,466,11,84,18
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:16",1113,1026,0,75,12,768,681,0,75,12,604,164,1161,393,483,28,10,65,18
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GREBĂNU",250,GREBĂNU,47006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:32",1834,1767,1,39,27,1144,1078,0,39,27,891,253,1973,829,593,92,53,112,41
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",277,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:26",363,355,1,5,2,196,189,0,5,2,160,36,393,197,112,23,6,15,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",141,BECENI,45003,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:34:16",781,728,0,28,25,567,514,0,28,25,518,49,838,271,244,18,25,216,15
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",391,UNGURIU,50549,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:12",959,950,0,8,1,493,484,0,8,1,431,62,1059,566,274,51,25,62,19
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",390,UNGURIU,50549,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:26",924,916,0,6,2,494,486,0,6,2,452,42,1009,515,291,62,31,52,16
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",27,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:18:31",1399,1391,1,7,0,536,529,0,7,0,517,19,1529,993,312,46,21,94,44
