precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL VERDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL OAMENILOR LIBERI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi"
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL BAND",249,BAND,115389,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:10",771,763,0,8,0,403,395,0,8,0,305,98,840,437,65,136,0,51,21,1,1,5,16,4,5
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BEICA DE SUS",274,"BEICA DE JOS",115708,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:05",231,221,0,10,0,77,67,0,10,0,68,9,240,163,53,1,1,4,2,3,0,1,0,2,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL CIBU",370,FÂNTÂNELE,116796,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:05:07",92,85,0,7,0,34,27,0,7,0,31,3,110,76,1,26,1,0,0,0,0,1,0,0,2
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL IDECIU DE SUS",430,"IDECIU DE JOS",117783,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:18",712,691,1,8,12,379,359,0,8,12,340,39,750,371,52,10,7,212,14,10,7,4,4,20,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL IERNUT",154,"ORAŞ IERNUT",117827,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:38:00",1091,1073,0,8,10,530,512,0,8,10,501,29,1190,660,150,82,52,141,26,11,8,10,9,12,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 02 - LUDUȘ",170,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:50",1481,1467,6,8,0,636,628,0,8,0,612,24,1630,994,259,87,24,137,14,7,5,36,8,31,4
28,MUREŞ,"GRĂDINITA CU PROGRAM NORMAL NR.1 REGHIN",106,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:53",1154,1133,0,17,4,503,482,0,17,4,483,20,1250,747,72,191,11,116,13,8,12,23,27,5,5
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",105,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:21",1084,1064,12,8,0,522,514,0,8,0,497,25,1170,648,95,97,18,173,18,15,12,34,24,10,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",104,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:05",1257,1245,0,12,0,645,633,0,12,0,627,18,1370,725,119,128,27,216,23,28,18,35,20,11,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",152,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:14",449,441,1,7,0,153,146,0,7,0,146,7,490,337,38,4,7,50,22,12,1,1,5,6,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",144,"MUNICIPIUL TÂRNĂVENI",114925,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:32:13",1142,1133,0,9,0,363,354,0,9,0,340,23,1250,887,66,39,7,109,43,30,9,19,9,6,3
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL PĂNET",472,PĂNET,118691,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:23",1052,1045,1,6,0,620,614,0,6,0,608,12,1153,533,5,581,1,4,0,0,0,2,2,4,9
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL SANGER",511,SÂNGER,119386,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:25:19",1282,1266,0,12,4,798,782,0,12,4,697,101,1400,602,165,46,42,232,58,14,103,12,8,10,7
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL TOACA",416,HODAC,117426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:03",674,665,0,6,3,443,434,0,6,3,385,49,730,296,146,4,79,112,11,2,2,15,10,4,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL VALEA",551,VĂRGATA,120076,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:27",558,533,1,4,20,316,292,0,4,20,297,19,610,294,9,257,0,3,0,0,0,3,0,0,25
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”BAMBI” SÎNGEORGIU DE MUREȘ",507,"SÂNGEORGIU DE MUREŞ",114417,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:20",1538,1526,4,8,0,838,830,0,8,0,815,23,1660,815,49,521,39,74,22,14,12,32,24,13,15
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT IBĂNEŞTI-PĂDURE",425,IBĂNEŞTI,117550,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:01",773,758,0,5,10,475,460,0,5,10,436,39,840,365,233,3,10,165,4,4,1,6,5,4,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 01 - LUDUȘ",171,"ORAŞ LUDUŞ",114710,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:11:44",1102,1087,3,12,0,447,435,0,12,0,402,45,1210,763,190,55,56,58,15,8,0,6,3,8,3
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",135,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:09",942,935,1,6,0,391,385,0,6,0,381,10,1030,639,78,85,9,125,32,19,3,19,7,3,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",115,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:08",1258,1246,1,11,0,465,454,0,11,0,449,16,1360,895,86,68,11,168,22,22,14,28,2,23,5
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",100,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:54:54",1353,1327,0,22,4,621,595,0,22,4,600,19,1480,861,131,176,8,185,10,18,19,26,15,9,3
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",95,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:01",1003,990,2,11,0,457,446,0,11,0,440,17,1090,633,69,113,12,138,10,36,12,20,16,12,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",96,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:33",973,963,0,6,4,401,391,0,6,4,376,25,1070,669,84,89,7,94,16,14,32,15,10,14,1
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4",132,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:15",973,961,0,12,0,312,300,0,12,0,303,9,1080,768,58,43,8,85,37,31,13,10,16,0,2
28,MUREŞ,"GRĂDINIŢA CU PROGR.PREL.”CODRIŞOR”",52,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:14",1629,1611,8,10,0,766,756,0,10,0,749,17,1770,1004,76,246,68,155,56,7,19,34,63,14,11
28,MUREŞ,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL DÎMBĂU",222,ADĂMUŞ,115076,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:51",888,872,2,7,7,392,377,1,7,7,369,23,960,568,56,230,2,49,3,15,0,7,3,0,4
28,MUREŞ,"GRĂDINIȚA HĂRŢĂU",476,PĂNET,118691,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:34",288,279,0,9,0,103,94,0,9,0,94,9,300,197,7,71,0,4,5,2,1,1,1,1,1
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”ALBINUŢA”",65,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:53",1331,1318,1,12,0,609,597,0,12,0,596,13,1450,841,76,264,38,99,28,10,7,22,27,10,15
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",71,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:41",1266,1250,2,13,1,684,669,1,13,1,669,15,1380,696,53,362,49,85,27,10,5,19,39,5,15
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",70,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:06",1465,1456,0,6,3,739,730,0,6,3,712,27,1610,871,73,400,34,72,29,7,11,16,35,10,25
28,MUREŞ,"GRĂDINIŢA PROGR.PREL.NR.6",25,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:29",1375,1276,80,18,1,605,586,0,18,1,598,7,1400,795,51,253,41,108,39,5,6,33,38,7,17
28,MUREŞ,"GRĂDINIȚA SÎNTIOANA DE MUREŞ",477,PĂNET,118691,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:42",1167,1163,0,4,0,544,540,0,4,0,526,18,1278,734,29,460,2,5,4,4,0,6,4,1,11
28,MUREŞ,"INTERNAT LICEUL TEHNOLOGIC ”AVRAM IANCU”",4,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:12",1400,1332,48,18,2,635,615,0,18,2,625,10,1470,835,55,345,27,73,37,14,5,22,23,1,23
28,MUREŞ,"LICEUL CONSTANTIN BRÂNCUŞI",137,"MUNICIPIUL TÂRNĂVENI",114925,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:38:15",1154,1143,2,9,0,354,345,0,9,0,338,16,1280,926,97,41,13,72,45,24,20,11,7,7,1
28,MUREŞ,"LICEUL CU PROGRAM SPORTIV ”SZASZ ADALBERT”",23,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:13",1571,1553,0,15,3,747,729,0,15,3,726,21,1710,963,51,402,50,62,39,14,6,11,50,9,32
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERŞU”",10,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:40",1283,1279,1,3,0,469,466,0,3,0,438,31,1410,941,46,168,26,67,39,13,9,18,22,11,19
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERŞU”",11,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:43",1241,1231,2,7,1,566,558,0,7,1,550,16,1370,804,60,207,49,110,34,17,8,20,23,8,14
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",63,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:25",1548,1529,3,13,3,748,732,0,13,3,738,10,1690,942,60,416,36,74,39,7,11,24,34,9,28
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",64,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:15",1437,1407,4,21,5,614,592,0,17,5,603,11,1540,926,47,316,38,70,29,8,10,18,32,12,23
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",62,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:04:18",1347,1302,31,13,1,615,601,0,13,1,598,17,1430,815,47,344,21,79,22,2,4,17,31,8,23
28,MUREŞ,"LICEUL TEHNOLOGIC ”C-TIN BRÂNCUŞI”",26,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:09",1466,1352,74,28,12,764,724,0,28,12,712,12,1490,766,70,411,38,87,20,7,7,22,30,5,15
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",42,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:47",1512,1498,3,11,0,701,690,0,11,0,676,14,1650,960,89,262,77,86,66,12,6,17,42,10,9
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",40,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:25",1618,1599,7,12,0,711,699,0,12,0,694,17,1760,1049,94,247,50,112,67,10,9,34,50,11,10
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",41,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:29",1574,1492,10,11,61,782,710,0,11,61,766,16,1640,858,87,286,52,118,112,6,18,26,36,13,12
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",39,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:05",1830,1784,30,15,1,815,799,0,15,1,805,10,1960,1144,108,236,79,152,81,15,14,24,63,13,20
28,MUREŞ,"LICEUL TEHNOLOGIC ”EMIL DANDEA”",84,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:03",1249,1234,5,10,0,530,520,0,10,0,469,61,1370,840,78,197,25,47,30,16,5,7,23,7,34
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",72,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:07",1542,1525,2,7,8,716,700,1,7,8,699,17,1680,964,54,406,34,72,29,6,6,20,38,4,30
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",73,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:48:56",1443,1431,1,10,1,701,690,0,10,1,676,25,1580,879,75,386,37,62,41,3,3,14,31,7,17
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH.ŞINCAI”",77,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:17",1559,1546,2,8,3,691,680,0,8,3,674,17,1710,1019,69,389,38,53,41,12,1,12,25,10,24
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",93,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:35",1660,1642,8,7,3,786,776,0,7,3,761,25,1810,1024,127,186,15,257,24,38,20,53,25,12,4
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",94,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:23:10",1677,1664,0,10,3,723,710,0,10,3,713,10,1840,1117,160,184,15,216,19,22,16,41,31,7,2
28,MUREŞ,"LICEUL TEHNOLOGIC ”ION VLASIU”",30,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:58",1624,1492,93,19,20,711,671,1,19,20,692,19,1650,939,65,348,42,102,49,6,9,18,26,10,17
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",89,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:19",1352,1332,10,7,3,650,640,0,7,3,633,17,1470,820,94,207,11,190,18,19,24,37,24,6,3
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",88,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:00",1545,1537,0,8,0,790,782,0,8,0,761,29,1690,900,102,165,33,262,31,26,20,53,37,28,4
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 1 - LUDUȘ",168,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:11",1341,1330,1,8,2,519,509,0,8,2,500,19,1460,941,222,78,40,95,14,5,2,23,3,14,4
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",111,"MUNICIPIUL SIGHIŞOARA",114514,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:35:35",991,964,3,14,10,341,315,2,14,10,324,17,1070,729,44,40,13,135,16,14,11,22,10,18,1
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",110,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:55",1119,1102,10,7,0,361,353,1,7,0,335,26,1210,849,45,40,15,145,10,18,12,27,8,14,1
28,MUREŞ,"LICEUL TEHNOLOGIC ”PETRU MAIOR”",91,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:39",1557,1541,1,12,3,687,672,0,12,3,665,22,1710,1023,114,194,19,218,21,18,21,30,18,10,2
28,MUREŞ,"LICEUL TEHNOLOGIC ”PETRU MAIOR”",90,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:33",1623,1607,2,13,1,771,757,0,13,1,746,25,1770,999,135,138,22,268,20,34,25,53,35,14,2
28,MUREŞ,"LICEUL TEHNOLOGIC ”PETRU MAIOR”",92,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:53",1453,1445,0,8,0,624,616,0,8,0,611,13,1600,976,113,135,24,208,21,22,23,35,20,7,3
28,MUREŞ,"LICEUL TEHNOLOGIC” SFÂNTUL GHEORGHE” SÂNGEORGIU DE PĂDURE",191,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:16",1378,1314,0,10,54,609,545,0,10,54,550,59,1450,841,49,383,5,15,2,6,0,7,62,3,18
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",81,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:13",1637,1625,1,9,2,681,670,0,9,2,647,34,1800,1119,65,220,45,111,79,18,18,31,33,14,13
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",82,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:05:11",1605,1579,4,9,13,549,527,0,9,13,508,41,1740,1191,40,195,44,75,77,9,6,13,23,14,12
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",83,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:41",1495,1482,5,7,1,677,669,0,7,1,665,12,1640,963,73,178,72,99,134,13,4,34,28,21,9
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",142,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:02",1314,1284,3,8,19,442,416,0,8,18,430,12,1410,968,75,47,13,159,62,32,6,22,7,5,2
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",143,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:04",1331,1322,1,8,0,380,372,0,8,0,375,5,1450,1070,66,48,10,134,51,25,8,17,13,3,0
28,MUREŞ,"LICEUL TEORETIC ”BOLYAI FARKAS”,",3,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:34:18",1500,1386,45,23,46,781,708,4,23,46,761,20,1520,739,55,446,38,62,27,3,12,23,47,9,39
28,MUREŞ,"LICEUL TEORETIC ”JOSEPH HALTRICH”",114,"MUNICIPIUL SIGHIŞOARA",114514,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:31:27",1094,1079,5,10,0,350,340,0,10,0,328,22,1190,840,51,38,9,125,20,14,14,26,6,22,3
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” SĂRMAŞU",185,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:08",840,816,1,12,11,397,374,0,12,11,362,35,902,505,39,215,17,40,22,8,2,7,6,3,3
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” - ŞCOALA GIMNAZIALĂ SĂRMAŞU",186,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:11",998,987,0,8,3,567,556,0,8,3,438,129,1090,523,97,121,25,105,34,14,2,13,15,8,4
28,MUREŞ,"LICEUL VOCAŢIONAL ”M. EMINESCU”",33,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:13",1616,1608,0,6,2,756,748,0,6,2,739,17,1770,1014,59,343,66,113,45,6,2,27,42,15,21
28,MUREŞ,"PAROHIA UNITARIANĂ VADU",550,VĂRGATA,120076,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:42",200,191,0,3,6,116,107,0,3,6,102,14,220,104,7,82,1,0,2,1,0,0,1,0,8
28,MUREŞ,PRIMARIA,329,CRISTEŞTI,114355,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:33:23",1458,1445,5,3,5,765,757,0,3,5,707,58,1594,829,118,290,43,114,44,12,9,17,12,24,24
28,MUREŞ,"PRIMARIA BOGATA",287,BOGATA,115824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:53",1292,1241,4,9,38,884,834,3,9,38,773,111,1415,531,175,200,56,95,173,15,5,20,6,12,16
28,MUREŞ,"PRIMĂRIA COMUNEI CHIBED",307,CHIBED,120478,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:50",1355,1348,3,4,0,524,520,0,4,0,488,36,1490,966,13,464,0,2,0,0,0,0,0,0,9
28,MUREŞ,"PRIMARIA COMUNEI CRAIESTI",326,CRĂIEŞTI,116340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:16",542,503,0,19,20,358,320,0,19,19,333,25,560,202,81,3,17,193,2,2,2,7,1,25,0
28,MUREŞ,"PRIMĂRIA COMUNEI SĂRĂȚENI",498,SĂRĂŢENI,120496,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:33",1248,1241,2,1,4,567,562,0,1,4,480,87,1370,803,21,443,0,4,3,1,0,3,2,0,3
28,MUREŞ,"PRIMARIA COMUNEI VALEA LARGA",545,"VALEA LARGĂ",119974,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:15",1140,1106,0,7,27,584,552,0,7,25,510,74,1220,636,78,7,66,260,15,53,0,15,4,11,1
28,MUREŞ,"PRIMARIA COZMA",320,COZMA,116224,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:44",319,317,0,2,0,153,151,0,2,0,132,21,350,197,30,1,2,81,5,6,0,2,4,1,0
28,MUREŞ,"PRIMARIA CUCERDEA",333,CUCERDEA,116395,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:38",605,571,2,16,16,361,329,0,16,16,295,66,625,264,87,1,17,153,10,6,1,5,9,4,2
28,MUREŞ,"PRIMĂRIA CUCI",339,CUCI,116439,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:54",708,671,0,7,30,423,386,0,7,30,389,34,740,317,163,66,24,100,17,1,2,8,1,5,2
28,MUREŞ,"PRIMĂRIA MUNICIPIULUI TG.MUREŞ",12,"MUNICIPIUL TÂRGU MUREŞ",114319,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:20:10",1359,1323,17,12,7,632,612,1,12,7,601,18,1450,822,31,354,24,59,37,8,6,17,39,4,22
28,MUREŞ,"PRIMĂRIA ORAŞ SOVATA",197,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:30",1451,1418,16,9,8,640,622,1,9,8,626,14,1580,940,24,552,5,12,4,4,3,4,6,4,8
28,MUREŞ,"PRIMĂRIA SÎNCRAIU DE MUREŞ",500,"SÂNCRAIU DE MUREŞ",114382,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:39:36",1726,1706,2,16,2,837,819,0,16,2,809,28,1860,1023,102,244,40,234,44,37,5,52,33,14,4
28,MUREŞ,"PRIMĂRIA TĂURENI",544,TĂURENI,119858,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:46",838,756,0,43,39,578,496,0,43,39,519,59,827,249,340,5,5,146,7,7,0,3,1,4,1
28,MUREŞ,"PRIMĂRIA VIIŞOARA",562,VIIŞOARA,120218,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:45",638,633,0,4,1,341,336,0,4,1,281,60,700,359,118,4,17,52,76,3,1,6,1,2,1
28,MUREŞ,"PRIMARIA ZAGAR",567,ZAGĂR,120343,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:50",1030,1009,5,8,8,488,472,0,8,8,382,106,1305,817,199,12,5,119,28,7,0,8,1,3,0
28,MUREŞ,PRIMĂRIE,330,CRISTEŞTI,114355,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:19:18",1284,1282,2,0,0,651,651,0,0,0,618,33,1421,770,111,208,61,101,32,19,4,30,15,32,5
28,MUREŞ,"PUNCT COLECTARE TAXE ŞI IMPOZITE",43,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:17",1095,1071,10,13,1,553,539,0,13,1,545,8,1190,637,61,168,48,118,34,6,13,33,39,8,17
28,MUREŞ,"SALA DE ŞEDINŢĂ DE LA SEDIUL PRIMĂRIEI COMUNEI GĂLEŞTI",372,GĂLEŞTI,116867,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:02",772,756,2,0,14,234,220,0,0,14,222,12,822,588,3,203,1,1,2,0,0,1,0,0,11
