precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL VERDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL OAMENILOR LIBERI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi"
28,MUREŞ,"SALA DE ŞEDINŢE - PRIMĂRIA COMUNEI ERNEI",356,ERNEI,116652,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:00:05",1101,1070,0,5,26,478,447,0,5,26,451,27,1180,702,36,367,10,17,4,2,0,5,4,0,6
28,MUREŞ,"SALĂ DE SPORT ACĂȚARI",210,ACĂŢARI,114970,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:44",1025,996,1,5,23,483,455,0,5,23,446,37,1110,627,10,414,1,6,2,1,1,0,4,0,7
28,MUREŞ,"SALA DE SPORT GĂNEŞTI",378,GĂNEŞTI,116938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:56",976,942,1,0,33,605,572,0,0,33,575,30,1080,475,25,482,6,33,1,9,1,4,1,10,3
28,MUREŞ,"SALĂ FESTIVĂ ȚIPTELNIC",250,BAND,115389,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:26:52",100,91,0,9,0,57,48,0,9,0,50,7,100,43,26,5,1,9,6,1,0,0,1,1,0
28,MUREŞ,"SALĂ MANIFESTĂRI ISTICEU",424,IBĂNEŞTI,117550,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:57",499,485,0,7,7,331,317,0,7,7,322,9,530,199,158,2,17,126,4,3,0,4,2,5,1
28,MUREŞ,"SALA SEDINTA- PAROHIA REFORMATA NEGRENII DE CAMPIE",257,BAND,115389,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:12",108,96,0,12,0,53,41,0,12,0,50,3,110,57,9,29,0,7,1,1,0,0,0,2,1
28,MUREŞ,"SALĂ SPORT SĂRMAŞU",184,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:43",1159,1134,0,23,2,631,606,0,23,2,587,44,1245,614,142,147,33,174,37,15,2,18,9,6,4
28,MUREŞ,"ȘCOALA GENERALĂ DÎMBU",520,"SÂNPETRU DE CÂMPIE",119527,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:02:44",480,464,0,4,12,349,333,0,4,12,309,40,520,171,42,4,43,56,124,16,3,1,18,1,1
28,MUREŞ,"ȘCOALA GENERALĂ TUȘINU",523,"SÂNPETRU DE CÂMPIE",119527,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:55",403,390,0,11,2,237,224,0,11,2,214,23,430,193,40,27,42,17,39,26,2,1,15,4,1
28,MUREŞ,"ŞCOALA GEN. NR. 19 BEŞA",20,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:30",813,803,0,10,0,477,467,0,10,0,405,72,880,403,28,258,19,23,16,12,4,4,18,3,20
28,MUREŞ,"ŞCOALA GIMNANZIALĂ ”KISS GERGELY” PĂSĂRENI",478,PĂSĂRENI,118753,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:44:11",717,687,6,6,18,410,384,2,6,18,386,24,740,330,4,366,3,4,0,0,1,0,0,0,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ",179,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:26:52",580,567,0,5,8,174,161,0,5,8,153,21,630,456,16,97,2,22,2,1,1,2,1,1,8
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ADĂMUȘ",218,ADĂMUŞ,115076,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:25",665,649,1,7,8,303,287,1,7,8,277,26,709,406,70,133,2,32,3,26,2,3,2,3,1
28,MUREŞ,"ȘCOALA GIMNAZIALĂ „ADORJANI KAROLY” GLODENI",392,GLODENI,117113,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:20",1189,1058,0,33,98,722,620,0,4,98,703,19,1160,424,9,663,0,5,9,0,0,1,15,1,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ „ADORJANI KAROLY” GLODENI",391,GLODENI,117113,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:38",978,963,4,2,9,432,421,1,1,9,376,56,1070,638,19,277,0,3,7,0,2,0,68,0,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ALBEȘTI",225,ALBEŞTI,114603,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:17",1808,1787,5,5,11,795,779,0,5,11,743,52,1970,1175,278,75,63,197,44,11,4,24,5,10,32
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ALBEȘTI",224,ALBEŞTI,114603,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:17",1691,1675,3,2,11,762,749,0,2,11,696,66,1850,1088,247,79,49,194,20,11,10,30,2,10,44
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEUŞIANU”",86,"MUNICIPIUL REGHIN",114809,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:22:28",1436,1423,2,11,0,652,641,0,11,0,633,19,1570,918,121,195,16,185,15,24,15,41,10,10,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AL.I.CUZA”",15,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:32:36",1805,1793,5,7,0,897,890,0,7,0,874,23,1950,1053,91,371,67,138,75,12,12,41,48,5,14
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AL.I.CUZA”",16,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:56",1681,1669,1,6,5,752,741,0,6,5,742,10,1830,1078,66,246,64,150,77,17,10,33,45,23,11
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AL.I.CUZA”",14,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:31",1597,1584,2,7,4,720,709,0,7,4,707,13,1750,1030,88,184,60,149,80,12,14,49,55,11,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ”AL.I.CUZA”",17,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:38",1905,1887,3,13,2,851,835,1,13,2,828,18,2080,1234,99,177,94,170,85,23,9,73,63,20,15
28,MUREŞ,"ŞCOALA GIMNAZIALĂ”AL.I.CUZA”",19,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:24:03",2010,1996,7,4,3,924,917,0,4,3,901,23,2190,1266,73,244,92,209,92,20,16,52,66,12,25
28,MUREŞ,"ŞCOALA GIMNAZIALĂ”AL.I.CUZA”",18,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:17:57",1626,1618,2,4,2,667,661,0,4,2,644,19,1780,1117,54,273,58,101,53,15,5,21,35,11,18
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN MAIOR”",107,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:21",1267,1199,57,10,1,517,506,0,10,1,493,24,1330,813,73,217,8,118,8,12,15,17,16,6,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AUREL MOSORA”",127,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:32",1386,1358,12,11,5,530,513,1,11,5,468,62,1490,960,92,79,20,156,17,24,15,39,6,17,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”AUREL MOSORA”",126,"MUNICIPIUL SIGHIŞOARA",114514,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:21:35",1424,1404,3,17,0,548,531,0,17,0,520,28,1550,1002,84,95,15,197,19,30,15,34,8,18,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ AVRAM IANCU",140,"MUNICIPIUL TÂRNĂVENI",114925,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:53",935,924,1,10,0,243,233,0,10,0,229,14,1020,777,45,21,10,79,26,18,8,8,9,2,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ AVRAM IANCU",141,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:53",903,891,0,10,2,289,277,0,10,2,268,21,980,691,42,65,4,89,26,11,8,9,8,4,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",238,BAHNEA,115307,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:42",982,966,1,4,11,555,540,0,4,11,380,175,1060,505,53,44,40,168,9,28,0,1,7,30,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",239,BAHNEA,115307,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:20",588,579,0,8,1,293,284,0,8,1,254,39,641,348,27,142,6,61,3,7,0,0,0,3,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BĂIŢA",438,LUNCA,117998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:24",631,617,0,3,11,404,390,0,3,11,348,56,680,276,119,10,8,174,5,6,2,16,0,7,1
28,MUREŞ,"ȘCOALA GIMNAZIALĂ BĂRBOȘI",570,"ZAU DE CÂMPIE",120370,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:13:09",379,367,1,8,3,134,123,0,8,3,123,11,411,277,34,3,2,68,1,3,0,2,3,6,1
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”BELLE JOZSEF”",450,MICA,118209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:09",723,717,1,3,2,400,395,0,3,2,341,59,790,390,89,219,1,2,15,5,0,1,4,1,4
28,MUREŞ,"SCOALA GIMNAZIALĂ BEZID",192,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:21",559,512,4,9,34,272,227,2,9,34,252,20,570,298,3,237,0,2,0,2,0,1,3,0,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BISTRA-MUREŞULUI",346,DEDA,116545,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:43",850,823,0,14,13,558,531,0,14,13,536,22,904,346,175,11,45,89,177,17,9,2,4,7,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ BOIU",226,ALBEŞTI,114603,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:00:51",1233,1212,0,16,5,640,619,0,16,5,569,71,1330,690,132,77,245,80,11,4,1,1,1,7,10
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” BORDI ANDRÁS ”IDRIFAIA",533,SUPLAC,119661,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:05",551,524,2,4,21,351,326,0,4,21,333,18,576,225,11,313,2,3,0,1,0,0,1,1,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ CĂLIMĂNEŞTI",367,FÂNTÂNELE,116796,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:00:09",723,711,1,8,3,295,284,0,8,3,278,17,780,485,8,258,0,0,1,0,0,1,1,1,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ CIPĂU",157,"ORAŞ IERNUT",117827,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:51",911,896,0,8,7,447,432,0,8,7,396,51,989,542,129,31,25,168,11,7,2,5,6,10,2
28,MUREŞ,"ȘCOALA GIMNAZIALĂ COROISÎNMĂRTIN",312,COROISÂNMĂRTIN,116171,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:37",345,337,0,5,3,183,175,0,5,3,168,15,354,171,23,48,1,33,2,54,1,3,0,1,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ CORPUL A NADEŞ",457,NADEŞ,118469,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:13",1186,1182,2,2,0,544,542,0,2,0,480,64,1290,746,62,81,3,261,11,7,0,34,8,8,5
28,MUREŞ,"ŞCOALA GIMNAZIALA CRISTEŞTI",331,CRISTEŞTI,114355,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:32",1457,1438,1,10,8,745,727,0,10,8,664,81,1591,846,118,258,66,106,28,17,3,10,12,33,13
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”DACIA”/A",60,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:05",1435,1407,18,7,3,730,720,0,7,3,711,19,1540,810,61,314,57,125,26,13,12,30,46,8,19
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”DACIA”/A",59,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:03",1543,1515,10,16,2,727,709,0,16,2,718,9,1680,953,75,254,75,155,52,12,4,32,36,12,11
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”DACIA”/A",61,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:37",975,959,2,14,0,454,440,0,14,0,437,17,1050,596,23,249,27,63,18,3,5,10,23,3,13
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”DACIA”/B",56,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:55:12",1512,1491,3,17,1,678,660,0,17,1,652,26,1650,972,58,286,46,103,31,4,13,29,54,9,19
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”DACIA”/B",55,"MUNICIPIUL TÂRGU MUREŞ",114319,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:14:02",1526,1499,7,16,4,688,668,0,16,4,675,13,1650,962,60,339,41,98,21,10,7,22,46,10,21
28,MUREŞ,"ȘCOALA GIMNAZIALĂ DEAJ",451,MICA,118209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:28",1204,1195,2,3,4,640,633,0,3,4,556,84,1320,680,41,444,5,26,5,18,1,1,5,3,7
28,MUREŞ,"ŞCOALA GIMNAZIALĂ DEÁK FARKAS",175,"ORAŞ MIERCUREA NIRAJULUI",118281,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:04",1622,1567,0,13,42,882,827,0,13,42,850,32,1730,848,7,736,5,10,8,3,0,0,0,0,81
28,MUREŞ,"ȘCOALĂ GIMNAZIALĂ ”DEÁK FARKAS” MIERCUREA NIRAJULUI",176,"ORAŞ MIERCUREA NIRAJULUI",118281,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:53",839,819,0,8,12,453,433,0,8,12,425,28,910,457,7,369,6,3,2,3,0,1,0,0,34
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”DR. NYULAS FERENC ” EREMITU",350,EREMITU,116590,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:24",1461,1456,3,2,0,652,650,0,2,0,575,77,1610,958,26,511,2,2,7,3,0,4,1,7,12
28,MUREŞ,"SCOALA GIMNAZIALA DUBISTEA DE PADURE",417,HODAC,117426,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:44:46",390,382,0,8,0,253,245,0,8,0,237,16,430,177,100,1,40,72,3,2,0,7,9,2,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”EMIL DRĂGAN”UNGHENI",202,"ORAŞ UNGHENI",119894,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:32",864,856,0,8,0,444,436,0,8,0,427,17,940,496,61,61,110,111,11,8,15,27,7,14,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”EMIL DRĂGAN” UNGHENI",201,"ORAŞ UNGHENI",119894,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:10",949,921,5,20,3,536,513,0,20,3,515,21,1030,494,107,44,97,175,18,10,21,19,3,20,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”EUROPA”",24,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:05",1531,1434,74,13,10,697,674,1,13,9,686,11,1580,883,51,314,39,121,29,8,7,18,54,11,34
28,MUREŞ,"ŞCOALA GIMNAZIALA FÎNAŢE",253,BAND,115389,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:26",348,343,0,5,0,193,188,0,5,0,176,17,380,187,134,4,2,16,13,2,0,0,1,4,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",366,FÂNTÂNELE,116796,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:09",993,973,0,0,20,369,349,0,0,20,345,24,1070,701,1,317,1,2,1,1,0,4,1,0,17
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",365,FÂNTÂNELE,116796,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:55",993,974,4,2,13,421,405,1,2,13,410,11,1081,660,4,379,2,5,0,1,0,0,1,0,18
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”FLOREA BOGDAN”",102,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:49",1427,1411,3,10,3,618,605,0,10,3,594,24,1560,942,96,156,16,218,14,17,13,28,20,9,7
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”FLOREA BOGDAN”",101,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:39",1343,1329,1,12,1,593,580,0,12,1,575,18,1470,877,84,209,10,174,18,13,15,18,19,10,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”FLOREA BOGDAN”",103,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:48",1347,1337,0,9,1,589,579,0,9,1,565,24,1480,891,93,219,7,158,10,12,11,21,21,11,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FOGARASI SAMUEL GĂNEŞTI",379,GĂNEŞTI,116938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:48",772,738,3,5,26,450,419,0,5,26,434,16,840,390,21,351,3,26,4,7,1,11,2,6,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”FRIEDERICH SCHILLER”",22,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:22",1269,1250,3,13,3,635,618,1,13,3,622,13,1370,735,63,314,36,80,14,5,12,17,42,5,34
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”FRIEDERICH SCHILLER”",21,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:05",1257,1223,14,17,3,595,574,1,17,3,576,18,1350,756,51,308,25,65,24,5,3,26,40,7,22
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”G.COŞBUC”",54,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:05",1545,1522,3,13,7,737,717,0,13,7,720,17,1680,943,43,414,33,83,46,4,11,26,37,11,12
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”G.COŞBUC”",53,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:02",1427,1406,6,11,4,637,622,0,11,4,623,14,1560,923,51,315,28,84,31,5,14,28,42,4,21
28,MUREŞ,"ŞCOALA GIMNAZIALĂ GOGAN",244,BAHNEA,115307,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:25",423,415,0,7,1,214,206,0,7,1,184,30,460,246,6,119,4,41,2,5,0,4,0,3,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HĂRĂNGLAB",452,MICA,118209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:45",635,629,0,6,0,320,314,0,6,0,264,50,690,376,18,174,0,50,8,5,2,4,2,0,1
28,MUREŞ,"SCOALA GIMNAZIALA HODAC",415,HODAC,117426,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:43:43",1086,1060,0,16,10,694,668,0,16,10,613,55,1170,502,149,2,77,260,13,16,1,38,48,8,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ IERNUT",155,"ORAŞ IERNUT",117827,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:38",1257,1247,3,6,1,558,551,0,6,1,529,29,1380,822,128,52,44,215,21,14,5,17,15,18,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ IERNUT",156,"ORAŞ IERNUT",117827,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:24",1403,1380,0,11,12,637,614,0,11,12,590,47,1520,883,216,62,41,206,9,14,1,13,6,20,2
28,MUREŞ,"ŞCOALA GIMNAZIALA INV.”STROIESCU IOAN ”CRIŞ",344,DANEŞ,116493,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:17",575,561,1,13,0,219,206,0,13,0,197,22,620,401,38,4,10,77,6,7,6,38,0,11,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”IOAN VLĂDUŢIU” - LUDUȘ",167,"ORAŞ LUDUŞ",114710,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:32:27",1609,1602,1,6,0,666,660,0,6,0,636,30,1760,1094,240,110,34,156,28,10,4,27,5,20,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”IOAN VLĂDUŢIU” - LUDUȘ",166,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:17",1362,1354,2,5,1,570,564,0,5,1,560,10,1510,940,241,85,19,142,15,8,5,17,5,20,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”ION DACIAN”",495,SASCHIZ,119206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:03:36",1398,1391,4,0,3,585,581,1,0,3,483,102,1530,945,62,23,50,226,55,36,4,10,4,11,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ JABENIŢA",530,SOLOVĂSTRU,119590,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:26",993,962,6,23,2,629,604,0,23,2,563,66,1059,430,116,11,14,145,27,142,6,50,4,48,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ LECHINŢA",159,"ORAŞ IERNUT",117827,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:56",724,710,0,9,5,400,386,0,9,5,363,37,790,390,172,11,38,95,15,12,1,3,2,13,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”",68,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:05:32",1453,1435,1,14,3,706,688,1,14,3,696,10,1590,884,58,438,40,58,23,5,4,17,28,10,15
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”",66,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:24",1391,1380,2,8,1,631,622,0,8,1,602,29,1530,899,54,337,28,69,32,9,7,14,27,3,22
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”",67,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:06",1440,1409,17,14,0,696,682,0,14,0,676,20,1550,854,76,305,54,82,33,7,10,41,49,7,12
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU”",69,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:47",1461,1447,0,14,0,753,739,0,14,0,735,18,1603,850,88,405,41,77,31,6,6,24,26,6,25
28,MUREŞ,"ŞCOALA GIMNAZIALĂ LIVIU REBREANU",74,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:50:15",1355,1337,6,12,0,692,680,0,12,0,661,30,1484,793,43,410,26,80,34,6,8,10,21,6,17
28,MUREŞ,"ŞCOALA GIMNAZIALĂ LIVIU REBREANU",75,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:37",1435,1422,0,12,1,650,637,0,12,1,630,20,1570,920,49,317,41,86,36,8,6,20,31,13,23
28,MUREŞ,"ŞCOALA GIMNAZIALĂ MĂGHERANI",446,MĂGHERANI,118094,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:27:58",637,611,0,8,18,318,298,0,2,18,273,45,665,347,7,252,0,1,0,0,0,0,0,0,13
28,MUREŞ,"ȘCOALA GIMNAZIALĂ MĂTRICI",354,EREMITU,116590,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:04",731,727,0,4,0,364,360,0,4,0,321,43,800,436,18,290,0,0,4,0,0,1,0,0,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",47,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:10:50",1522,1506,4,12,0,681,669,0,12,0,657,24,1660,979,72,239,43,128,57,10,6,25,49,11,17
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",46,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:19:40",1599,1588,0,10,1,705,694,0,10,1,693,12,1750,1045,76,262,51,119,45,10,6,44,49,16,15
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",45,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:02:25",1558,1540,4,12,2,768,754,0,12,2,751,17,1700,932,110,284,50,103,83,8,15,32,39,9,18
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",44,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:38:48",1611,1592,11,8,0,747,739,0,8,0,733,14,1760,1013,88,311,45,97,55,14,11,27,54,11,20
