precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PACT PENTRU GALAȚI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA USR PLUS-voturi","VREME ŞERBAN-voturi","PETREA IONEL-voturi"
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2 CHIRAFTEI",348,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:44",1066,1037,0,16,13,456,427,0,16,13,415,41,1200,744,22,4,11,246,14,77,2,0,5,4,0,7,19,2,2
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 3",336,LIEŞTI,76674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:52",1424,1416,0,7,1,558,550,0,7,1,515,43,1600,1042,20,6,3,147,7,281,3,21,3,6,0,3,13,1,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",146,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:27",1769,1760,1,8,0,498,490,0,8,0,478,20,2000,1502,26,4,11,197,29,87,3,10,20,7,2,12,52,8,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",145,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:09:58",1430,1419,1,10,0,476,466,0,10,0,463,13,1500,1024,44,3,7,211,25,73,1,8,26,10,0,12,30,6,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",147,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:19",1384,1373,0,11,0,418,407,0,11,0,393,25,1500,1082,27,0,7,195,12,59,0,10,14,8,2,3,43,10,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",148,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:08",1356,1345,1,10,0,431,421,0,10,0,419,12,1500,1069,22,8,6,198,24,63,0,11,18,7,1,14,34,4,9
18,GALAŢI,"SCOALA GIMNAZIALA NR. 3 MĂSTĂCANI",346,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:58",802,780,0,21,1,384,362,0,21,1,337,47,900,516,9,8,3,143,11,129,7,5,3,4,0,3,9,1,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:03",1669,1660,2,7,0,635,627,1,7,0,614,21,1800,1165,32,5,18,278,30,115,2,11,31,10,9,13,41,11,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",85,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:49",1386,1379,0,7,0,483,476,0,7,0,463,20,1600,1117,20,2,17,177,24,91,1,8,27,10,5,13,54,10,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",83,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:00:02",1499,1493,2,4,0,543,539,0,4,0,523,20,1600,1057,21,7,7,227,25,98,2,14,26,12,4,12,55,7,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",81,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:46",1571,1566,1,4,0,519,515,0,4,0,499,20,1700,1181,19,1,10,193,38,94,4,15,26,9,2,20,55,6,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",82,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:16",1574,1566,0,8,0,521,513,0,8,0,505,16,1700,1179,24,3,10,231,28,92,4,11,20,14,1,11,43,6,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",97,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:53:01",1540,1516,17,7,0,508,501,0,7,0,489,19,1600,1092,25,2,14,180,31,109,1,8,23,11,2,9,66,3,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",98,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:34:20",1297,1286,1,10,0,470,460,0,10,0,452,18,1400,930,25,7,10,185,22,90,1,9,21,12,0,9,52,3,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",100,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:05",1387,1377,1,8,1,483,474,0,8,1,466,17,1400,917,14,1,11,172,29,113,2,13,25,8,3,10,53,6,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",99,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:25",1562,1555,0,7,0,488,481,0,7,0,466,22,1600,1112,23,4,8,184,30,100,1,16,13,8,2,13,44,12,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",92,"MUNICIPIUL GALAŢI",75098,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:09:23",1463,1449,2,12,0,549,537,0,12,0,536,13,1600,1051,36,1,17,206,31,89,3,15,33,11,3,16,59,8,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",94,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:23",1404,1393,1,10,0,488,478,0,10,0,472,16,1500,1012,23,8,7,197,19,98,3,8,33,3,2,17,39,5,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",93,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:30",1260,1253,0,7,0,356,349,0,7,0,347,9,1400,1044,18,3,6,155,30,60,1,11,21,3,1,4,22,6,6
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",280,CUDALBI,76157,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:58",1528,1505,0,17,6,777,754,0,17,6,685,92,1670,893,25,16,225,199,17,143,4,0,0,10,1,7,32,3,3
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",281,CUDALBI,76157,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:36",1301,1283,0,15,3,630,612,0,15,3,517,113,1420,790,25,17,136,179,7,111,3,1,2,4,2,5,19,5,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ PROF. EMIL PANAITESCU",279,CUDALBI,76157,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:24:06",1792,1751,1,28,12,944,904,0,28,12,840,104,1930,986,38,23,247,228,14,223,9,4,0,10,0,3,38,0,3
18,GALAŢI,"SCOALA GIMNAZIALĂ ROGOJENI",401,SUCEVENI,77288,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:45",475,447,0,9,19,273,245,0,9,19,251,22,511,238,3,1,6,152,28,50,5,0,1,1,0,4,0,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ SALCIA",423,UMBRĂREŞTI,77402,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:56:15",706,698,0,4,4,307,299,0,4,4,276,31,800,493,48,6,3,83,4,125,0,1,0,1,0,2,1,1,1
18,GALAŢI,"ŞCOALA GIMNAZIALA - SAT GARA BERHECI",317,GOHOR,76497,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:21",584,565,0,14,5,349,330,0,14,5,313,36,600,251,8,6,2,143,2,138,3,4,1,2,0,1,0,0,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",124,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:08",1735,1728,1,6,0,556,550,0,6,0,536,20,2000,1444,24,2,10,264,26,85,2,12,33,4,0,14,52,3,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",122,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:21",1714,1707,1,6,0,620,614,0,6,0,590,30,2000,1380,33,5,15,218,36,111,2,16,44,11,5,10,74,8,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",123,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:52",1736,1728,0,8,0,580,572,0,8,0,561,19,2000,1420,27,4,13,242,26,116,3,8,25,15,2,18,54,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",121,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:20",1729,1721,1,7,0,566,559,0,7,0,546,20,2001,1435,29,5,10,234,33,104,2,17,29,4,0,9,61,3,6
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL NICOLAE”",338,LIEŞTI,76674,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 12:04:46",1530,1519,0,7,4,645,634,0,7,4,604,41,1686,1041,23,8,8,170,10,331,10,8,2,8,0,2,19,4,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ „ SFÂNTUL STELIAN” UMBRĂREȘTI - DEAL",419,UMBRĂREŞTI,77402,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:20",1187,1183,0,4,0,613,609,0,4,0,554,59,1300,687,21,18,20,210,12,256,1,6,0,5,0,1,2,2,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ „ SFÂNTUL STELIAN„ UMBRĂREȘTI - DEAL",420,UMBRĂREŞTI,77402,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:04",842,837,0,5,0,388,383,0,5,0,355,33,950,562,9,5,12,137,8,164,2,3,2,3,0,2,4,3,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",118,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:27",1704,1695,1,8,0,622,614,0,8,0,612,10,1800,1178,19,3,6,243,44,134,1,23,35,8,2,11,66,8,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",120,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:01",1347,1335,2,10,0,443,433,0,10,0,426,17,1400,957,16,3,7,187,14,98,0,7,24,3,2,9,49,4,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",119,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:15",1563,1547,4,11,1,596,584,0,11,1,581,15,1600,1004,21,4,15,235,38,120,1,2,47,3,3,12,67,9,4
18,GALAŢI,"ŞCOALA GIMNAZIALẶ ” SFÎNTUL IERARH NICOLAE ”",435,VLĂDEŞTI,77536,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:26",1260,1206,0,22,32,591,537,0,22,32,540,51,1200,609,22,0,4,260,37,194,0,1,1,14,1,0,3,2,1
18,GALAŢI,"SCOALA GIMNAZIALA SLOBOZIA-CONACHI",392,"SLOBOZIA CONACHI",77180,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:36",1374,1322,1,8,43,675,623,1,8,43,627,48,1400,725,27,4,19,421,32,100,4,4,0,4,0,3,6,3,0
18,GALAŢI,"SCOALA GIMNAZIALĂ ” STEFAN CEL MARE” PISCU",376,PISCU,76996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:10",1467,1461,0,4,2,669,663,0,4,2,621,48,1600,931,43,5,16,306,65,100,4,2,4,15,1,8,41,10,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",132,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:27:46",1518,1512,0,6,0,537,531,0,6,0,510,27,1600,1063,23,3,3,213,31,89,3,22,38,9,2,9,52,7,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",131,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:50",1394,1384,0,9,1,459,449,0,9,1,433,26,1500,1041,33,2,6,178,22,87,2,6,25,4,1,5,51,4,7
18,GALAŢI,"SCOALA GIMNAZIALA TOFLEA",248,BRĂHĂŞEŞTI,75766,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:49:32",1485,1475,0,10,0,521,511,0,10,0,397,124,1595,1074,20,145,1,203,2,13,3,1,4,1,0,3,0,1,0
18,GALAŢI,"SCOALA GIMNAZIALA TOFLEA",247,BRĂHĂŞEŞTI,75766,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:52",1164,1157,0,7,0,387,380,0,7,0,305,82,1200,813,10,113,0,153,3,16,2,1,0,2,0,3,1,1,0
18,GALAŢI,"SCOALA GIMNAZIALA TOFLEA",246,BRĂHĂŞEŞTI,75766,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:16",1577,1568,0,9,0,589,580,0,9,0,463,126,1700,1111,23,155,0,267,0,16,0,0,0,0,2,0,0,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ TORCEȘTI",421,UMBRĂREŞTI,77402,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:58",603,598,0,5,0,334,329,0,5,0,304,30,660,326,19,1,4,164,7,98,0,1,0,4,1,1,1,2,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",241,BRANIŞTEA,75711,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:32",1016,988,0,3,25,547,519,0,3,25,504,43,1030,483,24,7,17,103,98,213,1,7,9,1,0,3,13,3,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",240,BRANIŞTEA,75711,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:13",1241,1204,4,2,31,641,608,0,2,31,612,29,1440,799,22,7,10,96,95,332,1,9,8,11,0,3,10,3,5
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”VICTOR ION POPA ” IVEŞTI (ŞCOALA GIMNAZIALA NR.3 IVEŞTI)",325,IVEŞTI,76601,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 12:03:25",1527,1515,0,7,5,832,820,0,7,5,613,219,1700,868,21,119,0,142,54,261,0,1,2,2,0,4,5,1,1
18,GALAŢI,"SCOALA GIMNAZIALĂ VÎRLEZI",433,VÂRLEZI,77509,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:48:45",974,883,0,37,54,605,514,0,37,54,557,48,871,266,28,5,1,218,3,282,4,4,0,4,0,4,3,0,1
18,GALAŢI,"ŞCOALA IONĂŞEŞTI",365,NICOREŞTI,76807,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:31",544,542,0,2,0,229,227,0,2,0,193,36,600,371,3,4,8,38,7,119,0,0,1,3,0,0,8,0,2
18,GALAŢI,"ŞCOALA MĂLURENI",364,NICOREŞTI,76807,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:24",163,153,0,10,0,96,86,0,10,0,84,12,200,104,3,0,0,14,5,47,1,0,0,1,0,2,8,1,2
18,GALAŢI,"ȘCOALA MÎNDRESTI",428,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:24",825,792,0,7,26,392,359,0,7,26,339,53,871,479,7,3,4,204,11,60,1,0,0,8,0,2,36,3,0
18,GALAŢI,"SCOALA NATALIA NEGRU",249,BUCIUMENI,75819,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:37",938,918,1,17,2,504,487,0,17,0,426,78,1000,496,20,34,4,120,18,184,0,4,1,4,1,1,34,1,0
18,GALAŢI,"SCOALA NICOPOLE",290,DRĂGUŞENI,76175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:12",466,457,0,9,0,186,177,0,9,0,163,23,500,314,12,8,1,107,12,18,0,1,1,1,0,0,0,2,0
18,GALAŢI,"ŞCOALA NICOREŞTI",360,NICOREŞTI,76807,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:57:11",1166,1154,2,10,0,544,533,1,10,0,473,71,1206,662,8,15,8,91,10,252,2,1,2,8,3,0,65,3,5
18,GALAŢI,"SCOALA NOUA GRIVITA",318,GRIVIŢA,76558,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:02:46",1606,1549,0,15,42,794,737,0,15,42,716,78,1700,906,28,11,61,396,37,171,1,2,3,0,0,1,3,0,2
18,GALAŢI,"SCOALA NOUA - SAT CORNI",261,CORNI,76004,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:53:40",690,660,0,13,17,486,456,0,13,17,428,58,800,314,6,1,8,194,7,196,1,1,4,5,0,3,1,0,1
18,GALAŢI,"ŞCOALA NR.1",177,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:56",1295,1292,0,3,0,565,562,0,3,0,530,35,1409,844,17,5,18,144,55,196,3,11,5,15,1,7,12,24,17
18,GALAŢI,"ŞCOALA NR.1",179,"MUNICIPIUL TECUCI",75203,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:50:50",1509,1498,3,8,0,593,585,0,8,0,557,36,1638,1045,27,15,18,103,43,218,3,10,4,13,4,8,31,49,11
18,GALAŢI,"ŞCOALA NR.1",178,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:18",1314,1311,0,3,0,492,489,0,3,0,449,43,1430,938,31,10,19,105,20,164,3,8,4,9,0,9,11,31,25
18,GALAŢI,"ŞCOALA NR.10",181,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:52",731,723,0,8,0,319,311,0,8,0,305,14,800,481,10,4,6,89,11,138,1,3,0,3,3,1,17,10,9
18,GALAŢI,"ŞCOALA NR.10",180,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:57",933,918,1,14,0,438,424,0,14,0,405,33,1015,577,15,7,25,108,15,154,6,9,3,8,1,7,29,14,4
18,GALAŢI,"ŞCOALA NR.11",195,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:18:41",1176,1162,1,13,0,551,538,0,13,0,544,7,1296,745,24,3,19,140,12,241,4,8,0,12,0,10,39,15,17
18,GALAŢI,"ŞCOALA NR.11",193,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:18",833,824,2,7,0,325,318,0,7,0,314,11,911,586,13,3,9,113,11,113,1,5,2,7,4,2,13,9,9
18,GALAŢI,"ŞCOALA NR.11",194,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:15:06",1150,1147,0,3,0,444,441,0,3,0,412,32,1250,806,11,2,25,129,15,135,3,13,2,13,1,10,19,22,12
18,GALAŢI,"ŞCOALA NR. 1 BARCEA",221,BARCEA,75515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:09:13",1073,1068,0,5,0,497,492,0,5,0,447,50,1170,673,33,43,9,136,25,181,0,1,1,8,0,2,7,0,1
18,GALAŢI,"SCOALA NR.1 MATCA",342,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:32:54",1606,1599,0,7,0,877,870,0,7,0,802,75,1760,883,26,14,186,181,47,265,5,18,6,7,0,4,33,6,4
18,GALAŢI,"SCOALA NR.1 MATCA",341,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:16",1507,1501,0,6,0,801,795,0,6,0,742,59,1650,849,33,17,174,206,44,218,9,12,2,7,1,5,12,2,0
18,GALAŢI,"ŞCOALA NR.1 MATCA",343,MATCA,76692,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:11:47",1586,1581,0,5,0,808,803,0,5,0,707,101,1740,932,27,9,165,206,39,197,6,11,5,11,0,5,18,5,3
18,GALAŢI,"SCOALA NR.1 PECHEA",368,PECHEA,76969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:29",1263,1254,1,8,0,557,548,1,8,0,520,37,1420,863,42,11,33,227,12,136,3,5,3,5,0,3,35,4,1
18,GALAŢI,"SCOALA NR1 PLEVNA",386,REDIU,77082,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:10",461,447,0,5,9,245,231,0,5,9,212,33,500,255,6,1,19,59,19,87,3,7,1,4,0,3,1,0,2
18,GALAŢI,"ŞCOALA NR.1 SUSENI",340,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:00",1826,1814,0,12,0,979,967,0,12,0,893,86,2000,1021,41,10,239,231,33,254,15,25,6,9,1,5,18,6,0
18,GALAŢI,"ŞCOALA NR.2",182,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:10",988,978,0,10,0,401,391,0,10,0,374,27,1065,664,14,17,8,102,9,176,6,5,0,4,2,2,11,13,5
18,GALAŢI,"ŞCOALA NR.2",183,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:00",1439,1428,1,10,0,556,546,0,10,0,493,63,1560,1004,27,12,17,116,12,209,7,4,4,11,1,11,21,22,19
18,GALAŢI,"ŞCOALA NR. 2 BARCEA",218,BARCEA,75515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:37",840,832,2,5,1,356,349,1,5,1,328,28,1000,644,26,8,8,67,4,196,1,1,0,7,0,3,7,0,0
18,GALAŢI,"ŞCOALA NR. 2 BARCEA",219,BARCEA,75515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:01:08",890,878,0,11,1,388,376,0,11,1,353,35,1000,612,50,0,18,74,6,178,0,0,2,3,0,2,17,3,0
18,GALAŢI,"ŞCOALA NR.2 COROD",264,COROD,75953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:24",1223,1209,0,8,6,621,607,0,8,6,558,63,1347,726,16,4,8,132,179,198,2,4,0,1,1,2,4,6,1
18,GALAŢI,"ŞCOALA NR.2 IVEŞTI",324,IVEŞTI,76601,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:51",760,738,1,14,7,378,357,0,14,7,361,17,800,422,13,3,1,95,3,233,2,1,1,1,0,1,5,1,1
18,GALAŢI,"ŞCOALA NR.2 MATCA",339,MATCA,76692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:41:37",1478,1465,1,12,0,836,824,0,12,0,757,79,1652,816,24,14,209,212,57,189,8,9,5,8,0,5,12,4,1
18,GALAŢI,"SCOALA NR.2 MOVILENI",350,MOVILENI,76745,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:26",1179,1165,0,13,1,520,506,0,13,1,473,47,1224,704,23,34,13,114,6,221,1,9,2,6,1,2,36,2,3
18,GALAŢI,"SCOALA NR.2 PECHEA",369,PECHEA,76969,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:38:07",1495,1480,0,13,2,653,638,0,13,2,596,57,1582,929,15,4,36,322,25,134,5,3,3,6,0,3,37,2,1
18,GALAŢI,"ŞCOALA NR. 3 BARCEA",220,BARCEA,75515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:16",1006,995,0,10,1,475,464,0,10,1,443,32,1072,597,37,9,9,131,7,219,4,1,2,4,1,4,12,3,0
