precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PACT PENTRU GALAȚI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL RE:START ROMÂNIA-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA USR PLUS-voturi","VREME ŞERBAN-voturi","PETREA IONEL-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",169,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:31",1493,1485,0,8,0,490,482,0,8,0,465,25,1600,1110,27,5,9,185,25,90,2,11,24,6,2,11,54,7,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",166,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:22",1472,1463,0,9,0,500,491,0,9,0,479,21,1600,1100,23,2,14,208,27,85,6,16,37,5,4,7,34,6,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",171,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:34:00",1423,1415,0,8,0,454,446,0,8,0,440,14,1600,1146,21,3,7,202,26,75,0,12,18,18,3,3,46,3,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",165,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:28:32",1467,1461,0,6,0,499,493,0,6,0,488,11,1600,1101,19,1,8,204,20,100,2,9,32,7,2,10,60,9,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",172,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:48",1444,1437,1,6,0,521,515,0,6,0,505,16,1600,1079,20,5,9,203,31,109,1,12,39,3,2,9,54,6,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",167,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:56",1548,1535,3,10,0,457,447,0,10,0,438,19,1600,1143,30,4,10,160,23,90,1,9,34,8,1,11,47,6,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",173,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:54:52",1452,1447,0,5,0,511,506,0,5,0,495,16,1600,1089,18,3,2,197,24,122,1,7,47,7,2,7,47,3,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",174,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:35",1322,1317,1,4,0,436,432,0,4,0,418,18,1600,1164,21,2,14,173,23,73,1,6,30,8,1,9,53,2,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",170,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:39",1524,1517,0,7,0,527,520,0,7,0,500,27,1600,1073,19,6,23,180,21,89,1,14,29,13,4,9,79,7,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",168,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:29:37",1542,1529,1,12,0,461,449,0,12,0,453,8,1600,1139,27,2,7,198,19,92,1,10,14,5,0,6,65,2,5
18,GALAŢI,"ŞCOALA GIMNAZIALA ”NEGOIŢĂ DĂNĂILĂ”",328,IVEŞTI,76601,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:45:35",1922,1897,1,8,16,826,802,0,8,16,768,58,2100,1274,9,5,12,239,11,444,5,1,8,5,1,0,21,4,3
18,GALAŢI,"SCOALA GIMNAZIALA NR.1",293,DRĂGUŞENI,76175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:09",583,582,0,1,0,251,250,0,1,0,197,54,600,349,11,8,1,107,10,50,2,5,2,0,0,0,0,0,1
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",403,ŞENDRENI,75114,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:41:52",1787,1756,3,6,22,877,849,0,6,22,823,54,1956,1079,105,7,19,270,31,210,0,11,17,11,4,37,80,12,9
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",321,INDEPENDENŢA,76585,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:23",1342,1331,1,1,9,710,700,0,1,9,670,40,1509,799,224,15,5,200,37,136,1,1,4,8,6,5,21,2,5
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",404,ŞENDRENI,75114,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:07:30",1202,1180,0,2,20,637,615,0,2,20,602,35,1313,676,73,3,13,164,17,178,3,2,8,10,0,46,65,10,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1",425,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:24",988,949,0,5,34,570,532,0,5,33,508,62,1083,513,14,3,10,241,25,131,7,3,1,4,1,2,58,7,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",333,LIEŞTI,76674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:11",1698,1691,2,5,0,652,647,0,5,0,609,43,1800,1148,13,10,25,128,33,315,3,25,5,5,0,14,23,5,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1",381,PRIPONEŞTI,77028,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:55:50",887,800,0,68,19,518,431,0,68,19,450,68,910,392,8,2,4,285,21,71,4,0,0,7,0,4,40,4,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1",426,"VALEA MĂRULUI",77475,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:14",793,758,0,6,29,428,393,0,6,29,384,44,873,445,14,7,10,230,13,54,6,4,2,3,0,6,34,0,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",114,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:02:46",1745,1739,0,6,0,572,566,0,6,0,549,23,2000,1428,24,8,7,258,29,104,3,7,18,9,2,8,55,7,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",111,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:26:51",1615,1607,1,7,0,524,517,0,7,0,507,17,1800,1276,18,4,10,248,34,79,3,15,30,12,2,8,32,6,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",112,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:55",1668,1661,0,7,0,544,537,0,7,0,524,20,1800,1256,28,4,9,218,30,88,4,15,21,16,0,11,62,5,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",113,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:08",1447,1440,0,7,0,499,492,0,7,0,481,18,1600,1101,20,7,8,226,26,82,2,12,15,5,2,11,55,3,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",110,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:47",1596,1592,0,4,0,551,547,0,4,0,529,22,1800,1249,30,9,7,193,36,109,2,11,43,11,5,10,54,5,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",33,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:25:28",1277,1262,1,13,1,481,467,0,13,1,467,14,1400,919,16,10,6,158,34,87,2,19,32,5,2,15,70,9,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",32,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:02",1272,1261,1,10,0,496,486,0,10,0,484,12,1400,904,28,7,13,135,23,111,4,10,46,5,3,11,76,5,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",31,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:35",1176,1168,1,7,0,390,383,0,7,0,371,19,1300,910,16,5,6,134,23,80,2,9,15,6,3,23,37,8,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",30,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:20",1356,1348,0,8,0,502,494,0,8,0,480,22,1500,998,29,4,8,181,24,99,2,7,34,7,2,8,64,4,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",60,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:48:15",1796,1789,1,6,0,525,519,0,6,0,496,29,2000,1475,51,6,12,209,22,77,4,8,25,8,4,9,50,6,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",61,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:24",1778,1772,1,5,0,426,421,0,5,0,390,36,2000,1574,37,7,7,161,19,61,1,7,14,10,2,22,30,12,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",59,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:32:08",1794,1779,0,15,0,536,521,0,15,0,515,21,2000,1464,33,7,9,222,28,83,3,13,20,14,2,17,50,9,5
18,GALAŢI,"”ȘCOALA GIMNAZIALĂ NR. 1 BĂLENI”",230,BĂLENI,75668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:01",950,899,2,0,49,531,482,0,0,49,482,49,1000,469,53,4,12,241,4,136,9,1,0,9,0,5,4,2,2
18,GALAŢI,"”ȘCOALA GIMNAZIALĂ NR. 1 BĂLENI”",231,BĂLENI,75668,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:53",951,893,0,1,57,538,480,0,1,57,479,55,1083,549,47,6,9,233,10,154,5,3,1,3,1,4,2,0,1
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 BRĂHĂŞEŞTI",245,BRĂHĂŞEŞTI,75766,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:14",1015,1013,0,1,1,456,454,0,1,1,379,77,1100,644,9,46,6,173,5,124,2,0,1,6,0,4,1,1,1
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 BRĂHĂŞEŞTI",244,BRĂHĂŞEŞTI,75766,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 11:33:19",1322,1311,0,3,8,557,546,0,3,8,487,69,1600,1044,23,81,4,234,2,128,3,0,1,5,0,1,2,3,0
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 CHIRAFTEI",347,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:28",1083,1065,1,7,10,455,439,0,7,9,391,64,1200,745,32,6,5,237,12,68,6,0,2,2,0,2,16,2,1
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 COMUNA POIANA,JUDETUL GALATI",378,POIANA,77587,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:27",1079,990,0,59,30,708,619,0,59,30,643,65,1154,446,18,4,1,374,9,209,6,2,2,5,0,6,4,3,0
18,GALAŢI,"SCOALA GIMNAZIALA NR 1 GHE. POALELUNGI MASTACANI",345,MĂSTĂCANI,76718,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:49",1092,1055,0,24,13,421,384,0,24,13,368,53,1140,719,13,3,6,193,9,115,5,1,2,6,0,6,6,3,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 GHIDIGENI",309,GHIDIGENI,76406,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:26",1681,1673,0,8,0,882,874,0,8,0,783,99,1800,918,26,29,140,237,10,324,3,2,0,4,1,3,3,0,1
18,GALAŢI,"ŞCOALA GIMNAZIALA NR.1 GOHOR",314,GOHOR,76497,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:06:21",1443,1368,1,17,57,904,833,1,17,53,816,88,1488,584,20,7,8,509,13,232,5,3,0,6,0,6,3,4,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 SAT BALINTEȘTI",239,BEREŞTI-MERIA,75356,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:16",770,750,0,8,12,418,398,0,8,12,382,36,800,382,9,5,0,208,23,112,3,1,0,5,2,3,9,2,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",234,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:59",408,397,0,3,8,224,213,0,3,8,207,17,470,246,17,3,4,81,15,71,1,1,2,2,0,1,2,3,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",235,BEREŞTI-MERIA,75356,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:17:34",559,551,1,3,4,279,272,0,3,4,228,51,625,346,2,4,3,89,12,76,5,21,3,1,0,0,5,7,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1(ŞCOALA GENERALA DE 8 CLASETUDOR VLADIMIRESCU MOARĂ)",407,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:51",803,795,3,5,0,349,344,0,5,0,310,39,882,533,8,1,5,150,30,78,3,7,2,8,1,6,8,0,3
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 STOICANI",300,FOLTEŞTI,76282,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:01",848,835,0,7,6,448,435,0,7,6,407,41,892,444,73,6,23,167,15,97,3,6,1,3,0,2,8,3,0
18,GALAŢI,"SCOALA GIMNAZIALĂ NR.1 SUHURLUI",402,SUHURLUI,77601,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:04",1132,1100,0,4,28,583,551,0,4,28,501,82,1241,658,59,11,2,106,26,271,7,2,2,4,0,4,4,1,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 UMBRĂREȘTI",418,UMBRĂREŞTI,77402,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:21:59",1699,1692,1,6,0,735,729,0,6,0,662,73,1800,1065,43,34,24,230,5,287,7,1,3,7,0,4,10,7,0
18,GALAŢI,"SCOALA GIMNAZIALA NR.2",351,MUNTENI,75258,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:03",1360,1318,2,11,29,816,775,1,11,29,744,72,1480,664,32,10,12,473,14,147,3,4,5,11,0,12,19,2,0
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2",322,INDEPENDENŢA,76585,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:16:42",1617,1597,2,4,14,874,855,1,4,14,820,54,1800,926,306,18,11,167,76,173,3,4,12,14,11,5,16,0,4
18,GALAŢI,"SCOALA GIMNAZIALĂ NR.2",254,CAVADINEŞTI,75864,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:44:08",895,843,1,19,32,591,540,0,19,32,549,42,900,308,18,9,9,215,4,276,2,3,2,0,0,10,1,0,0
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",334,LIEŞTI,76674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:24",1433,1426,0,6,1,514,507,0,6,1,471,43,1600,1086,29,6,13,98,15,242,1,35,6,6,1,5,11,1,2
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",335,LIEŞTI,76674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:25",1374,1360,0,8,6,531,517,0,8,6,509,22,1500,969,13,7,9,90,19,293,2,34,8,9,2,5,11,4,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",44,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:19",1932,1925,0,7,0,629,622,0,7,0,605,24,2200,1571,40,8,20,188,49,128,3,16,45,13,7,18,60,4,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",45,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:34",1931,1923,0,8,0,23,15,0,8,0,23,0,2200,2177,1,2,0,2,0,6,0,2,1,1,0,2,4,1,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",46,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:11",1958,1927,6,17,8,524,507,0,9,8,498,26,2200,1676,28,5,20,181,31,101,1,9,20,13,4,15,56,7,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",68,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:58",1471,1461,3,7,0,518,511,0,7,0,504,14,1600,1082,49,6,14,231,27,77,2,6,19,9,1,12,40,6,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",69,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:33",1521,1510,1,10,0,494,484,0,10,0,465,29,1700,1206,23,2,9,212,33,88,4,9,10,13,2,25,33,1,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",67,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:32:51",1484,1475,0,9,0,500,491,0,9,0,470,30,1600,1100,35,5,10,212,23,79,2,6,17,10,1,15,41,9,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 24 (ȘCOALA GENERALĂ NR. 24)",47,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:25:10",1563,1549,4,10,0,602,592,0,10,0,594,8,1700,1098,34,5,19,191,22,152,0,15,65,4,2,2,72,6,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",35,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:18",1502,1488,2,12,0,508,496,0,12,0,483,25,1700,1192,18,6,13,166,29,94,1,12,46,8,5,15,56,9,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",36,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:02",1275,1257,1,8,9,403,386,0,8,9,392,11,1400,997,27,7,11,119,25,82,3,13,43,6,0,11,37,5,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",34,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:07:53",1484,1471,0,13,0,487,474,0,13,0,476,11,1600,1113,23,9,9,193,20,85,1,8,30,9,1,9,72,6,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",2,"MUNICIPIUL GALAŢI",75098,5,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 10:55:27",1200,1127,64,9,0,415,406,0,9,0,403,12,1200,785,27,2,4,131,20,96,3,9,33,4,3,8,53,8,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",1,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:06",1245,1209,28,8,0,409,400,1,8,0,398,11,1400,991,27,1,4,131,25,94,1,16,39,9,1,12,33,3,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 28 (ŞCOALA GENERALĂ ”MIHAI EMINESCU” - ȘCOALA GENERALĂ NR. 28)",3,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:51",1217,1198,9,10,0,471,461,0,10,0,462,9,1400,929,20,4,13,136,25,121,2,9,43,8,2,6,65,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 28 (ŞCOALA GENERALĂ ”MIHAI EMINESCU” - ȘCOALA GENERALĂ NR. 28)",7,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:28",955,941,6,8,0,359,351,0,8,0,352,7,1100,741,23,1,11,152,23,68,0,7,14,2,3,3,29,9,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 28 (ŞCOALA GENERALĂ ”MIHAI EMINESCU” - ȘCOALA GENERALĂ NR. 28)",6,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:14",1301,1265,28,8,0,490,480,2,8,0,476,14,1401,911,35,1,5,176,29,101,1,10,39,3,3,5,61,1,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 28 (ŞCOALA GENERALĂ ”MIHAI EMINESCU” - ȘCOALA GENERALĂ NR. 28)",5,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:04",1310,1297,2,10,1,485,474,0,10,1,466,19,1398,913,26,3,12,175,22,99,1,6,38,2,2,7,66,2,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 28 (ŞCOALA GENERALĂ ”MIHAI EMINESCU” - ȘCOALA GENERALĂ NR. 28)",4,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 18:25:39",1083,1053,23,7,0,415,408,0,7,0,396,16,1098,686,19,4,8,139,19,97,2,8,34,1,1,4,53,4,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",66,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:38",1451,1441,1,9,0,529,520,0,9,0,507,22,1600,1071,29,3,10,200,24,115,1,10,31,7,2,4,54,9,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",63,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:47:08",1607,1597,1,9,0,502,493,0,9,0,480,22,1800,1298,24,8,11,216,20,104,1,10,13,11,3,6,41,7,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",64,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:53",1545,1535,1,9,0,515,506,0,9,0,489,26,1700,1185,20,4,16,205,34,75,1,8,24,8,6,13,60,10,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",65,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:04:54",1328,1319,0,9,0,454,445,0,9,0,445,9,1500,1046,29,5,13,203,24,66,1,10,24,4,1,11,38,4,12
