precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA PENTRU UNITATEA RROMILOR-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.2",66,"MUNICIPIUL MORENI",65841,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 16:00:16",1089,1079,0,9,1,460,450,0,9,1,432,28,1198,738,115,7,184,10,51,51,1,7,5,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2",383,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:01",1130,1123,1,6,0,491,485,0,6,0,460,31,1240,749,58,12,343,10,22,4,7,2,2,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2 GHIRDOVENI",269,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:50",1189,1186,0,3,0,650,647,0,3,0,605,45,1310,660,172,17,308,7,54,21,1,12,10,3
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",284,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:44",926,922,1,3,0,599,596,0,3,0,561,38,1010,411,268,37,110,7,123,1,0,4,9,2
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",285,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:39",964,962,0,2,0,620,618,0,2,0,566,54,1060,440,260,45,93,13,131,3,2,7,11,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",124,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:55",1026,1018,0,6,2,518,510,0,6,2,485,33,1126,608,286,9,102,25,49,6,1,3,4,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",123,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:11",1254,1248,1,5,0,607,602,0,5,0,568,39,1365,758,336,11,111,37,50,4,2,8,8,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",72,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:21",1266,1254,2,10,0,568,558,0,10,0,537,21,1380,812,145,8,149,20,106,78,4,4,23,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",76,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:14",975,959,3,13,0,427,414,0,13,0,399,15,1060,646,102,18,88,16,70,78,1,5,21,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",75,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:57",949,941,0,6,2,417,409,0,6,2,408,9,1030,613,140,5,95,26,51,68,2,2,19,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",74,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:34",724,718,0,5,1,276,270,0,5,1,269,7,800,524,88,5,65,13,41,48,0,2,7,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",73,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:47",784,773,0,10,1,320,309,0,10,1,308,12,860,540,91,4,71,8,62,52,4,4,11,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.3 DOICEȘTI",230,DOICEŞTI,65413,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:01",1559,1549,1,8,1,744,735,0,8,1,695,49,1695,951,223,22,298,14,107,8,2,9,9,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 3 PUCIOASA",112,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:52",1247,1238,0,9,0,471,462,0,9,0,442,29,1370,899,137,11,213,13,22,4,4,6,31,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",77,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:35:50",990,984,1,5,0,388,383,0,5,0,380,8,1080,692,105,10,95,14,68,67,3,6,11,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",78,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:35",658,649,0,9,0,269,260,0,9,0,258,11,720,451,77,5,54,14,35,56,2,3,12,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",79,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:31",873,860,2,11,0,369,358,0,11,0,352,17,950,581,81,3,111,10,57,75,6,4,5,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",80,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:24",915,903,1,11,0,414,403,0,11,0,401,13,990,576,105,11,62,26,44,122,2,7,22,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",81,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:05",838,834,0,4,0,358,354,0,4,0,345,13,920,562,94,6,102,9,46,59,1,1,27,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 5 GLODENI",113,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:33",1034,1030,0,4,0,432,428,0,4,0,402,30,1140,708,188,10,131,38,14,1,3,1,16,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ” NUCET ”",315,NUCET,68280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:53",946,927,0,4,15,571,552,0,4,15,537,34,1050,479,87,8,380,2,48,8,2,0,2,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”NUCET”",316,NUCET,68280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:09",893,879,1,4,9,537,524,0,4,9,503,34,960,423,96,8,325,3,58,3,3,2,5,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ OCNIȚA",320,OCNIŢA,68324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:31:53",1343,1337,1,4,1,771,766,0,4,1,724,47,1475,704,253,18,295,28,75,16,20,10,7,2
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ODOBEȘTI",322,ODOBEŞTI,68342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:31",1289,1280,0,9,0,844,835,0,9,0,786,58,1403,559,362,11,285,15,62,13,5,5,28,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PĂTROAIA VALE",218,CRÂNGURILE,67167,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:52",924,909,0,14,1,630,615,0,14,1,584,46,1000,370,233,20,295,7,20,4,2,1,2,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERŞINARI",327,PERŞINARI,179935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:17",1163,1134,0,2,27,549,520,0,2,27,503,46,1250,701,138,8,296,21,29,3,1,2,5,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERȘINARI",328,PERŞINARI,179935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:54",1191,1155,0,2,34,615,579,0,2,34,561,54,1266,651,165,12,311,33,29,5,1,1,3,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PETREŞTI",196,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:05",529,526,0,3,0,338,335,0,3,0,314,24,580,242,98,5,190,6,11,2,0,0,2,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ PETREŞTI",330,PETREŞTI,65752,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:03",1150,1145,0,4,1,586,581,0,4,1,540,46,1260,674,290,24,82,6,39,84,2,3,6,4
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA PICTOR NICOLAE GRIGORESCU",126,"ORAŞ TITU",66081,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:39",1312,1303,5,4,0,696,692,0,4,0,670,26,1440,744,324,21,148,60,80,12,3,4,18,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROFESOR ILIE POPESCU”",381,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:24",1521,1512,0,4,5,713,704,0,4,5,670,43,1664,951,109,23,468,6,31,12,6,1,13,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ PUCIOASA-SAT",115,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:52",356,352,0,4,0,194,190,0,4,0,188,6,396,202,60,6,95,6,8,1,0,3,9,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RACIU",353,RACIU,179891,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:27",1233,1223,2,2,6,723,714,1,2,6,685,38,1345,622,199,35,337,12,83,4,2,3,10,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",101,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:41",1149,1142,1,6,0,568,562,0,6,0,549,19,1260,692,269,23,115,40,79,3,4,8,8,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",100,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:06",672,660,1,11,0,297,286,0,11,0,289,8,730,433,138,8,95,9,23,4,0,2,10,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",102,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:23",1568,1561,0,4,3,716,709,0,4,3,668,48,1720,1004,378,21,142,18,79,5,2,6,14,3
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RĂSCĂEŢI",357,RĂSCĂEŢI,179926,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:39",989,939,0,8,42,710,660,0,8,42,686,24,1076,366,545,8,101,5,21,1,1,2,2,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RÂU ALB DE JOS",364,"RÂU ALB",179917,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:45",1226,1178,0,44,4,790,742,0,44,4,732,58,1297,507,148,18,436,6,105,8,2,6,3,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RĂZVAD",359,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:31",1106,1088,4,10,4,606,592,0,10,4,574,32,1200,594,116,12,365,12,31,17,5,3,13,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",241,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:05",853,846,0,7,0,432,425,0,7,0,402,30,930,498,87,6,201,8,65,10,6,7,12,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",242,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:53",779,772,1,6,0,398,391,1,6,0,364,34,850,452,119,8,168,7,46,2,4,0,9,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA SCHEIU DE JOS",282,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:12",830,824,1,5,0,475,469,1,5,0,426,49,910,435,114,7,229,4,66,4,1,1,0,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ȘELARU",376,ŞELARU,68887,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:28",772,729,0,43,0,512,469,0,43,0,462,50,775,263,106,19,247,18,65,0,3,3,0,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",97,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:49",840,834,0,6,0,337,331,0,6,0,321,16,920,583,185,6,73,9,34,5,2,2,3,2
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",98,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:35",1224,1215,0,8,1,530,521,0,8,1,502,26,1340,811,245,16,141,13,68,7,1,4,7,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",99,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:50",1322,1315,0,5,2,602,595,0,5,2,580,22,1470,868,272,14,162,14,83,7,5,6,16,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",96,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:32",1315,1305,1,9,0,566,557,0,9,0,543,23,1450,884,264,12,130,18,86,10,2,2,18,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ SERDANU",287,LUNGULEŢU,67906,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:01:18",1032,1030,0,2,0,682,680,0,2,0,622,50,1130,458,276,20,84,7,219,4,1,6,5,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",375,"SLOBOZIA MOARĂ",105142,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:05",848,835,0,5,8,662,649,0,5,8,619,43,910,248,190,79,312,5,18,6,4,4,1,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",374,"SLOBOZIA MOARĂ",105142,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:22:43",875,847,1,14,13,670,643,0,14,13,630,39,936,267,173,75,355,3,14,2,1,0,7,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”STAN ȘTEFAN”",421,VLĂDENI,179711,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:42",1311,1302,2,4,3,789,781,1,4,3,703,86,1436,647,144,19,326,39,65,6,2,5,97,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ȘUȚA SEACĂ - RACIU",354,RACIU,179891,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:41",733,724,0,3,6,438,429,0,3,6,422,16,790,352,160,14,168,25,48,2,2,1,2,0
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ TĂRTĂŞEŞTI",384,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:34",858,845,2,11,0,488,477,0,11,0,452,36,940,452,88,13,316,9,11,3,3,1,8,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”TEIUL DOAMNEI” - CORP B",379,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:44",864,858,0,6,0,375,369,0,6,0,360,15,940,565,101,9,187,6,31,8,3,0,15,0
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TELEȘTI",280,LUDEŞTI,67835,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:04",1393,1392,0,1,0,779,778,0,1,0,726,53,1534,755,132,26,516,7,34,6,2,0,2,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TOMȘANI",216,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:01",1037,1023,1,0,13,616,603,0,0,13,562,41,1140,537,304,8,144,7,84,5,2,3,0,5
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ULIEŞTI",392,ULIEŞTI,68976,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:26",1038,1031,0,7,0,720,713,0,7,0,689,31,1144,424,439,16,65,5,142,10,4,4,4,0
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ULMI",396,ULMI,65501,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:54",1135,1125,3,7,0,555,547,1,7,0,531,24,1230,675,141,11,323,11,21,9,0,4,10,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ UNGURENI-DRAGOMIREŞTI",243,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:34",1094,1088,0,6,0,484,478,0,6,0,443,41,1200,716,84,19,287,3,19,5,6,2,10,8
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ VALEA MARE",405,"VALEA MARE",69170,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:55",1199,1191,0,8,0,806,798,0,8,0,717,89,1311,505,145,43,457,6,27,23,5,3,7,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",362,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:59",1290,1266,1,13,10,671,648,0,13,10,650,21,1406,735,162,14,336,56,37,13,3,5,23,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",361,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:37",1463,1447,0,11,5,679,663,0,11,5,652,27,1580,901,154,10,316,33,71,11,5,3,48,1
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ”VASILE VOICULESCU” BEZDEAD",143,BEZDEAD,66330,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:51",1378,1368,0,4,6,633,623,0,4,6,604,29,1500,867,405,14,102,7,65,1,4,1,4,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",261,"GURA ŞUŢII",67648,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:10:58",893,874,0,2,17,566,547,0,2,17,534,32,980,414,220,20,251,4,22,1,3,4,7,2
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",260,"GURA ŞUŢII",67648,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:54",877,859,1,4,13,537,519,1,4,13,492,45,960,423,190,12,251,4,28,2,0,0,4,1
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ SPERIEȚENI",263,"GURA ŞUŢII",67648,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:08",1472,1446,0,5,21,680,654,0,5,21,604,76,1624,944,201,9,349,8,27,1,3,1,4,1
16,DÂMBOVIŢA,"SCOALA GLOD",305,MOROENI,68182,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:30",1410,1384,0,25,1,1011,985,0,25,1,888,123,1523,512,236,24,564,9,31,4,8,2,8,2
16,DÂMBOVIŢA,"ȘCOALA ”GRIGORE ALEXANDRESCU”",55,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:24",1366,1359,0,7,0,424,417,0,7,0,411,13,1520,1096,96,5,226,23,23,15,3,4,15,1
16,DÂMBOVIŢA,"ȘCOALA ”GRIGORE ALEXANDRESCU”",57,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:25",790,785,0,5,0,280,275,0,5,0,269,11,870,590,65,4,140,6,16,7,3,0,26,2
16,DÂMBOVIŢA,"ȘCOALA ”GRIGORE ALEXANDRESCU”",58,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:58:56",742,732,0,10,0,252,242,0,10,0,246,6,820,568,52,4,120,10,21,14,1,6,18,0
16,DÂMBOVIŢA,"ȘCOALA ”GRIGORE ALEXANDRESCU”",56,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:20",1307,1287,1,3,16,435,416,0,3,16,424,11,1420,985,123,13,204,14,33,10,0,4,21,2
16,DÂMBOVIŢA,"ȘCOALA ÎNVĂȚĂTOR IULIAN RUSU",229,DOBRA,67292,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:41:43",1563,1534,0,12,17,983,954,0,12,17,904,79,1686,703,150,15,406,259,52,5,3,5,9,0
16,DÂMBOVIŢA,"ȘCOALA ”ION ALEXANDRU BRĂTESCU-VOINEȘTI”",35,"MUNICIPIUL TÂRGOVIŞTE",65342,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:54:10",1063,1055,1,7,0,389,382,0,7,0,376,13,1074,685,108,10,166,11,14,21,2,4,39,1
16,DÂMBOVIŢA,"ȘCOALA ”ION ALEXANDRU BRĂTESCU-VOINEȘTI”",37,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:52",871,863,0,8,0,218,210,0,8,0,206,12,950,732,50,6,95,7,20,12,5,5,5,1
16,DÂMBOVIŢA,"ȘCOALA ”ION ALEXANDRU BRĂTESCU-VOINEȘTI”",36,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:38",880,874,2,4,0,310,306,0,4,0,301,9,960,650,95,10,116,16,24,7,2,3,28,0
16,DÂMBOVIŢA,"SCOALA ”ION CIORANESCU”",303,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:53:53",1270,1195,0,51,24,732,657,0,51,24,658,74,1320,588,210,6,346,21,49,9,1,3,13,0
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",277,LUCIENI,67773,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:05:02",987,972,1,4,10,659,644,1,4,10,631,28,1090,431,183,8,276,66,47,5,30,7,9,0
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",278,LUCIENI,67773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:12",1063,1053,0,1,9,612,602,0,1,9,575,37,1165,553,158,12,212,46,53,7,74,3,10,0
16,DÂMBOVIŢA,"ŞCOALA MĂNĂSTIREA",176,COBIA,66580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:42",409,389,0,4,16,283,263,0,4,16,268,15,450,167,66,9,169,2,13,0,2,2,2,3
16,DÂMBOVIŢA,"ȘCOALA MĂRGINENII DE SUS",227,DĂRMĂNEŞTI,67256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:04",877,864,0,12,1,549,536,0,12,1,509,40,950,401,324,17,109,3,15,25,1,0,15,0
16,DÂMBOVIŢA,"ȘCOALA MERII",300,MOGOŞANI,68128,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:13:57",787,779,1,6,1,565,558,0,6,1,537,28,870,305,239,19,214,1,44,5,2,6,4,3
16,DÂMBOVIŢA,"SCOALA MUSCEL",306,MOROENI,68182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:36",73,66,0,7,0,47,40,0,7,0,41,6,70,23,6,1,26,1,6,1,0,0,0,0
16,DÂMBOVIŢA,"SCOALA NOUA GENERALA MESTEACAN",413,VĂLENI-DÂMBOVIŢA,69303,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:53",216,216,0,0,0,157,157,0,0,0,152,5,240,83,43,3,92,3,9,0,1,1,0,0
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA",340,POIANA,68431,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:04",849,846,0,3,0,566,563,0,3,0,510,56,910,344,89,19,383,4,11,2,1,0,1,0
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA, SAT POIANA",339,POIANA,68431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:07",1089,1089,0,0,0,719,719,0,0,0,673,46,1215,496,102,9,531,5,14,4,3,1,4,0
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",237,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:57",717,704,0,12,1,395,382,0,12,1,368,27,778,383,103,10,148,5,80,2,7,7,4,2
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",236,DRAGODANA,67327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:39",1083,1060,0,23,0,671,648,0,23,0,623,48,1190,519,152,23,249,8,169,2,3,6,10,1
16,DÂMBOVIŢA,"ȘCOALA NR.2 POIANA",341,POIANA,68431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:53",896,886,0,7,3,521,511,0,7,3,442,79,970,449,73,13,329,6,10,2,4,0,4,1
16,DÂMBOVIŢA,"ŞCOALA OLTENI",279,LUCIENI,67773,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:59",454,442,2,9,1,297,287,0,9,1,286,11,490,193,79,8,160,14,10,1,9,1,4,0
16,DÂMBOVIŢA,"ȘCOALA ”PAUL BANICĂ”",25,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:44",1118,1108,0,10,0,364,354,0,10,0,349,15,1240,876,95,19,152,15,17,14,9,3,24,1
16,DÂMBOVIŢA,"ȘCOALA ”PAUL BANICĂ”",26,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:28",1060,1049,0,11,0,301,290,0,11,0,288,13,1160,859,97,12,115,15,17,8,2,4,17,1
16,DÂMBOVIŢA,"ŞCOALA PITARU",344,POTLOGI,68468,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:32",692,684,1,7,0,326,319,0,7,0,300,26,760,434,63,15,182,5,31,2,0,0,2,0
