precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-voturi","ALIANȚA PSD-PPU (sl)-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REPUBLICAN DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","BLOCUL UNITĂȚII NAȚIONALE-voturi","BRÂNCOVAN CRISTIAN TIBERIU-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:26",1304,1292,1,9,2,512,501,0,9,2,493,19,1400,888,26,26,30,234,24,2,66,52,6,5,6,2,3,2,0,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:03",1312,1301,0,10,1,558,547,0,10,1,542,16,1400,842,24,24,19,300,26,2,58,60,5,6,3,2,4,5,0,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",67,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:44",996,971,9,8,8,393,377,0,8,8,387,6,1100,707,16,9,13,101,25,3,49,137,1,6,1,0,6,4,0,16
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:38",1242,1227,3,11,1,382,370,0,11,1,372,10,1400,1018,27,7,6,101,23,2,33,135,3,2,1,1,6,7,1,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",148,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:24:19",1250,1244,0,5,1,340,334,0,5,1,333,7,1500,1160,24,8,6,83,8,3,31,132,6,5,2,0,7,3,0,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",149,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:54",1067,1056,0,11,0,334,323,0,11,0,324,10,1200,866,16,9,11,103,10,0,28,118,1,3,1,1,4,2,0,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",146,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:21",1111,1084,20,7,0,335,327,1,7,0,326,9,1200,865,28,15,3,108,13,4,35,89,1,4,1,2,2,4,0,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",147,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:38",1361,1348,5,8,0,449,441,0,8,0,433,16,1500,1051,20,9,11,118,13,0,56,164,3,9,3,2,7,3,0,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",142,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:51",1286,1278,5,3,0,375,371,1,3,0,371,4,1400,1025,24,13,4,105,32,3,42,118,2,3,3,0,2,8,0,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",139,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:40",1373,1363,3,7,0,440,433,0,7,0,435,5,1500,1060,25,8,3,139,14,1,49,162,0,5,2,1,3,5,1,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",140,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 19:42:33",1087,1053,21,13,0,382,369,0,13,0,362,7,1200,831,24,12,4,107,20,3,24,147,2,4,2,1,0,6,0,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",141,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:25",1255,1240,9,6,0,467,461,0,6,0,459,8,1400,933,41,12,13,87,19,1,41,208,3,5,2,0,2,7,0,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",100,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:53:30",1507,1495,4,8,0,503,495,0,8,0,494,9,1700,1197,35,13,13,136,10,2,50,194,5,5,0,1,9,3,0,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",99,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:37:16",1569,1558,0,11,0,507,496,0,11,0,496,11,1800,1282,28,8,13,157,18,5,46,177,2,8,4,0,4,7,1,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",161,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:07:49",1046,976,17,13,40,424,371,0,13,40,412,12,1100,676,11,15,9,114,21,4,64,149,5,2,2,2,6,3,0,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",160,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:58",1151,1064,29,19,39,475,416,1,19,39,459,16,1200,725,17,14,5,117,16,1,75,179,3,4,2,0,9,8,1,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",159,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:40",1446,1348,60,15,23,519,481,0,15,23,511,8,1500,981,14,14,9,134,27,6,75,201,4,4,2,1,4,3,0,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",37,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:26",1466,1454,5,7,0,499,491,1,7,0,492,7,1700,1201,22,16,10,146,19,2,41,192,3,6,1,0,6,10,1,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",38,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:02",1540,1525,4,10,1,553,542,0,10,1,546,7,1700,1147,34,13,8,118,26,3,64,239,8,2,0,0,9,9,0,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",39,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:42",1248,1235,5,8,0,386,378,0,8,0,377,9,1400,1014,14,9,4,109,25,3,35,152,5,4,1,1,4,3,1,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",45,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:35",1397,1382,4,11,0,423,412,0,11,0,417,6,1600,1177,15,8,2,135,8,0,47,177,6,2,1,1,4,2,0,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",42,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:12",1059,1043,8,7,1,376,367,1,7,1,370,6,1201,825,15,12,6,85,15,0,55,155,4,4,0,1,1,7,1,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",44,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:42",1218,1203,1,13,1,458,443,1,13,1,451,7,1400,942,24,13,5,102,22,3,43,198,2,6,2,2,5,8,0,16
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",43,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:30:09",1158,1143,3,11,1,359,347,0,11,1,351,8,1300,941,10,14,6,102,13,2,44,135,1,4,2,0,6,7,0,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",60,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:57:40",1636,1623,0,13,0,448,435,0,13,0,439,9,1800,1352,34,11,8,130,13,6,53,137,4,8,2,1,6,5,2,19
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",58,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:18",1778,1739,25,13,1,561,546,1,13,1,546,15,1900,1339,23,12,8,169,15,4,45,218,6,7,3,1,8,8,2,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",59,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:52:02",1693,1667,9,9,8,657,640,0,9,8,638,19,1900,1243,29,12,16,219,21,1,46,248,1,10,5,2,7,7,0,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",28,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:27",1544,1524,9,11,0,582,571,0,11,0,573,9,1800,1218,29,14,6,135,14,2,58,273,2,8,1,1,6,11,0,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",27,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:07",1370,1347,4,15,4,542,523,0,15,4,540,2,1500,958,9,11,18,169,21,5,73,190,2,8,6,0,8,5,1,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",201,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:09",1602,1595,0,7,0,562,555,0,7,0,542,20,1800,1238,34,34,19,169,17,1,44,174,4,12,1,3,11,7,1,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",202,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:25",1451,1439,7,5,0,523,517,1,5,0,509,14,1600,1077,37,18,13,129,20,4,33,194,4,5,0,4,12,12,1,23
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",206,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:55",1048,1039,1,8,0,321,313,0,8,0,313,8,1200,879,18,10,14,82,24,0,26,110,1,3,2,0,2,3,0,18
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",205,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:09:07",1249,1240,1,8,0,333,325,0,8,0,310,23,1400,1067,27,12,8,86,10,1,29,102,5,8,3,1,2,5,0,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",216,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:39",1484,1472,3,9,0,481,472,0,9,0,471,10,1600,1119,24,23,22,228,17,1,67,48,6,5,9,3,5,6,0,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",104,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:27:58",1376,1361,7,8,0,470,462,0,8,0,463,7,1600,1130,29,13,11,120,21,7,58,157,6,12,4,5,3,5,2,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",105,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:48",1347,1337,0,10,0,414,404,0,10,0,407,7,1500,1086,19,2,8,125,6,3,45,151,1,5,1,1,6,9,0,25
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",103,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:29",1438,1431,0,7,0,417,410,0,7,0,404,13,1700,1283,17,9,9,114,35,3,37,138,4,5,2,3,6,9,0,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",168,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 20:10:00",1531,1510,10,10,1,536,525,0,10,1,528,8,1700,1164,25,15,20,122,14,6,80,198,2,2,5,2,5,9,0,23
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",169,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:23",1142,1130,5,7,0,377,370,0,7,0,373,4,1300,923,25,5,8,101,18,1,42,129,6,6,0,2,6,5,1,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",167,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:25",1523,1507,0,13,3,496,480,0,13,3,488,8,1700,1204,27,13,17,127,24,2,53,179,2,14,2,2,6,6,0,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",166,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:29",1382,1368,5,9,0,479,470,0,9,0,471,8,1600,1121,33,11,11,132,9,1,34,187,5,8,4,1,12,9,0,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",31,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:49:46",782,775,0,7,0,267,260,0,7,0,265,2,900,633,10,5,7,64,15,4,30,112,0,2,0,2,2,3,0,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",36,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:34",1243,1230,7,6,0,475,469,0,6,0,469,6,1400,925,28,11,8,134,4,2,55,198,3,4,3,1,4,6,0,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",32,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:43",942,933,0,9,0,349,340,0,9,0,343,6,1000,651,23,7,8,82,13,3,39,137,3,4,2,3,4,5,2,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",33,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:59:08",1319,1305,7,7,0,436,429,0,7,0,431,5,1500,1064,21,8,7,112,10,1,53,181,6,4,0,4,3,7,0,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",35,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:41",1124,1095,21,7,1,430,422,0,7,1,425,5,1200,770,14,6,7,112,13,0,39,201,1,10,2,0,3,5,0,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",34,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:16",1109,1099,1,9,0,399,390,0,9,0,394,5,1200,801,16,10,6,106,31,0,29,159,6,5,0,1,6,4,0,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",30,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:16:36",1385,1366,5,14,0,514,500,0,14,0,507,7,1600,1086,34,13,9,156,24,0,42,186,3,7,2,0,1,6,1,23
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",29,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:36",1239,1216,9,13,1,437,423,0,13,1,428,9,1400,963,25,7,9,101,22,6,54,167,5,5,0,1,5,7,0,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",26,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:03:48",1280,1269,2,9,0,497,486,2,9,0,474,23,1400,903,15,15,11,127,26,3,50,200,3,4,4,0,2,6,0,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",25,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:42",1336,1321,4,11,0,465,454,0,11,0,446,19,1500,1035,22,8,9,131,15,4,54,158,1,7,0,1,5,6,1,24
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",136,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:58",1486,1474,2,10,0,522,512,0,10,0,512,10,1700,1178,22,11,6,157,11,4,57,198,3,10,0,1,2,7,0,23
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",137,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:29",1572,1564,0,8,0,507,499,0,8,0,500,7,1800,1293,27,12,8,146,18,1,33,210,2,11,4,1,4,5,0,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",133,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:10:49",1595,1573,9,12,1,524,511,0,12,1,514,10,1800,1276,29,11,12,127,15,1,47,221,6,9,0,2,3,3,0,28
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",134,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:19",1535,1525,0,10,0,595,585,0,10,0,585,10,1700,1105,36,7,8,169,18,1,52,248,7,4,0,1,5,6,1,22
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",135,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:07",1968,1939,18,11,0,807,796,0,11,0,803,4,2100,1293,40,21,10,221,13,4,73,364,8,10,2,2,2,10,1,22
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",87,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:55",1651,1637,8,6,0,559,553,0,6,0,549,10,1800,1241,38,16,13,159,23,2,44,206,3,3,1,1,7,3,1,29
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",85,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:26:44",1731,1720,2,9,0,539,530,0,9,0,526,13,1900,1346,26,12,8,137,19,4,48,210,3,11,4,3,6,9,0,26
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",86,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:55:52",1640,1625,2,13,0,539,526,0,13,0,532,7,1808,1269,27,13,5,160,17,1,52,209,1,8,1,5,5,4,0,24
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",88,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:11",1632,1625,2,5,0,515,510,0,5,0,510,5,1900,1385,25,19,8,133,11,0,57,201,5,8,0,2,2,7,0,32
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",83,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:14",1302,1291,5,6,0,401,395,0,6,0,396,5,1391,990,14,8,5,98,18,1,52,171,2,5,1,0,0,5,0,16
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",84,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:07",1222,1216,0,6,0,400,394,0,6,0,379,15,1400,1006,18,10,3,127,19,1,33,139,0,5,1,0,4,2,0,17
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",101,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:24",1372,1362,6,4,0,450,446,0,4,0,442,8,1600,1150,17,12,7,127,17,5,36,178,5,11,2,0,1,4,0,20
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",102,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:13:13",1247,1210,30,7,0,421,412,2,7,0,411,10,1400,962,16,9,9,119,14,4,21,189,1,11,0,0,3,5,1,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.3",209,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:42",1493,1479,3,10,1,497,486,0,10,1,481,16,1700,1203,40,26,23,207,11,5,61,71,1,7,2,2,4,10,2,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",119,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:09",1301,1289,6,4,2,512,506,0,4,2,498,14,1500,988,22,14,7,212,8,0,47,154,3,7,1,0,5,5,0,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",115,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:54:26",1820,1796,9,14,1,760,745,0,14,1,750,6,2000,1240,24,10,10,261,19,0,61,309,4,7,5,2,7,12,0,19
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",116,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:24:52",1337,1319,7,11,0,545,533,1,11,0,542,3,1497,952,21,15,14,203,20,3,39,192,4,7,3,2,4,5,1,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",118,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:56:17",1450,1445,0,5,0,565,560,0,5,0,554,11,1700,1135,27,10,9,194,25,8,52,182,2,12,3,0,2,7,3,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",117,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:36:09",1432,1426,0,6,0,564,558,0,6,0,550,14,1700,1136,27,13,20,239,18,3,47,141,4,3,3,1,6,9,0,16
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",157,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:26",1543,1531,3,7,2,582,573,0,7,2,565,17,1800,1218,27,11,7,237,15,3,33,191,2,4,3,3,2,7,0,20
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",158,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:09",1499,1489,5,5,0,561,556,0,5,0,550,11,1800,1239,20,19,6,202,21,6,55,177,2,8,1,0,4,8,0,21
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.4",213,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:48",994,975,10,9,0,410,400,1,9,0,396,14,1100,690,25,11,17,185,22,4,56,43,3,5,8,3,1,7,0,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",90,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:24:30",1243,1236,2,5,0,436,431,0,5,0,431,5,1400,964,36,5,10,103,14,1,53,171,3,1,1,6,6,0,0,21
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",89,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:13:19",1091,1079,3,9,0,318,309,0,9,0,309,9,1200,882,13,10,10,99,6,2,33,104,5,6,1,1,5,4,1,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",91,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:09",1160,1147,5,8,0,421,413,0,8,0,413,8,1400,979,13,9,8,137,18,2,37,151,1,7,0,0,7,3,0,20
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",92,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:39",1435,1420,4,11,0,446,435,0,11,0,438,8,1600,1154,47,7,11,123,19,0,41,146,4,3,7,4,1,4,0,21
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",198,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:25",1516,1497,8,10,1,455,444,0,10,1,440,15,1700,1245,28,11,14,143,20,3,50,135,1,7,2,0,4,7,0,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",199,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:02",1738,1725,2,11,0,553,542,0,11,0,520,33,2000,1447,26,15,13,153,28,4,48,174,3,0,14,1,10,5,1,25
