precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL RE:START ROMÂNIA-voturi","ALIANȚA PSD-PPU (sl)-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REPUBLICAN DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","BLOCUL UNITĂȚII NAȚIONALE-voturi","BRÂNCOVAN CRISTIAN TIBERIU-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",173,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:52",1370,1362,0,6,2,440,432,0,6,2,424,16,1500,1060,23,14,8,130,9,4,38,159,4,7,0,0,7,5,1,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",172,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:11",1405,1397,1,7,0,511,504,0,7,0,493,18,1600,1089,22,10,5,139,17,3,64,182,8,6,1,3,4,10,0,19
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",171,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:01:14",1473,1467,0,6,0,477,471,0,6,0,469,8,1700,1223,18,17,11,138,7,3,38,188,3,9,4,1,7,5,0,20
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",170,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:20",1538,1430,102,6,0,484,477,1,6,0,468,16,1600,1116,20,16,8,122,6,2,33,222,7,6,1,0,6,5,2,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",175,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:00",1225,1210,3,12,0,465,453,0,12,0,451,14,1400,935,34,10,5,136,13,4,44,163,1,4,5,1,4,8,1,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",174,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:07",1089,1081,3,5,0,370,365,0,5,0,363,7,1200,830,17,9,8,94,20,0,41,135,2,8,1,1,7,4,8,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA”TIMIȘOARA",17,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:30",1739,1727,0,12,0,532,520,0,12,0,520,12,2000,1468,26,17,11,182,10,0,56,176,5,7,2,0,6,9,0,13
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",15,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:11",1068,1063,1,4,0,370,366,0,4,0,365,5,1200,830,24,16,8,113,3,2,33,128,2,5,0,1,5,9,3,13
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",16,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:49",1022,1005,1,16,0,347,331,0,16,0,333,14,1200,853,20,13,6,116,5,2,27,118,1,5,3,0,4,3,0,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ OTELEC",491,OTELEC,159525,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:32",664,654,2,8,0,338,329,1,8,0,324,14,800,462,64,3,36,39,135,1,16,7,6,9,1,0,2,2,1,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ PETROASA MARE",598,"VICTOR VLAD DELAMARINA",159259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:35",879,869,0,9,1,341,331,0,9,1,305,36,900,559,19,1,5,135,4,4,93,6,6,16,1,0,8,2,3,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ PIŞCHIA",508,PIŞCHIA,158181,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:06",1123,1074,4,22,23,666,621,0,22,23,621,45,1300,634,30,38,6,314,5,7,136,33,7,19,9,4,4,5,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RĂCHITA",386,DUMBRAVA,156767,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:31",907,886,0,7,14,538,517,0,7,14,483,55,1000,462,35,31,12,217,31,10,75,25,6,17,0,9,3,6,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RACOVIŢA",512,RACOVIŢA,158243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:22",739,626,0,90,23,540,427,0,90,23,486,54,700,160,78,22,30,237,7,3,76,18,4,5,0,1,1,2,0,2
37,TIMIŞ,"ŞCOALA GIMNAZIALA REMETEA MARE",518,"REMETEA MARE",158396,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:13:46",1499,1451,9,33,6,899,860,0,33,6,828,71,1600,701,56,110,56,332,8,9,111,91,10,24,1,1,9,3,1,6
37,TIMIŞ,"SCOALA GIMNAZIALA SACOSU TURCESC",520,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:16",893,791,3,73,26,525,426,0,73,26,501,24,800,275,27,10,45,271,6,3,50,41,1,0,0,2,4,31,0,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ SÂNANDREI",539,SÂNANDREI,158653,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:53",1821,1805,10,4,2,714,708,0,4,2,679,35,1900,1186,61,37,15,343,13,3,81,70,4,9,0,2,7,23,1,10
37,TIMIŞ,"SCOALA GIMNAZIALA SANDRA",554,ŞANDRA,159464,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:35",1209,1195,1,5,8,569,556,0,5,8,538,31,1300,731,19,11,5,333,7,1,79,38,2,3,0,3,30,1,0,6
37,TIMIŞ,"SCOALA GIMNAZIALA SANDRA",555,ŞANDRA,159464,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:29",860,838,0,7,15,438,416,0,7,15,393,45,1000,562,17,12,0,271,3,0,29,20,3,4,2,0,29,1,0,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN",543,"SÂNMIHAIU ROMÂN",158699,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 22:53:49",1682,1640,0,24,18,960,918,0,24,18,901,59,1800,840,52,30,30,291,24,6,241,142,7,43,3,1,9,7,0,15
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",530,SATCHINEZ,158528,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:15",1351,1339,1,7,4,740,729,0,7,4,659,81,1500,760,83,18,6,434,3,4,45,35,0,5,1,2,9,6,0,8
37,TIMIŞ,"SCOALA GIMNAZIALA SATCHINEZ",529,SATCHINEZ,158528,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:17:28",1173,1163,2,3,5,574,566,0,3,5,527,47,1300,726,76,23,14,308,11,6,45,19,3,8,3,2,5,1,0,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",562,"TEREMIA MARE",158859,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:31",1129,1123,0,4,2,520,514,0,4,2,471,49,1200,680,31,18,16,305,19,0,30,12,11,3,2,2,9,7,0,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",561,"TEREMIA MARE",158859,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:06",1134,1129,2,2,1,524,521,0,2,1,481,43,1300,776,40,12,14,323,19,6,22,8,10,3,0,3,9,3,2,7
37,TIMIŞ,"ŞCOALA GIMNAZIALA THEODOR BUCURESCU NR.1, SÂNNICOLAU MARE, PARTER",297,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:58",1844,1796,10,8,30,781,743,0,8,30,745,36,2000,1219,93,12,17,424,27,3,68,68,6,11,1,2,4,4,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALA ULIUC",525,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:35",616,585,2,28,1,329,299,1,28,1,292,37,600,271,19,14,10,91,9,1,62,21,4,26,1,1,1,23,1,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ UTVIN",546,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:00:53",1381,1363,0,11,7,765,747,0,11,7,722,43,1500,735,77,14,20,338,11,0,117,88,19,6,3,1,7,2,1,18
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ VARIAŞ",590,VARIAŞ,159213,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:40:24",1858,1822,1,26,9,965,930,0,26,9,904,61,2000,1035,525,19,2,123,26,6,26,131,11,10,0,3,8,2,1,11
37,TIMIŞ,"SCOALA PRIMARA",374,DAROVA,156623,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:17",712,666,0,12,34,471,425,0,12,34,420,51,800,329,89,16,107,69,4,3,71,33,10,4,0,1,6,3,1,3
37,TIMIŞ,"ȘCOALA PRIMARĂ BĂRĂTEAZ",531,SATCHINEZ,158528,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:59",567,558,2,3,4,285,278,0,3,4,270,15,600,315,23,8,27,155,6,2,25,9,3,1,0,0,3,4,0,4
37,TIMIŞ,"ŞCOALA PRIMARĂ BĂTEȘTI,",259,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:15",403,390,0,9,4,209,196,0,9,4,189,20,400,191,7,13,21,78,1,3,50,4,1,0,0,0,5,3,0,3
37,TIMIŞ,"ŞCOALA PRIMARA BERINI",521,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:09",429,404,5,19,1,212,192,0,19,1,181,31,500,288,13,8,6,99,7,0,16,18,3,2,1,0,2,2,0,4
37,TIMIŞ,"ŞCOALA PRIMARĂ BOBDA",352,CENEI,156277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:53",767,732,0,8,27,457,422,0,8,27,405,52,800,343,30,41,10,161,8,3,54,52,7,7,7,1,17,5,0,2
37,TIMIŞ,"ŞCOALA PRIMARA BRESTEA",377,DENTA,156669,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:43",406,389,0,8,9,253,236,0,8,9,197,56,486,233,7,13,7,31,8,2,101,7,2,6,2,2,4,1,1,3
37,TIMIŞ,"ŞCOALA PRIMARĂ BUCOVĂȚ",385,DUMBRAVA,156767,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:00",417,393,0,9,15,328,304,0,9,15,285,43,500,172,16,12,12,86,26,2,103,7,6,0,1,1,5,8,0,0
37,TIMIŞ,"ȘCOALA PRIMARĂ BUNEA MARE",263,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:11",166,157,0,9,0,96,87,0,9,0,75,21,200,104,1,3,5,37,1,1,20,2,1,3,0,0,1,0,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ BUTIN",271,"ORAŞ GĂTAIA",157086,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:34:01",323,316,0,7,0,190,183,0,7,0,176,14,400,210,4,2,2,125,6,0,20,4,0,0,1,0,10,1,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂLACEA",488,ORŢIŞOARA,158010,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:38",615,590,10,8,7,347,332,0,8,7,321,26,700,353,12,13,87,79,10,0,83,14,8,1,3,0,5,1,1,4
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂPĂT",513,RACOVIŢA,158243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:02",221,198,0,22,1,153,130,0,22,1,139,14,200,47,15,4,11,70,3,0,27,3,2,2,0,0,0,0,0,2
37,TIMIŞ,"ȘCOALA PRIMARĂ CEBZA",247,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:11:47",632,610,0,14,8,282,260,0,14,8,258,24,700,418,18,9,6,90,12,4,82,25,0,2,1,2,4,1,1,1
37,TIMIŞ,"ŞCOALA PRIMARA CERNETEAZ",416,GIARMATA,157246,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:00:47",1177,1154,3,14,6,606,586,0,14,6,548,58,1301,695,12,14,115,237,11,7,59,41,5,12,18,0,3,5,3,6
37,TIMIŞ,"ȘCOALA PRIMARĂ CLADOVA ȘI GRĂDINIȚA CU PROGRAM NORMAL CLADOVA",324,BETHAUSEN,155840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:32",363,332,0,13,18,292,261,0,13,18,263,29,402,110,17,11,5,130,2,0,83,4,2,1,4,0,3,0,0,1
37,TIMIŞ,"ŞCOALA PRIMARA CLOPODIA",437,"JAMU MARE",157362,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:38",572,568,0,4,0,276,272,0,4,0,254,22,600,324,57,3,5,106,3,6,17,47,6,1,0,0,2,1,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ , COLONIA MICĂ",264,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:43",306,285,8,13,0,148,135,0,13,0,136,12,300,152,15,6,13,35,3,1,44,4,6,0,1,0,5,2,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ COMLOŞU MIC",359,"COMLOŞU MARE",156437,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:24",894,885,5,4,0,386,381,1,4,0,317,69,1000,614,32,20,7,85,7,6,132,5,4,0,2,0,11,2,3,1
37,TIMIŞ,"ŞCOALA PRIMARĂ CORNEŞTI",489,ORŢIŞOARA,158010,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:52:42",557,541,3,9,4,300,286,1,9,4,276,24,600,300,15,8,69,106,2,1,27,30,1,2,0,2,4,3,0,6
37,TIMIŞ,"ŞCOALA PRIMARĂ COVACI",541,SÂNANDREI,158653,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:30:56",804,791,2,11,0,364,353,0,11,0,356,8,900,536,4,6,10,197,1,4,36,54,7,9,2,2,2,5,1,16
37,TIMIŞ,"ŞCOALA PRIMARA CRIVINA",478,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:22",256,241,0,14,1,201,186,0,14,1,158,28,300,114,9,6,4,49,2,2,73,5,0,1,0,1,2,2,0,2
37,TIMIŞ,"ŞCOALA PRIMARĂ CUTINA",326,BETHAUSEN,155840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:09",252,239,1,12,0,176,164,0,12,0,158,18,300,124,18,19,5,56,3,2,39,3,2,1,1,7,1,1,0,0
37,TIMIŞ,"ŞCOALA PRIMARA DOLAŢ",451,LIVEZILE,159491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:13",453,442,3,8,0,177,169,0,8,0,156,21,500,323,4,4,2,106,4,3,16,2,2,1,4,3,2,1,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ DRĂGOIEȘTI",514,RACOVIŢA,158243,8,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:50:50",340,299,1,26,14,234,193,1,26,14,201,32,401,167,20,5,9,94,1,0,57,10,3,0,0,0,0,2,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ DRAGOMIREŞTI",558,ŞTIUCA,158804,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:40",313,306,0,7,0,157,150,0,7,0,138,19,400,243,9,7,8,79,1,1,16,4,2,1,0,0,2,8,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ DRAGŞINA",355,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:06",572,521,1,41,9,361,311,0,41,9,315,46,500,139,23,9,4,105,13,3,106,32,3,3,1,0,2,5,0,6
37,TIMIŞ,"ŞCOALA PRIMARĂ FĂDIMAC",300,BALINŢ,155546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:55",193,181,0,9,3,122,110,0,9,3,106,16,205,83,9,6,5,30,6,0,40,3,3,1,1,0,0,0,0,2
37,TIMIŞ,"ȘCOALA PRIMARĂ FĂRĂŞEŞTI",506,PIETROASA,158136,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:34",193,177,0,15,1,169,153,0,15,1,147,22,190,21,19,5,3,82,1,0,34,0,1,0,1,0,0,0,0,1
37,TIMIŞ,"ŞCOALA PRIMARA FERENDIA",438,"JAMU MARE",157362,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:23:48",333,328,1,4,0,124,120,0,4,0,112,12,400,276,16,6,0,54,6,0,4,15,6,0,0,1,1,0,0,3
37,TIMIŞ,"ŞCOALA PRIMARĂ FICĂTAR",515,RACOVIŢA,158243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:30",331,298,0,21,12,219,186,0,21,12,207,12,400,181,22,6,3,95,5,1,65,4,2,0,1,0,0,1,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ FOLEA",601,VOITEG,159339,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:03",385,369,0,15,1,246,230,0,15,1,214,32,400,154,8,4,2,69,2,0,21,13,3,1,87,0,3,0,0,1
37,TIMIŞ,"ȘCOALA PRIMARĂ HERNEACOVA",287,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:06",385,371,0,14,0,194,180,0,14,0,176,18,400,206,9,10,2,35,2,2,99,8,2,4,1,1,0,1,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ HEZERIȘ",363,COŞTEIU,156473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 22:04:43",216,207,0,9,0,147,138,0,9,0,129,17,300,154,22,4,4,30,1,0,55,5,4,0,1,0,0,1,0,2
37,TIMIŞ,"ŞCOALA PRIMARA IANOVA",519,"REMETEA MARE",158396,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:09",880,833,6,38,3,583,542,0,38,3,550,32,900,318,25,31,26,155,9,2,73,199,11,4,1,1,7,4,0,2
37,TIMIŞ,"SCOALA PRIMARĂ IECEA MARE",435,"IECEA MARE",159428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:53:42",1183,1109,0,60,14,701,627,0,60,14,620,81,1300,599,40,34,8,281,7,12,191,11,7,5,0,2,8,4,2,8
37,TIMIŞ,"SCOALA PRIMARĂ IOSIFALĂU",575,"TOPOLOVĂŢU MARE",158966,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:52",439,433,0,6,0,208,202,0,6,0,192,16,500,292,4,19,4,116,1,0,12,18,2,3,0,0,4,3,1,5
37,TIMIŞ,"ŞCOALA PRIMARĂ JABĂR",338,BOLDUR,156106,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:08",373,345,2,21,5,265,237,2,21,5,242,23,400,135,14,16,5,94,3,1,93,1,4,5,1,0,3,0,1,1
37,TIMIŞ,"ŞCOALA PRIMARĂ LEUCUŞEŞTI",327,BETHAUSEN,155840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:26",369,346,0,20,3,289,266,0,20,3,272,17,400,111,60,15,3,148,2,1,18,17,4,2,0,0,2,0,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ LUNGA",360,"COMLOŞU MARE",156437,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:39",470,463,0,5,2,215,208,0,5,2,167,48,500,285,12,6,2,48,3,1,73,6,0,4,2,1,5,3,1,0
37,TIMIŞ,"ȘCOALA PRIMARĂ MACEDONIA",248,"ORAŞ CIACOVA",156357,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:47",388,371,0,10,7,227,210,0,10,7,202,25,400,173,7,11,2,79,6,1,64,21,4,2,0,2,1,1,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ MÂNĂSTIRE",333,BIRDA,159366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:15",177,160,0,10,7,107,90,0,10,7,97,10,200,93,4,5,4,15,5,1,52,5,2,0,0,0,2,1,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ MOŞNIŢA VECHE",473,"MOŞNIŢA NOUĂ",157834,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:54:00",1571,1534,0,35,2,909,872,0,35,2,903,6,1500,532,16,12,31,269,20,3,52,416,2,17,11,0,5,12,0,37
37,TIMIŞ,"ŞCOALA PRIMARĂ MOŞNIŢA VECHE",472,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:41:39",1702,1672,12,14,4,810,792,0,14,4,750,60,1900,1090,33,32,55,299,15,7,95,84,9,26,48,8,6,17,0,16
37,TIMIŞ,"ŞCOALA PRIMARĂ OBAD",249,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:35",526,516,0,8,2,286,276,0,8,2,254,32,600,314,4,13,3,156,4,0,46,16,1,2,0,0,6,1,0,2
37,TIMIŞ,"ŞCOALA PRIMARĂ OHABA-FORGACI",339,BOLDUR,156106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:08",716,612,5,72,27,568,467,2,72,27,505,63,700,132,44,41,2,201,8,4,171,8,2,7,1,3,6,5,0,2
37,TIMIŞ,"ȘCOALA PRIMARĂ ORȚIȘOARA",486,ORŢIŞOARA,158010,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:44",1172,1147,6,12,7,601,581,1,12,7,542,59,1300,699,46,21,147,153,11,7,71,60,2,9,1,1,4,4,0,5
37,TIMIŞ,"ŞCOALA PRIMARA OTVESTI",523,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:34",288,279,0,9,0,160,151,0,9,0,155,5,300,140,4,1,13,52,57,0,14,7,0,1,0,2,2,1,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ PERCOSOVA",272,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:58",255,232,0,15,8,171,148,0,15,8,150,21,299,128,31,2,4,89,2,1,14,2,1,0,1,0,3,0,0,0
37,TIMIŞ,"ŞCOALA PRIMARĂ PETROMAN",250,"ORAŞ CIACOVA",156357,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:00:23",597,584,1,8,4,321,309,0,8,4,289,32,700,379,10,9,4,186,6,0,46,17,5,0,1,0,3,1,0,1
37,TIMIŞ,"ȘCOALA PRIMARĂ PETROVASELO",289,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:44",225,209,0,16,0,117,101,0,16,0,105,12,300,183,6,7,1,26,5,1,42,9,0,5,0,0,0,0,1,2
37,TIMIŞ,"ȘCOALA PRIMARĂ POIENI",507,PIETROASA,158136,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:29:09",303,217,0,83,3,277,191,0,83,3,243,34,379,102,8,10,4,89,1,3,104,3,2,2,11,0,1,3,2,0
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNGEORGE",334,BIRDA,159366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:38",440,432,0,5,3,229,221,0,5,3,177,52,500,271,15,8,7,34,8,3,81,9,3,0,1,0,7,0,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMARTINU SÂRBESC",498,"PECIU NOU",158065,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:59",809,792,2,12,3,384,369,0,12,3,347,37,800,416,31,20,10,168,3,4,53,28,8,9,0,2,0,2,0,9
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMIHAIU GERMAN",544,"SÂNMIHAIU ROMÂN",158699,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:22",896,884,5,5,2,397,390,0,5,2,365,32,1000,603,19,6,19,122,2,1,109,54,4,8,2,4,4,5,2,4
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂRBOVA",517,RACOVIŢA,158243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:30",255,229,0,22,4,179,153,0,22,4,155,24,300,121,30,4,5,55,1,1,43,5,0,0,5,0,3,1,0,2
37,TIMIŞ,"SCOALA PRIMARA SCULIA",270,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:33",1656,1597,2,11,46,850,793,0,11,46,762,88,1800,950,32,25,14,438,34,7,161,19,2,7,1,5,6,6,1,4
37,TIMIŞ,"ŞCOALA PRIMARĂ ŞEMLACUL MIC",274,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:22",158,143,0,15,0,82,67,0,15,0,74,8,203,121,3,1,1,60,1,0,5,1,0,0,1,1,0,0,0,0
37,TIMIŞ,"SCOALA PRIMARA SEMLACU MARE",273,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:12",294,265,0,17,12,151,122,0,17,12,129,22,299,148,7,5,10,83,4,0,10,3,3,0,0,1,1,1,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SILAGIU",244,"ORAŞ BUZIAŞ",155403,7,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:00:47",664,654,1,9,0,333,325,0,8,0,312,21,700,367,24,15,1,178,2,1,50,11,7,12,0,0,5,3,1,2
37,TIMIŞ,"ŞCOALA PRIMARĂ SINERSIG",340,BOLDUR,156106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:50:46",523,499,1,14,9,320,297,0,14,9,284,36,600,280,14,14,11,104,6,1,103,8,3,2,2,1,4,4,1,6
