precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REPUBLICAN DIN ROMÂNIA-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL FORTA NATIONALA-voturi","PARTIDUL VERDE-voturi","FANCSALI ERNŐ-voturi"
13,CLUJ,"CAMINUL CULTURAL GIULA",356,BORŞA,56265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:39:17",119,101,0,14,4,80,62,0,14,4,73,7,117,37,7,1,1,59,2,0,2,0,0,0,0,0,1,0,0
13,CLUJ,"CĂMINUL CULTURAL IURIU DE CÎMPIE",420,COJOCNA,57350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:28",207,197,0,10,0,123,113,0,10,0,106,17,219,96,52,3,3,25,6,2,5,1,3,0,6,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL LACU",476,GEACA,57831,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:51:34",236,224,0,8,4,166,154,0,8,4,147,19,240,74,6,5,54,26,49,0,0,1,1,0,0,1,0,4,0
13,CLUJ,"CAMINUL CULTURAL LEGII",477,GEACA,57831,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:28",140,114,0,21,5,117,91,0,21,5,99,18,130,13,39,3,2,33,22,0,0,0,0,0,0,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL LUNCANI",518,LUNA,58311,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:54",1263,1225,1,8,29,585,548,0,8,29,508,73,1382,801,153,14,55,236,8,10,6,1,3,0,1,5,1,12,3
13,CLUJ,"CĂMINUL CULTURAL NĂDĂȘELU",472,GÂRBĂU,57948,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:31",215,198,1,15,1,139,123,0,15,1,136,3,219,80,13,3,4,103,6,1,2,0,1,0,0,0,0,3,0
13,CLUJ,"CĂMINUL CULTURAL PĂLATCA",569,PĂLATCA,58794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:47",734,615,0,93,26,566,447,0,93,26,495,71,676,110,121,21,71,263,6,4,1,1,1,1,2,1,0,2,0
13,CLUJ,"CĂMINUL CULTURAL PATA",314,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:01",514,501,0,11,2,286,273,0,11,2,260,26,553,267,125,7,22,86,5,2,8,0,3,1,0,1,0,0,0
13,CLUJ,"CĂMINUL CULTURAL PÎGLIŞA",435,DĂBÂCA,57546,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:46",90,77,0,13,0,60,47,0,13,0,47,13,86,26,19,8,1,13,3,1,0,0,0,0,0,1,0,1,0
13,CLUJ,"CAMINUL CULTURAL POIANA FRATII",467,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:24",182,176,0,6,0,101,95,0,6,0,88,13,197,96,17,15,2,33,14,1,2,0,2,0,0,1,0,1,0
13,CLUJ,"CĂMINUL CULTURAL ”PROF. NICOLAE MAZARE” LUNA",516,LUNA,58311,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:38",1114,1066,4,2,42,545,501,0,2,42,501,44,1228,683,156,63,2,218,21,7,19,1,2,1,0,3,0,8,0
13,CLUJ,"CĂMINUL CULTURAL ”PROF. NICOLAE MAZARE” LUNA",517,LUNA,58311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:08",1013,979,0,4,30,521,487,0,4,30,480,41,1121,600,176,22,3,192,13,7,38,1,3,0,6,0,1,18,0
13,CLUJ,"CAMINUL CULTURAL PRUNI",346,BOBÂLNA,56096,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:08",38,19,0,13,6,35,16,0,13,6,32,3,38,3,9,4,0,3,1,7,7,0,0,0,0,0,0,1,0
13,CLUJ,"CAMINUL CULTURAL PUINI",479,GEACA,57831,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:17:06",85,76,0,9,0,60,51,0,9,0,56,4,83,23,7,2,5,21,16,1,0,1,0,0,1,0,0,2,0
13,CLUJ,"CĂMINUL CULTURAL RASCRUCI",352,BONŢIDA,56210,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:38",1261,1229,2,12,18,731,701,0,12,18,673,58,1381,650,84,138,86,218,1,8,57,2,7,4,56,3,3,6,0
13,CLUJ,"CĂMINUL CULTURAL SĂLICEA",413,CIURILA,57225,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:55",537,409,9,117,2,398,278,1,117,2,385,13,458,60,20,15,1,245,3,8,61,0,22,4,1,1,0,2,2
13,CLUJ,"CĂMINUL CULTURAL SAVA",570,PĂLATCA,58794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:21",296,262,0,33,1,183,149,0,33,1,158,25,279,96,26,8,1,118,1,1,0,0,0,0,1,0,0,2,0
13,CLUJ,"CĂMINUL CULTURAL SÎNTEJUDE",643,ŢAGA,59826,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:20",211,195,0,16,0,113,97,0,16,0,94,19,216,103,17,8,0,54,3,3,2,0,1,1,1,0,0,4,0
13,CLUJ,"CAMINUL CULTURAL SOMCUTU MIC",227,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:29",494,481,2,11,0,204,193,0,11,0,190,14,533,329,58,10,1,102,4,9,4,0,0,0,0,1,0,1,0
13,CLUJ,"CĂMINUL CULTURAL SOMEȘU RECE",483,GILĂU,57902,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:35:50",1053,1042,2,9,0,565,556,0,9,0,525,31,1145,580,44,15,3,427,7,4,14,5,2,0,1,2,0,1,0
13,CLUJ,"CAMINUL CULTURAL SOPORU DE CIMPIE",468,FRATA,57742,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:20:43",975,968,3,4,0,564,559,1,4,0,474,90,1077,513,297,14,3,96,12,27,6,4,1,0,2,5,1,4,2
13,CLUJ,"CAMINUL CULTURAL SUARĂŞ",348,BOBÂLNA,56096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:26",122,113,0,9,0,80,71,0,9,0,72,8,124,44,25,8,1,6,12,15,3,1,0,0,0,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL SUCUTARD",475,GEACA,57831,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:58",299,280,0,19,0,197,178,0,19,0,177,20,318,121,24,6,3,95,35,2,3,0,1,0,0,0,0,8,0
13,CLUJ,"CAMINUL CULTURAL TAUSENI",354,BONŢIDA,56210,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:35:21",51,35,0,14,2,32,16,0,14,2,26,6,205,173,6,1,0,14,1,0,1,0,0,0,2,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL TAUTI",462,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:07",218,203,1,12,2,116,102,0,12,2,107,9,214,98,12,5,5,55,3,7,14,0,1,1,1,2,0,1,0
13,CLUJ,"CAMINUL CULTURAL UNGURAS",645,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:17",734,710,0,3,21,440,416,0,3,21,403,37,814,374,15,22,269,71,7,3,8,1,1,0,0,2,0,0,4
13,CLUJ,"CĂMINUL CULTURAL VĂLENI",369,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:30",259,253,0,4,2,130,124,0,4,2,125,5,290,160,10,5,81,22,2,1,1,1,0,0,2,0,0,0,0
13,CLUJ,"CĂMINUL CULTURAL VECHI GILĂU",481,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:33",1901,1870,1,18,12,1075,1045,0,18,12,1035,40,2078,1003,150,44,135,606,37,8,30,1,6,1,8,4,1,4,0
13,CLUJ,"CASA DE COPII",285,"ORAŞ HUEDIN",55446,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:33:14",1607,1595,1,11,0,862,851,0,11,0,833,29,1763,901,168,30,144,380,21,8,61,2,6,0,2,2,2,5,2
13,CLUJ,"CASA DE CULTURĂ",562,NEGRENI,60169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:46",573,567,0,6,0,329,323,0,6,0,312,17,626,297,61,14,3,175,10,8,16,1,2,1,0,3,2,15,1
13,CLUJ,"CASĂ DE CULTURĂ",539,"MIHAI VITEAZU",55277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:02",1367,1360,0,6,1,561,554,0,6,1,543,18,1495,934,92,76,107,159,41,5,39,2,8,1,4,4,1,4,0
13,CLUJ,"CASA DE CULTURĂ BACIU",324,BACIU,55838,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:09:28",1145,1123,2,11,9,540,520,0,11,9,505,35,1235,695,53,4,172,221,10,14,20,0,0,3,0,1,1,5,1
13,CLUJ,"CASA DE CULTURĂ BACIU",323,BACIU,55838,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:41",1727,1713,2,9,3,884,872,0,9,3,866,18,1885,1001,83,12,240,373,29,22,84,1,9,2,0,1,1,5,4
13,CLUJ,"CASA DE CULTURĂ BACIU",322,BACIU,55838,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:16",1733,1705,11,12,5,893,875,1,12,5,862,31,1891,998,61,6,273,358,29,10,101,0,1,10,0,2,0,9,2
13,CLUJ,"CASA DE CULTURĂ ”DUMITRU SOPON”",480,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:35",1905,1861,8,28,8,1101,1065,0,28,8,1064,37,2076,975,114,55,116,667,22,19,54,2,3,3,1,6,0,2,0
13,CLUJ,"CASA PARTICULARA",634,"TRITENII DE JOS",59693,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:13",80,68,0,12,0,56,44,0,12,0,48,8,74,18,6,6,2,6,11,2,5,0,1,0,0,1,0,8,0
13,CLUJ,"CASA PROPRIETATE PARTICULARA",494,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:11",79,59,0,20,0,55,35,0,20,0,51,4,62,7,7,3,0,13,22,1,3,0,0,0,0,1,0,1,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",496,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:26:25",51,35,0,16,0,34,18,0,16,0,32,2,138,104,6,2,1,15,2,1,3,1,0,0,0,1,0,0,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",495,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:46",143,131,1,11,0,73,62,0,11,0,65,8,145,72,23,8,1,23,2,1,1,0,4,0,0,2,0,0,0
13,CLUJ,"CASA PROPRIETATE PARTICULARĂ",497,IARA,58008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:07:58",33,19,0,14,0,23,9,0,14,0,19,4,37,14,2,2,1,7,3,0,2,0,0,0,0,1,1,0,0
13,CLUJ,"CASA SATULUI",557,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:48",574,532,0,15,27,372,330,0,15,27,350,22,604,232,25,10,253,39,2,1,7,0,3,0,1,0,1,6,2
13,CLUJ,"CENTRU DE ZI PENTRU COPII",650,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:06",207,172,0,20,15,157,122,0,20,15,135,22,209,52,36,6,0,86,1,3,1,0,0,0,0,1,0,1,0
13,CLUJ,"CENTRUL CULTURAL ICLOD",498,ICLOD,58142,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:04",1704,1680,1,18,5,889,867,1,18,3,834,55,1851,962,235,85,3,379,45,9,22,3,11,2,21,7,1,10,1
13,CLUJ,"CENTRUL DE INFORMARE ŞI PROMOVARE TURISTICĂ LUJERDIU",427,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:41",253,240,0,7,6,152,139,0,7,6,138,14,250,98,33,16,2,59,18,1,2,1,1,0,2,2,0,1,0
13,CLUJ,"CENTRUL DE INFORMARE TURISTICĂ",376,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:35",601,577,1,23,0,278,255,0,23,0,252,26,634,356,23,28,106,64,17,0,9,0,1,0,0,3,0,1,0
13,CLUJ,"CENTRUL REGIONAL DE EXCELENŢĂ,",38,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:58",1629,1585,28,16,0,570,554,0,16,0,561,9,1796,1226,41,15,116,213,16,5,128,1,5,3,0,1,1,10,6
13,CLUJ,"CLADIREA COOPERATIVEI DE CONSUM CAIANU",628,SUATU,59657,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:26",257,253,0,4,0,124,120,0,4,0,108,16,280,156,19,11,6,39,22,0,1,0,1,2,1,3,0,3,0
13,CLUJ,"CLĂDIREA PRIMĂRIEI",558,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:26",165,146,0,13,6,75,56,0,13,6,72,3,168,93,7,6,43,13,1,1,0,0,0,0,0,1,0,0,0
13,CLUJ,"CLADIRE MULTIFUNCTIONALA",551,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:41:28",208,194,0,14,0,208,194,0,14,0,198,10,280,72,19,11,0,126,30,3,4,0,1,2,2,0,0,0,0
13,CLUJ,"CLADIRE MULTIFUNCŢIONALĂ",553,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:14",148,139,0,9,0,97,88,0,9,0,82,15,155,58,8,5,2,46,14,2,0,0,1,3,0,0,0,1,0
13,CLUJ,"CLADIRE SCOALA",567,PANTICEU,58856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:52",196,166,0,21,9,156,126,0,21,9,147,9,192,36,5,0,1,29,3,3,104,0,0,1,0,0,0,1,0
13,CLUJ,"CLUBUL COPIILOR DEJ",211,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:46",1376,1367,1,7,1,480,472,0,7,1,464,16,1570,1090,78,32,39,176,27,26,55,0,6,0,4,6,1,14,0
13,CLUJ,"CLUBUL COPIILOR GHERLA",241,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:05",1491,1479,2,10,0,571,561,0,10,0,555,16,1666,1095,56,24,66,260,26,3,91,0,9,2,1,5,1,11,0
13,CLUJ,"CLUBUL TINERETULUI",351,BONŢIDA,56210,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:46",847,821,0,12,14,463,437,0,12,14,431,32,931,468,49,14,47,229,16,4,32,0,0,3,35,1,1,0,0
13,CLUJ,"COLEGIUL DE MUZICĂ ”SIGISMUND TODUŢĂ” (FOSTUL GRUP SCOLAR DE MATERIAL RULANT- UNIREA)",134,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:26",1569,1554,7,8,0,544,536,0,8,0,538,6,1780,1236,47,19,57,268,7,8,106,1,12,3,2,3,0,4,1
13,CLUJ,"COLEGIUL DE MUZICĂ ”SIGISMUND TODUŢĂ” (FOSTUL GRUP SCOLAR DE MATERIAL RULANT- UNIREA)",135,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:19:18",919,887,18,14,0,306,291,1,14,0,300,6,1034,728,18,3,55,135,7,2,64,0,3,4,0,3,0,5,1
13,CLUJ,"COLEGIUL ECONOMIC ”IULIAN POP”",2,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:34",1271,1156,106,9,0,379,370,0,9,0,375,4,1304,925,33,11,71,149,7,4,75,0,7,2,0,6,0,7,3
13,CLUJ,"COLEGIUL ECONOMIC ”IULIAN POP”",1,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:53",683,678,0,5,0,37,32,0,5,0,33,4,1028,991,22,1,1,6,0,2,1,0,0,0,0,0,0,0,0
13,CLUJ,"COLEGIUL ”EMIL NEGRUŢIU”",257,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:42",1217,1203,8,6,0,499,492,1,6,0,491,8,1344,845,54,56,14,220,23,11,49,2,13,0,16,21,5,6,1
13,CLUJ,"COLEGIUL NAŢIONAL ”G.COŞBUC”",68,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:47",1172,1124,29,19,0,423,403,1,19,0,420,3,1305,882,36,10,47,193,5,2,99,1,4,5,0,4,3,9,2
13,CLUJ,"COLEGIUL NAŢIONAL”GEORGE COŞBUC”,",95,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:27",948,933,7,8,0,321,312,1,8,0,318,3,1064,743,24,11,42,137,5,3,79,0,1,1,2,2,0,10,1
13,CLUJ,"COLEGIUL NAŢIONAL”GEORGE COŞBUC”,",94,"MUNICIPIUL CLUJ-NAPOCA",54975,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:09:58",1263,1193,42,10,18,443,415,0,10,18,431,4,1346,903,41,15,28,194,10,9,119,3,3,1,1,5,0,1,1
13,CLUJ,"COLEGIUL NAŢIONAL ”MIHAI VITEAZU”",256,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:35",1089,1053,3,33,0,403,370,0,33,0,382,21,1161,757,34,37,48,151,11,7,69,3,7,0,8,4,1,1,1
13,CLUJ,"COLEGIUL TEHNIC",254,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:35",1216,1208,1,7,0,475,468,0,7,0,456,19,1331,856,59,31,33,224,18,10,46,2,6,0,11,5,7,4,0
13,CLUJ,"COLEGIUL TEHNIC",255,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:24:21",444,413,0,9,22,444,413,0,9,22,425,19,1280,836,39,36,55,173,20,4,55,0,7,1,9,8,7,11,0
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”",133,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:01",1634,1586,30,17,1,545,527,0,17,1,539,6,1772,1227,42,11,78,258,11,7,101,0,7,3,4,1,3,9,4
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",131,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:49:52",1223,1211,4,8,0,424,416,0,8,0,417,6,1389,965,38,6,57,209,6,3,71,0,3,4,3,3,1,10,3
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",130,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:29:00",1443,1418,12,13,0,504,489,2,13,0,500,4,1601,1097,59,13,53,289,9,2,61,0,4,0,0,1,2,6,1
13,CLUJ,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”,",132,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:48",1578,1524,3,10,41,617,566,0,10,41,610,7,1713,1096,75,24,60,297,11,5,104,0,7,1,2,1,1,21,1
13,CLUJ,"COLEGIUL TEHNIC DE TELECOMUNICATII ”AUGUSTIN MAIOR”,",4,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:00",1735,1367,348,14,6,531,512,1,14,4,524,7,1564,1033,40,14,121,190,7,20,112,0,7,0,1,3,1,6,2
13,CLUJ,"COLEGIUL TEHNIC DE TELECOMUNICATII ”AUGUSTIN MAIOR”,",3,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:18",1948,1541,364,12,31,527,482,2,12,31,513,14,1736,1209,30,20,77,245,11,6,105,0,8,2,2,0,0,5,2
13,CLUJ,"COLEGIUL TEHNIC DE TRANSPORTURI” TRANSILVANIA”",117,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:43",1539,1498,27,13,1,562,547,1,13,1,548,14,1684,1122,34,17,97,246,8,5,111,1,4,1,0,3,3,15,3
13,CLUJ,"COLEGIUL TEHNIC DE TRANSPORTURI” TRANSILVANIA”",118,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:47:32",1866,1845,6,14,1,742,727,0,14,1,732,10,2060,1318,61,29,85,355,15,3,162,0,4,1,1,3,2,10,1
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",249,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:08:47",972,963,0,8,1,408,402,0,5,1,394,14,1071,663,87,35,9,208,7,12,10,0,5,0,7,4,6,4,0
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",248,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:44:35",1390,1380,0,10,0,460,450,0,10,0,436,24,1525,1065,32,37,36,175,17,14,61,3,22,1,11,11,2,12,2
13,CLUJ,"COLEGIUL TEHNIC ”DR.IOAN RAŢIU”",250,"MUNICIPIUL TURDA",55259,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:25",1085,1076,3,6,0,337,331,0,6,0,324,13,1194,857,59,19,13,166,11,13,20,2,4,0,8,3,3,3,0
13,CLUJ,"COLEGIUL TEHNIC ”ENERGETIC”",119,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:06",1611,1572,25,13,1,576,562,0,13,1,567,9,1763,1187,55,19,63,238,15,13,140,1,9,0,2,5,2,5,0
13,CLUJ,"COLEGIUL TEHNIC NAPOCA",22,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:20",1515,1493,9,13,0,539,526,0,13,0,534,5,1679,1140,63,15,27,295,13,5,81,1,22,0,0,4,1,7,0
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",186,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:16",1310,1301,1,7,1,498,490,0,7,1,464,34,1437,939,104,11,20,201,13,62,28,1,5,1,2,7,2,6,1
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",184,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:37",1203,1191,1,9,2,400,389,0,9,2,374,26,1317,917,98,12,11,144,11,55,14,1,13,0,6,6,0,3,0
13,CLUJ,"COLEGIUL TEHNIC ”VICTOR UNGUREANU”",185,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:19",1186,1173,3,10,0,429,419,0,10,0,408,21,1295,866,85,18,22,190,10,51,16,0,5,1,6,2,0,1,1
13,CLUJ,"CONSILIUL LOCAL CIURILA",410,CIURILA,57225,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:49",221,206,3,12,0,159,147,0,12,0,143,16,232,73,13,17,1,75,1,4,9,1,10,7,1,2,1,1,0
13,CLUJ,"COOPERATIVA VECHE- STOIANA",425,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:53",183,169,1,12,1,118,105,0,12,1,106,12,185,67,17,4,12,57,12,1,1,0,0,1,0,1,0,0,0
13,CLUJ,"CREŞA ”CASTELUL FERMECAT”, STR.SEPTIMIU ALBINI NR.91",105,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:16:41",1498,1475,8,15,0,512,497,0,15,0,505,7,1674,1162,45,10,110,201,6,15,96,0,5,4,0,1,1,9,2
13,CLUJ,"CREŞA ”CASTELUL FERMECAT”, STR.SEPTIMIU ALBINI NR.91",106,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:18:15",1476,1463,0,13,0,556,543,0,13,0,546,10,1685,1129,55,15,96,246,16,2,100,0,1,3,0,3,2,6,1
13,CLUJ,"DOMOSU NR.22 CAMINUL CULTURAL",611,SÂNCRAIU,59434,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:29",212,196,0,3,13,212,196,0,3,13,201,11,330,118,4,3,178,14,0,0,2,0,0,0,0,0,0,0,0
13,CLUJ,"EPARHIA REFORMATĂ DIN ARDEAL , STR.HOREA NR.51",161,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:47",1344,1320,13,9,2,427,415,1,9,2,421,6,1487,1060,32,8,78,196,6,4,77,1,6,5,0,1,0,7,0
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",64,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:30:31",1245,1134,84,13,14,425,398,0,13,14,421,4,1279,854,20,16,34,227,5,2,104,0,3,3,0,0,1,4,2
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",63,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:17:35",1533,1390,123,20,0,513,493,0,20,0,502,11,1555,1042,25,15,51,279,6,7,90,1,2,1,2,3,6,13,1
