precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REPUBLICAN DIN ROMÂNIA-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL FORTA NATIONALA-voturi","PARTIDUL VERDE-voturi","FANCSALI ERNŐ-voturi"
13,CLUJ,"ALUNISU NR.74 CAMINUL CULTURAL",610,SÂNCRAIU,59434,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:30",100,88,2,4,6,67,57,0,4,6,63,4,106,39,6,0,43,11,0,0,0,1,0,0,0,0,0,1,1
13,CLUJ,"ASEZAMANTUL SOCIAL BISERICESC",515,JUCU,58259,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:54:48",557,541,0,14,2,355,339,0,14,2,341,14,593,238,99,14,6,151,15,1,50,0,2,0,2,1,0,0,0
13,CLUJ,"ASOCIAŢIA ”CARITATEA”",60,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:11:56",2120,1967,132,21,0,868,847,0,21,0,859,9,2219,1351,25,29,40,390,6,8,322,0,17,4,2,5,0,10,1
13,CLUJ,"BIROUL PRIMĂRIEI CARA",419,COJOCNA,57350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:31",720,686,1,32,1,407,374,0,32,1,361,46,760,353,75,16,16,85,67,7,74,2,2,2,4,5,2,4,0
13,CLUJ,"CAMIN CULT. SAMBOIENI",615,SÂNMĂRTIN,59498,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:16:38",124,120,0,4,0,80,76,0,4,0,71,9,132,52,2,0,2,65,0,1,1,0,0,0,0,0,0,0,0
13,CLUJ,"CAMIN CULTURAL",289,"ORAŞ HUEDIN",55446,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:58",267,256,0,11,0,105,94,0,11,0,101,4,284,179,6,4,60,18,1,0,10,0,0,0,0,1,0,0,1
13,CLUJ,"CAMIN CULTURAL",538,"MIHAI VITEAZU",55277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:21",641,632,2,7,0,320,313,0,7,0,298,22,692,372,25,126,87,27,13,4,7,0,5,0,0,4,0,0,0
13,CLUJ,"CAMIN CULTURAL",550,MOCIU,58623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:22",285,260,1,21,3,208,184,0,21,3,173,35,295,87,11,4,0,130,18,5,3,1,1,0,0,0,0,0,0
13,CLUJ,"CAMIN CULTURAL",568,PANTICEU,58856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:51:11",72,46,0,21,5,62,36,0,21,5,55,7,87,25,3,0,0,26,1,1,21,0,0,1,1,0,0,1,0
13,CLUJ,"CAMIN CULTURAL",632,"TRITENII DE JOS",59693,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:28",974,966,1,5,2,540,533,0,5,2,488,52,1062,521,93,65,6,115,24,11,32,3,3,3,0,1,0,132,0
13,CLUJ,"CAMIN CULTURAL",633,"TRITENII DE JOS",59693,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:51",239,225,0,11,3,151,137,0,11,3,137,14,252,101,21,8,2,45,7,4,13,0,1,1,1,0,0,34,0
13,CLUJ,"CĂMIN CULTURAL",528,MĂRGĂU,58464,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:11:22",648,585,2,52,9,498,436,1,52,9,462,36,661,163,102,19,1,222,78,7,24,1,0,1,3,2,1,1,0
13,CLUJ,"CĂMIN CULTURAL",526,MĂRGĂU,58464,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:51",208,176,0,31,1,153,121,0,31,1,137,16,198,45,42,0,1,57,23,1,8,2,1,0,1,0,0,1,0
13,CLUJ,"CĂMIN CULTURAL",575,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:02",543,468,0,66,9,374,299,0,66,9,349,25,531,157,47,13,0,172,17,9,8,2,2,0,1,6,0,70,2
13,CLUJ,"CĂMIN CULTURAL",525,MĂRGĂU,58464,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:04",165,149,0,9,7,122,106,0,9,7,112,10,166,44,27,10,1,54,11,2,4,0,2,0,0,1,0,0,0
13,CLUJ,"CAMIN CULTURAL AITON",302,AITON,55598,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:39:07",585,490,1,85,9,394,299,1,85,9,345,49,546,152,49,10,22,206,26,2,20,0,1,0,1,0,0,3,5
13,CLUJ,"CAMIN CULTURAL ALUNIS",304,ALUNIŞ,55623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:52",493,436,0,48,9,339,282,0,48,9,306,33,454,115,37,50,1,180,5,2,14,1,4,0,1,10,0,1,0
13,CLUJ,"CAMIN CULTURAL ARGHISU",293,AGHIREŞU,55473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:45:05",111,97,1,13,0,49,36,0,13,0,44,5,108,59,5,2,1,27,4,1,0,0,0,0,0,0,0,4,0
13,CLUJ,"CAMIN CULTURAL BABUTIU",661,VULTURENI,60099,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:56:38",195,187,1,4,3,130,123,0,4,3,125,5,208,78,14,27,2,53,23,1,0,0,1,0,0,0,0,3,1
13,CLUJ,"CĂMIN CULTURAL BĂLCEŞTI",337,BELIŞ,56014,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:29:41",126,115,0,11,0,86,75,0,11,0,81,5,128,42,11,4,0,23,23,11,5,1,0,0,0,1,1,1,0
13,CLUJ,"CĂMIN CULTURAL BERINDU",622,SÂNPAUL,59586,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:47",358,350,0,6,2,223,215,0,6,2,190,33,389,166,27,6,1,91,42,11,6,0,0,0,1,3,0,2,0
13,CLUJ,"CĂMIN CULTURAL BÎRLEA",428,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:12",149,121,0,27,1,128,100,0,27,1,119,9,144,16,35,11,0,58,5,4,4,1,0,0,1,0,0,0,0
13,CLUJ,"CAMIN CULTURAL BOLDUT",396,"CEANU MARE",56844,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:26:58",689,677,0,9,3,395,383,0,9,3,347,48,747,352,48,93,1,181,9,1,2,2,2,0,5,2,0,1,0
13,CLUJ,"CAMIN CULTURAL BONTIDA",350,BONŢIDA,56210,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:38",1597,1564,1,10,22,975,942,1,10,22,843,132,1775,800,64,15,126,334,34,18,26,3,9,6,201,2,0,4,1
13,CLUJ,"CĂMIN CULTURAL CALNA",654,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:05",144,114,0,22,8,108,78,0,22,8,96,12,125,17,27,16,1,46,0,3,0,0,0,0,0,2,0,1,0
13,CLUJ,"CAMIN CULTURAL CAMARASU",372,CĂMĂRAŞU,56522,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:11:12",1215,1207,1,3,4,775,767,1,3,4,564,211,1335,560,168,60,25,225,22,15,13,2,6,1,4,6,2,9,6
13,CLUJ,"CAMIN CULTURAL CATINA",388,CĂTINA,56773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:48",956,854,0,56,46,709,607,0,56,46,611,98,988,279,49,169,26,275,32,0,7,0,2,0,5,7,33,5,1
13,CLUJ,"CAMIN CULTURAL CEANU MARE",394,"CEANU MARE",56844,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:54:36",1139,1127,0,10,2,606,594,0,10,2,526,80,1247,641,139,119,13,169,59,7,8,2,3,0,2,3,0,2,0
13,CLUJ,"CAMIN CULTURAL COASTA",353,BONŢIDA,56210,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:23",105,87,0,16,2,70,52,0,16,2,56,14,101,31,14,1,2,30,2,0,1,0,1,1,3,1,0,0,0
13,CLUJ,"CAMIN CULTURAL CORNENI",305,ALUNIŞ,55623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:26",116,103,1,9,3,70,58,0,9,3,62,8,120,50,5,8,0,28,19,0,1,0,1,0,0,0,0,0,0
13,CLUJ,"CĂMIN CULTURAL CORPADEA",315,APAHIDA,55687,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:20",339,327,0,9,3,166,154,0,9,3,158,8,364,198,43,14,2,80,3,6,3,0,2,0,1,3,0,1,0
13,CLUJ,"CAMIN CULTURAL DOROLTU",296,AGHIREŞU,55473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:18:42",82,71,0,11,0,48,37,0,11,0,48,0,80,32,4,1,30,8,0,0,1,0,0,0,0,0,0,1,3
13,CLUJ,"CAMIN CULTURAL FELDIOARA",389,CĂTINA,56773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:37",403,382,0,11,10,289,268,0,11,10,251,38,435,146,15,15,68,26,101,1,5,1,2,0,0,5,2,10,0
13,CLUJ,"CAMIN CULTURAL GEACA",474,GEACA,57831,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:35:50",496,434,1,39,22,355,294,0,39,22,332,23,473,118,24,11,3,183,60,9,5,1,4,0,1,1,1,28,1
13,CLUJ,"CĂMIN CULTURAL IGRIŢIA",421,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:25:37",38,32,0,5,1,28,22,0,5,1,25,3,46,18,10,5,1,7,1,0,0,0,0,0,1,0,0,0,0
13,CLUJ,"CAMIN CULTURAL LEGHIA",298,AGHIREŞU,55473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:44",383,365,1,9,8,216,199,0,9,8,209,7,416,200,6,2,156,22,12,1,1,0,0,0,0,0,0,7,2
13,CLUJ,"CAMIN CULTURAL LIVADA",576,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:25",176,163,0,13,0,93,80,0,13,0,82,11,173,80,27,2,1,28,3,2,1,0,1,0,0,2,0,15,0
13,CLUJ,"CAMIN CULTURAL MARE BORSA",355,BORŞA,56265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:26",952,873,0,32,47,618,539,0,32,47,582,36,956,338,89,8,15,430,29,3,1,1,0,1,0,1,0,4,0
13,CLUJ,"CAMIN CULTURAL MOCIU - SALA MICA",547,MOCIU,58623,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:27:03",1369,1305,4,41,19,935,874,1,41,19,761,174,1475,540,160,60,17,298,159,12,17,6,5,12,3,4,0,7,1
13,CLUJ,"CĂMIN CULTURAL MORĂU",426,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:16",63,43,1,19,0,53,33,1,19,0,52,1,57,4,9,8,0,31,1,0,2,0,0,0,1,0,0,0,0
13,CLUJ,"CAMIN CULTURAL NAOIU",373,CĂMĂRAŞU,56522,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:01",363,349,0,8,6,219,205,0,8,6,188,31,402,183,102,7,3,58,8,1,0,1,0,1,1,3,1,1,1
13,CLUJ,"CAMIN CULTURAL REDIU",303,AITON,55598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:50",407,376,2,24,5,213,184,0,24,5,201,12,414,201,24,3,0,148,9,2,11,1,1,0,1,1,0,0,0
13,CLUJ,"CAMIN CULTURAL SALISTE",414,CIURILA,57225,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:32",90,74,0,14,2,64,48,0,14,2,57,7,138,74,3,1,1,32,0,0,17,0,3,0,0,0,0,0,0
13,CLUJ,"CĂMIN CULTURAL ȘARDU",621,SÂNPAUL,59586,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:42",351,336,0,15,0,248,233,0,15,0,228,20,370,122,22,6,3,116,23,11,28,2,1,1,3,7,1,3,1
13,CLUJ,"CAMIN CULTURAL SIC",625,SIC,59416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:06",762,716,0,2,44,450,404,0,2,44,412,38,841,391,4,6,339,30,0,3,2,0,0,0,1,0,1,10,16
13,CLUJ,"CAMIN CULTURAL SIC",626,SIC,59416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:42",1215,1126,5,1,83,727,643,1,1,82,678,49,1334,607,7,16,601,16,0,1,9,0,1,0,0,0,1,4,22
13,CLUJ,"CAMIN CULTURAL SIMBOLENI",374,CĂMĂRAŞU,56522,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:18",483,468,0,7,8,304,289,0,7,8,255,49,520,216,115,9,2,97,9,4,2,2,4,1,1,1,0,5,3
13,CLUJ,"CĂMIN CULTURAL SÎNNICOARĂ",312,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:43",1950,1935,3,10,2,986,974,0,10,2,946,40,2140,1154,224,51,13,509,13,3,99,1,16,2,0,4,4,7,0
13,CLUJ,"CĂMIN CULTURAL SÎNTIOANA",641,ŢAGA,59826,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:24",446,440,0,4,2,195,189,0,4,2,180,15,490,295,25,17,1,104,9,5,8,0,2,0,4,4,0,1,0
13,CLUJ,"CĂMIN CULTURAL TIOCU DE JOS",423,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:48",103,98,0,4,1,60,55,0,4,1,58,2,108,48,7,14,7,27,1,1,0,0,0,0,0,0,1,0,0
13,CLUJ,"CĂMIN CULTURAL TIOCU DE SUS",422,CORNEŞTI,57449,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:13",77,69,0,6,2,40,32,0,6,2,35,5,78,38,14,3,5,11,2,0,0,0,0,0,0,0,0,0,0
13,CLUJ,"CĂMIN CULTURAL TIOLTIUR",429,CORNEŞTI,57449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:02",164,143,0,18,3,109,88,0,18,3,102,7,155,46,20,12,1,61,1,3,0,0,0,0,0,0,0,4,0
13,CLUJ,"CAMIN CULTURAL TUREA",471,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:07",449,435,0,9,5,305,291,0,9,5,283,22,483,178,14,4,119,127,11,0,5,0,0,0,2,0,0,0,1
13,CLUJ,"CĂMIN CULTURAL VAD",648,VAD,59942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:28",329,267,0,44,18,236,174,0,44,18,227,9,291,55,64,19,1,124,3,5,4,1,3,0,0,1,0,2,0
13,CLUJ,"CAMIN CULTURAL VALE",307,ALUNIŞ,55623,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:26",90,56,0,33,1,90,56,0,33,1,81,9,110,20,3,3,0,65,8,1,0,0,0,0,0,1,0,0,0
13,CLUJ,"CĂMINUL CLULTURAL",379,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:49",247,219,0,25,3,156,128,0,25,3,153,3,250,94,16,2,2,76,53,1,1,0,1,0,0,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL",359,CĂIANU,56354,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:59",621,591,0,23,7,399,369,0,23,7,368,31,656,257,50,49,7,210,11,3,3,2,2,0,0,0,1,29,1
13,CLUJ,"CAMINUL CULTURAL",577,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:29",99,76,0,23,0,63,40,0,23,0,59,4,83,20,10,4,0,30,3,2,4,1,0,0,0,1,0,4,0
13,CLUJ,"CAMINUL CULTURAL",598,SĂCUIEU,59283,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:26",227,208,1,18,0,155,137,0,18,0,136,19,228,73,19,0,0,44,7,53,8,0,1,0,1,3,0,0,0
13,CLUJ,"CĂMINUL CULTURAL",604,SĂVĂDISLA,59327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:36",766,727,1,20,18,567,529,0,20,18,544,23,830,263,6,6,459,26,5,2,13,0,0,0,1,0,0,5,21
13,CLUJ,"CĂMINUL CULTURAL",603,SĂVĂDISLA,59327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:15:03",52,42,0,10,0,33,23,0,10,0,30,3,47,14,6,1,4,7,6,1,1,0,0,0,1,0,0,0,3
13,CLUJ,"CĂMINUL CULTURAL",602,SĂVĂDISLA,59327,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:44",256,242,1,5,8,164,151,0,5,8,153,11,279,115,28,9,5,74,7,8,7,1,3,4,0,3,1,2,1
13,CLUJ,"CĂMINUL CULTURAL",601,SĂVĂDISLA,59327,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:51",871,827,4,8,32,661,620,1,8,32,608,53,961,300,9,8,494,47,9,5,10,1,1,0,1,1,1,5,16
13,CLUJ,"CĂMINUL CULTURAL",597,SĂCUIEU,59283,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:27",522,503,0,17,2,413,394,0,17,2,370,40,556,146,27,4,1,81,10,166,74,1,1,0,2,3,0,0,0
13,CLUJ,"CĂMINUL CULTURAL",596,SĂCUIEU,59283,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:40",470,454,0,16,0,324,308,0,16,0,284,40,494,170,17,4,1,178,20,45,12,0,3,0,0,2,0,2,0
13,CLUJ,"CĂMINUL CULTURAL",578,PLOSCOŞ,58990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:49",338,320,0,9,9,215,197,0,9,9,177,38,364,149,10,16,0,133,12,1,0,0,1,0,1,3,0,0,0
13,CLUJ,"CĂMINUL CULTURAL",571,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:26",128,98,0,30,0,72,42,0,30,0,69,3,106,34,34,2,0,23,1,1,3,0,1,0,0,1,0,3,0
13,CLUJ,"CĂMINUL CULTURAL",561,NEGRENI,60169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:19:56",1302,1293,2,7,0,724,717,0,7,0,679,45,1442,718,75,4,2,478,30,9,26,2,11,0,1,4,0,37,0
13,CLUJ,"CĂMINUL CULTURAL",559,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:35",118,107,0,11,0,46,35,0,11,0,43,3,120,74,3,10,13,8,2,0,5,0,1,0,0,0,0,1,0
13,CLUJ,"CĂMINUL CULTURAL",533,MICA,55160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:21:22",612,598,2,4,8,373,361,0,4,8,361,12,666,293,62,36,2,209,20,3,20,0,1,0,2,3,0,3,0
13,CLUJ,"CĂMINUL CULTURAL",532,MICA,55160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:36",567,543,1,8,15,350,327,0,8,15,330,20,618,268,61,48,2,176,6,10,21,1,2,0,1,0,1,1,0
13,CLUJ,"CĂMINUL CULTURAL",506,"JICHIŞU DE JOS",55106,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:59:41",341,323,1,6,11,257,240,0,6,11,225,32,375,118,35,13,2,102,64,0,0,0,1,0,0,3,1,3,1
13,CLUJ,"CĂMINUL CULTURAL",505,"JICHIŞU DE JOS",55106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:19",403,348,0,31,24,288,233,0,31,24,266,22,379,91,75,16,3,97,56,0,11,0,3,2,0,1,0,1,1
13,CLUJ,"CĂMINUL CULTURAL",502,"IZVORU CRIŞULUI",58204,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:14",194,182,0,12,0,125,113,0,12,0,115,10,201,75,27,2,8,38,16,1,1,0,0,0,1,1,0,19,1
13,CLUJ,"CĂMINUL CULTURAL",432,CUZDRIOARA,55062,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:27",717,702,2,13,0,284,270,1,13,0,252,32,775,491,35,46,2,102,8,40,7,1,2,0,3,4,0,2,0
13,CLUJ,"CĂMINUL CULTURAL",381,CĂŞEIU,56666,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:33:33",1211,1203,1,6,1,728,720,1,6,1,654,74,1323,595,242,17,2,287,58,12,16,1,9,0,3,3,1,3,0
13,CLUJ,"CĂMINUL CULTURAL AGHIREŞU FABRICI",291,AGHIREŞU,55473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:11",1178,1177,0,0,1,494,493,0,0,1,472,22,1297,803,70,22,35,272,21,5,18,2,2,0,0,2,1,19,3
13,CLUJ,"CAMINUL CULTURAL BADESTI",662,VULTURENI,60099,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:14",112,98,0,11,3,89,75,0,11,3,81,8,113,24,14,3,2,56,2,0,3,0,0,0,1,0,0,0,0
13,CLUJ,"CAMINUL CULTURAL BĂRĂI",360,CĂIANU,56354,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:12",219,199,1,7,12,127,108,0,7,12,117,10,231,104,46,22,2,21,8,1,1,1,0,1,1,1,0,12,0
13,CLUJ,"CAMINUL CULTURAL BERCHIESU",466,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:49",500,496,1,3,0,247,244,0,3,0,219,28,553,306,56,12,6,83,39,6,4,1,4,0,2,5,0,1,0
13,CLUJ,"CĂMINUL CULTURAL BOGATA",364,CĂLĂRAŞI,56425,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:24:20",942,925,2,8,7,476,461,0,8,7,440,36,1030,554,71,118,30,185,2,5,9,0,9,0,1,6,1,3,0
13,CLUJ,"CAMINUL CULTURAL BUZA",358,BUZA,56327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:42",1005,996,0,5,4,594,585,0,5,4,511,83,1103,509,71,9,210,161,19,9,10,1,3,0,6,4,1,5,2
13,CLUJ,"CAMINUL CULTURAL CALARASI",363,CĂLĂRAŞI,56425,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:05:47",784,769,0,6,9,436,421,0,6,9,399,37,866,430,18,106,167,78,5,2,5,0,3,0,1,3,0,0,11
13,CLUJ,"CAMINUL CULTURAL CALARASI -GARA",365,CĂLĂRAŞI,56425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:18",328,313,3,9,3,201,186,3,9,3,189,12,352,151,11,57,6,81,3,4,13,0,1,0,2,10,1,0,0
13,CLUJ,"CAMINUL CULTURAL CĂLĂŢELE PĂDURE",367,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:00",217,208,0,7,2,145,136,0,7,2,132,13,235,90,58,5,1,52,2,3,1,1,2,0,5,1,0,1,0
13,CLUJ,"CĂMINUL CULTURAL CĂPUŞU MARE",375,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:22",721,692,3,14,12,398,372,0,14,12,390,8,760,362,16,27,230,60,37,2,4,0,1,1,1,1,2,3,5
13,CLUJ,"CAMINUL CULTURAL CEANU MIC , NR.184",636,TURENI,59764,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:40",329,322,0,7,0,153,146,0,7,0,138,15,343,190,6,43,1,70,3,2,2,0,0,0,1,4,0,6,0
13,CLUJ,"CAMINUL CULTURAL CIUBANCA",592,RECEA-CRISTUR,59130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:02:51",84,63,0,11,10,60,39,0,11,10,59,1,80,20,2,3,0,45,3,4,2,0,0,0,0,0,0,0,0
13,CLUJ,"CĂMINUL CULTURAL COPRU",390,CĂTINA,56773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:41",101,94,0,6,1,80,73,0,6,1,70,10,105,25,4,10,1,20,19,0,0,0,0,0,0,1,12,3,0
13,CLUJ,"CAMINUL CULTURAL CORNESTI",473,GÂRBĂU,57948,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:31:00",133,101,0,32,0,99,67,0,32,0,94,5,114,15,13,7,4,63,0,0,0,0,1,0,5,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL DEJ",212,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:18",750,740,0,8,2,337,327,0,8,2,310,27,821,484,35,13,7,147,27,30,28,3,2,1,0,3,0,14,0
13,CLUJ,"CĂMINUL CULTURAL DEZMIR",313,APAHIDA,55687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:34",1835,1794,3,21,17,943,905,0,21,17,911,32,1985,1042,192,35,8,462,17,11,170,0,2,2,2,4,2,4,0
13,CLUJ,"CAMINUL CULTURAL DIN LOCALITATEA GHEORGHENI",437,FELEACU,57582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:14",898,883,5,9,1,420,410,0,9,1,404,16,963,543,11,22,287,34,2,1,30,0,1,0,1,0,1,4,10
13,CLUJ,"CAMINUL CULTURAL FAURENI",664,VULTURENI,60099,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:13",159,145,0,7,7,108,94,0,7,7,98,10,167,59,12,14,2,46,17,1,2,0,0,0,3,0,0,1,0
13,CLUJ,"CAMINUL CULTURAL FELEACU DIN LOCALITATEA FELEACU",436,FELEACU,57582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:19",1759,1676,8,74,1,1019,944,0,74,1,964,55,1862,843,79,84,21,533,49,10,142,1,18,2,2,6,3,11,3
13,CLUJ,"CĂMINUL CULTURAL FINCIU",370,CĂLĂŢELE,56461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:30",119,103,0,16,0,90,74,0,16,0,84,6,119,29,9,5,1,31,29,5,2,1,0,0,0,1,0,0,0
13,CLUJ,"CAMINUL CULTURAL FRATA",465,FRATA,57742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:01",1525,1511,1,13,0,777,763,1,13,0,658,119,1672,895,113,43,18,326,108,13,6,6,7,2,2,6,1,7,0
13,CLUJ,"CAMINUL CULTURAL GARBAU",469,GÂRBĂU,57948,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:58",580,556,0,19,5,418,394,0,19,5,395,23,627,209,61,24,14,241,34,7,8,0,0,1,1,2,0,2,0
