precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIUNEA ROMÂNĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL DREPTĂȚII-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
3,ARGEŞ,"CĂMIN CULTURAL PURCĂRENI",382,MICEŞTI,17209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:51",1394,1380,7,7,0,859,850,2,7,0,820,39,1500,641,291,221,18,66,58,10,10,20,1,115,3,7
3,ARGEŞ,"CĂMIN CULTURAL SBOGHIŢEŞTI",411,NUCŞOARA,17771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:31",350,339,0,4,7,267,256,0,4,7,253,14,370,103,133,72,0,39,3,2,1,1,0,1,1,0
3,ARGEŞ,"CĂMIN CULTURAL SLATINA",412,NUCŞOARA,17771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:06",429,418,0,6,5,305,294,0,6,5,293,12,461,156,224,44,0,22,1,0,1,0,0,1,0,0
3,ARGEŞ,"CĂMIN CULTURAL STĂNEŞTI",310,CORBI,15830,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:00",942,918,0,23,1,592,568,0,23,1,553,39,1000,408,184,89,11,218,21,5,3,1,0,20,0,1
3,ARGEŞ,"CĂMIN CULTURAL STOENEŞTI",470,STOENEŞTI,18858,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:33",1074,1059,3,10,2,622,608,2,10,2,579,43,1168,546,234,156,3,20,13,4,4,18,3,122,0,2
3,ARGEŞ,"CĂMIN CULTURAL ŞUICI",482,ŞUICI,19141,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:59",986,974,0,2,10,644,632,0,2,10,612,32,1059,415,330,146,3,10,88,11,6,6,1,7,3,1
3,ARGEŞ,"CĂMIN CULTURAL TEIU",486,TEIU,19212,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:12",970,940,1,24,5,649,620,0,24,5,586,63,1000,351,363,160,2,7,11,6,4,5,2,22,1,3
3,ARGEŞ,"CĂMIN CULTURAL VĂCAREA",387,MIHĂEŞTI,17254,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:24",477,457,0,18,2,353,333,0,18,2,339,14,503,150,153,87,5,4,70,4,5,1,0,10,0,0
3,ARGEŞ,"CĂMIN CULTURAL VALEA MARE PRAVĂŢ",508,"VALEA MARE-PRAVĂŢ",13524,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:53",1245,1231,1,5,8,803,790,0,5,8,758,45,1258,455,286,350,7,11,33,4,4,7,4,48,2,2
3,ARGEŞ,"CĂMIN CULTURAL VALEA-POPII",385,MIHĂEŞTI,17254,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:44",803,775,0,27,1,580,552,0,27,1,558,22,856,276,299,166,2,5,62,4,3,4,0,10,0,3
3,ARGEŞ,"CĂMIN CULTURAL VALEA SILIŞTII",200,ANINOASA,13999,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:33",518,497,1,18,2,354,334,0,18,2,331,23,561,207,185,52,4,16,28,4,5,2,0,12,0,23
3,ARGEŞ,"CĂMINUL CULTURAL",217,BĂICULEŞTI,14165,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:52",825,823,0,2,0,433,431,0,2,0,410,23,900,467,152,128,3,11,25,3,8,2,8,65,2,3
3,ARGEŞ,"CĂMINUL CULTURAL",218,BĂICULEŞTI,14165,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:38",675,668,0,7,0,439,432,0,7,0,422,17,750,311,274,99,4,4,20,3,1,1,1,13,0,2
3,ARGEŞ,"CĂMINUL CULTURAL AREFU",202,AREFU,14049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:15",1028,1017,1,1,9,571,561,0,1,9,491,80,1200,629,299,112,7,14,20,8,4,5,2,16,1,3
3,ARGEŞ,"CĂMINUL CULTURAL BILCEŞTI",510,"VALEA MARE-PRAVĂŢ",13524,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:09:23",691,687,1,3,0,445,442,0,3,0,412,33,800,355,183,177,4,4,13,4,3,2,0,19,1,2
3,ARGEŞ,"CĂMINUL CULTURAL BOȚEȘTI",242,BOŢEŞTI,14726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:43",678,660,0,12,6,540,522,0,12,6,494,46,700,160,219,191,3,12,30,1,3,1,3,25,0,6
3,ARGEŞ,"CĂMINUL CULTURAL BRADU",244,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:42:45",974,959,0,14,1,600,585,0,14,1,563,37,1200,600,310,125,4,37,20,3,6,14,6,38,0,0
3,ARGEŞ,"CĂMINUL CULTURAL CĂTANELE",283,CĂTEASCA,15233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:05:56",866,816,1,33,16,586,538,0,33,15,566,20,900,314,212,237,6,66,13,8,0,1,0,23,0,0
3,ARGEŞ,"CĂMINUL CULTURAL CĂTEASCA",279,CĂTEASCA,15233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:12",759,713,4,34,8,506,464,0,34,8,479,27,800,294,158,88,2,143,12,10,7,3,3,51,1,1
3,ARGEŞ,"CĂMINUL CULTURAL CEPARI",284,CEPARI,15313,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:17",710,683,4,6,17,416,393,0,6,17,393,23,756,340,136,194,2,1,43,7,2,1,1,5,0,1
3,ARGEŞ,"CĂMINUL CULTURAL COLIBAȘI",165,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:20",649,642,0,7,0,347,340,0,7,0,338,9,700,353,190,63,3,8,6,3,6,7,6,44,1,1
3,ARGEŞ,"CĂMINUL CULTURAL FĂGETU",168,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:23",214,206,0,8,0,135,127,0,8,0,132,3,250,115,89,21,1,2,6,1,1,1,0,10,0,0
3,ARGEŞ,"CĂMINUL CULTURAL FÎLFANI",475,STOLNICI,18938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:12",1009,995,0,14,0,419,405,0,14,0,391,28,1087,668,222,123,2,3,5,3,2,0,0,31,0,0
3,ARGEŞ,"CAMINUL CULTURAL FURNICOSI",388,MIHĂEŞTI,17254,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:50",742,734,0,8,0,510,502,0,8,0,486,24,804,294,275,79,2,2,90,2,4,3,1,24,2,2
3,ARGEŞ,"CĂMINUL CULTURAL GALEŞU",250,BRĂDULEŢ,14753,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:32",741,732,0,8,1,449,440,0,8,1,410,39,783,334,168,72,3,98,8,6,9,27,6,10,1,2
3,ARGEŞ,"CĂMINUL CULTURAL GRUIU",281,CĂTEASCA,15233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:29",566,535,0,17,14,386,355,0,17,14,362,24,600,214,145,88,2,37,10,5,4,0,1,68,0,2
3,ARGEŞ,"CĂMINUL CULTURAL HÂRSEŞTI",346,HÂRSEȘTI,16613,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:23:45",1291,1234,0,49,8,775,718,0,49,8,690,85,1400,625,559,69,0,16,12,3,12,2,0,9,4,4
3,ARGEŞ,"CĂMINUL CULTURAL LACURILE",293,CIOFRÂNGENI,15493,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:38",510,487,0,3,20,315,292,0,3,20,303,12,521,206,234,42,0,8,4,4,1,0,1,6,1,2
3,ARGEŞ,"CĂMINUL CULTURAL LĂPUŞANI",315,COŞEŞTI,15901,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:50",322,314,0,8,0,204,196,0,8,0,191,13,379,175,87,46,2,18,15,1,2,0,0,19,1,0
3,ARGEŞ,"CĂMINUL CULTURAL MERIŞANI",378,MERIŞANI,17101,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:26",674,665,0,3,6,391,382,0,3,6,353,38,700,309,98,65,2,3,11,2,4,3,1,163,1,0
3,ARGEŞ,"CĂMINUL CULTURAL MIHĂEȘTI",384,MIHĂEŞTI,17254,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:27:25",2074,2038,0,34,2,1341,1305,0,34,2,1240,101,2236,895,775,199,0,7,198,27,6,1,1,20,3,3
3,ARGEŞ,"CAMINUL CULTURAL NEGRENI",333,DÂRMĂNEŞTI,16365,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:44",559,547,0,12,0,335,323,0,12,0,320,15,600,265,205,53,15,12,13,5,3,2,0,8,0,4
3,ARGEŞ,"CAMINUL CULTURAL NUCSOARA",410,NUCŞOARA,17771,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:54:24",374,366,1,3,4,280,273,0,3,4,262,14,400,124,197,35,0,18,2,3,2,0,0,4,1,0
3,ARGEŞ,"CAMINUL CULTURAL ”PETRE IONESCU MUSCEL”",336,DOMNEŞTI,16454,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:16",1357,1268,0,29,60,964,875,0,29,60,928,36,1400,436,357,375,7,104,20,9,7,0,0,45,2,2
3,ARGEŞ,"CAMINUL CULTURAL ”PETRE IONESCU MUSCEL” -",337,DOMNEŞTI,16454,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:51",1426,1329,0,39,58,1030,933,0,39,58,987,43,1461,431,398,413,4,86,18,9,10,2,2,43,0,2
3,ARGEŞ,"CĂMINUL CULTURAL PODU DÎMBOVIŢEI",327,DÂMBOVICIOARA,16329,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:55",483,460,0,15,8,387,364,0,15,8,362,19,492,111,181,93,4,12,32,4,8,2,0,4,2,20
3,ARGEŞ,"CAMINUL CULTURAL RÂCA",443,RÂCA,20048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:39",855,824,0,31,0,599,568,0,31,0,558,41,904,305,443,115,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,"CAMINUL CULTURAL RĂDEŞTI",469,STÂLPENI,18778,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:26",1389,1376,7,0,6,886,873,7,0,6,848,38,1512,626,369,201,4,1,224,18,3,3,0,22,1,2
3,ARGEŞ,"CĂMINUL CULTURAL SĂLĂTRUCU CENTRU",455,SĂLĂTRUCU,18554,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:08",1215,1198,1,4,12,688,671,1,4,12,637,51,1316,628,374,199,3,6,26,2,2,3,2,15,0,5
3,ARGEŞ,"CĂMINUL CULTURAL SILIŞTEA",280,CĂTEASCA,15233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:43",421,403,0,12,6,294,276,0,12,6,279,15,430,136,115,49,2,18,38,2,2,2,2,47,1,1
3,ARGEŞ,"CĂMINUL CULTURAL TIGVENI",438,RĂTEŞTI,18331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:35",673,670,0,3,0,377,374,0,3,0,343,34,730,353,215,52,0,19,33,4,10,0,0,6,3,1
3,ARGEŞ,"CĂMINUL CULTURAL VALEA DANULUI",502,"VALEA DANULUI",19631,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:16",1641,1622,0,6,13,1086,1067,0,6,13,1015,71,1770,684,384,467,6,33,41,7,7,8,5,45,3,9
3,ARGEŞ,"CĂMINUL CULTURAL VERNEŞTI",503,"VALEA DANULUI",19631,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:07",888,882,0,0,6,595,589,0,0,6,560,35,1000,405,275,229,4,8,10,5,3,2,0,23,0,1
3,ARGEŞ,"CĂMINUL CULTURAL VÎLCELELE",380,MERIŞANI,17101,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:56",733,714,0,12,7,470,451,0,12,7,449,21,830,360,302,71,3,13,5,2,3,0,1,48,0,1
3,ARGEŞ,"CĂMINUL CULTURAL VLĂDEȘTI CENTRU",518,VLĂDEŞTI,19999,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:45:02",1675,1675,0,0,0,1146,1146,0,0,0,1065,81,1798,652,438,444,53,20,35,9,3,4,4,25,4,26
3,ARGEŞ,"CĂMINUL CULTURAL VLĂDEȘTI DE SUS",519,VLĂDEŞTI,19999,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:30",884,882,0,2,0,629,627,0,2,0,544,85,1000,371,270,162,14,11,26,9,3,2,4,34,2,7
3,ARGEŞ,"CASA DE CULTURĂ ALBEŞTII DE ARGEŞ",189,"ALBEŞTII DE ARGEŞ",13819,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:17",1594,1576,1,15,2,952,934,1,15,2,884,68,1704,752,156,426,7,34,167,24,6,1,2,44,1,16
3,ARGEŞ,"CASA DE CULTURĂ A SINDICATELOR DACIA",157,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:37",1279,1273,0,6,0,574,568,0,6,0,556,18,1450,876,303,121,9,4,20,5,5,9,8,70,0,2
3,ARGEŞ,"CASA DE CULTURĂ COSTEŞTI",137,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:36",1674,1660,3,8,3,820,809,0,8,3,796,24,1875,1055,390,170,4,11,63,1,5,38,14,78,1,21
3,ARGEŞ,"CASA DE CULTURĂ ŞTEFĂNEŞTI",176,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:24",1062,1053,1,8,0,535,527,0,8,0,512,23,1200,665,195,123,7,39,21,15,3,12,5,70,3,19
3,ARGEŞ,"CENTRUL AFTER SCHOOL MOZĂCENII VALE",227,BÂRLA,14450,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:44:32",969,915,0,54,0,704,650,0,54,0,660,44,1000,296,312,322,3,3,4,4,3,1,0,2,1,5
3,ARGEŞ,"CENTRUL CULTURAL MULTIFUNCȚIONAL BUDIŞTENI",355,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:56",1036,1020,1,6,9,512,498,0,6,8,469,43,1100,588,268,84,0,3,71,9,3,10,1,18,2,0
3,ARGEŞ,"CENTRUL DE CULTURĂ ȘI ARTE ” GEORGE TOPÎRCEANU” ( I )",125,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:50",1433,1425,0,8,0,554,546,0,8,0,540,14,1500,946,232,120,7,30,36,19,1,10,2,82,1,0
3,ARGEŞ,"CENTRUL DE CULTURĂ ȘI ARTE ”GEORGE TOPÎRCEANU” (II)",133,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:45",1431,1410,8,13,0,560,547,0,13,0,541,19,1600,1040,195,176,8,17,32,17,9,6,2,77,0,2
3,ARGEŞ,"CENTRUL DE ZI LESPEZI",351,HÂRTIEŞTI,16659,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:09",404,395,0,9,0,298,289,0,9,0,265,33,400,102,15,242,0,0,5,0,2,0,0,0,0,1
3,ARGEŞ,"CENTRUL DE ZI TOPOLOVENI",182,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:37",628,618,1,9,0,339,330,0,9,0,325,14,700,361,162,75,2,10,14,7,0,31,1,21,2,0
3,ARGEŞ,"CENTRUL INGRIJIRE COPII",318,COTMEANA,15983,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:00:18",442,434,0,7,1,219,211,0,7,1,211,8,485,266,90,29,3,7,12,2,3,2,0,44,0,19
3,ARGEŞ,"CLĂDIREA MULTIFUNCŢIONALĂ GLÂMBOCATA-DEAL",356,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:03",889,884,1,3,1,457,453,0,3,1,421,36,950,493,160,122,6,8,85,9,1,6,2,19,0,3
3,ARGEŞ,"CLĂDIRE MULTIFUNCȚIONALĂ DÎMBOVICIOARA",328,DÂMBOVICIOARA,16329,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:43",250,218,0,28,4,220,188,0,28,4,202,18,250,30,88,58,15,4,26,3,1,1,0,2,2,2
3,ARGEŞ,"CLUBUL TINERETULUI PRIBOIENI",437,PRIBOIENI,18242,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:32:20",1557,1534,4,11,8,1135,1116,0,11,8,1101,34,1650,515,757,276,6,3,15,2,5,7,0,24,4,2
3,ARGEŞ,"COLEGIUL ECONOMIC ”MARIA TEIULEANU”",2,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:22:20",1155,1127,13,14,1,422,407,0,14,1,416,6,1201,779,124,131,1,24,9,2,1,8,1,109,2,4
3,ARGEŞ,"COLEGIUL ECONOMIC ”MARIA TEIULEANU” (FOST LICEUL TEHNOLOGIC „ION MINCU”)",4,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:00",1417,1405,2,8,2,568,558,0,8,2,553,15,1600,1032,160,178,7,41,18,2,4,13,2,123,1,4
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ALEXANDRU ODOBESCU”",72,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:23:51",2001,1984,7,10,0,705,695,0,10,0,693,12,2138,1433,218,215,11,43,17,3,5,25,9,137,0,10
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ALEXANDRU ODOBESCU”",73,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:38:40",1716,1707,0,9,0,540,531,0,9,0,525,9,1900,1360,178,148,6,37,24,1,4,15,3,103,3,3
3,ARGEŞ,"COLEGIUL NAŢIONAL ”DINICU GOLESCU”",114,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:28",1272,1251,6,13,2,595,580,0,13,2,571,24,1400,805,155,183,13,26,16,5,1,7,5,156,2,2
3,ARGEŞ,"COLEGIUL NAŢIONAL ”ION C. BRĂTIANU”",17,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:36",890,871,7,11,1,324,312,0,11,1,322,2,1000,676,85,124,7,9,16,1,1,5,3,66,1,4
3,ARGEŞ,"COLEGIUL NAŢIONAL PEDAGOGIC ”CAROL I”",109,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:14",763,750,0,13,0,365,352,0,13,0,354,11,800,435,108,103,6,7,11,1,5,3,1,107,2,0
3,ARGEŞ,"COLEGIUL TEHNIC ” ARMAND CĂLINESCU”",45,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:59",704,677,0,19,8,295,276,0,11,8,289,6,900,605,75,99,6,20,9,2,0,17,0,60,0,1
3,ARGEŞ,"COLEGIUL TEHNIC ” ARMAND CĂLINESCU”",46,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:41",1360,1340,8,11,1,478,466,0,11,1,466,12,1500,1022,147,136,12,23,7,1,6,7,1,121,3,2
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",64,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:01:55",1718,1705,4,9,0,607,598,0,9,0,589,18,2000,1393,187,145,6,31,17,7,3,16,2,165,1,9
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",65,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:43:14",1573,1562,2,9,0,521,511,1,9,0,499,22,1800,1279,193,117,10,18,10,5,5,9,5,121,4,2
3,ARGEŞ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",63,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:32",1555,1540,3,12,0,490,478,0,12,0,471,19,1700,1210,193,102,11,22,13,5,3,19,1,96,1,5
3,ARGEŞ,"COLEGIUL TEHNIC ”DIMITRIE DIMA”",78,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:50:35",1859,1846,0,13,0,607,594,0,13,0,580,27,2100,1493,243,142,10,37,17,8,4,31,2,69,7,10
3,ARGEŞ,"COLEGIUL TEHNIC ”DIMITRIE DIMA”",77,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:18:05",1522,1513,0,8,1,505,496,0,8,1,491,14,1700,1195,174,149,8,34,19,0,2,7,6,88,0,4
3,ARGEŞ,"COMALIMENT-TITAN SA",31,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:36",1990,1976,0,14,0,651,637,0,14,0,625,26,2200,1549,235,158,13,34,24,3,8,15,3,125,4,3
3,ARGEŞ,"DIRECŢIA APELOR ARGEŞ-VEDEA",50,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:02",1088,1078,2,8,0,423,415,0,8,0,418,5,1202,779,121,142,10,15,23,2,5,6,1,85,2,6
3,ARGEŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI PITEȘTI",67,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:12",1872,1860,1,11,0,627,616,0,11,0,612,15,2100,1473,225,168,8,26,13,1,1,16,4,144,1,5
3,ARGEŞ,"DISPENSAR UMAN",149,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:54",1471,1464,2,5,0,561,556,0,5,0,544,17,1600,1039,313,108,5,15,18,3,4,11,4,60,2,1
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI ”CAMPIONII” DIN BLOCUL T2A",159,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:17",1314,1310,0,3,1,557,553,0,3,1,532,25,1500,943,307,77,11,10,20,3,6,7,5,85,0,1
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI DIN BLOCUL M6",147,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:43",1703,1695,2,6,0,656,650,0,6,0,630,26,1900,1244,358,111,9,21,39,7,3,8,2,68,2,2
3,ARGEŞ,"FOSTUL SEDIU AL GRĂDINIȚEI DIN BLOCUL T6",158,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:56:53",1603,1596,0,7,0,659,652,0,7,0,644,15,1800,1141,333,129,8,12,25,2,3,17,3,107,2,3
3,ARGEŞ,"FOSTUL SEDIU AL ȘCOLII CLUCEREASA",166,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:07",311,301,1,9,0,178,169,0,9,0,175,3,341,163,133,18,1,1,5,2,0,2,0,10,0,3
3,ARGEŞ,"FOSTUL SEDIU AL ȘCOLII RACOVIȚA DE SUS",163,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:07",707,700,0,7,0,371,364,0,7,0,359,12,800,429,223,54,3,8,28,8,3,4,0,28,0,0
3,ARGEŞ,"GRĂDINIȚA AFTER SCHOOL - GEAMĂNA",247,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:00",1540,1518,10,12,0,748,735,1,12,0,716,32,1600,852,336,170,6,49,24,0,4,16,2,103,0,6
3,ARGEŞ,"GRĂDINIŢA BÎRLOGU",407,NEGRAŞI,17726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:40",426,375,0,21,30,426,375,0,21,30,393,33,698,272,251,85,0,29,4,4,0,0,1,16,1,2
3,ARGEŞ,"GRĂDINIŢA BUJOI",237,BOGAŢI,14584,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:56",513,507,0,6,0,288,282,0,6,0,272,16,559,271,149,97,1,4,9,2,2,0,0,7,0,1
3,ARGEŞ,"GRĂDINIȚA ”CAMPIONII”",160,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:18",1654,1644,1,8,1,641,632,0,8,1,621,20,1850,1209,303,146,3,17,25,2,10,9,1,104,1,0
3,ARGEŞ,"GRĂDINIŢA CERBURENI",507,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:47",304,300,0,4,0,199,195,0,4,0,180,19,345,146,78,76,0,1,14,1,1,6,0,2,0,1
3,ARGEŞ,"GRĂDINITA CIOMĂGEŞTI-SAT",296,CIOMĂGEŞTI,15554,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:18",361,330,1,27,3,258,228,0,27,3,236,22,356,98,79,127,3,2,12,5,2,1,1,1,2,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL COTU MALULUI",358,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:09",353,345,0,8,0,212,204,0,8,0,195,17,400,188,124,27,2,2,30,2,3,1,0,4,0,0
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL IONEŞTI",262,BUZOEŞTI,14940,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:43",607,574,0,6,27,385,352,0,6,27,365,20,641,256,162,153,6,10,19,0,1,5,0,8,0,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”ISTEŢEL” ( FOSTA GRĂDINIŢĂ NR.4)",83,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:39:25",1704,1694,0,10,0,582,572,0,10,0,567,15,1900,1318,220,129,17,38,22,3,3,15,4,110,2,4
