precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","MILITARU IONEL-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",80,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:33",923,918,0,3,2,320,315,0,3,2,311,9,1080,760,12,118,89,11,1,1,36,4,0,1,28,6,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",52,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:36",959,952,1,6,0,375,369,0,6,0,366,9,1040,665,11,100,125,16,11,0,56,11,3,2,22,8,1
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",50,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:57",1000,990,2,8,0,304,296,0,8,0,299,5,1100,796,9,92,109,9,8,4,32,1,1,2,17,7,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",51,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:16",1318,1309,0,9,0,454,445,0,9,0,442,12,1460,1006,14,123,166,6,6,8,57,4,2,0,36,9,11
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:13:04",1180,1159,2,19,0,520,501,0,19,0,513,7,1300,780,22,145,163,13,12,6,68,2,5,5,58,6,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 5",103,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:25",764,753,2,9,0,311,302,0,9,0,289,22,840,529,3,131,71,29,11,4,16,1,2,1,14,2,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 8 (BÂRSANU)",101,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:10",929,914,1,13,1,428,414,0,13,1,385,43,1020,592,10,147,96,43,8,13,27,1,2,2,19,13,4
40,VÂLCEA,"ŞCOALĂ GIMNAZIALĂ PIETRARI",336,PIETRARI,172340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:58",1374,1353,3,12,6,796,777,1,12,6,717,79,1500,704,8,244,315,21,22,2,16,3,12,6,57,5,6
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ROŞIILE",353,ROŞIILE,172698,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:55",510,473,0,18,19,510,473,0,18,19,461,49,970,460,5,216,93,3,62,3,17,52,3,4,0,0,3
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ SĂRULEŞTI",271,LĂPUŞATA,170792,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:41",1139,1125,0,14,0,717,703,0,14,0,639,78,1250,533,6,240,212,25,13,1,16,1,4,5,105,2,9
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ SAT COLTEȘTI",159,ALUNU,168229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:37",1307,1272,1,25,9,851,816,1,25,9,779,72,1430,579,20,500,90,11,15,6,41,32,4,1,57,0,2
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:20",1332,1323,0,9,0,617,608,0,9,0,560,57,1460,843,15,321,128,4,14,27,7,15,0,6,10,12,1
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ŞERBĂNEŞTI",326,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:23:19",395,394,0,1,0,232,231,0,1,0,201,31,440,208,7,90,20,3,3,2,0,0,0,2,72,2,0
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ŞERBAN VODĂ CANTACUZINO” CĂLIMĂNEŞTI",139,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:59",960,949,0,11,0,423,412,0,11,0,393,30,1050,627,5,103,120,10,3,2,20,24,2,3,90,8,3
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ŞIRINEASA",393,ŞIRINEASA,173686,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:51",1201,1170,0,15,16,786,755,0,15,16,700,55,1310,555,9,329,228,25,12,6,4,10,2,4,11,54,6
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”SPIRU HARET” (FOSTĂ NR. 3)",44,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:32",1540,1522,2,12,4,645,629,0,12,4,620,25,1720,1075,13,168,232,24,8,9,53,3,8,8,74,11,9
40,VÂLCEA,"ṢCOALA GIMNAZIALĂ SUTEŞTI",391,SUTEŞTI,173597,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:43",856,788,1,55,12,856,788,1,55,12,807,49,1440,584,15,239,435,30,17,6,28,2,3,2,19,3,8
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ TAKE IONESCU",28,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:39",983,964,2,16,1,404,387,0,16,1,397,7,1080,676,28,113,135,11,8,3,42,1,7,2,35,8,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ TURCEŞTI",285,MATEEŞTI,171067,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:45",1048,998,1,20,29,672,622,1,20,29,637,35,1100,428,9,358,149,15,17,4,25,7,11,1,39,2,0
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ UDREŞTI",209,DĂNICEI,169404,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:54",789,774,0,0,15,488,473,0,0,15,459,29,890,402,9,238,177,10,1,1,4,1,1,1,13,0,3
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ZĂTRENI",430,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:33",551,520,1,17,13,312,281,1,17,13,292,20,640,328,21,120,79,11,41,1,5,0,9,0,5,0,0
40,VÂLCEA,"ŞCOALA GRUIUL LUPULUI",346,RACOVIŢA,172509,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:52",133,122,1,9,1,91,81,0,9,1,82,9,140,49,1,42,30,1,0,2,2,1,1,0,2,0,0
40,VÂLCEA,"ŞCOALA IONEŞTII GOVORII",256,IONEŞTI,170514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:42",1124,1115,2,7,0,480,473,0,7,0,441,39,1250,770,6,145,235,4,8,3,15,3,1,3,10,2,6
40,VÂLCEA,"ŞCOALA LESPEZI - ARHIVĂ",47,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:11",1162,1154,0,8,0,464,456,0,8,0,442,22,1270,806,15,117,157,19,12,6,34,1,4,9,46,11,11
40,VÂLCEA,"ŞCOALA LUNGEŞTI",276,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:17",885,835,0,26,24,440,390,0,26,24,396,44,930,490,22,109,216,2,4,4,9,1,3,1,21,2,2
40,VÂLCEA,"ŞCOALA MARCEA",259,IONEŞTI,170514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:27",679,669,2,6,2,307,299,0,6,2,283,24,740,433,6,104,133,8,1,1,18,1,1,4,2,1,3
40,VÂLCEA,"ŞCOALA MĂRGINENI",423,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:18",314,298,0,16,0,177,161,0,16,0,161,16,320,143,5,69,48,15,4,2,1,1,0,2,9,0,5
40,VÂLCEA,"ŞCOALA MUEREASCA DE JOS",307,MUEREASCA,171539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:04",911,908,0,3,0,391,388,0,3,0,359,32,1000,609,10,174,136,4,5,0,3,12,1,5,6,2,1
40,VÂLCEA,"ŞCOALA MUEREASCA DE SUS",308,MUEREASCA,171539,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:00",1142,1134,0,5,3,530,522,0,5,3,477,53,1260,730,10,230,187,1,6,2,9,3,2,3,19,3,2
40,VÂLCEA,"ŞCOALA NICOLAE BĂLCESCU",98,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:49",1258,1234,1,22,1,524,501,0,22,1,499,25,1380,856,9,180,171,33,17,10,44,3,4,1,18,8,1
40,VÂLCEA,"ȘCOALA NICOLAE BĂLCESCU",97,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:47",1287,1266,1,20,0,534,514,0,20,0,504,30,1410,876,19,160,142,37,14,4,72,4,4,5,27,10,6
40,VÂLCEA,"ȘCOALA PĂDUREȚU",113,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:15",132,121,0,11,0,132,121,0,11,0,120,12,190,58,5,52,49,1,0,0,1,2,1,1,6,2,0
40,VÂLCEA,"ŞCOALA PATEŞTI",362,SĂLĂTRUCEL,172894,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:01",113,102,0,11,0,83,72,0,11,0,72,11,110,27,1,22,35,2,2,0,1,1,2,1,0,3,2
40,VÂLCEA,"ŞCOALA PODENI",334,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:52:56",59,54,0,5,0,41,36,0,5,0,36,5,60,19,0,9,23,0,0,1,0,2,0,0,0,1,0
40,VÂLCEA,"ŞCOALA POENIŢA",248,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:54",335,328,0,7,0,192,185,0,7,0,169,23,360,168,3,45,63,5,6,5,1,1,11,1,27,1,0
40,VÂLCEA,"ŞCOALA POIENARI",242,GHIOROIU,170097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:03",257,223,0,29,5,197,163,0,29,5,180,17,240,43,13,94,55,1,4,0,10,0,1,1,1,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ ANINOASA",244,GLĂVILE,170168,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:38",174,154,0,16,4,135,115,0,16,4,123,12,160,25,0,86,23,0,0,2,2,4,4,0,1,1,0
40,VÂLCEA,"ŞCOALA PRIMARĂ BARCANELE",323,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:48",485,475,0,10,0,318,308,0,10,0,283,35,540,222,5,100,26,1,6,6,3,1,4,0,128,1,2
40,VÂLCEA,"ŞCOALA PRIMARĂ BENEŞTI",122,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:20",367,358,0,9,0,187,178,0,9,0,168,19,400,213,2,112,42,1,1,2,1,1,0,0,6,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ BERBEŞTI",262,LALOŞU,170612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:17",384,351,0,30,3,267,234,0,30,3,259,8,380,113,3,194,56,0,1,0,4,1,0,0,0,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ BROŞTENI",272,LĂPUŞATA,170792,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:41",556,543,0,13,0,365,352,0,13,0,308,57,600,235,11,120,73,5,24,4,6,2,3,2,53,1,4
40,VÂLCEA,"SCOALA PRIMARĂ CÂRLOGANI",124,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:20",452,439,0,13,0,254,241,0,13,0,217,37,480,226,6,72,112,6,5,0,3,1,0,2,8,2,0
40,VÂLCEA,"ȘCOALA PRIMARĂ CERETU",212,DĂNICEI,169404,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:01:13",320,304,0,5,11,227,211,0,5,11,213,14,330,103,5,49,116,0,3,2,2,1,4,1,28,1,1
40,VÂLCEA,"ȘCOALA PRIMARĂ CHIRICEȘTI",269,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:24",461,390,0,48,23,317,246,0,48,23,297,20,427,110,13,196,57,3,12,1,2,0,2,1,5,1,4
40,VÂLCEA,"ŞCOALA PRIMARĂ CÎINENII MICI",186,CÂINENI,169119,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:29",549,484,0,56,9,375,310,0,56,9,342,33,710,335,3,85,195,1,6,4,1,1,2,4,37,2,1
40,VÂLCEA,"ŞCOALA PRIMARĂ CIORĂŞTI",394,ŞIRINEASA,173686,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:24",514,498,0,8,8,347,331,0,8,8,329,18,540,193,7,211,46,8,4,1,5,10,1,1,17,14,4
40,VÂLCEA,"ŞCOALA PRIMARĂ CIUNGET",281,MALAIA,171021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:01",402,373,0,16,13,326,297,0,16,13,310,16,430,104,8,167,112,4,3,1,10,0,2,0,2,1,0
40,VÂLCEA,"ŞCOALA PRIMARĂ DEALU SCHEIULUI",210,DĂNICEI,169404,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:32",229,222,0,7,0,162,155,0,7,0,148,14,250,88,2,49,91,2,0,0,2,0,2,0,0,0,0
40,VÂLCEA,"ȘCOALA PRIMARĂ GĂGENI",268,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:53",242,191,0,42,9,181,131,0,41,9,171,10,210,29,8,93,30,0,23,0,3,1,0,0,8,3,2
40,VÂLCEA,"ŞCOALA PRIMARĂ GORUNEŞTI",123,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:27",606,583,1,14,8,298,276,0,14,8,276,22,670,372,11,128,114,10,1,1,2,1,1,1,5,0,1
40,VÂLCEA,"ŞCOALA PRIMARĂ JIBLEA NOUĂ",145,"ORAŞ CĂLIMĂNEŞTI",167909,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:29:48",889,884,0,5,0,414,409,0,5,0,376,38,970,556,7,100,138,3,4,1,38,27,3,4,44,5,2
40,VÂLCEA,"ŞCOALA PRIMARĂ LALOŞU",260,LALOŞU,170612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:41",816,781,0,27,8,485,450,0,27,8,444,41,970,485,12,284,135,2,2,2,1,0,1,2,0,3,0
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEANCA",245,GLĂVILE,170168,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:52",645,596,0,24,25,442,394,0,24,24,397,45,610,168,3,334,42,0,4,1,2,1,6,0,2,1,1
40,VÂLCEA,"ȘCOALA PRIMARĂ OLTEANCA",270,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:56:47",99,76,0,21,2,74,51,0,21,2,73,1,90,16,5,51,10,0,1,1,2,0,0,0,1,0,2
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEŢANI",263,LALOŞU,170612,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:59",216,199,0,15,2,163,146,0,15,2,155,8,220,57,33,92,27,1,0,0,1,0,1,0,0,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ OTETELIŞU",125,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:00",848,832,0,15,1,426,410,0,15,1,398,28,920,494,29,143,196,5,3,3,6,2,2,2,4,2,1
40,VÂLCEA,"ŞCOALA PRIMARĂ PIETRARII DE SUS",337,PIETRARI,172340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:50",1150,1128,1,5,16,617,596,0,5,16,562,55,1250,633,8,241,246,5,7,2,12,5,7,1,21,4,3
40,VÂLCEA,"ŞCOALA PRIMARĂ ROMANEŞTI",354,ROŞIILE,172698,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:55",836,806,0,16,14,495,465,0,16,14,449,46,910,415,9,195,126,4,64,5,15,24,5,1,1,0,0
40,VÂLCEA,"ŞCOALA PRIMARĂ SĂSCIOARA",434,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:57",316,258,0,39,19,276,218,0,39,19,255,21,350,74,6,118,99,10,7,1,5,1,2,3,1,2,0
40,VÂLCEA,"ȘCOALA PRIMARĂ, SAT POPEȘTI",368,SINEŞTI,172992,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:47",532,497,0,18,17,354,319,0,18,17,322,32,570,216,5,94,198,8,3,0,4,1,0,1,5,2,1
40,VÂLCEA,"ŞCOALA PRIMARĂ SLĂVITEŞTI",395,ŞIRINEASA,173686,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:36",257,247,0,8,2,146,136,0,8,2,133,13,270,124,2,78,41,2,2,1,1,0,2,0,3,1,0
40,VÂLCEA,"ŞCOALA PRIMARĂ STANOMIRU",431,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:39",386,371,0,10,5,225,210,0,10,5,205,20,410,185,31,83,65,5,11,0,4,0,3,0,0,0,3
40,VÂLCEA,"ŞCOALA PRIMARĂ VALEA CHEII",329,PĂUŞEŞTI-MĂGLAŞI,172082,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:43",937,927,0,10,0,449,439,0,10,0,406,43,1020,571,15,145,144,10,5,3,31,8,1,3,31,2,8
40,VÂLCEA,"ŞCOALA PRIMARĂ VĂLENI",432,ZĂTRENI,174290,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:40:06",411,373,0,27,11,252,214,0,27,11,227,25,410,158,7,104,64,7,15,0,3,3,2,2,14,1,5
40,VÂLCEA,"ȘCOALA PRUNDENI",342,PRUNDENI,172457,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:42",1270,1236,2,25,7,700,668,0,25,7,584,76,1400,737,10,231,187,63,28,3,19,4,1,0,35,0,3
40,VÂLCEA,"ŞCOALA RACOVIŢA",173,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:22",549,539,1,9,0,232,223,0,9,0,215,17,590,358,4,77,91,5,6,2,11,1,0,1,15,0,2
40,VÂLCEA,"ŞCOALA RÎMEŞTI",404,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:46:05",904,827,0,59,18,602,525,0,59,18,582,20,930,328,5,190,363,3,5,0,7,0,0,0,9,0,0
40,VÂLCEA,"ŞCOALA SEACA",363,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:11",97,87,0,10,0,68,58,0,10,0,64,4,100,32,2,27,25,2,1,0,6,1,0,0,0,0,0
40,VÂLCEA,"ŞCOALA ŞERBĂNEŞTI",361,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:44",420,400,0,17,3,257,237,0,17,3,233,24,440,183,2,86,122,1,3,0,7,1,2,1,2,4,2
40,VÂLCEA,"ŞCOALA ŞTIRBEŞTI",240,GHIOROIU,170097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:40",547,476,0,42,29,372,301,0,42,29,337,34,570,198,14,125,143,1,8,0,38,0,0,4,0,4,0
40,VÂLCEA,"ŞCOALA STOICULEŞTI",403,ŞUŞANI,173793,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:35",320,296,0,19,5,224,200,0,19,5,212,11,320,97,2,64,124,3,11,2,1,0,4,1,0,0,0
40,VÂLCEA,"ŞCOALA STOLNICENI",86,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:46",583,558,1,23,1,224,200,0,23,1,198,26,640,416,3,65,45,2,6,5,5,2,4,0,51,6,4
40,VÂLCEA,"ŞCOALA ŞUŞANII DE JOS",402,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:04",477,430,0,37,10,313,266,0,37,10,288,25,480,167,6,121,151,4,3,0,0,1,0,1,0,0,1
40,VÂLCEA,"ŞCOALA ŞUŞANII DE SUS",401,ŞUŞANI,173793,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:41",508,486,0,20,2,303,282,0,20,1,286,17,540,237,2,126,131,9,8,1,2,0,1,3,0,1,2
40,VÂLCEA,"ŞCOALA TEIU",234,GALICEA,169994,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:44",342,336,0,6,0,233,227,0,6,0,225,8,370,137,7,152,49,6,3,1,1,0,2,2,1,0,1
40,VÂLCEA,"ŞCOALA TEIUŞU, COMUNA BUNEŞTI",185,BUNEŞTI,168960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:33",442,428,1,13,0,203,190,0,13,0,181,22,470,267,0,109,21,6,1,0,5,2,0,4,31,1,1
40,VÂLCEA,"ŞCOALA TELECHEŞTI",293,MĂLDĂREŞTI,171272,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:01",148,139,0,9,0,102,93,0,9,0,90,12,150,48,0,15,22,2,42,1,4,0,0,0,4,0,0
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",91,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:22",1360,1338,8,13,1,546,532,0,13,1,510,36,1500,954,12,184,149,34,16,1,46,2,3,5,30,23,5
40,VÂLCEA,"ŞCOALA TUDOR VLADIMIRESCU",92,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:49",1227,1219,1,7,0,481,474,0,7,0,468,13,1370,889,20,166,145,25,9,4,37,0,3,2,31,21,5
40,VÂLCEA,"ȘCOALA URZICA, SAT URZICA",367,SINEŞTI,172992,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:02",839,793,0,32,14,522,476,0,32,14,488,34,890,368,4,203,218,6,6,1,37,0,3,8,2,0,0
40,VÂLCEA,"ŞCOALA VALEA RÎULUI",235,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:10",352,344,0,6,2,226,218,0,6,2,209,17,380,154,4,139,46,8,0,1,4,0,2,0,5,0,0
40,VÂLCEA,"ŞCOALA VĂTĂŞEŞTI",249,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:27",214,199,0,14,1,137,122,0,14,1,118,19,220,83,1,62,33,1,1,0,3,1,4,1,10,0,1
40,VÂLCEA,"ŞCOALA VECHE MĂLDĂREŞTI",292,MĂLDĂREŞTI,171272,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:12:34",1501,1487,3,7,4,918,906,1,7,4,830,88,1661,743,11,298,241,4,176,2,42,3,5,7,32,4,5
40,VÂLCEA,"ȘCOALA ZLĂTĂREI",105,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:52",1205,1196,1,8,0,562,554,0,8,0,519,43,1340,778,14,221,145,56,6,10,34,7,4,0,10,8,4
40,VÂLCEA,"S.C. PIEȚE PREST S.A. - PT 13",37,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:53",964,933,4,14,13,363,336,0,14,13,352,11,1050,687,9,115,114,11,6,4,37,5,7,0,32,3,9
40,VÂLCEA,"SECŢIA 1 DE POLIŢIE RURALĂ RÂMNICU VÂLCEA",85,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:06",851,836,4,11,0,336,325,0,11,0,316,20,940,604,16,101,95,14,9,0,17,2,2,2,40,10,8
40,VÂLCEA,"SISTEMUL DE GOSPODĂRIRE A APELOR VÂLCEA",90,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:09",730,714,4,12,0,286,274,0,12,0,279,7,830,544,13,85,88,6,5,3,29,3,0,2,33,3,9
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT - FOST LICEUL TEHNOLOGIC OLTCHIM",32,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:24",1412,1387,4,12,9,509,488,0,12,9,499,10,1550,1041,11,152,166,17,10,4,56,3,4,4,57,12,3
40,VÂLCEA,"UNITATE DE ÎNVĂȚĂMÂNT- FOST LICEUL TEHNOLOGIC OLTCHIM",31,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:10",1304,1288,5,11,0,477,466,0,11,0,449,28,1510,1033,19,135,155,14,9,0,50,7,7,0,40,9,4
