precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",294,BUNTEŞTI,27971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:57",514,489,1,17,7,390,365,1,17,7,381,9,550,160,270,2,1,8,79,12,1,0,8
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",394,DRĂGEŞTI,29341,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:39:53",1175,1026,1,119,29,819,671,0,119,29,751,68,1063,241,374,7,2,12,72,22,258,3,1
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",450,MĂDĂRAS,30014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:53",789,757,0,14,18,454,422,0,14,18,417,37,827,373,261,11,1,19,70,14,11,0,30
5,BIHOR,"ȘCOALA CU CLASELE I.-VIII",448,MĂDĂRAS,30014,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:12",785,746,1,25,13,487,449,0,25,13,462,25,819,332,306,11,40,32,42,6,8,1,16
5,BIHOR,"ȘCOALA CU CLASELE. I-VIII",261,BOROD,27560,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:33",234,219,0,15,0,128,113,0,15,0,114,14,243,115,43,2,30,0,37,1,0,0,1
5,BIHOR,"ŞCOALA CU CLASELE I-VIII CHEŢ",164,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:41",938,925,2,4,7,471,460,0,4,7,390,81,1019,548,94,166,1,3,114,3,2,4,3
5,BIHOR,"ŞCOALA CU CLASELE I-VIII GHENETEA",165,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:57",591,581,2,8,0,277,269,0,8,0,255,22,646,369,178,7,7,6,39,4,7,2,5
5,BIHOR,"ȘCOALA CU CLASELE I- VIII ” ÎNVĂȚĂTOR GÂLGĂU IOSIF” PĂGAIA",254,"BOIANU MARE",27506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:00",556,540,0,7,9,372,356,0,7,9,364,8,614,242,241,3,0,7,41,17,48,2,5
5,BIHOR,"SCOALA CU CLASELE I-VIII ZECEHOTARE",602,ŞUNCUIUŞ,31510,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:11",147,142,1,4,0,99,95,0,4,0,90,9,156,57,55,5,0,0,8,12,6,1,3
5,BIHOR,"ȘCOALA CU CL. I-IV CHIȘIRID, LOC CHIȘIRID NR 168",461,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:09",105,95,0,10,0,105,95,0,10,0,100,5,220,115,66,0,1,6,16,1,3,1,6
5,BIHOR,"ȘCOALA CU CL.I-IV PĂUȘA , NR 37/B",464,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:09",266,260,0,6,0,143,137,0,6,0,135,8,287,144,85,1,0,3,26,2,8,1,9
5,BIHOR,"ȘCOALA CU CL. I-IV ȘAUAIEU, LOC. ȘAUAIEU NR 101",465,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:30",245,238,0,7,0,112,105,0,7,0,107,5,266,154,82,6,0,2,13,2,1,0,1
5,BIHOR,"SCOALA CU CLS.I-IV",620,TILEAGD,31716,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:56",1369,1347,2,5,15,533,513,0,5,15,485,48,1517,984,299,27,4,20,68,18,44,0,5
5,BIHOR,"SCOALA CU CLS.I-IV",621,TILEAGD,31716,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:23",161,151,1,8,1,77,68,0,8,1,75,2,171,94,40,1,0,2,12,9,9,0,2
5,BIHOR,"SCOALA CU CLS.I-IV",622,TILEAGD,31716,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:49",493,490,1,2,0,294,292,0,2,0,280,14,550,256,171,3,0,22,65,5,9,0,5
5,BIHOR,"SCOALA CU CLS. I+IV ”POJORATA”",598,ŞUNCUIUŞ,31510,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:46",104,94,0,8,2,74,64,0,8,2,73,1,109,35,57,0,0,1,14,1,0,0,0
5,BIHOR,"ŞCOALA CUIEŞD",273,BRUSTURI,27757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:35",413,388,0,24,1,257,232,0,24,1,214,43,429,172,116,1,4,7,81,1,4,0,0
5,BIHOR,"ȘCOALA DUȘEȘTI",324,CEICA,28335,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:30",451,417,0,31,3,289,255,0,31,3,287,2,472,183,159,3,1,15,85,5,4,0,15
5,BIHOR,"SCOALA GENERALA",559,"SÂNNICOLAU ROMÂN",32179,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:16",297,259,0,32,6,235,197,0,32,6,227,8,290,55,171,2,0,1,10,3,40,0,0
5,BIHOR,"SCOALA GENERALA",567,SÂRBI,31128,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:32",109,81,0,27,1,78,50,0,27,1,72,6,92,14,49,0,2,1,17,2,0,0,1
5,BIHOR,"SCOALA GENERALA",569,SÂRBI,31128,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:51",335,258,2,72,3,252,176,1,72,3,230,22,290,38,142,7,11,3,63,2,1,1,0
5,BIHOR,"SCOALA GENERALA",629,TINCA,31789,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:06",942,913,2,13,14,522,494,1,13,14,477,45,1013,491,318,13,0,1,68,13,54,1,9
5,BIHOR,"ŞCOALA GENERALĂ",456,MĂGEŞTI,30069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:14",218,212,0,5,1,144,138,0,5,1,130,14,234,90,85,1,1,10,22,2,7,1,1
5,BIHOR,"ŞCOALA GENERALĂ",547,SÂNIOB,28610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:58:40",320,296,0,17,7,191,167,0,17,7,176,15,331,140,133,8,1,10,8,2,7,1,6
5,BIHOR,"ŞCOALA GENERALĂ",548,SÂNIOB,28610,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:36:06",229,203,0,13,13,133,108,0,13,12,124,7,241,108,61,28,1,1,24,6,2,0,1
5,BIHOR,"ŞCOALA GENERALĂ",609,TĂMĂŞEU,32153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:52",408,392,3,6,7,217,204,0,6,7,191,26,440,223,45,99,0,1,36,1,2,5,2
5,BIHOR,"ŞCOALA GENERALĂ",191,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:50",964,933,0,7,24,471,440,0,7,24,412,59,1026,555,33,321,3,0,32,1,2,18,2
5,BIHOR,"ŞCOALA GENERALĂ",192,"ORAŞ SĂCUENI",30915,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:09:03",716,696,1,7,12,455,436,0,7,12,394,61,771,316,32,273,4,3,68,1,3,10,0
5,BIHOR,"ŞCOALA GENERALĂ",193,"ORAŞ SĂCUENI",30915,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:37",454,435,0,12,7,228,209,0,12,7,218,10,493,265,20,144,2,0,24,1,3,24,0
5,BIHOR,"ŞCOALA GENERALĂ",194,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:56",723,712,0,6,5,404,393,0,6,5,365,39,790,386,23,282,1,1,17,4,1,33,3
5,BIHOR,"ŞCOALA GENERALĂ",218,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:51",58,46,0,12,0,44,32,0,12,0,41,3,51,7,26,3,0,0,9,0,1,0,2
5,BIHOR,"ŞCOALA GENERALĂ",326,CETARIU,28415,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:52",503,496,1,6,0,248,241,1,6,0,238,10,550,302,26,113,0,7,5,0,0,85,2
5,BIHOR,"ŞCOALA GENERALĂ",327,CETARIU,28415,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:43",202,194,0,8,0,88,80,0,8,0,78,10,216,128,54,6,0,1,9,1,1,1,5
5,BIHOR,"ŞCOALA GENERALĂ",452,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:03",304,298,0,3,3,196,190,0,3,3,188,8,328,132,133,3,5,9,20,5,8,1,4
5,BIHOR,"ŞCOALA GENERALĂ",453,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:05",443,426,1,10,6,292,276,0,10,6,272,20,463,171,179,7,3,40,29,4,7,0,3
5,BIHOR,"ŞCOALA GENERALĂ",454,MĂGEŞTI,30069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:25",303,288,0,11,4,218,203,0,11,4,208,10,316,98,104,43,0,32,6,0,3,4,16
5,BIHOR,"ŞCOALA GENERALĂ",455,MĂGEŞTI,30069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:00",294,287,1,2,4,196,190,0,2,4,184,12,318,122,114,4,0,18,18,22,5,0,3
5,BIHOR,"ȘCOALA GENERALĂ",176,"MUNICIPIUL SALONTA",26975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:19",1136,1124,1,6,5,474,463,0,6,5,425,49,1253,779,138,221,3,2,48,1,3,4,5
5,BIHOR,"ȘCOALA GENERALĂ",304,CĂPÂLNA,28139,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:23",261,224,3,26,8,168,134,0,26,8,163,5,245,77,57,66,0,1,21,2,11,4,1
5,BIHOR,"ȘCOALA GENERALĂ",305,CĂPÂLNA,28139,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:00",342,316,1,5,20,229,204,0,5,20,210,19,347,118,120,3,1,1,46,27,12,0,0
5,BIHOR,"SCOALĂ GENERALĂ",535,SĂLACEA,30988,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:34",913,877,1,2,33,568,533,0,2,33,530,38,1008,440,3,460,3,2,19,3,3,37,0
5,BIHOR,"ȘCOALA GENERALĂ ABRĂMUȚ",226,ABRĂMUŢ,27169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:56",377,371,0,6,0,146,140,0,6,0,135,11,417,271,54,55,2,10,12,0,1,0,1
5,BIHOR,"ŞCOALA GENERALĂ ALBIŞ",285,BUDUSLĂU,27908,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:17",787,772,0,1,14,402,387,0,1,14,373,29,865,463,7,302,2,1,5,0,0,55,1
5,BIHOR,"ȘCOALA GENERALĂ BISTRA",502,POPEŞTI,30568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:18",831,821,0,4,6,426,416,0,4,6,394,32,913,487,225,9,0,12,108,9,16,1,14
5,BIHOR,"ȘCOALA GENERALĂ CHERESIG",634,TOBOLIU,32201,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:46:46",966,903,1,40,22,770,707,1,40,22,657,45,1013,243,345,5,0,3,268,2,29,0,5
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-IV BEIUŞELE",357,CURĂŢELE,28941,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:03",359,348,0,6,5,295,284,0,6,5,274,21,392,97,222,4,0,2,34,4,2,1,5
5,BIHOR,"ȘCOALA GENERALĂ CU CLASELE I-IV CAUACEU",252,BIHARIA,27436,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:10",646,624,1,6,15,386,365,0,6,15,363,23,698,312,35,269,0,0,11,2,2,42,2
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-IV CRESUIA",358,CURĂŢELE,28941,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:52",356,351,0,2,3,283,278,0,2,3,274,9,396,113,205,1,0,2,62,1,1,0,2
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-VIII NR. 24",362,CURTUIŞENI,29001,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:02",683,666,1,16,0,445,429,0,16,0,389,56,738,293,250,9,0,2,115,3,1,7,2
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-VIII NR. 542",360,CURTUIŞENI,29001,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:11",1014,1013,1,0,0,554,554,0,0,0,514,40,1113,559,117,284,2,10,72,2,0,26,1
5,BIHOR,"ȘCOALA GENERALĂ CU CLASELE V-VIII GASPAR ANDRAS",250,BIHARIA,27436,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:47",1714,1637,11,7,59,1082,1013,3,7,59,1012,70,1889,807,173,653,1,5,33,5,2,128,12
5,BIHOR,"ȘCOALA GENERALĂ CUZAP",504,POPEŞTI,30568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:33",946,929,1,5,11,498,482,0,5,11,474,24,1024,526,290,6,6,9,117,10,32,0,4
5,BIHOR,"ȘCOALA GENERALĂ FĂNCICA",228,ABRĂMUŢ,27169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:44",259,254,0,5,0,105,100,0,5,0,96,9,286,181,62,11,1,1,19,0,1,1,0
5,BIHOR,"ȘCOALA GENERALĂ FÜVESKERT",180,"MUNICIPIUL SALONTA",26975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:53",776,770,1,5,0,399,394,0,5,0,387,12,856,457,169,147,0,5,52,3,2,0,9
5,BIHOR,"ȘCOALA GENERALĂ GHIORAC",341,CIUMEGHIU,28665,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:53:23",1311,1293,0,15,3,657,639,0,15,3,615,42,1428,771,298,165,1,17,119,3,2,2,8
5,BIHOR,"ŞCOALA GENERALĂ IOANIŞ",398,FINIŞ,29403,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:56",613,598,0,13,2,432,417,0,13,2,385,47,663,231,173,44,0,5,129,5,27,1,1
5,BIHOR,"ȘCOALA GENERALĂ LACU SĂRAT",496,POMEZEU,30470,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:59",36,35,0,0,1,29,28,0,0,1,26,3,40,11,22,0,0,0,2,0,1,0,1
5,BIHOR,"ȘCOALA GENERALĂ SANTĂUL MARE",264,BORŞ,27631,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:51:58",362,322,0,19,21,202,162,0,19,21,194,8,365,163,23,159,1,1,0,3,1,6,0
5,BIHOR,"ŞCOALA GENERALĂ TOMNATIC",648,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:04",221,207,4,8,2,117,107,0,8,2,104,13,234,117,64,3,0,3,14,2,3,0,15
5,BIHOR,"ŞCOALA GENERALĂ TOPA DE CRIŞ",649,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:09",363,356,0,6,1,191,184,0,6,1,184,7,395,204,124,3,0,6,32,2,4,0,13
5,BIHOR,"ŞCOALA GENERALĂ VADU CRIŞULUI",647,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:20",890,870,3,11,6,456,439,0,11,6,404,52,954,498,311,13,2,10,41,5,5,0,17
5,BIHOR,"ȘCOALA GENERALĂ VARVIZ",505,POPEŞTI,30568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:47",417,408,0,6,3,232,223,0,6,3,227,5,448,216,164,3,3,10,36,3,4,0,4
5,BIHOR,"ȘCOALA GENERALĂ VĂRZARI",506,POPEŞTI,30568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:22",259,253,1,5,0,114,108,1,5,0,112,2,279,165,40,3,38,0,17,2,1,0,11
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",501,POPEŞTI,30568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:54",626,617,3,6,0,312,303,3,6,0,295,17,683,371,177,4,21,7,68,3,13,0,2
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",500,POPEŞTI,30568,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:09:19",765,758,0,7,0,459,452,0,7,0,422,37,842,383,245,6,8,7,93,6,49,2,6
5,BIHOR,"ȘCOALA GIMAZIALĂ NR.2 CHIȘCĂU",482,PIETROASA,30336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:49",584,563,2,10,9,428,409,0,10,9,399,29,649,221,240,7,0,9,114,8,16,0,5
5,BIHOR,"SCOALA GIMNAZIALA",618,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:39",631,626,0,5,0,311,306,0,5,0,303,8,707,396,196,28,4,2,52,6,14,0,1
5,BIHOR,"SCOALA GIMNAZIALA",617,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:17",1178,1173,0,3,2,468,463,0,3,2,415,53,1299,831,165,119,3,10,111,2,3,2,0
5,BIHOR,"SCOALA GIMNAZIALA",616,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:41",908,878,1,5,24,588,558,1,5,24,580,8,1000,412,32,534,0,0,10,2,0,2,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ",42,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:46",769,755,6,8,0,318,310,0,8,0,312,6,830,512,192,63,0,3,23,1,1,17,12
5,BIHOR,"ȘCOALA GIMNAZIALA „AUREL POP” OȘORHEI",470,OŞORHEI,30274,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:45",1410,1398,3,9,0,669,660,0,9,0,639,30,1545,876,414,83,5,8,73,2,10,6,38
5,BIHOR,"ȘCOALA GIMNAZIALA „AUREL POP” OȘORHEI",471,OŞORHEI,30274,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:52",1477,1465,2,10,0,710,700,0,10,0,667,43,1599,889,456,70,5,7,85,4,8,8,24
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",141,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:58:14",1456,1445,2,9,0,572,563,0,9,0,553,10,1598,1026,433,35,4,6,39,4,3,9,20
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",140,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:33",1154,1135,5,14,0,470,456,0,14,0,457,13,1260,790,372,9,1,7,39,2,10,2,15
5,BIHOR,"ȘCOALA GIMNAZIALĂ ” BOCSKAI ISTVAN”",331,CHERECHIU,28497,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:27",802,794,0,2,6,477,469,0,2,6,446,31,880,403,72,336,1,0,5,1,0,31,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”BOCSKAI ISTVAN”",330,CHERECHIU,28497,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:08",596,581,1,2,12,362,348,0,2,12,341,21,642,280,13,302,3,3,3,1,0,14,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ BOIU",340,CIUMEGHIU,28665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:16",620,599,2,10,9,351,332,0,10,9,318,33,659,308,140,114,1,4,44,2,4,5,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII „MIRON POMPILIU” ŞTEI",205,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:02",1218,1193,2,23,0,658,635,0,23,0,644,14,1395,737,480,4,3,12,100,10,15,0,20
5,BIHOR,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII „MIRON POMPILIU” ŞTEI - ŞCOALA MICĂ",202,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:31",927,902,1,21,3,463,439,0,21,3,445,18,1085,622,311,5,1,13,76,9,15,0,15
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",66,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:45",1185,1166,9,10,0,467,457,0,10,0,460,7,1339,872,311,62,5,7,37,9,5,10,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",68,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:36",1111,1083,1,27,0,423,396,0,27,0,421,2,1201,778,293,53,3,4,24,2,7,13,22
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",67,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:39",1381,1365,4,12,0,510,498,0,12,0,502,8,1562,1052,349,57,3,7,42,6,5,14,19
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",18,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:38",1068,1037,15,16,0,450,434,0,16,0,447,3,1175,725,338,33,2,1,41,3,7,6,16
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",19,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:09",1509,1475,24,9,1,589,578,1,9,1,582,7,1673,1084,359,98,6,10,51,7,9,21,21
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",17,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:32",1110,1087,14,9,0,434,425,0,9,0,431,3,1128,694,258,57,1,1,60,3,9,21,21
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",20,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:20",1769,1728,23,18,0,637,619,0,18,0,628,9,1968,1331,436,66,2,4,55,20,9,20,16
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",21,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:49",1434,1404,19,11,0,500,489,0,11,0,496,4,1603,1103,361,37,3,4,48,4,6,12,21
5,BIHOR,"ȘCOALA GIMNAZIALĂ FERICE",292,BUNTEŞTI,27971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:52",408,389,0,9,10,315,296,0,9,10,305,10,442,127,246,4,0,1,43,8,2,1,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”FLOARE DE LOTUS” SÂNMARTIN",551,SÂNMARTIN,26582,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:31:27",1983,1924,0,53,6,1222,1163,0,53,6,1202,20,2079,857,803,22,13,12,242,30,31,3,46
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",11,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:54",1555,1544,4,7,0,653,646,0,7,0,615,38,1762,1109,452,59,5,7,50,13,10,8,11
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",10,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:11",1424,1410,4,7,3,576,566,0,7,3,555,11,1572,1006,413,36,7,1,53,4,18,9,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",12,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:54",1401,1384,6,11,0,520,509,0,11,0,508,12,1545,1025,420,11,1,2,35,6,9,4,20
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",13,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:06",1442,1434,2,6,0,451,445,0,6,0,425,26,1635,1184,313,44,1,0,38,7,8,6,8
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",14,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:04",818,808,3,7,0,268,261,0,7,0,259,9,938,670,198,18,5,2,19,0,14,3,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",110,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:54",1241,1223,8,7,3,530,520,0,7,3,526,4,1352,822,399,50,4,2,33,4,8,12,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",111,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:15",1399,1385,6,7,1,589,581,0,7,1,576,13,1532,943,411,58,3,2,52,8,12,15,15
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",112,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:22",1414,1396,3,11,4,763,748,0,11,4,758,5,1582,819,542,64,7,6,46,13,20,22,38
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”IOSIF VULCAN”",410,HOLOD,29573,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:58",350,259,0,80,11,350,259,0,80,11,336,14,423,73,208,1,3,5,58,5,34,1,21
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JAKO ZSIGMOND”",527,ROŞIORI,32187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:25",1155,1126,3,4,22,732,706,0,4,22,691,41,1270,538,100,480,1,0,16,3,5,84,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",82,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:02",1052,1035,5,11,1,430,418,0,11,1,415,15,1164,734,198,135,3,5,14,2,8,35,15
