precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL OAMENILOR LIBERI-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
21,HARGHITA,"ȘCOALA GIMNAZIALĂ HODOȘA GARĂ",231,SĂRMAŞ,85528,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:15",1215,1205,1,9,0,584,575,0,9,0,551,33,1300,716,201,125,96,65,36,8,1,19
21,HARGHITA,"ŞCOALA GIMNAZIALĂ IZVORUL TROTUŞULUI",169,"LUNCA DE SUS",84754,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:17",580,577,0,3,0,292,289,0,3,0,248,44,700,408,9,10,171,1,2,2,50,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”JÓKAI MÓR” SUB CETATE",289,ZETEA,86366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:49:39",676,669,5,2,0,107,104,1,2,0,95,12,700,593,0,5,72,0,1,6,10,1
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",12,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:19",1464,1445,2,12,5,533,515,1,12,5,524,9,1600,1067,37,21,344,3,5,41,64,9
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",13,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:55",1523,1512,4,6,1,427,419,1,6,1,415,12,1600,1173,27,20,292,6,2,18,40,10
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”JÓZSEF ATTILA” MIERCUREA-CIUC",14,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:01",1666,1658,2,6,0,490,484,0,6,0,482,8,1800,1310,41,15,342,12,6,8,43,15
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KISS FERENC”",179,MĂDĂRAŞ,86438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:23",806,774,1,3,28,519,488,0,3,28,489,30,887,368,8,13,390,0,0,2,75,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KISS FERENC”",178,MĂDĂRAŞ,86438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:23:15",1022,976,1,0,45,640,595,0,0,45,601,39,1100,460,16,19,458,0,1,6,101,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",24,"MUNICIPIUL GHEORGHENI",83561,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:37",1835,1821,6,8,0,551,542,1,8,0,524,27,2000,1449,46,35,326,8,5,30,61,13
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",25,"MUNICIPIUL GHEORGHENI",83561,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:27",1758,1743,4,8,3,586,575,0,8,3,570,16,1900,1314,61,21,333,9,8,21,85,32
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”KÓS KÁROLY”",26,"MUNICIPIUL GHEORGHENI",83561,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:32",1865,1853,5,6,1,572,564,1,6,1,553,19,2000,1428,55,24,331,4,5,27,95,12
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „KRIZA JÁNOS”",101,CĂPÂLNIŢA,83963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:17",856,843,0,3,10,518,506,0,3,9,495,23,990,472,13,22,227,1,3,1,226,2
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „KRIZA JÁNOS”",100,CĂPÂLNIŢA,83963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:23",830,822,0,2,6,540,532,0,2,6,497,43,900,360,22,53,257,3,2,1,159,0
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”LÁSZLÓ GYULA” SÎNPAUL",184,MĂRTINIŞ,84923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:21:19",405,400,1,4,0,277,273,0,4,0,251,26,416,139,8,10,116,2,1,4,108,2
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”LIVIU REBREANU” MIERCUREA-CIUC",9,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:50",1602,1577,15,10,0,540,530,0,10,0,526,14,1700,1160,29,23,339,3,5,24,87,16
21,HARGHITA,"ŞCOALA GIMNAZIALA ” MAJLATH GUSZTAV KAROLY”",165,"LUNCA DE JOS",84656,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:05",1432,1425,4,3,0,395,391,1,3,0,375,20,1500,1105,12,13,287,2,1,3,56,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ MARTON ARON BRĂDEŞTI",98,BRĂDEŞTI,83151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:13",1034,1032,2,0,0,436,436,0,0,0,409,27,1100,664,13,9,319,2,0,54,10,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ MARTON ARON SÎNDOMINIC",239,SÂNDOMINIC,85760,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:34",1083,1079,2,1,1,378,376,0,1,1,350,28,1200,822,2,4,322,0,0,2,20,0
21,HARGHITA,"ȘCOALA GIMNAZIALĂ MARTON ARON SÎNDOMINIC",240,SÂNDOMINIC,85760,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:13",1082,1077,2,3,0,369,366,0,3,0,350,19,1185,816,10,4,305,0,0,2,28,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MARTON FERENC” BANCU",110,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:03",1118,1092,2,19,5,606,583,0,18,5,525,81,4747,2319,19,32,378,4,2,43,44,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",82,"ORAŞ VLĂHIŢA",83749,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:05",1351,1345,1,5,0,661,656,0,5,0,592,69,1500,839,20,20,251,2,4,13,278,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",83,"ORAŞ VLĂHIŢA",83749,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:45:57",1545,1534,6,4,1,943,935,3,4,1,872,71,1700,757,25,17,194,2,4,16,613,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MIRON CRISTEA” TOPLIŢA",57,"MUNICIPIUL TOPLIŢA",83632,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:41:16",1600,1572,2,5,21,623,597,0,5,21,576,47,1700,1077,207,181,70,23,16,32,3,44
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MIRON CRISTEA” TOPLIŢA",56,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:41",1520,1501,0,6,13,577,558,0,6,13,539,38,1600,1023,198,197,65,16,12,13,8,30
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",53,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:35",1524,1520,2,2,0,601,599,0,2,0,582,19,1600,999,9,15,274,0,3,252,27,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",52,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:49",1530,1525,4,0,1,599,598,0,0,1,592,7,1600,1001,8,9,293,1,0,240,34,7
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",51,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:36",1566,1560,0,5,1,592,586,0,5,1,578,14,1700,1108,11,9,290,3,0,236,25,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC”",54,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:14",1593,1583,2,8,0,577,569,0,8,0,561,16,1700,1123,8,11,281,2,1,218,28,12
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC” GOAGIU",94,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:02",556,551,0,5,0,172,167,0,5,0,156,16,600,428,10,11,115,3,0,1,16,0
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”NAGY IMRE”",6,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:13",1683,1668,4,11,0,525,514,0,11,0,506,19,1800,1275,26,28,314,9,4,25,68,32
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”NAGY IMRE” MIERCUREA-CIUC",4,"MUNICIPIUL MIERCUREA-CIUC",83320,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:18:17",1598,1569,22,6,1,480,473,0,6,1,462,18,1700,1220,32,15,316,8,2,33,43,13
21,HARGHITA,"ŞCOALA GIMNAZIALĂ „NAGY IMRE” MIERCUREA-CIUC",5,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:11",1647,1628,9,10,0,506,496,0,10,0,499,7,1800,1294,41,23,339,3,6,23,51,13
21,HARGHITA,"ȘCOALA GIMNAZIALĂ NR.4 PLĂIEȘII DE SUS",209,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:01",618,613,0,5,0,278,273,0,5,0,241,37,678,400,6,34,162,1,4,11,23,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",43,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:06",1403,1396,3,4,0,512,508,0,4,0,480,32,1500,988,6,5,233,0,2,199,31,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",45,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:39",1112,1093,7,11,1,523,509,2,11,1,506,17,1200,677,8,2,305,0,1,162,27,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”ORBÁN BALÁZS”",44,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:50",1218,1206,3,8,1,438,429,0,8,1,410,28,1300,862,8,9,198,1,0,168,22,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” CRISTURU SECUIESC",77,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:08",1542,1529,1,10,2,925,913,0,10,2,886,39,1700,775,37,34,490,3,9,30,281,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” CRISTURU SECUIESC",76,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:26",1256,1234,12,9,1,607,597,0,9,1,552,55,1300,693,28,28,302,3,5,4,178,4
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” MIERCUREA-CIUC",7,"MUNICIPIUL MIERCUREA-CIUC",83320,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:04:21",1465,1441,19,5,0,441,436,0,5,0,432,9,1600,1159,35,12,283,4,6,26,50,16
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” MIERCUREA-CIUC",8,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:47",1460,1443,6,11,0,360,349,0,11,0,351,9,1600,1240,46,16,230,6,3,13,31,6
21,HARGHITA,"ŞCOALA GIMNAZIALĂ SÂNCRĂIENI",235,SÂNCRĂIENI,85680,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:32",1161,1141,2,2,16,373,355,0,2,16,330,43,1300,927,7,12,275,0,1,10,21,4
21,HARGHITA,"ŞCOALA GIMNAZIALĂ SÂNCRĂIENI",236,SÂNCRĂIENI,85680,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:34:30",997,990,2,0,5,302,297,0,0,5,285,17,1090,788,3,3,235,2,0,12,24,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”SFÂNTU ANDREI ”SĂRMAȘ",234,SĂRMAŞ,85528,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:04",1159,1149,1,2,7,582,573,0,2,7,550,32,1285,703,239,152,51,75,22,6,2,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SF. ILIE” TOPLIŢA",63,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:12",1103,1090,1,11,1,353,341,0,11,1,337,16,1200,847,160,74,46,18,9,12,3,15
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SF. ILIE” ZENCANI",60,"MUNICIPIUL TOPLIŢA",83632,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:11",1523,1510,2,11,0,576,565,0,11,0,508,68,1600,1024,174,155,77,41,23,23,1,14
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „SIKLODY LORINC” DITRĂU",133,DITRĂU,84344,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:38",1605,1599,2,0,4,453,449,0,0,4,423,30,1700,1247,4,17,321,1,0,3,76,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SUKOSD FERENC” OCNA DE JOS",216,PRAID,85341,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:08",1278,1270,1,6,1,639,632,0,6,1,576,63,1400,761,10,21,324,5,8,2,204,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SZEKELY MOZES” OCNA DE SUS",217,PRAID,85341,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:39",1225,1189,3,6,27,595,562,0,6,27,543,52,1300,705,7,26,443,3,0,2,61,1
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TAMASI ARON” LUPENI",174,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:34",1601,1594,3,4,0,1023,1019,0,4,0,969,54,1700,677,36,22,834,1,0,20,53,3
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TARISZNYÁS MÁRTON” VALEA STRÎMBĂ",258,SUSENI,85920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:14",1103,1100,0,3,0,276,273,0,3,0,258,18,1167,891,10,8,193,5,1,2,38,1
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”TEODOR CHINDEA” VOȘLĂBENI",284,VOŞLĂBENI,86339,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:43",997,940,1,18,38,601,545,0,18,38,556,45,1077,476,115,268,53,26,12,5,75,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ TULGHEŞ",270,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:28",1399,1373,0,9,17,622,596,0,9,17,568,54,1500,878,117,251,123,8,17,38,8,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TUZSON JÁNOS NR.2 CASINU NOU",211,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:56",544,542,0,2,0,172,170,0,2,0,154,18,600,428,2,11,124,1,1,9,6,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ VALEA LUI PAVEL",123,CORUND,84175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:33:31",298,295,1,2,0,137,135,0,2,0,127,10,374,237,1,6,117,2,0,1,0,0
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",29,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:00",1860,1840,14,0,6,707,700,1,0,6,680,27,2000,1293,22,12,465,4,1,31,140,5
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",28,"MUNICIPIUL GHEORGHENI",83561,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:50",1712,1694,2,15,1,539,522,1,15,1,520,19,1800,1261,45,23,313,7,3,32,85,12
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”VASKERTES”",27,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:10",1741,1729,4,7,1,599,591,0,7,1,595,4,2000,1401,49,25,387,2,4,22,101,5
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”XÁNTUS JÁNOS” HARGHITA-BĂI MIERCUREA-CIUC",23,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:50",190,181,2,7,0,78,69,2,7,0,73,5,240,162,4,3,55,1,1,0,7,2
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”XANTUS JANOS” MIERCUREA-CIUC",20,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:23",1271,1256,7,8,0,497,487,2,8,0,477,20,1400,903,13,12,303,1,0,22,117,9
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ZOLD PETER SICULENI",252,SICULENI,85626,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:24",1437,1389,1,0,47,662,615,0,0,47,617,45,1490,828,9,20,558,1,5,6,16,2
21,HARGHITA,"SCOALA PRIMARA",193,MIHĂILENI,85074,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:07",525,509,1,8,7,276,261,0,8,7,250,26,600,324,7,12,142,2,2,5,76,4
21,HARGHITA,"SCOALA PRIMARA",192,MIHĂILENI,85074,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:46:45",502,495,1,3,3,308,302,0,3,3,279,29,500,192,2,8,202,2,4,13,47,1
21,HARGHITA,"ȘCOALA PRIMARĂ",147,FRUMOASA,84415,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:20",919,909,0,0,10,345,335,0,0,10,322,23,990,645,9,8,260,4,1,10,30,0
21,HARGHITA,"ȘCOALA PRIMARĂ ALDEA",182,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:27",332,323,4,5,0,195,190,0,5,0,180,15,350,155,10,13,150,0,0,2,4,1
21,HARGHITA,"ȘCOALA PRIMARĂ BĂDENI",183,MĂRTINIŞ,84923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:13",163,158,0,5,0,104,99,0,5,0,94,10,175,71,1,8,52,0,3,0,30,0
21,HARGHITA,"SCOALA PRIMARĂ BULGĂRENI",176,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:31",242,235,0,7,0,136,129,0,7,0,123,13,300,164,2,1,109,1,1,2,7,0
21,HARGHITA,"ŞCOALA PRIMARĂ CECHEŞTI",93,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:30",500,494,2,4,0,200,196,0,4,0,171,29,570,370,4,13,121,6,0,4,22,1
21,HARGHITA,"ŞCOALA PRIMARĂ CHILENI",257,SUSENI,85920,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:30",650,645,0,2,3,226,221,0,2,3,205,21,700,474,3,5,159,0,0,5,31,2
21,HARGHITA,"ȘCOALA PRIMARĂ COMĂNEȘTI",186,MĂRTINIŞ,84923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:39",186,178,0,8,0,110,102,0,8,0,91,19,200,90,4,7,76,1,1,1,1,0
21,HARGHITA,"ŞCOALA PRIMARĂ COMIAT",168,"LUNCA DE SUS",84754,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:44",314,308,0,6,0,182,176,0,6,0,163,19,400,218,6,9,118,1,0,0,28,1
21,HARGHITA,"ȘCOALA PRIMARĂ DAIA",279,ULIEŞ,86222,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:56",230,225,2,3,0,103,99,1,3,0,89,14,221,118,10,14,59,0,0,4,2,0
21,HARGHITA,"SCOALA PRIMARĂ DELNIŢA",206,PĂULENI-CIUC,83375,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:02",579,571,1,3,4,350,342,1,3,4,333,17,600,250,11,7,257,1,1,14,40,2
21,HARGHITA,"ȘCOALA PRIMARĂ DR.PATAKI JÓZSEF NR.3 IACOBENI",210,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:45:15",298,291,1,3,3,85,79,0,3,3,74,11,300,215,1,7,50,0,1,4,9,2
21,HARGHITA,"ŞCOALA PRIMARĂ FIRTĂNUŞ",95,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:47",277,270,0,7,0,74,67,0,7,0,63,11,300,226,1,6,46,3,1,2,4,0
21,HARGHITA,"ȘCOALA PRIMARĂ FUNDOAIA",233,SĂRMAŞ,85528,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:37",489,479,0,10,0,307,297,0,10,0,292,15,500,193,120,91,7,45,25,1,2,1
21,HARGHITA,"SCOALA PRIMARA GAÁL TAMÁS, BORZONT",154,JOSENI,84558,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:29",706,700,0,6,0,197,191,0,6,0,185,12,785,588,2,2,172,0,1,1,7,0
21,HARGHITA,"ȘCOALA PRIMARĂ GHIPEȘ",185,MĂRTINIŞ,84923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:26",179,173,0,6,0,91,85,0,6,0,81,10,200,109,1,5,63,2,2,2,5,1
21,HARGHITA,"ŞCOALA PRIMARA GURA VAII RECE",166,"LUNCA DE JOS",84656,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:58",899,895,0,4,0,407,403,0,4,0,402,5,1000,593,14,20,295,0,6,0,67,0
21,HARGHITA,"ȘCOALA PRIMARĂ ”ION CREANGĂ” IZVORU MUREȘULUI",285,VOŞLĂBENI,86339,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:41",697,660,0,12,25,393,356,0,12,25,372,21,700,307,28,94,148,16,5,4,73,4
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",114,CIUMANI,84086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:10",1161,1141,0,4,16,525,505,0,4,16,490,35,1290,765,11,10,396,2,0,2,68,1
21,HARGHITA,"ȘCOALA PRIMARĂ KÖLLŐ MIKLÓS",113,CIUMANI,84086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:57",1349,1314,3,1,31,631,599,0,1,31,599,32,1493,862,9,9,454,1,2,4,118,2
21,HARGHITA,"ŞCOALA PRIMARĂ LIBAN",259,SUSENI,85920,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:40",64,59,0,5,0,20,15,0,5,0,18,2,100,80,0,0,11,0,1,1,5,0
21,HARGHITA,"ŞCOALĂ PRIMARĂ MEDIŞORU MARE",267,ŞIMONEŞTI,85984,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:01:09",88,78,2,8,0,54,46,0,8,0,49,5,100,46,5,3,36,0,2,0,3,0
21,HARGHITA,"ŞCOALA PRIMARĂ - MUREŞ SAT",256,SUSENI,85920,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:46",744,735,0,9,0,304,295,0,9,0,275,29,800,496,6,9,203,2,1,2,50,2
21,HARGHITA,"ŞCOALA PRIMARĂ PÁLSZEG SÂNTIMBRU",247,SÂNTIMBRU,86519,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:52",751,751,0,0,0,275,275,0,0,0,256,19,790,515,4,4,221,2,0,9,16,0
21,HARGHITA,"ŞCOALA PRIMARĂ PĂLTINIŞ-CIUC",171,"LUNCA DE SUS",84754,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:40",244,242,0,2,0,244,242,0,2,0,233,11,485,241,8,9,191,0,2,2,18,3
21,HARGHITA,"SCOALA PRIMARĂ PĂULENI",177,LUPENI,84825,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:57",293,286,2,5,0,162,157,0,5,0,139,23,300,138,10,1,115,0,1,1,11,0
21,HARGHITA,"ȘCOALA PRIMARĂ PETRENI",189,MĂRTINIŞ,84923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:09",149,143,0,6,0,99,93,0,6,0,95,4,150,51,5,5,61,0,1,1,21,1
21,HARGHITA,"ȘCOALA PRIMARĂ PLATONEȘTI",232,SĂRMAŞ,85528,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:37",403,385,0,7,11,237,219,0,7,11,227,10,500,263,94,90,1,30,9,1,0,2
21,HARGHITA,"ȘCOALA PRIMARĂ POIANA FAGULUI",163,"LUNCA DE JOS",84656,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:35:14",1250,1243,0,7,0,483,476,0,7,0,433,50,1300,817,15,15,360,1,2,0,40,0
21,HARGHITA,"ŞCOALA PRIMARA PUNTEA LUPULUI II",167,"LUNCA DE JOS",84656,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:00",118,112,0,6,0,71,65,0,6,0,65,6,185,114,2,2,56,0,1,1,2,1
21,HARGHITA,"ŞCOALA PRIMARĂ PUTNA",271,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:16",468,456,0,10,2,196,184,0,10,2,183,13,500,304,30,104,23,8,5,11,1,1
21,HARGHITA,"ȘCOALA PRIMARĂ RAREȘ",187,MĂRTINIŞ,84923,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:40:35",77,70,0,7,0,77,70,0,7,0,70,7,140,63,4,4,47,2,2,4,6,1
