precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL OAMENILOR LIBERI-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
21,HARGHITA,"ŞCOALA PRIMARĂ RECEA",272,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:59",202,193,0,7,2,93,84,0,7,2,85,8,271,178,8,27,28,2,1,14,5,0
21,HARGHITA,"SCOALA PRIMARĂ ŞOIMENI",207,PĂULENI-CIUC,83375,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:31",514,490,3,7,14,322,301,0,7,14,303,19,589,267,14,5,224,1,0,26,33,0
21,HARGHITA,"ȘCOALĂ PRIMARĂ SOLYOMKO",283,VĂRŞAG,86311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:17",271,258,1,5,7,118,106,0,5,7,111,7,300,182,1,4,98,1,0,2,4,1
21,HARGHITA,"ŞCOALA PRIMARĂ ”SZÉKELY JÁNOS” IZVOARE",291,ZETEA,86366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:04:24",319,311,6,2,0,46,44,0,2,0,41,5,370,324,0,1,34,2,0,2,1,1
21,HARGHITA,"ȘCOALA PRIMARA SZILÁGYI",115,CIUMANI,84086,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:16",1148,1129,5,5,9,443,429,0,5,9,417,26,1170,727,15,18,344,1,2,5,32,0
21,HARGHITA,"SCOALA PRIMARA TIRNOVITA",99,BRĂDEŞTI,83151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:41",617,613,1,3,0,245,242,0,3,0,228,17,677,432,3,8,196,1,1,11,8,0
21,HARGHITA,"ŞCOALA PRIMARĂ TOFĂLĂU ZETEA",288,ZETEA,86366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:04:26",1195,1193,0,2,0,385,383,0,2,0,343,42,1300,915,6,10,307,2,0,7,6,5
21,HARGHITA,"ŞCOALA PRIMARĂ VALEA FRUMOASĂ",273,TULGHEŞ,86133,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:33",587,579,0,8,0,227,219,0,8,0,211,16,600,373,42,79,55,2,3,24,5,1
21,HARGHITA,"SCOLA GIMNAZIALA FRÁTER GYÖRGY",223,REMETEA,85412,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:49",1408,1345,0,6,57,762,699,0,6,57,692,70,1500,738,19,13,619,0,0,7,34,0
21,HARGHITA,"SEDIU ADMINISTRATIV",160,LELICENI,86479,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:23",907,898,0,4,5,414,405,0,4,5,348,66,990,576,7,6,288,4,1,15,22,5
21,HARGHITA,"SEDIU COMPOSESORAT INLÃCENI",91,ATID,83785,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:50",126,120,0,6,0,59,53,0,6,0,54,5,187,128,2,1,41,0,1,0,8,1
21,HARGHITA,"SEDIUL ASOCIAȚIEI ”CSÍKSOMLYÓ” MIERCUREA-CIUC",21,"MUNICIPIUL MIERCUREA-CIUC",83320,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:20:37",1857,1819,20,10,8,728,711,2,10,5,707,21,2000,1272,17,24,503,2,4,52,86,19
21,HARGHITA,"SEDIUL CONSILIULUI LOCAL",74,"ORAŞ BORSEC",83491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:24",1404,1394,0,1,9,683,673,0,1,9,651,32,1490,807,81,66,428,5,4,13,46,8
21,HARGHITA,"SEDIUL NOU AL PRIMĂRIEI",67,"ORAŞ BĂILE TUŞNAD",83428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:08",1396,1332,25,24,15,833,788,6,24,15,759,74,1490,657,44,50,506,6,6,30,101,16
21,HARGHITA,"SEDIUL PRIMĂRIEI",161,LUETA,84629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:04",1481,1474,1,2,4,728,721,1,2,4,627,101,1700,972,31,23,507,3,3,7,53,0
21,HARGHITA,"SEDIUL PRIMĂRIEI AVRĂMEŞTI",92,AVRĂMEŞTI,83847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:00",855,847,2,6,0,291,285,0,6,0,247,44,900,609,17,16,188,4,0,5,17,0
21,HARGHITA,"SEDIUL PRIMĂRIEI LUETA",162,LUETA,84629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:17",1564,1557,2,4,1,752,747,0,4,1,699,53,1690,938,25,30,556,2,0,11,75,0
21,HARGHITA,"TEATRUL MUNICIPAL ”CSIKI JÁTÉKSZÍN” MIERCUREA-CIUC",1,"MUNICIPIUL MIERCUREA-CIUC",83320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:09",1593,1545,24,21,3,551,527,0,21,3,538,13,1700,1149,60,25,334,5,6,42,54,12
