precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL FIRMINIŞ",231,MIRŞID,142122,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:26",135,120,1,14,0,93,79,0,14,0,77,16,161,68,45,22,3,0,0,4,0,0,3,0
33,SĂLAJ,"CĂMINUL CULTURAL FIZEȘ",266,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:43",267,259,0,8,0,140,132,0,8,0,130,10,292,152,36,74,4,4,0,1,0,1,7,3
33,SĂLAJ,"CĂMINUL CULTURAL GĂLĂȘENI, NR.50",135,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:40",102,85,0,17,0,70,53,0,17,0,68,2,94,24,4,50,1,2,3,1,0,7,0,0
33,SĂLAJ,"CĂMINUL CULTURAL HĂȘMAȘ",295,ŞIMIŞNA,179695,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:03",224,205,0,14,5,152,133,0,14,5,128,24,250,98,87,29,0,3,1,2,0,2,1,3
33,SĂLAJ,"CĂMINUL CULTURAL HERECLEAN",171,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:37",479,465,1,11,2,299,285,1,11,2,287,12,530,231,58,89,8,5,35,27,0,9,45,11
33,SĂLAJ,"CĂMINUL CULTURAL INĂU",274,SOMEŞ-ODORHEI,142710,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:18:11",500,465,0,10,25,367,332,0,10,25,337,30,540,173,51,245,5,7,10,3,1,9,3,3
33,SĂLAJ,"CĂMINUL CULTURAL JEBUCU",68,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:52",316,282,1,24,9,259,226,0,24,9,243,16,315,56,10,20,12,1,1,196,2,1,0,0
33,SĂLAJ,"CĂMINUL CULTURAL MAL",267,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:42",936,923,0,13,0,561,548,0,13,0,478,83,1014,453,250,143,11,3,9,3,1,2,52,4
33,SĂLAJ,"CĂMINUL CULTURAL MOIAD",293,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:40",178,175,0,2,1,110,107,0,2,1,107,3,200,90,29,46,3,3,2,7,0,11,6,0
33,SĂLAJ,"CĂMINUL CULTURAL NAIMON",143,DOBRIN,140958,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 21:59:46",123,116,0,7,0,46,39,0,7,0,42,4,137,91,3,16,3,1,3,14,1,0,1,0
33,SĂLAJ,"CĂMINUL CULTURAL, NR.20",147,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:51",46,17,0,29,0,35,6,0,29,0,35,0,41,6,10,22,0,0,1,0,0,0,1,1
33,SĂLAJ,"CĂMINUL CULTURAL PANIC",176,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:02",874,837,1,3,33,579,543,0,3,33,532,47,970,391,31,81,2,1,6,383,7,2,13,6
33,SĂLAJ,"CĂMINUL CULTURAL ”PETŐFI SÁNDOR”",114,CRASNA,140627,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:02",1887,1836,13,5,33,1125,1084,3,5,33,1090,35,2085,960,30,38,5,0,13,889,91,7,10,7
33,SĂLAJ,"CĂMINUL CULTURAL PETRINZEL",70,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:44:14",103,91,0,12,0,61,49,0,12,0,56,5,100,39,5,8,1,1,0,38,0,2,1,0
33,SĂLAJ,"CĂMINUL CULTURAL PLOPIȘ",246,PLOPIŞ,142337,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:01",827,784,1,17,25,501,459,0,17,25,449,52,899,398,74,207,11,16,56,2,0,57,23,3
33,SĂLAJ,"CĂMINUL CULTURAL RECEA",304,VÂRŞOLŢ,143021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:30",484,434,0,28,22,313,263,0,28,22,278,35,508,195,77,70,5,33,27,41,2,5,18,0
33,SĂLAJ,"CĂMINUL CULTURAL RUGINOASA, NR.22",138,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:58:16",83,70,0,13,0,44,31,0,13,0,43,1,77,33,7,26,0,1,3,1,0,3,1,1
33,SĂLAJ,"CĂMINUL CULTURAL SÂNCRAIU ALMAȘULUI",313,ZIMBOR,143147,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:23",153,142,0,11,0,95,84,0,11,0,84,11,160,65,19,41,6,1,12,2,0,1,1,1
33,SĂLAJ,"CĂMINUL CULTURAL ȘOIMUȘ",275,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:48",272,251,0,12,9,147,126,0,12,9,136,11,290,143,73,55,2,0,4,1,0,1,0,0
33,SĂLAJ,"CĂMINUL CULTURAL SOLONA",281,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:33",226,189,0,26,11,158,121,0,26,11,152,5,207,50,63,64,6,2,8,3,1,2,0,3
33,SĂLAJ,"CĂMINUL CULTURAL SOMEȘ-ODORHEI",273,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:06",1093,1049,4,8,32,687,647,0,8,32,642,45,1220,533,236,221,15,10,46,8,1,45,33,27
33,SĂLAJ,"CĂMINUL CULTURAL STANA",71,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:32",118,102,0,12,4,81,65,0,12,4,72,9,112,31,5,8,2,1,1,52,0,0,3,0
33,SĂLAJ,"CĂMINUL CULTURAL ŞUMAL",219,MARCA,141946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:58:33",414,408,0,4,2,223,217,0,4,2,211,12,456,233,41,147,3,3,3,4,0,2,8,0
33,SĂLAJ,"CĂMINUL CULTURAL SURDUC",278,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:11",1171,1079,2,59,31,796,705,1,59,31,739,57,1192,396,325,321,13,15,31,6,0,4,13,11
33,SĂLAJ,"CĂMINUL CULTURAL SUTORU",311,ZIMBOR,143147,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:01",114,103,1,10,0,80,69,1,10,0,68,12,120,40,6,40,3,5,5,2,0,4,3,0
33,SĂLAJ,"CĂMINUL CULTURAL TEȘTIOARA",282,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:08",83,61,0,18,4,55,33,0,18,4,54,1,71,16,23,25,2,0,2,1,0,0,1,0
33,SĂLAJ,"CĂMINUL CULTURAL TIHĂU",283,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:46",945,844,0,57,44,666,565,0,57,44,639,20,976,317,180,326,7,23,58,22,1,12,1,9
33,SĂLAJ,"CĂMINUL CULTURAL TUSA",269,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:01",553,549,0,4,0,308,304,0,4,0,271,37,610,302,122,103,4,2,10,2,0,8,19,1
33,SĂLAJ,"CĂMINUL CULTURAL ZĂUAN",202,IP,141722,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:46",831,817,5,9,0,415,406,0,9,0,398,17,899,484,14,19,2,3,1,347,8,1,3,0
33,SĂLAJ,"CASA DE CULTURĂ",47,"ORAŞ JIBOU",139811,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:49",1751,1730,11,9,1,735,725,0,9,1,720,15,1980,1245,339,139,21,34,70,36,0,12,53,16
33,SĂLAJ,"CASA MUNICIPALĂ DE CULTURĂ",2,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:54:40",1882,1846,7,18,11,789,760,0,18,11,778,11,2078,1289,167,142,9,11,9,289,13,25,103,10
33,SĂLAJ,"CENTRU DE INFORMARE ȘI MARKETING TURISTIC",245,PERICEI,142284,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:26",146,136,0,10,0,70,60,0,10,0,63,7,150,80,23,16,14,0,3,3,1,2,1,0
33,SĂLAJ,"CENTRU DE INFORMARE TURISTICA",115,CRASNA,140627,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:43",1827,1784,5,12,26,1090,1052,1,12,25,1029,61,1970,880,41,33,1,0,2,849,83,1,11,8
33,SĂLAJ,"CENTRUL AFTER SCHOOL",227,"MESEŞENII DE JOS",142079,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:28",1273,1208,4,34,27,750,689,0,34,27,711,39,1324,574,55,189,121,6,18,172,9,7,14,120
33,SĂLAJ,"CENTRUL CULTURAL",58,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:05",1454,1442,1,11,0,648,637,0,11,0,626,22,1602,954,87,257,11,20,14,156,7,12,47,15
33,SĂLAJ,"CENTRUL CULTURAL COMUNITAR ȘĂRMĂȘAG",287,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:39:18",948,910,2,5,31,550,514,0,5,31,538,12,1052,502,10,11,2,0,1,500,9,1,2,2
33,SĂLAJ,"CENTRUL CULTURAL IAZ",247,PLOPIŞ,142337,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:18",608,585,0,8,15,300,277,0,8,15,282,18,647,347,50,187,3,5,9,1,0,14,11,2
33,SĂLAJ,"CENTRUL DE INFORMARE ȘI MARKETING TURISTIC",251,ROMÂNAŞI,142426,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:05",820,792,2,7,19,484,458,0,7,19,451,33,900,416,122,251,19,13,13,0,1,6,17,9
33,SĂLAJ,"CENTRUL DE INFORMARE ŞI PROMOVARE TURISTICĂ VALEA POMILOR",286,ŞAMŞUD,142854,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:49",470,448,0,1,21,225,203,0,1,21,204,21,500,275,10,6,0,0,9,166,8,0,5,0
33,SĂLAJ,"CENTRUL DE INFORMARE TURISTICĂ",240,NUŞFALĂU,142239,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:51",1321,1309,5,0,7,662,654,1,0,7,559,103,1400,738,129,111,6,3,6,245,5,0,33,21
33,SĂLAJ,"CENTRUL DE ZI",229,"MESEŞENII DE JOS",142079,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:30",722,664,0,41,17,430,372,0,41,17,393,37,701,271,190,92,13,34,16,10,0,4,27,7
33,SĂLAJ,"CENTRUL DE ZI DOBA",142,DOBRIN,140958,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:20",238,227,1,8,2,144,133,1,8,2,138,6,255,111,4,5,2,0,3,119,3,1,1,0
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",117,CRASNA,140627,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:37",742,735,1,6,0,278,272,0,6,0,264,14,813,535,74,134,10,0,5,4,1,9,18,9
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",118,CRASNA,140627,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:31",416,400,0,13,3,208,192,0,13,3,172,36,465,257,30,13,1,0,5,94,22,0,4,3
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",116,CRASNA,140627,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:18",416,409,0,7,0,195,188,0,7,0,168,27,464,269,41,28,6,2,6,57,0,1,22,5
33,SĂLAJ,"CENTRUL DE ZI PETRINDU, NR.78",137,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:01:24",333,324,0,9,0,208,199,0,9,0,197,11,361,153,25,122,5,3,5,9,1,27,0,0
33,SĂLAJ,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",105,CARASTELEC,140477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:25",808,784,2,4,18,498,476,0,4,18,453,45,869,371,28,29,0,0,1,381,4,7,3,0
33,SĂLAJ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",60,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:45",1877,1861,0,16,0,667,651,0,16,0,624,43,2076,1409,99,317,13,29,18,88,3,7,39,11
33,SĂLAJ,"CERCUL GOSPODARILOR",199,IP,141722,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:01",1423,1418,2,1,2,574,569,2,1,2,536,38,1576,1002,74,128,32,6,7,266,6,3,12,2
33,SĂLAJ,"CLĂDIREA FOSTULUI CONSILIU CIULA",204,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:27:07",98,74,0,21,3,75,51,0,21,3,64,11,85,10,36,21,2,2,1,0,0,0,2,0
33,SĂLAJ,"CLĂDIREA TRANSILVANIA",10,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:16",1293,1268,15,10,0,576,566,0,10,0,562,14,1431,855,184,140,10,5,24,82,4,17,88,8
33,SĂLAJ,"CLĂDIRE MULTIFUNCŢIONALĂ",76,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:21",90,79,0,7,4,75,64,0,7,4,73,2,95,20,42,18,1,1,1,2,0,0,3,5
33,SĂLAJ,"CLUB S.C. COMPANIA DE APĂ SOMEŞ S.A. SUCURSALA MUNICIPIULUI ZALĂU",37,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:19",1257,1242,3,12,0,496,484,0,12,0,478,6,1421,937,147,133,16,7,9,50,2,11,94,9
33,SĂLAJ,"CLUBUL COPIILOR",61,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:17",1683,1673,1,9,0,699,689,1,9,0,672,27,1878,1179,120,326,10,26,14,87,2,8,65,14
33,SĂLAJ,"COLEGIUL NAŢIONAL ”SILVANIA”",1,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:58:40",1867,1849,8,10,0,861,851,0,10,0,851,10,2074,1213,225,210,16,10,27,223,9,26,97,8
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",34,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:45",931,918,0,11,2,360,347,0,11,2,347,13,1047,687,126,70,12,10,16,45,5,11,45,7
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",33,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:59",1088,1074,2,12,0,390,378,0,12,0,386,4,1230,840,136,83,13,9,17,44,0,11,65,8
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:56",1543,1524,7,11,1,674,661,1,11,1,648,26,1706,1032,98,288,8,30,17,127,6,8,56,10
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:16",472,413,2,35,22,470,413,0,35,22,318,27,491,146,137,81,9,8,47,13,0,6,17,0
33,SĂLAJ,"DIRECŢIA DE SĂNĂTATE PUBLICĂ SĂLAJ",9,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:20",1043,1027,6,8,2,452,442,0,8,2,444,8,1161,709,131,101,11,16,9,77,2,9,81,7
33,SĂLAJ,GRĂDINIȚA,301,"VALCĂU DE JOS",142952,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:36",199,191,0,6,2,151,143,0,6,2,150,1,211,60,46,85,4,4,0,3,0,5,2,1
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:57",391,376,0,11,4,225,210,0,11,4,214,11,418,193,67,31,83,6,17,3,0,2,3,2
33,SĂLAJ,"GRĂDINIȚA BOBOTA",89,BOBOTA,140280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:04",1171,1146,1,12,12,694,670,0,12,12,655,39,1260,566,201,350,12,21,15,5,0,14,33,4
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LICURICI”",29,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:03:15",1750,1734,1,13,2,540,525,0,13,2,522,18,1997,1457,192,118,9,8,19,42,1,15,107,11
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",3,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:41",1548,1525,9,13,1,630,616,0,13,1,624,6,1729,1099,204,127,11,7,25,121,2,22,95,10
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI",242,PERICEI,142284,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:31",1120,1098,0,6,16,477,455,0,6,16,466,11,1200,723,24,25,17,0,9,373,8,1,8,1
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:25",1507,1497,2,8,0,577,569,0,8,0,560,17,1676,1099,101,270,8,25,15,74,1,6,49,11
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICII ISTEȚI”",32,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:10",1518,1503,1,14,0,525,510,1,14,0,513,12,1725,1200,198,122,15,6,36,41,1,13,75,6
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",19,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:42",1099,1088,0,11,0,353,342,0,11,0,341,12,1246,893,145,54,5,6,10,40,0,11,57,13
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",18,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:03",963,946,0,17,0,301,284,0,17,0,294,7,1078,777,117,61,7,7,13,18,1,10,51,9
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:34",900,870,0,8,22,485,455,0,8,22,469,16,988,503,7,16,0,0,3,419,18,3,3,0
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:27",145,139,0,4,2,94,88,0,4,2,87,7,168,74,19,35,0,1,15,4,0,1,11,1
33,SĂLAJ,"IMOBIL PROPRIETATE PRIVATA",271,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:36",147,132,0,8,7,103,88,0,8,7,92,11,150,47,53,21,2,3,9,2,0,0,0,2
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",8,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:18:50",1749,1738,2,8,1,651,642,0,8,1,641,10,1909,1258,180,184,7,7,15,94,8,23,111,12
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",6,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:31",1890,1872,0,15,3,808,790,0,15,3,805,3,2131,1323,282,236,13,9,12,84,2,22,137,8
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",7,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:45:00",1494,1480,1,13,0,549,536,0,13,0,542,7,1688,1139,185,128,13,10,14,82,2,13,83,12
33,SĂLAJ,"LICEUL DE ARTĂ ”IOAN SIMA”",30,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:27",1603,1591,2,10,0,581,571,0,10,0,562,19,1816,1235,196,147,10,15,29,53,1,11,92,8
33,SĂLAJ,"LICEUL TEHNOLOGIC",157,GÂLGĂU,141134,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:06:29",515,483,0,23,9,356,324,0,23,9,332,24,550,194,50,208,17,0,9,9,0,3,34,2
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:37",1457,1429,0,7,21,663,635,0,7,21,646,17,1590,927,86,99,16,0,5,331,5,6,94,4
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:04",1528,1517,2,9,0,669,660,0,9,0,642,27,1680,1011,130,265,7,19,11,130,3,6,55,16
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",14,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:43:39",1260,1245,1,14,0,407,393,0,14,0,394,13,1365,958,145,83,12,16,14,35,6,6,67,10
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",13,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:06:20",952,940,0,12,0,334,322,0,12,0,325,9,1050,716,102,89,12,8,12,46,4,8,39,5
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:12",1468,1457,3,5,3,584,576,0,5,3,577,7,1700,1116,243,118,16,21,81,31,0,10,49,8
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:31",1271,1252,3,8,8,524,508,0,8,8,503,21,1415,891,161,115,30,13,44,102,0,4,30,4
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",26,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:42",1481,1469,11,1,0,522,510,11,1,0,515,7,1620,1098,182,141,11,7,20,41,6,13,87,7
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",28,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:38",1430,1422,0,7,1,463,455,0,7,1,455,8,1633,1170,176,119,21,6,15,33,1,10,71,3
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",27,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:18:04",1787,1775,0,12,0,603,591,0,12,0,593,10,2021,1418,216,140,24,6,26,41,3,7,116,14
33,SĂLAJ,"LICEUL TEORETIC ”GHEORGHE ŞINCAI”",35,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:55",1446,1427,7,11,1,628,616,0,11,1,612,16,1600,972,202,174,20,13,9,79,2,17,82,14
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:37",1805,1722,1,16,66,812,730,0,16,66,753,59,1942,1130,291,129,49,18,89,136,1,6,23,11
33,SĂLAJ,"PIATA AGROALIMENTARA ILEANDA",196,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:32",1025,935,0,76,14,691,601,0,76,14,639,52,1087,396,136,311,18,11,86,5,4,5,59,4
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:53",1452,1411,3,3,35,653,615,0,3,35,633,20,1590,937,98,108,8,17,10,286,9,6,91,0
33,SĂLAJ,PRIMĂRIA,179,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:22",813,803,0,5,5,473,463,0,5,5,446,27,900,427,78,277,17,3,3,6,1,6,45,10
33,SĂLAJ,"PRIMĂRIA BĂNIȘOR, NR. 29",83,BĂNIŞOR,140208,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:51",567,528,0,27,12,354,315,0,27,12,318,36,591,237,165,79,11,19,18,0,1,5,20,0
33,SĂLAJ,"PRIMĂRIA BUCIUMI",102,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:29",1010,912,0,58,40,744,646,0,58,40,696,48,1070,326,328,219,5,33,52,10,0,20,23,6
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:44",787,749,0,17,21,521,483,0,17,21,464,57,888,367,98,210,17,1,15,80,1,30,9,3
33,SĂLAJ,"PRIMĂRIA COMUNEI BOGHIŞ",96,BOGHIŞ,180037,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:01",1266,1233,2,3,28,694,663,0,3,28,655,39,1390,696,40,43,1,1,1,556,6,0,5,2
