precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
33,SĂLAJ,"PRIMĂRIA COMUNEI CAMĂR",103,CAMĂR,140440,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:32",1323,1275,2,1,45,723,677,0,1,45,657,66,1459,736,44,40,1,0,1,542,22,1,4,2
33,SĂLAJ,"PRIMĂRIA COMUNEI COŞEIU",111,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:30",426,348,0,74,4,305,227,0,74,4,285,20,385,80,59,40,7,26,23,56,1,1,69,3
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:16",429,391,2,32,4,323,286,1,32,4,307,16,460,137,144,105,2,10,7,5,0,24,9,1
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",214,LOZNA,141884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:46",386,314,0,62,10,259,187,0,62,10,245,14,337,78,66,133,11,8,10,4,0,1,7,5
33,SĂLAJ,"PRIMĂRIA COMUNEI PERICEI",243,PERICEI,142284,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:45",1266,1242,2,5,17,690,668,0,5,17,664,26,1370,680,43,26,13,0,9,533,29,4,7,0
33,SĂLAJ,"PRIMĂRIA COMUNEI VÎRȘOLȚ",303,VÂRŞOLŢ,143021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:56",908,854,1,12,41,908,854,1,12,41,850,58,1545,637,53,67,4,5,7,525,172,3,12,2
33,SĂLAJ,"PRIMĂRIA DRAGU, NR.120",145,DRAGU,141027,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:56:49",623,494,0,99,30,485,356,0,99,30,453,32,541,56,133,267,5,6,22,5,1,5,7,2
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:59",465,446,1,10,8,268,250,0,10,8,237,31,529,261,41,85,10,25,23,7,1,12,28,5
33,SĂLAJ,"PRIMĂRIA MUNICIPIULUI ZALĂU",4,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:28",1207,1196,0,11,0,495,484,0,11,0,481,3,1340,856,165,109,15,8,16,35,2,20,97,14
33,SĂLAJ,"PRIMĂRIA NĂPRADEA",234,NĂPRADEA,142177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:33:50",654,598,1,14,41,445,389,1,14,41,403,42,716,271,93,266,1,14,7,4,0,5,8,5
33,SĂLAJ,"PRIMĂRIA NUȘFALĂU - SALA DE ȘEDINȚE",241,NUŞFALĂU,142239,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:21",1417,1391,5,0,21,815,793,1,0,21,784,31,1570,755,69,71,0,4,4,591,14,7,10,14
33,SĂLAJ,"PRIMĂRIA SÎG",265,SÂG,142612,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:27",556,549,0,7,0,285,278,0,7,0,249,36,624,339,71,135,1,3,15,3,0,2,18,1
33,SĂLAJ,"PRIMĂRIA VECHE MARCA",216,MARCA,141946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:33",1133,1106,1,9,17,667,641,0,9,17,619,48,1260,593,211,279,8,9,67,7,1,7,27,3
33,SĂLAJ,"SALA DE ŞEDINŢE A PRIMĂRIEI",230,MIRŞID,142122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:21",563,541,1,16,5,406,384,1,16,5,388,18,600,194,171,132,14,10,8,23,1,5,20,4
33,SĂLAJ,"SALA DE SPORT CHIEȘD",106,CHIEŞD,140501,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:47:37",1571,1559,0,10,2,778,766,0,10,2,695,83,1715,937,324,168,20,4,36,35,1,24,73,10
33,SĂLAJ,"SALA SPORTURILOR",20,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:36:31",1702,1689,1,12,0,543,531,0,12,0,531,12,1923,1380,211,138,21,4,17,42,7,6,66,19
33,SĂLAJ,"SALA SPORTURILOR",21,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:24",1585,1574,0,11,0,519,508,0,11,0,511,8,1797,1278,168,150,15,11,12,24,0,16,108,7
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:01",601,599,0,2,0,300,298,0,2,0,266,34,660,360,85,86,8,8,14,9,1,1,54,0
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:45",420,402,0,7,11,281,263,0,7,11,269,12,455,174,57,167,4,0,6,3,0,7,21,4
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:12:22",749,725,0,8,16,430,406,0,8,16,405,25,820,390,21,166,2,5,3,185,1,1,21,0
33,SĂLAJ,ȘCOALĂ,168,HALMĂŞD,141312,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:18",241,230,0,4,7,143,132,0,4,7,134,9,255,112,67,47,2,3,0,5,0,3,7,0
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:55",187,166,0,14,7,143,123,0,14,6,127,16,199,56,55,40,0,1,14,2,0,0,11,4
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:20",201,187,0,10,4,141,127,0,10,4,130,11,210,69,87,29,4,1,3,3,0,0,3,0
33,SĂLAJ,"ŞCOALA CUCIULAT",206,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:19:10",142,126,0,6,10,96,80,0,6,10,89,7,150,54,58,26,0,2,1,0,0,1,1,0
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",233,MIRŞID,142122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:20",750,738,0,2,10,462,450,0,2,10,432,30,800,338,226,161,6,8,6,1,0,3,20,1
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",232,MIRŞID,142122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:11",452,441,0,7,4,255,244,0,7,4,248,7,487,232,99,115,4,3,4,2,0,4,15,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",100,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:56",179,145,0,27,7,136,102,0,27,7,124,12,175,39,63,35,2,3,15,2,0,1,1,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:19:38",397,366,0,21,10,280,249,0,21,10,244,36,400,120,137,81,4,4,9,1,1,3,3,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",98,BUCIUMI,140379,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:26",231,215,0,12,4,152,136,0,12,4,139,13,250,98,57,56,2,1,7,3,0,7,4,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",66,AGRIJ,139937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:48",305,267,0,30,8,228,190,0,30,8,211,17,314,86,95,91,3,0,7,1,1,6,6,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:52",90,82,0,8,0,67,59,0,8,0,58,9,100,33,27,20,1,3,2,0,0,0,2,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",302,"VALCĂU DE JOS",142952,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:15",311,285,0,12,14,235,209,0,12,14,224,11,340,105,76,111,12,2,9,8,0,4,1,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:43",208,200,0,8,0,106,98,0,8,0,99,7,223,117,61,15,3,0,7,2,0,3,7,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:56",308,300,0,5,3,190,182,0,5,3,181,9,337,147,126,26,5,5,8,3,1,2,5,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:24",294,238,0,48,8,240,184,0,48,8,226,14,280,40,5,197,1,5,10,1,0,2,4,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",153,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:27",213,174,2,32,5,150,111,2,32,5,143,7,200,50,21,98,2,2,2,7,1,3,4,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CEACA",306,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:50",198,152,0,38,8,162,116,0,38,8,153,9,164,2,36,54,6,4,16,7,0,5,24,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",252,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:58",194,186,0,5,3,103,95,0,5,3,96,7,220,117,32,43,5,1,7,2,1,2,2,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CHILIOARA",113,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:08",307,233,0,67,7,233,159,0,67,7,210,23,287,54,47,132,2,7,2,6,0,3,11,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",95,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:11",209,200,0,6,3,152,143,0,6,3,149,3,225,73,30,70,5,6,12,1,0,17,1,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",253,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:06",354,325,1,16,12,202,173,1,16,12,186,16,370,168,36,106,7,6,9,3,1,9,5,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",308,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:19",141,106,0,33,2,119,84,0,33,2,118,1,120,1,16,52,1,4,17,4,0,2,19,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:00:36",137,104,0,32,1,137,104,0,32,1,126,11,175,38,8,90,2,2,14,0,0,0,4,6
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",222,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:18",431,418,3,9,1,222,212,0,9,1,208,14,450,228,63,116,3,5,7,1,0,2,6,5
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",223,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:24",176,163,0,7,6,115,102,0,7,6,103,12,211,96,49,45,1,0,2,2,0,2,1,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV GOSTILA",250,"POIANA BLENCHII",142373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:27",333,298,0,21,14,229,194,0,21,14,208,21,400,171,102,70,5,3,12,4,0,2,8,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",224,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:42",163,147,0,11,5,98,82,0,11,5,83,15,212,114,12,53,2,1,1,1,0,7,4,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:33:28",117,108,1,8,0,68,59,1,8,0,63,5,119,51,11,44,0,0,3,1,0,2,1,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.100",146,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:11",148,111,0,35,2,114,77,0,35,2,100,14,119,5,16,61,5,1,7,2,1,1,6,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.117",148,DRAGU,141027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:34",320,223,0,91,6,266,169,0,91,6,240,26,301,35,79,124,4,1,17,6,1,4,2,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",254,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:19",432,408,1,13,10,254,231,0,13,10,220,34,450,196,70,108,22,3,6,1,0,8,0,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",255,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:57",393,369,2,15,7,251,229,0,15,7,229,22,420,169,38,145,4,5,30,2,0,3,2,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV ROMITA",256,ROMÂNAŞI,142426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:39",258,248,0,7,3,116,106,0,7,3,104,12,270,154,26,57,8,3,7,0,0,1,1,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",215,LOZNA,141884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:46",177,126,0,46,5,149,98,0,46,5,141,8,175,26,22,97,7,3,4,4,0,0,3,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",94,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:38",456,438,2,8,8,250,234,0,8,8,224,26,490,240,44,141,2,3,10,4,0,5,11,4
33,SĂLAJ,"ŞCOALA CU CLASELE I - IV SÎNTĂ MĂRIA",272,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:56",317,297,0,16,4,215,195,0,16,4,181,34,330,115,105,35,22,1,12,2,0,0,0,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:10:05",253,249,0,4,0,176,172,0,4,0,159,17,281,105,31,105,3,4,2,3,0,8,2,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:17",107,94,0,13,0,85,72,0,13,0,80,5,103,18,12,54,1,1,1,7,0,3,1,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",225,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:34",362,356,0,5,1,202,196,0,5,1,190,12,375,173,26,39,3,1,3,103,4,4,6,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:27",101,61,0,38,2,90,50,0,38,2,82,8,90,0,15,42,6,0,8,2,0,0,8,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",309,ZALHA,143067,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:36:58",147,110,0,32,5,125,88,0,32,5,116,9,125,0,13,49,0,1,37,0,0,2,14,0
33,SĂLAJ,"ȘCOALA DERȘIDA",90,BOBOTA,140280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:55",761,732,0,18,11,761,732,0,18,11,721,40,1620,859,424,228,7,12,19,5,0,1,24,1
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:45:19",378,365,1,6,6,184,172,0,6,6,165,19,410,226,10,7,1,2,4,126,10,4,1,0
33,SĂLAJ,"SCOALA GENERALA",185,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:57",833,766,0,57,10,482,415,0,57,10,443,39,840,358,58,291,4,44,6,4,1,4,27,4
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:02",425,422,0,3,0,171,168,0,3,0,159,12,469,298,44,86,4,1,3,1,1,5,11,3
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:52",242,239,0,3,0,149,146,0,3,0,134,15,264,115,23,99,2,1,0,1,0,3,5,0
33,SĂLAJ,"ŞCOALA GENERALĂ",184,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:12:07",40,27,0,13,0,25,12,0,13,0,20,5,30,5,6,7,2,0,0,1,0,2,2,0
33,SĂLAJ,"ŞCOALA GENERALĂ",189,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:54",181,152,2,24,3,136,108,1,24,3,131,5,172,36,50,50,5,3,15,2,0,0,6,0
33,SĂLAJ,"ŞCOALA GENERALĂ",190,ILEANDA,141580,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:09",104,86,0,17,1,74,56,0,17,1,69,5,94,20,16,30,1,1,10,2,0,0,8,1
33,SĂLAJ,"ŞCOALA GENERALĂ",191,ILEANDA,141580,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:38",118,94,0,22,2,73,49,0,22,2,65,8,103,30,23,28,2,1,4,0,0,0,5,2
33,SĂLAJ,"ŞCOALA GENERALĂ",192,ILEANDA,141580,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:05",133,113,0,20,0,95,75,0,20,0,93,2,124,29,17,37,2,0,28,1,0,1,6,1
33,SĂLAJ,"ŞCOALA GENERALĂ",193,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:14",133,111,0,20,2,103,81,0,20,2,101,2,125,22,41,36,1,2,7,1,0,2,11,0
33,SĂLAJ,"ŞCOALA GENERALĂ",194,ILEANDA,141580,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:37",83,62,3,18,0,63,43,2,18,0,63,0,69,6,18,22,3,1,7,0,0,1,11,0
33,SĂLAJ,"ŞCOALA GENERALĂ",195,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:37",67,44,0,23,0,51,28,0,23,0,46,5,59,8,11,17,2,2,3,0,0,0,11,0
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",292,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:19",710,667,2,4,37,301,260,0,4,37,291,10,777,476,31,14,0,2,4,234,1,4,1,0
33,SĂLAJ,"ȘCOALA GENERALĂ BĂDĂCIN",244,PERICEI,142284,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:58:25",558,540,1,9,8,273,256,0,9,8,262,11,600,327,28,164,9,5,6,5,1,24,19,1
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",124,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:29",160,154,0,6,0,74,68,0,6,0,70,4,168,94,20,28,13,1,3,0,0,1,4,0
33,SĂLAJ,"ȘCOALA GENERALĂ BOZNA",297,TREZNEA,179631,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:49",214,177,0,23,14,173,136,0,23,14,159,14,229,56,48,56,1,2,8,1,0,22,20,1
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",120,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:38:29",441,429,1,6,5,224,213,0,6,5,205,19,470,246,83,77,5,2,5,5,0,3,24,1
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:34:44",146,134,0,9,3,98,86,0,9,3,93,5,148,50,19,55,3,1,3,0,0,10,2,0
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",126,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:43",117,112,0,5,0,64,59,0,5,0,61,3,117,53,30,13,2,0,5,1,0,1,9,0
33,SĂLAJ,"ŞCOALA GENERALĂ DOLHENI",197,ILEANDA,141580,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:21",99,69,0,28,2,84,54,0,28,2,74,10,88,4,11,27,2,0,18,1,0,0,13,2
33,SĂLAJ,"ŞCOALA GENERALĂ ”GEORGE COŞBUC”, CARTIER ORTELEC",38,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:55",1664,1659,0,5,0,694,689,0,5,0,679,15,1817,1123,366,128,26,13,24,13,0,25,78,6
33,SĂLAJ,"ŞCOALA GENERALĂ LUMINIŞU",198,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:56:22",105,65,0,36,4,87,47,0,36,4,83,4,98,11,13,46,2,1,12,0,1,0,8,0
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",123,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:37",241,235,0,5,1,135,129,0,5,1,117,18,264,129,38,53,5,0,2,1,0,5,9,4
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",290,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:07",1199,1192,1,3,3,371,364,1,3,3,351,20,1326,955,82,61,2,4,5,175,3,1,17,1
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",125,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:28:41",201,198,0,3,0,93,90,0,3,0,88,5,220,127,27,36,4,2,6,3,0,7,2,1
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",291,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:04",572,513,2,6,51,262,205,0,6,51,254,8,623,361,15,20,0,0,3,211,1,3,1,0
33,SĂLAJ,"ȘCOALA GIMAZIALĂ COSNICIU DE JOS",200,IP,141722,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:39",515,508,0,3,4,292,285,0,3,4,269,23,544,252,62,150,32,9,1,6,0,1,6,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",159,GÂLGĂU,141134,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:52",350,326,0,20,4,197,173,0,20,4,187,10,360,163,15,131,2,12,19,3,0,1,3,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:37",710,692,1,8,9,488,471,0,8,9,450,38,781,293,159,220,23,10,18,5,1,2,12,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",300,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:13",527,512,0,6,9,358,343,0,6,9,333,25,561,203,69,235,5,3,3,4,2,2,5,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:10",1506,1457,2,5,42,672,629,0,5,38,639,33,1654,982,80,117,10,8,16,298,9,6,94,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ARCHID",112,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:52",393,355,1,16,21,300,262,1,16,21,282,18,400,100,8,15,1,7,3,243,1,1,3,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:01",470,440,0,14,16,344,314,0,14,16,323,21,500,156,121,145,4,3,24,6,1,10,3,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:17",790,739,0,32,19,508,457,0,32,19,465,43,832,324,163,257,7,3,7,6,0,4,11,7
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:46",1362,1307,2,50,3,847,794,0,50,3,769,78,1319,472,276,359,27,5,29,4,0,37,30,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",25,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:49",1192,1178,2,12,0,459,447,0,12,0,454,5,1290,831,143,117,11,13,11,52,3,4,87,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",23,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:11",1498,1487,1,10,0,547,537,0,10,0,538,9,1694,1147,195,137,13,8,36,36,0,10,97,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",24,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:24",1366,1354,0,12,0,432,420,0,12,0,423,9,1573,1141,142,137,12,9,15,20,0,7,67,14
