precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA USR PLUS-voturi","PRO CARAȘ-SEVERIN-voturi","PARTIDUL VERDE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA",237,DOGNECEA,52696,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:30",664,597,0,48,19,499,432,0,48,19,447,11,660,156,24,95,10,262,6,10,40
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA",264,LĂPUŞNICEL,53069,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:26",436,350,1,60,25,316,231,0,60,25,305,11,382,66,221,4,1,17,0,62,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA",265,LĂPUŞNICEL,53069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:27",71,66,0,5,0,58,53,0,5,0,58,0,172,114,21,7,1,28,0,1,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ",208,CIUDANOVIŢA,52035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:46",426,395,0,18,13,259,228,0,18,13,234,25,438,179,20,26,14,142,3,6,23
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MOISI”",120,"ORAŞ MOLDOVA NOUĂ",51056,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:12:55",1325,1280,24,14,7,679,658,0,14,7,630,49,1421,742,41,341,16,164,33,29,6
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ARMENIȘ",159,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:14",1143,1073,2,45,23,891,822,1,45,23,851,40,1180,289,66,473,12,283,5,9,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA ”ATANASIE COJOCARU” POJEJENA",295,POJEJENA,53513,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:39",550,486,1,9,54,550,486,1,9,54,515,26,988,447,32,168,61,223,6,18,7
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”AUREL PEIA”",241,EZERIŞ,52758,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:08",575,541,1,10,23,273,239,1,10,23,255,18,597,323,23,194,7,20,2,7,2
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ BĂNIA",162,BĂNIA,51305,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:53:20",1024,943,1,60,20,772,691,1,60,20,723,49,1039,267,65,264,11,332,10,31,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BERLIŞTE",167,BERLIŞTE,51387,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:57",330,299,0,26,5,210,179,0,26,5,198,12,331,121,21,118,7,40,0,12,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BIGĂR",172,BERZASCA,51449,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:35:55",191,173,1,14,3,74,57,0,14,3,61,13,194,120,8,22,1,24,0,4,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA ”BORISLAV CRISTICI” BELOBREȘCA",296,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:29",510,472,1,18,19,296,258,1,18,19,267,29,537,241,33,83,6,115,6,16,8
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CĂRBUNARI",198,CĂRBUNARI,51840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:28",557,507,0,20,30,377,327,0,20,30,314,63,557,180,24,96,10,164,1,4,15
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA CICLOVA ROMANA",200,"CICLOVA ROMÂNĂ",51948,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:36",1043,949,3,65,26,693,601,1,65,26,657,36,1047,354,30,315,155,69,16,20,52
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA CLOCOTICI",271,LUPAC,53167,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:36:51",711,687,0,21,3,328,304,0,21,3,293,35,787,459,92,125,33,21,2,20,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ COPĂCELE",215,COPĂCELE,52062,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:12",365,304,0,41,20,226,165,0,41,20,204,22,334,108,55,41,15,71,5,5,12
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CORNUȚEL",292,PĂLTINIŞ,53425,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:13:06",973,855,1,96,21,638,521,0,96,21,558,79,917,279,42,115,9,302,12,59,19
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CUPTOARE",221,CORNEA,52115,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:57",500,485,0,7,8,361,346,0,7,8,329,32,531,170,20,161,21,106,7,12,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ DELINEȘTI",293,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:21",413,346,0,51,16,281,214,0,51,16,248,33,399,118,15,78,9,100,4,38,4
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA DOGNECEA",236,DOGNECEA,52696,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:41",1173,962,0,184,27,806,595,0,184,27,752,54,1032,226,50,167,30,432,9,24,40
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ FÎRLIUG",243,FÂRLIUG,52785,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:44:20",812,644,0,107,61,577,409,0,107,61,518,15,705,96,103,216,13,152,11,12,11
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA FIZES",176,BERZOVIA,51500,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:15",637,615,0,18,4,338,316,0,18,4,303,35,677,339,71,141,20,53,4,9,5
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ GRUNI",226,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:17",820,784,0,14,22,603,567,0,14,22,523,80,861,258,46,136,5,320,2,6,8
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA LUPAC",270,LUPAC,53167,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:58",750,740,2,8,0,349,341,0,8,0,256,93,817,468,36,70,9,108,12,17,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALA MĂRU",361,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:21",911,892,1,14,4,582,564,0,14,4,570,12,991,409,47,428,17,52,1,12,13
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MEHADICA",282,MEHADICA,53327,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:56",475,410,0,41,24,475,410,0,41,24,399,76,615,140,139,140,10,66,7,17,20
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA ”MIHAI NOVAC” SASCA MONTANA",317,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:44",233,188,1,29,15,233,188,1,29,15,216,17,429,196,28,64,12,54,7,46,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",26,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:32",924,900,5,8,11,250,232,0,8,10,239,11,995,745,6,149,10,35,16,17,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",25,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:01:39",781,771,1,9,0,229,220,0,9,0,210,10,849,629,13,134,12,26,9,11,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",24,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:34:25",877,868,0,9,0,282,273,0,9,0,273,9,953,671,7,165,15,46,17,12,11
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.1",119,"ORAŞ BOCŞA",50969,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:10:51",1372,1337,0,8,27,473,438,0,8,27,443,30,1478,1005,110,178,12,94,7,34,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1",90,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:25",1080,1072,0,8,0,419,411,0,8,0,389,30,1173,724,92,148,22,94,15,9,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",63,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:15:33",1162,1153,0,9,0,244,235,0,9,0,227,17,1274,1030,17,147,8,29,9,10,7
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",64,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:54",1000,994,1,5,0,269,264,0,5,0,260,9,1100,831,13,156,15,46,9,10,11
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",61,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:29",365,353,0,12,0,365,353,0,12,0,360,5,1308,943,14,207,24,81,15,12,7
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",62,"MUNICIPIUL REŞIŢA",50790,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:30:01",1311,1298,0,13,0,369,356,0,13,0,355,14,1428,1059,23,223,29,35,23,14,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",4,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:58",608,599,0,9,0,177,168,0,9,0,174,3,660,483,7,114,8,20,13,10,2
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",5,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:57:26",1076,1064,0,11,1,286,274,0,11,1,274,12,1174,888,12,158,16,48,13,19,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",109,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:33",1198,1184,0,11,3,416,402,0,11,3,394,22,1302,886,98,155,18,62,8,43,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",108,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:41",1347,1318,14,10,5,448,432,1,10,5,419,29,1473,1025,102,189,12,76,4,28,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",110,"ORAŞ BOCŞA",50969,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:27:26",1300,1281,0,15,4,496,477,0,15,4,452,44,1413,917,102,216,17,64,11,33,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",7,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:34:22",1061,1054,0,7,0,206,199,0,7,0,190,16,1160,954,9,114,6,38,9,9,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",6,"MUNICIPIUL REŞIŢA",50790,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:19",1402,1394,0,8,0,343,335,0,8,0,336,7,1535,1192,14,202,16,41,24,34,5
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.1 CELNIC GRĂDINIŢA CU PROGRAM NORMAL NR.1 CELNIC",94,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:15",655,630,0,16,9,243,218,0,16,9,225,18,694,433,9,126,15,46,10,13,6
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.1 CELNIC GRĂDINIŢA CU PROGRAM NORMAL NR. 2 ORAŞUL NOU",96,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:07",652,644,0,8,0,192,184,0,8,0,180,12,708,516,10,110,8,37,4,10,1
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.1 CELNIC GRĂDINIŢA CU PROGRAM NORMAL NR.4 SIGISMUND",99,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:55",588,564,0,17,7,201,178,0,17,6,177,24,619,418,8,93,10,45,1,16,4
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",12,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:27:31",1191,1184,0,7,0,411,404,0,7,0,397,14,1302,891,21,227,27,66,14,25,17
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",10,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:45",1069,1064,0,5,0,330,325,0,5,0,318,12,1170,839,13,180,19,52,24,19,11
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",83,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:46",1101,1086,1,14,0,402,388,0,14,0,366,36,1198,796,38,96,39,166,12,9,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",11,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:56:21",1203,1189,0,5,9,407,393,0,5,9,398,9,1312,905,14,237,22,86,14,11,14
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",82,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:38",1367,1361,0,4,2,530,524,0,4,2,492,38,1503,973,34,169,50,186,23,22,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2 BOCŞA",115,"ORAŞ BOCŞA",50969,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:17:49",1298,1288,0,8,2,642,632,0,8,2,547,94,1415,774,351,53,10,87,6,13,27
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR. 3 ORAVIŢA",132,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:27",1009,987,13,9,0,396,386,1,9,0,373,23,1100,704,74,154,20,89,8,16,12
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 5",1,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:05",1337,1204,105,10,18,322,293,1,10,18,302,20,1441,1119,13,179,9,49,16,30,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",52,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:12:48",1043,1037,0,6,0,271,265,0,6,0,261,10,1145,874,20,148,13,45,15,16,4
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",51,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:16",1472,1459,1,12,0,433,421,0,12,0,422,11,1606,1173,22,229,28,79,37,18,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",49,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:41:34",1305,1298,0,7,0,401,394,0,7,0,384,17,1430,1029,21,231,14,62,18,29,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",50,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:30",1122,1113,0,9,0,271,262,0,9,0,253,18,1228,957,15,164,14,44,4,10,2
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP B",48,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:50:22",825,816,0,9,0,195,186,0,9,0,186,9,933,735,12,112,14,26,11,3,8
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP B",45,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:19",1361,1352,0,9,0,350,341,0,9,0,334,16,1491,1141,17,197,23,58,18,15,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP B",46,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:03:23",1148,1140,0,8,0,290,282,0,8,0,279,11,1266,976,18,162,14,51,16,13,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP B",47,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:52",1047,1038,0,8,1,285,276,0,8,1,282,3,1148,863,18,154,17,55,13,16,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8",38,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:10",1198,1186,2,10,0,294,284,0,10,0,284,10,1405,1111,32,154,13,43,15,22,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8",74,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:07",1100,1074,0,24,2,432,406,0,24,2,406,26,1185,753,32,151,42,142,10,13,16
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8",40,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:24",1048,1041,1,6,0,252,246,0,6,0,241,10,1200,949,13,154,10,37,11,11,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8",39,"MUNICIPIUL REŞIŢA",50790,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:58:38",1410,1400,1,9,0,369,360,0,9,0,357,12,1542,1173,15,208,23,56,17,25,13
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8 - ȘCOALA PRIMARĂ ȚEROVA",69,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:43:34",455,446,0,9,0,160,151,0,9,0,153,7,491,331,12,90,4,17,8,20,2
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",55,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:56:01",1159,1150,2,6,1,360,353,0,6,1,352,8,1308,948,28,227,15,43,16,14,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",54,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:37",1324,1320,0,4,0,332,328,0,4,0,323,9,1539,1207,19,189,13,59,14,22,7
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",53,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:04",1050,1039,0,11,0,275,264,0,11,0,269,6,1180,905,18,156,14,47,9,15,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",56,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:16:17",1404,1398,1,5,0,327,322,0,5,0,315,12,1538,1211,22,181,15,65,11,15,6
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA OBREJA",285,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:35",1502,1477,0,13,12,864,839,0,13,12,791,69,1620,760,91,346,52,256,16,16,14
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ OCNA DE FIER",289,"OCNA DE FIER",50987,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:03",667,588,2,62,15,417,339,1,62,15,390,27,646,229,43,235,11,86,7,6,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”PAVEL BORDAN” GRĂDINARI",258,GRĂDINARI,52990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:20",924,873,1,27,23,554,504,0,27,23,504,50,959,405,87,245,38,92,2,28,12
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”PETRE SAVA BĂLEAN”",351,VĂLIUG,54485,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:07",791,673,2,102,14,579,462,1,102,14,556,23,731,152,42,332,6,117,14,42,3
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ PETROȘNIȚA",191,BUCOŞNIŢA,51751,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:31:12",821,796,0,13,12,460,435,0,13,12,444,16,891,431,105,67,6,264,2,0,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ RAMNA",305,RAMNA,53639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:56",1010,946,0,40,24,664,600,0,40,24,594,70,1063,399,51,339,18,133,11,35,7
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” ROMUL LADEA ”ORAVIŢA",136,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:47",1250,1229,0,20,1,520,499,0,20,1,478,42,1356,835,73,180,43,134,20,21,7
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” ROMUL LADEA” ORAVIŢA",138,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:44",1093,1059,1,33,0,417,384,0,33,0,382,35,1168,751,62,142,30,104,15,17,12
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ROMUL LADEA” ORAVIŢA",137,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:51",1499,1485,3,11,0,533,522,0,11,0,488,45,1638,1105,80,184,36,135,17,21,15
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL IACOB” BREBU",184,BREBU,51626,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:06:39",730,541,1,144,44,591,402,1,144,44,536,55,630,39,53,199,37,198,18,23,8
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SF. SAVA” - SOCOL",326,SOCOL,54109,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:35",632,585,4,17,26,364,321,0,17,26,339,25,640,276,50,117,31,109,8,20,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SOFIA ARCAN”",123,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:11",1183,1162,0,20,1,464,443,0,20,1,430,32,1282,818,40,159,21,141,28,31,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ŞTEFAN VELOVAN",309,"RUSCA MONTANĂ",53728,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:43",1335,1298,2,18,17,761,726,0,18,17,698,63,1441,680,240,206,58,148,16,19,11
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ TÂRNOVA",336,TÂRNOVA,54350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:29",1470,1378,1,65,26,846,755,0,65,26,800,46,1517,671,26,351,66,280,10,50,17
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ TIROL",234,DOCLIN,52650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:42",550,515,5,16,14,268,235,3,16,14,250,18,592,324,11,108,6,112,2,4,7
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” TRAIAN LALESCU ” CORNEA",219,CORNEA,52115,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:15",621,578,0,14,29,463,420,0,14,29,408,55,664,201,50,127,45,115,7,14,50
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ VERENDIN",269,LUNCAVIŢA,53130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:49",1344,1306,0,30,8,954,916,0,30,8,835,119,1432,478,130,364,96,233,7,2,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ- ZLATITA",329,SOCOL,54109,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:53",681,623,0,23,35,387,329,0,23,35,362,25,688,301,65,118,4,125,8,12,30
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ZORLENȚU MARE",365,"ZORLENŢU MARE",54699,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:41:33",1225,821,0,339,65,1000,596,0,339,65,946,54,1017,17,60,556,30,268,7,18,7
11,CARAŞ-SEVERIN,"SCOALA GIMNZIALĂ NR. 3",148,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:46",1326,1318,0,4,4,492,484,0,4,4,456,36,1453,961,50,178,30,151,12,19,16
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ",91,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:51",510,497,0,13,0,250,237,0,13,0,238,12,547,297,27,100,20,79,3,5,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ AGADICI",140,"ORAŞ ORAVIŢA",51118,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:12",85,75,0,10,0,85,75,0,10,0,82,3,168,83,18,34,3,24,1,1,1
