precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA USR PLUS-voturi","PRO CARAȘ-SEVERIN-voturi","PARTIDUL VERDE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BINIŞ",233,DOCLIN,52650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:33",706,650,2,20,34,399,344,1,20,34,373,26,717,318,18,141,21,175,1,7,10
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA BÎRZA",345,TOPLEŢ,54387,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:56:54",1025,1018,2,5,0,450,444,1,5,0,383,67,1127,677,67,138,48,91,10,10,19
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BORLOVENII NOI",301,PRIGOR,53577,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:57",362,332,0,27,3,240,210,0,27,3,221,19,364,124,136,32,15,23,0,14,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BRĂDIŞORU DE JOS",141,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:17",448,438,0,9,1,165,155,0,9,1,139,26,484,319,24,49,14,39,3,9,1
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ BUCOȘNIȚA",190,BUCOŞNIŢA,51751,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:27",624,595,0,13,16,333,304,0,13,16,318,15,685,352,13,68,2,233,0,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÎMPIA",328,SOCOL,54109,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:46",474,437,1,13,23,273,236,1,13,23,251,22,507,234,40,113,8,33,0,50,7
11,CARAŞ-SEVERIN,"SCOALA PRIMARA CIORTEA",358,VRANI,54573,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:10",153,144,1,5,3,100,92,0,5,3,81,19,164,64,24,29,4,21,2,1,0
11,CARAŞ-SEVERIN,"SCOALA PRIMARA CIUTA",286,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:35",298,290,0,3,5,182,174,0,3,5,165,17,325,143,44,43,2,72,2,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CLASELE I-IV ȘI GRĂDINIȚA DE COPII ȘTINĂPARI",199,CĂRBUNARI,51840,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:09",314,277,0,26,11,222,185,0,26,11,197,25,302,80,35,73,11,63,1,4,10
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ COMORÂȘTE",249,FOROTIC,52856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:25",479,451,2,11,15,319,295,0,11,13,283,36,498,179,10,131,11,72,5,38,16
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DALCI",348,"TURNU RUIENI",54412,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:26",226,212,0,14,0,156,142,0,14,0,153,3,234,78,5,59,4,66,3,1,15
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ DEALU MARE",8,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:12:41",701,694,0,7,0,162,155,0,7,0,154,8,763,601,12,72,16,22,5,25,2
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ DEALU MARE",9,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:34:18",833,824,0,9,0,224,217,0,7,0,196,28,916,692,11,126,7,17,5,19,11
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOBRAIA",224,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:16",76,64,0,6,6,61,49,0,6,6,56,5,75,14,4,14,1,32,1,1,3
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOCLIN",232,DOCLIN,52650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:54",338,274,0,45,19,338,274,0,45,19,314,24,474,136,28,103,19,153,3,3,5
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOLINA",225,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:07",678,641,0,17,20,491,454,0,17,20,460,31,700,209,53,68,8,321,2,6,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ERSIG",354,VERMEŞ,54537,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:42",270,252,0,16,2,162,144,0,16,2,154,8,276,114,16,84,9,37,0,6,2
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ FENEȘ",160,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:39",478,447,0,19,12,355,325,0,19,11,342,13,504,149,12,217,0,107,1,3,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA GHERTENIS",177,BERZOVIA,51500,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:58:35",855,809,0,40,6,525,479,0,40,6,410,115,885,360,30,160,13,158,14,21,14
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ GLOBU CRAIOVEI",261,IABLANIŢA,53023,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:26:46",555,529,0,13,13,412,386,0,13,13,381,31,582,170,202,54,5,73,13,25,9
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ GOLEȚ",192,BUCOŞNIŢA,51751,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:25",438,423,0,10,5,310,295,0,10,5,297,13,486,176,8,40,2,241,2,3,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IABALCEA",195,CARAŞOVA,51804,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:01:28",170,160,1,6,3,109,99,1,6,3,102,7,177,68,20,66,0,14,0,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IAM",168,BERLIŞTE,51387,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:37:09",304,292,0,8,4,202,190,0,8,4,183,19,319,117,2,126,8,26,4,16,1
11,CARAŞ-SEVERIN,"SCOALA PRIMARA IAZ",287,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:16",430,371,0,50,9,430,371,0,50,9,407,23,671,241,47,161,22,155,7,8,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA ILIDIA",201,"CICLOVA ROMÂNĂ",51948,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:11",343,287,0,44,12,200,144,0,44,12,176,24,314,114,6,79,21,21,4,26,19
11,CARAŞ-SEVERIN,"SCOALA PRIMARA ILOVA",323,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:05",632,601,0,9,22,391,361,0,9,21,382,9,660,269,42,240,0,97,0,0,3
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IZGAR",355,VERMEŞ,54537,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:12",242,217,0,10,15,191,166,0,10,15,172,19,256,65,15,107,7,33,5,3,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ MĂGURA",360,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:58",481,444,2,22,13,294,270,2,9,13,287,7,493,199,14,233,1,28,0,4,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ MILCOVENI",169,BERLIŞTE,51387,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:40",212,181,10,16,5,124,103,0,16,5,115,9,213,89,19,57,7,29,0,3,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ NERMED",196,CARAŞOVA,51804,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:52:56",452,437,1,3,11,190,175,1,3,11,173,17,481,291,27,110,1,31,0,3,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PĂTAȘ",302,PRIGOR,53577,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:54",458,438,1,14,5,316,296,1,14,5,279,37,485,169,83,59,15,108,5,5,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA POTOC",318,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:58",228,211,0,10,7,135,118,0,10,7,117,18,228,93,8,41,6,53,0,5,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA - RACHITA",332,"ŞOPOTU NOU",54163,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:23:28",102,92,1,7,2,76,66,1,7,2,67,9,101,25,18,10,0,31,0,4,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA RAFNIC",272,LUPAC,53167,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:04",442,435,1,6,0,207,200,1,6,0,164,43,480,273,34,78,7,25,6,8,6
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ REMETEA-POGĂNICI",248,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:27",207,181,0,18,8,139,113,0,18,8,117,22,198,59,26,47,2,36,2,3,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RUSOVA-NOUĂ",170,BERLIŞTE,51387,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:23",181,158,0,21,2,121,98,0,21,2,113,8,175,54,7,66,4,27,3,2,4
11,CARAŞ-SEVERIN,"SCOALA PRIMARA SADOVA-NOUA",324,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:46",204,187,0,7,10,128,111,0,7,10,122,6,204,76,28,73,1,20,0,0,0
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ SĂLBĂGELU NOU",313,SACU,53755,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:31",212,207,0,4,1,129,124,0,4,1,118,11,226,97,37,54,1,23,0,1,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SAT BĂTRÂN",161,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:53:38",313,289,4,12,8,246,226,0,12,8,229,17,320,74,15,120,9,82,1,1,1
11,CARAŞ-SEVERIN,"SCOALA PRIMARA SLATINA -TIMIS",322,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:56",1454,1367,4,18,65,881,796,2,18,65,848,33,1576,695,60,585,17,165,7,7,7
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ SOCENI",242,EZERIŞ,52758,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:48",585,562,0,4,19,341,318,0,4,19,322,19,617,276,5,282,3,19,5,6,2
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ ȘOPOTU VECHI",231,DALBOŞEŢ,52570,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:23",559,512,1,13,33,391,345,0,13,33,361,30,564,173,159,84,7,96,8,3,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SURDUCU MARE",250,FOROTIC,52856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:49",364,345,1,13,5,228,209,1,13,5,206,22,382,154,23,94,16,37,14,12,10
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ”SVETI PETAR I PAVLE/SFÂNTUL PETRU ŞI PAVEL”",129,"ORAŞ MOLDOVA NOUĂ",51056,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:36:01",287,274,0,7,6,287,274,0,7,6,265,22,495,208,28,64,6,111,46,7,3
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ VĂLIȘOARA",193,BUCOŞNIŢA,51751,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:43",540,526,0,8,6,316,302,0,8,6,282,20,578,276,14,112,52,90,5,7,2
11,CARAŞ-SEVERIN,"SCOALA PRIMARA VAR",288,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:41",346,328,0,18,0,249,231,0,18,0,231,18,361,112,5,120,10,89,2,1,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA VODNIC",273,LUPAC,53167,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:09",357,349,0,8,0,174,166,0,8,0,148,26,385,211,20,74,22,14,3,13,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ VOISLOVA",363,ZĂVOI,54617,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:26",474,459,0,8,7,286,271,0,8,7,278,8,506,220,11,185,8,66,3,2,3
11,CARAŞ-SEVERIN,"S.C. ”ROMFLEX” S.A.",154,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:06",331,322,0,9,0,136,127,0,9,0,126,10,354,218,9,55,3,50,2,3,4
11,CARAŞ-SEVERIN,"S.C. ”ROMFLEX” S.A.",155,"ORAŞ OŢELU ROŞU",51207,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:41:16",1226,1216,0,10,0,468,458,0,10,0,424,44,1337,869,43,192,18,140,9,15,7
11,CARAŞ-SEVERIN,"SEDIUL DEPOZITUL FINAL CÂNTAR",98,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:29",647,632,0,10,5,253,238,0,10,5,225,28,696,443,13,122,6,58,7,14,5
11,CARAŞ-SEVERIN,"SEDIUL FOSTEI PRIMĂRII NICOLINŢ",206,CIUCHICI,51984,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:04",295,256,2,32,5,186,149,0,32,5,158,28,282,96,12,75,23,39,1,6,2
11,CARAŞ-SEVERIN,"SEDIUL S.C. GOSTRANS S.A.",95,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:46",519,500,0,17,2,227,208,0,17,2,200,27,554,327,3,91,6,70,3,22,5
11,CARAŞ-SEVERIN,"SERVICIU PUBLIC DE GOSPODĂRIE COMUNALĂ",118,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:42",1262,1251,0,11,0,397,386,0,11,0,357,40,1376,979,66,147,20,71,13,35,5
11,CARAŞ-SEVERIN,"UNIVERSITATEA ”EFTIMIE MURGU”",18,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:02",539,527,0,11,1,160,148,0,11,1,151,9,575,415,5,94,8,23,13,3,5
11,CARAŞ-SEVERIN,"UNIVERSITATEA ”EFTIMIE MURGU”",19,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:25:07",1109,1099,0,9,1,346,336,0,9,1,335,11,1209,863,22,188,24,57,10,24,10
11,CARAŞ-SEVERIN,"UNIVERSITATEA EFTIMIE MURGU - CAMPUSUL CAFE",17,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:51:01",1066,1045,0,10,11,264,243,0,10,11,249,15,1147,883,7,149,24,41,8,13,7
