precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL CIVIC MAGHIAR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","SCOALA GIMNAZIALA TURULUNG",318,TURULUNG,139214,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 18:44:05",1243,1223,2,16,2,710,692,0,16,2,423,287,1316,606,12,1,0,20,8,26,3,345,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VALEA SEACĂ",302,"TARNA MARE",139009,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:30",956,948,0,6,2,353,345,0,6,2,316,37,1012,659,0,5,3,182,4,25,61,6,30
32,"SATU MARE","SCOALA GIMNAZIALA VAMA",328,VAMA,139330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:20",1579,1577,0,2,0,651,649,0,2,0,592,59,1724,1073,6,4,32,151,25,31,21,271,51
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VAMA",327,VAMA,139330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:21",1765,1762,0,3,0,645,642,0,3,0,587,58,1923,1278,3,4,31,219,21,71,11,113,114
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",129,APA,136802,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:03",858,832,0,12,14,471,445,0,12,14,396,75,900,429,0,1,5,216,23,58,5,48,40
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”VASILE LUCACIU” NR.2",79,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:19:47",1695,1683,4,8,0,532,523,1,8,0,497,35,1888,1356,6,5,27,63,14,47,9,315,11
32,"SATU MARE","ȘCOALA HUTA-CERTEZE",176,CERTEZE,137407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:23",964,954,0,3,7,397,387,0,3,7,332,65,1000,603,1,4,5,162,18,43,11,6,82
32,"SATU MARE","SCOALA LECHINTA",157,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:00",671,658,0,10,3,362,349,0,10,3,304,58,800,438,1,61,4,160,2,43,3,6,24
32,"SATU MARE","ȘCOALA LIPA",337,"VIILE SATU MARE",139394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:16",665,626,3,12,24,425,389,0,12,24,414,11,686,261,1,2,9,31,4,11,5,347,4
32,"SATU MARE","SCOALA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:10:21",1309,1252,0,34,23,759,702,0,34,23,709,50,1397,638,2,3,6,438,29,82,56,19,74
32,"SATU MARE","SCOALA NECOPOI",216,HOMOROADE,137899,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:01",184,157,0,23,4,115,88,0,23,4,107,8,180,65,0,7,9,29,5,32,3,7,15
32,"SATU MARE","SCOALA PASUNEA MARE",158,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:14",336,331,0,4,1,128,123,0,4,1,123,5,400,272,0,3,2,63,3,17,9,1,25
32,"SATU MARE","SCOALA PRIMARA",261,PIR,138538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:24",116,100,0,10,6,64,48,0,10,6,57,7,153,89,2,1,2,11,3,28,1,9,0
32,"SATU MARE","ŞCOALA PRIMARĂ",274,RACŞA,180091,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 18:45:21",220,218,0,1,1,117,115,0,1,1,111,6,300,183,0,0,0,29,1,44,2,1,34
32,"SATU MARE","ŞCOALA PRIMARĂ ADRIAN",97,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:02",437,426,1,10,0,229,219,0,10,0,210,19,500,271,2,0,0,10,1,7,1,188,1
32,"SATU MARE","ŞCOALA PRIMARĂ CIUPERCENI",124,AGRIŞ,179873,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:53",503,488,1,10,4,238,223,1,10,4,161,77,501,263,21,1,0,20,4,11,3,95,6
32,"SATU MARE","ŞCOALA PRIMARĂ CRIŞENI",180,CRAIDOROLŢ,137443,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 17:43:50",154,149,0,5,0,65,60,0,5,0,56,9,170,105,0,1,0,13,13,20,2,4,3
32,"SATU MARE","ŞCOALA PRIMARĂ CULCIU-MIC",190,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:19",606,595,2,4,5,340,331,0,4,5,311,29,643,303,5,0,4,61,3,21,6,208,3
32,"SATU MARE","ŞCOALA PRIMARĂ DEALU MARE",333,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:14",539,516,3,12,8,307,287,0,12,8,272,35,577,270,1,4,6,67,6,72,3,109,4
32,"SATU MARE","ŞCOALA PRIMARĂ ERIU SÂNCRAI",181,CRAIDOROLŢ,137443,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 17:51:05",495,493,0,2,0,230,228,0,2,0,202,28,550,320,0,3,3,62,4,67,3,59,1
32,"SATU MARE","ŞCOALA PRIMARĂ GHIRIŞA",138,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:28",574,553,1,7,13,314,294,0,7,13,297,17,600,286,2,0,0,65,3,4,2,221,0
32,"SATU MARE","ȘCOALA PRIMARĂ ” IOAN GALU” SUPURU DE SUS",299,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:50",394,386,1,7,0,211,203,1,7,0,195,16,500,289,0,3,0,111,2,64,2,6,7
32,"SATU MARE","SCOALA PRIMARA LELEI",211,HODOD,137844,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:34:03",470,454,0,5,11,215,199,0,5,11,197,18,520,305,1,0,1,12,6,5,1,168,3
32,"SATU MARE","ŞCOALA PRIMARĂ LIPĂU",191,CULCIU,137540,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:22",451,445,2,1,3,205,199,2,1,3,191,14,503,298,1,0,4,94,35,34,7,8,8
32,"SATU MARE","ŞCOALA PRIMARĂ MEDIŞA",335,"VIILE SATU MARE",139394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:35",177,165,0,8,4,109,97,0,8,4,96,13,229,120,0,0,0,37,10,18,2,25,4
32,"SATU MARE","SCOALA PRIMARA PISCARI",308,TEREBEŞTI,139054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:11",391,366,0,9,16,277,252,0,9,16,251,26,423,146,0,1,0,16,7,210,3,7,7
32,"SATU MARE","SCOALĂ PRIMARĂ REMETEA OAȘ",251,"ORAŞU NOU",138351,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:29:03",444,415,3,7,19,265,236,3,7,19,256,9,454,189,1,0,2,5,2,5,0,203,38
32,"SATU MARE","ŞCOALA PRIMARĂ SATU MIC",182,CRAIDOROLŢ,137443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:31:24",176,173,1,2,0,95,93,0,2,0,87,8,200,105,0,0,5,9,5,61,2,4,1
32,"SATU MARE","ŞCOALA PRIMARĂ TĂMĂŞENI",133,BĂTARCI,136919,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:10",316,310,1,5,0,201,195,1,5,0,184,17,500,299,41,0,0,16,1,13,0,104,9
32,"SATU MARE","ŞCOALA PRIMARĂ TĂTĂREŞTI",336,"VIILE SATU MARE",139394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:10",575,535,3,8,29,319,282,0,8,29,270,49,632,313,1,5,11,58,9,50,75,47,14
32,"SATU MARE","SCOALA PRIMARA VEZENDIU",311,TIREAM,139107,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:24",375,360,0,11,4,188,173,0,11,4,168,20,400,212,31,1,1,24,41,39,5,11,15
32,"SATU MARE","SCOALA SILVAS",287,SĂUCA,138805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:26",134,126,0,8,0,93,85,0,8,0,82,11,130,37,2,0,6,20,8,20,12,2,12
32,"SATU MARE","SCOALA SOLDUBA",217,HOMOROADE,137899,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:29",230,190,0,28,12,167,127,0,28,12,159,8,210,43,0,0,2,62,3,46,27,4,15
32,"SATU MARE","ȘCOALA SOLTESZ JANOS AMBUD",254,PĂULEŞTI,138431,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:51:15",984,959,1,13,11,616,592,0,13,11,594,22,1049,433,5,1,4,161,8,40,1,370,4
32,"SATU MARE","SC. PRIMARA DINDESTI",126,ANDRID,136768,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:33",603,577,1,5,20,389,364,0,5,20,362,27,667,278,1,0,8,116,27,16,3,162,29
32,"SATU MARE","SC. PRIM. CHEREUŞA",280,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:16",479,447,1,21,10,327,296,0,21,10,311,16,500,173,1,0,1,249,5,14,2,35,4
32,"SATU MARE","SECŢIA DE DRUMURI NAŢIONALE",48,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:56",1832,1805,13,10,4,767,752,1,10,4,743,24,2000,1233,9,8,81,99,21,53,14,436,22
32,"SATU MARE","SEDIU ADMINISTRATIV",135,BÂRSĂU,137103,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:37",527,486,0,17,24,297,256,0,17,24,280,17,607,310,2,0,9,87,15,63,49,27,28
32,"SATU MARE","SEDIUL CONSILIULUI LOCAL AL COMUNEI CULCIU",186,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:37",696,684,1,3,8,394,383,0,3,8,364,30,723,329,1,2,3,69,3,106,8,164,8
32,"SATU MARE","SEDIUL PRIMARIEI COMUNEI HODOD",209,HODOD,137844,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:33",693,664,0,4,25,334,305,0,4,25,303,31,751,417,2,1,0,11,5,6,1,269,8
32,"SATU MARE","SPCLEP CALINESTI OAS",159,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:21",878,864,0,9,5,445,431,0,9,5,386,59,900,455,0,25,8,158,9,78,15,10,83
32,"SATU MARE","TRIP SCOALA GENERALA",147,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:13:47",1380,1341,0,21,18,629,590,0,21,18,558,71,1465,836,0,5,13,292,23,104,24,10,87
32,"SATU MARE","TRIP SCOALA GENERALA",148,BIXAD,137069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:42",1199,1165,0,15,19,510,476,0,15,19,431,79,1285,775,1,4,9,266,9,52,8,9,73
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",18,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:54",1681,1668,2,9,2,650,639,0,9,2,636,14,1904,1254,8,9,86,153,28,81,25,218,28
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",19,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:19:47",1563,1558,0,2,3,565,560,0,2,3,554,11,1700,1135,2,5,70,137,24,64,32,191,29
