precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL CIVIC MAGHIAR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",141,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:31",224,218,1,5,0,83,77,1,5,0,75,8,242,159,0,1,0,54,1,4,6,6,3
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",99,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:19",267,256,1,10,0,125,115,0,10,0,113,12,284,159,0,1,1,43,9,17,7,21,14
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",208,HALMEU,137764,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:48",372,362,1,5,4,141,132,0,5,4,125,16,397,256,1,4,7,14,12,8,63,7,9
32,"SATU MARE","GRĂDINIŢA NR.15",52,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:45",1536,1522,1,10,3,715,701,1,10,3,706,9,1698,983,3,5,76,78,14,34,5,475,16
32,"SATU MARE","GRADINITA NR. II MICULA",234,MICULA,138164,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:31",1459,1437,2,5,15,618,598,0,5,15,536,82,1500,882,22,12,13,120,18,64,9,236,42
32,"SATU MARE","GRĂDINIŢA SANISLĂU",275,SANISLĂU,138663,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:01:10",1377,1352,1,11,13,690,666,0,11,13,582,108,1507,817,6,2,7,47,13,48,1,441,17
32,"SATU MARE","GRĂDINIŢA SUDURĂU",281,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:28:45",145,140,1,4,0,82,78,0,4,0,79,3,193,111,2,0,2,57,0,2,2,13,1
32,"SATU MARE","IMOBIL, CASA DE LOCUIT",249,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:25",154,142,0,10,2,90,78,0,10,2,80,10,180,90,0,0,0,20,5,11,0,41,3
32,"SATU MARE","LICEUL CU PROGRAM SPORTIV",59,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:40",1222,1196,4,14,8,555,533,0,14,8,550,5,1306,751,7,3,72,73,11,32,7,328,17
32,"SATU MARE","LICEUL REFORMAT ( LICEUL TEOLOGIC REFORMAT)",64,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:59",991,952,12,12,15,452,425,0,12,15,440,12,1004,552,5,2,41,56,12,39,7,272,6
32,"SATU MARE","LICEUL ROMANO-CATOLIC”JOSEPHUS CALASANTIUS”",75,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:27:33",1628,1613,1,12,2,535,521,0,12,2,486,49,1777,1242,5,5,13,57,7,53,10,324,12
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:37",1982,1967,2,11,2,757,744,0,11,2,728,29,2000,1243,1,8,50,324,84,118,23,97,23
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",312,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:50",1491,1473,0,8,10,563,545,0,8,10,520,43,1600,1037,1,5,43,254,59,90,33,9,26
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",313,TURŢ,139170,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:22",1270,1264,0,1,5,447,441,0,1,5,382,62,1344,900,1,5,21,199,67,40,21,9,19
32,"SATU MARE","LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUȘ ” (GRUP SCOLAR ”CONSTANTIN BRANCUS ” SATU MARE)",58,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:17:12",1423,1386,8,14,15,578,548,1,14,15,558,13,1506,935,5,4,104,104,16,38,16,244,27
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",42,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:43:27",1379,1370,2,5,2,543,536,0,5,2,529,14,1500,957,7,6,70,77,39,56,18,239,17
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",41,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:19",1353,1345,1,7,0,470,463,0,7,0,461,9,1498,1028,3,3,63,82,21,48,20,208,13
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",44,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:16",1532,1523,4,5,0,552,547,0,5,0,541,11,1700,1148,8,5,79,123,20,50,20,205,31
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",43,"MUNICIPIUL SATU MARE",136483,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:18:15",1290,1280,1,9,0,461,452,0,9,0,453,8,1400,939,5,6,75,72,18,39,21,198,19
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",45,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:06",1325,1318,0,5,2,498,491,0,5,2,488,10,1500,1002,1,6,73,93,16,53,17,217,12
32,"SATU MARE","LICEUL TEHNOLOGIC ”SIMION BĂRNUŢIU”",77,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:25:04",1577,1566,3,8,0,654,646,0,8,0,644,10,1723,1069,5,1,26,59,8,55,13,465,12
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",54,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:47",1518,1507,1,6,4,548,539,0,6,3,528,20,1694,1146,6,3,49,83,12,51,26,277,21
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",53,"MUNICIPIUL SATU MARE",136483,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:22:11",1541,1528,4,8,1,467,457,1,8,1,453,14,1700,1233,4,3,41,77,17,40,15,233,23
32,"SATU MARE","LICEUL TEOLOGIC ROMANO-CATOLIC ” HÁM JÁNOS ”",63,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:49",883,858,7,17,1,313,295,0,17,1,304,9,1000,687,1,1,45,66,10,26,6,137,12
32,"SATU MARE","LICEUL TEORETIC",107,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:12",1331,1317,0,9,5,480,466,0,9,5,451,29,1441,961,4,7,40,150,8,182,10,20,30
32,"SATU MARE","LICEUL TEORETIC",109,"ORAŞ NEGREŞTI-OAŞ",136599,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:12:47",1304,1290,3,11,0,496,485,0,11,0,445,51,1387,891,2,0,51,114,10,212,2,17,37
32,"SATU MARE","LICEUL TEORETIC",108,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:37",1238,1227,1,7,3,401,391,0,7,3,361,40,1364,963,0,3,24,86,7,173,16,19,33
32,"SATU MARE","LICEUL TEORETIC CAREI",83,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:11:14",1630,1615,2,13,0,489,475,1,13,0,467,22,1781,1292,0,4,24,42,24,48,4,307,14
32,"SATU MARE","LICEUL TEORETIC GERMAN ” JOHANN ETTINGER ”",21,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:59:07",1821,1784,15,17,5,613,591,0,17,5,600,13,2000,1387,5,7,72,152,24,61,23,233,23
32,"SATU MARE","MAGAZIN MIXT",167,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:15",107,95,0,11,1,56,44,0,11,1,46,10,100,44,0,0,5,5,17,8,0,9,2
32,"SATU MARE","MUZEUL MUNICIPAL CAREI",86,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:00:03",1963,1950,3,10,0,666,656,0,10,0,635,31,2145,1479,6,3,30,60,30,50,5,429,22
32,"SATU MARE",PRIMĂRIA,317,TURULUNG,139214,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:24",909,895,1,10,3,445,431,1,10,3,395,50,950,505,6,3,1,12,1,5,5,354,8
32,"SATU MARE","PRIMARIA AGRIS",122,AGRIŞ,179873,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:48",913,894,1,6,12,577,558,1,6,12,543,34,998,421,196,1,3,10,4,15,4,301,9
32,"SATU MARE","PRIMARIA BÂRSĂU",134,BÂRSĂU,137103,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:39:47",1361,1235,0,67,59,913,787,0,67,59,804,109,1402,489,0,5,18,158,9,397,97,47,73
32,"SATU MARE","PRIMARIA BOTIZ",153,BOTIZ,137185,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:44:22",1463,1453,2,4,4,678,670,0,4,4,640,38,1600,922,31,4,67,231,16,44,3,178,66
32,"SATU MARE","PRIMARIA CALINESTI OAS",155,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:39:05",1408,1367,1,23,17,730,689,1,23,17,663,67,1527,797,1,15,10,202,11,201,28,17,178
32,"SATU MARE","PRIMARIA COM. CAMARZANA",160,CĂMĂRZANA,137274,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:06",1071,1023,0,7,41,472,424,0,7,41,431,41,1200,728,2,2,4,158,157,76,9,6,17
32,"SATU MARE","PRIMARIA COMUNEI",202,"GHERŢA MICĂ",137746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:40",1566,1533,1,9,23,559,527,0,9,23,507,52,1600,1041,0,5,15,230,29,164,3,4,57
32,"SATU MARE","PRIMARIA COMUNEI BOGDAND",149,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:36",772,765,0,7,0,453,446,0,7,0,419,34,855,402,23,0,0,7,2,3,1,377,6
32,"SATU MARE","PRIMĂRIA COMUNEI CĂPLENI",163,CĂPLENI,136553,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:16",1202,1171,3,5,23,686,658,0,5,23,663,23,1315,629,135,0,1,17,9,4,1,490,6
32,"SATU MARE","PRIMARIA COMUNEI DOBA",192,DOBA,137611,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:28:33",999,973,0,12,14,662,636,0,12,14,572,90,1090,428,1,5,5,218,24,26,126,131,36
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",197,DOROLŢ,137675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:13",1474,1445,7,1,21,817,794,1,1,21,791,26,1600,783,38,1,6,25,7,7,1,680,26
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",263,PIŞCOLT,138574,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:55:19",880,876,0,1,3,496,492,0,1,3,413,83,970,474,0,3,3,129,3,74,15,162,24
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",262,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:58",910,898,1,9,2,523,512,0,9,2,466,57,995,472,1,1,3,251,12,44,9,119,26
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",293,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:00",1013,986,1,25,1,622,596,0,25,1,578,44,1061,439,0,3,7,307,11,180,9,34,27
32,"SATU MARE","PRIMARIA COMUNEI TIREAM",310,TIREAM,139107,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:15",1390,1350,2,7,31,721,682,1,7,31,625,96,1500,779,228,10,3,44,61,36,9,204,30
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",329,VETIŞ,139358,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:44",1979,1963,0,16,0,838,822,0,16,0,771,67,2000,1162,4,6,24,275,23,46,17,358,18
32,"SATU MARE","PRIMARIA COMUNIE VALEA VINULUI",323,"VALEA VINULUI",139287,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:50:15",641,604,1,7,29,452,416,0,7,29,423,29,715,263,0,2,44,139,38,93,57,19,31
32,"SATU MARE","PRIMARIA CRAIDOROLT",179,CRAIDOROLŢ,137443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:33:36",850,841,3,5,1,492,486,0,5,1,393,99,900,408,10,2,5,98,57,100,3,106,12
32,"SATU MARE","PRIMARIA MEDIESU AURIT",225,"MEDIEŞU AURIT",138084,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:59:39",920,841,0,51,28,575,496,0,51,28,542,33,900,325,0,7,10,287,26,96,49,22,45
32,"SATU MARE","PRIMARIA SACASENI",282,SĂCĂŞENI,138770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:12",839,813,1,3,22,480,455,0,3,22,435,45,842,362,10,3,12,85,19,13,22,266,5
32,"SATU MARE","PRIMARIA TARNA MARE",300,"TARNA MARE",139009,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:46",1689,1658,2,7,22,732,702,1,7,22,639,93,1890,1158,1,20,7,424,5,81,35,51,15
32,"SATU MARE","PRIMARIA TEREBESTI",306,TEREBEŞTI,139054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:03",657,607,0,17,33,407,357,0,17,33,348,59,703,296,1,2,3,103,54,127,3,44,11
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",332,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:46:50",930,871,2,24,33,613,555,1,24,33,599,14,926,313,5,0,9,50,3,19,9,502,2
32,"SATU MARE","SCALA CU CLS.I-VIII BECHENI",285,SĂUCA,138805,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:30:56",437,415,0,15,7,284,262,0,15,7,237,47,450,166,9,0,0,49,2,15,25,60,77
32,"SATU MARE","ŞC. CU CLS.I-VIII NR. 9",20,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:50:41",1251,1240,2,8,1,453,444,0,8,1,433,20,1240,787,2,9,60,137,13,104,12,83,13
32,"SATU MARE","SC. GIMNAZIALA ANDRID",125,ANDRID,136768,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:09:36",983,958,1,6,18,595,571,0,6,18,552,43,1080,485,1,3,8,179,8,51,3,287,12
32,"SATU MARE","SC. GIMNAZIALA IRINA",127,ANDRID,136768,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:26",416,402,0,8,6,274,260,0,8,6,251,23,446,172,2,0,1,8,0,5,1,231,3
32,"SATU MARE","SCOALA CEHAL",172,CEHAL,137363,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:32",641,568,2,16,55,492,422,1,16,53,470,22,670,178,1,0,0,133,3,281,10,9,33
32,"SATU MARE","SCOALA CHILIA",214,HOMOROADE,137899,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:46",197,175,0,20,2,121,99,0,20,2,101,20,200,79,0,2,6,36,22,24,3,4,4
32,"SATU MARE","SCOALA CLS I-IV HOMORODU DE JOS",215,HOMOROADE,137899,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:46:30",313,299,0,12,2,179,165,0,12,2,160,19,313,134,1,5,3,60,13,47,6,5,20
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",213,HOMOROADE,137899,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:42",579,488,0,55,36,429,338,0,55,36,401,28,600,171,0,6,7,172,11,121,37,5,42
32,"SATU MARE","SCOALA COCA",156,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:31",858,851,0,3,4,349,342,0,3,4,307,42,900,551,0,8,8,118,7,47,52,6,61
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",152,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:11",587,576,0,10,1,244,233,0,10,1,211,33,650,406,3,1,1,17,2,1,2,183,1
32,"SATU MARE","SCOALA CU CLASELE I-IV BERCU",219,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:41",525,520,0,2,3,268,263,0,2,3,253,15,550,282,16,1,1,6,2,6,2,218,1
32,"SATU MARE","SCOALA CU CLASELE I-IV CRUCISOR",183,CRUCIŞOR,137504,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:03",473,453,1,5,14,309,290,0,5,14,284,25,500,191,0,1,8,68,75,85,20,4,23
32,"SATU MARE","SCOALA CU CLASELE I-IV MARIUS",324,"VALEA VINULUI",139287,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:22",192,179,0,5,8,136,123,0,5,8,118,18,250,114,0,1,0,29,11,59,11,1,6
32,"SATU MARE","SCOALA CU CLASELE I-IV NOROIENI",221,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:03",327,322,0,5,0,128,123,0,5,0,122,6,360,232,0,1,0,17,9,8,2,81,4
32,"SATU MARE","SCOALA CU CLASELE I-IV PELISOR",223,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 21:54:24",248,236,0,12,0,149,137,0,12,0,133,16,260,111,2,0,0,2,0,2,1,125,1
32,"SATU MARE","SCOALA CU CLASELE I-IV ROSIORI",325,"VALEA VINULUI",139287,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 20:34:19",343,320,0,13,10,222,199,0,13,10,203,19,350,128,0,1,6,83,25,53,8,6,21
32,"SATU MARE","SCOALA CU CLASELE I-IV SII",326,"VALEA VINULUI",139287,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:10",448,428,1,10,9,207,188,0,10,9,174,33,450,243,0,1,16,65,4,77,1,5,5
32,"SATU MARE","ŞCOALA CU CLASELE I-VIII",150,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:38",509,467,0,8,34,319,277,0,8,34,259,60,550,231,1,1,6,64,17,35,104,11,20
32,"SATU MARE","ŞCOALA CU CLASELE I-VIII",151,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:09",377,359,0,10,8,215,197,0,10,8,196,19,400,185,0,1,6,115,7,34,13,9,11
32,"SATU MARE","SCOALA CU CLASELE I-VIII NISIPENI",220,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:33",714,710,0,4,0,312,308,0,4,0,288,24,783,471,10,0,2,5,5,5,4,255,2
32,"SATU MARE","SCOALA CU CLASELE I-VIII NR. 2",314,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:12",1426,1412,0,8,6,511,497,0,8,6,462,49,1600,1089,1,8,19,314,41,36,8,10,25
32,"SATU MARE","SCOALA CU CLASELE I-VIII PELES",222,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:05",758,747,0,7,4,431,420,0,7,4,405,26,820,389,2,1,2,7,2,10,5,374,2
32,"SATU MARE","SCOALA CU CLASELE I-VIII SAUCA",284,SĂUCA,138805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:00",340,328,0,8,4,249,237,0,8,4,215,34,350,101,2,0,11,75,8,62,9,15,33
32,"SATU MARE","ŞCOALA CU CL. I-VIII GH. BULGĂR-SANISLĂU",276,SANISLĂU,138663,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:42",1230,1223,0,3,4,596,589,0,3,4,467,129,1363,767,1,2,9,116,41,80,3,194,21
32,"SATU MARE","SCOALA CU CLS.I-IV CEAN",286,SĂUCA,138805,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:49",230,224,1,5,0,141,136,0,5,0,125,16,258,117,1,0,3,34,33,14,13,9,18
32,"SATU MARE","SCOALA CU CLS. I-IV IEGHERISTE",184,CRUCIŞOR,137504,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:15:40",453,431,0,8,14,268,246,0,8,14,251,17,481,213,0,1,9,64,62,56,18,6,35
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",204,HALMEU,137764,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:34:46",1678,1644,1,14,19,703,670,0,14,19,646,57,1800,1097,5,9,4,73,133,33,104,261,24
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",205,HALMEU,137764,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:02",1376,1350,2,11,13,615,590,1,11,13,537,78,1499,884,2,2,9,52,73,18,122,227,32
32,"SATU MARE","SCOALA CU CLS. I-VIII PIR",260,PIR,138538,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:10:00",1125,1114,1,8,2,662,652,0,8,2,592,70,1200,538,33,3,8,81,4,198,8,248,9
32,"SATU MARE","SCOALA DARA",199,DOROLŢ,137675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:47",1042,1016,2,7,17,751,727,0,7,17,695,56,1120,369,46,0,0,5,3,5,2,627,7
32,"SATU MARE","ŞCOALA DE GIMNAZIALĂ BEM JOZSEF CĂRĂŞEU",188,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:59",978,933,0,5,40,541,496,0,5,40,504,37,1043,502,31,2,4,43,8,40,0,373,3
32,"SATU MARE","SCOALA GENERALA",227,"MEDIEŞU AURIT",138084,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:35",945,921,2,5,17,407,384,1,5,17,359,48,1000,593,5,1,6,172,9,29,12,113,12
32,"SATU MARE","SCOALA GENERALA",228,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:44",815,803,0,9,3,401,389,0,9,3,374,27,850,449,2,1,11,191,26,44,18,70,11
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:30",645,628,0,6,11,398,381,0,6,11,367,31,800,402,3,2,2,122,27,90,10,63,48
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:52",255,241,0,11,3,128,114,0,11,3,118,10,300,172,1,3,1,62,6,19,13,2,11
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:40",162,155,0,7,0,82,75,0,7,0,81,1,200,118,0,0,0,52,2,12,2,4,9
32,"SATU MARE","SCOALA GENERALA",236,MOFTIN,138208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:16",1173,1133,0,27,13,542,502,0,27,13,488,54,1282,740,1,7,3,160,17,54,7,210,29
32,"SATU MARE","ȘCOALA GENERALĂ",272,RACŞA,180091,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:36",1160,1110,0,5,45,563,513,0,5,45,506,57,1200,637,1,0,4,69,0,313,0,8,111
32,"SATU MARE","ȘCOALA GENERALĂ",166,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:23",81,72,0,9,0,49,40,0,9,0,41,8,100,51,0,0,3,6,12,11,2,4,3
32,"SATU MARE","ŞCOALA GENERALĂ AMAŢI",253,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:24",918,905,0,10,3,442,429,0,10,3,414,28,1008,566,9,2,30,234,8,32,8,78,13
32,"SATU MARE","SCOALA GENERALA BERVENI",142,BERVENI,137032,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:21:59",1677,1627,6,3,41,946,900,3,3,40,901,45,1833,887,145,0,0,14,9,8,4,712,9
32,"SATU MARE","SCOALA GENERALA BIXAD",145,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:05",1136,1122,0,6,8,599,585,0,6,8,478,121,1250,651,0,2,16,167,18,131,13,11,120
32,"SATU MARE","SCOALA GENERALA BIXAD",144,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:59:12",1228,1184,1,21,22,627,583,1,21,22,495,132,1322,695,0,2,5,174,17,189,10,7,91
32,"SATU MARE","ŞCOALA GENERALĂ BOGHIŞ",193,DOBA,137611,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:30:39",697,684,3,8,2,307,297,0,8,2,256,51,739,432,4,0,6,89,9,17,36,86,9
32,"SATU MARE","SCOALA GENERALA CAMARZANA",161,CĂMĂRZANA,137274,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:22",973,925,0,9,39,440,393,0,9,38,401,39,981,541,0,2,3,123,198,28,11,4,32
32,"SATU MARE","SCOALA GENERALA CL I-VIIII",238,MOFTIN,138208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:29",928,899,0,12,17,534,505,0,12,17,480,54,1000,466,7,2,4,71,94,153,6,123,20
32,"SATU MARE","SCOALA GENERALA LUCACENI",143,BERVENI,137032,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:21:31",1242,1217,0,6,19,591,567,0,6,18,537,54,1352,761,12,5,12,145,59,120,42,115,27
