precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","PARTIDUL VERDE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL RE:START ROMÂNIA-voturi","ALIANȚA USR PLUS-voturi"
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",266,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:38:28",1864,1853,1,10,0,10,0,0,10,0,10,0,2100,2090,1,2,1,2,1,0,0,0,1,0,0,2
24,IAŞI,"COLEGIUL NAȚIONAL MIHAIL SADOVEANU",265,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:23:46",1902,1894,0,8,0,8,0,0,8,0,7,1,2100,2092,0,4,0,1,1,0,0,0,1,0,0,0
24,IAŞI,"COLEGIUL NAŢIONAL ŞTEFAN CEL MARE HÎRLĂU",286,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:46",1852,1836,1,11,4,454,439,0,11,4,431,23,2000,1546,73,107,12,134,60,8,0,4,6,1,2,24
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",181,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:44",1392,1385,1,6,0,250,244,0,6,0,232,12,1600,1356,9,94,2,39,11,12,1,6,10,5,1,42
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",180,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:19",1393,1383,2,8,0,423,415,0,8,0,407,16,1600,1174,19,129,9,84,13,18,2,11,25,2,9,86
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",173,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:06",1504,1493,0,11,0,254,243,0,11,0,240,14,1500,1246,10,74,4,37,8,6,1,4,15,1,5,75
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",175,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:50",1039,1029,0,9,1,202,192,0,9,1,190,12,1200,998,8,61,2,25,8,8,0,5,8,5,6,54
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",174,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:01",1870,1863,0,7,0,184,177,0,7,0,181,3,2100,1916,14,73,2,26,14,9,0,0,9,1,1,32
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",251,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:20",1295,1256,0,10,29,394,355,0,10,29,381,13,1400,1006,20,118,10,71,22,4,1,7,9,4,1,114
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",250,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:21",1522,1515,0,7,0,511,504,0,7,0,495,16,1700,1189,25,135,11,79,23,11,3,19,26,12,3,148
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",252,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:36",1456,1447,0,9,0,359,350,0,9,0,346,13,1600,1241,20,112,5,55,8,8,0,6,44,2,2,84
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",271,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:46",1113,1104,0,9,0,374,365,0,9,0,362,12,1200,826,20,146,21,92,16,4,0,1,30,0,3,29
24,IAŞI,"COLEGIU TEHNIC DE CAI FERATE UNIREA",270,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:23",1569,1558,0,11,0,548,537,0,11,0,525,23,1700,1152,28,206,16,154,41,6,0,1,22,10,2,39
24,IAŞI,"CORP A ŞCOALA GIMNAZIALĂ DUMBRAVA",368,CIUREA,96254,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:51",1215,1208,0,7,0,475,468,0,7,0,432,43,1300,825,22,129,8,193,20,10,0,1,6,6,1,36
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:25:18",1799,1784,1,14,0,412,398,0,14,0,399,13,2000,1575,20,103,4,62,18,9,0,10,14,7,12,140
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",145,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:35:54",1339,1330,0,9,0,390,381,0,9,0,377,13,1500,1110,18,143,1,45,22,6,1,5,17,1,9,109
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",144,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:48",1221,1207,1,13,0,355,342,0,13,0,347,8,1300,945,12,107,2,59,23,13,0,11,16,1,2,101
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:32",1412,1399,1,10,2,393,381,0,10,2,378,15,1600,1207,21,142,5,57,22,11,1,15,19,2,9,74
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:57",1418,1409,0,9,0,361,352,0,9,0,351,10,1600,1239,18,98,6,67,27,6,1,3,17,2,2,104
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:27:21",1425,1417,1,7,0,499,492,0,7,0,490,9,1600,1101,20,169,5,83,34,6,2,9,25,1,4,132
24,IAŞI,"FOSTA ŞCOALĂ SATUL SCOPOSENI",499,HORLEŞTI,97517,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:37",232,231,0,1,0,136,135,0,1,0,117,19,200,64,10,79,0,14,4,6,0,0,0,1,0,3
24,IAŞI,"GRĂDINIȚA BOGDĂNEŞTI",498,HORLEŞTI,97517,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:16",534,527,1,6,0,268,262,0,6,0,237,31,600,332,18,141,2,46,8,6,0,1,1,1,2,11
24,IAŞI,"GRADINITA COLTU-CORNII",473,GROZEŞTI,97394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:45",483,449,1,7,26,333,299,1,7,26,291,42,500,167,12,125,1,140,5,2,1,0,3,1,1,0
24,IAŞI,"GRĂDINIȚA COZIA",391,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:52:41",1821,1817,0,4,0,200,196,0,4,0,181,19,2000,1800,8,126,4,29,7,3,0,0,1,2,0,1
24,IAŞI,"GRĂDINIȚA COZIA",392,COSTULENI,96423,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:16",1738,1735,0,3,0,162,159,0,3,0,145,17,1900,1738,3,107,6,25,0,1,0,0,0,0,1,2
24,IAŞI,"GRĂDINIŢA CUCUTENI",409,CUCUTENI,96664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:02",738,711,1,6,20,409,382,1,6,20,360,49,800,391,12,55,5,129,137,3,0,3,3,6,1,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL",539,MIROSLAVA,97919,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:57",1187,1184,0,3,0,425,422,0,3,0,404,21,1300,875,16,155,3,49,25,11,2,3,20,0,5,115
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL AL.I.CUZA",311,"ALEXANDRU I. CUZA",95612,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:06",652,644,0,6,2,393,385,0,6,2,352,41,700,307,70,170,2,56,34,10,0,1,1,5,3,0
24,IAŞI,"GRADINITA CU PROGRAM NORMAL BREAZU",606,REDIU,95239,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:22",1845,1816,7,21,1,1044,1022,0,21,1,1009,35,2000,956,41,215,14,133,156,16,3,8,17,5,5,396
24,IAŞI,"GRADINIŢA CU PROGRAM NORMAL BUTEA, COMUNA BUTEA, JUDEŢUL IAŞI",353,BUTEA,96110,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:40",1534,1515,0,0,19,608,589,0,0,19,523,85,1700,1092,7,191,6,242,14,6,1,3,13,12,0,28
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",435,DUMEŞTI,96940,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:50:02",177,166,0,11,0,107,96,0,11,0,95,12,200,93,23,24,2,31,7,6,0,0,1,0,0,1
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CIURBEȘTI",536,MIROSLAVA,97919,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:43:11",1040,1027,0,13,0,388,375,0,13,0,360,28,1100,712,10,204,6,52,19,11,0,1,16,6,3,32
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL COMARNA NR.1",385,COMARNA,96370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:38:41",1784,1744,0,14,26,438,398,0,14,26,402,36,1800,1362,19,240,4,95,10,6,1,1,5,7,1,13
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DANCU",488,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:10",1435,1423,0,12,0,621,609,0,12,0,579,42,1600,979,27,216,22,162,19,9,2,9,21,5,6,81
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DANCU",487,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:12",1342,1328,2,12,0,580,568,0,12,0,566,14,1500,920,32,224,11,179,12,9,0,1,21,5,9,63
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",420,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:58",1907,1901,0,4,2,646,640,0,4,2,578,68,2100,1454,17,449,3,71,9,11,0,0,3,3,3,9
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL GRIEȘTI",713,ŢIBĂNEŞTI,99780,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:34",208,200,0,8,0,108,100,0,8,0,99,9,200,92,3,57,0,26,10,0,0,0,0,2,0,1
24,IAŞI,"GRADINITA CU PROGRAM NORMAL HALAUCESTI",476,HĂLĂUCEŞTI,97438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:57",1443,1422,0,8,13,539,518,0,8,13,512,27,1500,961,54,335,8,49,15,14,1,1,6,4,2,23
24,IAŞI,"GRADINITA CU PROGRAM NORMAL -HORPAZ",538,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:21",1326,1314,3,9,0,503,494,0,9,0,492,11,1400,897,19,207,7,56,14,6,1,6,22,1,2,151
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",422,DELENI,96815,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:31:17",784,779,0,5,0,321,316,0,5,0,297,24,900,579,8,202,1,36,18,7,0,4,4,4,4,9
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL MOVILENI",564,MOVILENI,98257,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:03",447,440,0,2,5,228,221,0,2,5,205,23,500,272,5,58,2,52,20,2,0,0,0,1,1,64
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:11:08",1372,1359,7,6,0,448,442,0,6,0,434,14,1500,1052,13,150,9,67,20,12,2,12,21,4,7,117
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:46",1565,1546,9,10,0,493,483,0,10,0,477,16,1700,1207,9,142,8,63,35,20,2,9,23,7,6,153
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:27",876,866,0,10,0,263,253,0,10,0,249,14,1000,737,19,71,4,48,6,5,0,2,13,1,6,74
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:41",841,830,0,11,0,253,242,0,11,0,242,11,900,647,15,75,4,45,9,6,0,2,16,1,1,68
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:03",776,768,0,8,0,268,260,0,8,0,260,8,900,632,9,66,10,51,19,9,0,8,8,3,6,71
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:54",876,866,0,10,0,307,297,0,10,0,302,5,1000,693,22,91,13,43,13,1,1,6,18,2,3,89
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",182,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:20",1884,1867,5,12,0,175,163,0,12,0,173,2,2100,1925,6,55,4,16,13,3,1,3,9,0,0,63
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",78,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:06",644,637,0,7,0,201,194,0,7,0,193,8,700,499,5,62,3,39,8,4,0,5,10,0,0,57
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",79,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:15",708,695,1,12,0,220,208,0,12,0,208,12,800,580,8,71,2,33,13,6,2,6,10,1,1,55
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PODOLENII DE SUS",403,COZMEŞTI,96593,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:59",769,756,0,5,8,420,407,0,5,8,358,62,800,380,19,119,5,117,73,0,0,0,10,5,1,9
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",425,DELENI,96815,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:26",890,884,1,5,0,395,390,0,5,0,336,59,1000,605,4,247,4,52,9,5,0,3,1,4,4,3
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",588,PRISĂCANI,98603,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:27",1408,1377,1,26,4,828,798,0,26,4,737,91,1500,672,21,207,131,253,64,10,0,0,11,4,3,33
24,IAŞI,"GRĂDINITA CU PROGRAM NORMAL RADENI",611,ROŞCANI,100344,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:49",600,589,0,4,7,405,394,0,4,7,361,44,600,195,10,176,1,159,4,3,0,0,1,7,0,0
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RECEA",712,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:27",125,113,0,12,0,73,61,0,12,0,60,13,200,127,2,18,2,15,12,0,0,0,0,8,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL SCÂNTEIA",621,SCÂNTEIA,98916,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:07",1599,1592,0,7,0,119,112,0,7,0,106,13,1800,1681,14,40,7,30,3,1,0,0,1,2,0,8
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",364,CIORTEŞTI,96192,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:34",635,631,0,4,0,374,370,0,4,0,322,52,701,327,1,223,13,67,6,4,0,0,0,2,0,6
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",704,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:34",904,895,2,5,2,434,427,0,5,2,386,48,1000,566,7,192,0,68,77,13,0,1,1,15,3,9
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȚIBĂNEȘTI",705,ŢIBĂNEŞTI,99780,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:15",974,963,1,7,3,465,454,1,7,3,416,49,1100,635,8,203,6,63,91,8,0,0,2,16,0,19
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TRIFEȘTI",691,TRIFEŞTI,99600,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:27",1377,1372,0,3,2,624,619,0,3,2,559,65,1500,876,9,432,3,76,18,6,0,1,6,5,0,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL TUNGUJEI",711,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:15",483,475,0,6,2,225,217,0,6,2,199,26,500,275,3,72,1,50,24,3,0,0,0,28,0,18
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",542,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:20",2036,2026,0,10,0,709,699,0,10,0,687,22,2200,1491,22,208,16,66,48,12,1,13,29,5,9,258
24,IAŞI,"GRADINITA CU PROGRAM NORMAL-VALEA ADINCA",541,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:24",1972,1960,0,12,0,645,633,0,12,0,634,11,2200,1555,17,191,9,53,26,7,2,22,26,2,6,273
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VĂLENII",710,ŢIBĂNEŞTI,99780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:49",235,224,0,11,0,116,105,0,11,0,99,17,300,184,0,40,2,18,21,4,1,0,1,8,1,3
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",358,CEPLENIŢA,96147,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:26",232,225,0,7,0,101,94,0,7,0,97,4,300,199,10,39,1,19,3,2,0,0,2,3,0,18
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",238,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:46",842,834,0,8,0,265,257,0,8,0,255,10,900,635,7,82,5,42,11,9,3,12,10,2,1,71
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",219,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:57",1012,1000,3,9,0,312,303,0,9,0,306,6,1100,788,12,86,4,39,15,3,0,13,8,1,2,123
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",218,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:29",827,816,2,9,0,308,299,0,9,0,297,11,900,592,7,96,6,42,25,4,4,5,10,1,4,93
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:50",1718,1704,3,11,0,552,540,1,11,0,537,15,1900,1348,19,163,5,99,29,8,0,14,29,0,5,166
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:52",1308,1300,2,6,0,443,437,0,6,0,431,12,1500,1057,11,133,5,88,16,9,2,6,24,3,7,127
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:58",1436,1424,2,10,0,431,421,0,10,0,418,13,1600,1169,23,124,6,89,13,18,1,5,15,6,10,108
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:14",1592,1581,1,9,1,504,494,0,9,1,492,12,1800,1296,16,162,4,86,22,7,2,6,25,4,8,150
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",183,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:24",1737,1722,2,13,0,578,565,0,13,0,564,14,1900,1322,19,177,8,82,31,10,2,20,31,6,9,169
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:21",1625,1616,0,9,0,506,497,0,9,0,492,14,1800,1294,18,153,7,50,27,8,3,7,30,1,7,181
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:17",1001,994,0,7,0,297,290,0,7,0,290,7,1100,803,4,102,4,55,20,9,1,4,11,6,3,71
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:06",875,865,2,8,0,305,297,0,8,0,303,2,1000,695,18,83,4,52,14,9,2,1,6,5,1,108
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:19",1150,1144,0,6,0,356,350,0,6,0,346,10,1300,944,18,111,9,55,13,8,0,7,31,3,4,87
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:29",1368,1361,0,6,1,401,394,0,6,1,375,26,1500,199,9,138,6,64,19,5,1,9,25,1,3,95
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:10",1226,1215,1,10,0,348,338,0,10,0,334,14,1400,1052,13,120,8,64,8,11,0,8,15,2,3,82
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:15",1365,1350,3,12,0,371,359,0,12,0,363,8,1500,1129,12,113,9,81,20,14,0,2,26,1,5,80
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:20",1229,1212,8,9,0,331,322,0,9,0,316,15,1400,1069,17,103,8,41,17,15,0,6,21,3,1,84
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:08",1466,1456,1,9,0,533,524,0,9,0,515,18,1600,1067,30,161,6,102,20,11,3,13,16,4,5,144
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",272,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:51",1074,1067,0,7,0,398,391,0,7,0,377,21,1200,802,27,147,11,127,26,6,0,0,6,1,2,24
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",273,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:44:23",1295,1283,0,12,0,425,413,0,12,0,405,20,1400,975,25,172,15,113,20,8,0,2,16,5,1,28
24,IAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3 CURĂTURI",367,CIUREA,96254,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:55",231,220,1,9,1,116,106,0,9,1,109,7,300,184,11,33,2,38,3,6,1,4,2,1,0,8
24,IAŞI,"GRADINITA DIN CADRUL SCOLII GIMNAZIALE GOESTI",522,LUNGANI,97722,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:16",748,725,0,7,16,445,423,0,7,15,386,59,800,355,7,101,6,252,5,0,0,1,2,9,0,3
24,IAŞI,"GRADINITA GISTESTI",280,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:05",1478,1469,0,9,0,582,573,0,9,0,523,59,1600,1018,47,157,26,196,24,7,1,0,35,8,2,20
24,IAŞI,"GRADINITA NR. 1",259,"MUNICIPIUL PAŞCANI",95391,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 19:52:44",1167,1154,1,12,0,397,385,0,12,0,375,22,1300,903,40,132,7,106,27,8,0,2,13,9,1,30
24,IAŞI,"GRĂDINIŢA NR.1 FÂNTÂNELE",444,FÂNTÂNELE,100317,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:08:41",1585,1525,0,7,53,915,855,0,7,53,781,134,1600,685,32,192,10,328,33,28,0,17,6,6,5,124
