precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA SOCIAL LIBERALĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VERDE-voturi","ALIANȚA USR PLUS-voturi","HURDUC MARIAN-voturi"
25,ILFOV,"GRADINIȚA CU PROGRAM PRELUNGIT TARÂMUL PRIETENIEI",194,DOMNEŞTI,102570,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:09",1708,1611,1,94,2,810,714,0,94,2,784,26,1800,990,49,0,12,25,651,20,25,2
25,ILFOV,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",29,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:49",1204,1196,0,8,0,496,488,0,8,0,473,23,1300,804,51,6,15,41,319,19,13,9
25,ILFOV,"GRĂDINIŢA DE COPII",214,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:41",1810,1780,0,19,11,1112,1082,0,19,11,1005,107,1950,838,49,38,149,59,683,8,8,11
25,ILFOV,"GRĂDINIŢA NR.1",137,BRĂNEŞTI,101298,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:15:06",1197,1192,0,5,0,742,737,0,5,0,664,78,1300,558,34,16,16,32,535,9,16,6
25,ILFOV,"GRĂDINIŢA NR. 1",177,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:49",876,824,13,36,3,448,407,2,36,3,428,20,900,452,24,7,114,25,59,17,167,15
25,ILFOV,"GRĂDINIŢA NR. 1 CIOFLICENI",245,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:27",1069,1041,6,22,0,647,624,1,22,0,613,34,1150,503,52,15,10,133,306,27,52,18
25,ILFOV,"GRĂDINIŢA NR.1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:03",1419,1404,3,12,0,588,576,0,12,0,551,37,1554,966,32,9,29,28,371,36,36,10
25,ILFOV,"GRĂDINIŢA NR.1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:17:07",1741,1732,2,7,0,631,624,0,7,0,579,52,1900,1269,35,25,39,22,367,30,52,9
25,ILFOV,"GRĂDINIŢA NR.1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:25:21",1234,1224,4,6,0,447,441,0,6,0,408,39,1400,953,29,7,20,27,260,32,28,5
25,ILFOV,"GRĂDINIŢA NR.1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:41",1261,1249,0,12,0,441,429,0,12,0,418,23,1400,959,41,7,28,17,255,23,40,7
25,ILFOV,"GRĂDINIŢA NR.1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:01",1810,1792,0,18,0,689,671,0,18,0,645,44,2000,1311,43,20,22,31,419,40,56,14
25,ILFOV,"GRĂDINIȚA NR. 1 ȘTEFĂNEȘTII DE JOS",250,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:39:54",876,840,0,35,1,704,668,0,35,1,654,50,901,197,65,18,4,176,356,12,17,6
25,ILFOV,"GRADINITA NR.2",136,BRĂNEŞTI,101298,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:30:07",955,927,2,26,0,503,477,0,26,0,467,36,1003,500,28,13,8,23,328,12,44,11
25,ILFOV,"GRĂDINIȚA NR.2, BĂLTENI",237,PERIŞ,104546,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:41:48",430,417,2,11,0,251,240,0,11,0,221,30,500,249,20,7,7,22,121,6,32,6
25,ILFOV,"GRĂDINIŢA NR. 2 GAGU",184,DASCĂLU,102473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:38",657,652,0,5,0,408,403,0,5,0,355,53,700,292,65,12,12,43,201,8,12,2
25,ILFOV,"GRADINITA NR 2 MAGURELE",38,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:14",1387,1346,1,32,8,908,868,0,32,8,876,32,1500,592,530,152,56,12,22,13,28,63
25,ILFOV,"GRADINITA NR.3",163,CIOLPANI,101902,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:49",658,642,0,16,0,294,278,0,16,0,271,23,700,406,27,8,24,27,137,8,29,11
25,ILFOV,"GRADINITA NR.3",87,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:07",1276,1263,0,13,0,404,391,0,13,0,400,4,1400,996,71,2,22,32,67,25,172,9
25,ILFOV,"GRADINITA NR 3 VARTEJU",44,"ORAŞ MĂGURELE",179409,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:07:00",1388,1329,9,37,13,833,782,1,37,13,771,62,1450,617,44,20,26,164,414,27,67,9
25,ILFOV,"GRADINITA NR.4",162,CIOLPANI,101902,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:11:20",1215,1178,2,15,20,666,631,0,15,20,626,40,1300,634,32,8,14,43,474,13,32,10
25,ILFOV,"GRĂDINIŢA NR.5",143,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:02",961,931,0,30,0,618,588,0,30,0,575,43,1000,382,31,3,48,30,431,10,19,3
25,ILFOV,"GRĂDINIŢA ”PRICHINDEL”",37,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:23",1145,1140,0,5,0,430,425,0,5,0,400,30,1300,870,25,6,15,30,288,10,22,4
25,ILFOV,"GRĂDINIŢIA CU PROGRAM PRELUNGIT NR. 2",46,"ORAŞ OTOPENI",179481,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:00:26",986,967,0,16,3,445,426,0,16,3,433,12,1103,658,73,0,9,9,243,21,70,8
25,ILFOV,"GRUPUL ȘCOLAR ”VINTILĂ BRĂTIANU”",200,DRAGOMIREŞTI-VALE,102605,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:32:53",1483,1312,5,147,19,998,832,0,147,19,937,61,1500,502,64,14,26,59,506,22,222,24
25,ILFOV,"INCINTA FOSTULUI DISPENSAR",222,JILAVA,179383,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:16:41",1826,1802,1,23,0,1066,1043,0,23,0,966,100,2000,934,69,12,313,37,479,22,17,17
25,ILFOV,"LICEUL CU PROGRAM SPORTIV NR 1 CLINCENI",167,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:54:27",1593,1563,1,20,9,858,828,1,20,9,800,58,1700,842,89,9,136,68,425,17,39,17
25,ILFOV,"LICEUL CU PROGRAM SPORTIV NR. 1CLINCENI",170,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:51:53",1326,1307,0,13,6,838,819,0,13,6,794,44,1452,614,95,18,97,64,433,19,56,12
25,ILFOV,"LICEUL CU PROGRAM SPORTIV NR. 1CLINCENI",169,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:58",1785,1757,0,26,2,938,910,0,26,2,890,48,1900,962,120,7,76,90,435,26,118,18
25,ILFOV,"LICEUL CU PROGRAM SPORTIV NR. 1 CLINCENI",168,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:56",1186,1141,2,32,11,761,718,0,32,11,726,35,1250,489,103,17,78,45,394,19,59,11
25,ILFOV,"LICEUL TEHNOLOGIC ” DOAMNA CHIAJNA”",155,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:43:08",1572,1559,0,13,0,535,522,0,13,0,532,3,1702,1167,17,0,20,32,105,20,321,17
25,ILFOV,"LICEUL TEHNOLOGIC ”DOAMNA CHIAJNA”",158,CHIAJNA,179249,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:53:24",1510,1482,14,14,0,528,514,0,14,0,520,7,1608,1080,17,0,13,38,101,17,320,14
25,ILFOV,"LICEUL TEHNOLOGIC DOAMNA CHIAJNA",156,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:22",1174,1148,16,10,0,324,313,1,10,0,320,4,1250,926,11,1,9,22,72,11,186,8
25,ILFOV,"LICEUL TEHNOLOGIC” DOAMNA CHIAJNA”",159,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:13",1947,1893,23,30,1,606,575,0,30,1,588,16,2050,1444,21,2,22,46,144,14,323,16
25,ILFOV,"LICEUL TEHNOLOGIC”DOAMNA CHIAJNA”",157,CHIAJNA,179249,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:05:13",2068,2031,14,22,1,568,545,0,22,1,560,8,2200,1632,22,3,14,38,124,24,320,15
25,ILFOV,"LICEUL TEHNOLOGIC ”DUMITRU DUMITRESCU” BUFTEA",19,"ORAŞ BUFTEA",100576,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:39:51",1473,1445,0,11,17,859,831,0,11,17,768,91,1600,741,140,24,32,21,444,51,32,24
25,ILFOV,"LICEUL TEHNOLOGIC ”DUMITRU DUMITRESCU” BUFTEA",18,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:06",1086,1070,1,8,7,519,504,0,8,7,477,42,1200,681,74,16,22,24,241,39,33,28
25,ILFOV,"LICEUL TEORETIC ”HORIA HULUBEI”",39,"ORAŞ MĂGURELE",179409,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:50:38",1118,1063,7,41,7,747,699,0,41,7,716,31,1201,454,41,5,20,86,456,25,80,3
25,ILFOV,"LICEUL TEORETIC ”IOAN PETRUŞ”",48,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:05:07",1517,1466,32,17,2,651,632,0,17,2,626,25,1600,949,66,8,10,20,318,40,147,17
25,ILFOV,"LICEUL TEORETIC ”IOAN PETRUŞ”",49,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:55",983,955,17,9,2,483,472,0,9,2,459,24,1086,603,58,3,12,21,245,23,87,10
25,ILFOV,"LICEUL TEORETIC ”IOAN PETRUŞ”",51,"ORAŞ OTOPENI",179481,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:14:03",1029,1002,12,15,0,479,464,0,15,0,458,18,1096,620,68,2,6,15,290,18,43,16
25,ILFOV,"LICEUL TEORETIC ”IOAN PETRUŞ”",50,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:39",1163,1149,7,7,0,537,530,0,7,0,519,18,1300,763,51,12,10,10,267,27,124,18
25,ILFOV,"LICEUL TEORETIC NR.1 PERIŞ",233,PERIŞ,104546,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:31:15",1960,1915,5,23,17,834,794,0,23,17,767,67,2100,1266,65,14,70,48,465,24,63,18
25,ILFOV,"LICEUL TEORETIC RADU POPESCU",81,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:13",1738,1697,0,36,5,1207,1166,0,36,5,1166,41,1800,593,736,14,41,40,153,58,105,19
25,ILFOV,"LICEUL TEORETIC RADU POPESCU",80,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:16",1741,1686,0,50,5,1218,1163,0,50,5,1170,48,1800,582,728,12,49,39,154,80,100,8
25,ILFOV,"LICEUL TEORETIC RADU POPESCU CORP E",82,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:30",1733,1706,0,21,6,829,802,0,21,6,795,34,2000,1171,386,15,41,73,111,42,111,16
25,ILFOV,"LICEUL TEORETIC ”TRAIAN LALESCU”",135,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:33",1863,1846,0,15,2,960,943,0,15,2,905,55,2050,1090,45,20,15,44,654,32,73,22
25,ILFOV,"POLITIA LOCALA MOGOSOAIA",230,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:41",1533,1482,12,39,0,674,634,1,39,0,663,11,1600,926,17,3,25,31,312,9,260,6
25,ILFOV,"PRIMARIA COMUNEI MOGOSOAIA",229,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:33:54",1641,1625,0,16,0,865,849,0,16,0,819,46,1750,885,40,24,96,29,582,7,34,7
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",41,"ORAŞ MĂGURELE",179409,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:27:23",1175,1134,12,27,2,652,621,2,27,2,613,37,1246,594,34,13,29,149,314,19,47,8
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",40,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:31",1684,1592,1,81,10,1004,913,0,81,10,968,36,1750,746,56,9,48,138,552,18,129,18
25,ILFOV,"PRIMĂRIA ORAŞULUI OTOPENI",52,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:47",1310,1284,17,7,2,654,642,3,7,2,623,31,1404,750,100,2,8,21,347,27,96,22
25,ILFOV,"PRIMĂRIA ORAŞULUI OTOPENI",53,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:47",1183,1174,4,3,2,629,624,0,3,2,613,16,1300,671,90,5,10,13,355,35,79,26
25,ILFOV,"PRIMĂRIA ORAŞULUI VOLUNTARI",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:41",1553,1537,0,16,0,787,771,0,16,0,675,112,1700,913,85,42,33,219,157,24,90,25
25,ILFOV,"PROPRIETATE PRIVATĂ: FARR MIHAELA DANA",57,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:53",1136,1003,123,10,0,418,408,0,10,0,402,16,1100,682,57,7,18,17,210,21,63,9
25,ILFOV,"PROPRIETATE PRIVATĂ: TUTUNARU GHEORGHE",27,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:05:14",478,469,0,8,1,232,223,0,8,1,206,26,504,272,29,7,6,8,132,11,6,7
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",153,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:19:52",1248,1225,7,16,0,657,641,0,16,0,616,41,1300,643,43,11,26,198,143,23,157,15
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",154,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:48:15",2099,2058,0,41,0,863,822,0,41,0,850,13,2200,1337,28,3,17,96,187,19,470,30
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",152,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:11:46",1931,1890,12,29,0,939,910,0,29,0,908,31,2050,1111,48,11,20,323,233,28,222,23
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",151,CHIAJNA,179249,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:34:24",1877,1853,4,20,0,935,915,0,20,0,891,40,2000,1065,76,18,34,325,193,38,183,24
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",98,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:26",1854,1833,0,20,1,884,863,0,20,1,764,120,1998,1114,142,29,34,203,161,49,108,38
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",146,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:49:20",1758,1700,23,35,0,1107,1072,0,35,0,1057,50,1900,793,61,16,27,481,221,20,214,17
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",149,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:45",1738,1692,0,42,4,897,851,0,42,4,849,48,1800,903,59,9,28,430,162,9,136,16
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",147,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:12:44",1272,1241,4,27,0,763,736,0,27,0,728,35,1400,637,46,16,23,323,153,25,128,14
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",150,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:44",2098,2040,7,51,0,1113,1062,0,51,0,1082,31,2200,1087,62,11,28,290,335,30,310,16
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",148,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:42",2071,2023,13,35,0,774,739,0,35,0,759,15,2202,1428,36,2,19,112,209,28,337,16
25,ILFOV,"SALA DE SPORT OTOPENI",54,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:14",1803,1741,31,29,2,891,860,0,29,2,854,37,1900,1009,81,6,18,34,481,57,144,33
25,ILFOV,"S.C. AGROPOL S.A.",86,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:26",454,444,0,10,0,304,294,0,10,0,281,23,950,646,168,10,12,7,41,10,28,5
25,ILFOV,"SC GAD SPECIAL CONSTRUCT SRL",6,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:44",1110,1088,1,20,1,408,387,0,20,1,390,18,1200,792,17,2,114,22,95,8,128,4
25,ILFOV,"SC GAD SPECIAL CONSTRUCT SRL",8,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:10",1605,1563,16,26,0,558,532,0,26,0,546,12,1700,1142,29,2,104,41,103,19,239,9
25,ILFOV,"SC GAD SPECIAL CONSTRUCT SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:42",1566,1540,7,19,0,577,557,1,19,0,565,12,1700,1123,44,2,121,23,126,16,223,10
25,ILFOV,"SC MIKY&JASMIN SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:04:53",1779,1758,0,17,4,1149,1128,0,17,4,1079,70,1800,651,709,19,36,46,89,48,117,15
25,ILFOV,"ŞCOALA COZIENI",204,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:59",635,627,0,8,0,483,475,0,8,0,426,57,702,219,23,11,66,15,297,3,10,1
25,ILFOV,"SCOALA CU CLASELE I-IV",121,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:01",1360,1289,10,41,20,835,774,0,41,20,790,45,1450,615,53,11,13,63,463,145,31,11
25,ILFOV,"ŞCOALA DE 4 ANI",215,GRUIU,103513,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:53:41",1604,1579,0,20,5,946,921,0,20,5,891,55,1700,754,56,26,41,37,700,14,9,8
25,ILFOV,"ŞCOALA DE 4 ANI",216,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:20",623,596,2,15,10,457,432,0,15,10,435,22,650,193,20,11,10,9,365,8,9,3
25,ILFOV,"ŞCOALA DE 8 ANI",217,GRUIU,103513,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:53",1872,1816,0,18,38,1184,1128,0,18,38,1109,75,2000,816,68,44,42,144,743,25,22,21
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",232,NUCI,104421,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:16",918,832,0,17,69,663,577,0,17,69,609,54,1000,337,32,9,167,5,382,7,6,1
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",231,NUCI,104421,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:06:49",1354,1246,0,31,77,959,851,0,31,77,865,94,1450,491,43,16,154,12,617,11,7,5
25,ILFOV,"ŞCOALA GĂNEASA",202,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:20",781,775,0,6,0,448,442,0,6,0,398,50,848,400,26,7,59,19,242,11,29,5
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",133,BRĂNEŞTI,101298,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:28",1881,1863,1,17,0,1006,989,0,17,0,946,60,2050,1044,42,20,21,34,717,16,67,29
25,ILFOV,"ȘCOALA GENERALĂ NR.1",117,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:07",757,712,1,34,10,538,494,0,34,10,512,26,850,312,24,10,11,55,316,75,21,0
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",185,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:53",1097,1049,0,24,24,848,800,0,24,24,745,103,1200,352,64,31,49,217,360,9,11,4
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",186,DĂRĂŞTI-ILFOV,102525,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:51:59",1274,1196,0,42,36,1023,945,0,42,36,922,101,1300,277,58,30,39,377,373,11,27,7
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",118,AFUMAŢI,100834,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:23",1160,1107,0,26,27,769,716,0,26,27,718,51,1250,481,34,15,16,60,434,131,22,6
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",198,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:23",1399,1310,0,80,9,923,834,0,80,9,859,64,1450,527,57,18,12,47,353,14,325,33
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",120,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:56",1717,1660,0,32,25,1056,999,0,32,25,998,58,1850,794,47,22,22,76,671,128,20,12
25,ILFOV,"ȘCOALA GENERALĂ NR. 3",199,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:20",824,667,0,142,15,748,591,0,142,15,698,50,900,152,30,16,6,24,494,21,96,11
25,ILFOV,"ŞCOALA GENERALĂ NR. 301 VIDRA",259,VIDRA,105936,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:39:41",1299,1274,0,19,6,738,713,0,19,6,688,49,1400,662,22,7,81,28,503,20,15,12
25,ILFOV,"ŞCOALA GENERALĂ NR. 302 CREŢEŞTI",261,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:24",848,841,0,5,2,438,431,0,5,2,407,31,1000,562,17,9,37,19,242,36,35,12
25,ILFOV,"ŞCOALA GENERALĂ NR. 302 CREŢEŞTI",260,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:48",1229,1201,0,23,5,682,654,0,23,5,634,48,1300,618,34,14,52,44,387,50,37,16
25,ILFOV,"ŞCOALA GENERALĂ NR. 303 SINTEŞTI",263,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:23:55",1114,1106,0,6,2,557,549,0,6,2,470,87,1165,608,18,12,30,23,336,38,4,9
25,ILFOV,"ŞCOALA GENERALĂ NR. 303 SINTEŞTI",262,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:25",850,840,0,7,3,388,378,0,7,3,372,16,996,608,16,5,41,20,216,49,19,6
25,ILFOV,"ŞCOALA GENERALĂ NR. 304 VIDRA",257,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:06",855,835,0,19,1,424,404,0,19,1,394,30,800,376,16,4,40,7,259,24,31,13
25,ILFOV,"ŞCOALA GENERALĂ NR. 304 VIDRA",258,VIDRA,105936,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:24:34",1110,1084,1,15,10,665,640,0,15,10,630,10,1200,535,24,8,73,14,416,15,69,11
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",119,AFUMAŢI,100834,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:01:09",1686,1614,0,41,31,1190,1118,0,41,31,1103,87,1800,610,58,15,30,85,763,127,21,4
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",242,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:17:31",1899,1792,11,96,0,1061,964,1,96,0,1018,43,2000,939,90,22,23,276,512,39,42,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",246,SNAGOV,105160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:24",1518,1466,13,39,0,843,801,3,39,0,787,56,1610,767,69,28,20,226,374,15,48,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:40",1106,1097,2,7,0,390,383,0,7,0,370,20,1204,814,20,5,11,23,283,10,12,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",33,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:11",1616,1606,2,6,2,533,525,0,6,2,500,33,1800,1267,29,19,30,58,317,11,30,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",32,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:52:12",1118,1115,1,2,0,502,500,0,2,0,458,43,1304,802,26,19,48,44,282,11,24,4
