precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA SOCIAL LIBERALĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VERDE-voturi","ALIANȚA USR PLUS-voturi","HURDUC MARIAN-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",31,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:33",1648,1624,10,14,0,672,656,2,14,0,649,22,1800,1128,28,9,14,49,382,29,130,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",30,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:17:39",1615,1610,1,4,0,596,592,0,4,0,558,38,1800,1204,29,6,48,75,336,24,28,12
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",34,"ORAŞ CHITILA",179285,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:46:42",1268,1255,4,9,0,550,539,2,9,0,535,11,1400,850,24,7,18,25,370,32,57,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",183,DASCĂLU,102473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:42:25",1825,1780,1,36,8,1291,1246,1,36,8,1121,170,1950,659,187,64,61,167,561,22,44,15
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",195,DOMNEŞTI,102570,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:11",1726,1600,9,113,4,866,749,0,113,4,837,29,1750,884,42,3,46,59,576,17,83,11
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",196,DOMNEŞTI,102570,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:34",2086,1973,0,106,7,1169,1056,0,106,7,1112,57,2200,1031,70,18,24,68,836,15,71,10
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”IOAN BĂDESCU”",92,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:00",983,954,6,23,0,510,487,0,23,0,492,18,1000,490,192,5,35,22,67,23,142,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",77,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:31:08",1292,1250,4,27,11,795,757,0,27,11,758,37,1399,604,374,8,32,31,104,37,159,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",78,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:57",1936,1870,3,50,13,1296,1233,0,50,13,1239,57,2000,704,662,16,67,29,188,74,179,24
25,ILFOV,"ȘCOALA GIMNAZIALĂ IOAN BĂDESCU",79,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:40:01",1868,1835,5,28,0,1130,1102,0,28,0,1082,38,2000,880,552,18,22,46,132,67,228,17
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",172,COPĂCENI,179588,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:23",1036,1020,0,16,0,677,661,0,16,0,612,62,1100,426,40,26,38,8,484,10,0,6
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",131,BERCENI,101145,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:54:38",1960,1772,4,147,37,1327,1143,0,147,37,1282,45,1950,618,54,20,26,441,604,16,107,14
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",132,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:43",802,788,1,8,5,407,394,0,8,5,376,31,900,493,23,8,6,11,286,7,20,15
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",130,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:20:09",1628,1458,9,128,33,1167,1006,0,128,33,1095,71,1600,433,23,14,8,406,523,14,96,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",182,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:29",1128,1108,0,12,8,550,530,0,12,8,535,15,1250,700,45,11,27,95,303,18,32,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",181,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:06",943,929,1,8,5,455,442,0,8,5,434,21,1050,595,22,10,24,70,253,14,35,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",180,CORNETU,102213,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:44",946,927,0,9,10,438,419,0,9,10,420,18,1000,562,37,7,18,60,255,18,20,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",179,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:22",904,892,0,3,9,429,417,0,3,9,387,42,1000,571,24,4,24,56,233,14,27,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",178,CORNETU,102213,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:46",1082,1053,1,17,11,504,476,0,17,11,487,17,1200,696,32,11,23,69,298,18,32,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",140,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:10:36",935,917,0,18,0,600,582,0,18,0,534,66,1050,450,32,13,72,11,382,13,5,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",139,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:58",847,833,0,14,0,565,551,0,14,0,517,48,950,385,42,13,75,6,361,13,6,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",138,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:57",870,800,2,64,4,564,495,1,64,4,530,34,800,236,22,11,72,19,360,19,17,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",105,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:21",1773,1757,0,11,5,899,883,0,11,5,770,129,1900,1001,146,41,45,197,159,59,87,36
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:56",1445,1425,3,15,2,773,756,0,15,2,716,57,1600,827,58,14,17,121,429,18,57,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",207,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:24:11",1685,1666,2,16,1,959,942,0,16,1,865,94,1800,841,65,10,38,150,538,35,25,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",189,DOBROEŞTI,179310,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:34:34",1485,1440,4,37,4,894,853,0,37,4,803,91,1600,706,103,24,37,128,288,82,115,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",188,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:46:12",1830,1760,6,63,1,1010,946,0,63,1,936,74,1900,890,119,18,43,128,358,86,153,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",187,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:15",1366,1309,1,52,4,849,793,0,52,4,767,82,1500,651,110,22,31,95,306,72,101,30
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",174,CORBEANCA,102160,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:02:51",1505,1414,23,66,2,864,794,2,66,2,823,28,1600,736,56,8,186,27,140,22,354,30
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",173,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:33",988,950,20,18,0,508,488,2,18,0,454,54,1000,492,45,11,176,17,83,16,83,23
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",104,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:59",1947,1929,0,14,4,903,885,0,14,4,724,179,2100,1197,133,35,38,198,142,44,100,34
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",103,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:55",1657,1641,2,10,4,753,739,0,10,4,658,95,1800,1045,146,34,37,99,143,47,115,37
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",102,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:30",1759,1748,0,11,0,896,885,0,11,0,794,102,2000,1104,94,25,37,247,181,63,125,22
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",100,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:14",1967,1949,4,12,2,873,859,0,12,2,745,128,2200,1327,119,38,34,183,161,51,137,22
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",99,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:20",2017,1980,15,14,8,818,796,0,14,8,740,78,2200,1382,112,22,42,174,138,56,165,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",101,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:39",1836,1817,5,9,5,843,829,0,9,5,750,93,2000,1157,97,23,42,192,155,48,165,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",123,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:31",1220,1202,5,8,5,657,643,1,8,5,629,28,1300,643,23,10,20,325,145,21,59,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",124,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:16",980,964,1,12,3,543,528,0,12,3,502,41,1100,557,18,6,25,285,89,12,43,24
25,ILFOV,"SCOALA GIMNAZIALA NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:53",1167,1156,1,10,0,656,646,0,10,0,575,81,1300,644,38,4,29,62,397,15,23,7
25,ILFOV,"SCOALA GIMNAZIALA NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:30:37",1606,1584,0,21,1,885,863,0,21,1,838,47,1800,915,44,11,42,70,563,16,79,13
25,ILFOV,"SCOALA GIMNAZIALA NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:40",1807,1787,3,16,1,986,969,0,16,1,942,44,2000,1014,59,8,45,108,640,19,48,15
25,ILFOV,"SCOALA GIMNAZIALA NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:10",1685,1669,0,16,0,828,812,0,16,0,790,38,1900,1072,48,16,46,89,485,18,79,9
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",134,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:04",1344,1333,0,9,2,715,704,0,9,2,680,35,1500,785,31,11,19,25,497,20,50,27
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",15,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:40:00",1695,1662,17,10,6,714,698,0,10,6,636,78,1886,1172,109,16,24,38,306,75,37,31
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",17,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:07:31",1824,1809,0,11,4,727,712,0,11,4,691,36,2000,1273,136,18,26,29,339,61,43,39
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",16,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:49:23",1833,1807,1,17,8,753,727,1,17,8,709,44,2000,1247,124,11,35,30,331,86,59,33
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",164,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:24",1350,1317,2,25,6,779,749,0,25,5,736,43,1500,721,53,15,37,48,354,12,200,17
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",165,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:46",1890,1852,2,35,1,985,949,0,35,1,925,60,2000,1015,58,18,68,45,408,16,283,29
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",114,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:22",1541,1508,1,28,4,738,706,0,28,4,689,49,1700,962,125,18,67,27,385,14,37,16
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",113,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:55:47",2021,1981,0,27,13,1024,984,0,27,13,947,77,2200,1176,146,14,107,61,492,16,84,27
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",116,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:16:04",1568,1547,0,17,4,831,810,0,17,4,767,64,1702,871,103,14,144,41,374,30,50,11
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",115,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:59:48",1667,1650,1,16,0,966,950,0,16,0,905,61,1800,834,142,19,187,40,433,25,37,22
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",224,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:04:40",1762,1754,0,6,2,911,903,0,6,2,860,51,2000,1089,30,10,47,58,655,20,29,11
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",227,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:58:31",1168,1139,3,25,1,589,562,1,25,1,571,18,1250,661,30,12,45,62,317,18,85,2
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",226,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:19:01",1293,1247,16,30,0,624,592,2,30,0,608,16,1400,776,39,6,54,48,301,13,142,5
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",228,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:14",1365,1338,0,22,5,644,617,0,22,5,619,25,1500,856,25,6,69,71,309,11,117,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:11",1479,1463,3,13,0,502,489,0,13,0,454,48,1602,1100,27,7,15,10,309,34,44,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",58,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:02:58",1490,1476,2,12,0,533,521,0,12,0,490,42,1600,1067,47,5,17,29,289,50,44,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",59,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:52",1637,1603,20,14,0,544,530,0,14,0,505,39,1802,1258,36,11,11,21,333,33,56,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:57",2009,1979,12,18,0,691,672,1,18,0,663,28,2200,1509,45,9,42,48,321,55,130,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",60,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:12",1677,1665,2,9,1,610,600,0,9,1,572,38,1850,1240,30,9,26,34,314,45,100,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",61,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:33:38",1721,1707,3,11,0,611,600,0,11,0,561,44,1900,1289,28,17,15,25,321,72,63,20
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",62,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:02:30",1845,1800,28,17,0,696,679,0,17,0,646,50,2002,1306,30,17,21,26,432,40,68,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:55:42",1369,1364,0,5,0,478,473,0,5,0,436,42,1500,1022,29,12,16,16,271,27,51,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:31",1930,1909,2,18,1,696,677,0,18,1,652,44,2100,1404,43,17,18,37,390,48,78,21
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:33",1982,1933,36,13,0,670,657,0,13,0,632,38,2100,1430,47,13,24,32,310,68,121,17
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",249,"ŞTEFĂNEŞTII DE JOS",105419,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:35:15",1975,1946,0,23,6,1409,1380,0,23,6,1302,107,2100,691,111,23,10,483,667,3,1,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",248,"ŞTEFĂNEŞTII DE JOS",105419,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:42:21",1438,1389,1,20,28,1093,1045,0,20,28,1001,86,1501,408,174,15,13,366,400,13,13,7
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",252,TUNARI,105570,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:23:12",1640,1366,2,231,41,1202,930,0,231,41,1149,53,1900,698,51,21,16,572,394,14,68,13
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",254,TUNARI,105570,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:16:08",1539,1351,12,162,14,1021,843,2,162,14,990,31,1850,829,48,19,9,359,298,19,224,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",253,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:53",1366,1250,3,101,12,959,846,0,101,12,896,63,1801,842,45,11,10,336,400,8,78,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",256,TUNARI,105570,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 01:24:15",1806,1370,14,382,40,1300,878,0,382,40,1229,71,1800,500,54,12,15,684,355,15,81,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",144,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:52",1329,1273,1,51,4,881,826,0,51,4,829,52,1400,519,17,9,246,14,513,12,13,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",145,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:53",1340,1310,0,30,0,877,847,0,30,0,763,114,1500,623,42,29,210,15,454,9,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:01",1854,1835,6,11,2,889,876,0,11,2,784,105,2100,1211,121,38,39,175,202,51,121,37
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",175,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:58:50",2086,2013,7,66,0,1227,1159,2,66,0,1107,120,2200,973,80,35,330,20,203,47,375,17
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:32",1778,1767,0,8,3,913,902,0,8,3,744,169,2000,1087,108,37,44,184,172,53,120,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",211,GLINA,179347,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:46:28",938,925,0,13,0,473,460,0,13,0,449,24,1000,527,36,5,10,44,289,15,43,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",210,GLINA,179347,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:56:42",1247,1239,0,8,0,580,572,0,8,0,546,34,1399,819,49,12,8,40,377,15,35,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",108,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:23",1801,1773,4,20,4,911,887,0,20,4,761,150,2006,1095,128,39,42,186,141,53,138,34
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",23,"ORAŞ BUFTEA",100576,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:45:32",1639,1605,13,19,2,763,742,0,19,2,715,48,1800,1037,98,17,53,38,355,76,50,28
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",21,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:36:18",1586,1570,2,10,4,771,757,0,10,4,695,76,1696,925,123,10,25,43,320,93,56,25
