precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANTA ELECTORALA PSD+ALDE DOLJ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",56,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:57",1750,1743,1,6,0,561,555,0,6,0,543,18,2000,1439,24,21,136,184,100,5,6,46,4,12,5
17,DOLJ,"ȘCOALA GIMNAZIALĂ MALU MARE",397,"MALU MARE",73068,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:24:49",1358,1296,3,53,6,808,748,1,53,6,709,99,1500,692,35,24,264,262,10,6,15,77,10,5,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37",15,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:33",1175,1162,1,12,0,448,436,0,12,0,438,10,1400,952,12,14,94,150,52,5,2,97,3,8,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR. 37)",17,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:17:17",1204,1190,0,14,0,376,362,0,14,0,367,9,1400,1024,19,10,93,120,67,5,0,48,2,3,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37)",16,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:02",1359,1347,0,12,0,456,444,0,12,0,438,18,1500,1044,28,17,100,159,49,8,4,59,4,4,6
17,DOLJ,"SCOALA GIMNAZIALA MIHAITA",319,"COŢOFENII DIN DOS",71910,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:58:13",620,611,0,9,0,409,400,0,9,0,355,54,700,291,28,5,125,136,43,5,0,9,3,0,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",94,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:24",1367,1354,2,11,0,472,461,0,11,0,458,14,1400,928,21,17,116,148,76,10,5,54,2,7,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",97,"MUNICIPIUL CRAIOVA",69900,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:56:21",1344,1333,0,11,0,480,469,0,11,0,456,24,1400,920,30,34,110,124,96,7,5,41,2,3,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",98,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:53",1317,1304,1,11,1,428,416,0,11,1,411,17,1500,969,26,23,88,146,76,2,3,42,2,2,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",95,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:06",1547,1534,4,9,0,466,457,0,9,0,447,19,1700,1234,39,14,91,141,94,1,5,50,3,7,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",96,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:05",1483,1465,12,6,0,452,446,0,6,0,414,38,1600,1148,24,21,96,131,58,4,5,60,6,8,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE”",12,"MUNICIPIUL CRAIOVA",69900,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:20:21",1493,1479,2,12,0,597,585,0,12,0,582,15,1700,1103,27,28,157,151,65,4,3,136,4,5,2
17,DOLJ,"SCOALA GIMNAZIALA NEGOI",423,NEGOI,73460,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:04",792,757,0,4,31,364,329,0,4,31,314,50,900,536,7,119,24,157,1,0,1,1,0,3,1
17,DOLJ,"SCOALA GIMNAZIALA NEGOI",422,NEGOI,73460,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:19",960,915,0,3,42,512,467,0,3,42,440,72,1000,488,28,102,71,224,7,0,1,2,4,1,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",158,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:59:40",1229,1212,2,15,0,519,504,0,15,0,499,20,1400,866,17,10,147,155,36,7,2,108,6,5,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",160,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:18",1367,1356,1,10,0,482,472,0,10,0,462,20,1500,1018,25,30,116,147,56,2,3,72,2,6,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",159,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:23:40",1473,1456,4,13,0,535,522,0,13,0,507,28,1600,1065,41,44,129,152,45,6,3,69,4,14,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",157,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:32",1462,1449,2,11,0,530,519,0,11,0,505,25,1600,1070,31,26,131,151,63,15,2,73,8,5,0
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”NICOLAE CARAȘ ”",311,"CIUPERCENII NOI",71858,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:25:35",1537,1504,0,12,21,1009,976,0,12,21,889,120,1700,691,10,49,120,610,0,3,2,69,19,7,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ „NICOLAE ROMANESCU”",28,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:28",1544,1529,5,10,0,571,561,0,10,0,550,21,1700,1129,34,29,151,157,72,5,1,87,6,5,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",30,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:58",1464,1452,1,11,0,443,432,0,11,0,416,27,1700,1257,25,10,106,137,69,4,3,47,6,8,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",31,"MUNICIPIUL CRAIOVA",69900,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:50:27",1287,1271,4,11,1,476,464,0,11,1,462,14,1500,1024,15,10,118,170,58,7,1,75,2,3,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",32,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:34",1211,1187,4,12,8,393,371,2,12,8,372,21,1400,1007,21,16,101,114,47,4,2,49,8,8,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 1",174,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:46",1408,1402,0,6,0,533,527,0,6,0,472,61,1600,1067,23,43,179,195,3,2,4,14,2,6,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLĂRAŞI",290,CĂLĂRAŞI,71607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:09:17",1801,1713,2,33,53,1091,1005,0,33,53,1002,89,1900,809,26,24,626,293,15,3,1,4,10,0,0
17,DOLJ,"ȘCOALA GIMNAZIALĂ NR. 1 MÂRȘANI",403,MÂRŞANI,73317,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:11",1153,1089,1,27,36,736,672,1,27,36,623,113,1200,464,60,42,175,281,13,7,2,17,14,6,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.22 ”MIRCEA ELIADE”",11,"MUNICIPIUL CRAIOVA",69900,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:38:08",1181,1160,4,16,1,449,432,0,16,1,431,18,1400,951,22,10,142,138,30,3,1,80,1,3,1
17,DOLJ,"ŞCOALA GIMNAZIALA NR. 26 MOFLENI – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",58,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:34",1319,1307,0,12,0,465,453,0,12,0,413,52,1500,1035,25,18,78,125,133,4,1,20,5,3,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 3",177,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:29",905,897,0,8,0,358,350,0,8,0,315,43,1000,642,12,70,124,83,2,2,1,18,3,0,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 3",176,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:24",533,523,0,10,0,173,163,0,10,0,158,15,600,427,9,30,64,44,0,0,1,7,2,1,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",169,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:56",1489,1479,0,10,0,621,611,0,10,0,586,35,1600,979,19,15,124,192,152,6,4,54,10,9,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",171,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:39",1453,1444,0,9,0,509,500,0,9,0,465,44,1600,1091,32,14,81,178,98,9,4,32,7,5,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",170,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:29",1668,1657,1,10,0,540,530,0,10,0,503,37,1800,1260,37,28,84,166,139,5,1,25,15,3,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 4",183,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:12",995,982,1,12,0,372,360,0,12,0,353,19,1100,728,17,41,116,150,2,1,1,14,3,7,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 4",182,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:18",1483,1476,1,6,0,543,537,0,6,0,507,36,1700,1157,21,49,207,184,2,2,1,26,4,6,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 5",178,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:33",975,963,4,8,0,322,314,0,8,0,305,17,1100,778,20,36,123,102,1,0,1,17,2,1,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 6",188,"MUNICIPIUL BĂILEŞTI",70316,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:55",1352,1342,3,6,1,519,512,0,6,1,487,32,1500,981,23,44,160,184,5,4,0,62,2,0,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",434,PIELEŞTI,73629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:32:26",1292,1232,0,55,5,894,834,0,55,5,824,70,1500,606,192,275,124,154,23,5,0,39,6,5,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",436,PIELEŞTI,73629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:29",635,602,0,31,2,454,421,0,31,2,413,41,800,346,60,15,228,85,6,0,0,11,4,3,1
17,DOLJ,"ȘCOALA GIMNAZIALĂ PISCU NOU",481,"SEACA DE CÂMP",74108,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 19:38:18",769,684,0,43,42,649,564,0,43,42,602,44,900,251,19,42,233,293,3,1,0,4,4,1,2
17,DOLJ,"SCOALA GIMNAZIALA PISCU VECHI",439,"PISCU VECHI",73665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:34",1016,966,0,28,22,628,578,0,28,22,571,57,1100,472,5,6,78,464,2,1,2,3,9,0,1
17,DOLJ,"SCOALA GIMNAZIALA PLEŞOI",444,PLEŞOI,74931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:32",1282,1021,0,244,17,995,735,0,244,16,878,117,1300,305,33,20,405,374,5,8,2,2,18,8,3
17,DOLJ,"ȘCOALA GIMNAZIALĂ PREAJBA",398,"MALU MARE",73068,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:45:22",1647,1466,0,171,10,1016,835,0,171,10,996,20,1600,584,356,22,196,214,20,6,4,160,4,12,2
17,DOLJ,"ŞCOALA GIMNAZIALA RADOVAN",459,RADOVAN,73852,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:21:29",876,767,3,70,36,603,495,2,70,36,521,82,900,297,11,9,288,186,13,5,1,3,3,1,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ROJIŞTE",468,ROJIŞTE,74949,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:10",1531,1418,1,65,47,1052,941,0,65,46,1000,52,1700,648,21,18,645,312,0,0,0,0,4,0,0
17,DOLJ,"SCOALA GIMNAZIALA SADOVA, LOCAL DEAL",473,SADOVA,73996,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:09",1248,1208,0,21,19,684,644,0,21,19,594,90,1400,716,22,128,347,75,5,2,0,0,7,3,5
17,DOLJ,"SCOALA GIMNAZIALA SADOVA LOCAL VALE",472,SADOVA,73996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:01",1278,1235,1,25,17,714,672,0,25,17,640,74,1400,686,34,130,302,158,5,0,1,4,3,3,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ SADOVA, STRUCTURA PISCU – SADOVEI LOCAL VECHI",475,SADOVA,73996,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:40:09",958,923,4,20,11,574,539,4,20,11,510,64,1000,426,57,217,140,74,6,4,0,3,7,2,0
17,DOLJ,"ȘCOALA. GIMNAZIALĂ SALCIA",238,ARGETOAIA,70744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:10:51",1018,925,0,71,22,745,652,0,71,22,663,82,1100,355,11,10,195,420,6,3,0,4,9,4,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ SĂRATA",291,CĂLĂRAŞI,71607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:04:15",1724,1645,0,31,48,1059,980,0,31,48,968,91,1900,841,37,14,601,286,6,5,0,3,8,6,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ SECUI",501,TEASC,74322,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:19",1233,1212,0,21,0,805,784,0,21,0,726,79,1400,595,66,43,330,212,3,2,15,44,8,1,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",120,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:01",1738,1725,2,11,0,631,620,0,11,0,616,15,1900,1269,29,19,181,184,62,8,6,107,11,6,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",121,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:01",1552,1531,4,17,0,572,555,0,17,0,543,29,1700,1128,38,23,153,156,74,8,3,78,0,7,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",122,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:52:29",1576,1559,5,12,0,548,536,0,12,0,534,14,1700,1152,28,30,135,181,45,8,13,86,4,1,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL DUMITRU” (FOSTA NR. 18)",49,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:01",1098,1087,2,9,0,424,415,0,9,0,418,6,1300,876,27,12,116,128,27,3,0,95,3,6,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",129,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:30",1730,1715,3,12,0,663,651,0,12,0,641,22,1800,1137,27,24,194,187,57,10,10,118,2,7,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",130,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:56",1712,1700,1,11,0,615,604,0,11,0,586,29,1800,1185,25,21,178,190,51,7,6,92,9,3,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ „SF. GHEORGHE” (FOSTA SCOALA CU CLASELE I - VIII NR.23)",131,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:32",1650,1636,5,9,0,583,574,0,9,0,566,17,1800,1217,43,22,182,140,46,5,6,108,9,4,1
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23",132,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:27",1212,1196,3,13,0,442,429,0,13,0,424,18,1300,858,20,12,106,138,59,8,13,48,12,3,5
17,DOLJ,"ȘCOALA GIMNAZIALĂ SF. GHEORGHE (FOSTA ȘCOALĂ CU CLASELE I-VIII, NR. 23)",133,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:07",1591,1577,1,13,0,662,649,0,13,0,638,24,1800,1115,29,16,209,210,50,4,1,108,4,3,4
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",471,SADOVA,73996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:57",1439,1430,0,7,2,270,261,0,7,2,234,36,1600,1330,16,96,56,59,0,2,0,0,3,2,0
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",470,SADOVA,73996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:37",534,514,0,15,5,267,247,0,15,5,251,16,600,333,16,61,123,43,2,0,0,0,3,0,3
17,DOLJ,"SCOALA GIMNAZIALA TĂLPAȘ",499,TĂLPAŞ,74956,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:16",1037,997,0,40,0,629,589,0,40,0,571,58,1100,471,29,44,157,309,6,4,1,3,13,4,1
17,DOLJ,"SCOALA GIMNAZIALA TESLUI",505,TESLUI,74411,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:52",453,446,0,7,0,240,233,0,7,0,196,44,500,260,26,2,14,129,2,0,0,7,13,3,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR. 2)",126,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:01",958,938,6,13,1,390,376,0,13,1,381,9,1000,610,13,13,148,108,19,2,3,68,1,1,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”TRAIAN” (FOSTA NR.2)",127,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:41",1171,1147,9,14,1,502,487,0,14,1,499,3,1300,798,35,14,182,127,39,2,3,92,3,1,1
17,DOLJ,"ȘCOALA GIMNAZIALĂ ȚUGLUI",509,ŢUGLUI,74509,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:22",1332,1315,0,0,17,858,841,0,0,17,773,85,1400,542,103,16,355,240,11,1,3,32,7,1,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ VÎRTOP",521,VÂRTOP,74732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:46:12",1349,1321,1,27,0,779,752,0,27,0,616,163,1500,721,0,18,225,349,3,0,2,2,9,5,3
17,DOLJ,"ŞCOALA GOLENŢI",190,"MUNICIPIUL CALAFAT",70352,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:30",406,387,0,14,5,272,253,0,14,5,249,23,500,228,10,22,64,139,0,0,1,9,3,0,1
17,DOLJ,"ŞCOALA GOLFIN",465,ROBĂNEŞTI,73923,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:20",505,482,1,19,3,323,301,0,19,3,268,55,600,277,9,9,24,192,7,5,0,8,11,3,0
17,DOLJ,"ȘCOALA GRECEȘTI",378,GRECEŞTI,72819,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:01",242,209,0,18,15,195,162,0,18,15,183,12,300,105,5,3,63,99,3,0,0,4,4,1,1
17,DOLJ,"ȘCOALA GROPANELE",380,GRECEŞTI,72819,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:35",234,228,0,3,3,148,142,0,3,3,122,26,300,152,11,3,43,55,1,1,1,1,4,1,1
17,DOLJ,"SCOALA IZVOR",496,"ŞIMNICU DE SUS",70174,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:22",607,587,0,19,1,369,349,0,19,1,330,39,700,331,96,6,34,148,15,1,1,18,7,3,1
17,DOLJ,"ŞCOALA LĂCRIŢA MARE",466,ROBĂNEŞTI,73923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:49",499,469,0,27,3,362,332,0,27,3,323,39,600,238,8,24,36,237,1,5,0,4,6,0,2
17,DOLJ,"SCOALA MILESTI",498,"ŞIMNICU DE SUS",70174,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:47:14",673,659,1,13,0,377,364,0,13,0,337,40,800,423,114,8,47,103,8,5,2,35,7,3,5
17,DOLJ,"ŞCOALA MOŢĂŢEI GARĂ",414,MOŢĂŢEI,73335,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:00",690,670,2,6,12,359,341,1,6,11,334,25,800,441,5,214,23,85,0,1,0,1,3,2,0
17,DOLJ,"ȘCOALA MURTA",334,DOBREŞTI,72098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:35",702,662,0,20,20,449,409,0,20,20,393,56,800,351,58,39,150,129,5,2,0,2,6,1,1
17,DOLJ,"SCOALA NOUA CELARU",295,CELARU,71634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:49",1573,1453,1,72,47,995,876,0,72,47,866,129,1600,605,40,97,336,360,2,4,0,8,11,1,7
17,DOLJ,"ŞCOALA NR. 1 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:09",1111,1093,0,7,11,612,595,0,7,10,542,70,1200,588,26,108,106,273,4,2,1,4,14,2,2
17,DOLJ,"SCOALA NR.2",513,UNIREA,74536,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:49:59",1495,1392,0,59,44,1036,933,0,59,44,1001,35,1600,564,13,54,448,464,9,0,2,2,4,3,2
17,DOLJ,"ŞCOALA OBEDIN",270,BREASTA,71260,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:51",590,564,0,25,1,325,299,0,25,1,298,27,700,375,2,4,170,107,1,2,0,4,5,2,1
17,DOLJ,"SCOALA PISCULET",438,"PISCU VECHI",73665,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:33",244,229,0,14,1,166,151,0,14,1,140,26,300,134,7,10,6,110,1,0,0,0,4,2,0
17,DOLJ,"ȘCOALA PRIMARĂ BĂDOȘI",258,BRATOVOEŞTI,71199,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:10",725,714,0,11,0,456,445,0,11,0,403,53,800,344,49,13,115,198,6,6,0,8,5,0,3
17,DOLJ,"SCOALA PRIMARA BECHET VALE",201,"ORAŞ BECHET",70879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:51",692,643,0,25,24,448,399,0,25,24,408,40,800,352,2,16,110,215,51,1,1,3,4,5,0
17,DOLJ,"ŞCOALA PRIMARĂ CL. I-IV",433,PERIŞOR,73594,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:50",270,225,0,35,10,188,143,0,35,10,173,15,400,212,9,25,45,68,13,2,0,3,3,4,1
17,DOLJ,"SCOALA PRIMARA CLSELE I-VIII",391,LIPOVU,72953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:50",169,156,0,12,1,111,98,0,12,1,93,18,200,89,11,0,50,32,0,0,0,0,0,0,0
17,DOLJ,"ȘCOALA PRIMARĂ GEOROCU MARE",261,BRATOVOEŞTI,71199,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:09",393,381,0,12,0,236,224,0,12,0,205,31,500,264,9,5,45,137,2,0,0,0,7,0,0
17,DOLJ,"ŞCOALA PRIMARĂ I-IV SÎRBI",451,"POIANA MARE",73736,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:09",1452,1434,1,13,4,796,779,0,13,4,705,91,1600,804,14,81,345,241,3,3,1,6,10,1,0
17,DOLJ,"ŞCOALA PRIMARĂ IZVORUL RECE – STRUCTURĂ A ŞCOLII GIMNAZIALE ”DECEBAL” (FOSTĂ NR.12)",173,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:36:07",676,670,0,6,0,292,286,0,6,0,276,16,700,408,8,16,86,102,24,8,3,22,3,3,1
