precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANTA ELECTORALA PSD+ALDE DOLJ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
17,DOLJ,"ȘCOALA. PRIMARĂ LEORDOASA",240,ARGETOAIA,70744,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 19:04:02",400,385,1,12,2,246,232,0,12,2,235,11,500,254,5,5,171,47,0,1,0,1,2,0,3
17,DOLJ,"ŞCOALA PRIMARĂ(LOCAL VECHI)",432,PERIŞOR,73594,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:49:27",1260,1072,0,134,54,935,747,0,134,54,861,74,1300,365,29,94,352,334,10,1,0,18,17,6,0
17,DOLJ,"SCOALA PRIMARA PADEA",344,DRĂNIC,72221,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:36:44",674,621,0,28,25,483,430,0,28,25,441,42,700,217,11,12,286,114,9,1,2,1,4,1,0
17,DOLJ,"ȘCOALA. PRIMARĂ PIRIA",239,ARGETOAIA,70744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:25",304,287,0,14,3,200,183,0,14,3,171,29,400,200,6,3,71,81,1,1,1,1,5,0,1
17,DOLJ,"ȘCOALA PRIMARĂ PLOSCA",247,BISTREŢ,70897,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:25",737,720,0,17,0,429,412,0,17,0,368,61,800,371,82,9,39,226,2,1,0,0,8,1,0
17,DOLJ,"ŞCOALA PRIMARĂ PREAJBA",396,"MALU MARE",73068,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:02:19",1072,1023,3,45,1,666,620,0,45,1,603,63,1200,534,35,71,172,194,7,3,11,34,67,8,1
17,DOLJ,"ȘCOALA PRIMARĂ PRUNET",259,BRATOVOEŞTI,71199,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:47",516,482,0,34,0,361,327,0,34,0,332,29,600,239,18,3,42,246,5,1,3,5,5,1,3
17,DOLJ,"ŞCOALA PRIMARĂ ŞITOAIA",229,ALMĂJ,70566,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:31:14",523,508,2,11,2,365,352,0,11,2,323,42,700,335,15,15,118,121,11,2,1,35,4,0,1
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",237,ARGETOAIA,70744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:45",723,678,0,37,8,460,415,0,37,8,423,37,800,340,18,10,210,160,0,2,1,4,13,0,5
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",236,ARGETOAIA,70744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:48",1150,1111,2,28,9,669,631,1,28,9,618,51,1200,531,17,4,341,235,3,0,5,1,8,2,2
17,DOLJ,"ŞCOALA PROFESIONALĂ DANEŢI",323,DANEŢI,71956,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:42",1411,1356,1,54,0,795,740,1,54,0,715,80,1500,705,28,12,275,363,5,0,0,13,6,7,6
17,DOLJ,"ȘCOALA PROFESIONALĂ DANEŢI",322,DANEŢI,71956,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 19:11:26",1705,1642,0,63,0,988,925,0,63,0,874,114,1800,812,46,19,262,503,3,4,1,11,19,5,1
17,DOLJ,"ŞCOALA PUŢURI",287,CASTRANOVA,71572,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:33",1179,1082,0,68,29,786,689,0,68,29,716,70,1200,414,95,15,483,110,0,0,0,0,10,3,0
17,DOLJ,"ŞCOALA RĂCARII DE SUS",220,"ORAŞ FILIAŞI",70414,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:15",956,946,1,9,0,551,541,1,9,0,487,64,1100,549,44,16,52,337,2,4,1,17,7,6,1
17,DOLJ,"ŞCOALA RĂCHITA DE SUS",484,"SEACA DE PĂDURE",74135,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:48:40",158,133,0,12,13,104,79,0,12,13,92,12,200,96,2,0,3,85,0,0,0,0,2,0,0
17,DOLJ,"ŞCOALA ROBĂNEŞTII DE SUS",467,ROBĂNEŞTI,73923,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:11",525,509,3,11,2,329,316,0,11,2,297,32,600,271,9,17,48,198,6,3,0,7,3,6,0
17,DOLJ,"ŞCOALA SĂPATA",400,"MĂCEŞU DE JOS",72980,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:01",276,258,0,18,0,183,165,0,18,0,151,32,400,217,6,5,51,85,0,1,0,0,2,0,1
17,DOLJ,"ŞCOALA SEACA DE PĂDURE",482,"SEACA DE PĂDURE",74135,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:33:06",365,312,0,41,12,274,221,0,41,12,243,31,400,126,1,2,13,216,2,0,0,3,4,2,0
17,DOLJ,"SCOALA SÎRSCA",490,SOPOT,74242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:48",146,124,0,22,0,96,74,0,22,0,90,6,200,104,21,3,51,10,1,0,0,2,0,1,1
17,DOLJ,"ȘCOALA TOCENI",335,DOBREŞTI,72098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:00",508,476,1,9,22,336,305,0,9,22,273,63,600,264,65,9,48,136,3,2,1,2,3,2,2
17,DOLJ,"ŞCOALA VALEA LUNGULUI",269,BREASTA,71260,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:38",599,562,1,36,0,426,389,1,36,0,383,43,700,274,9,8,43,297,3,3,1,9,7,3,0
17,DOLJ,"SCOALA VECHE DRĂGOTEŞTI",339,DRĂGOTEŞTI,72150,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 19:18:07",395,343,0,39,13,283,231,0,39,13,246,37,400,117,55,12,70,101,2,0,0,2,4,0,0
17,DOLJ,"ŞCOALA VECHE SĂLCUŢA",476,SĂLCUŢA,74028,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:37:19",917,844,0,67,6,475,402,0,67,6,390,85,1000,525,61,87,109,107,11,0,0,0,15,0,0
17,DOLJ,"ŞCOALA VECHE TENCĂNĂU",477,SĂLCUŢA,74028,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:40:25",699,672,1,26,0,337,310,1,26,0,278,59,800,463,7,64,32,138,29,0,1,0,3,4,0
17,DOLJ,"ŞCOALA VELENI",483,"SEACA DE PĂDURE",74135,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:37:41",321,293,0,16,12,208,180,0,16,12,170,38,400,192,3,4,21,119,1,0,0,0,22,0,0
17,DOLJ,"SCOALA VIISOARA MOSNENI",508,TESLUI,74411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:39",445,432,0,13,0,274,261,0,13,0,232,42,500,226,53,6,30,116,4,1,0,3,17,0,2
17,DOLJ,"SEDIUL FOSTEI ŞCOLI GENERALE BODAIESTI",407,MELINEŞTI,73102,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:49",607,580,1,19,7,359,333,0,19,7,296,63,700,341,57,5,100,126,2,1,0,0,3,2,0
17,DOLJ,"SEDIUL FOSTEI ŞCOLI GENERALE NR 2 PIELEŞTI",435,PIELEŞTI,73629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:25",1568,1522,13,29,4,873,840,0,29,4,810,63,1600,727,54,183,172,214,23,7,1,130,9,10,7
17,DOLJ,"STRUCTURA SCOLII GIMNAZIALE NR. 1 DABULENI",203,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:06",1653,1627,0,19,7,900,874,0,19,7,817,83,1800,900,88,32,308,321,44,2,2,13,7,0,0
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",140,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:24",1228,1209,2,15,2,456,439,0,15,2,446,10,1300,844,31,13,127,145,27,5,2,86,5,3,2
17,DOLJ,"SUCURSALA REGIONALĂ CF CRAIOVA",141,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:00:52",1547,1531,3,11,2,552,539,0,11,2,544,8,1600,1048,30,12,166,183,42,3,2,92,5,5,4
17,DOLJ,"UNIVERSITATEA DE MEDICINA SI FARMACIE, (SEDIUL NOU)",48,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:41:44",1610,1592,3,15,0,580,565,0,15,0,569,11,1800,1220,16,13,169,191,52,9,2,100,10,5,2
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",33,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:25:56",1120,1062,11,14,33,416,373,0,14,29,404,12,1200,784,13,10,105,148,54,6,2,58,2,3,3
17,DOLJ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE, (SEDIUL VECHI)",34,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:42",1130,1117,2,11,0,443,432,0,11,0,427,16,1300,857,21,16,144,91,62,1,3,78,4,3,4
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",8,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:10:06",1729,1701,13,15,0,605,590,0,15,0,598,7,1800,1195,27,37,175,151,68,6,3,120,3,5,3
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",9,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:45:03",1023,983,26,14,0,408,394,0,14,0,394,14,1100,692,17,8,117,120,41,6,1,82,0,2,0
17,DOLJ,"UNIVERSITATEA DIN CRAIOVA",10,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:22:41",980,965,3,12,0,450,438,0,12,0,446,4,1224,774,21,14,162,104,48,7,2,80,2,4,2
