precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","""ALIANȚA PNL-USR CĂLĂRAȘI""-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",127,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:08",1116,1100,0,8,8,579,563,0,8,8,532,47,1200,621,14,207,291,2,7,2,6,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:35:28",1367,1357,0,8,2,762,752,0,8,2,704,58,1536,774,28,291,349,2,12,13,5,1,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:19",1298,1273,1,16,8,684,660,0,16,8,627,57,1400,716,28,223,355,1,10,4,6,0,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:01",1134,1120,0,8,6,590,576,0,8,6,547,43,1200,610,27,190,292,1,12,3,7,11,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",128,DRAGALINA,93487,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:00:31",1097,1084,1,5,7,584,572,0,5,7,546,38,1200,616,18,169,319,2,5,8,22,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 FRASINET",133,FRĂSINET,102838,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:38",887,854,0,27,6,629,596,0,27,6,578,51,941,312,28,231,291,8,6,9,3,1,1
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 FUNDENI",140,FUNDENI,103014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:32",1301,1260,0,39,2,840,799,0,39,2,775,65,1400,560,25,438,286,2,10,3,5,0,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1 GĂLBINAȘI",144,GĂLBINAŞI,179962,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:02:32",1316,1289,0,26,1,942,915,0,26,1,878,64,1358,416,44,679,124,3,2,11,3,12,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GOSTILELE",75,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:45",348,332,0,16,0,348,332,0,16,0,318,30,561,213,6,224,70,1,2,2,0,8,5
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GURBANESTI",149,GURBĂNEŞTI,103568,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:21:01",537,404,0,103,30,449,316,0,103,30,412,37,484,35,15,248,137,0,1,2,3,3,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA BISERICA)",224,UNIREA,94651,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:18",1178,1082,0,28,68,794,698,0,28,68,724,70,1193,399,69,356,261,0,17,11,3,1,6
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR 1 (LOCAL LANGA CAMINUL CULTURAL)",225,UNIREA,94651,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:37",1250,1176,0,32,42,848,774,0,32,42,780,60,1341,501,50,384,296,1,20,20,4,3,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR1 NICOLAE BALCESCU",81,"ALEXANDRU ODOBESCU",94125,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:12",1117,1012,0,64,41,808,703,0,64,41,755,53,1083,275,30,253,440,1,4,19,3,1,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU",186,PERIŞORU,94223,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:50:10",1854,1824,5,14,11,1146,1120,1,14,11,1093,53,2000,854,52,538,262,0,179,10,5,15,32
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU",187,PERIŞORU,94223,6,PROV,PRCNCT,CJ,CJ_SV,"2020-10-03 18:55:34",1822,1779,2,11,30,1031,990,0,11,30,940,90,2000,970,53,395,268,4,150,20,3,31,16
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 RADU-VODA",168,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:22",1010,939,0,57,14,721,650,0,57,14,649,72,1036,315,115,285,166,3,32,9,1,3,35
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 SPANTOV",206,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:18",824,801,1,6,16,486,464,0,6,16,444,42,850,364,14,132,257,4,13,4,2,16,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 VALEA ROSIE",175,MITRENI,100638,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:20",1807,1791,1,15,0,993,978,0,15,0,894,99,1970,977,52,396,365,9,29,31,6,0,6
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 ALEXANDRU ODOBESCU",82,"ALEXANDRU ODOBESCU",94125,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:36:49",996,905,1,35,55,694,604,0,35,55,649,37,975,283,17,190,412,1,18,4,3,2,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 BORCEA",90,BORCEA,92961,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:42:40",1745,1723,2,12,8,784,764,0,12,8,739,45,2000,1216,42,193,458,3,18,15,6,2,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 CONSTANTIN BRANCOVEANU",129,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:14",739,731,0,8,0,371,363,0,8,0,344,27,800,429,4,184,135,3,5,4,3,2,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",114,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:35:34",1119,1080,0,12,27,735,696,0,12,27,641,94,1189,454,33,291,285,2,14,8,6,1,1
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",118,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:00",446,435,0,10,1,295,284,0,10,1,267,28,480,185,10,157,89,0,9,1,0,0,1
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 MITRENI",174,MITRENI,100638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:44:26",1152,1139,0,13,0,727,714,0,13,0,672,55,1250,523,22,277,334,8,8,12,6,1,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA NR. 2 PERIŞORU",188,PERIŞORU,94223,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 16:45:38",611,601,0,7,3,388,378,0,7,3,359,29,615,227,56,160,45,0,72,7,8,3,8
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 STANCEA",208,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:34:14",1254,1236,0,14,4,726,708,0,14,4,672,54,1350,624,21,165,456,2,4,6,2,11,5
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 SULTANA",173,MÂNĂSTIREA,104181,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:32",787,770,0,15,2,495,478,0,15,2,449,46,845,350,44,176,186,3,12,8,3,14,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:12",1455,1429,1,18,7,706,681,0,18,7,664,42,1569,863,15,487,135,3,10,8,3,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 3 BORCEA",86,BORCEA,92961,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:51",1076,1056,1,14,5,449,430,0,14,5,417,32,1200,751,31,124,236,0,12,7,5,1,1
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NUCI",230,VASILAŢI,105829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:09",304,282,0,17,5,184,162,0,17,5,172,12,401,217,7,110,33,0,17,2,2,0,1
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ POPEȘTI",231,VASILAŢI,105829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:05",272,268,0,3,1,135,131,0,3,1,128,7,401,266,4,57,44,0,12,8,0,0,3
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”PROF.LUCIAN PAVEL” LOCAL NR.1",54,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:24",1176,1158,0,18,0,475,457,0,18,0,450,25,1300,825,54,133,172,24,41,7,7,2,10
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”PROF.LUCIAN PAVEL” LOCAL NR.2",55,"MUNICIPIUL OLTENIŢA",100610,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:15:55",1459,1442,3,13,1,617,603,0,13,1,588,29,1650,1033,43,224,223,24,49,4,4,7,10
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”PROF.LUCIAN PAVEL” LOCAL NR.3",62,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:58",1661,1645,0,12,4,632,616,0,12,4,591,41,1800,1168,71,199,240,20,38,8,3,2,10
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”SPIRU HARET”",58,"MUNICIPIUL OLTENIŢA",100610,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:26:22",1838,1824,0,12,2,716,702,0,12,2,686,30,2000,1284,75,253,269,17,37,13,7,2,13
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA T.VLADIMIRESCU",32,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:02",1252,1243,0,9,0,523,514,0,9,0,514,9,1413,890,51,198,173,2,45,11,7,25,2
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA T.VLADIMIRESCU",30,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:33",1447,1436,0,11,0,602,591,0,11,0,588,14,1586,984,55,230,201,5,44,16,6,20,11
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA T.VLADIMIRESCU",31,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:03:53",1258,1243,3,11,1,552,540,0,11,1,539,13,1371,819,35,237,179,2,40,12,9,14,11
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA T.VLADIMIRESCU",33,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:42",1391,1380,0,11,0,589,578,0,11,0,579,10,1522,933,52,247,172,4,59,18,10,13,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA VALEA ARGOVEI",226,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:39",1382,1294,0,48,40,864,780,0,48,36,761,103,1500,636,75,512,57,65,38,7,1,0,6
12,CĂLĂRAŞI,"SCOALA GIMNAZIĂ NR. 1 GĂLBINAȘI",143,GĂLBINAŞI,179962,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:25:31",1419,1389,0,29,1,1014,984,0,29,1,927,87,1600,586,29,713,160,0,9,4,2,0,10
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:17:11",779,749,0,30,0,426,396,0,30,0,401,25,800,374,21,341,30,1,1,5,0,0,2
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:16",700,689,0,6,5,404,393,0,6,5,372,32,769,365,8,175,115,2,6,61,2,0,3
12,CĂLĂRAŞI,"SCOALA PRIMARA MARIUTA",85,BELCIUGATELE,101083,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:06",427,400,0,26,1,277,250,0,26,1,249,28,500,223,13,110,118,1,1,3,0,0,3
12,CĂLĂRAŞI,"SCOALA PRIMARA NR. 1",160,JEGĂLIA,93815,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:54",1141,1108,0,5,28,641,608,0,5,28,586,55,1200,559,38,138,387,4,7,6,1,1,4
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CĂLĂRAŞI VECHI",111,"CUZA VODĂ",93281,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:00:48",564,556,0,6,2,334,326,0,6,2,317,17,800,466,33,122,93,25,12,11,1,0,20
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CEACU",109,"CUZA VODĂ",93281,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:11:06",1068,1044,2,12,10,673,651,0,12,10,599,74,1200,527,74,180,227,50,34,18,4,2,10
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 CLINCIU",209,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:15",881,877,0,4,0,558,554,0,4,0,528,30,1000,442,13,226,268,2,5,5,4,1,4
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.1 DÎLGA SAT",120,"DOR MĂRUNT",93370,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:47:17",647,604,0,29,14,457,414,0,29,14,425,32,661,204,28,242,137,2,5,2,2,3,4
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:39",601,578,0,23,0,345,322,0,23,0,316,29,449,104,61,111,35,3,13,10,1,0,82
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 LUPTATORI",134,FRĂSINET,102838,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:02:04",461,437,0,24,0,339,315,0,24,0,303,36,480,141,13,62,218,0,2,5,1,0,2
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 NEGOEŞTI",211,ŞOLDANU,105384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:03",826,787,0,3,36,545,506,0,3,36,488,57,835,290,15,296,157,3,4,5,3,2,3
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 PLEVNA",169,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:26",519,495,0,18,6,299,275,0,18,6,263,36,546,247,16,97,55,0,16,6,2,0,71
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 VĂRĂŞTI",122,DOROBANŢU,93441,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:43",786,758,0,11,17,491,463,0,11,17,427,64,800,309,10,121,260,1,27,3,0,0,5
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2",217,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:41",722,713,0,6,3,424,415,0,6,3,388,36,808,384,71,102,91,2,102,12,5,0,3
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",141,FUNDENI,103014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:33",1179,1118,0,60,1,717,656,0,60,1,664,53,1350,633,7,436,182,3,19,6,5,2,4
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",108,CURCANI,102419,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:50:10",1271,1244,0,26,1,839,812,0,26,1,781,58,1374,535,71,567,116,3,2,12,1,2,7
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:47",515,500,0,15,0,337,322,0,15,0,312,25,540,203,38,133,38,2,4,5,11,3,78
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:12",811,793,2,10,6,483,466,1,10,6,406,76,800,318,32,93,258,1,16,6,0,0,0
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:17",1248,1218,1,18,11,817,787,1,18,11,706,82,1366,578,38,403,221,10,15,6,4,3,6
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",138,FRUMUŞANI,102945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:01:50",596,523,0,68,5,407,334,0,68,5,374,33,600,193,59,140,102,6,31,28,3,1,4
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",49,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:09",995,983,0,12,0,416,404,0,12,0,395,21,1081,665,20,171,131,6,27,15,6,5,14
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",48,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:08",1011,999,1,11,0,429,418,0,11,0,411,18,1097,668,32,159,112,4,54,17,11,14,8
12,CĂLĂRAŞI,"SCOALA SAPUNARI",163,LEHLIU,93851,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:17",670,636,0,15,19,453,419,0,15,19,391,40,800,369,10,94,272,3,2,9,1,0,0
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:33",763,752,0,5,6,449,438,0,5,6,413,36,832,383,7,260,97,1,14,29,2,1,2
12,CĂLĂRAŞI,"SCOALA TONEA",181,MODELU,92587,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:33:04",1702,1687,0,7,8,792,777,0,7,8,679,113,1800,1008,36,207,382,1,23,15,6,8,1
12,CĂLĂRAŞI,"ŞCOALA VECHE",145,GRĂDIŞTEA,93664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:19",1809,1769,1,13,26,1120,1081,0,13,26,1059,61,1924,804,22,647,353,1,19,6,4,1,6
12,CĂLĂRAŞI,"ŞCOALA VECHE",146,GRĂDIŞTEA,93664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:04:13",1060,1024,0,13,23,667,631,0,13,23,613,54,1132,465,12,289,281,3,9,12,1,0,6
12,CĂLĂRAŞI,"ȘCOALA VLAD ȚEPEȘ",234,"VLAD ŢEPEŞ",94768,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:52",1105,1041,2,10,52,755,692,1,10,52,682,73,1200,445,29,357,262,5,10,6,2,5,6
12,CĂLĂRAŞI,"ŞC. PRIMARĂ NR.1",113,DICHISENI,93325,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:33:05",724,688,0,6,30,474,438,0,6,30,430,44,809,335,20,112,258,4,18,4,7,3,4
12,CĂLĂRAŞI,"SPAŢIU COMERCIAL CONSUMCOOP MȂNĂSTIREA",98,CHISELET,101822,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:02",629,607,1,1,20,363,342,0,1,20,339,24,689,326,13,117,185,5,9,4,4,1,1
