precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","""ALIANȚA PNL-USR CĂLĂRAȘI""-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
12,CĂLĂRAŞI,"CAMIN CULTURAL",162,LEHLIU,93851,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:57",1471,1384,0,37,50,1000,913,0,37,50,941,59,1411,411,21,325,554,4,7,19,3,1,7
12,CĂLĂRAŞI,"CĂMIN CULTURAL ȘTEFĂNEȘTI",154,ILEANA,103764,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:27",638,613,0,25,0,343,318,0,25,0,320,23,677,334,22,237,48,2,4,3,1,0,3
12,CĂLĂRAŞI,"CAMINUL CULTURAL",91,CĂSCIOARELE,101724,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:25:16",1458,1413,3,4,38,1041,997,2,4,38,950,91,1604,563,26,477,417,4,8,3,6,4,5
12,CĂLĂRAŞI,"CANTINA DE AJUTOR SOCIAL",53,"MUNICIPIUL OLTENIŢA",100610,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:35:54",1219,1209,0,9,1,544,534,0,9,1,517,27,1350,806,45,209,179,17,33,11,9,0,14
12,CĂLĂRAŞI,"CASA DE CULTURA",77,"ORAŞ LEHLIU-GARĂ",93888,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:32:35",1628,1590,1,35,2,949,912,0,35,2,889,60,1750,801,22,269,483,8,68,11,9,13,6
12,CĂLĂRAŞI,"COLEGIUL AGRICOL ”SANDU ALDEA” CALARASI",10,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:27:58",1205,1190,0,15,0,465,450,0,15,0,436,29,1314,849,39,190,132,6,28,16,3,12,10
12,CĂLĂRAŞI,"COLEGIUL AGRICOL ”SANDU ALDEA” CALARASI",12,"MUNICIPIUL CĂLĂRAŞI",92569,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:04:45",1036,1024,1,10,1,317,306,0,10,1,307,10,1131,814,29,141,90,0,25,8,4,6,4
12,CĂLĂRAŞI,"COLEGIUL AGRICOL ”SANDU ALDEA” CALARASI",11,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:38",1038,1023,6,9,0,447,438,0,9,0,435,12,1123,676,41,174,159,3,28,11,4,9,6
12,CĂLĂRAŞI,"COLEGIUL ECONOMIC SEDIU",51,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:03:04",1460,1442,3,14,1,660,645,0,14,1,639,21,1586,926,42,274,214,6,36,14,10,34,9
12,CĂLĂRAŞI,"COLEGIUL ECONOMIC SEDIUL B",43,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:21:13",1117,1099,2,15,1,456,440,0,15,1,442,14,1209,753,25,244,112,4,27,9,7,8,6
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ”BARBU ŞTIRBEI”",5,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:30",1137,1090,25,16,6,498,476,0,16,6,477,21,1204,706,28,203,153,3,45,10,6,24,5
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ”BARBU ŞTIRBEI”",6,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:03",1009,996,1,12,0,375,362,1,12,0,348,27,1092,717,15,139,120,0,34,11,6,16,7
12,CĂLĂRAŞI,"CONSILIUL LOCAL VILCELELE",233,VÂLCELELE,94731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:26",495,456,0,17,22,318,279,0,17,22,294,24,523,205,4,219,24,0,10,3,0,1,33
12,CĂLĂRAŞI,"CREŞA SĂPTĂMÂNALĂ CU 100 LOCURI",28,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:52",1430,1410,2,18,0,501,483,0,18,0,477,24,1561,1060,32,169,174,4,47,13,20,12,6
12,CĂLĂRAŞI,"CREŞA SĂPTĂMÂNALĂ CU 100 LOCURI",29,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:05",806,790,1,15,0,277,262,0,15,0,269,8,871,594,15,114,97,3,20,10,5,4,1
12,CĂLĂRAŞI,"FOSTA SCOALA PRIMARA ZIMBRU",223,ULMU,94606,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:59",122,96,0,26,0,92,66,0,26,0,91,1,113,21,3,23,60,0,2,1,2,0,0
12,CĂLĂRAŞI,"GRĂDINIŢA ALBĂ CA ZĂPADA",158,INDEPENDENŢA,93771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:53",647,639,1,5,2,374,367,0,5,2,343,31,750,376,4,213,105,1,11,3,6,0,0
12,CĂLĂRAŞI,"GRADINITA CU 4 GRUPE",200,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:49",1211,1159,0,32,20,876,824,0,32,20,778,98,1251,375,10,657,54,2,38,8,3,1,5
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR.NORMAL NR.4 CALARASI",8,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:04",1533,1518,2,13,0,570,557,0,13,0,517,53,1673,1103,16,240,167,3,37,23,11,10,10
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR.NORMAL NR.5 CALARASI",7,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:50:11",1403,1384,5,14,0,505,491,0,14,0,468,37,1518,1013,35,209,154,0,33,18,6,7,6
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL COTOFANCA",150,GURBĂNEŞTI,103568,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:55",351,300,0,41,10,294,243,0,41,10,275,19,309,15,5,227,36,0,0,1,1,0,5
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 CALARASI",23,"MUNICIPIUL CĂLĂRAŞI",92569,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:42:30",1700,1683,2,15,0,580,565,0,15,0,556,24,1854,1274,30,272,146,4,51,13,16,17,7
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR. 2 CRANGU",74,"ORAŞ FUNDULEA",103032,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:59:06",1357,1308,0,46,3,999,950,0,46,3,918,81,1433,434,43,550,277,6,15,9,6,9,3
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CUNEȘTI",147,GRĂDIŞTEA,93664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:26",713,693,0,12,8,464,444,0,12,8,424,40,769,305,16,224,158,1,10,9,1,1,4
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",207,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:35",703,688,1,5,9,432,418,0,5,9,400,32,761,329,12,132,235,9,1,2,1,7,1
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",132,"DRAGOŞ VODĂ",93539,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:38",195,170,0,12,13,127,102,0,12,13,122,5,200,73,6,106,9,0,0,1,0,0,0
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR. 3 BORCEA",87,BORCEA,92961,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:31:04",910,897,0,7,6,433,420,0,7,6,402,31,1000,567,51,93,236,1,7,8,2,2,2
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR. 3 CLATESTI",176,MITRENI,100638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:45",416,407,0,9,0,247,238,0,9,0,216,31,449,202,7,88,106,2,2,6,2,0,3
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3, COCONI",172,MÂNĂSTIREA,104181,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:00",671,653,0,15,3,394,376,0,15,3,358,36,720,326,11,238,84,1,9,6,1,5,3
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 GĂLĂŢUI",83,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:11",308,253,0,37,18,230,175,0,37,18,224,6,293,63,7,56,149,3,6,1,0,0,2
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 INFRĂȚIREA",117,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:51",290,267,0,12,11,215,192,0,12,11,197,18,297,82,2,117,76,0,0,0,2,0,0
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.3 LUPSANU",167,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:06",498,477,0,20,1,362,341,0,20,1,331,31,524,162,70,142,68,0,14,2,3,0,32
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.4 NUCETU",166,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:54",529,499,0,28,2,353,323,0,28,2,316,37,550,197,38,136,26,0,14,7,3,0,92
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",192,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:26",324,315,0,7,2,213,204,0,7,2,195,18,400,187,5,49,111,1,19,2,1,7,0
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",191,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:43",476,467,0,7,2,227,218,0,7,2,207,20,476,249,16,96,83,2,9,0,1,0,0
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL VALEA PRESNEI",151,GURBĂNEŞTI,103568,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:13",204,145,0,49,10,157,98,0,49,10,142,15,177,20,0,122,18,0,0,0,0,0,2
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VASILAȚI",229,VASILAŢI,105829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:41:46",1848,1718,0,82,48,1276,1146,0,82,48,1202,74,1735,459,22,659,193,3,280,35,2,2,6
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM PRELUNGIT",72,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:05",1460,1386,0,68,6,1012,938,0,68,6,959,53,1536,524,36,594,264,5,14,12,3,24,7
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR.9 VOINICEL",41,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:32",1085,1075,0,10,0,429,419,0,10,0,402,27,1199,770,38,161,129,1,35,20,1,8,9
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR.9 VOINICEL",40,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:36",1513,1497,2,10,4,625,611,0,10,4,581,44,1646,1021,38,239,192,9,40,32,10,7,14
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR. PREL.(MICRO6)",9,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:14",1370,1348,3,19,0,545,526,0,19,0,527,18,1491,946,35,233,166,4,36,17,17,12,7
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR.PREL.NR.1",22,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:10",1094,1080,0,14,0,484,470,0,14,0,467,17,1217,733,39,183,161,6,37,15,8,9,9
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR.PRELUNGIT NR.5 ARICEL CALARASI",42,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:32:35",801,787,1,13,0,336,323,0,13,0,323,11,873,539,21,140,114,3,17,6,4,14,4
12,CĂLĂRAŞI,"GRADINITA DE COPII",157,INDEPENDENŢA,93771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:20",446,439,0,5,2,283,276,0,5,2,263,20,500,217,4,143,88,0,7,20,1,0,0
12,CĂLĂRAŞI,"GRADINITA DE COPII",156,INDEPENDENŢA,93771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:22",1779,1738,0,25,16,1228,1187,0,25,16,1123,105,1860,632,54,525,497,2,20,20,3,0,2
12,CĂLĂRAŞI,"GRĂDINIȚA MIHAI VITEAZU",235,"VLAD ŢEPEŞ",94768,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:03:24",543,499,0,13,31,372,328,0,13,31,321,51,570,198,9,182,107,0,8,7,1,6,1
12,CĂLĂRAŞI,"GRADINITA NR.1 SARBI",101,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:38",1062,1045,0,11,6,697,680,0,11,6,646,51,1128,431,9,375,214,0,15,27,1,2,3
12,CĂLĂRAŞI,"GRADINITA NR.2",65,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:23",1598,1592,1,4,1,657,652,0,4,1,619,38,1750,1093,65,215,170,23,119,13,5,3,6
12,CĂLĂRAŞI,"GRADINITA NR.4",61,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:07",1700,1686,0,14,0,603,589,0,14,0,575,28,1850,1247,60,181,217,27,50,13,1,2,24
12,CĂLĂRAŞI,"GRĂDINIŢA NR.5 (INCINTA ŞCOALA GIMNAZIALĂ ”AL.D.GHICA”)",52,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:19",1902,1889,1,11,1,885,873,0,11,1,814,71,2100,1215,83,282,341,20,46,20,8,5,9
12,CĂLĂRAŞI,"LICEUL DANUBIUS CALARASI",27,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:55",1480,1468,0,12,0,432,420,0,12,0,382,50,1626,1194,23,229,78,2,21,16,3,3,7
12,CĂLĂRAŞI,"LICEUL DANUBIUS CALARASI",25,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:07:55",1543,1526,3,14,0,603,589,0,14,0,576,27,1681,1078,46,252,160,5,61,21,8,19,4
12,CĂLĂRAŞI,"LICEUL DANUBIUS CALARASI",26,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:41",1901,1882,1,15,3,644,626,0,15,3,602,42,2061,1417,27,257,212,5,36,33,10,14,8
12,CĂLĂRAŞI,"LICEUL DANUBIUS CALARASI",24,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:35",1615,1595,2,18,0,591,573,0,18,0,568,23,1765,1174,37,243,172,5,52,21,13,13,12
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC MATEI BASARAB",170,MÂNĂSTIREA,104181,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:58",1412,1391,1,12,8,835,815,0,12,8,777,58,1570,735,26,491,188,3,18,12,2,33,4
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC MATEI BASARAB",171,MÂNĂSTIREA,104181,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:20",1440,1416,0,7,17,865,841,0,7,17,808,57,1560,695,13,504,195,8,32,11,4,37,4
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1",71,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:47",957,919,1,37,0,642,605,0,37,0,599,43,1020,378,32,270,251,1,17,1,3,1,23
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1 BORCEA CLASELE I-IV SALA A",88,BORCEA,92961,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:20",1589,1563,0,16,10,760,734,0,16,10,685,75,1600,840,36,155,460,3,16,8,5,0,2
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1 BORCEA CLASELE I-IV SALA B",89,BORCEA,92961,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:43",1495,1473,0,12,10,711,689,0,12,10,645,66,1580,869,37,174,391,1,15,12,4,3,8
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO CALARASI",44,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:44:38",1248,1222,1,16,9,598,573,0,16,9,561,35,1343,747,23,337,135,3,32,18,7,3,3
12,CĂLĂRAŞI,"LICEUL TEORETIC ”NEAGOE BASARAB”",59,"MUNICIPIUL OLTENIŢA",100610,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:10:48",1830,1799,6,10,15,752,727,0,10,15,704,48,1990,1238,87,262,264,21,36,16,4,1,13
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",14,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:36",1408,1398,0,10,0,560,550,0,10,0,541,19,1540,980,41,225,192,7,32,9,9,25,1
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",13,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:09:00",1047,1035,0,11,1,436,424,0,11,1,424,12,1143,707,36,163,150,2,34,20,6,10,3
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",15,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:31",1282,1267,3,11,1,494,482,0,11,1,482,12,1398,904,30,220,164,6,28,15,7,7,5
12,CĂLĂRAŞI,"OBORUL DUMINICAL",50,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:08",604,590,0,14,0,280,266,0,14,0,259,21,655,375,3,186,39,2,10,11,4,2,2
12,CĂLĂRAŞI,"PRIMARIA MUNICIPIULUI OLTENITA",57,"MUNICIPIUL OLTENIŢA",100610,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:26",1837,1825,1,11,0,786,775,0,11,0,749,37,2000,1214,57,280,266,26,74,19,6,4,17
12,CĂLĂRAŞI,"PRIMARIA MUNICIPIULUI OLTENITA",56,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:42",1805,1769,0,10,26,818,782,0,10,26,777,41,1950,1132,60,303,282,43,59,10,6,4,10
12,CĂLĂRAŞI,"PRIMĂRIA PLĂTĂREŞTI",189,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:15",1086,1042,0,39,5,607,563,0,39,5,575,32,1200,593,30,195,335,0,8,0,0,7,0
12,CĂLĂRAŞI,PRIMARIE,76,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:29",1516,1484,0,24,8,935,903,0,24,8,875,60,1670,735,17,323,444,7,45,18,8,10,3
12,CĂLĂRAŞI,"PROPRIETATE PRIVATA",116,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:03",299,273,0,23,3,227,201,0,23,3,208,19,307,80,17,28,157,0,4,0,0,1,1
12,CĂLĂRAŞI,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",161,JEGĂLIA,93815,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:29:24",760,729,1,6,24,427,397,0,6,24,389,38,800,373,17,97,252,6,7,3,2,2,3
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",20,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:43",769,756,1,10,2,303,291,0,10,2,291,12,841,538,20,122,104,3,17,7,4,9,5
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",21,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:50",1455,1442,1,12,0,533,521,0,12,0,505,28,1616,1083,29,228,158,6,42,18,13,8,3
12,CĂLĂRAŞI,"SALA DE SPORT DE LA ŞC.12",35,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:30",1153,1136,0,17,0,455,438,0,17,0,439,16,1249,794,36,170,123,5,56,16,24,5,4
12,CĂLĂRAŞI,"SALA DE SPORT DE LA ŞC.12",34,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:07",1310,1292,2,16,0,496,480,0,16,0,479,17,1429,933,31,176,160,4,44,33,10,18,3
12,CĂLĂRAŞI,"ŞC. GIMNAZIALĂ NR.1 DICHISENI",112,DICHISENI,93325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:02",764,721,0,10,33,450,407,0,10,33,400,50,769,319,11,118,246,1,16,2,1,3,2
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:04",907,834,0,14,59,600,527,0,14,59,547,53,917,317,6,230,281,0,10,17,1,0,2
12,CĂLĂRAŞI,"SCOALA ARTARI",155,ILEANA,103764,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:50",518,497,0,21,0,363,342,0,21,0,344,19,546,183,57,254,20,0,4,3,3,0,3
12,CĂLĂRAŞI,"ŞCOALA BOGATA",148,GRĂDIŞTEA,93664,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:37:46",511,487,0,6,18,338,314,0,6,18,313,23,544,208,15,121,157,1,7,9,0,1,2
12,CĂLĂRAŞI,"SCOALA CLASELE 1-4 NR. 3",142,FUNDENI,103014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:24:48",1225,1198,0,23,4,776,749,0,23,4,720,56,1242,466,29,404,257,4,14,9,0,1,2
12,CĂLĂRAŞI,"ȘCOALA CONSTANTIN BRÂNCOVEANU, LOCALUL CU ETAJ",228,VASILAŢI,105829,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:01:05",995,939,0,38,18,604,548,0,38,18,572,32,1001,397,15,265,160,1,92,34,4,1,0
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:19",225,213,0,12,0,146,134,0,12,0,123,23,247,101,13,106,2,0,2,0,0,0,0
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",202,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:03",332,293,0,28,11,275,236,0,28,11,259,16,400,125,3,130,16,0,110,0,0,0,0
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:03",525,484,0,35,6,392,351,0,35,6,363,29,500,108,7,254,26,1,66,6,0,0,3
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",185,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:27",263,201,0,52,10,216,154,0,52,10,198,18,404,188,39,68,75,1,3,3,7,0,2
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:48",1007,938,0,38,31,639,570,0,38,31,577,62,1000,361,24,275,248,1,9,11,4,1,4
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV FAUREI",222,ULMU,94606,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:44",368,323,0,27,18,272,228,0,26,18,253,19,350,78,5,59,184,0,1,2,0,1,1
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:29",486,457,1,15,13,347,319,0,15,13,327,20,589,242,4,184,123,1,7,5,0,1,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV VALEA STANII",165,LUICA,104083,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:09",428,396,0,27,5,310,278,0,27,5,267,43,432,122,3,58,199,1,3,1,1,0,1
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII",184,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:27:20",1168,1019,0,119,30,888,739,0,119,30,816,72,932,44,28,271,489,1,19,4,2,0,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII LUICA",164,LUICA,104083,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:22",1293,1243,0,35,15,819,769,0,35,15,738,81,1400,581,25,411,234,43,7,13,0,0,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:34",1594,1580,0,13,1,750,736,0,13,1,626,123,1737,984,24,342,174,46,19,15,1,1,4
