precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA PNL USR PLUS-voturi","PARTIDUL PRAHOVA IN ACȚIUNE-voturi","ALIANȚA PENTRU PRAHOVA-voturi"
31,PRAHOVA,"CǍMIN FILIPEŞTII DE TÎRG (SALĂ ȘEDINȚĂ VIDEOCLUB)",416,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:33",1056,1038,2,10,6,559,543,0,10,6,497,62,1200,641,47,28,268,50,104
31,PRAHOVA,"CAMINUL CULTURAL",407,FÂNTÂNELE,133278,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:55",858,807,0,14,37,526,475,0,14,37,471,55,900,374,62,32,107,17,253
31,PRAHOVA,"CAMINUL CULTURAL",408,FÂNTÂNELE,133278,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:50",867,820,0,7,40,500,453,0,7,40,457,43,900,400,38,43,96,9,271
31,PRAHOVA,"CAMINUL CULTURAL",543,SĂLCIILE,135146,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:05:45",844,700,0,90,54,604,462,0,90,52,516,88,800,196,50,30,259,4,173
31,PRAHOVA,"CĂMINUL CULTURAL",461,LAPOŞ,133919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:22",930,908,0,22,0,611,589,0,22,0,503,108,1000,389,101,25,230,7,140
31,PRAHOVA,"CĂMINUL CULTURAL",460,JUGURENI,133866,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:19",469,394,1,36,38,342,268,0,36,38,312,30,400,58,12,15,84,3,198
31,PRAHOVA,"CĂMINUL CULTURAL ARICEȘTII RAHTIVANI, NR. 527A",297,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:27:54",1105,1079,0,8,18,694,668,0,8,18,613,81,1200,506,105,45,309,38,116
31,PRAHOVA,"CĂMINUL CULTURAL BOBOLIA",510,"POIANA CÂMPINA",131274,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:38:35",883,877,0,5,1,606,600,0,5,1,571,35,1000,394,29,45,418,15,64
31,PRAHOVA,"CAMINUL CULTURAL CALINESTI",425,FLOREŞTI,133330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:28:50",1107,1095,0,11,1,627,615,0,11,1,589,38,1200,573,54,59,215,18,243
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL POSEŞTII-PĂMÂNTENI",516,POSEŞTI,134648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:54",660,644,0,7,9,395,379,0,7,9,326,69,700,305,40,19,86,24,157
31,PRAHOVA,"CAMINUL CULTURAL FULGA DE JOS",427,FULGA,133394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:32:52",1202,1180,1,6,15,695,673,1,6,15,575,120,1300,605,85,34,103,30,323
31,PRAHOVA,"CAMINUL CULTURAL GAGENI",497,PĂULEŞTI,130847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:13",1122,1109,0,12,1,592,579,0,12,1,540,52,1200,608,45,26,270,31,168
31,PRAHOVA,"CĂMINUL CULTURAL ”GEO BOGZA”, SAT PLOIEȘTIORI, NR. 174 B",336,BLEJOI,130678,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:29:25",1906,1866,19,20,1,787,766,0,20,1,744,43,2000,1213,56,39,283,105,261
31,PRAHOVA,"CĂMINUL CULTURAL GORNET",437,GORNET,133562,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:02",971,955,0,4,12,689,673,0,4,12,618,71,1100,411,34,50,166,16,352
31,PRAHOVA,"CĂMINUL CULTURAL, NR. 212",443,"GURA VADULUI",133688,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:48",1137,1114,0,3,20,623,600,0,3,20,520,103,1200,577,38,37,238,83,124
31,PRAHOVA,"CAMINUL CULTURAL -SALA MARE PARTER,COM.BERCENI,SAT DIMBU,STR.PLOPULUI,NR.73 A,",328,BERCENI,130614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:13",393,384,0,9,0,206,197,0,9,0,201,5,400,194,16,13,120,4,48
31,PRAHOVA,"CĂMINUL CULTURAL STREJNICU",580,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:04",956,925,1,30,0,511,481,0,30,0,470,41,1000,489,26,28,305,31,80
31,PRAHOVA,"CĂMINUL CULTURAL TINOSU, LOCALITATEA TINOSU",592,TINOSU,135850,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:52",920,916,1,2,1,494,491,0,2,1,442,52,1000,506,27,57,194,53,111
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",42,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:03",1481,1477,0,3,1,483,479,0,3,1,466,17,1600,1094,28,30,265,37,106
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",41,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:51",1445,1438,0,7,0,435,428,0,7,0,423,12,1600,1165,21,22,242,29,109
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",43,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:09",1291,1284,1,6,0,480,474,0,6,0,460,20,1400,920,19,32,276,43,90
31,PRAHOVA,"CASA CORPULUI DIDACTIC",51,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:27",1117,1103,1,13,0,383,370,0,13,0,375,8,1200,817,26,23,216,32,78
31,PRAHOVA,"CASA CORPULUI DIDACTIC",52,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:03",864,851,1,11,1,322,310,0,11,1,314,8,900,578,15,18,157,31,93
31,PRAHOVA,"CASA DE CULTURĂ (FOAIER)",277,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:35",1123,1116,0,7,0,480,473,0,7,0,441,39,1200,720,29,29,87,68,228
31,PRAHOVA,"CASA DE CULTURĂ ”GEO BOGZA”- (HOL)",158,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:47",1360,1341,1,17,1,581,563,0,17,1,546,35,1500,919,96,40,208,81,121
31,PRAHOVA,"CASA DE CULTURA LILIESTI",193,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:32",1400,1368,1,10,21,695,664,0,10,21,633,62,1500,805,60,71,127,37,338
31,PRAHOVA,"CASA DE CULTURĂ ”MIHAI EMINESCU”",203,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:42",897,883,0,14,0,491,477,0,14,0,465,26,1000,509,55,15,224,18,153
31,PRAHOVA,"”CASA DE CULTURĂ” ORAȘUL URLAŢI",272,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:54",1490,1473,2,13,2,681,666,0,13,2,629,52,1600,919,44,50,318,14,203
31,PRAHOVA,"CASA DE CULTURĂ PLOPENI",246,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:25",1264,1248,2,9,5,632,618,0,9,5,604,28,1400,768,48,34,261,36,225
31,PRAHOVA,"CASA DE CULTURA RURALA",379,"COCORĂŞTII COLŢ",136241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:57",1400,1376,3,19,2,826,806,0,19,1,698,128,1500,674,73,35,155,183,252
31,PRAHOVA,"CASA DE CULTURĂ (SALA MICĂ)",276,"ORAŞ VĂLENII DE MUNTE",131817,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:48:15",1326,1314,4,6,2,590,582,0,6,2,535,55,1500,910,31,32,100,82,290
31,PRAHOVA,"CASA DE CULTURA TINTEA",196,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:07:06",1045,1031,0,9,5,522,508,0,9,5,477,45,1100,578,48,56,94,43,236
31,PRAHOVA,"CASA TINERETULUI (HOL MARE)",161,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:17",1045,1034,1,10,0,407,397,0,10,0,376,31,1100,693,80,27,101,35,133
31,PRAHOVA,"CASA TINERETULUI (HOL MIC)",167,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:13",1430,1418,4,8,0,554,546,0,8,0,533,21,1400,846,91,33,204,49,156
31,PRAHOVA,"CENTRUL CULTURAL ”ADRIAN PĂUNESCU”",242,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:31",1426,1414,2,10,0,655,645,0,10,0,585,70,1600,945,60,60,115,23,327
31,PRAHOVA,"CENTRUL CULTURAL ARH.TOMA T.SOCOLESCU PAULESTI",494,PĂULEŞTI,130847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:02",1433,1402,3,20,8,845,817,0,20,8,800,45,1600,755,53,82,424,56,185
31,PRAHOVA,"CENTRUL CULTURAL ”CARMEN SYLVA”",261,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:23",563,539,0,20,4,290,266,0,20,4,270,20,600,310,25,30,148,8,59
31,PRAHOVA,"CENTRUL CULTURAL ”NICOLAE IORGA” VĂLENII DE MUNTE (BIBLIOTECA ORĂȘENEASCĂ ”MIRON RADU PARASCHIVESCU”)",275,"ORAŞ VĂLENII DE MUNTE",131817,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:19:41",1022,1014,3,5,0,418,414,0,4,0,398,20,1100,682,35,22,71,70,200
31,PRAHOVA,"CENTRUL CULTURAL VÎLCĂNEŞTI",621,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:54",1386,1372,1,7,6,730,717,0,7,6,645,85,1500,770,72,91,310,9,163
31,PRAHOVA,"CENTRUL INTERNATIONAL DE CONFERINŢE CASINO",263,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:34",645,627,1,16,1,322,305,0,16,1,306,16,690,368,33,20,187,10,56
31,PRAHOVA,"CENTRUL SOCIAL FILANTROPIC ”SFINȚII APOSTOLI PETRU ȘI PAVEL” - PAROHIA SFINȚII APOSTOLI",44,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:23",1436,1425,0,11,0,449,438,0,11,0,419,30,1600,1151,26,27,224,30,112
31,PRAHOVA,"CLADIREA FOSTEI PRIMARII RANCEZI DIN SATUL NUCSOARA DE JOS",517,POSEŞTI,134648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:46",1252,1230,0,15,7,781,759,0,15,7,651,130,1400,619,58,43,91,11,448
31,PRAHOVA,"CLǍDIRE NOUǍ - FOST SEDIU C.A.P.",452,IORDĂCHEANU,133722,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:57:34",1084,1055,0,17,12,778,749,0,17,12,709,69,1096,318,119,57,235,27,271
31,PRAHOVA,"CLUB PLEASA",359,BUCOV,130785,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:20",1070,1056,6,8,0,457,448,1,8,0,423,34,1200,743,45,14,231,7,126
31,PRAHOVA,"CLUBUL COPIILOR",278,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:13",886,877,5,4,0,382,378,0,4,0,365,17,1000,618,23,22,90,53,177
31,PRAHOVA,"CLUBUL ELEVILOR",186,"ORAŞ BĂICOI",130981,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:30:52",1445,1438,2,5,0,763,757,1,5,0,676,86,1600,838,59,62,152,42,361
31,PRAHOVA,"CLUBUL ”MINERUL”",409,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:00",1016,1003,1,8,4,604,592,0,8,4,561,43,1100,496,62,72,189,22,216
31,PRAHOVA,"CLUBUL SPORTIV CARPAŢI - SALA DE SPORT",258,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:34",800,784,1,15,0,411,396,0,15,0,385,26,900,489,22,32,227,8,96
31,PRAHOVA,"CLUBUL SPORTIV ŞCOLAR",17,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:30",896,872,12,11,1,347,335,0,11,1,331,16,1000,653,21,30,204,12,64
31,PRAHOVA,"COLEGIUL AGRICOL GHEORGHE IONESCU SISESTI",608,"VALEA CĂLUGĂREASCĂ",135949,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:23:06",758,748,0,7,3,357,347,0,7,3,314,43,800,443,29,53,107,19,106
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",69,"MUNICIPIUL PLOIEŞTI",130534,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:02:29",823,812,2,8,1,315,306,0,8,1,303,12,900,583,17,23,193,19,51
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",68,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:27",926,913,3,10,0,334,324,0,10,0,318,16,1000,666,18,13,198,21,68
31,PRAHOVA,"COLEGIUL ION KALINDERU",218,"ORAŞ BUŞTENI",131210,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:03:05",920,903,2,14,1,480,465,0,14,1,431,49,1000,520,67,35,188,36,105
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.1",252,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:56",1432,1410,4,16,2,785,767,0,16,2,728,57,1500,715,49,53,460,22,144
31,PRAHOVA,"COLEGIUL ”MIHAIL CANTACUZINO” SALA AP.2",253,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:05",1040,1029,0,10,1,548,537,0,10,1,519,29,1100,552,60,49,277,14,119
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ALEXANDRU IOAN CUZA”",4,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:29",1065,1053,0,12,0,408,396,0,12,0,393,15,1200,792,26,16,243,34,74
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",10,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:18",1182,1161,9,12,0,391,379,0,12,0,383,8,1300,909,28,11,208,38,98
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",9,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:48",1487,1479,1,7,0,420,413,0,7,0,402,16,1600,1182,37,18,229,41,77
31,PRAHOVA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",16,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:40",701,683,7,11,0,253,242,0,11,0,242,11,700,447,26,13,148,15,40
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",147,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:13",974,965,0,9,0,320,311,0,9,0,307,13,1100,780,18,19,183,19,68
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",146,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:03",958,947,2,9,0,338,329,0,9,0,317,21,1100,762,14,17,180,34,72
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",145,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:30",888,881,1,6,0,282,276,0,6,0,265,17,1000,718,14,18,136,30,67
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",148,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:50",1328,1320,0,8,0,474,466,0,8,0,453,21,1500,1026,37,29,242,51,94
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",160,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:13",1274,1263,1,10,0,565,555,0,10,0,540,25,1400,835,89,22,242,41,146
31,PRAHOVA,"COLEGIUL NAŢIONAL”NICOLAE GRIGORESCU” - (SALA DE CLASA)",159,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:21",1149,1129,5,13,2,482,467,0,13,2,463,19,1200,718,74,21,193,31,144
31,PRAHOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ”REGINA MARIA” (FOST COLEGIUL NAȚIONAL ”JEAN MONNET”)”",53,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:02",1168,1148,13,7,0,463,455,1,7,0,451,12,1300,837,31,25,249,33,113
31,PRAHOVA,"COLEGIUL ”SPIRU HARET”(FOST LICEUL DE CONSTRUCTII MASINI)",72,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:13",990,914,4,11,61,351,279,0,11,61,325,26,1100,749,27,28,146,18,106
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI (CAMIN)",170,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:45",1616,1603,2,11,0,720,709,0,11,0,678,42,1800,1080,90,38,287,78,185
31,PRAHOVA,"COLEGIUL TEHNIC CONSTANTIN ISTRATI - SALA DE CLASA)",171,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:54",1599,1575,11,12,1,731,718,0,12,1,691,40,1700,969,137,40,292,50,172
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",169,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:06",1250,1234,2,13,1,1250,1234,2,13,1,544,23,1400,833,82,27,204,54,177
31,PRAHOVA,"COLEGIUL TEHNIC FORESTIER - (SALA DE SPORT)",168,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:47",1209,1198,0,10,1,536,525,0,10,1,498,38,1300,764,64,34,206,46,148
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",295,APOSTOLACHE,132011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:29",802,787,1,14,0,459,445,0,14,0,414,45,800,341,43,31,273,0,67
31,PRAHOVA,"CONSILIUL LOCAL APOSTOLACHE",294,APOSTOLACHE,132011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:22",898,870,0,28,0,565,537,0,28,0,488,77,1000,435,82,39,304,7,56
31,PRAHOVA,"COOPERATIVA DE CONSUM",400,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:38",343,340,0,3,0,206,203,0,3,0,185,21,400,194,48,8,41,3,85
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",83,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:16",1323,1314,0,9,0,520,511,0,9,0,498,22,1400,880,22,30,296,39,111
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",82,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:27",1336,1324,0,12,0,421,409,0,12,0,394,27,1500,1079,21,25,218,39,91
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",11,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:17",1212,1202,1,9,0,379,370,0,9,0,360,19,1300,921,16,24,191,29,100
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",12,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:06",1334,1312,1,9,12,495,473,1,9,12,478,17,1400,905,24,21,278,35,120
31,PRAHOVA,"DISPENSAR UMAN BĂNEŞTI",313,BĂNEŞTI,132315,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:20",1346,1294,1,24,27,738,686,1,24,27,664,74,1500,762,120,52,310,31,151
31,PRAHOVA,"FOSTA SCOALA CU CLS. I-IV GALMEIA",500,PLOPU,134390,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:04",206,197,1,7,1,151,142,1,7,1,148,3,200,49,8,6,109,1,24
31,PRAHOVA,"FOSTA SCOALA CU CLS. I-IV HARSA",501,PLOPU,134390,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:13",225,214,0,10,1,157,146,0,10,1,145,12,300,143,4,6,105,2,28
31,PRAHOVA,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV DIN SATUL TÂRLEŞTI",519,POSEŞTI,134648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:34",473,465,0,6,2,262,254,0,6,2,227,35,500,238,17,21,53,11,125
31,PRAHOVA,"FOSTA ŞCOALĂ SAT SFÂRLEANCA",406,DUMBRĂVEŞTI,131461,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:02:24",492,486,0,6,0,330,324,0,6,0,303,26,603,274,9,15,175,9,95
31,PRAHOVA,"FOSTUL SEDIU AL GRADINŢEI DE COPII DIN COLONIA BRAZI",345,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:59",337,330,0,7,0,174,167,0,7,0,164,10,400,226,19,8,64,29,44
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",539,RÂFOV,135020,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:34",300,282,1,16,1,171,154,0,16,1,158,13,304,133,17,7,48,3,83
31,PRAHOVA,"FOSTUL SEDIU AL ŞCOLII GIMNAZIALE DIN SATUL STEJARU",346,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:17",528,521,0,7,0,277,270,0,7,0,239,38,600,323,26,11,71,49,82
31,PRAHOVA,"GARA PLOIEŞTI TRIAJ",157,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:06",182,171,0,11,0,72,61,0,11,0,71,1,200,128,5,2,41,2,21
31,PRAHOVA,"GRADINITA BORDENII MARI",551,SCORŢENI,135164,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:06",1219,1181,0,11,27,732,694,0,11,27,655,77,1300,568,70,56,262,59,208
31,PRAHOVA,"GRĂDINIȚA „CASTELUL PITICILOR”",286,ADUNAŢI,131899,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:09",802,791,0,3,8,521,510,0,3,8,473,48,900,379,27,27,281,7,131
31,PRAHOVA,"GRADINITA CHIOJDEANCA",372,CHIOJDEANCA,132645,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:10",835,793,0,13,29,594,552,0,13,29,472,122,900,306,81,27,188,28,148
31,PRAHOVA,"GRĂDINIȚA COȘERELE",441,GORNET-CRICOV,133615,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:56",673,648,1,9,15,426,402,0,9,15,385,41,700,274,26,24,202,12,121
31,PRAHOVA,"GRADINITA COSLEGI",604,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:56",551,544,0,7,0,247,240,0,7,0,225,22,600,353,38,32,77,9,69
31,PRAHOVA,"GRĂDINIŢA CU PP SI PN ”FRAM - URSUL POLAR”",221,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:15",622,595,18,9,0,292,283,0,9,0,263,29,600,308,31,38,102,17,75
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",544,SÂNGERU,135244,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:37",1273,1267,0,5,1,718,712,0,5,1,596,122,1400,682,15,38,348,15,180
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",545,SÂNGERU,135244,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:15",686,672,0,9,5,396,382,0,9,5,343,53,700,304,18,25,74,4,222
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",547,SÂNGERU,135244,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:56",422,409,0,13,0,284,271,0,13,0,247,37,500,216,13,5,86,7,136
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",548,SÂNGERU,135244,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:39",571,545,1,16,9,343,318,0,16,9,299,44,600,257,21,21,93,0,164
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",387,CORNU,132805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:21",1376,1359,3,9,5,641,627,0,9,5,582,59,1500,859,67,29,145,10,331
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",388,CORNU,132805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:53",853,827,1,4,21,582,557,0,4,21,544,38,900,318,32,23,158,7,324
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL",566,ŞOIMARI,135501,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:17:28",567,560,2,4,1,326,320,1,4,1,283,43,600,273,27,9,150,2,95
