precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA PNL USR PLUS-voturi","PARTIDUL PRAHOVA IN ACȚIUNE-voturi","ALIANȚA PENTRU PRAHOVA-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BLEJOI, SAT BLEJOI, NR. 511",334,BLEJOI,130678,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:59",1572,1551,5,16,0,806,790,0,16,0,761,45,1700,894,35,63,189,145,329
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BUDA NR. 46 A",302,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:04",430,425,0,5,0,223,218,0,5,0,205,18,500,277,14,15,126,11,39
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL DRAGANEASA",524,"PROVIŢA DE JOS",134853,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:11",917,899,0,4,14,562,544,0,4,14,493,69,1000,438,35,17,114,11,316
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL FUNDENI",449,"GURA VITIOAREI",131835,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:57",507,496,0,10,1,328,317,0,10,1,275,53,500,172,13,23,159,8,72
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL GHIOȘEȘTI",232,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:39",1593,1577,0,12,4,961,945,0,12,4,873,88,1700,739,60,80,282,19,432
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL GURA BELIEI ”ALBINUŢA”",215,"ORAŞ BREAZA",131103,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:41:45",1107,1095,1,10,1,481,470,0,10,1,441,40,1200,719,52,34,232,26,97
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”JERCĂLĂI” ORAȘUL URLAȚI",273,"ORAŞ URLAŢI",131620,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:01",809,798,0,9,2,337,326,0,9,2,279,46,900,575,19,18,140,5,97
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL MALAMUC, NUMĂRUL 149C",430,GHERGHIŢA,133429,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:44",345,322,0,10,13,245,222,0,10,13,227,18,400,155,9,5,33,2,178
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NEDELEA NR. 47A",298,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:07",846,815,1,10,20,517,487,0,10,20,475,42,900,383,52,21,250,44,108
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",280,"ORAŞ VĂLENII DE MUNTE",131817,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:49",1422,1418,2,1,1,619,617,0,1,1,589,30,1600,981,58,36,145,80,270
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL, NR.1",200,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:08",1390,1383,0,4,3,725,718,0,4,3,613,112,1500,775,104,33,164,12,300
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",128,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:19",1314,1304,1,9,0,408,399,0,9,0,379,29,1400,992,29,22,212,25,91
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",129,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:03",918,907,0,11,0,251,240,0,11,0,232,19,1000,749,17,17,130,13,55
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",130,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:16:47",1066,1056,2,8,0,310,302,0,8,0,296,14,1200,889,19,14,183,17,63
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 VÎLCĂNEŞTI",622,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:29",747,741,0,2,4,388,382,0,2,4,359,29,800,412,19,106,131,7,96
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",476,MĂNECIU,134096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:25:08",1369,1354,0,10,5,734,719,0,10,5,671,63,1500,766,82,149,267,36,137
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",101,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:10",1408,1399,0,8,1,406,397,0,8,1,393,13,1500,1094,19,22,223,34,95
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",100,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:13",855,847,0,8,0,280,272,0,8,0,271,9,900,620,11,20,160,28,52
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",99,"MUNICIPIUL PLOIEŞTI",130534,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:56",854,850,1,3,0,278,275,0,3,0,266,12,900,622,16,15,175,18,42
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4",281,"ORAŞ VĂLENII DE MUNTE",131817,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:49:49",992,986,0,6,0,475,469,0,6,0,447,28,1100,625,37,26,67,59,258
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 (FOSTA GRADINITA DE COPII NR. 4)",46,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:46",834,814,6,10,4,307,293,0,10,4,296,11,900,593,21,20,166,20,69
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",89,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:41",1219,1210,0,9,0,398,389,0,9,0,385,13,1300,902,35,21,219,20,90
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",88,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:09",1082,1072,0,10,0,420,410,0,10,0,401,19,1100,680,26,27,241,32,75
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL ODAILE",532,"PUCHENII MARI",134942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:50",1310,1297,0,5,8,819,806,0,5,8,714,105,1500,681,83,48,322,22,239
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL OGRETIN",394,DRAJNA,132896,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:15",1060,1049,3,8,0,614,605,1,8,0,554,60,1100,486,46,13,404,12,79
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL PĂCUREŢI",491,PĂCUREŢI,134336,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:43",1057,1034,0,15,8,665,642,0,15,8,550,115,1100,435,107,56,57,25,305
31,PRAHOVA,"GRADINITA CU PROGRAM NORMALPIETROSANI",529,"PUCHENII MARI",134942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:10",950,942,0,8,0,462,454,0,8,0,426,36,1100,638,51,13,267,10,85
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PLOIEȘTIORI, SAT PLOIEȘTIORI, NR. 537",335,BLEJOI,130678,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:03",1116,1093,12,11,0,564,553,0,11,0,526,38,1200,636,37,39,112,101,237
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL PLOPU",498,PLOPU,134390,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:42",892,866,0,19,7,631,605,0,19,7,602,29,1000,369,24,24,414,9,131
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL PODUL LUNG",231,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:31",494,485,0,9,0,262,253,0,9,0,247,15,600,338,27,16,62,4,138
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PODU VADULUI",206,"ORAŞ BREAZA",131103,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:56",1348,1339,0,8,1,590,581,0,8,1,560,30,1500,910,48,61,272,35,144
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POIANA",230,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:36",875,865,0,10,0,500,490,0,10,0,453,47,1000,500,44,48,182,13,166
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POSADA",234,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:52",1141,1133,1,7,0,562,555,0,7,0,506,56,1199,637,30,33,221,15,207
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL POTIGRAFU, COMUNA GORGOTA",433,GORGOTA,133508,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:15",1046,1039,0,7,0,565,560,0,5,0,501,64,1200,635,36,27,343,9,86
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MARE PARTER,COM.BERCENI,SAT MOARA NOUA,STR.SCOLII,NR.106 C",330,BERCENI,130614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:28",910,902,0,8,0,426,418,0,8,0,381,45,1000,574,32,31,245,10,63
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MICA PARTER,COM.BERCENI,SAT BERCENI,STR.GRADINITEI NR. 358 A",326,BERCENI,130614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:43",766,760,0,3,3,385,379,0,3,3,345,40,800,415,20,20,252,9,44
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL,SALA MICA PARTER,COM.BERCENI,SAT CATUNU.STR.DEMOCRATIEI,NR.148 A",329,BERCENI,130614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:21",540,533,1,4,2,286,280,0,4,2,259,27,600,314,10,17,171,6,55
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SAT GORGOTA, COMUNA GORGOTA",432,GORGOTA,133508,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:06",1187,1181,0,6,0,697,691,0,6,0,630,67,1300,603,31,23,448,19,109
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL STREJNICU",578,"TÂRGŞORU VECHI",130892,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:15",1463,1442,2,17,2,759,740,0,17,2,655,104,1600,841,78,61,364,40,112
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SURANI",557,SURANI,135404,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:32",1458,1395,3,15,45,956,894,2,15,45,860,96,1600,644,45,42,577,15,181
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ȚÎNȚĂRENI, SAT ȚÎNȚĂRENI, NR. 232 E",337,BLEJOI,130678,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:49:05",1434,1407,4,16,7,667,644,0,16,7,618,49,1600,933,54,39,162,100,263
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL TÎRGȘORU NOU, NR. 175",301,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:52",948,933,1,14,0,519,505,0,14,0,482,37,1000,481,32,150,202,16,82
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL TÎRGŞORU VECHI",582,"TÂRGŞORU VECHI",130892,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:22",948,930,0,13,5,509,491,0,13,5,462,47,1000,491,31,41,237,16,137
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TUFENI",185,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:54",1242,1234,0,8,0,596,588,0,8,0,545,51,1400,804,46,59,116,36,288
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VALEA URLOI” ORAȘUL URLAȚI",274,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:17",879,863,1,15,0,444,429,0,15,0,400,44,1000,556,25,40,212,8,115
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL ZAMFIRA-SALA1",462,LIPĂNEŞTI,133964,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:37",702,668,0,19,15,461,427,0,19,15,409,52,800,339,14,23,191,21,160
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL ZAMFIRA-SALA 2",466,LIPĂNEŞTI,133964,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:56",739,729,0,2,8,482,472,0,2,8,434,48,800,318,25,22,214,19,154
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23",131,"MUNICIPIUL PLOIEŞTI",130534,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:56:37",1042,1030,0,12,0,330,318,0,12,0,320,10,1100,770,32,14,180,29,65
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28 (GRADINITA NR. 28)",19,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:39",978,961,3,14,0,352,338,0,14,0,332,20,1100,748,15,23,197,25,72
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",91,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:48",921,915,0,6,0,316,310,0,6,0,295,21,1000,684,13,20,167,26,69
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",90,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:01:55",1165,1154,0,11,0,360,349,0,11,0,335,23,1300,917,21,24,193,37,60
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",92,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:03",1414,1405,1,8,0,479,471,0,8,0,460,19,1500,1021,27,16,248,25,144
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",106,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:40",950,943,0,7,0,363,356,0,7,0,345,18,1100,737,20,19,213,26,67
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:38",897,887,0,10,0,278,268,0,10,0,266,11,1000,723,20,14,144,16,72
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:53",835,824,0,11,0,281,270,0,11,0,271,10,900,619,20,18,145,25,63
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:51",1136,1127,2,7,0,346,339,0,7,0,325,21,1300,954,28,18,166,26,87
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:27",1347,1338,1,8,0,409,401,0,8,0,389,20,1500,1091,22,22,218,41,86
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:42:42",1465,1457,0,8,0,444,436,0,8,0,424,20,1600,1156,28,29,233,39,95
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:58",1025,1019,0,6,0,315,309,0,6,0,295,20,1100,785,25,16,143,33,78
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ȘI PROGRAM NORMAL ”CASTELUL FERMECAT”",213,"ORAŞ BREAZA",131103,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:52",886,875,1,10,0,389,379,0,10,0,363,26,1000,611,40,39,158,22,104
31,PRAHOVA,"GRADINITA DE COPII",324,BĂTRÂNI,136278,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:30:00",784,747,0,18,19,522,485,0,18,19,438,84,800,278,26,18,186,5,203
31,PRAHOVA,"GRĂDINIŢA DE COPII",572,ŞTEFEŞTI,135618,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:36",628,620,0,1,7,386,378,0,1,7,342,42,700,315,76,16,58,16,176
31,PRAHOVA,"GRĂDINIŢA DE COPII CU PROGRAM PRELUNGIT ”CLOPOȚICA” ORAȘUL URLAȚI",268,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:08",1547,1533,1,12,1,750,737,0,12,1,706,44,1700,950,41,68,381,15,201
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN GÎRBEASCA",555,STARCHIOJD,135315,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:34",1179,1165,1,9,4,707,694,0,9,4,632,75,1300,593,39,21,243,31,298
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN SATUL STARCHIOJD",554,STARCHIOJD,135315,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:10",1347,1334,1,9,3,704,692,0,9,3,639,65,1400,696,78,27,241,36,257
31,PRAHOVA,"GRADINITA DE COPII FLORESTI",421,FLOREŞTI,133330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:16",1028,1008,1,12,7,661,642,0,12,7,617,44,1100,439,36,40,330,15,196
31,PRAHOVA,"GRADINITA DE COPII NR.1",331,BERTEA,132342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:20:19",1401,1386,0,4,11,783,768,0,4,11,686,97,1500,717,79,56,335,22,194
31,PRAHOVA,"GRADINITA DE COPII NR.2",332,BERTEA,132342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:39:14",1157,1151,0,3,3,653,647,0,3,3,578,75,1300,647,54,61,277,20,166
31,PRAHOVA,"GRADINITA DE COPII POPESTI",504,"PODENII NOI",134443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:34",484,459,0,24,1,323,298,0,24,1,271,52,500,177,27,10,117,4,113
31,PRAHOVA,"GRADINITA DE COPII SAT CARBUNARI",512,"POIENARII BURCHII",134559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:04",612,606,0,6,0,345,339,0,6,0,290,55,600,255,31,13,159,13,74
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:44",692,689,0,3,0,353,350,0,3,0,316,37,800,447,37,23,176,10,70
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:28:23",512,505,0,6,1,278,271,0,6,1,250,28,600,322,26,10,139,6,69
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",365,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:23:54",599,593,0,6,0,335,329,0,6,0,301,34,700,365,33,18,86,6,158
31,PRAHOVA,"GRADINITA DIRVARI",603,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:37",471,463,0,8,0,267,259,0,8,0,212,55,500,233,42,41,68,9,52
31,PRAHOVA,"GRĂDINIȚA DOBROTA",442,GORNET-CRICOV,133615,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:23",383,367,0,12,4,249,233,0,12,4,207,42,400,151,24,15,109,3,56
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:38",1028,1024,0,4,0,610,606,0,4,0,528,82,1200,590,161,23,150,8,186
31,PRAHOVA,"GRǍDINIȚA IORDǍCHEANU",450,IORDĂCHEANU,133722,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:14",1020,1000,1,13,6,648,628,1,13,6,584,64,1100,452,97,47,256,12,172
31,PRAHOVA,"GRADINITA LILIESTI",189,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:48",1044,1038,0,6,0,521,515,0,6,0,467,54,1200,679,42,48,88,38,251
31,PRAHOVA,"GRADINITA LILIESTI",190,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:46",1014,1007,0,6,1,500,493,0,6,1,446,54,1100,600,35,51,107,34,219
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:26:08",1081,1064,0,12,5,594,577,0,12,5,506,88,1200,606,69,41,298,10,88
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:01:31",1142,1130,0,6,6,652,640,0,6,6,600,52,1300,648,73,78,172,53,224
31,PRAHOVA,"GRĂDINIŢA NR.1 TEŞILA",613,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:46",1158,1150,0,8,0,491,483,0,8,0,441,50,1300,809,71,31,273,10,56
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:56",969,960,0,9,0,502,493,0,9,0,442,60,1100,598,63,43,216,9,111
31,PRAHOVA,"GRĂDINIŢA NR.2 TEŞILA",614,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:51",981,974,0,7,0,437,430,0,7,0,403,34,1100,663,41,20,275,10,57
31,PRAHOVA,"GRĂDINIȚA PLĂIȘANI",392,DRAJNA,132896,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:03",722,713,1,4,4,419,411,0,4,4,371,48,800,381,24,18,225,12,92
31,PRAHOVA,"GRADINITA RADILA",605,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:48",248,237,0,9,2,148,137,0,9,2,133,15,300,152,28,30,36,8,31
31,PRAHOVA,"GRĂDINŢA CU PROGRAM NORMAL IZVORU",526,"PROVIŢA DE SUS",134899,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:40",306,291,0,12,3,212,197,0,12,3,190,22,300,88,7,12,135,4,32
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",188,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:33",1088,1075,0,10,3,497,484,0,10,3,467,30,1200,703,59,39,135,20,214
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",187,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:51",1145,1137,1,7,0,502,494,1,7,0,455,47,1200,698,44,67,112,33,199
31,PRAHOVA,"IMOBIL PROPRIETATE ORAS SINAIA",257,"ORAŞ SINAIA",131540,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:43",930,916,1,8,5,486,473,0,8,5,457,14,1000,529,45,51,230,7,124
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:54",1153,1127,1,14,11,509,484,0,14,11,485,24,1200,691,43,25,195,29,193
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:39",1390,1357,3,16,14,725,695,0,16,14,672,53,1500,775,41,58,341,22,210
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:08",1462,1450,0,6,6,709,697,0,6,6,666,41,1600,893,50,40,340,38,198
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:07:20",997,979,0,3,15,468,452,0,3,13,464,4,1100,632,20,32,339,16,57
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:41",1546,1523,0,7,16,674,651,0,7,16,668,6,1600,926,36,27,504,0,101
