precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","BĂLĂUCĂ MARIA-CRISTINA-voturi"
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 23",24,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 15:48:24",1226,1211,2,13,0,362,349,0,13,0,335,27,1348,986,24,10,152,4,71,10,6,2,35,6,15
7,BOTOŞANI,"GRADINITA CURTESTI",216,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:41",1171,1159,4,5,3,552,541,3,5,3,529,23,1268,716,22,59,256,18,112,12,0,2,25,12,11
7,BOTOŞANI,"GRĂDINIŢA DE COPII",350,RIPICENI,38731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:08:41",1606,1583,0,8,15,465,442,0,8,15,419,46,1769,1304,24,122,74,3,176,9,2,1,5,2,1
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",382,TRUŞEŞTI,39328,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:23:24",1109,1065,0,5,39,545,516,0,5,24,522,23,1186,641,25,73,157,29,191,10,4,1,20,8,4
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",383,TRUŞEŞTI,39328,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:30:34",1109,1091,1,10,7,521,503,1,10,7,487,29,1214,693,26,72,158,25,162,14,5,0,15,4,6
7,BOTOŞANI,"GRĂDINIŢA DRISLEA",385,TRUŞEŞTI,39328,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:55",859,841,0,12,6,471,453,0,12,6,448,23,931,460,5,45,172,7,197,5,2,0,13,1,1
7,BOTOŞANI,"GRĂDINIŢA NR.2",115,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:04",1695,1686,0,8,1,586,577,0,8,1,554,32,1858,1272,27,18,197,15,236,4,6,4,33,4,10
7,BOTOŞANI,"GRĂDINIȚA NR. 2 VORNICENI",417,VORNICENI,39836,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:02",963,961,0,1,1,438,436,0,1,1,389,49,1060,622,4,13,160,4,180,9,0,0,11,7,1
7,BOTOŞANI,"GRADINITA NUMARUL 2 ICUSENI",425,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:35:56",244,231,0,11,2,116,103,0,11,2,108,8,260,144,1,5,59,3,32,1,0,0,2,1,4
7,BOTOŞANI,"GRĂDINIȚA *PRICHINDEL* COȘULA",197,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:20",1061,1050,0,11,0,474,463,0,11,0,408,66,1152,678,20,5,318,11,36,4,3,0,5,6,0
7,BOTOŞANI,"GRADINITA REDIU",346,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:22",437,427,0,10,0,227,217,0,10,0,209,18,469,242,5,4,155,0,37,4,0,0,0,4,0
7,BOTOŞANI,"GRADINITA SMARDAN",369,SUHARĂU,38982,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:27",609,605,0,4,0,264,260,0,4,0,230,34,558,294,13,8,75,3,101,5,1,1,18,4,1
7,BOTOŞANI,"IMOBIL APARȚINÂND DOMNULUI RIZAC SERGIU",406,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:25",568,532,1,30,5,373,338,0,30,5,353,20,623,250,42,4,170,4,116,8,2,0,4,1,2
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",31,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:16:14",806,791,0,10,5,245,230,0,10,5,228,17,878,633,15,9,73,2,61,9,4,5,29,9,12
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",32,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:05",841,830,1,8,2,242,232,0,8,2,231,11,921,679,17,10,80,7,66,3,0,2,16,8,22
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",30,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:13:17",1412,1402,2,8,0,438,430,0,8,0,419,19,2747,2309,24,22,152,16,120,16,5,5,24,11,24
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",2,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 16:05:18",1291,1274,3,14,0,469,454,1,14,0,440,14,1428,959,37,12,160,13,133,12,5,2,36,10,20
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",1,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:32",929,877,2,15,35,316,266,0,15,35,307,9,971,655,14,12,120,7,93,3,6,1,25,4,22
7,BOTOŞANI,"LICEUL DE ARTĂ ŞTEFAN LUCHIAN",85,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:05",1307,1291,3,11,2,450,437,0,11,2,433,17,1424,974,35,14,131,11,143,8,5,3,39,11,33
7,BOTOŞANI,"LICEUL”DIMITRIE CANTEMIR",112,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:29",1502,1493,0,9,0,586,577,0,9,0,554,32,1639,1053,22,22,152,11,270,6,6,6,47,3,9
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",70,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 17:51:45",1264,1255,1,8,0,378,370,0,8,0,367,11,1384,1006,40,15,125,12,118,6,3,2,25,7,14
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",71,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:09",1115,1109,1,5,0,349,344,0,5,0,333,16,1226,877,24,17,113,18,92,12,8,2,25,6,16
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",69,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:44",1269,1261,0,8,0,363,355,0,8,0,348,15,1395,1032,34,11,121,6,107,6,4,2,18,23,16
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",82,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:21:36",1294,1287,0,6,1,424,418,0,6,0,394,30,1419,995,26,29,106,7,140,20,9,2,32,5,18
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",83,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 16:23:35",1634,1589,2,10,33,460,417,0,10,33,439,19,1776,1316,36,21,173,6,135,6,2,8,25,9,18
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",84,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:41",1133,1124,3,6,0,363,357,0,6,0,353,9,1255,892,30,17,99,14,129,11,2,9,25,3,14
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",98,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:09",1244,1223,0,9,12,490,469,0,9,12,476,14,1351,861,26,34,269,3,98,7,3,2,19,7,8
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",97,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:49",1325,1313,1,11,0,489,478,0,11,0,477,12,1454,965,19,43,305,6,80,1,0,1,8,7,7
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA -CORP A",201,COŢUŞCA,36809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:55",1788,1784,1,3,0,645,641,1,3,0,591,54,1950,1305,62,114,149,3,215,5,5,4,27,5,2
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",127,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:35",1214,1189,0,11,14,528,503,0,11,14,498,30,1324,796,13,12,74,6,336,5,5,6,26,4,11
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",126,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:07",1023,1013,0,5,5,419,409,0,5,5,387,32,1123,704,9,8,71,2,255,4,4,1,21,2,10
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",77,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:33:22",1456,1439,2,15,0,384,369,0,15,0,368,16,1590,1206,24,15,131,10,99,5,4,5,45,6,24
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",79,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:10",1387,1373,1,13,0,405,392,0,13,0,388,17,1519,1114,37,23,118,13,110,6,11,2,25,12,31
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",78,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:15",1050,1039,2,8,1,329,320,0,8,1,319,10,1157,828,18,12,106,17,106,2,2,0,24,6,26
7,BOTOŞANI,"LICEUL TEHNOLOGIC PLOPENII MARI",394,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:57",799,797,0,2,0,320,318,0,2,0,299,21,878,558,31,46,83,1,120,2,2,1,4,2,7
7,BOTOŞANI,"LICEUL TEHNOLOGIC STEFAN CEL MARE VORONA",421,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:33",830,821,0,5,4,317,308,0,5,4,282,35,906,589,11,15,137,7,86,6,4,0,8,2,6
7,BOTOŞANI,"LICEUL TEORETIC „ANASTASIE BAȘOTĂ„ POMÂRLA - CLĂDIREA CU CLASELE I-IV",329,POMÂRLA,38544,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:24",979,904,1,12,62,616,542,0,12,62,572,44,1057,441,5,8,226,0,314,8,5,0,2,3,1
7,BOTOŞANI,"LICEUL TEORETIC DR. M. CIUCA SAVENI",131,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:40",1219,1197,1,7,14,534,513,0,7,14,499,35,1320,786,18,9,330,9,102,13,1,1,13,1,2
7,BOTOŞANI,"LICEUL TEORETIC DR. M.CIUCA SAVENI",132,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:53",928,885,1,7,35,453,410,1,7,35,444,9,980,527,29,9,302,5,79,5,1,0,7,5,2
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",11,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:53:35",1404,1390,0,13,1,416,402,0,13,1,405,11,1530,1114,25,15,153,16,109,2,4,6,38,10,27
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",10,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 16:23:48",1635,1620,4,11,0,514,503,0,11,0,481,22,1798,1284,17,27,170,11,139,5,9,6,47,15,35
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN”",141,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:11",963,945,0,8,10,475,457,0,8,10,440,35,1026,551,24,6,198,3,195,5,0,0,1,8,0
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN”",140,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:37",1265,1229,0,10,26,562,526,0,10,26,520,42,1363,801,19,15,201,4,235,3,4,1,7,30,1
7,BOTOŞANI,"LICEU TEHNOLOGIC TODIRENI, SALA P2, PARTER",378,TODIRENI,39266,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:01:47",1185,1154,0,4,27,588,557,0,4,27,524,64,1297,709,20,60,277,7,122,7,3,4,17,3,4
7,BOTOŞANI,"LOCAL CLUBUL PENSIONARILOR",65,"MUNICIPIUL BOTOŞANI",35731,5,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 17:51:50",1089,1061,14,14,0,358,344,0,14,0,324,34,1175,817,14,17,115,5,121,4,4,2,19,4,19
7,BOTOŞANI,PRIMARIA,229,DIMĂCHENI,39959,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:21",919,844,0,34,41,639,564,0,34,41,595,44,908,269,180,25,155,7,38,4,7,0,176,2,1
7,BOTOŞANI,"PRIMARIA CORLATENI",187,CORLĂTENI,36676,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:24",519,494,0,8,17,344,319,0,8,17,319,25,562,218,14,32,138,3,123,5,1,0,2,1,0
7,BOTOŞANI,"SALA POLIVALENTĂ DOROHOI",103,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:33",817,805,1,11,0,324,313,0,11,0,316,8,896,572,15,15,177,3,72,4,2,1,15,8,4
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII GEORGE HAZGAN",404,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:42",1924,1893,0,26,5,410,379,0,26,5,381,29,2046,1636,32,7,259,14,57,3,2,0,3,2,2
7,BOTOŞANI,"ȘC.CU CLASELE I-VIII GEORGE HAZGAN",403,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:41",1900,1883,1,14,2,279,263,0,14,2,261,18,1886,1607,32,1,170,5,44,2,2,1,1,2,1
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII IONĂŞENI",405,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:54",731,707,1,20,3,390,367,0,20,3,363,27,813,423,19,8,222,4,93,5,1,0,8,1,2
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII NR.1",402,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:00",694,675,0,16,3,397,378,0,16,3,380,17,773,376,38,7,181,9,117,12,5,0,7,4,0
7,BOTOŞANI,"SCOALA BALUSENI",158,BĂLUŞENI,36300,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:14:24",1192,1127,1,14,50,638,574,0,14,50,570,61,1233,595,128,13,294,19,86,7,5,1,5,5,7
7,BOTOŞANI,"SCOALA BALUSENII NOI",159,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:30",272,262,0,10,0,138,128,0,10,0,116,22,288,150,10,2,70,1,27,2,1,0,2,1,0
7,BOTOŞANI,"SCOALA BARANCA",215,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:53",508,496,0,7,5,281,269,0,7,5,242,39,539,258,107,18,47,6,58,1,1,1,0,2,1
7,BOTOŞANI,"ȘCOALA BARANCA",279,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:38",898,880,1,9,8,524,506,1,9,8,443,81,968,444,11,8,254,13,137,5,0,1,3,0,11
7,BOTOŞANI,"ȘCOALĂ BAȘEU",278,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:40",404,392,0,5,7,228,216,0,5,7,202,26,442,214,6,21,72,5,80,2,2,0,8,3,3
7,BOTOŞANI,"SCOALA BIVOLARI",231,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:22",146,135,0,10,1,85,74,0,10,1,80,5,144,59,3,9,44,2,13,0,3,0,6,0,0
7,BOTOŞANI,"ȘCOALA BRATENI",232,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:32",496,494,0,1,1,274,272,0,1,1,249,25,538,264,18,95,37,4,69,5,10,0,11,0,0
7,BOTOŞANI,"SCOALA BUZENI",160,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:53",554,530,0,4,20,347,323,0,4,20,323,24,602,255,11,8,70,1,221,3,2,0,3,1,3
7,BOTOŞANI,"SCOALA CALARASI",172,CĂLĂRAŞI,36499,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:12",906,892,1,3,10,532,519,0,3,10,475,57,998,466,62,31,83,3,273,10,3,0,4,6,0
7,BOTOŞANI,"SCOALA CALINESTI",111,"ORAŞ BUCECEA",36453,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:13",551,524,0,7,20,296,269,0,7,20,266,30,608,312,6,23,159,2,63,3,1,0,4,2,3
7,BOTOŞANI,"ȘCOALA CĂTĂMĂREȘTI",307,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:21",535,525,0,10,0,284,274,0,10,0,253,31,577,293,6,37,37,1,159,2,4,1,2,1,3
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",304,"MIHAI EMINESCU",38063,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:09:58",1504,1495,4,5,0,665,660,0,5,0,644,21,1638,973,27,137,91,34,268,7,8,7,28,18,19
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",305,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:33",1458,1455,0,2,1,630,627,0,2,1,599,31,1604,974,47,111,114,34,211,9,3,4,36,16,14
7,BOTOŞANI,"SCOALA CERVICEȘTI",303,"MIHAI EMINESCU",38063,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:51",714,708,0,5,1,424,418,0,5,1,396,28,783,359,4,108,66,7,189,3,6,1,3,0,9
7,BOTOŞANI,"SCOALA CISMANESTI",233,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:10",321,313,0,5,3,208,200,0,5,3,193,15,353,145,10,23,102,2,41,7,2,0,5,1,0
7,BOTOŞANI,"SCOALA CL I-IV MIHAILENI",308,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:26:54",1249,1180,0,34,35,665,596,0,34,35,614,51,1343,678,13,39,304,9,228,5,1,0,6,8,1
7,BOTOŞANI,"SCOALA CU CLASELE 1-4 ICHIMENI",157,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:08",111,96,0,11,4,68,53,0,11,4,63,5,112,44,2,4,27,0,29,0,1,0,0,0,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",333,PRĂJENI,38580,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:48",516,511,0,5,0,283,278,0,5,0,244,39,565,282,0,17,129,11,69,12,1,0,2,0,3
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",415,VLĂSINEŞTI,39792,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:56:06",335,321,0,8,6,223,210,0,8,5,199,23,357,134,28,0,93,1,70,1,2,1,0,1,2
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",414,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:03",832,791,0,18,23,523,482,0,18,23,480,43,897,374,17,4,312,3,126,9,2,0,3,2,2
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV BUDA",198,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:43",262,252,0,10,0,130,120,0,10,0,110,20,278,148,5,4,66,0,13,3,0,0,17,2,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV IUREŞTI",381,TODIRENI,39266,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:09:37",446,426,2,12,6,206,188,0,12,6,182,24,474,268,3,22,116,5,19,6,4,1,2,2,2
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV NR.2 TODIRENI",379,TODIRENI,39266,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:40",520,502,0,12,6,242,224,0,12,6,237,5,563,321,21,32,112,3,42,2,1,1,18,2,3
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV PĂDURENI",199,COŞULA,39975,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:19",468,462,1,5,0,233,227,1,5,0,211,22,509,276,9,3,132,11,38,9,2,0,5,2,0
7,BOTOŞANI,"SCOALA CU CLASELE I-IV PODRIGA",236,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:41",1911,1902,1,8,0,388,379,1,8,0,357,31,2037,1649,8,10,272,2,47,6,3,2,4,1,2
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV SALA I",332,PRĂJENI,38580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:28",994,987,0,7,0,549,542,0,7,0,487,62,1075,526,12,36,270,3,135,12,2,1,13,2,1
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SARATA",237,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:04",161,148,0,13,0,69,56,0,13,0,61,8,160,91,2,2,52,1,2,1,0,1,0,0,0
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV SĂRATA BASARAB",265,HĂNEŞTI,37618,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:12",328,318,0,3,7,204,194,0,3,7,194,10,360,156,1,3,52,2,128,3,1,0,3,1,0
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SCUTARI",317,MILEANCA,38321,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:49",243,230,0,12,1,160,147,0,12,1,142,18,252,92,8,12,69,3,42,3,3,0,1,0,1
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SELIŞTEA",318,MILEANCA,38321,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:50",335,323,0,12,0,180,168,0,12,0,156,24,353,173,6,5,100,10,30,2,2,0,1,0,0
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV ȘUPITCA",200,COŞULA,39975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:40",674,668,0,6,0,285,279,0,6,0,238,47,739,454,10,2,174,4,33,6,3,0,4,1,1
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN ICUSENI",426,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:54",822,818,0,1,3,277,273,0,1,3,254,23,901,624,14,16,113,4,92,4,2,0,7,1,1
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ARINI",389,TUDORA,39391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:53:13",1261,1225,0,15,21,622,586,0,15,21,562,60,1378,756,12,21,175,85,254,3,2,0,4,6,0
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII BREHUIESTI(CORPUL B)",411,VLĂDENI,39738,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:26",1380,1374,0,6,0,541,535,0,6,0,496,45,1510,969,32,67,219,36,75,13,9,2,29,10,4
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII CERNEŞTI",380,TODIRENI,39266,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:21:45",686,657,0,15,14,331,302,0,15,14,282,49,722,391,5,40,146,30,46,4,2,1,5,3,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII GHEORGHE BURAC",413,VLĂSINEŞTI,39792,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:09",1289,1224,1,9,55,695,634,0,9,52,607,88,1406,711,33,10,420,16,99,6,6,2,7,3,5
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII IONITA PANCUL VORONA",422,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:15",515,508,0,6,1,200,193,0,6,1,185,15,558,358,3,5,108,3,48,5,3,0,7,1,2
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII LUCA ARBORE VORONA MARE",423,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:16",1020,1000,2,5,13,432,414,0,5,13,390,42,1116,684,16,12,261,40,44,5,2,2,5,1,2
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII MANDRESTI",412,VLĂDENI,39738,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:48",1110,1102,0,8,0,466,458,0,8,0,436,30,1217,751,17,48,218,42,67,7,17,1,13,3,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII NICOLAE IORGA POIANA",427,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:31",991,981,1,3,6,349,340,0,3,6,319,30,1074,725,8,21,177,6,82,2,1,0,15,4,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII RALUCA IURASCU JOLDESTI",424,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:44",1058,1031,1,3,23,410,384,0,3,23,373,37,1140,730,6,25,178,8,134,7,2,0,9,4,0
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII VLADENI(CORP NOU)",410,VLĂDENI,39738,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:12",1486,1480,0,6,0,713,707,0,6,0,659,54,1628,915,50,207,266,15,70,11,13,3,12,8,4
7,BOTOŞANI,"SCOALA CU CL I-IV BALTA ARSA",196,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:03",350,344,0,6,0,218,212,0,6,0,191,27,385,167,2,2,154,4,18,5,3,0,1,0,2
