precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","BĂLĂUCĂ MARIA-CRISTINA-voturi"
7,BOTOŞANI,"BAZA SPORTIVĂ",400,VĂCULEŞTI,39612,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:33:31",788,750,0,8,30,493,455,0,8,30,447,45,841,348,31,75,204,7,110,3,5,1,7,2,2
7,BOTOŞANI,"BIBLIOTECA MUNICIPALĂ DOROHOI",88,"MUNICIPIUL DOROHOI",36006,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:42:51",1663,1651,1,11,0,683,672,0,11,0,650,33,1818,1135,19,70,358,8,125,9,5,1,26,18,11
7,BOTOŞANI,"CAMIN CULTURAL",287,LOZNA,39942,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:30:33",828,800,0,6,22,461,433,0,6,22,417,44,905,444,25,53,230,14,57,9,7,0,18,3,1
7,BOTOŞANI,"CAMIN CULTURAL",288,LOZNA,39942,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:15",725,705,0,10,10,378,358,0,10,10,342,36,796,418,8,57,196,9,41,13,3,0,12,2,1
7,BOTOŞANI,"CAMIN CULTURAL",361,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:08:28",1115,1104,0,6,5,575,564,0,6,5,543,32,1223,648,17,28,234,32,206,2,8,1,11,3,1
7,BOTOŞANI,"CAMIN CULTURAL",228,DIMĂCHENI,39959,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:07",202,192,1,8,1,137,127,1,8,1,124,13,208,71,29,1,30,2,11,1,1,0,46,1,2
7,BOTOŞANI,"CĂMIN CULTURAL",274,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:04",928,897,0,10,21,514,483,0,10,21,470,44,1008,494,5,18,183,3,230,5,1,0,11,9,5
7,BOTOŞANI,"CĂMIN CULTURAL",275,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:02:27",880,856,0,9,15,515,491,0,9,15,478,37,955,440,2,16,283,3,157,2,4,0,8,0,3
7,BOTOŞANI,"CĂMIN CULTURAL",387,TUDORA,39391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:25",1397,1348,1,18,30,742,694,0,18,30,676,66,1519,777,11,56,217,36,329,11,1,0,3,6,6
7,BOTOŞANI,"CĂMIN CULTURAL",203,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:15",337,318,0,19,0,184,165,0,19,0,162,22,346,162,7,11,54,3,82,1,0,0,0,3,1
7,BOTOŞANI,"CAMIN CULTURAL ALBESTI",145,ALBEŞTI,36131,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:57",940,923,0,11,6,515,498,0,11,6,476,39,1016,501,25,22,79,8,224,7,2,1,102,3,3
7,BOTOŞANI,"CĂMIN CULTURAL BRĂEŞTI",166,BRĂEŞTI,36373,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:56:13",1132,1106,0,5,21,725,699,0,5,21,657,67,1233,508,205,43,133,40,182,8,8,0,7,25,6
7,BOTOŞANI,"CAMIN CULTURAL CALARASI",171,CĂLĂRAŞI,36499,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:32",931,917,1,5,8,546,533,0,5,8,495,51,1031,485,64,37,86,2,276,7,12,0,6,5,0
7,BOTOŞANI,"CAMIN CULTURAL HANESTI",264,HĂNEŞTI,37618,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:42",1009,993,0,0,16,526,510,0,0,16,488,38,1108,582,16,51,86,1,314,2,4,0,10,2,2
7,BOTOŞANI,"CĂMIN CULTURAL IVANCĂUȚI",326,PĂLTINIŞ,38492,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:16:27",544,519,0,18,7,291,266,0,18,7,259,26,586,295,15,19,80,0,135,2,3,0,1,3,1
7,BOTOŞANI,CAMINCULTURALNICŞENI,321,NICŞENI,38456,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:54:23",744,729,0,4,11,415,400,0,4,11,379,36,815,400,60,26,135,10,114,7,4,3,6,12,2
7,BOTOŞANI,"CAMIN CULTURAL PALTINIS",324,PĂLTINIŞ,38492,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:34",1352,1293,0,46,13,501,442,0,46,13,464,37,1398,897,20,31,116,1,285,2,3,0,3,1,2
7,BOTOŞANI,"CĂMIN CULTURAL RĂCHIŢI",336,RĂCHIŢI,35839,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:50",1054,1046,2,6,0,588,581,1,6,0,556,32,1141,553,113,59,147,12,174,6,3,5,21,8,8
7,BOTOŞANI,"CAMIN CULTURAL RADAUTI-PRUT",340,RĂDĂUŢI-PRUT,38633,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:26:27",763,744,0,5,14,343,324,0,5,14,326,17,836,493,10,116,72,9,107,5,0,2,5,0,0
7,BOTOŞANI,"CAMIN CULTURAL RAUSENI",344,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:48",1056,1048,1,7,0,512,505,0,7,0,466,46,1156,644,25,19,296,11,94,5,2,0,8,3,3
7,BOTOŞANI,"CĂMIN CULTURAL ROŞIORI",338,RĂCHIŢI,35839,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:27:38",1190,1185,0,5,0,647,642,0,5,0,590,57,1305,658,46,94,135,7,277,10,1,0,8,9,3
7,BOTOŞANI,"CAMIN CULTURAL VANATORI",257,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:15",526,495,0,26,5,346,315,0,26,5,334,12,551,205,12,5,268,9,24,5,3,1,0,2,5
7,BOTOŞANI,"CĂMINUL CULTURAL",348,RIPICENI,38731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:48",1405,1390,0,9,6,209,194,0,9,6,198,11,1535,1326,4,45,79,0,58,7,0,1,3,1,0
7,BOTOŞANI,"CĂMINUL CULTURAL",349,RIPICENI,38731,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:31:14",1078,1068,1,3,6,287,278,0,3,6,263,24,1180,893,22,58,67,0,103,1,0,0,10,0,2
7,BOTOŞANI,"CĂMINUL CULTURAL",354,ROMÂNEŞTI,38848,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:28",1119,1086,0,7,26,693,660,0,7,26,629,64,1214,521,95,200,124,6,174,14,1,3,4,4,4
7,BOTOŞANI,"CAMINUL CULTURAL BIZNOASA",290,LUNCA,37912,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:37",564,546,0,6,12,340,322,0,6,12,287,53,615,275,19,24,135,8,77,19,2,1,0,2,0
7,BOTOŞANI,"CĂMINUL CULTURAL CONCEȘTI",178,CONCEŞTI,36532,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:35",1242,1220,0,1,21,621,599,0,1,21,540,81,1348,727,20,122,274,8,84,10,5,1,6,4,6
7,BOTOŞANI,"CAMINUL CULTURAL CORDARENI",184,CORDĂRENI,36649,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 12:26:50",768,723,2,18,25,518,474,1,18,25,472,46,823,305,18,22,349,0,72,4,1,0,6,0,0
7,BOTOŞANI,"CAMINUL CULTURAL CRISTINESTI",212,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:51",1211,1152,1,20,38,741,683,0,20,38,669,72,1303,562,142,60,130,3,312,6,2,0,9,4,1
7,BOTOŞANI,"CĂMINUL CULTURAL DÎNGENI",222,DÂNGENI,37057,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:45:50",794,740,0,37,17,405,351,0,37,17,385,20,814,409,91,40,53,4,179,6,2,2,2,5,1
7,BOTOŞANI,"CĂMINUL CULTURAL DIN SATUL DURNEȘTI",238,DURNEŞTI,37217,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:30",927,910,0,12,5,535,518,0,12,5,479,56,1007,472,11,7,222,6,205,16,0,2,3,5,2
7,BOTOŞANI,"CĂMINUL CULTURAL GHIRENI",202,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:46",549,542,0,7,0,256,249,0,7,0,228,28,595,339,6,106,45,6,59,2,2,0,1,0,1
7,BOTOŞANI,"CĂMINUL CULTURAL HULUB",223,DÂNGENI,37057,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:16",483,441,0,20,22,333,293,0,20,20,311,22,515,182,41,62,25,1,176,2,1,1,0,2,0
7,BOTOŞANI,"CAMINUL CULTURAL LUNCA",289,LUNCA,37912,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:04",715,694,1,8,12,382,362,0,8,12,335,46,768,386,42,26,151,1,91,11,1,2,3,1,6
7,BOTOŞANI,"CAMINUL CULTURAL MOVILENI",179,CONCEŞTI,36532,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:00",257,253,0,4,0,151,147,0,4,0,129,22,278,127,3,20,78,3,19,2,0,0,2,1,1
7,BOTOŞANI,"CAMINUL CULTURAL NEGRENI",377,ŞTIUBIENI,39220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:55",671,634,0,8,29,437,400,0,8,29,420,17,722,285,2,54,303,7,49,1,0,0,0,4,0
7,BOTOŞANI,"CĂMINUL CULTURAL ”PROF. IOAN COBÂLĂ ” DRĂGUȘENI",235,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:49",1872,1859,0,4,9,506,493,0,4,9,480,26,2029,1523,32,26,302,7,91,9,5,1,5,1,1
7,BOTOŞANI,"CAMINUL CULTURAL SANTA MARE",356,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:42",974,966,0,3,5,584,576,0,3,5,544,40,1073,489,15,109,200,4,194,14,1,0,6,1,0
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",343,RĂDĂUŢI-PRUT,38633,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:41:11",669,649,0,2,18,374,354,0,2,18,339,24,734,360,4,28,28,13,260,5,0,0,0,0,1
7,BOTOŞANI,"CAMINUL CULTURAL SAT MIORCANI",342,RĂDĂUŢI-PRUT,38633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:16",735,705,0,5,25,424,394,0,5,25,390,34,809,385,7,54,48,21,247,5,2,0,4,2,0
7,BOTOŞANI,"CAMINUL CULTURAL SAT REDIU",341,RĂDĂUŢI-PRUT,38633,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:38",742,715,0,6,21,412,385,0,6,21,373,39,780,368,28,76,83,4,159,9,6,1,4,2,1
7,BOTOŞANI,"CAMINUL CULTURAL ȘTIUBIENI",376,ŞTIUBIENI,39220,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:55:17",1478,1406,0,21,51,845,778,0,21,46,788,57,1595,750,14,56,418,11,278,1,2,2,5,0,1
7,BOTOŞANI,"CAMINUL CULTURAL STROIESTI",291,LUNCA,37912,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:01",673,666,0,3,4,378,371,0,3,4,348,30,741,363,39,13,151,6,118,12,1,1,4,1,2
7,BOTOŞANI,"CĂMINUL CULTURAL VIIŞOARA",407,VIIŞOARA,39658,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:17",702,662,0,16,24,474,434,0,16,24,425,49,757,283,29,69,145,17,106,11,26,4,5,9,4
7,BOTOŞANI,"CĂMINUL CULTURAL ZLĂTUNOAIA",292,LUNCA,37912,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:22:39",1301,1265,0,11,25,732,696,0,11,25,635,97,1417,685,30,26,211,14,321,17,2,0,6,7,1
7,BOTOŞANI,"CASA DE CULTURA ”NICOLAE SEVEREANU”",124,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:45",1156,1147,0,6,3,456,447,0,6,3,422,34,1269,813,12,24,65,6,240,4,5,15,30,3,18
7,BOTOŞANI,"CASA MUNICIPALĂ DE CULTURĂ DOROHOI",92,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:36",1165,1157,1,7,0,426,418,1,7,0,405,21,1280,854,20,38,195,7,89,7,7,3,16,10,13
7,BOTOŞANI,"CENTRUL CULTURAL BUCECEA",109,"ORAŞ BUCECEA",36453,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:53:11",1642,1623,0,9,10,792,773,0,9,10,759,33,1803,1011,23,89,353,16,227,19,3,1,9,8,11
7,BOTOŞANI,"CLĂDIRE ȘCOALĂ(GRĂDINIȚĂ) SATU NOU",106,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:48",726,717,0,9,0,294,285,0,9,0,272,21,799,505,10,39,136,4,52,3,3,2,11,7,5
7,BOTOŞANI,"CLĂDIRE ȘCOALĂ LOTURI ENESCU",107,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:11",355,346,0,8,1,172,163,0,8,1,159,13,388,216,3,26,57,1,52,3,5,0,4,2,6
7,BOTOŞANI,"COLEGIUL ECONOMIC „OCTAV ONICESCU”",56,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:45",997,988,0,9,0,295,286,0,9,0,286,9,1091,796,18,7,106,10,80,7,4,6,24,10,14
7,BOTOŞANI,"COLEGIUL ECONOMIC „OCTAV ONICESCU”",58,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:02:22",1474,1465,1,8,0,531,523,0,8,0,501,30,1572,1041,28,21,170,11,158,5,4,7,49,11,37
7,BOTOŞANI,"COLEGIUL ECONOMIC „OCTAV ONICESCU”",57,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:37",1144,1130,0,14,0,417,403,0,14,0,407,10,1249,832,26,16,120,12,136,7,5,1,43,9,32
7,BOTOŞANI,"COLEGIUL NAŢIONAL „A.T. LAURIAN”",64,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 17:22:15",1348,1322,1,24,1,370,345,0,24,1,359,11,1461,1091,27,13,135,3,112,10,6,5,18,15,15
7,BOTOŞANI,"COLEGIUL NAŢIONAL „A.T. LAURIAN”",63,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:09",1304,1263,27,14,0,436,422,0,14,0,417,19,1402,966,26,9,141,7,127,9,5,1,49,15,28
7,BOTOŞANI,"COLEGIUL NAȚIONAL ”GRIGORE GHICA” DOROHOI",86,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:34",1353,1340,1,11,1,512,499,1,11,1,495,17,1482,970,19,41,243,8,119,11,7,1,22,12,12
7,BOTOŞANI,"COLEGIUL NAȚIONAL”GRIGORE GHICA”DOROHOI",87,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:42",1091,1082,1,8,0,395,387,0,8,0,381,14,1192,797,22,25,191,9,90,6,4,1,12,9,12
7,BOTOŞANI,"COLEGIUL NAŢIONAL „MIHAI EMINESCU”",18,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:09",1094,1083,3,8,0,350,342,0,8,0,337,13,1197,847,16,20,145,6,89,11,2,1,23,5,19
7,BOTOŞANI,"COLEGIUL NAŢIONAL „MIHAI EMINESCU”",17,"MUNICIPIUL BOTOŞANI",35731,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:04:34",1344,1334,1,9,0,385,375,1,9,0,375,10,1471,1086,20,16,144,4,104,10,2,2,38,6,29
7,BOTOŞANI,"COLEGIUL NAŢIONAL „MIHAI EMINESCU”",19,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:47",1509,1499,1,9,0,480,471,0,9,0,464,16,1657,1177,35,20,167,17,129,8,0,0,38,15,35
7,BOTOŞANI,"COLEGIUL NAŢIONAL „MIHAI EMINESCU”",20,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:06:10",1162,1152,0,10,0,334,324,0,10,0,330,4,1277,943,18,8,125,12,110,9,2,2,23,12,9
7,BOTOŞANI,"COLEGIUL TEHNIC „GHEORGHE ASACHI”",26,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:52:38",978,967,1,10,0,287,277,0,10,0,280,7,1074,787,9,16,105,5,85,5,4,3,20,4,24
7,BOTOŞANI,"COLEGIUL TEHNIC „GHEORGHE ASACHI”",28,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:54",1126,1110,6,10,0,325,315,0,10,0,310,15,1231,906,10,22,121,9,94,8,0,4,17,9,16
7,BOTOŞANI,"COLEGIUL TEHNIC „GHEORGHE ASACHI”",27,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:00",1264,1251,2,11,0,333,322,0,11,0,315,18,1380,1047,12,19,91,9,108,17,8,5,29,6,11
7,BOTOŞANI,"COLEGIUL TEHNIC „GHEORGHE ASACHI”",29,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:13",832,818,2,12,0,298,286,0,12,0,287,11,904,606,13,18,106,13,77,7,4,6,15,8,20
7,BOTOŞANI,"COLEGIUL TEHNIC „GHEORGHE ASACHI”",25,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:44",699,686,0,11,2,199,186,0,11,2,196,3,765,566,12,10,69,4,57,4,5,1,22,5,7
7,BOTOŞANI,"FOSTA SCOALA MANOLEASA PRUT",300,MANOLEASA,37958,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:27",154,139,0,13,2,75,60,0,13,2,72,3,160,85,4,10,47,1,7,3,0,0,0,0,0
7,BOTOŞANI,"FOST MAGAZIN SĂTESC",137,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:45",245,230,0,8,7,124,109,0,8,7,120,4,255,131,2,0,102,1,8,2,1,0,2,1,1
7,BOTOŞANI,GRĂDINIȚA,276,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:52:29",1176,1143,0,5,28,663,630,0,5,28,593,70,1259,596,11,14,388,9,118,9,3,2,32,3,4
7,BOTOŞANI,"GRADINITA CARASA",188,CORLĂTENI,36676,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:12",430,411,0,11,8,261,242,0,11,8,225,36,464,203,5,11,106,2,100,1,0,0,0,0,0
7,BOTOŞANI,"GRADINITA CU 4 GRUPE IBANESTI",283,IBĂNEŞTI,37823,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:49",868,836,0,2,30,503,471,0,2,30,471,32,954,451,8,9,112,3,318,3,1,2,3,11,1
7,BOTOŞANI,"GRADINITA CU 4 GRUPE IBANESTI",282,IBĂNEŞTI,37823,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:34:29",794,770,1,0,23,476,452,1,0,23,435,41,871,395,12,6,78,2,304,8,1,0,2,18,4
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA DERSCA",227,DERSCA,37011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:10",1128,1071,0,5,52,646,589,0,5,52,599,47,1238,592,40,48,248,16,207,8,12,2,10,5,3
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL „FLOARE DE COLȚ”",3,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:07:04",1536,1527,1,7,1,469,461,0,7,1,450,19,1692,1223,37,20,145,17,125,9,3,5,49,8,32
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL „FLOARE DE COLȚ”",4,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:21",1383,1371,0,11,1,461,449,0,11,1,448,13,1485,1024,21,21,161,10,157,6,12,5,28,9,18
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 16",81,"MUNICIPIUL BOTOŞANI",35731,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 17:20:37",957,944,1,12,0,382,370,0,12,0,352,17,1044,662,17,19,116,6,141,7,4,1,16,9,16
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 BURLEȘTI",398,UNŢENI,39532,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:46",549,533,0,14,2,348,332,0,14,2,315,33,588,240,15,4,163,10,101,3,2,0,12,2,3
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 CRASNALEUCA",204,COŢUŞCA,36809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:50",473,462,0,11,0,233,222,0,11,0,218,15,507,274,7,9,98,1,90,5,1,0,5,1,1
7,BOTOŞANI,"GRADINITA CU PROGRAM NORMAL NR.2 HAVIRNA(CATUN BASEU)",260,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:57",694,670,0,11,13,357,333,0,11,13,329,28,733,376,20,18,132,38,101,3,3,0,7,7,0
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POMÂRLA, SAT POMÂRLA, COMUNA POMÂRLA",330,POMÂRLA,38544,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:35",875,826,0,11,38,594,545,0,11,38,546,48,951,357,9,9,215,2,297,7,0,0,1,6,0
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 BĂBICENI",241,DURNEŞTI,37217,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:49",589,575,1,9,4,312,299,0,9,4,274,38,639,327,1,2,72,6,185,6,2,0,0,0,0
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 NICHITENI",206,COŢUŞCA,36809,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:06:29",751,746,0,5,0,374,369,0,5,0,350,24,824,450,19,126,79,0,112,4,0,2,6,1,1
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6 BOSCOTENI",246,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:23",521,513,0,8,0,245,237,0,8,0,203,42,568,323,9,45,21,2,120,0,2,0,2,2,0
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8",80,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:42:43",1587,1570,3,14,0,481,467,0,14,0,444,37,1735,1254,23,32,152,16,146,12,8,3,21,10,21
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” ALBA CA ZĂPADA” DOROHOI",101,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:11",1098,1086,1,11,0,376,365,0,11,0,365,11,1207,831,22,30,215,2,61,1,2,1,11,16,4
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM PRELUNGIT”ALBA CA ZĂPADA” DOROHOI",102,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:33",1397,1387,0,10,0,526,516,0,10,0,507,19,1541,1015,15,27,325,2,86,7,2,2,18,9,14
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 19",8,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:23",1104,1093,1,10,0,318,308,0,10,0,312,6,1207,889,26,16,114,10,92,6,2,1,21,11,13
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 19",7,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:38:48",978,970,1,7,0,329,322,0,7,0,319,10,1071,742,25,14,89,2,130,7,4,5,24,7,12
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 20",59,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:18:11",1381,1370,0,11,0,553,542,0,11,0,524,29,1547,994,33,23,160,13,197,10,4,6,30,13,35
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",42,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:49:54",988,979,0,9,0,261,252,0,9,0,254,6,1084,823,20,11,84,16,68,11,2,2,23,5,12
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",41,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:01",983,976,1,6,0,263,257,0,6,0,254,9,1078,815,11,8,81,13,87,6,0,4,22,6,16
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",40,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:02:20",863,855,0,8,0,315,307,0,8,0,306,9,947,632,19,16,96,15,111,8,5,3,8,2,23
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",39,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:40",1143,1136,0,7,0,280,273,0,7,0,263,17,1260,980,14,24,95,10,79,3,3,0,17,8,10
