precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALINȚA PARTIDUL NAȚIONAL LIBERAL-UNIUNEA SALVAȚI ROMÂNIA-PARTIDUL LIBERTATE UNITATE ȘI SOLIDARITATE (PNL-USR-PLUS)-voturi","PARTIDUL VERDE-voturi"
4,BACĂU,"ŞCOALA DUMBRAVA",400,ITEŞTI,26379,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:00",380,365,1,13,1,201,186,1,13,1,194,7,400,199,58,10,6,30,12,4,7,64,3
4,BACĂU,"ŞCOALA FILIPEŞTI",345,FILIPEŞTI,22576,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:15",824,792,5,26,1,492,462,3,26,1,405,57,800,338,169,69,13,12,5,4,10,118,5
4,BACĂU,"ŞCOALA GALBENI",346,FILIPEŞTI,22576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:17",724,703,0,10,11,352,331,0,10,11,315,37,800,448,143,50,5,6,10,1,7,91,2
4,BACĂU,"ŞCOALA GENERALĂ ANTOHEŞTI",403,"IZVORU BERHECIULUI",23127,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:47",317,305,0,9,3,189,177,0,9,3,172,17,350,161,44,13,81,2,8,2,1,21,0
4,BACĂU,"ŞCOALA GENERALĂ BOŞOTENI",264,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:04",352,343,0,3,6,180,171,0,3,6,170,10,400,220,138,3,7,3,2,1,0,16,0
4,BACĂU,"SCOALA GENERALA CETATUIA",589,STRUGARI,25629,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:08",229,214,0,8,7,140,125,0,8,7,123,17,241,101,55,18,0,3,2,0,1,44,0
4,BACĂU,"ŞCOALA GENERALĂ CU CASELE I-IV DRĂGEŞTI",324,DĂMIENEŞTI,22111,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:00",236,228,0,6,2,142,134,0,6,2,127,15,300,158,87,3,6,2,5,3,1,19,1
4,BACĂU,"ŞCOALA GENERALA CU CASELE I-IV SATUL LUNCA DOCHIEI",622,URECHEŞTI,26029,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:55",261,254,0,7,0,132,125,0,7,0,125,7,300,168,51,7,13,3,4,4,1,42,0
4,BACĂU,"SCOALA GENERALA CU CLASELE I-IV BERESTI",551,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:50",1134,1096,0,14,24,612,574,0,14,24,596,16,1300,688,385,22,17,7,11,15,1,137,1
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-IV DĂMIENEŞTI",322,DĂMIENEŞTI,22111,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:43",469,448,0,10,11,289,268,0,10,11,256,33,503,214,166,8,11,5,8,4,3,41,10
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV FĂGETUL DE SUS",362,GHIMEŞ-FĂGET,22718,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:21",215,206,0,9,0,112,103,0,9,0,88,24,299,187,33,7,7,2,2,2,4,29,2
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV RĂCHITIŞ",364,GHIMEŞ-FĂGET,22718,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:25",198,189,0,7,2,132,123,0,7,2,115,17,197,65,47,10,17,0,8,3,0,29,1
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV SATUL SATU NOU",623,URECHEŞTI,26029,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:34",268,262,0,6,0,141,135,0,6,0,126,15,300,159,54,7,19,3,3,4,3,31,2
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV SEACA",337,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:01:06",389,376,1,7,5,220,208,0,7,5,197,23,400,180,133,6,4,4,10,2,1,35,2
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV ŞTEFAN VODĂ",336,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:33",880,856,0,6,18,464,440,0,6,18,439,25,900,436,356,18,12,5,17,3,3,25,0
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-IV STUFU",560,SĂNDULENI,25148,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:46",296,293,0,3,0,143,140,0,3,0,125,18,315,172,69,8,7,2,0,2,2,34,1
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII APA-ASĂU",245,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:08",664,657,0,2,5,386,379,0,2,5,344,42,700,314,162,22,15,32,18,14,17,62,2
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII APA-ASĂU",246,ASĂU,21123,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:03",596,584,0,7,5,310,298,0,7,5,263,47,596,286,134,10,13,24,11,9,11,48,3
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII ASAU",240,ASĂU,21123,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:33:28",874,862,0,3,9,407,395,0,3,9,369,38,1000,593,152,23,14,41,15,5,7,111,1
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII ASAU",241,ASĂU,21123,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:39:31",913,907,0,2,4,450,444,0,2,4,414,36,1000,550,162,22,13,44,24,11,16,120,2
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII BOLOVĂNIŞ",363,GHIMEŞ-FĂGET,22718,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:21",740,730,0,10,0,382,372,0,10,0,345,37,800,418,163,31,34,1,25,9,4,74,4
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII CĂLUGĂRENI",323,DĂMIENEŞTI,22111,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:26",796,782,0,2,12,456,442,0,2,12,365,91,800,344,104,23,74,11,9,12,1,129,2
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII COMAN",559,SĂNDULENI,25148,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:56",1091,1086,1,4,0,420,416,0,4,0,379,41,1204,784,270,17,11,1,7,5,2,63,3
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII CUCUIETI",333,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:05",897,870,0,6,21,499,472,0,6,21,479,20,1000,501,379,20,7,7,12,5,5,42,2
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII CUCUIETI",334,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:23",1040,1016,0,4,20,565,541,0,4,20,534,31,1200,635,420,23,13,7,22,3,1,40,5
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII DUMBRAVA",376,"GURA VĂII",20607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:05",982,976,0,6,0,512,506,0,6,0,437,75,1000,488,130,16,13,196,12,5,2,60,3
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII GHIMEŞ",361,GHIMEŞ-FĂGET,22718,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:34",880,870,1,9,0,529,519,1,9,0,434,95,901,372,164,83,24,13,26,14,17,75,18
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII HĂGHIAC",331,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:02",1226,1204,0,4,18,667,645,0,4,18,603,46,1400,751,460,26,6,4,28,7,7,64,1
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",367,GIOSENI,26346,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:01",1090,1089,0,1,0,407,406,0,1,0,337,70,1200,793,143,16,3,23,6,3,3,139,1
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",365,GIOSENI,26346,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:58",931,928,1,2,0,390,388,0,2,0,334,56,1000,610,136,19,5,23,11,7,2,130,1
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",366,GIOSENI,26346,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:12",1183,1183,0,0,0,503,503,0,0,0,430,73,1318,815,151,10,6,31,15,4,1,212,0
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII LARGA",335,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:24",1059,1030,0,5,24,638,609,0,5,24,600,38,1100,462,503,23,7,1,12,6,4,42,2
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII TĂRHĂUŞI",360,GHIMEŞ-FĂGET,22718,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:51",660,655,0,5,0,381,376,0,5,0,309,72,700,319,123,33,14,9,19,8,5,93,5
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII VERŞEŞTI",558,SĂNDULENI,25148,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:14",671,664,0,5,2,369,362,0,5,2,334,35,716,347,274,10,5,4,3,3,1,34,0
4,BACĂU,"ŞCOALA GENERALĂ ENĂCHEŞTI",265,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:50",627,609,0,5,13,262,244,0,5,13,243,19,647,385,174,18,9,7,4,3,1,27,0
4,BACĂU,"ŞCOALA GENERALĂ GOIOASA",237,AGĂŞ,21007,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:59",681,673,0,8,0,267,259,0,8,0,236,31,800,533,105,14,6,48,5,4,2,51,1
4,BACĂU,"ŞCOALA GENERALA GRIGORE TĂBĂCARU HEMEIUŞ",385,HEMEIUŞ,20313,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:21",897,889,0,8,0,458,450,0,8,0,423,35,1000,542,116,24,28,50,9,4,15,168,9
4,BACĂU,"SCOALA GENERALA ION SIMIONESCU, LILIECI",386,HEMEIUŞ,20313,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:28:24",1518,1508,6,4,0,617,613,0,4,0,561,56,1607,990,166,42,31,43,23,8,18,223,7
4,BACĂU,"ŞCOALA GENERALA ION SIMIONESCU LILIECI",387,HEMEIUŞ,20313,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:34",1248,1244,1,3,0,543,540,0,3,0,506,36,1400,858,148,20,27,37,11,5,14,237,7
4,BACĂU,"SCOALA GENERALA NR. 1",223,"ORAŞ TÂRGU OCNA",20965,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:06:07",1387,1369,2,13,3,601,584,1,13,3,560,39,1552,953,118,30,67,78,19,15,55,161,17
4,BACĂU,"ŞCOALA GENERALA NR.1 EMIL BRĂIESCU MĂGURA",432,MĂGURA,20411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:09",1400,1372,2,25,1,753,727,0,25,1,698,55,1500,747,228,52,77,67,17,15,13,225,4
4,BACĂU,"SCOALA GENERALA NR. 2",226,"ORAŞ TÂRGU OCNA",20965,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:03",1509,1474,2,18,15,629,596,0,18,15,588,41,1600,971,129,41,67,56,24,14,35,191,31
4,BACĂU,"ŞCOALA GENERALA.NR.2 MĂNĂSTIREA CAŞIN",436,"MĂNĂSTIREA CAŞIN",23449,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:09",1655,1646,0,3,6,813,804,0,3,6,695,118,1800,987,234,65,29,0,10,14,4,334,5
4,BACĂU,"SCOALA GENERALA NR. 3",227,"ORAŞ TÂRGU OCNA",20965,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:05:22",1058,1041,0,11,6,492,475,0,11,6,447,45,1200,708,128,28,40,51,18,6,47,112,17
4,BACĂU,"ȘCOALA GENERALĂ NR. 3 PODU TURCULUI",519,"PODU TURCULUI",24524,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:52",531,524,0,7,0,304,297,0,7,0,285,19,600,296,165,7,28,9,4,31,8,32,1
4,BACĂU,"SCOALA GENERALA NR. 3-SALA DE SPORT",231,"ORAŞ TÂRGU OCNA",20965,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:19:22",908,896,1,6,5,441,430,0,6,5,404,26,1000,570,135,18,39,26,14,7,34,119,12
4,BACĂU,"SCOALA GENERALA NR. 4",228,"ORAŞ TÂRGU OCNA",20965,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:24",1182,1155,0,21,6,601,574,0,21,6,548,53,1300,699,141,36,43,76,30,14,35,158,15
4,BACĂU,"SCOALA GENERALA NR. 5",229,"ORAŞ TÂRGU OCNA",20965,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:29",796,780,1,9,6,378,362,1,9,6,345,33,802,424,144,21,25,27,14,7,24,78,5
4,BACĂU,"SCOALA GENERALA NR. 6",230,"ORAŞ TÂRGU OCNA",20965,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:50",984,974,0,9,1,461,451,0,9,1,421,40,1005,544,149,20,31,60,21,4,24,103,9
4,BACĂU,"ŞCOALA GENERALĂ OBÎRŞIA",404,"IZVORU BERHECIULUI",23127,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:53:08",322,312,0,7,3,194,184,0,7,3,175,19,350,156,46,14,57,4,3,6,3,41,1
4,BACĂU,"ŞCOALA GENERALĂ PRELUCI",236,AGĂŞ,21007,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:01:06",975,966,0,9,0,427,418,0,9,0,391,36,1049,622,203,36,12,18,20,5,2,91,4
4,BACĂU,"ŞCOALA GENERALĂ PRISACA",266,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:50",428,421,1,4,2,211,205,0,4,2,200,11,450,239,146,3,5,5,5,4,0,32,0
4,BACĂU,"ŞCOALA GENERALĂ ROMÂNEŞTI",267,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:16",365,344,0,4,17,240,219,0,4,17,220,20,400,160,161,4,1,6,2,5,1,38,2
4,BACĂU,"SCOALA GENERALA SATUL BOGDANA",591,"ŞTEFAN CEL MARE",20670,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:33",482,471,1,5,5,285,275,0,5,5,273,12,588,303,204,11,10,5,6,2,2,32,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL FULGERIŞ",498,PÂNCEŞTI,24187,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:04",427,418,0,7,2,179,170,0,7,2,144,35,500,321,75,9,5,3,5,3,2,41,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL PETREŞTI",496,PÂNCEŞTI,24187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:41",665,640,1,18,6,350,326,0,18,6,283,67,700,350,127,69,10,5,8,3,1,59,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL PETRICICA",588,STRUGARI,25629,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:39",582,570,0,4,8,302,290,0,4,8,273,29,600,298,178,18,3,35,3,4,3,28,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL RĂCHITIŞ",587,STRUGARI,25629,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:40",345,340,1,4,0,227,223,0,4,0,213,14,400,173,170,5,11,2,0,2,0,22,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL SÎRBI",522,"PODU TURCULUI",24524,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:54",369,362,0,7,0,209,202,0,7,0,194,15,400,191,114,4,29,13,2,4,5,20,3
4,BACĂU,"ŞCOALA GENERALĂ SATUL SOCI",497,PÂNCEŞTI,24187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:14",638,619,0,12,7,324,305,0,12,7,284,40,700,376,184,26,6,5,8,3,2,48,2
4,BACĂU,"ŞCOALA GENERALĂ SATUL STRUGARI",586,STRUGARI,25629,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:30:02",825,801,1,3,20,462,438,1,3,20,416,46,900,438,237,34,15,8,7,11,4,97,3
4,BACĂU,"ŞCOALA GENERALĂ SULŢA",234,AGĂŞ,21007,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:12:59",813,808,2,3,0,376,373,0,3,0,348,28,900,524,161,30,12,20,19,17,3,81,5
4,BACĂU,"ŞCOALA GENERALĂ TESCANI",268,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:57",622,609,0,4,9,314,301,0,4,9,308,6,700,386,235,14,9,13,3,2,2,28,2
4,BACĂU,"ŞCOALA GENERALĂ TURLUIANU",269,BEREŞTI-TAZLĂU,21338,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:14",1078,1062,1,2,13,466,451,0,2,13,426,40,1200,734,327,11,30,3,6,5,2,42,0
4,BACĂU,"ŞCOALA GEORGE ENESCU",132,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:47",1580,1571,3,6,0,533,527,0,6,0,454,79,1800,1267,131,69,52,23,24,9,12,121,13
4,BACĂU,"ŞCOALA GEORGE ENESCU",133,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:07",1290,1278,2,10,0,465,455,0,10,0,382,83,1400,935,139,41,31,14,23,10,7,108,9
4,BACĂU,"ŞCOALA GEORGE ENESCU",134,"MUNICIPIUL MOINEŞTI",20876,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:29",1209,1198,1,10,0,416,406,0,10,0,399,17,1300,884,111,56,35,21,8,5,5,153,5
4,BACĂU,"ŞCOALA GHILĂVEŞTI",632,VULTURENI,26118,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:47",239,231,0,8,0,171,163,0,8,0,146,25,300,129,94,2,0,5,16,2,2,25,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ ALBELE",256,BÂRSĂNEŞTI,21454,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:15",528,528,0,0,0,213,213,0,0,0,193,20,612,399,113,8,16,5,14,1,1,33,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",99,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:08",1722,1712,2,7,1,393,385,0,7,1,373,20,1902,1509,110,13,13,40,10,4,78,86,19
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",101,"MUNICIPIUL BACĂU",20297,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:51:15",1318,1305,2,11,0,397,386,0,11,0,391,6,1400,1003,76,26,21,44,23,8,61,120,12
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”ALECU RUSSO”",100,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:06",1674,1667,1,6,0,428,422,0,6,0,391,37,1791,1363,119,20,27,48,26,6,60,79,6
4,BACĂU,"SCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",45,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:52",1276,1258,10,7,1,452,443,1,7,1,426,26,1400,948,101,22,26,33,19,3,22,188,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",24,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:01",1218,1202,2,14,0,436,422,0,14,0,424,12,1290,854,113,16,29,33,13,2,22,188,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ BOGDĂNEŞTI",281,BOGDĂNEŞTI,21560,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:08",908,901,0,4,3,405,398,0,4,3,358,47,1000,595,152,18,11,77,15,4,4,74,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ BOGDĂNEŞTI",282,BOGDĂNEŞTI,21560,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:04:23",852,846,0,6,0,409,403,0,6,0,362,47,900,491,161,26,18,66,8,4,2,74,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ BRĂTEŞTI",257,BÂRSĂNEŞTI,21454,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:39",885,881,1,0,3,410,407,0,0,3,349,61,1012,602,149,64,18,5,33,3,0,71,6
4,BACĂU,"ŞCOALA GIMNAZIALĂ BRĂTILA 2",379,HELEGIU,22898,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:06",312,300,0,12,0,312,300,0,12,0,282,30,730,418,79,11,116,20,6,0,0,46,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ BUCIUMI",287,BUCIUMI,26338,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:25",1168,1161,2,5,0,589,584,0,5,0,538,51,1267,678,414,31,18,6,9,5,4,49,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ BUHUȘI",190,"ORAŞ BUHUŞI",20778,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:57",1343,1336,0,6,1,439,432,0,6,1,354,85,1500,1061,164,23,22,54,6,9,11,64,1
4,BACĂU,"SCOALA GIMNAZIALA CAIUTI",296,CĂIUŢI,21757,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:42:12",1329,1321,0,6,2,627,619,0,6,2,535,92,1398,771,296,56,24,57,15,9,5,71,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ CARACLĂU",258,BÂRSĂNEŞTI,21454,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:31",917,916,0,1,0,407,406,0,1,0,363,44,1012,605,225,15,26,12,17,4,2,62,0
4,BACĂU,"ŞCOALA GIMNAZIALĂ COLONEŞTI",309,COLONEŞTI,21891,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:49",1122,1122,0,0,0,500,500,0,0,0,445,55,1200,700,323,18,34,3,7,3,30,27,0
4,BACĂU,"SCOALA GIMNAZIALA, COMUNA OITUZ",466,OITUZ,23797,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:00",535,528,4,3,0,220,217,0,3,0,200,20,600,380,58,14,9,3,3,6,1,103,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ CONSTANTIN MUŞAT SATUL NICOREŞTI",502,PÂRGĂREŞTI,24276,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:34:04",833,831,0,2,0,313,311,0,2,0,274,39,908,595,83,8,71,4,10,4,2,88,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",117,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:14",1371,1356,4,11,0,484,473,0,11,0,475,9,1500,1016,113,27,35,44,11,7,24,193,21
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",118,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:06",1557,1544,7,6,0,592,586,0,6,0,566,26,1700,1108,123,21,34,68,29,8,40,227,16
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”COSTANTIN PLATON”",116,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:16",1421,1417,4,0,0,492,491,1,0,0,483,9,1600,1108,97,24,33,49,19,8,34,210,9
4,BACĂU,"SCOALA GIMNAZIALA CU CLASELE I - VIII",312,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:00",594,585,0,8,1,316,307,0,8,1,283,33,645,329,187,24,13,13,3,13,0,29,1
4,BACĂU,"SCOALA GIMNAZIALA DELENI",381,HELEGIU,22898,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:10",1352,1348,0,3,1,616,612,0,3,1,530,79,1502,890,160,25,105,38,15,9,2,174,2
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",61,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:19",1576,1570,1,5,0,628,623,0,5,0,598,30,1700,1072,125,31,34,99,25,22,47,194,21
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",60,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:45",1338,1328,0,10,0,434,424,0,10,0,399,35,1500,1066,123,24,28,46,29,13,34,80,22
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",59,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:31",1423,1414,0,9,0,445,436,0,9,0,414,31,1600,1155,102,22,21,45,20,6,33,144,21
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",58,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:24",1239,1229,0,10,0,395,385,0,10,0,378,17,1300,905,93,25,28,50,17,6,29,118,12
4,BACĂU,"ŞCOALA GIMNAZIALĂ ”DOMNIȚA MARIA”",57,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:59",1530,1522,2,6,0,525,519,0,6,0,479,46,1668,1143,116,22,20,42,27,10,74,144,24
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”DR.ALEXANDRU ŞAFRAN”",62,"MUNICIPIUL BACĂU",20297,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:10:11",1916,1907,0,9,0,372,363,0,9,0,356,16,2100,1728,95,22,7,44,15,6,36,103,28
