precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALINȚA PARTIDUL NAȚIONAL LIBERAL-UNIUNEA SALVAȚI ROMÂNIA-PARTIDUL LIBERTATE UNITATE ȘI SOLIDARITATE (PNL-USR-PLUS)-voturi","PARTIDUL VERDE-voturi"
4,BACĂU,"ȘCOALA CU CLASELE I-IV BOGATA",332,DOFTEANA,22380,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:56",715,704,0,4,7,348,337,0,4,7,325,23,800,452,233,16,13,6,7,2,1,45,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV BRAD",262,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:28",146,140,1,4,1,92,87,0,4,1,84,8,143,51,38,7,4,9,1,2,3,18,2
4,BACĂU,"SCOALA CU CLASELE I-IV BUDA",274,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:53",455,450,0,5,0,233,228,0,5,0,204,29,500,267,150,4,10,7,8,5,2,18,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV CĂUIA",326,"DEALU MORII",22237,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:10",533,484,0,11,38,332,283,0,11,38,297,35,600,268,207,25,3,1,4,0,1,55,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV CIOBĂNUŞ",244,ASĂU,21123,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:06:59",466,457,0,8,1,240,231,0,8,1,219,21,500,260,100,14,17,22,7,4,8,41,6
4,BACĂU,"ŞCOALA CU CLASELE I-IV CLIMEŞTI",261,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:01:41",254,246,0,8,0,144,136,0,8,0,122,22,292,148,60,2,7,10,5,2,1,35,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTENI",292,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:59",620,613,0,7,0,308,301,0,7,0,275,33,708,400,119,11,15,19,12,10,39,48,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTUMBA",233,AGĂŞ,21007,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:17",1118,1106,0,12,0,500,488,0,12,0,462,38,1200,700,203,61,13,47,24,9,8,90,7
4,BACĂU,"SCOALA CU CLASELE I-IV DĂRMĂNEASCA",219,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:49",717,706,0,7,4,314,303,0,7,4,276,38,800,486,81,49,8,4,10,5,4,111,4
4,BACĂU,"ŞCOALA CU CLASELE I-IV FRUNTEŞTI",344,FILIPENI,22488,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:18",383,332,0,42,9,278,227,0,42,9,246,32,400,122,166,11,10,10,0,1,0,48,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV LUNCA ASĂU",242,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:23:26",642,637,1,4,0,336,331,1,4,0,282,54,700,364,130,12,10,21,8,8,2,91,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV MĂRĂŞTI",343,FILIPENI,22488,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:16:02",619,542,0,52,25,411,334,0,52,25,348,63,600,189,133,25,16,11,6,2,1,152,2
4,BACĂU,"SCOALA CU CLASELE I-IV NR. 1 DRAGOMIR",272,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:57",952,947,1,4,0,548,544,0,4,0,504,44,1000,452,287,27,42,11,15,2,3,116,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV NR. 2 BERZUNŢI",271,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:07",675,668,0,6,1,388,381,0,6,1,355,33,700,312,227,18,15,11,8,4,2,70,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV ODOBEŞTI",463,ODOBEŞTI,26353,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:04",391,356,0,22,13,261,226,0,22,13,224,37,400,139,72,40,6,7,12,3,0,81,3
4,BACĂU,"SCOALA CU CLASELE I-IV PĂDURENI",260,BEREŞTI-BISTRIŢA,21249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:05",356,351,0,0,5,172,167,0,0,5,154,18,412,240,114,4,1,9,5,3,0,15,3
4,BACĂU,"ŞCOALA CU CLASELE I - IV PĂDURENI",444,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:04",325,320,0,5,0,163,158,0,5,0,151,12,350,187,86,9,3,9,4,1,2,34,3
4,BACĂU,"ŞCOALA CU CLASELE I-IV PĂLTINIŞ",247,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:33",526,517,0,5,4,302,293,0,5,4,256,46,598,296,76,11,15,38,20,37,12,45,2
4,BACĂU,"ŞCOALA CU CLASELE I - IV PODIȘ",446,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:35",577,565,1,11,0,224,213,0,11,0,211,1,692,480,78,11,10,42,22,3,10,29,6
4,BACĂU,"ŞCOALA CU CLASELE I-IV POIANA NEGUSTORULUI",280,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:25",581,569,0,12,0,390,378,0,12,0,293,97,600,210,262,4,1,17,0,0,3,5,1
4,BACĂU,"SCOALA CU CLASELE I-IV PRAJESTII",429,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:57",490,487,0,3,0,258,255,0,3,0,220,38,500,242,65,14,5,4,6,4,3,119,0
4,BACĂU,"ŞCOALA CU CLASELE .I-IV ROGOAZA",317,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:10",263,258,0,5,0,119,114,0,5,0,111,8,311,192,55,13,5,1,0,4,2,31,0
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL BARCANA",544,RĂCHITOASA,24837,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:28",523,515,0,4,4,230,222,0,4,4,182,48,600,370,131,7,9,3,3,2,2,24,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL BOGDĂNEŞTI",611,TRAIAN,25861,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:33",203,201,0,2,0,203,201,0,2,0,159,44,550,347,43,5,33,5,2,4,1,63,3
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL CIUCANI",539,RĂCĂCIUNI,24766,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:22:02",485,473,4,8,0,225,215,2,8,0,201,24,500,275,99,4,4,4,47,3,3,37,0
4,BACĂU,"SCOALA CU CLASELE I-IV SATUL CONTESTI",552,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:34",454,435,0,14,5,242,223,0,14,5,219,23,500,258,125,20,15,3,14,5,2,35,0
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",541,RĂCHITOASA,24837,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:40",234,225,0,9,0,103,94,0,9,0,96,7,247,144,63,1,14,2,3,1,0,12,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FUNDU TUTOVEI",514,PLOPANA,24427,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:19:51",473,464,0,9,0,232,223,0,9,0,209,23,500,268,146,4,9,27,2,2,1,18,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FURNICARI",598,TAMAŞI,25692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:19",551,537,0,14,0,289,275,0,14,0,265,24,600,311,221,10,5,2,1,3,2,20,1
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL HERTIOANA DE JOS",613,TRAIAN,25861,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:04:48",149,144,0,5,0,80,75,0,5,0,72,8,157,77,21,4,13,1,2,3,2,24,2
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL IŢCANI",515,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:47",666,630,0,18,18,363,327,0,18,18,323,40,700,337,248,10,1,40,7,5,0,9,3
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL STRĂMINOASA",517,PLOPANA,24427,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:28:01",348,333,0,9,6,194,179,0,9,6,172,22,400,206,154,3,1,5,1,2,1,5,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL ZĂPODIA",612,TRAIAN,25861,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:42",531,525,0,6,0,178,172,0,6,0,160,18,600,422,32,7,30,3,8,0,2,74,4
4,BACĂU,"ŞCOALA CU CLASELE I -IV SCARISOARA",313,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:07",630,626,0,4,0,305,301,0,4,0,278,27,700,395,207,9,3,2,6,11,1,38,1
4,BACĂU,"ŞCOALA CU CLASELE.I-IV STĂNEŞTI (CORP NOU)",427,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:49",501,496,0,5,0,231,226,0,5,0,203,28,584,353,66,16,25,4,5,0,0,87,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV STRAJA",243,ASĂU,21123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:45",986,978,0,5,3,428,420,0,5,3,380,48,1092,664,198,21,8,31,16,10,6,90,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV TĂMĂSOAIA",321,COŢOFĂNEŞTI,22059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:05",369,364,0,5,0,200,195,0,5,0,184,16,400,200,160,1,0,5,5,0,0,13,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV ŢÎRDENII MARI",279,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:43",588,580,1,7,0,307,300,0,7,0,272,35,600,293,191,7,2,22,7,1,12,29,1
4,BACĂU,"ŞCOALA CU CLASELE I - IV VALEA BUDULUI",443,MĂRGINENI,20466,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:50",437,424,2,11,0,221,210,0,11,0,202,19,446,224,48,14,12,44,12,2,11,54,5
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA CASELOR",414,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:14",377,366,0,4,7,220,209,0,4,7,196,24,400,180,151,6,10,1,2,2,0,24,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA HOGEI",412,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:01",231,219,0,6,6,135,123,0,6,6,123,12,290,155,84,5,22,0,1,1,0,10,0
4,BACĂU,"ŞCOALA CU CLASELE.I-IV VÎLCELE",315,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:29",510,504,0,6,0,206,200,0,6,0,163,43,600,394,127,7,4,0,0,11,1,13,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN BERZUNŢI",270,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:27",1418,1403,0,14,1,791,776,0,14,1,700,91,1583,792,472,42,57,11,9,2,3,103,1
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII BĂCIOIU",316,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:07",1609,1594,0,13,2,470,455,0,13,2,396,74,1700,1230,341,5,6,6,8,15,0,14,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII BARAŢI",441,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:21",1758,1746,2,7,3,747,737,0,7,3,700,47,1900,1153,287,26,36,66,36,13,23,196,17
4,BACĂU,"ŞCOALA CU CLASELEI-VIII BEREŞTI-TAZLĂU",263,BEREŞTI-TAZLĂU,21338,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:32:04",966,935,0,0,31,466,439,0,0,27,428,38,1000,533,328,12,12,6,7,6,1,54,2
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",291,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:02",963,956,0,7,0,371,364,0,7,0,295,76,1099,728,79,28,9,9,16,14,23,114,3
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",290,BUHOCI,21668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:44",1105,1096,3,6,0,459,453,0,6,0,369,90,1200,741,95,24,11,13,23,15,35,142,11
4,BACĂU,"ŞCOALA CU CLASELE I-VIII BORŞANI",319,COŢOFĂNEŞTI,22059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:20",582,580,0,1,1,358,356,0,1,1,329,29,703,345,162,24,19,81,6,6,0,30,1
4,BACĂU,"SCOALA CU CLASELE I-VIII BRATILA 1",380,HELEGIU,22898,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:36",845,842,0,3,0,372,369,0,3,0,332,40,1000,628,86,28,105,17,19,5,2,69,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII BUHOCI",289,BUHOCI,21668,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:48",1436,1425,2,9,0,657,648,0,9,0,551,106,1502,845,162,28,91,12,28,15,67,137,11
4,BACĂU,"ŞCOALA CU CLASELE I-VIII CIUTUREŞTI",465,ODOBEŞTI,26353,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:03:13",659,627,0,28,4,413,381,0,28,4,345,68,688,275,172,18,74,22,8,3,4,43,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",422,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:34",1228,1226,1,0,1,462,461,0,0,1,394,68,1351,889,112,34,10,12,11,5,4,202,4
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUIZI CĂLUGĂRA",423,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:30",1237,1233,0,4,0,439,435,0,4,0,385,54,1400,961,106,30,38,15,9,10,4,172,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII LUNCANI",445,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:31",1063,1056,1,6,0,477,471,0,6,0,440,37,1157,680,177,15,14,76,41,8,11,76,22
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",438,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:20",1126,1113,6,7,0,487,480,0,7,0,456,31,1200,713,161,28,17,41,32,9,9,149,10
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",439,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:58",1326,1321,0,5,0,473,468,0,5,0,447,26,1446,973,127,31,17,54,29,10,23,147,9
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MĂRGINENI",440,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:42",1113,1105,0,7,1,413,405,0,7,1,390,23,1194,781,134,30,11,28,30,9,7,130,11
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MARVILA",314,CORBASCA,21971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:11",480,473,0,7,0,183,176,0,7,0,155,28,530,347,75,22,6,2,4,9,4,33,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII M.EMINESCU LIPOVA",411,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:38",492,474,0,1,17,274,256,0,1,17,253,21,600,326,197,12,15,1,4,3,2,19,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MÎLOSU",415,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:39",768,766,0,0,2,368,366,0,0,2,339,29,800,432,281,18,8,4,6,2,0,20,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NEGULEŞTI",327,"DEALU MORII",22237,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:35",466,437,0,8,21,314,285,0,8,21,273,41,502,188,141,22,2,12,12,4,2,76,2
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII NR.1 BLĂGEŞTI",276,BLĂGEŞTI,21506,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:40:51",963,956,0,5,2,403,396,0,5,2,358,45,1100,697,250,13,12,9,7,3,9,54,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BLĂGEŞTI",275,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:18",970,966,2,2,0,415,412,1,2,0,367,48,1072,657,255,10,23,11,9,4,11,42,2
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BUDA",277,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:54",1573,1562,0,11,0,589,578,0,11,0,510,79,1700,1111,386,22,16,14,11,6,5,47,3
4,BACĂU,"SCOALA CU CLASELE I-VIII NR 1 PANCESTI",553,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:32",896,887,1,5,3,430,423,0,5,2,373,57,1000,570,200,26,7,6,6,6,4,117,1
4,BACĂU,"SCOALA CU CLASELE I-VIII NR 1 PANCESTI",554,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:41",1278,1267,0,8,3,574,563,0,8,3,510,64,1300,726,260,27,11,8,15,12,3,172,2
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII NR.1 VALEA LUI ION",278,BLĂGEŞTI,21506,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:37",1152,1143,2,5,2,528,521,0,5,2,444,84,1300,772,275,15,5,18,14,4,68,42,3
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.2 DRAGOMIR",273,BERZUNŢI,21418,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:41",706,702,0,4,0,270,266,0,4,0,185,85,800,530,132,5,31,3,2,4,0,8,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII OSEBIŢI",425,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:42",894,886,0,6,2,362,354,0,6,2,329,33,900,538,70,30,26,9,16,7,6,163,2
4,BACĂU,"ŞCOALA CU CLASELE I-VIII OSEBIŢI",424,LUIZI-CĂLUGĂRA,23350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:34",880,875,0,5,0,339,334,0,5,0,311,28,1000,661,66,30,19,11,17,9,5,149,5
4,BACĂU,"ŞCOALA CU CLASELE I-VIII PLOPU",215,"ORAŞ DĂRMĂNEŞTI",22166,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:59",1301,1259,1,8,33,532,491,0,8,33,466,66,1400,868,161,45,15,13,56,10,0,163,3
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII PUSTIANA",512,PÂRJOL,24338,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:17",866,845,0,7,14,355,334,0,7,14,308,47,1000,645,97,17,19,24,9,5,18,115,4
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII SATUL BUDA",545,RĂCHITOASA,24837,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:04",525,509,0,6,10,253,237,0,6,10,221,32,600,347,172,9,5,1,1,2,0,31,0
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII SATUL BURDUSACI",543,RĂCHITOASA,24837,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:57",700,685,1,5,9,339,325,0,5,9,303,36,700,361,237,4,25,2,4,2,1,28,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL CHETRIŞ",597,TAMAŞI,25692,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:20",686,660,0,19,7,373,347,0,19,7,347,26,708,335,234,11,12,8,11,8,4,55,4
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL CUCUIEȚI",579,SOLONŢ,25488,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:00",1020,1019,0,1,0,487,486,0,1,0,445,42,1100,613,320,20,12,7,11,11,1,62,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL FUNDU RĂCĂCIUNI",538,RĂCĂCIUNI,24766,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:32:46",1507,1495,2,8,2,564,554,0,8,2,481,83,1600,1036,268,12,4,4,111,6,0,75,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL GHEORGHE DOJA",536,RĂCĂCIUNI,24766,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:32",934,922,0,10,2,304,292,0,10,2,284,20,1000,696,96,14,8,10,122,2,4,27,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL GÎŞTENI",537,RĂCĂCIUNI,24766,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:09",833,773,0,60,0,421,361,0,60,0,362,59,900,479,247,15,3,17,47,5,2,21,5
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL ORBENI",478,ORBENI,23948,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:19",913,897,3,6,7,487,474,0,6,7,436,51,1000,513,287,14,33,34,5,1,1,59,2
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL RUSENII-RĂZEŞI",516,PLOPANA,24427,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:19",315,297,0,11,7,189,171,0,11,7,168,21,346,157,136,4,2,12,4,0,1,8,1
4,BACĂU,"SCOALA CU CLASELE I-VIII SATUL SASCUT-SAT",555,SASCUT,25068,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:46:46",907,895,0,3,9,391,379,0,3,9,356,35,1000,609,208,20,10,3,9,3,3,100,0
4,BACĂU,"SCOALA CU CLASELE I-VIII SATUL SASCUT-SAT",556,SASCUT,25068,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:35",796,780,0,7,9,382,366,0,7,9,359,23,900,518,194,26,12,5,6,4,3,108,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL SCORŢENI",570,SCORŢENI,25291,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:24:03",1245,1191,0,14,40,695,643,0,13,39,591,104,1400,705,212,25,22,170,16,16,9,117,4
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL SOLONŢ",577,SOLONŢ,25488,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:05",1191,1189,0,2,0,518,516,0,2,0,478,40,1300,782,323,25,9,47,14,7,4,46,3
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL TRAIAN",610,TRAIAN,25861,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:17",1493,1473,1,13,6,640,620,1,13,6,572,68,1531,891,131,34,107,16,24,13,11,232,4
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATU NOU",413,LIPOVA,23207,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:40",398,383,0,3,12,222,207,0,3,12,198,24,409,187,160,6,19,2,0,0,0,11,0
4,BACĂU,"ŞCOALA CU CLASELE I-VIII TISA SILVESTRI",464,ODOBEŞTI,26353,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:59",968,887,0,68,13,652,571,0,68,13,601,51,1000,348,382,34,20,14,17,8,5,116,5
4,BACĂU,"ŞCOALA CU CLASELE I-VIII TREBEŞ",442,MĂRGINENI,20466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:20",709,699,0,10,0,301,291,0,10,0,273,28,755,454,132,10,5,15,20,9,15,61,6
4,BACĂU,"ŞCOALA CU CLASELE I-VIII VALEA ARINILOR",428,MĂGIREŞTI,23387,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:38",965,949,0,3,13,472,456,0,3,13,427,45,1100,628,173,36,55,10,16,8,5,121,3
4,BACĂU,"ŞCOALA CU CLASELE L-IV PĂGUBENI",217,"ORAŞ DĂRMĂNEŞTI",22166,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:58",314,307,1,6,0,171,165,0,6,0,149,22,400,229,69,14,1,3,1,1,0,57,3
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",356,GÂRLENI,22781,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:28:00",956,950,0,3,3,405,399,0,3,3,373,32,1000,595,165,45,11,25,24,7,6,89,1
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENI",355,GÂRLENI,22781,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:22:20",1066,1055,1,6,4,447,437,0,6,4,413,34,1200,753,188,69,10,11,23,1,6,102,3
4,BACĂU,"ŞCOALA CU CL.I-VIII GÎRLENII DE SUS",354,GÂRLENI,22781,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:13:14",1511,1502,0,6,3,605,596,0,6,3,560,36,1662,1066,175,54,10,30,67,5,7,209,3
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",357,GÂRLENI,22781,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:11",959,951,3,5,0,384,379,0,5,0,341,43,1100,716,97,30,17,12,28,8,2,141,6
4,BACĂU,"ŞCOALA CU CL.I-VIII LESPEZI",358,GÂRLENI,22781,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:34:43",1245,1236,0,9,0,491,482,0,9,0,453,37,1293,803,140,43,6,20,31,4,14,191,4
4,BACĂU,"ŞCOALA DIMITRIE GHICA ZĂVOI",205,"ORAŞ COMĂNEŞTI",20821,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:18",1269,1258,2,9,0,486,477,0,9,0,453,33,1400,914,174,29,12,14,14,6,7,186,11
