precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL NEAMUL ROMÂNESC-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL LIGA ORGANIZATA A REGIUNILOR DREPTE-voturi",PSD-ALDE-PNȚCD-ADER-voturi
14,CONSTANŢA,"GRUP ȘCOLAR ECONOMIC",213,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:43:39",1401,1381,3,14,3,702,685,0,14,3,666,36,1500,798,37,40,300,3,8,11,62,8,71,13,6,107
14,CONSTANŢA,"GRUP ȘCOLAR INDUSTRIAL ”ION BĂNESCU”",215,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:04:14",1447,1428,3,11,5,694,678,0,11,5,644,50,1600,906,44,47,238,3,10,17,41,8,85,18,9,124
14,CONSTANŢA,"HOTEL MANGALIA",231,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:21:55",1254,1241,2,10,1,665,654,0,10,1,631,34,1400,735,38,36,251,5,6,12,41,9,81,11,4,137
14,CONSTANŢA,"HOTEL ”STADION”",257,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:39",899,891,0,7,1,420,412,0,7,1,413,7,1000,580,18,22,234,1,0,3,29,6,13,10,2,75
14,CONSTANŢA,"HOTEL ”STADION”",256,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:04",891,882,0,7,2,401,392,0,7,2,387,12,1000,601,33,11,198,0,0,2,63,7,4,2,6,61
14,CONSTANŢA,"HOTEL ”STADION”",258,"MUNICIPIUL MEDGIDIA",60847,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:22:17",1034,1026,0,7,1,467,459,0,7,1,441,26,1100,633,23,7,249,1,1,7,26,2,18,4,2,101
14,CONSTANŢA,"HOTEL ”TRAIAN” EFORIE NORD",289,"ORAŞ EFORIE",60455,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:26:12",1397,1380,1,11,5,669,653,0,11,5,627,42,1500,831,24,61,356,0,3,7,35,6,40,15,4,76
14,CONSTANŢA,"HOTEL VENUS",210,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:19",390,342,33,15,0,148,133,0,15,0,143,5,400,252,1,6,41,0,0,4,32,6,10,1,3,39
14,CONSTANŢA,"LICEUL AGRICOL POARTA ALBĂ",521,"POARTA ALBĂ",62761,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:47",1036,1009,0,14,13,628,601,0,14,13,575,53,1100,472,32,84,264,0,3,9,8,105,2,8,7,53
14,CONSTANŢA,"LICEUL CALLATIS",234,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:35",1164,1149,0,13,2,584,569,0,13,2,552,32,1300,715,44,28,235,2,6,11,33,5,53,12,3,120
14,CONSTANŢA,"LICEUL CALLATIS",235,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:53",1070,1060,0,8,2,516,506,0,8,2,465,51,1200,684,33,32,192,1,3,7,32,11,58,17,1,78
14,CONSTANŢA,"LICEUL CARMEN SILVA EFORIE SUD",286,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:22:39",1473,1440,20,9,4,825,811,1,9,4,780,45,1600,775,33,66,366,0,8,22,52,6,67,28,5,127
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",23,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:13",1145,1135,4,6,0,437,431,0,6,0,419,18,1200,763,22,19,127,4,5,7,98,12,19,6,8,92
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",24,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:29",1272,1256,4,12,0,517,505,0,12,0,491,26,1400,883,21,31,117,3,7,10,117,16,35,10,5,119
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",25,"MUNICIPIUL CONSTANŢA",60419,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:10:35",1469,1454,3,11,1,596,584,0,11,1,575,0,1600,1004,25,26,204,4,4,7,148,4,25,7,2,119
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",22,"MUNICIPIUL CONSTANŢA",60419,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:48:32",1434,1418,4,12,0,590,578,0,12,0,570,20,1600,1010,29,30,162,3,8,8,146,11,34,5,3,131
14,CONSTANŢA,"LICEUL ”EMIL RACOVIȚĂ”",349,"ORAŞ TECHIRGHIOL",60534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:39:43",1468,1418,8,39,3,863,821,0,39,3,820,43,1596,733,38,218,296,3,6,13,74,7,66,15,8,76
14,CONSTANŢA,"LICEUL ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",498,"NICOLAE BĂLCESCU",62440,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:47:35",1495,1467,0,13,15,993,965,0,13,15,904,89,1600,607,15,34,393,1,4,19,37,9,17,13,4,358
14,CONSTANŢA,"LICEUL ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",497,"NICOLAE BĂLCESCU",62440,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:03",1386,1352,0,16,18,878,844,0,16,18,774,104,1500,622,35,38,362,1,3,23,22,8,20,14,2,246
14,CONSTANŢA,"LICEUL NICOLAE ISTRATOIU",430,DELENI,61675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:25",324,310,0,8,6,210,196,0,8,6,186,24,400,190,12,16,42,0,0,5,8,0,4,8,1,90
14,CONSTANŢA,"LICEUL TEHNOLOGIC",450,INDEPENDENŢA,61871,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:35:21",975,965,2,8,0,633,625,0,8,0,558,75,1100,467,11,79,237,7,3,4,8,4,6,8,4,187
14,CONSTANŢA,"LICEUL TEHNOLOGIC AXIOPOLIS CERNAVODĂ",283,"ORAŞ CERNAVODĂ",60776,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:31:40",1483,1464,6,8,5,639,626,0,8,5,610,29,1600,961,129,38,249,1,34,20,38,2,22,10,2,65
14,CONSTANŢA,"LICEUL TEHNOLOGIC AXIOPOLIS CERNAVODĂ",284,"ORAŞ CERNAVODĂ",60776,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:36:48",1178,1160,2,16,0,462,446,0,16,0,452,10,1300,838,56,14,196,2,25,14,54,2,27,6,0,56
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",38,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:35",1111,1097,4,10,0,429,419,0,10,0,416,13,1200,771,21,19,145,3,4,8,104,11,28,8,1,64
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",39,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:50",1166,1155,1,10,0,421,411,0,10,0,398,23,1300,879,21,24,108,4,5,11,104,9,23,5,5,79
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",40,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:52",1147,1129,4,14,0,475,461,0,14,0,450,25,1200,725,21,27,123,9,7,8,126,11,23,8,7,80
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",41,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:56",874,864,2,8,0,332,324,0,8,0,326,6,900,568,9,9,106,3,2,6,89,9,22,5,4,62
14,CONSTANŢA,"LICEUL TEHNOLOGIC CIOBANU -SALA CLASA 1",391,CIOBANU,61256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:55",1250,1247,0,3,0,782,779,0,3,0,703,79,1400,618,46,11,89,2,3,10,12,1,4,1,1,523
14,CONSTANŢA,"LICEUL TEHNOLOGIC CIOBANU -SALA CLASA 2",392,CIOBANU,61256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:42",1310,1305,0,5,0,727,722,0,5,0,649,78,1400,673,38,6,97,0,2,5,4,9,8,5,2,473
14,CONSTANŢA,"LICEUL TEHNOLOGIC DE ELECTROTEHNICA SI TELECOMUNICAȚII",206,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:47",1271,1252,5,14,0,512,498,0,14,0,502,10,1400,888,16,23,183,2,1,7,128,10,21,4,4,103
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",74,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:28:09",1755,1742,1,11,1,655,642,1,11,1,627,28,1900,1245,24,39,178,4,14,20,149,26,36,19,10,108
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",75,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:43",1744,1731,1,12,0,670,658,0,12,0,639,31,1900,1230,12,32,157,9,15,25,170,28,31,17,8,135
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”DRAGOMIR HURMUZESCU”",245,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:47:20",1279,1269,0,9,1,467,457,0,9,1,414,53,1400,933,22,16,243,3,2,6,32,0,12,8,1,69
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE DUCA”",88,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:45",1622,1610,0,12,0,602,590,0,12,0,544,58,1800,1198,23,30,156,5,11,15,113,20,33,8,14,116
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",73,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:37",1596,1587,1,8,0,510,502,0,8,0,485,25,1700,1190,23,28,116,4,3,8,113,15,44,14,2,115
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",72,"MUNICIPIUL CONSTANŢA",60419,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:42:19",1290,1279,1,10,0,515,505,0,10,0,490,25,1400,885,24,20,164,1,8,10,97,25,39,14,13,75
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",13,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:11",1136,1118,5,13,0,410,397,0,13,0,381,28,1201,791,13,18,146,4,8,9,64,10,15,6,6,82
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",12,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:45",1184,1165,6,13,0,463,450,0,13,0,438,25,1300,837,10,21,164,4,1,7,87,6,19,11,5,103
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”ION BĂNESCU” MANGALIA",214,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:21",1137,1124,2,11,0,513,502,0,11,0,488,25,1200,687,21,24,215,1,7,14,30,7,60,8,4,97
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”JEAN DINU”",354,ADAMCLISI,60883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:28",1006,942,1,43,20,700,637,0,43,20,647,53,1000,300,202,71,224,1,6,6,14,4,7,13,0,99
14,CONSTANŢA,"LICEUL TEHNOLOGIC „LAZĂR EDELEANU”",311,"ORAŞ NĂVODARI",60507,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:38:33",1760,1749,1,7,3,708,698,0,7,3,687,21,1900,1192,46,133,122,2,152,17,58,10,20,13,7,107
14,CONSTANŢA,"LICEUL TEHNOLOGIC „LAZĂR EDELEANU”",312,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:02:01",1607,1595,4,8,0,657,649,0,8,0,624,33,1800,1143,33,118,117,3,72,11,89,8,25,16,3,129
14,CONSTANŢA,"LICEUL TEHNOLOGIC „LAZĂR EDELEANU”",309,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:39:07",1373,1368,0,5,0,610,605,0,5,0,591,19,1500,890,39,113,138,1,74,13,68,4,18,12,4,107
14,CONSTANŢA,"LICEUL TEHNOLOGIC „LAZĂR EDELEANU”",310,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:32",1234,1213,11,9,1,467,457,0,9,1,447,20,1300,833,31,86,80,1,51,5,62,2,28,10,5,86
14,CONSTANŢA,"LICEUL TEHNOLOGIC ” MIHAI VITEAZUL”",482,"MIHAI VITEAZU",62253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:19",1590,1570,3,10,7,835,816,2,10,7,757,76,1700,867,99,262,303,0,2,8,5,2,3,6,3,64
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",421,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:09",1643,1631,1,9,2,739,728,0,9,2,708,31,1800,1061,27,37,166,5,2,17,133,3,44,5,4,265
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",422,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:00",1751,1726,2,23,0,940,917,0,23,0,869,71,1900,960,31,43,150,3,5,26,162,10,47,26,11,355
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",423,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:31",1727,1711,1,12,3,887,872,0,12,3,846,41,1900,1013,38,39,162,2,5,22,173,5,46,17,0,337
14,CONSTANŢA,"LICEUL TEHNOLOGIC TOPRAISAR",540,TOPRAISAR,63072,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:26",1437,1404,1,30,2,709,677,0,30,2,645,64,1500,791,159,50,114,3,1,17,44,5,8,10,0,234
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",149,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:18",1138,1126,3,8,1,436,427,0,8,1,418,18,1200,764,15,20,129,1,4,6,117,10,24,2,3,87
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",150,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:12",784,760,10,12,2,287,273,0,12,2,267,20,800,513,20,12,69,0,2,5,50,11,24,6,4,64
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",148,"MUNICIPIUL CONSTANŢA",60419,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:42:27",804,782,10,12,0,286,274,0,12,0,273,10,900,612,25,13,80,2,4,10,39,8,18,4,2,68
14,CONSTANŢA,"LICEUL TEORETIC ANGHEL SALIGNY",280,"ORAŞ CERNAVODĂ",60776,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:45",1587,1570,6,8,3,717,706,0,8,3,686,31,1700,983,119,36,264,1,56,20,40,3,44,9,1,93
14,CONSTANŢA,"LICEUL TEORETIC ANGHEL SALIGNY",279,"ORAŞ CERNAVODĂ",60776,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:01:37",1593,1571,4,14,4,715,697,0,14,4,692,23,1700,985,108,33,269,4,45,20,54,4,41,14,5,95
14,CONSTANŢA,"LICEUL TEORETIC BĂNEASA",376,BĂNEASA,63171,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:41",1707,1681,1,9,16,1067,1042,0,9,16,975,92,1800,733,79,97,314,0,5,17,18,12,96,10,2,325
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",144,"MUNICIPIUL CONSTANŢA",60419,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:03:37",941,921,10,10,0,340,330,0,10,0,322,17,1000,660,16,10,95,1,4,4,96,8,12,3,5,68
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",145,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:02",596,578,9,9,0,205,196,0,9,0,197,8,600,395,9,9,59,2,0,6,52,18,15,4,2,21
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",146,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:46",803,775,19,9,0,288,279,0,9,0,275,13,901,613,11,10,77,2,7,4,82,10,16,3,2,51
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",147,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:14",897,879,0,18,0,305,287,0,18,0,273,26,1000,701,16,18,72,2,7,9,50,12,26,5,3,53
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",136,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:10",1125,1105,7,12,1,432,420,0,11,1,409,19,1200,772,15,19,122,2,6,11,99,9,24,10,4,88
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",138,"MUNICIPIUL CONSTANŢA",60419,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:24",1053,1036,2,15,0,443,428,0,15,0,413,30,1100,657,17,36,106,1,1,3,111,10,24,7,5,92
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",137,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:30",1058,1038,3,17,0,454,437,0,17,0,439,15,1100,646,14,23,142,7,5,7,99,6,19,6,4,107
14,CONSTANŢA,"LICEUL TEORETIC ”IOAN COTOVU”",295,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:05",1397,1377,1,10,9,776,757,0,10,9,695,81,1500,724,70,34,271,0,6,23,27,3,16,10,2,233
14,CONSTANŢA,"LICEUL TEORETIC ”IOAN COTOVU”",294,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:19:58",1329,1316,0,8,5,676,663,0,8,5,640,36,1500,824,53,28,285,1,4,7,23,9,7,12,2,209
14,CONSTANŢA,"LICEUL TEORETIC ” LUCIAN BLAGA”",47,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:28",1812,1806,1,5,0,625,620,0,5,0,596,29,1600,975,31,36,130,6,4,20,141,28,38,22,7,133
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",51,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:39",1663,1653,3,7,0,579,572,0,7,0,555,24,1800,1221,27,27,133,2,9,11,141,24,63,13,7,98
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:05",1535,1518,9,7,1,539,530,1,7,1,520,19,1700,1161,25,29,107,5,6,23,132,20,47,8,8,110
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:15",1474,1465,0,9,0,564,555,0,9,0,526,38,1600,1036,23,33,126,3,6,10,134,20,50,7,5,109
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",49,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:28",1526,1518,1,7,0,550,543,0,7,0,532,18,1700,1150,24,26,141,3,5,20,108,16,50,8,9,122
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",48,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:45",1799,1785,7,7,0,560,553,0,7,0,525,35,2000,1440,39,45,129,5,7,5,125,25,30,16,5,94
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",50,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:57",1611,1600,1,10,0,616,606,0,10,0,582,34,1800,1184,23,29,158,5,9,16,136,18,41,7,10,130
14,CONSTANŢA,"LICEUL TEORETIC MIHAIL KOGĂLNICEANU",487,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:54",1437,1418,0,11,8,709,690,0,11,8,643,66,1600,891,31,22,427,2,4,4,19,3,10,10,3,108
14,CONSTANŢA,"LICEUL TEORETIC MURFATLAR",301,"ORAŞ MURFATLAR",62360,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:46",1406,1394,0,10,2,665,653,0,10,2,616,49,1500,835,12,61,291,0,3,19,49,5,19,14,4,139
14,CONSTANŢA,"LICEUL TEORETIC MURFATLAR",302,"ORAŞ MURFATLAR",62360,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:12:19",1173,1157,0,11,5,606,590,0,11,5,581,25,1300,694,13,67,285,5,3,13,41,6,13,9,4,122
14,CONSTANŢA,"LICEUL TEORETIC ”NICOLAE BĂLCESCU”",249,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:02",761,755,1,5,0,256,251,0,5,0,246,10,800,544,16,14,116,1,1,2,29,4,6,4,1,52
14,CONSTANŢA,"LICEUL TEORETIC ”NICOLAE BĂLCESCU”",248,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:58",834,828,1,5,0,325,320,0,5,0,301,24,900,575,16,12,144,0,0,7,23,6,16,7,1,69
14,CONSTANŢA,"LICEUL TEORETIC ”NICOLAE BĂLCESCU” MEDGIDIA",253,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:16",890,881,0,9,0,322,313,0,9,0,309,13,1000,678,25,6,163,0,2,1,21,1,5,10,1,74
14,CONSTANŢA,"LICEUL TEORETIC OVIDIU",338,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:35",1887,1874,2,8,3,884,873,0,8,3,787,97,2093,1209,31,23,468,2,3,38,50,7,31,19,6,109
14,CONSTANŢA,"LICEUL TEORETIC OVIDIU",339,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:43:37",1900,1888,0,11,1,912,900,0,11,1,827,85,2100,1188,32,30,498,2,5,20,73,12,29,15,6,105
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",31,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:53",1191,1181,0,10,0,474,464,0,10,0,453,21,1300,826,16,21,137,4,5,16,96,15,32,7,13,91
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",30,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:39",1576,1563,3,10,0,579,569,0,10,0,555,24,1700,1121,23,30,165,5,6,11,152,8,43,8,3,101
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",17,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:49",453,430,10,13,0,179,166,0,13,0,173,6,500,321,3,6,59,5,3,0,45,3,8,3,2,36
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",16,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:49",859,845,7,7,0,348,341,0,7,0,336,12,900,552,11,20,100,5,3,3,96,5,22,4,4,63
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",18,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:41",1307,1274,3,13,17,551,521,0,13,17,538,13,1400,849,18,16,197,3,3,12,148,13,23,7,6,92
14,CONSTANŢA,"PALATUL COPIILOR",167,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:36",742,728,2,12,0,337,325,0,12,0,327,10,800,463,25,14,97,2,4,7,92,7,25,2,4,48
14,CONSTANŢA,"PALATUL COPIILOR",168,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:15",588,579,0,9,0,210,201,0,9,0,201,9,600,390,11,12,66,0,2,6,58,6,10,2,2,26
14,CONSTANŢA,"PIAŢA AGROALIMENTARĂ-CENTRUL TRANSFRONTALIER DE AFACERI",553,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:08",1366,1348,3,9,6,756,741,0,9,6,726,30,1500,744,28,43,455,1,3,14,49,4,22,13,9,85
