precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA USR PLUS-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL VERDE-voturi"
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",41,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:55",976,963,6,7,0,355,348,0,7,0,346,9,1100,745,14,42,18,124,4,11,13,0,113,0,2,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",39,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:21",1116,1102,8,6,0,443,437,0,6,0,426,17,1200,757,9,68,32,129,8,10,5,3,152,1,6,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",43,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:11:58",1430,1418,3,9,0,542,533,0,9,0,531,11,1600,1055,19,70,17,166,8,16,12,7,197,2,12,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",42,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:21:33",1538,1523,4,11,0,484,473,0,11,0,457,27,1700,1216,13,70,19,150,13,10,14,0,162,3,0,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",40,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:57",1348,1339,0,7,2,516,507,0,7,2,491,25,1500,984,21,82,18,154,9,19,13,2,159,1,5,8
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR.1 CORP A2",388,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:19",1289,1271,0,3,15,854,836,0,3,15,810,44,1400,546,24,390,0,301,0,38,12,8,33,1,1,2
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR.1 CORP B",389,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:54",1013,993,0,16,4,556,536,0,16,4,497,59,1100,544,31,258,2,148,0,29,6,0,19,2,2,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1, CORPUL A (LÂNGĂ GRĂDINIŢĂ)",223,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:13",1255,1234,9,12,0,462,450,0,12,0,449,13,1400,938,14,77,116,125,4,11,0,2,80,3,10,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 CORPUL B",224,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:05:29",1308,1294,2,12,0,416,404,0,12,0,373,43,1400,984,17,110,39,103,3,15,2,0,28,44,9,3
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR.1 , CORPUL B",242,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:25:45",1253,1241,2,9,1,451,441,0,9,1,422,29,1400,949,15,99,69,133,5,10,4,3,66,2,10,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 CORPUL F",225,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:59",1880,1853,8,18,1,747,727,1,18,1,679,68,2000,1253,27,170,101,228,1,20,6,4,81,5,27,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 GHEORGHE CRĂCIUN",285,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:55",1387,1377,2,6,2,627,619,0,6,2,595,32,1500,873,43,216,6,220,7,16,8,6,53,0,11,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1 GHEORGHE CRĂCIUN CORP B",284,"ORAŞ ZĂRNEŞTI",40492,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:28:25",1349,1338,0,10,1,557,546,0,10,1,527,30,1500,943,34,213,2,181,6,16,9,5,50,1,2,8
8,BRAŞOV,"SCOALA GIMNAZIALA NR. 2",287,"ORAŞ ZĂRNEŞTI",40492,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:00:08",1648,1639,0,8,1,446,437,0,8,1,372,74,1800,1354,100,176,5,56,4,7,6,0,8,6,3,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",104,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:36:00",1609,1598,3,6,2,508,500,0,6,2,499,9,1800,1292,23,66,23,170,5,22,19,3,153,1,4,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",103,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:44",1441,1430,2,9,0,488,479,0,9,0,459,29,1600,1112,27,56,29,143,8,20,16,5,150,0,4,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",102,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:33:56",1484,1469,3,12,0,531,519,0,12,0,507,21,1600,1072,16,63,24,193,10,17,10,3,157,1,7,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",101,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:06",1519,1503,3,13,0,487,474,0,13,0,449,20,1700,1231,16,68,27,152,7,15,12,2,133,0,8,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",105,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:19:16",1447,1428,9,10,0,440,430,0,10,0,412,28,1600,1160,16,56,12,162,7,15,12,5,112,1,6,8
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 2",106,"MUNICIPIUL BRAŞOV",40198,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:03:56",1770,1760,3,6,1,620,613,0,6,1,587,33,1900,1280,12,87,24,204,9,29,13,5,187,1,4,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",66,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:51",1536,1524,2,10,0,621,611,0,10,0,604,17,1700,1079,23,72,19,199,11,15,15,7,226,2,9,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",67,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:11",1694,1672,14,8,0,569,560,1,8,0,551,18,1800,1231,10,68,11,159,13,15,12,2,244,1,10,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",68,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:00",859,851,2,6,0,325,319,0,6,0,310,15,1000,675,7,35,13,92,5,15,11,2,120,3,3,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",69,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:51:02",1596,1578,6,11,1,531,519,0,11,1,507,24,1700,1169,23,61,9,191,3,12,11,2,178,4,7,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",48,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:28:34",1574,1561,2,11,0,548,537,0,11,0,526,22,1700,1152,25,78,13,183,6,16,11,5,168,0,14,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",51,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:56:50",1555,1543,2,9,1,486,476,0,9,1,466,20,1700,1214,27,72,31,169,1,12,7,3,134,1,9,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",45,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:55",1485,1472,7,6,0,533,526,1,6,0,507,26,1600,1067,23,61,18,165,7,16,10,7,184,0,10,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",46,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:11",1425,1411,5,9,0,513,504,0,9,0,499,14,1600,1087,22,69,19,155,6,21,12,3,182,2,4,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",47,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:28",650,641,2,7,0,254,247,0,7,0,245,8,700,447,12,36,16,74,2,4,10,2,77,2,7,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",49,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:53",1434,1424,5,5,0,488,483,0,5,0,470,18,1600,1112,20,62,32,166,6,23,13,6,128,2,6,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",50,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:24",1526,1511,2,13,0,549,536,0,13,0,512,37,1700,1150,18,59,40,193,6,14,14,1,148,3,11,5
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR. 2 ÎNTRE-VAI",390,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:40",406,388,0,10,8,210,192,0,10,8,202,8,400,190,4,122,1,62,0,5,0,0,6,0,2,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",153,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:09:44",1546,1535,4,4,3,560,553,0,4,3,530,23,1700,1147,21,65,12,174,7,10,11,5,204,2,9,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",158,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:00:51",2003,1953,32,18,0,844,826,0,18,0,820,24,2100,1256,17,68,21,245,7,14,11,6,414,0,8,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",154,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:53",1695,1667,12,16,0,690,674,0,16,0,669,21,1800,1110,18,63,10,232,14,20,12,5,279,2,9,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",155,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:35",1643,1635,1,7,0,599,592,0,7,0,574,3,1800,1223,25,66,9,210,6,15,22,7,200,2,7,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",156,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:40:24",1519,1513,2,4,0,514,510,0,4,0,494,20,1700,1186,14,72,10,155,8,18,20,3,183,1,5,5
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 30",157,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:57",1546,1523,14,9,0,671,662,0,9,0,662,9,1601,930,25,62,8,205,8,4,10,3,315,0,16,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",175,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:09",1371,1362,0,9,0,461,452,0,9,0,429,32,1500,1039,14,62,9,166,4,17,10,1,127,5,7,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",176,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:42",1409,1402,0,7,0,474,467,0,7,0,461,13,1500,1026,16,72,10,167,2,25,10,3,145,2,5,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",177,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:11:24",1148,1140,1,7,0,398,391,0,7,0,382,16,1300,902,18,79,6,148,6,8,8,0,104,0,2,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",93,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:17",1259,1253,2,4,0,442,438,0,4,0,429,13,1400,958,16,46,28,141,5,21,11,6,136,1,7,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",94,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:53",1559,1551,0,8,0,488,480,0,8,0,471,17,1700,1212,27,63,24,155,10,19,14,0,149,1,4,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",95,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:36:11",1478,1468,2,8,0,482,474,0,8,0,461,21,1600,1118,22,54,25,157,5,29,10,2,138,4,5,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",92,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:47",1677,1667,1,9,0,594,585,0,9,0,561,33,1800,1206,30,68,22,176,10,31,16,5,183,3,5,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",96,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:10:23",1649,1637,1,11,0,564,553,0,11,0,535,29,1800,1236,26,59,23,172,6,17,17,5,193,1,5,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",91,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:57",1554,1539,0,15,0,507,492,0,15,0,475,32,1700,1193,15,49,20,189,8,13,14,1,141,3,13,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",90,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:17:23",1581,1574,0,7,0,487,480,0,7,0,453,34,1700,1213,17,54,21,161,3,14,9,5,156,0,9,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 POMPILIU DAN-CORP A",282,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:59",1018,1008,1,9,0,459,450,0,9,0,443,16,1100,641,32,140,19,163,6,17,6,2,51,1,3,3
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",75,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:55:08",1260,1249,1,8,2,454,444,0,8,2,436,18,1400,946,16,53,17,134,6,22,12,3,156,3,6,8
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",77,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:38:51",1579,1564,4,11,0,594,583,0,11,0,574,20,1700,1106,16,73,22,173,8,18,14,1,232,0,2,15
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",76,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:42",1333,1322,1,10,0,466,456,0,10,0,446,18,1500,1036,15,65,9,145,7,15,12,0,168,1,3,6
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",74,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:27",1171,1156,6,9,0,391,382,0,9,0,382,9,1299,908,13,40,16,134,6,14,12,1,137,1,2,6
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",73,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:49:54",1419,1401,8,10,0,484,473,1,10,0,469,15,1500,1016,21,46,20,169,11,12,13,2,163,0,5,7
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",78,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:20",1138,1130,1,7,0,398,391,0,7,0,386,12,1200,802,11,44,2,135,5,11,12,5,151,1,2,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.4 FRAŢII POPEEA",235,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:05:05",1461,1451,1,9,0,526,517,0,9,0,488,38,1600,1074,23,179,30,154,6,26,14,2,31,2,17,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.4 FRAŢII POPEEA",233,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:27:50",1353,1341,0,8,4,452,440,0,8,4,415,37,1500,1048,22,165,20,132,2,22,7,0,26,2,9,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.4 FRAŢII POPEEA",234,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:50",1123,1115,0,7,1,392,384,0,7,1,369,23,1300,908,12,126,19,121,4,17,9,0,41,1,11,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.4 FRAŢII POPEEA",232,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:02:24",1653,1641,1,10,1,730,718,1,10,1,677,53,1800,1070,25,181,50,239,8,55,10,2,62,6,31,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",19,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:07:38",1568,1550,0,10,8,557,539,0,10,8,532,25,1700,1143,14,56,58,158,17,12,7,4,191,2,4,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",18,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:49:51",1457,1419,22,13,3,564,548,0,13,3,545,19,1600,1036,12,56,81,175,18,6,10,1,169,2,6,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5 CORPUL A",240,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:51",1151,1142,0,9,0,547,538,0,9,0,281,266,1300,753,15,128,5,83,8,22,2,0,3,9,6,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5 CORPUL A",241,"MUNICIPIUL SĂCELE",40438,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:20:50",1369,1357,1,11,0,758,747,0,11,0,474,284,1500,742,28,135,3,236,13,17,11,1,1,18,8,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5 CORPUL B",239,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:50:09",1297,1287,0,10,0,482,472,0,10,0,317,165,1400,918,21,125,9,113,3,11,12,0,3,16,4,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5 CORPUL B",238,"MUNICIPIUL SĂCELE",40438,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:36:28",1127,1117,1,9,0,391,382,0,9,0,350,41,1200,809,13,78,75,113,3,11,3,0,38,2,14,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",15,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:30",1033,1010,5,12,6,349,331,0,12,6,340,9,1100,751,13,45,20,107,8,8,8,0,120,0,4,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",16,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:25",1183,1164,3,16,0,481,465,0,16,0,467,14,1300,819,8,59,22,157,8,8,9,1,189,0,3,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",17,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:56",1676,1667,0,9,0,579,570,0,9,0,560,19,1800,1221,13,66,34,197,9,17,14,9,186,0,7,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",14,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:52",977,957,8,11,1,348,336,0,11,1,339,8,1100,752,11,26,24,125,18,8,11,2,109,1,3,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",83,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:33:45",1044,1034,2,8,0,344,336,0,8,0,323,21,1100,711,15,64,6,98,10,10,11,3,91,0,8,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",82,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:05",1464,1457,1,6,0,439,433,0,6,0,415,24,1600,1161,14,71,3,146,8,18,13,5,120,2,12,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",85,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:34:27",1424,1414,0,10,0,421,411,0,10,0,394,27,1600,1179,21,51,4,145,10,22,13,1,111,3,6,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",86,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:53",1627,1610,9,7,1,549,538,3,7,1,510,39,1800,1251,28,53,8,204,4,22,13,3,151,4,12,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",87,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:53:09",1601,1580,9,8,4,561,549,0,8,4,531,30,1700,1139,28,56,15,191,13,14,7,4,177,7,12,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",88,"MUNICIPIUL BRAŞOV",40198,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:18:36",1479,1468,3,8,0,405,397,0,8,0,385,20,1600,1195,15,70,2,117,8,13,17,8,117,2,7,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",84,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:34:55",1148,1140,0,8,0,366,358,0,8,0,347,19,1300,934,20,44,6,129,3,15,11,3,104,3,4,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",79,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:34",1583,1566,2,15,0,458,443,0,15,0,433,25,1700,1242,25,49,17,181,5,17,11,2,109,2,12,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",81,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:52:43",1415,1386,1,7,21,483,455,0,7,21,449,34,1500,1017,17,71,9,155,11,24,12,0,133,0,11,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",80,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:56:56",1675,1621,1,29,24,531,478,0,29,24,458,73,1800,1269,20,72,13,174,10,17,13,4,110,5,8,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ ” OVID DENSUŞIANU”",222,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:23",1107,1095,0,12,0,332,320,0,12,0,316,16,1200,868,22,48,13,119,27,18,11,5,33,8,6,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ ” OVID DENSUŞIANU” - ŞCOALA GENERALĂ NR.4",204,"MUNICIPIUL FĂGĂRAŞ",40278,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:20:24",1156,1147,0,9,0,536,527,0,9,0,464,63,1300,773,22,95,4,98,43,18,13,8,25,124,2,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ PEȘTERA",381,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:08",358,346,0,11,1,240,228,0,11,1,215,25,401,161,4,40,0,141,2,7,4,1,12,1,1,2
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",392,PREJMER,41667,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:05:50",1854,1850,1,2,1,912,909,0,2,1,840,72,1900,988,34,99,6,352,8,90,22,2,45,71,107,4
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",393,PREJMER,41667,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:29:30",1765,1762,0,3,0,896,893,0,3,0,847,49,1900,1004,48,104,7,422,7,124,10,7,59,3,51,5
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",391,PREJMER,41667,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:42:55",1623,1611,10,1,1,777,774,1,1,1,728,49,1800,1023,56,77,6,328,4,80,20,7,61,17,62,10
