precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA USR PLUS-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL VERDE-voturi"
8,BRAŞOV,"ŞCOALA GENERALA I",264,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:45",1108,1092,0,14,2,535,519,0,14,2,491,44,1200,665,51,102,50,174,33,15,7,2,49,2,3,3
8,BRAŞOV,"SCOALA GENERALA II",266,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:22",1562,1546,1,14,1,798,782,1,14,1,696,102,1700,902,28,154,64,256,50,12,8,4,107,5,2,6
8,BRAŞOV,"ŞCOALA GENERALĂ JIBERT",364,JIBERT,41284,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:57:29",664,639,0,22,3,314,289,0,22,3,253,61,700,386,79,48,2,101,16,2,0,1,3,1,0,0
8,BRAŞOV,"ŞCOALA GENERALĂ LOVNIC",366,JIBERT,41284,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:44:45",481,446,0,32,3,222,187,0,32,3,188,34,450,228,45,24,2,94,11,3,2,2,2,2,0,1
8,BRAŞOV,"SCOALA GENERALA MÂNDRA",373,MÂNDRA,41417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:21",972,928,0,27,17,550,506,0,27,17,501,49,1000,450,22,238,2,131,11,23,7,7,24,5,25,6
8,BRAŞOV,"ŞCOALA GENERALA NR.1",191,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:43",1350,1335,1,13,1,442,428,0,13,1,419,23,1500,1058,18,112,7,164,12,9,17,4,42,3,5,26
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",59,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:38:55",992,978,1,13,0,364,351,0,13,0,342,3,1100,736,16,43,15,115,7,8,9,4,116,0,3,6
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",58,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:44",1380,1371,2,7,0,391,384,0,7,0,374,17,1500,1109,16,58,20,122,9,11,17,4,105,1,4,7
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",253,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:18",1558,1548,2,7,1,610,602,0,7,1,583,27,1700,1090,25,75,3,325,7,8,11,4,114,1,2,8
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",254,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:14",1312,1292,14,6,0,548,540,2,6,0,478,70,1400,852,52,125,4,214,9,7,7,5,44,7,0,4
8,BRAŞOV,"ŞCOALA GENERALA NR.2",187,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:23",1102,1074,1,9,18,416,390,0,9,17,396,20,1200,784,21,99,13,144,9,12,14,3,48,4,1,28
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",258,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:24",1638,1632,1,5,0,538,533,0,5,0,508,30,1800,1262,16,64,3,277,8,7,11,5,104,1,5,7
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",260,"ORAŞ RÂŞNOV",40367,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:08:22",1227,1221,0,4,2,479,473,0,4,2,452,27,1400,921,9,62,4,247,11,8,11,5,83,1,2,9
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",259,"ORAŞ RÂŞNOV",40367,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:37:54",1417,1406,2,9,0,535,526,0,9,0,508,18,1600,1065,12,60,5,281,10,6,12,6,103,0,1,12
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",194,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:29",950,944,0,6,0,334,328,0,6,0,321,13,1000,666,19,87,6,125,2,5,15,4,34,0,4,20
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",195,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:04",1398,1386,2,10,0,467,457,0,10,0,446,21,1500,1033,15,135,3,159,9,20,16,2,63,0,3,21
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",196,"MUNICIPIUL CODLEA",40241,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:57:59",1013,1008,0,5,0,357,352,0,5,0,338,19,1100,743,15,96,2,137,3,6,13,2,39,1,8,16
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",255,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:23",1286,1273,2,9,2,535,524,0,9,2,504,31,1400,865,16,71,5,306,5,5,9,5,69,3,3,7
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",256,"ORAŞ RÂŞNOV",40367,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:52",1646,1638,0,6,2,605,597,0,6,2,579,26,1700,1095,37,70,2,308,5,9,16,3,121,2,3,3
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 9",89,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:32:12",1467,1455,3,9,0,436,427,0,9,0,407,29,1600,1164,15,60,9,144,8,17,16,5,117,2,9,5
8,BRAŞOV,"ŞCOALA GENERALĂ OLTEŢ",447,VIŞTEA,42236,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:51",319,294,0,20,5,156,131,0,20,5,142,14,300,144,5,16,2,81,2,14,1,1,14,2,4,0
8,BRAŞOV,"ŞCOALA GENERALĂ PALOŞ",319,CAŢA,40768,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:49",244,191,0,48,5,173,120,0,48,5,143,30,200,27,5,14,1,115,1,2,0,0,3,1,0,1
8,BRAŞOV,"ŞCOALA GENERALĂ PREDELUŢ",304,BRAN,40633,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:09:19",904,893,5,6,0,497,491,0,6,0,467,30,1000,503,18,87,0,282,5,11,5,5,48,1,2,3
8,BRAŞOV,"SCOALA GENERALA PURCARENI",427,TĂRLUNGENI,42003,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:31:30",1228,1220,0,8,0,605,597,0,8,0,571,34,1300,695,17,62,163,227,8,12,8,5,54,7,4,4
8,BRAŞOV,"ȘCOALA GENERALĂ RODBAV",422,ŞOARŞ,41943,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:41",270,260,1,8,1,167,158,0,8,1,149,18,300,133,3,61,1,62,4,1,3,0,13,1,0,0
8,BRAŞOV,"ŞCOALA GENERALĂ SAT VLĂDENI",334,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:55",735,721,1,12,1,375,362,0,12,1,341,34,800,425,68,46,7,124,1,40,14,3,31,2,3,2
8,BRAŞOV,"ŞCOALA GENERALĂ ŞIRNEA",341,FUNDATA,40991,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:19",261,199,1,59,2,201,140,0,59,2,192,9,210,9,7,21,0,145,2,1,2,2,12,0,0,0
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU",431,TELIU,42058,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 19:12:14",1387,1376,0,11,0,845,834,0,11,0,763,82,1500,655,14,638,25,31,3,9,22,2,3,16,0,0
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU VALE",433,TELIU,42058,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:55:47",811,795,1,9,6,503,488,0,9,6,460,43,900,397,24,59,1,213,3,51,92,3,7,1,6,0
8,BRAŞOV,"ȘCOALA GENERALĂ TOARCLA",321,CINCU,40820,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:49",292,273,0,8,11,180,161,0,8,11,154,26,300,120,7,22,0,53,20,7,9,0,1,20,15,0
8,BRAŞOV,"ŞCOALA GENERALĂ UNGRA",440,UNGRA,42156,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:27:09",1131,1116,2,10,3,732,719,0,10,3,532,197,1200,468,32,81,1,179,9,82,61,1,26,26,24,10
8,BRAŞOV,"ŞCOALA GENERALĂ VĂLENI",368,JIBERT,41284,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:06:13",144,138,0,6,0,84,78,0,6,0,69,15,150,66,20,13,1,28,2,1,1,0,2,1,0,0
8,BRAŞOV,"SCOALA GENERALA ZIZIN",428,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:11:47",1059,1046,0,11,2,698,685,0,11,2,586,112,1100,402,49,65,113,99,1,107,105,2,36,6,1,2
8,BRAŞOV,"SCOALA GENERALA ZIZIN",429,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:16",1158,1148,0,8,2,821,811,0,8,2,683,138,1300,479,46,77,120,122,1,136,137,0,32,8,2,2
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ ”ARON PUMNU” CUCIULATA",356,HOGHIZ,41177,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:55:19",1149,1139,0,10,0,599,589,0,10,0,515,84,1260,661,63,226,7,118,1,5,4,2,13,2,73,1
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",298,BOD,40606,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 08:55:24",1300,1285,3,11,1,622,610,0,11,1,578,44,1400,778,52,84,9,234,4,13,49,5,118,3,4,3
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BUDILA",308,BUDILA,40688,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:28:32",1145,1115,4,13,13,639,613,1,13,12,570,68,1200,561,20,83,172,88,5,53,15,4,109,7,9,5
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",347,HĂRMAN,41088,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:03:40",1677,1669,0,7,1,767,759,0,7,1,706,28,1800,1030,40,91,13,272,13,119,16,5,124,5,8,0
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",346,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:21",1758,1747,0,5,6,789,778,0,5,6,747,42,1900,1111,38,91,14,248,15,143,11,0,163,1,11,12
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",348,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:06",1604,1577,22,5,0,745,739,1,5,0,708,37,1700,955,44,81,5,297,13,116,8,6,115,4,10,9
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI COLONIE",395,PREJMER,41667,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:16:46",1330,1312,4,12,2,583,569,0,12,2,543,40,1500,917,41,65,5,234,4,99,13,4,28,2,45,3
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI SAT",394,PREJMER,41667,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:47:05",1309,1292,0,10,7,639,622,0,10,7,599,40,1400,761,59,79,1,301,5,62,9,7,41,4,25,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MĂGURA",382,MOIECIU,41471,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:49",423,412,2,9,0,298,288,1,9,0,263,35,500,202,6,48,0,179,3,11,3,0,11,1,0,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ MOIECIU DE SUS",380,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:51",784,770,2,10,2,488,476,0,10,2,453,26,895,416,25,114,3,244,0,7,0,4,55,1,0,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",127,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:10:50",1630,1617,2,10,1,582,571,0,10,1,552,28,1800,20,11,72,28,192,10,20,7,3,190,2,9,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",126,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:36",1319,1309,2,8,0,467,459,0,8,0,439,28,1400,933,12,79,19,152,7,15,11,1,128,3,2,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",125,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:21",1381,1375,3,3,0,447,443,1,3,0,409,38,1500,1053,14,58,13,143,6,17,10,3,132,5,4,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",131,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:20",1560,1551,0,9,0,494,485,0,9,0,468,26,1700,1206,17,73,16,163,8,17,11,2,152,3,2,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",128,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:05:22",1464,1450,6,8,0,417,409,0,8,0,388,29,1600,1183,24,73,11,126,5,15,11,2,108,1,11,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",124,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:51",1446,1435,2,9,0,509,500,0,9,0,472,9,1600,1091,24,81,22,145,6,12,13,6,144,2,6,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",130,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:13",1047,1033,1,13,0,309,296,0,13,0,282,27,1100,791,8,53,11,83,8,16,9,1,84,2,4,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 1",129,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:44:48",934,927,2,5,0,275,270,0,5,0,262,13,1000,725,13,37,13,88,1,11,3,1,87,0,4,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",60,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:56",1212,1202,1,9,0,427,418,0,9,0,400,18,1300,882,22,57,10,130,11,10,7,2,133,1,14,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",61,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:41",1329,1317,1,11,0,475,464,0,11,0,449,26,1500,1025,17,75,15,159,6,9,10,8,134,2,10,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",62,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:30:33",1205,1199,1,5,0,440,435,0,5,0,406,34,1300,860,8,73,9,149,8,16,7,2,117,4,9,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",63,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:31:12",1260,1248,2,10,0,415,405,0,10,0,407,8,1400,985,11,47,21,153,3,10,13,3,134,1,8,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",64,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:49:31",1570,1563,0,7,0,573,566,0,7,0,545,28,1700,1127,17,71,21,215,11,21,23,6,134,5,9,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11",65,"MUNICIPIUL BRAŞOV",40198,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:53:45",1507,1499,1,7,0,506,499,0,7,0,480,26,1700,1194,14,59,23,189,10,15,14,6,127,4,11,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",57,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:54",1364,1355,1,8,0,422,414,0,8,0,399,23,1500,1078,21,62,15,146,5,12,9,3,113,2,5,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",55,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:47",915,910,0,4,1,209,204,0,4,1,200,9,1000,791,15,37,4,71,1,5,4,1,55,0,2,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",52,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:35",1189,1175,3,11,0,431,420,0,11,0,413,18,1300,869,9,61,38,150,6,15,13,2,105,1,5,8
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",53,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:25:29",1482,1472,3,7,0,509,502,0,7,0,494,15,1600,1091,17,74,7,167,8,20,12,3,173,3,6,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",54,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:42:24",1076,1068,0,8,0,321,313,0,8,0,310,11,1200,879,21,49,7,106,4,7,5,4,100,2,2,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",56,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:43:39",1403,1399,0,4,0,405,401,0,4,0,379,26,1500,1095,12,61,16,132,7,12,12,5,108,3,4,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:41:17",1471,1452,10,9,0,488,479,0,9,0,478,10,1600,1112,25,48,20,165,7,15,9,2,173,2,5,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",28,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:32:50",1636,1598,25,12,1,561,547,1,12,1,542,18,1800,1239,27,53,46,182,28,10,12,1,169,2,7,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",160,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:53",1262,1243,9,10,0,460,450,0,10,0,439,12,1400,949,25,59,17,172,14,10,11,5,114,4,2,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",161,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:26:57",1544,1533,0,9,2,516,505,0,9,2,482,34,1700,1184,18,72,15,149,13,26,21,4,146,1,5,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",162,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:56",1525,1508,2,14,1,538,523,0,14,1,491,32,1700,1170,15,70,12,198,7,18,17,1,136,2,8,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",163,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:33",1607,1597,0,10,0,531,521,0,10,0,512,19,1800,1269,10,78,12,184,6,14,16,6,173,1,6,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",159,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:26:18",1879,1840,17,19,3,670,648,0,19,3,643,9,2000,1348,21,60,13,217,13,25,19,2,247,3,11,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",140,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:21",1621,1617,2,2,0,566,564,0,2,0,540,26,1800,1234,15,70,32,238,7,18,10,7,139,1,2,1
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",143,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:52:29",1664,1653,4,7,0,535,528,0,7,0,511,24,1800,1263,25,67,6,236,5,15,12,3,129,1,2,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",148,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:38:20",1322,1311,2,9,0,418,409,0,9,0,398,20,1399,981,6,47,19,181,1,14,11,3,105,0,2,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",142,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:09:42",1487,1470,9,8,0,502,494,0,8,0,464,38,1600,1098,23,44,13,195,12,19,14,2,134,0,4,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",141,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:43:36",1516,1512,0,4,0,490,486,0,4,0,457,33,1700,1210,17,56,22,188,6,13,8,5,122,3,10,7
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",147,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:29",1378,1371,1,6,0,441,435,0,6,0,397,0,1500,1103,12,33,15,189,4,12,9,3,108,3,3,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",149,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:08",1928,1910,12,6,0,850,843,1,6,0,793,57,2200,1350,26,67,22,284,10,45,17,1,283,3,24,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",150,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:04",1909,1896,2,9,2,781,770,0,9,2,751,30,2000,1219,36,78,13,330,13,26,25,2,200,5,17,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",138,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:00:07",1311,1303,0,8,0,439,431,0,8,0,408,31,1400,961,12,49,37,154,8,15,8,4,101,5,10,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",146,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:11:37",1212,1203,1,8,0,399,391,0,8,0,378,21,1300,901,18,51,8,153,8,17,8,5,98,5,2,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",145,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:33",907,900,0,7,0,300,293,0,7,0,275,25,1000,700,5,38,17,103,2,8,14,3,71,0,9,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",139,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:41:33",1448,1431,6,11,0,480,469,0,11,0,432,47,1600,1120,11,63,14,212,6,13,12,3,79,3,11,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",144,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:13",1235,1227,1,7,0,427,420,0,7,0,394,33,1400,973,17,43,17,155,8,14,14,2,114,0,5,5
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",23,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:57:42",1430,1414,4,12,0,531,519,0,12,0,518,13,1600,1069,19,67,58,173,9,10,10,2,164,0,4,2
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",20,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:00:16",1660,1627,14,14,5,589,570,0,14,5,568,21,1800,1211,16,68,39,196,12,18,6,2,199,1,5,6
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",21,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:31",1538,1527,1,10,0,503,493,0,10,0,480,23,1700,1197,19,68,25,160,6,19,7,3,166,1,3,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",26,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:48",1165,1150,5,9,1,429,419,0,9,1,416,13,1300,871,9,32,92,119,10,14,8,0,126,0,4,2
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",25,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:58",1206,1197,0,9,0,385,376,0,9,0,367,18,1300,915,14,29,19,120,4,14,10,2,142,1,3,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",24,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:32:38",1280,1268,0,12,0,416,404,0,12,0,387,29,1400,984,25,66,9,126,6,7,7,2,126,2,8,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",22,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:11",1471,1446,17,8,0,501,493,0,8,0,488,13,1600,1099,10,77,26,164,10,12,7,0,172,0,4,6
