precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIEI EUROPENE-voturi","ALIANȚA PNL-UDMR-PNȚCD-voturi","PARTIDUL FORTA NATIONALA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ CARMEN SYLVA (ȘCOALA GENERALĂ NR.6)",153,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:08",1662,1647,2,11,2,592,579,0,11,2,562,30,1850,1258,7,9,112,3,10,11,43,20,51,26,71,199
22,HUNEDOARA,"SCOALA GIMNAZIALA DENSUS",354,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:51",515,471,1,29,14,400,357,0,29,14,381,19,550,150,2,0,34,1,1,28,3,18,14,1,14,265
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „HOREA CLOŞCA ŞI CRIŞAN”",56,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:46",1037,1023,2,12,0,413,401,0,12,0,392,21,1201,788,3,2,53,2,6,4,47,16,53,14,13,179
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G. DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL NOU)",142,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:49",1326,1312,1,12,1,503,490,0,12,1,475,28,1510,1007,6,6,104,7,8,6,26,20,32,14,64,182
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”I. G. DUCA” (ȘCOALA GENERALĂ NR.1) SEDIUL VECHI",140,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:35",1631,1617,2,12,0,636,624,0,12,0,613,23,1835,1199,5,4,188,3,18,11,51,23,45,21,67,177
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G.DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL VECHI)",141,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:13:12",1470,1457,1,11,1,530,518,0,11,1,508,19,1675,1145,4,4,127,2,8,14,31,12,49,15,58,184
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA",225,"ORAŞ PETRILA",87077,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:34",1231,1215,2,14,0,476,462,0,14,0,466,10,1360,884,10,4,40,7,4,2,12,8,31,18,63,267
22,HUNEDOARA,"SCOALA GIMNAZIALA ISCRONI",187,"ORAŞ ANINOASA",87219,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:23",1311,1297,0,3,11,561,547,0,3,11,529,32,1400,839,2,2,111,3,4,2,7,24,23,10,61,280
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ LUNCA CERNII DE JOS",393,"LUNCA CERNII DE JOS",90119,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:37",375,372,0,3,0,216,213,0,3,0,193,23,418,202,5,0,56,1,0,3,1,8,2,38,18,61
22,HUNEDOARA,"ŞCOALA GIMNAZIALA „MIRCEA SÂNTIMBREANU”",49,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:00",1495,1490,2,3,0,620,617,0,3,0,603,17,1800,1180,5,2,104,1,4,2,59,27,76,24,26,273
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",50,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:48",1207,1194,0,12,1,478,465,0,12,1,459,19,1400,922,0,2,55,1,3,5,53,19,53,12,35,221
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",52,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:37",1310,1285,3,15,7,539,517,0,15,7,518,21,1477,938,2,1,38,2,14,2,45,27,52,17,30,288
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",51,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:53",1265,1250,1,14,0,510,495,1,14,0,500,10,1536,1026,5,0,57,3,4,0,70,21,42,13,27,258
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1",111,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:01",1335,1328,0,5,2,427,420,0,5,2,411,16,1500,1073,1,0,46,0,3,1,11,18,11,8,28,284
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1",112,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:03",1091,1081,0,10,0,377,367,0,10,0,362,15,1200,823,2,0,22,1,5,2,7,12,19,8,12,272
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",62,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:53:21",1471,1461,0,10,0,414,404,0,10,0,394,20,1620,1206,2,7,25,7,16,5,9,74,11,3,14,221
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",61,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:53",1494,1483,1,10,0,500,490,0,10,0,425,75,1645,1145,8,2,25,2,13,0,14,96,0,7,18,240
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",63,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:17",1423,1409,1,11,2,442,429,0,11,2,408,34,1590,1148,5,2,19,5,19,4,7,121,10,15,17,184
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",65,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:34:33",1505,1490,6,9,0,464,455,0,9,0,430,34,1660,1196,7,2,26,2,15,7,22,73,14,2,26,234
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",68,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:02",1278,1269,0,9,0,442,433,0,9,0,417,25,1440,998,1,3,30,0,16,5,21,59,27,23,22,210
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",67,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:37",1422,1413,1,8,0,499,491,0,8,0,471,28,1575,1076,7,0,36,2,15,5,23,54,15,24,21,269
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",66,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:22",1495,1487,0,8,0,408,400,0,8,0,375,33,1660,1252,4,1,21,1,12,6,15,57,9,8,15,226
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ȘCOALĂ GENERALĂ NR. 9)",64,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:44",1413,1403,1,9,0,418,409,0,9,0,388,30,1580,1162,2,2,31,3,13,4,17,44,21,11,19,221
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1, LUPENI",110,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:18",1577,1567,0,10,0,701,691,0,10,0,675,26,1700,999,5,1,41,1,1,2,12,24,13,11,32,532
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2",163,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:46",1190,1180,0,10,0,396,386,0,10,0,357,39,1335,939,4,2,63,4,7,3,17,14,11,12,59,161
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",101,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:03",1435,1423,0,12,0,530,518,0,12,0,506,24,1630,1100,6,3,50,0,24,0,17,51,18,36,30,271
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",100,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:09:19",1300,1285,3,12,0,433,421,0,12,0,413,20,1470,1037,3,5,48,1,15,3,16,43,31,10,28,210
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",102,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:01",1211,1201,1,9,0,401,392,0,9,0,383,18,1355,954,1,6,35,4,11,11,16,70,14,10,24,181
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",103,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:23",1305,1293,3,9,0,520,511,0,9,0,506,14,1453,933,2,5,48,0,32,12,21,44,44,19,30,249
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",96,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:48",1292,1282,2,7,1,458,450,0,7,1,441,17,1460,1002,5,2,37,5,19,13,25,44,31,12,22,226
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",94,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:05:07",1502,1492,1,9,0,549,540,0,9,0,529,20,1675,1126,3,2,53,3,14,3,19,53,21,10,20,328
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",95,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:00:41",1508,1492,5,11,0,596,584,1,11,0,575,21,1690,1094,3,4,67,2,26,6,19,50,49,20,21,308
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",97,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:06:57",1494,1489,0,4,1,529,524,0,4,1,497,32,1685,1156,7,5,55,2,10,7,22,89,24,9,29,238
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 LUPENI",123,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:40",1069,1059,0,10,0,424,414,0,10,0,409,15,1200,776,2,3,44,3,4,3,9,28,12,5,16,280
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 LUPENI",122,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:52",1301,1292,2,7,0,429,422,0,7,0,410,19,1400,971,2,0,22,0,5,1,9,19,15,7,22,308
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 URICANI",249,"ORAŞ URICANI",87139,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:44:47",1884,1868,2,11,3,703,689,0,11,3,684,19,2000,1297,5,2,63,0,6,3,16,15,25,10,22,517
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 3",116,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:52",994,984,2,8,0,351,343,0,8,0,306,45,1100,749,1,0,31,1,5,1,6,9,12,5,13,222
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 3",115,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:45",1023,1013,1,9,0,406,397,0,9,0,389,17,1100,694,1,1,33,1,3,2,7,10,17,20,15,279
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 3",184,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:41:58",1381,1372,1,4,4,646,638,0,4,4,613,32,1439,794,16,3,73,4,18,3,17,42,83,24,137,193
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 4",168,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:23",1082,1070,0,12,0,420,408,0,12,0,385,35,1200,780,19,0,26,4,7,9,11,15,57,17,65,155
22,HUNEDOARA,"ȘCOALĂ GIMNAZIALĂ NR. 4",167,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:32",1021,1009,0,12,0,374,362,0,12,0,343,31,1100,726,14,2,27,0,9,14,13,12,36,14,80,122
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5",173,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:35",1455,1443,1,10,1,492,481,0,10,1,474,18,1550,1058,16,3,34,3,8,18,21,18,79,30,106,138
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5",172,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:53",1315,1305,0,10,0,477,467,0,10,0,444,33,1450,973,14,6,46,2,10,12,16,26,50,24,86,152
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5 PETRILA",230,"ORAŞ PETRILA",87077,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:21:22",1349,1331,0,17,1,500,482,0,17,1,467,33,1500,1000,3,3,28,2,5,2,15,9,14,15,71,300
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5 PETRILA",229,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:11",1404,1391,1,12,0,446,434,0,12,0,431,15,1560,1114,4,5,32,0,3,3,3,10,21,14,49,287
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6",176,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:34:53",1238,1229,3,6,0,457,451,0,6,0,420,37,1400,943,37,1,8,6,11,6,4,9,46,12,174,106
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6",177,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:52",1335,1324,0,11,0,393,382,0,11,0,382,11,1500,1107,20,1,21,2,8,16,15,16,46,15,82,140
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6,",178,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:51",1416,1405,0,11,0,470,459,0,11,0,445,25,1600,1130,17,2,24,1,11,20,12,12,78,10,90,168
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR.6 (FOSTA ȘCOALĂ GENERALĂ NR. 6)",79,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:17",1472,1452,4,15,1,567,551,0,15,1,546,21,1645,1078,4,11,71,0,17,10,27,48,31,9,29,289
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR.6 (FOSTA ȘCOALĂ GENERALĂ NR. 6)",80,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:44:53",1534,1521,1,12,0,553,541,0,12,0,526,27,1735,1182,2,4,66,1,13,13,17,39,35,11,27,298
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6 PETRILA",228,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:10",939,929,1,9,0,354,345,0,9,0,340,14,1050,696,0,1,23,0,10,1,6,11,6,16,52,214
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6 PETRILA",227,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:26",1248,1244,0,4,0,488,484,0,4,0,466,22,1400,912,1,2,42,3,6,4,12,10,30,16,55,285
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR.7",159,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:19",1765,1754,1,9,1,528,518,0,9,1,494,34,2000,1472,11,5,75,7,14,4,20,20,25,17,65,231
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR.7",158,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:34",1669,1662,0,7,0,470,463,0,7,0,452,18,1890,1420,7,5,74,4,9,5,26,17,26,23,55,201
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",87,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:53:55",1149,1136,4,9,0,442,433,0,9,0,412,30,1280,838,4,1,44,1,7,10,25,35,30,9,32,214
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",89,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:11",1178,1171,0,7,0,410,403,0,7,0,392,18,1325,915,3,2,43,6,21,4,15,46,25,2,13,212
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",88,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:55",1184,1172,1,11,0,422,411,0,11,0,404,18,1315,893,6,6,46,0,14,7,24,37,27,13,22,202
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”OVID DENSUȘIANU”, HAȚEG",215,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:21",1597,1565,4,20,8,839,812,0,20,7,799,40,1768,929,6,3,165,12,12,51,10,66,44,31,155,244
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ PUI",416,PUI,90538,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:56",654,622,1,14,17,454,423,0,14,17,413,41,870,416,4,1,95,0,14,6,6,13,18,62,34,160
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SF. VARVARA” ANINOASA",185,"ORAŞ ANINOASA",87219,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:45:51",1542,1529,1,4,8,686,673,1,4,8,643,43,1719,1032,4,1,96,2,3,0,8,33,7,6,39,444
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SIGISMUND TODUTA ” SIMERIA",238,"ORAŞ SIMERIA",87665,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:40:49",1530,1519,2,8,1,616,607,0,8,1,589,27,1720,1104,5,6,100,8,24,19,21,24,63,16,121,182
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SIGISMUND TODUTA ” SIMERIA",239,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:40",1487,1467,3,14,3,616,599,0,14,3,584,32,1620,1004,15,6,93,4,20,21,11,18,67,17,137,175
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ TEODORA LUCACIU",180,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:27",1181,1168,3,10,0,443,433,0,10,0,417,26,1300,857,21,3,34,1,10,8,15,5,59,14,62,185
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ TEODORA LUCACIU",181,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:04",930,915,0,12,3,381,366,0,12,3,369,12,1050,669,10,2,43,2,7,12,7,8,51,22,71,134
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ TOTEȘTI",493,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:39",337,316,0,6,15,240,219,0,6,15,234,6,365,125,2,1,18,1,0,2,1,6,8,5,12,178
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ VAȚA DE JOS",500,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:05:42",583,561,0,16,6,583,561,0,16,6,540,40,953,373,7,0,88,3,11,28,57,12,33,46,46,209
22,HUNEDOARA,"ȘCOALA NR. 2",183,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:58",839,832,0,7,0,366,359,0,7,0,341,25,1000,634,26,1,18,1,13,10,3,26,31,22,54,136
22,HUNEDOARA,"ŞCOALA PRIMARĂ",200,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:30",215,199,0,11,5,148,132,0,11,5,137,11,250,102,0,3,73,0,0,4,3,5,1,8,3,37
22,HUNEDOARA,"ŞCOALA PRIMARĂ",199,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:12",495,487,0,8,0,190,182,0,8,0,175,15,550,360,5,0,30,1,10,1,7,2,11,13,18,77
22,HUNEDOARA,"ȘCOALA PRIMARĂ BĂIȚA",273,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:30",1044,1015,6,16,7,648,624,1,16,7,617,31,1100,452,4,3,77,0,18,20,13,18,28,22,28,386
22,HUNEDOARA,"ŞCOALA PRIMARĂ BĂRĂŞTII-HAŢEGULUI",471,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:19",333,308,0,10,15,190,165,0,10,15,178,12,339,149,1,1,29,1,5,6,22,8,9,6,21,69
22,HUNEDOARA,"SCOALA PRIMARĂ BARU",267,BARU,87996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:51",1664,1595,6,14,49,1040,977,0,14,49,940,100,1766,726,7,3,403,6,20,13,13,24,29,54,55,313
22,HUNEDOARA,"ȘCOALA PRIMARĂ BĂȚĂLAR",306,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:30",223,196,0,20,7,158,131,0,20,7,143,15,261,103,0,1,26,0,4,0,2,2,4,4,4,96
22,HUNEDOARA,"ȘCOALA PRIMARĂ BIRTIN",502,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:12",251,240,0,7,4,155,144,0,7,4,138,17,284,129,1,0,23,1,1,5,1,21,9,8,8,60
22,HUNEDOARA,"SCOALA PRIMARA BLAJENI VULCAN",289,BLĂJENI,88350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:23:25",86,69,0,14,3,76,59,0,14,3,69,6,110,34,0,0,20,0,0,0,2,5,1,4,3,34
22,HUNEDOARA,"SCOALA PRIMARA BOIȚA",434,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:03",386,356,0,25,5,289,259,0,25,5,282,7,400,111,2,1,91,3,1,4,9,3,10,8,22,128
22,HUNEDOARA,"ŞCOALA PRIMARA BRĂDĂŢEL",334,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:30",124,112,0,12,0,82,70,0,12,0,76,6,124,42,1,0,7,0,1,0,0,2,5,4,6,50
22,HUNEDOARA,"SCOALA PRIMARA BREAZOVA",452,SARMIZEGETUSA,91054,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:55:30",163,150,0,8,5,134,121,0,8,5,128,6,171,37,1,0,72,0,0,2,0,4,4,8,6,31
22,HUNEDOARA,"SCOALA PRIMARA BUCES-VULCAN",315,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:59",178,170,0,8,0,132,124,0,8,0,122,10,200,68,0,0,38,0,5,1,3,4,2,7,13,49
22,HUNEDOARA,"SCOALA PRIMARA BULZESTII DE JOS",326,"BULZEŞTII DE SUS",88920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:41",151,98,0,49,4,133,80,0,49,4,123,10,154,21,2,0,44,0,0,1,2,2,1,9,14,48
22,HUNEDOARA,"ŞCOALA PRIMARĂ CÂMPU LUI NEAG",252,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:17",434,411,0,13,10,228,205,0,13,10,217,11,544,316,2,1,25,0,2,1,4,9,4,10,8,151
22,HUNEDOARA,"SCOALA PRIMARA CARASTAU",255,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:51:35",165,157,0,8,0,96,88,0,8,0,88,8,180,84,1,0,11,1,1,2,2,3,7,3,6,51
22,HUNEDOARA,"ȘCOALA PRIMARĂ CĂZĂNEȘTI",501,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:42",167,161,0,6,0,123,117,0,6,0,113,10,200,77,2,0,19,0,0,3,3,2,2,10,7,65
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIGMAU",208,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:18",96,77,2,17,0,50,33,0,17,0,49,1,100,50,0,0,10,0,0,0,0,1,1,1,2,34
