precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIEI EUROPENE-voturi","ALIANȚA PNL-UDMR-PNȚCD-voturi","PARTIDUL FORTA NATIONALA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"ADĂPOSTUL DE URGENŢĂ PE TIMP DE NOAPTE",45,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:50:45",774,761,4,9,0,359,350,0,9,0,328,31,900,541,44,42,52,4,18,10,14,12,17,14,11,90
22,HUNEDOARA,"ALMAŞU MIC DE MUNTE, ŞCOALA GENERALĂ",264,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:11",69,57,0,9,3,48,36,0,9,3,47,1,68,20,1,0,18,0,1,0,2,1,0,1,11,12
22,HUNEDOARA,"AMFITEATRUL UNIVERSITĂȚII",143,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:03",1377,1361,2,14,0,467,453,0,14,0,448,19,1545,1078,6,2,117,1,9,6,20,17,40,27,47,156
22,HUNEDOARA,"ARDEU, CĂMINUL CULTURAL",260,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:26",69,48,0,21,0,66,45,0,21,0,63,3,75,9,0,0,7,0,1,0,1,0,1,1,4,48
22,HUNEDOARA,"BALŞA, SEDIUL PRIMĂRIEI COMUNEI",259,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:50",243,203,7,25,8,238,203,2,25,8,174,16,245,55,1,1,70,1,1,2,7,6,5,13,12,55
22,HUNEDOARA,"BIBLIOTECA MUNICIPALĂ PETROȘANI",156,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:58",1455,1438,4,13,0,448,435,0,13,0,421,27,1630,1182,4,4,79,3,10,8,30,12,25,30,58,158
22,HUNEDOARA,"BIBLIOTECA MUNICIPALĂ PETROȘANI",157,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:29",1707,1696,0,11,0,473,462,0,11,0,448,25,1915,1442,0,3,74,1,9,11,35,17,24,16,53,205
22,HUNEDOARA,"CĂMIN CULTURAL BĂNIȚA",279,BĂNIŢA,87246,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:16",996,963,0,10,23,761,728,0,10,23,727,34,1097,336,4,1,119,1,9,4,5,21,12,34,324,193
22,HUNEDOARA,"CĂMIN CULTURAL BOŞ (GRĂDINIŢA)",108,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:24",492,480,2,10,0,232,222,0,10,0,223,9,550,318,3,4,34,2,4,7,8,9,17,4,18,113
22,HUNEDOARA,"CAMIN CULTURAL BUCIUM",404,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:12",297,261,0,21,15,242,206,0,21,15,231,11,315,73,5,0,92,0,7,3,2,9,2,17,39,55
22,HUNEDOARA,"CĂMIN CULTURAL BUITURI",104,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:38",672,661,1,9,1,313,303,0,9,1,300,13,745,432,4,4,39,0,7,7,14,50,26,5,10,134
22,HUNEDOARA,"CAMIN CULTURAL BURJUC",330,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:09",170,134,1,32,3,132,96,1,32,3,129,3,173,41,0,0,14,0,4,1,7,7,24,5,3,64
22,HUNEDOARA,"CAMIN CULTURAL COSTESTI",406,"ORĂŞTIOARA DE SUS",90342,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:15",448,415,2,22,9,311,281,0,21,9,285,26,470,159,1,2,112,0,6,5,5,10,11,22,28,83
22,HUNEDOARA,"CĂMIN CULTURAL MERIA",395,"LUNCA CERNII DE JOS",90119,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:32",221,216,0,5,0,178,173,0,5,0,149,29,244,66,23,1,27,0,1,11,3,29,2,28,6,18
22,HUNEDOARA,"CĂMIN CULTURAL MUNCELU MARE",515,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:32",72,60,0,11,1,45,33,0,11,1,39,6,68,23,1,1,5,1,4,0,1,3,0,1,5,17
22,HUNEDOARA,"CĂMIN CULTURAL NEGOIU",394,"LUNCA CERNII DE JOS",90119,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:52",164,149,11,4,0,106,101,1,4,0,93,13,168,62,5,1,21,0,0,1,6,7,2,20,3,27
22,HUNEDOARA,"CAMIN CULTURAL ORASTIOARA DE SUS",403,"ORĂŞTIOARA DE SUS",90342,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:11",436,413,0,17,6,306,283,0,17,6,286,20,470,164,8,0,96,1,23,6,7,10,10,25,33,67
22,HUNEDOARA,"CAMIN CULTURAL RISCA",256,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:25",192,179,0,13,0,119,106,0,13,0,115,4,206,87,1,0,26,0,2,1,3,18,4,3,26,31
22,HUNEDOARA,"CAMIN CULTURAL RUNCU MARE",392,LELESE,90066,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:36",88,84,0,4,0,59,55,0,4,0,57,2,93,34,0,0,12,0,0,0,0,1,1,1,2,40
22,HUNEDOARA,"CĂMIN CULTURAL,SAT BĂLATANR. 37",475,ŞOIMUŞ,91330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:46",373,354,1,9,9,242,224,0,9,9,230,12,402,160,23,2,63,1,0,4,3,6,4,12,22,90
22,HUNEDOARA,"CĂMIN CULTURAL SAT BOHOLT, NR. 39",476,ŞOIMUŞ,91330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:51:10",285,271,0,11,3,212,198,0,11,3,185,27,304,92,1,1,56,2,11,1,6,5,0,18,16,68
22,HUNEDOARA,"CĂMIN CULTURAL SAT CHIŞCĂDAGA, NR. 94",480,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:07",304,283,0,18,3,244,223,0,18,3,227,17,319,75,9,3,90,2,6,3,1,9,6,18,46,34
22,HUNEDOARA,"CĂMIN CULTURAL SAT FORNĂDIA, NR. 71",477,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:51",190,175,1,10,4,142,128,0,10,4,127,15,201,58,2,2,29,1,3,3,3,3,8,6,18,49
22,HUNEDOARA,"CĂMIN CULTURAL , SAT PĂULIŞ, NR. 61",479,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:36",578,560,0,12,6,372,354,0,12,6,341,31,623,251,4,2,99,4,18,6,3,10,13,14,23,145
22,HUNEDOARA,"CĂMIN CULTURAL,SAT ŞOIMUŞNR. 310",474,ŞOIMUŞ,91330,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:04:08",1102,1058,1,22,21,698,654,1,22,21,617,81,1220,522,7,7,173,3,25,4,16,20,29,45,42,246
22,HUNEDOARA,"CAMIN CULTURAL TĂTĂRĂŞTI",331,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:09",158,142,0,15,1,100,84,0,15,1,90,10,161,61,0,0,11,0,3,3,4,7,10,5,1,46
22,HUNEDOARA,"CAMIN CULTURAL TISA",332,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:16",154,85,0,62,7,122,53,0,62,7,116,6,161,39,4,1,50,1,1,0,3,4,3,5,6,38
22,HUNEDOARA,"CĂMIN CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 21:56:45",34,27,0,7,0,27,20,0,7,0,27,0,32,5,0,0,3,0,1,0,0,2,1,3,6,11
22,HUNEDOARA,"CĂMINUL CULTURAL",198,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:54",258,249,0,8,1,137,128,0,8,1,130,7,280,143,2,0,45,0,2,0,2,10,2,10,10,47
22,HUNEDOARA,"CĂMINUL CULTURAL",197,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:38",167,149,0,11,7,107,89,0,11,7,102,5,180,73,0,1,46,1,4,2,1,3,4,10,6,24
22,HUNEDOARA,"CĂMINUL CULTURAL",196,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:47",321,309,0,11,1,158,146,0,11,1,145,10,340,185,3,0,33,0,6,4,4,10,7,13,16,49
22,HUNEDOARA,"CĂMINUL CULTURAL",195,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:50",225,217,1,5,2,139,131,1,5,2,131,8,250,111,6,2,40,1,2,2,0,7,4,26,6,35
22,HUNEDOARA,"CĂMINUL CULTURAL",194,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:10",271,251,0,13,7,168,148,0,13,7,159,9,300,132,2,1,69,1,2,2,6,6,8,18,8,36
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞ SĂLIŞTE",522,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:27",116,110,1,5,0,75,69,1,5,0,66,9,130,55,0,0,27,0,1,1,0,3,4,4,2,24
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞU MIC",410,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:04",54,39,0,15,0,54,39,0,15,0,51,3,70,16,1,1,8,0,2,1,1,10,6,1,6,14
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞU SEC",338,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:59",200,165,0,32,3,140,105,0,32,3,131,9,200,60,2,2,58,1,1,6,4,2,11,13,4,27
22,HUNEDOARA,"CĂMINUL CULTURAL ALUN",295,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:12",67,59,0,8,0,47,39,0,8,0,43,4,69,22,0,0,11,0,0,0,1,2,3,2,1,23
22,HUNEDOARA,"CĂMINUL CULTURAL AUREL VLAICU",206,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:46",776,760,8,8,0,437,426,3,8,0,398,39,850,413,17,4,121,1,14,3,5,11,19,14,23,166
22,HUNEDOARA,"CĂMINUL CULTURAL BĂCIA",270,BĂCIA,88047,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:13",821,795,1,23,2,528,503,0,23,2,501,27,930,402,0,3,81,2,5,9,5,6,17,25,80,268
22,HUNEDOARA,"CĂMINUL CULTURAL BALOMIR",469,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:57",271,260,2,6,3,192,182,1,6,3,188,4,290,98,0,0,6,9,0,0,2,8,2,7,11,143
22,HUNEDOARA,"CĂMINUL CULTURAL BANPOTOC",377,HĂRĂU,89801,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:08:59",406,376,1,8,21,277,248,0,8,21,266,11,400,123,1,3,26,0,7,0,5,9,6,5,6,198
22,HUNEDOARA,"CĂMINUL CULTURAL BERIU",281,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:33",604,595,0,6,3,315,306,0,6,3,287,28,680,365,9,0,71,0,4,2,7,25,20,17,38,94
22,HUNEDOARA,"CAMINUL CULTURAL BLAJENI",287,BLĂJENI,88350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:21",529,483,0,29,17,407,361,0,29,17,375,32,541,134,2,0,127,2,6,0,7,19,15,9,10,178
22,HUNEDOARA,"CĂMINUL CULTURAL BOBÂLNA",429,"RAPOLTU MARE",90663,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:27",393,381,0,7,5,258,246,0,7,5,230,28,470,212,46,2,47,5,3,3,3,8,5,5,14,89
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU",428,"RAPOLTU MARE",90663,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:40",132,124,0,8,0,91,83,0,8,0,79,12,137,46,10,1,14,1,4,2,1,1,3,0,14,28
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU DE SUS",374,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:43",93,83,0,10,0,69,59,0,10,0,66,3,101,32,1,0,3,0,0,1,0,1,0,2,3,55
22,HUNEDOARA,"CĂMINUL CULTURAL BOŞOROD",291,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:28",806,779,0,25,2,603,576,0,25,2,558,45,900,297,3,3,130,1,9,8,14,68,21,12,49,240
22,HUNEDOARA,"CĂMINUL CULTURAL BOZ",298,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:28",385,351,0,30,4,264,230,0,30,4,246,18,410,146,50,2,22,4,12,4,4,14,8,5,20,101
22,HUNEDOARA,"CĂMINUL CULTURAL BOZES",207,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:06",196,177,0,17,2,143,124,0,17,2,131,12,200,57,4,0,39,2,2,4,2,2,5,8,5,58
22,HUNEDOARA,"CĂMINUL CULTURAL BRĂNIȘCA",297,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:10",512,492,0,10,10,310,290,0,10,10,274,36,580,270,12,4,29,2,18,3,10,12,9,10,18,147
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA MUREȘANĂ",381,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:12",540,483,1,40,16,356,300,0,40,16,321,35,540,184,3,24,63,5,7,2,10,11,16,15,84,81
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA STREIULUI",304,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:08",220,211,0,9,0,139,130,0,9,0,136,3,246,107,1,0,11,0,1,3,0,4,3,5,14,94
22,HUNEDOARA,"CĂMINUL CULTURAL BUCIUM-ORLEA",468,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:01",174,167,0,6,1,122,115,0,6,1,115,7,185,63,0,1,14,0,3,4,6,11,2,1,7,66
22,HUNEDOARA,"CĂMINUL CULTURAL BUCUREŞCI",320,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:59",535,495,0,22,18,399,359,0,22,18,380,19,553,154,2,3,129,3,13,5,9,13,2,30,16,155
22,HUNEDOARA,"CĂMINUL CULTURAL BUNILA",327,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:01",76,72,0,4,0,58,54,0,4,0,56,2,93,35,0,0,35,0,0,0,1,1,1,2,2,14
22,HUNEDOARA,"CĂMINUL CULTURAL CĂINELU DE SUS",275,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:47",344,325,0,8,11,262,243,0,8,11,249,13,350,88,5,1,42,2,3,2,9,2,4,10,12,157
22,HUNEDOARA,"CĂMINUL CULTURAL CÂMPURI-SURDUC",373,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:52",368,348,0,20,0,225,205,0,20,0,207,18,397,172,0,1,16,0,5,0,3,3,4,3,8,164
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRJIŢI",335,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:37",122,91,0,29,2,97,66,0,29,2,93,4,100,3,0,5,37,0,2,1,1,2,2,10,5,28
22,HUNEDOARA,"CĂMINUL CULTURAL CERIȘOR",391,LELESE,90066,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:02:56",90,80,0,10,0,61,51,0,10,0,56,5,85,24,1,0,0,0,0,0,0,2,0,0,3,50
22,HUNEDOARA,"CĂMINUL CULTURAL CERTEJU DE SUS",343,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:05:46",1223,1165,0,45,13,754,696,0,45,13,706,48,1415,661,6,7,113,6,24,2,70,147,13,20,28,270
22,HUNEDOARA,"CĂMINUL CULTURAL CHERGHEŞ",336,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:01",65,54,0,11,0,65,54,0,11,0,61,4,100,35,0,0,7,0,6,2,0,3,2,28,4,9
22,HUNEDOARA,"CAMINUL CULTURAL CIRNESTI",494,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:28",376,359,1,5,11,258,242,0,5,11,244,14,422,164,1,0,27,1,1,2,0,18,4,0,8,182
22,HUNEDOARA,"CĂMINUL CULTURAL CIULPĂZ",411,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:39",110,85,0,19,6,86,63,0,19,4,80,6,105,19,1,1,11,0,0,1,2,5,0,0,5,54
22,HUNEDOARA,"CĂMINUL CULTURAL COROIEŞTI",460,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:30",163,154,0,9,0,127,118,0,9,0,110,17,170,43,1,0,39,0,1,4,1,0,2,13,15,34
22,HUNEDOARA,"CĂMINUL CULTURAL COVRAGIU",308,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:29",144,131,0,10,3,102,89,0,10,3,95,7,154,52,1,0,21,0,1,4,0,1,7,5,5,50
22,HUNEDOARA,"CĂMINUL CULTURAL COZIA",339,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:46",148,137,0,11,0,101,90,0,11,0,88,13,197,96,2,7,16,0,5,0,2,3,3,14,14,22
22,HUNEDOARA,"CĂMINUL CULTURAL CURECHIU",321,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:52",301,269,0,28,4,243,211,0,28,4,231,12,324,81,3,1,88,2,8,2,7,2,5,25,5,83
22,HUNEDOARA,"CAMINUL CULTURAL DABICA",490,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:53",162,121,0,36,5,133,92,0,36,5,119,14,174,41,1,3,50,1,1,0,4,12,0,7,6,34
22,HUNEDOARA,"CĂMINUL CULTURAL DÂNCU MARE",399,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:41",276,248,0,19,9,227,199,0,19,9,222,5,293,66,0,0,26,0,0,1,1,5,7,7,13,162
22,HUNEDOARA,"CĂMINUL CULTURAL DÂNCU MIC",400,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:37",170,150,0,16,4,140,120,0,16,4,130,10,195,55,1,0,49,0,3,2,0,2,5,18,5,45
22,HUNEDOARA,"CĂMINUL CULTURAL DEALU MARE",509,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:14",165,154,0,7,4,135,124,0,7,4,128,7,185,50,0,2,29,1,2,0,4,1,2,6,10,71
22,HUNEDOARA,"CAMINUL CULTURAL DEALU MIC",491,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:57",45,40,0,5,0,31,26,0,5,0,29,2,44,13,0,0,12,0,0,0,1,1,0,2,3,10
22,HUNEDOARA,"CĂMINUL CULTURAL DIN BACEA",384,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:50",310,299,0,11,0,197,186,0,11,0,178,19,340,143,2,5,28,1,3,0,4,9,3,5,78,40
22,HUNEDOARA,"CĂMINUL CULTURAL DIN BRÎZNIC",385,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:51",199,172,1,20,6,155,129,0,20,6,146,9,240,85,2,2,46,2,3,3,4,6,2,11,31,34
22,HUNEDOARA,"CĂMINUL CULTURAL DIN ILIA",380,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:05",1542,1449,4,41,48,940,851,0,41,48,884,56,1540,600,15,6,258,5,18,5,22,44,21,62,166,262
22,HUNEDOARA,"CĂMINUL CULTURAL DIN SĂCĂMAŞ",386,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:36",195,176,2,11,6,126,109,0,11,6,115,11,240,114,4,1,17,1,3,2,2,4,5,9,31,36
22,HUNEDOARA,"CĂMINUL CULTURAL DIN SÎRBI",382,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:35",273,249,0,12,12,273,249,0,12,12,245,28,440,167,4,1,75,0,4,2,6,13,8,21,41,70
22,HUNEDOARA,"CĂMINUL CULTURAL DINVALEA LUNGĂ",383,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:06",102,80,0,15,7,87,65,0,15,7,84,3,136,49,0,2,16,1,3,1,0,9,3,4,13,32
22,HUNEDOARA,"CĂMINUL CULTURAL DOBRA",359,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:14",1408,1299,0,73,36,921,812,0,73,36,858,63,1480,559,4,3,139,4,16,7,14,14,47,22,40,548
22,HUNEDOARA,"CĂMINUL CULTURAL DOBROȚ",487,TOMEŞTI,91447,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:11",342,315,3,16,8,271,245,2,16,8,243,27,364,94,5,0,78,1,3,3,31,13,2,10,24,73
22,HUNEDOARA,"CĂMINUL CULTURAL DUMBRAVA DE JOS",444,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:09",182,139,0,29,14,149,106,0,29,14,145,4,170,21,1,1,8,0,0,1,17,1,1,4,3,108
22,HUNEDOARA,"CĂMINUL CULTURAL FIZEŞ",277,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:01",261,255,0,6,0,180,174,0,6,0,166,14,276,96,1,2,18,0,0,4,2,4,33,2,10,90
22,HUNEDOARA,"CĂMINUL CULTURAL FOLT",430,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:50",144,136,0,8,0,89,81,0,8,0,81,8,151,62,10,0,12,0,0,1,1,2,3,4,13,35
22,HUNEDOARA,"CĂMINUL CULTURAL FURCȘOARA",302,BRĂNIŞCA,88546,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:09",52,40,0,11,1,27,15,0,11,1,24,3,69,42,1,0,3,0,4,0,0,0,7,3,2,4
22,HUNEDOARA,"CĂMINUL CULTURAL GENERAL BERTHELOT - CLĂDIRE ANEXĂ AFTER SCHOOL",365,"GENERAL BERTHELOT",91731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:39",412,397,0,7,8,412,397,0,7,8,390,22,600,188,5,0,73,4,9,70,10,10,33,14,19,143
22,HUNEDOARA,"CĂMINUL CULTURAL GODINEŞTI",523,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:31:02",107,100,0,7,0,76,69,0,7,0,67,9,115,39,0,0,22,1,0,1,1,2,1,7,4,28
22,HUNEDOARA,"CĂMINUL CULTURAL GRĂDIŞTEA DE MUNTE",407,"ORĂŞTIOARA DE SUS",90342,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:48",150,134,0,12,4,114,98,0,12,4,108,6,160,46,0,0,52,0,4,2,3,3,0,13,5,26
22,HUNEDOARA,"CĂMINUL CULTURAL HOMOROD",211,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:52",278,273,1,3,1,177,173,0,3,1,162,15,303,126,2,0,30,0,5,2,4,1,2,5,2,109
22,HUNEDOARA,"CĂMINUL CULTURAL HONDOL",344,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:36",284,254,0,21,9,284,254,0,21,9,270,12,478,196,1,3,49,3,12,3,18,62,6,15,11,87
22,HUNEDOARA,"CĂMINUL CULTURAL IZVOARELE",483,"TELIUCU INFERIOR",86936,9,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:48:34",85,75,0,9,1,54,44,0,9,1,50,4,100,46,0,0,15,0,2,0,0,3,0,7,2,21
22,HUNEDOARA,"CĂMINUL CULTURAL JELEDINŢI",401,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:02",269,239,0,26,4,200,170,0,26,4,180,20,283,83,0,2,57,2,2,0,1,6,5,25,18,62
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE JOS",387,"LĂPUGIU DE JOS",89954,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 22:30:40",485,357,1,113,14,379,252,0,113,14,348,31,466,87,64,0,79,1,6,8,28,11,2,16,19,114
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE SUS",389,"LĂPUGIU DE JOS",89954,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:38",378,310,0,65,3,305,237,0,65,3,285,20,417,112,5,0,35,4,3,1,1,8,4,5,6,213
22,HUNEDOARA,"CĂMINUL CULTURAL LAPUSNIC",360,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:11",402,368,0,22,12,272,238,0,22,12,248,24,430,158,4,2,50,1,2,1,7,7,8,9,8,149
22,HUNEDOARA,"CĂMINUL CULTURAL LEȘNIC",513,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:51",471,446,2,10,13,314,291,0,10,13,310,4,513,199,4,3,29,0,66,1,5,12,7,3,17,163
