precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
15,COVASNA,"BIROUL IFOTURISM",183,SÂNZIENI,64826,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:09",1216,1212,0,4,0,395,391,0,4,0,365,30,1290,895,10,4,0,0,333,1,0,16,1
15,COVASNA,"CĂMIN CULTURAL",50,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:37",418,410,0,8,0,148,140,0,8,0,135,13,500,352,5,5,1,3,91,4,3,22,1
15,COVASNA,"CĂMIN CULTURAL",49,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:30",753,742,0,11,0,187,176,0,11,0,181,6,800,613,0,2,1,2,138,11,4,15,8
15,COVASNA,"CĂMIN CULTURAL FLOROAIA",89,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:57",1211,1193,0,17,1,617,599,0,17,1,551,66,1400,783,6,128,71,98,6,140,44,0,58
15,COVASNA,"CĂMIN CULTURAL RACOŞUL DE SUS",69,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:35:16",749,738,0,7,4,334,323,0,7,4,300,34,800,466,11,6,5,1,231,3,4,37,2
15,COVASNA,"CĂMIN CULTURAL ZĂLAN",105,BODOC,63893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:21",541,530,2,5,4,235,226,0,5,4,223,12,600,365,9,2,1,2,202,1,0,6,0
15,COVASNA,"CĂMINUL CULTURAL BARCANI",94,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:03",1012,1007,0,5,0,555,550,0,5,0,460,95,1100,545,22,58,13,53,10,126,148,1,29
15,COVASNA,"CĂMINUL CULTURAL BARCANI",93,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:45",978,971,0,4,3,610,603,0,4,3,544,66,1090,480,10,62,18,44,7,133,227,0,43
15,COVASNA,"CĂMINUL CULTURAL BAŢANII MICI",98,BĂŢANI,63802,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:02",455,442,0,2,11,211,198,0,2,11,189,22,500,289,5,2,1,5,148,0,1,26,1
15,COVASNA,"CĂMINUL CULTURAL BIBORŢENI",66,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:52",592,581,2,9,0,326,317,0,9,0,290,36,600,274,4,5,2,1,183,3,3,88,1
15,COVASNA,"CĂMINUL CULTURAL BIXAD",103,BIXAD,65121,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:19",1401,1376,3,2,20,420,399,0,2,19,387,33,1590,1170,16,9,2,3,341,7,4,0,5
15,COVASNA,"CĂMINUL CULTURAL CĂPENI",68,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:15",861,840,3,8,10,403,385,0,8,10,367,36,900,497,12,8,6,5,275,10,10,39,2
15,COVASNA,"CĂMINUL CULTURAL CATALINA",123,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:13",1098,1095,0,1,2,488,485,0,1,2,437,51,1105,617,11,4,4,1,347,6,4,58,2
15,COVASNA,"CĂMINUL CULTURAL CHICHIŞ",133,CHICHIŞ,64238,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:32",894,860,3,3,28,461,430,0,3,28,434,27,990,529,7,8,5,4,365,27,4,6,8
15,COVASNA,"CĂMINUL CULTURAL DALNIC",136,DALNIC,65147,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:50",746,742,0,1,3,448,444,0,1,3,389,59,890,442,14,8,1,4,240,15,2,102,3
15,COVASNA,"CĂMINUL CULTURAL DIN BODOC",104,BODOC,63893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:37",949,929,1,4,15,516,497,0,4,15,497,19,999,483,13,5,4,3,450,8,4,9,1
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL FOTOŞ",150,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:59",298,289,0,3,6,228,219,0,3,6,188,40,407,179,3,7,0,0,166,2,0,10,0
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL GHIDFALĂU",147,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:43",928,904,2,5,17,524,500,2,5,17,442,82,1008,484,18,8,5,3,345,5,7,47,4
15,COVASNA,"CĂMINUL CULTURAL ESTELNIC",141,ESTELNIC,65154,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:10",695,655,2,11,27,480,442,0,11,27,437,43,690,210,11,18,4,10,137,20,0,236,1
15,COVASNA,"CĂMINUL CULTURAL HĂGHIG",151,HĂGHIG,64390,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:55:05",1460,1402,1,6,51,790,733,0,6,51,618,172,1590,800,26,20,19,36,103,128,233,14,39
15,COVASNA,"CĂMINUL CULTURAL HĂTIUCA",125,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:14",384,381,1,2,0,234,232,0,2,0,214,20,500,266,5,2,1,1,187,3,2,13,0
15,COVASNA,"CĂMINUL CULTURAL HILIB",169,OJDULA,64602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:01",221,210,0,7,4,108,97,0,7,4,96,12,240,132,13,5,0,1,53,1,8,15,0
15,COVASNA,"CĂMINUL CULTURAL ILIENI",153,ILIENI,64425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:26",861,846,2,8,5,539,525,1,8,5,488,51,1023,484,5,13,5,1,344,14,3,97,6
15,COVASNA,"CĂMINUL CULTURAL LUNGA",65,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:47",295,272,0,8,15,295,272,0,8,15,266,29,1100,805,4,3,0,1,217,3,2,34,2
15,COVASNA,"CĂMINUL CULTURAL LUTOASA",162,MERENI,65105,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:27",350,332,0,5,13,208,190,0,5,13,173,35,390,182,1,0,0,2,162,4,0,4,0
15,COVASNA,"CĂMINUL CULTURAL MĂRCUŞA",127,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:21",511,510,0,1,0,240,239,0,1,0,222,18,600,360,8,5,4,0,190,2,0,10,3
15,COVASNA,"CĂMINUL CULTURAL MERENI",161,MERENI,65105,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:02",715,681,1,3,30,423,390,0,3,30,385,38,800,377,13,10,2,7,330,7,2,12,2
15,COVASNA,"CĂMINUL CULTURAL MICFALĂU",163,MICFALĂU,65139,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:12",1473,1470,2,1,0,455,454,0,1,0,430,25,1590,1135,11,11,4,3,375,2,5,17,2
15,COVASNA,"CĂMINUL CULTURAL NR.1 ZAGON",206,ZAGON,65011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:42",1719,1623,3,9,84,1088,995,0,9,84,1023,65,1890,802,21,13,10,2,943,12,6,14,2
15,COVASNA,"CĂMINUL CULTURAL OZUN",170,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:57",938,919,1,4,14,417,399,0,4,14,376,41,1040,623,5,8,5,6,246,79,4,20,3
15,COVASNA,"CĂMINUL CULTURAL PĂDURENI",166,MOACŞA,64568,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:00",270,269,0,1,0,102,101,0,1,0,89,13,299,197,1,1,1,0,85,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL PĂPĂUŢI",208,ZAGON,65011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:05",1042,1018,3,4,17,610,589,0,4,17,568,42,1100,490,20,134,13,28,275,59,36,2,1
15,COVASNA,"CĂMINUL CULTURAL PETENI",214,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:21:04",132,120,0,6,6,47,35,0,6,6,37,10,200,153,1,1,0,2,29,3,0,1,0
15,COVASNA,"CĂMINUL CULTURAL PETRICENI",186,SÂNZIENI,64826,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:16",738,733,0,5,0,178,173,0,5,0,148,30,800,622,7,2,1,2,130,3,0,3,0
15,COVASNA,"CĂMINUL CULTURAL RECI",179,RECI,64773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:03",1173,1150,1,1,21,486,463,1,1,21,441,45,1190,704,3,1,1,1,397,3,1,29,5
15,COVASNA,"CĂMINUL CULTURAL SACIOVA",182,RECI,64773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:49:12",120,107,0,6,7,72,59,0,6,7,65,7,200,128,3,2,0,3,50,2,0,5,0
15,COVASNA,"CĂMINUL CULTURAL SURCEA",213,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:21",492,475,1,5,11,148,134,0,5,9,139,9,500,352,3,2,0,1,115,4,1,13,0
15,COVASNA,"CĂMINUL CULTURAL TĂLIŞOARA",116,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:14",653,608,1,7,37,263,219,0,7,37,252,11,700,437,1,4,2,0,224,1,0,19,1
15,COVASNA,"CĂMINUL CULTURAL TAMAŞFALĂU",212,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:06",161,146,0,11,4,161,146,0,11,4,133,28,500,339,1,1,2,1,112,1,1,12,2
15,COVASNA,"CĂMINUL CULTURAL TINOASA",64,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:49",339,326,3,10,0,105,95,0,10,0,102,3,400,295,2,2,0,0,73,3,1,20,1
15,COVASNA,"CĂMINUL CULTURAL ŢUFALAU",111,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:32",199,176,0,18,5,133,110,0,18,5,123,10,200,67,4,4,38,1,69,1,0,4,2
15,COVASNA,"CĂMINUL CULTURAL TURIA",193,TURIA,64871,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:35:16",1063,1006,4,6,47,415,362,0,6,47,397,18,1090,675,8,4,2,3,362,1,0,16,1
15,COVASNA,"CĂMINUL CULTURAL VALEA SCURTĂ",142,ESTELNIC,65154,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:54",226,207,0,9,10,178,159,0,9,10,161,17,306,128,5,4,2,5,76,5,0,64,0
15,COVASNA,"CĂMINUL CULTURAL VÎRGHIŞ",205,VÂRGHIŞ,64997,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:11",1524,1484,4,9,27,835,798,1,9,27,792,43,1590,755,18,26,3,14,572,6,7,143,3
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA",209,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:15",1268,1234,3,8,23,439,410,0,8,21,397,42,1290,851,8,5,6,5,321,14,9,25,4
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA (PAVA)",211,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:57",694,682,1,5,6,147,136,0,5,6,125,22,802,655,3,2,0,0,98,8,2,12,0
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA CLUBUL TINERETULUI",167,OJDULA,64602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:07",1402,1382,0,2,18,589,569,0,2,18,505,84,1600,1011,59,18,5,9,237,23,21,130,3
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA SALA MARE",168,OJDULA,64602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:25",1366,1341,0,5,20,791,766,0,5,20,711,80,1450,659,27,22,5,14,390,25,24,200,4
15,COVASNA,"CASA CANTORIALĂ AITA MEDIE",91,"AITA MARE",63777,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:06",656,634,2,6,14,386,364,2,6,14,350,36,700,314,8,4,96,17,130,32,4,58,1
15,COVASNA,"CASA COMUNALA MĂRTINENI",126,CATALINA,64130,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:06",498,491,0,7,0,248,241,0,7,0,203,45,504,256,5,4,3,0,154,3,6,26,2
15,COVASNA,"CASA COMUNITARĂ - PARTER",185,SÂNZIENI,64826,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 21:57:06",224,219,0,5,0,72,67,0,5,0,64,8,300,228,3,4,0,1,50,1,0,4,1
15,COVASNA,"CASA DE CULTURĂ BARAOLT",71,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:47:39",1208,1184,6,10,8,543,525,0,10,8,475,68,1200,657,8,6,1,4,345,19,6,85,1
15,COVASNA,"CASA DE CULTURĂ-CHIURUŞ",75,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:25",405,396,0,8,1,185,176,0,8,1,164,21,490,305,4,18,1,2,125,3,2,7,2
15,COVASNA,"CASA DE CULTURĂ ”KÓNYA ÁDÁM”",1,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:57",1190,1176,0,13,1,306,292,0,13,1,257,49,1214,908,9,6,5,2,171,13,13,31,7
15,COVASNA,"CASĂ ”MAGAZIN OLTENI”",106,BODOC,63893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:47",536,526,1,5,4,302,293,0,5,4,269,33,600,298,14,3,3,0,237,4,3,4,1
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:32",660,635,4,0,21,283,262,0,0,21,264,19,690,407,7,8,4,3,184,6,2,50,0
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:39:26",213,202,0,1,10,125,114,0,1,10,111,14,300,175,2,1,1,0,94,3,0,9,1
15,COVASNA,"CASA MUNICIPALĂ DE CULTURĂ ”VIGADÓ” TÂRGU SECUIESC",51,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:11",1356,1337,7,7,5,436,424,0,7,5,395,41,1490,1054,8,5,3,2,286,14,4,72,1
15,COVASNA,"CENTRUL CULTURAL BREŢCU",120,BREŢCU,64096,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:02",860,844,1,2,13,339,324,0,2,13,296,43,1000,661,8,15,9,33,149,21,48,9,4
15,COVASNA,"CENTRUL CULTURAL BREŢCU",119,BREŢCU,64096,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:23:51",1135,1103,1,2,29,518,487,0,2,29,487,31,1190,672,8,7,25,16,376,12,18,23,2
15,COVASNA,"CENTRUL CULTURAL ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:16",1209,1199,1,9,0,553,544,0,9,0,524,29,1304,751,9,123,78,35,4,142,47,2,84
15,COVASNA,"CENTRUL DE ZI PENTRU COPII IARĂȘ",152,HĂGHIG,64390,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:13",375,362,0,10,3,239,226,0,10,3,180,59,400,161,5,6,7,25,8,36,69,0,24
15,COVASNA,"CENTRUL MULTIFUNCŢIONAL BELIN VALE",102,BELIN,63866,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:27",1122,1112,1,9,0,512,502,1,9,0,384,128,1200,688,248,11,2,44,67,7,3,2,0
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL BICFALĂU",174,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:28",305,288,2,8,7,168,153,0,8,7,159,9,325,157,4,2,1,0,142,6,2,1,1
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL VALEA MARE",199,"VALEA MARE",65099,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:22",956,927,1,15,13,625,596,1,15,13,544,81,990,365,7,128,62,54,3,65,103,2,120
15,COVASNA,"CLĂDIREA CONSILIULUI LOCAL CERNAT, ALBIŞ",131,CERNAT,64194,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:52",341,313,2,0,26,175,149,0,0,26,162,13,400,225,5,6,0,0,137,5,0,9,0
15,COVASNA,"CLĂDIRE ADMINISTRATIVĂ (FOSTUL SEDIU AL ŞCOLII) LUNCA OZUNULUI",176,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:49:50",164,153,0,6,5,87,76,0,6,5,75,12,170,83,4,6,1,6,9,35,12,1,1
15,COVASNA,"CLĂDIRE AFLATĂ ÎN DOMENIUL PUBLIC AL COMUNEI GHIDFALĂU, SAT ANGHELUŞ",148,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:57",551,540,4,3,4,244,237,0,3,4,227,17,600,356,10,1,0,0,190,3,3,19,1
15,COVASNA,"CLĂDIREA FOSTEI ŞCOLI GENERALE CU CLASELE I-IV ERESTEGHIN",165,MOACŞA,64568,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:56",72,67,0,5,0,72,67,0,5,0,68,4,300,228,4,1,0,0,55,1,3,4,0
15,COVASNA,"CLĂDIREA POPICĂRIEI ZOLTAN",149,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:12",362,353,0,5,4,237,228,0,5,4,207,30,405,168,5,6,3,2,160,6,0,24,1
15,COVASNA,"CLĂDIREA ȘCOLII ELEMENTARE",175,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 21:57:31",103,98,0,5,0,39,34,0,5,0,35,4,110,71,1,0,0,0,30,4,0,0,0
15,COVASNA,"CLĂDIREA ȘCOLII GENERALE",173,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:16",433,419,1,7,6,201,188,0,7,6,180,21,475,274,3,4,2,6,139,14,6,5,1
15,COVASNA,"CLĂDIREA ȘCOLII NOI „TATRANGI SÁNDOR”",171,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:30",1262,1244,2,3,13,633,616,1,3,13,599,34,1400,767,11,14,7,8,399,130,6,20,4
15,COVASNA,"CLĂDIRE PRIMARIEI CĂMINUL CULTURAL BAŢANII MARI",97,BĂŢANI,63802,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:37",1654,1600,1,4,49,849,796,0,4,49,746,103,1790,941,46,17,6,2,568,15,7,83,2
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL BRĂDUŢ",115,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:27",717,696,0,7,14,312,291,0,7,14,285,27,790,478,7,2,0,2,255,2,3,12,2
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL DOBOŞENI",117,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:40",1469,1449,0,2,18,414,394,0,2,18,347,47,1500,1106,28,5,0,9,280,10,9,5,1
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL FILIA",118,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:03",999,961,0,3,35,453,415,0,3,35,417,36,1100,647,5,4,3,2,397,0,1,2,3
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL SÂNZIENI",184,SÂNZIENI,64826,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:22",999,999,0,0,0,326,326,0,0,0,287,39,1100,774,22,4,1,1,252,2,1,3,1
15,COVASNA,"CLUBUL NR. 2 ZĂBALA",210,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:43",826,815,0,4,7,271,260,0,4,7,224,47,900,629,4,20,9,17,82,44,39,7,2
15,COVASNA,"CLUBUL ORĂȘENESC- COVASNA",77,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:37",1313,1283,3,10,17,445,418,0,10,17,422,23,1400,955,7,12,2,11,322,14,26,25,3
15,COVASNA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",14,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:56",971,957,1,11,2,281,268,0,11,2,274,7,1102,821,2,3,4,2,211,11,8,30,3
15,COVASNA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",15,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:11",878,868,0,10,0,208,198,0,10,0,202,6,1000,792,2,4,3,5,149,10,5,16,8
15,COVASNA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",16,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:00",879,864,4,10,1,220,209,0,10,1,209,11,1000,780,2,3,2,5,149,14,4,17,13
15,COVASNA,"COLEGIUL NAȚIONAL ”SZÉKELY MIKÓ”",2,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:10",631,619,7,5,0,209,204,0,5,0,198,11,700,491,4,1,3,3,155,8,2,13,9
15,COVASNA,"CONSILIUL LOCAL BOROSNEU MARE",107,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:06",1341,1263,2,57,19,571,494,1,57,19,517,54,1290,719,9,13,224,3,243,19,0,6,0
15,COVASNA,"DIRECŢIA FINANŢE PUBLICE MUNICIPALE",6,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:39",744,718,13,11,2,228,215,0,11,2,221,7,800,572,2,3,4,4,160,10,17,15,6
15,COVASNA,"FOSTA ŞCOALA GENERALĂ CÂMPUL FRUMOS",48,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:17",337,323,0,9,5,110,96,0,9,5,96,14,400,290,3,2,5,4,59,3,5,11,4
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL ”BENEDEK ELEK” TÂRGU SECUIESC",55,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:00",1352,1337,3,10,2,366,354,0,10,2,345,21,1500,1134,5,6,5,3,231,17,7,69,2
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL CRASNA",192,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:18",476,469,0,6,1,224,217,0,6,1,185,39,500,276,5,32,23,7,3,71,38,0,6
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 SITA BUZĂULUI",190,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:19",876,870,0,6,0,410,404,0,6,0,343,67,900,490,16,63,26,31,5,108,78,0,16
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 TÂRGU SECUIESC",60,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:42",906,886,0,20,0,291,271,0,20,0,279,12,900,609,2,4,4,6,196,8,4,54,1
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL SÂNCRAIU",154,ILIENI,64425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:32",383,365,2,15,1,225,209,0,15,1,206,19,402,177,6,6,5,0,116,10,1,58,4
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",24,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:13",1265,1255,0,10,0,257,247,0,10,0,244,13,1400,1143,3,7,4,6,165,25,10,16,8
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",25,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:50:44",862,854,0,8,0,164,156,0,8,0,150,14,900,736,1,2,7,5,102,6,4,15,8
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BENEDEK ELEK”",37,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:48",1606,1588,7,11,0,499,488,0,11,0,485,14,1700,1201,3,6,7,14,347,28,13,38,29
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CIMBORA”",73,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:28",1203,1191,2,8,2,544,534,0,8,2,493,51,1200,656,6,14,6,2,356,12,5,87,5
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CSIPKERÓZSIKA” TÂRGU SECUIESC",57,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:56",1366,1354,0,9,3,419,407,0,9,3,400,19,1503,1084,6,2,1,6,281,15,11,77,1
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",12,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:08",1016,998,5,13,0,323,310,0,13,0,309,14,1100,777,7,2,2,4,256,4,6,22,6
