precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA ELECTORALĂ ""ALIANȚA PENTRU MODERNIZAREA NEAMȚULUI 2020""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",46,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:27",1429,1406,5,18,0,481,463,0,18,0,450,31,1600,1119,63,39,126,13,93,102,14
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ELENA CUZA”",47,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:28",1356,1346,1,9,0,452,443,0,9,0,422,30,1500,1048,72,42,128,7,58,109,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",282,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:14",1063,1053,0,3,7,515,505,0,3,7,444,71,1200,685,63,28,67,1,9,266,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",283,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:22",1139,1121,3,9,6,571,556,0,9,6,525,46,1200,629,240,32,101,7,14,125,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”, CORP A",280,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:10:42",1221,1208,2,9,2,636,624,1,9,2,577,59,1300,664,265,57,90,11,23,123,8
29,NEAMŢ,"SCOALA GIMNAZIALA FUNDATURA",470,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:28",562,533,0,18,11,290,261,0,18,11,252,38,600,310,15,25,10,0,2,195,5
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 1)",278,GÂDINŢI,125150,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:29",1002,999,0,3,0,440,437,0,3,0,381,59,1100,660,12,20,131,7,15,187,9
29,NEAMŢ,"SCOALA GIMNAZIALA GADINTI (CORP 2)",279,GÂDINŢI,125150,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:57:43",1038,1036,0,2,0,472,470,0,2,0,389,83,1200,728,17,24,159,2,7,175,5
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENEŞTI, CORP B",252,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:17",1635,1629,0,5,1,577,571,0,5,1,495,82,1800,1223,42,35,236,3,46,119,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE PATRAŞCU” BURUIENESTI, CORP C",253,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:16",1489,1483,0,6,0,510,504,0,6,0,451,59,1600,1090,49,16,211,1,48,111,15
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",237,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:54",870,866,1,3,0,484,481,0,3,0,425,59,1000,516,46,96,118,3,34,118,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",238,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:13",936,929,1,6,0,505,499,0,6,0,438,67,1000,495,49,92,127,1,18,143,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „GRIGORE STURZU” TIRZIA",221,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:55",629,620,0,5,4,285,276,0,5,4,259,26,700,415,7,29,65,2,20,126,10
29,NEAMŢ,"SCOALA GIMNAZIALA ICUSESTI",314,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:57",625,614,0,5,6,265,254,0,5,6,227,38,700,435,20,69,91,1,7,29,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „IEREMIA IRIMESCU” BRUSTURI",218,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:57",1563,1535,1,15,12,813,785,1,15,12,742,71,1700,887,38,59,238,2,70,322,13
29,NEAMŢ,"SCOALA GIMNAZIALA I.GERVESCU SAVINESTI",415,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:08",1734,1724,1,7,2,413,405,0,7,1,381,32,1900,1487,52,49,126,2,24,118,10
29,NEAMŢ,"SCOALA GIMNAZIALA ”I.I. MIRONESCU”",444,TAZLĂU,124616,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:11",1056,1042,1,4,9,572,559,0,4,9,485,87,1203,631,29,18,134,0,111,182,11
29,NEAMŢ,"SCOALA GIMNAZIALA INGARESTI",472,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:14",733,723,0,6,4,335,325,0,6,4,303,32,800,465,28,36,42,1,13,179,4
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN GRIGORE TEODORESCU”",206,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:14",893,884,2,6,1,369,362,0,6,1,337,32,1000,631,23,12,114,1,31,144,12
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN LUCA ” FARCASA",272,FARCAŞA,122551,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:09:47",1125,1121,0,3,1,582,578,0,3,1,533,49,1200,618,28,101,188,3,14,164,35
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A1, LOC. HUMULEŞTI",148,"ORAŞ TÂRGU-NEAMŢ",121055,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:22",499,490,2,7,0,198,191,0,7,0,188,10,600,402,7,7,46,1,8,113,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP A, LOC. HUMULEŞTI",147,"ORAŞ TÂRGU-NEAMŢ",121055,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:21",1694,1684,0,8,2,677,667,0,8,2,649,28,1900,1223,35,35,220,6,38,300,15
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”, CORP B, LOC. HUMULEŞTI",146,"ORAŞ TÂRGU-NEAMŢ",121055,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:11:12",1593,1580,2,8,3,739,728,0,8,3,679,60,1700,961,41,28,146,5,28,412,19
29,NEAMŢ,"ȘCOALA GIMNAZIALǍ ”IUSTIN PÎRVU”",376,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:49:30",1312,1299,1,2,10,670,657,1,2,10,620,50,1500,830,21,183,142,4,23,222,25
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,LOCALITATEA IZVOARE",162,BAHNA,121153,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:42",1115,1061,0,7,47,674,627,0,5,42,513,114,1200,573,38,17,225,0,6,216,11
29,NEAMŢ,"SCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",355,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:25",1138,1130,1,3,4,499,491,1,3,4,446,53,1300,801,35,35,148,2,25,194,7
29,NEAMŢ,"ŞCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",357,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:37",1008,997,0,4,7,459,448,0,4,7,412,47,1100,641,32,21,149,2,19,184,5
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",98,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:02:08",1385,1377,1,7,0,463,456,0,7,0,437,26,1500,1037,27,31,114,33,92,131,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU FILIOARA",150,AGAPIA,121108,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:21",858,847,0,7,4,513,502,0,7,4,462,51,1000,487,8,30,136,1,25,257,5
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL ” RUGINOASA",402,RUGINOASA,125105,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:47",710,656,1,15,38,452,399,0,15,38,421,31,700,248,17,63,226,2,9,97,7
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ” NICOLAE APOSTOL” RUGINOASA",401,RUGINOASA,125105,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:20",648,594,0,17,37,438,386,0,17,35,396,42,700,262,14,73,207,0,8,86,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NICOLAE GRIGORESCU AGAPIA",149,AGAPIA,121108,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:30:56",1476,1462,0,2,12,745,731,0,2,12,657,88,1600,855,23,50,127,2,33,409,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT OANȚU",350,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:48",1284,1266,2,5,11,743,728,0,5,10,659,84,1400,657,60,40,237,6,112,180,24
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT PÎNGĂRĂCIOR",347,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:15",1731,1706,3,14,8,890,868,0,14,8,786,104,1900,1010,47,35,362,4,124,201,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” -SAT PÎNGĂRAȚI - PUNCT CASTEL",348,PÂNGĂRAŢI,123601,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:16",624,617,2,5,0,327,322,0,5,0,307,20,700,373,32,22,116,2,48,81,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA” - SAT STEJARU",349,PÂNGĂRAŢI,123601,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:36",878,867,2,8,1,430,421,0,8,1,396,34,900,470,56,14,133,7,68,108,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",53,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:01",1356,1351,1,4,0,395,391,0,4,0,370,25,1500,1105,59,34,113,5,49,104,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",48,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:00",1181,1169,2,10,0,356,346,0,10,0,334,22,1300,944,57,34,95,3,43,94,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",49,"MUNICIPIUL PIATRA-NEAMŢ",120726,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:16:16",1352,1342,2,8,0,426,416,2,8,0,412,14,1500,1074,52,29,130,5,69,109,18
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",51,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:15",1369,1356,2,11,0,441,430,0,11,0,425,16,1500,1059,62,36,132,11,74,95,15
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",52,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:39:49",1385,1377,1,7,0,433,426,0,7,0,412,21,1500,1067,57,32,112,4,95,98,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”NICU ALBU”",50,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:32",1215,1210,0,5,0,366,361,0,5,0,348,18,1300,934,52,32,97,2,69,79,17
29,NEAMŢ,"SCOALA GIMNAZIALA NR.1",176,BICAZ-CHEI,121297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:29",1042,1040,0,1,1,587,585,0,1,1,545,42,1200,613,28,94,305,0,7,102,9
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",377,POIENARI,123709,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:56",984,965,0,0,19,582,563,0,0,19,496,86,1100,518,55,27,62,4,27,316,5
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",363,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:30",1300,1297,1,2,0,581,579,0,2,0,501,80,1400,819,29,41,119,1,22,285,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",63,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:25",1853,1842,4,7,0,617,610,0,7,0,588,29,2000,1383,126,55,155,9,96,130,17
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",247,DOCHIA,125098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:12",801,801,0,0,0,376,376,0,0,0,324,52,900,524,16,25,90,4,6,181,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1",248,DOCHIA,125098,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:54",1106,1101,3,2,0,597,595,0,2,0,508,89,1200,603,35,49,156,2,13,247,6
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1",178,"BICAZU ARDELEAN",121340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:28",1354,1334,1,6,13,618,598,1,6,13,557,61,1500,882,32,43,275,4,81,108,14
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.11",20,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:27",1434,1427,0,7,0,455,448,0,7,0,410,38,1600,1152,90,48,87,5,43,118,19
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 CACIULESTI",291,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:59",596,587,0,9,0,303,294,0,9,0,274,29,600,297,42,22,42,12,14,138,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 DOLJEŞTI",249,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:59",1027,1019,1,4,3,457,450,0,4,3,384,73,1200,743,32,16,158,2,27,142,7
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",267,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:30",1595,1586,3,6,0,647,640,1,6,0,607,40,1800,1153,45,71,232,5,95,142,17
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",268,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:48",1727,1722,1,3,1,611,607,0,3,1,543,68,1900,1289,76,69,163,6,82,129,18
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",228,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:12",1396,1369,5,3,19,672,649,1,3,19,626,46,1500,828,35,41,134,16,244,129,27
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",229,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:15",1062,1031,0,3,28,549,518,0,3,28,518,31,1201,652,32,39,111,6,222,98,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1, LOC ZĂNEŞTI",489,ZĂNEŞTI,125061,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:48",1471,1455,0,3,13,729,713,0,3,13,672,57,1600,871,63,129,146,3,34,265,32
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 PILDEŞTI",232,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:30",1806,1757,0,2,47,804,755,0,2,47,722,82,2001,1197,34,17,512,5,94,47,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 PILDEŞTI",231,CORDUN,120888,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:18",1795,1752,7,6,30,827,791,2,4,30,762,65,1904,1077,29,30,533,6,97,56,11
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 RADENI",342,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:13",774,767,0,7,0,407,400,0,7,0,354,53,800,393,40,58,87,1,22,142,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1 RĂUCEŞTI",382,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:25",1315,1295,1,16,3,701,682,0,16,3,638,63,1400,699,73,25,178,2,76,278,6
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.1 ȚIBUCANI",466,ŢIBUCANI,124803,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:58",1292,1269,0,16,7,809,786,0,16,7,703,106,1400,591,82,78,123,0,37,362,21
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 2",175,BICAZ-CHEI,121297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:33",800,796,0,4,0,386,382,0,4,0,354,32,900,514,8,43,206,5,4,86,2
29,NEAMŢ,"ŞCOALA GIMNAZIALA NR.2",179,"BICAZU ARDELEAN",121340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:25",1100,1083,0,7,10,447,430,0,7,10,410,37,1200,753,21,28,223,2,56,76,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.2",41,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:39",1135,1125,1,9,0,377,368,0,9,0,361,16,1200,823,43,35,96,5,58,111,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.2",42,"MUNICIPIUL PIATRA-NEAMŢ",120726,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:44:07",1357,1341,4,12,0,398,385,1,12,0,380,18,1500,1102,36,37,109,4,64,116,14
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.2",38,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:44",1047,1039,1,7,0,379,372,0,7,0,362,17,1100,721,39,29,119,7,59,97,12
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.2",39,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:43",932,924,5,3,0,310,307,0,3,0,294,16,1000,690,53,31,85,1,42,74,8
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.2",40,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:18",871,862,0,9,0,295,286,0,9,0,288,7,1000,705,43,24,67,4,36,109,5
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 2 IZVOARE",269,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:01",1047,1038,4,5,0,451,446,0,5,0,415,36,1100,649,77,32,179,2,45,69,11
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 2, LOC ZĂNEŞTI",488,ZĂNEŞTI,125061,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:50",1596,1575,1,10,10,745,725,0,10,10,675,70,1800,1055,66,168,160,6,40,221,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 2 ”MIHAIL KOGĂLNICEANU” RĂUCEŞTI",383,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:43",610,597,0,5,8,326,313,0,5,8,295,31,700,374,30,22,77,0,37,122,7
29,NEAMŢ,"SCOALA GIMNAZIALA NR.3",177,BICAZ-CHEI,121297,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:19",708,700,0,2,6,491,483,0,2,6,444,47,800,309,19,100,229,0,4,89,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.3",1,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:54",936,920,8,8,0,293,285,0,8,0,276,17,1000,707,43,29,76,2,38,78,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.3",2,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:53",937,926,0,11,0,310,299,0,11,0,287,23,1000,690,27,39,85,5,28,93,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.3",3,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:27",1134,1117,6,11,0,393,382,0,11,0,368,25,1200,807,52,34,117,3,47,104,11
29,NEAMŢ,"SCOALA GIMNAZIALA NR 3 CUT",271,"DUMBRAVA ROŞIE",120771,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:33",1260,1255,2,3,0,570,567,0,3,0,508,62,1400,830,73,28,278,0,28,82,19
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 3 CUT",270,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:37",918,909,1,8,0,399,391,0,8,0,333,66,1000,601,44,21,154,4,39,57,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.3 ȚIBUCANI",467,ŢIBUCANI,124803,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:20",837,821,0,12,4,549,533,0,12,4,481,68,900,351,53,35,66,1,32,279,15
29,NEAMŢ,"SCOALA GIMNAZIALA NR 4 BRASAUTI",266,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:02",604,595,2,7,0,302,295,0,7,0,268,34,700,398,38,27,91,1,16,88,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.5",23,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:11",1502,1495,1,6,0,396,390,0,6,0,360,36,1700,1304,57,33,106,3,56,93,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.5",24,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:27",1390,1377,3,9,1,454,444,0,9,1,427,27,1500,1046,52,32,119,3,68,135,18
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.7",35,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:24",1618,1607,1,10,0,559,548,1,10,0,506,53,1800,1241,128,37,118,8,48,142,25
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.8",13,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:13",1290,1276,1,13,0,441,428,0,13,0,423,18,1400,959,56,48,111,5,65,118,20
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.8",14,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:31",1447,1438,0,9,0,447,438,0,9,0,417,30,1600,1153,61,68,87,3,56,134,8
29,NEAMŢ,"SCOALA GIMNAZIALA ” OTILIA CAZIMIR ” COTU VAMES",312,HORIA,120922,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:24",1377,1371,0,5,1,530,524,0,5,1,477,53,1500,970,38,43,216,8,41,115,16
29,NEAMŢ,"ŞCOALA GIMNAZIALA PETRU VODA",375,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:12",1100,1079,2,4,15,473,453,1,4,15,424,49,1200,727,12,87,55,0,7,257,6
29,NEAMŢ,"SCOALA GIMNAZIALA PLUTON",367,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:59",840,835,0,5,0,381,376,0,5,0,339,42,1000,619,15,26,103,0,16,175,4
29,NEAMŢ,"SCOALA GIMNAZIALA POIENI,COMUNA PIATRA SOIMULUI",356,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:50",1116,1107,0,7,2,651,642,0,7,2,525,126,1200,549,26,38,148,0,24,285,4
29,NEAMŢ,"SCOALA GIMNAZIALA ”PROF. GHEORGHE DUMITREASA” GIROV",290,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:54",1383,1373,2,7,1,647,639,0,7,1,570,77,1400,753,142,65,121,16,47,161,18
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ROMAN MUŞAT”",107,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:59",1271,1262,1,8,0,342,334,0,8,0,326,16,1400,1058,15,18,86,16,90,94,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ROMAN MUŞAT”",108,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:54",1407,1395,3,9,0,401,392,0,9,0,380,21,1600,1199,21,25,117,16,92,100,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ROMAN MUŞAT”",106,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:54",1317,1306,5,6,0,375,369,0,6,0,361,14,1400,1025,18,19,115,15,74,110,10
29,NEAMŢ,"ŞCOALA GIMNAZIALA SAT COSTISA",233,COSTIŞA,122132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:04",1426,1399,0,7,20,737,710,0,7,20,640,97,1500,763,56,119,148,5,29,273,10
