precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA ELECTORALĂ ""ALIANȚA PENTRU MODERNIZAREA NEAMȚULUI 2020""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",210,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:16",837,815,1,21,0,386,365,0,21,0,349,37,900,514,22,27,108,3,28,143,18
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",371,PODOLENI,123674,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:43",886,873,0,8,5,449,436,0,8,5,407,42,1000,551,27,28,216,1,7,126,2
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL OCOL",18,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:24",1937,1863,2,51,21,675,603,0,51,21,644,31,2000,1325,119,59,187,7,75,175,22
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL POIANA",220,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:09",662,649,1,9,3,369,357,0,9,3,306,63,700,331,14,30,48,4,20,160,30
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL POIANA",334,NEGREŞTI,125169,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:33",326,318,0,6,2,166,158,0,6,2,146,20,400,234,21,28,57,0,2,35,3
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL ROTUNDA",250,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:02",1314,1306,0,8,0,436,428,0,8,0,388,48,1400,964,82,7,125,1,55,116,2
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL SAVINESTI",417,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:28",688,680,1,7,0,278,271,0,7,0,263,15,800,522,25,23,101,3,30,76,5
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL VAD",254,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:12",710,702,0,4,4,393,385,0,4,4,344,49,800,407,56,20,193,1,6,61,7
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE DE COLŢ”",74,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:50",1282,1276,0,6,0,396,390,0,6,0,371,25,1400,1004,51,33,105,4,53,115,10
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE DE COLŢ”",73,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:27:43",1520,1506,6,8,0,432,424,0,8,0,410,22,1700,1268,69,21,121,8,74,109,8
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",26,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:37",1252,1241,1,10,0,362,352,0,10,0,349,13,1400,1038,60,32,86,5,48,106,12
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",27,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:45",1341,1327,1,13,0,400,387,0,13,0,370,30,1500,1100,69,32,87,2,50,118,12
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",25,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:16",1345,1331,1,13,0,381,368,0,13,0,349,32,1500,1119,62,36,91,5,46,99,10
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",136,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:21",538,516,1,11,10,262,241,0,11,10,247,15,600,338,21,13,56,4,19,123,11
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3 CORP B",10,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:20",1033,1018,1,13,1,346,332,0,13,1,318,28,1100,754,53,35,96,4,38,83,9
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.6",4,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:52",982,967,0,15,0,344,329,0,15,0,321,23,1100,756,36,23,89,8,53,103,9
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",17,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:02",913,903,0,10,0,273,263,0,10,0,251,22,1000,727,38,25,52,6,31,84,15
29,NEAMŢ,"GRADINIŢA CU PROGRAM PRELUNGIT SAVINESTI",418,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:52",564,555,1,8,0,247,239,0,8,0,228,19,600,353,25,16,111,0,12,63,1
29,NEAMŢ,"GRADINITA DE COPII",313,HORIA,120922,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:23",1315,1308,1,5,1,536,530,0,5,1,498,38,1400,864,30,32,215,3,62,144,12
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 1 CU PROGRAM PRELUNGIT",96,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:11",1414,1401,0,13,0,404,391,0,13,0,383,21,1500,1096,19,25,127,18,64,120,10
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 1 CU PROGRAM PRELUNGIT",97,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:24",1434,1424,1,8,1,386,377,0,8,1,374,12,1600,1214,24,20,133,11,91,87,8
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 2 CU PROGRAM PRELUNGIT",77,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:15",1208,1185,1,9,13,429,407,0,9,13,406,23,1300,871,18,17,121,22,74,148,6
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 4 CU PROGRAM NORMAL",93,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:32",1387,1381,2,4,0,452,448,0,4,0,433,19,1500,1048,26,28,155,19,132,64,9
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 5 CU PROGRAM NORMAL",109,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:01",1541,1535,0,6,0,507,501,0,6,0,482,25,1700,1193,26,29,166,39,90,123,9
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 5 CU PROGRAM PRELUNGIT",94,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:38",1542,1534,2,6,0,480,474,0,6,0,448,32,1700,1220,24,16,145,31,86,142,4
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 6 CU PROGRAM NORMAL",84,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:14",1410,1395,0,12,3,487,472,0,12,3,447,40,1600,1113,41,26,161,21,93,99,6
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 6 CU PROGRAM PRELUNGIT",78,"MUNICIPIUL ROMAN",120860,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:12:15",1254,1242,1,6,5,430,419,0,6,5,400,29,1402,973,21,17,167,23,54,111,7
29,NEAMŢ,"GRADINITA NR.2 UNGURENI",481,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:17",1486,1483,0,3,0,724,721,0,3,0,608,116,1700,976,35,48,167,6,24,319,9
29,NEAMŢ,"GRĂDINIȚA REDIU",183,BIRA,121386,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:57",568,555,0,12,1,314,301,0,12,1,276,38,600,286,19,12,78,0,17,142,8
29,NEAMŢ,"GRADINITA SOCEA",394,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:59",639,619,0,16,4,329,309,0,16,4,295,30,700,375,40,24,89,1,12,123,6
29,NEAMŢ,"LICEUL CAROL I",122,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:28",1101,1077,2,10,12,509,487,0,10,12,480,29,1200,691,35,38,149,4,58,186,10
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",100,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:46",1101,1087,1,13,0,349,336,0,13,0,334,15,1200,851,22,12,107,26,67,96,4
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",12,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:11",1130,1121,0,9,0,394,385,0,9,0,377,17,1200,806,59,37,93,6,62,107,13
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",11,"MUNICIPIUL PIATRA-NEAMŢ",120726,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:07",1310,1300,1,9,0,467,458,0,9,0,437,30,1500,1033,66,25,136,3,67,131,9
29,NEAMŢ,"LICEUL DE ARTE ”VICTOR BRAUNER” - CORPUL B",6,"MUNICIPIUL PIATRA-NEAMŢ",120726,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:07:56",1257,1245,1,11,0,415,404,0,11,0,393,22,1400,985,61,27,118,8,65,98,16
29,NEAMŢ,"LICEUL ”MIHAIL SADOVEANU”(CORPUL B)",196,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:06",880,874,1,4,1,479,474,0,4,1,434,45,800,321,17,48,84,2,15,230,38
29,NEAMŢ,"LICEUL TEHNOLOGIC",351,PETRICANI,123424,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:49",1445,1441,0,4,0,726,722,0,4,0,661,65,1600,874,29,51,140,2,30,392,17
29,NEAMŢ,"LICEUL TEHNOLOGIC",213,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:22",1076,1069,2,5,0,439,434,0,5,0,367,72,1200,761,54,17,139,1,58,94,4
29,NEAMŢ,"LICEUL TEHNOLOGIC",212,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:01",974,969,0,5,0,360,355,0,5,0,327,33,1100,740,44,13,122,1,59,86,2
29,NEAMŢ,"LICEUL TEHNOLOGIC ADJUDENI",446,TĂMĂŞENI,124634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:18",1623,1619,0,4,0,572,568,0,4,0,502,70,1800,1228,25,21,270,0,99,79,8
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",65,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:42",1407,1391,7,9,0,438,429,0,9,0,387,42,1600,1171,79,38,110,4,45,93,18
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",66,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:02",1266,1258,2,6,0,521,515,0,6,0,457,64,1400,879,128,37,65,7,39,164,17
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA” CORP B",67,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:30",1060,1054,0,6,0,419,413,0,6,0,382,37,1200,781,51,42,104,2,100,70,13
29,NEAMŢ,"LICEUL TEHNOLOGIC ECONOMIC ADMINISTRATIV",58,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:46",1396,1382,4,10,0,515,505,0,10,0,489,26,1500,985,88,41,143,5,101,99,12
29,NEAMŢ,"LICEUL TEHNOLOGIC ”ION CREANGA” PIPIRIG",361,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:14",1469,1466,0,2,1,747,744,0,2,1,685,62,1600,853,36,66,152,1,46,370,14
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI",379,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:49",1672,1638,1,23,10,837,803,1,23,10,761,76,1800,963,39,41,347,5,49,253,27
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI (GRĂDINIŢA NR. 1- CORP C)",385,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:47",848,836,0,12,0,432,420,0,12,0,378,54,900,468,23,18,237,6,6,86,2
29,NEAMŢ,"LICEUL TEHNOLOGIC ”SPIRU HARET”",8,"MUNICIPIUL PIATRA-NEAMŢ",120726,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:41:37",1264,1253,0,11,0,423,412,0,11,0,397,26,1400,977,55,34,117,4,60,117,10
29,NEAMŢ,"LICEUL TEHNOLOGIC „VASILE SAV”",85,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:35",1106,1098,0,8,0,285,277,0,8,0,269,8,1200,923,11,17,95,16,50,77,3
29,NEAMŢ,"LICEUL TEHNOLOGIC „VASILE SAV”",86,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:06",1031,1021,0,10,0,271,261,0,10,0,262,9,1100,829,17,18,95,8,57,58,9
29,NEAMŢ,"LICEUL TEHOLOGIC ”SPIRU HARET”",9,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:05",1113,1100,0,13,0,385,372,0,13,0,371,14,1200,815,51,31,92,3,72,110,12
29,NEAMŢ,"LICEUL TEOLOGIC „EPISCOP MELCHISEDEC”",105,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:57",1321,1311,0,9,1,410,400,0,9,1,395,15,1400,990,24,18,138,22,67,120,6
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",413,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:03",1458,1444,1,7,6,472,459,0,7,6,429,43,1600,1128,88,12,65,7,144,105,8
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",408,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:31",1098,1082,0,9,7,398,382,0,9,7,364,34,1200,802,77,14,64,5,102,100,2
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",410,SĂBĂOANI,124206,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:18",1127,1118,0,3,6,387,378,0,3,6,353,34,1200,813,70,17,62,3,127,73,1
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",411,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:37",1035,1028,0,3,4,408,401,0,3,4,362,46,1200,792,69,18,67,5,116,84,3
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",409,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:06",1873,1845,0,14,14,762,734,0,14,14,688,74,2100,1338,120,40,116,3,247,150,12
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",414,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:23",1107,1100,0,4,3,392,385,0,4,3,356,36,1200,808,67,16,74,5,124,61,9
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",412,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:36",882,877,1,0,4,348,344,0,0,4,337,11,1000,652,51,12,52,1,125,91,5
29,NEAMŢ,"LICEUL ”VASILE CONTA”",138,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:43",1672,1661,1,10,0,661,650,1,10,0,632,29,1800,1139,35,48,164,8,66,293,18
29,NEAMŢ,"MĂNĂSTIREA NEAMȚ",485,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:06",214,207,1,6,0,112,106,0,6,0,101,11,300,188,8,9,24,2,5,52,1
29,NEAMŢ,"MANASTIREA SIHASTRIA",486,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:14",173,162,1,10,0,62,52,0,10,0,57,5,200,138,5,5,6,0,1,39,1
29,NEAMŢ,"PENSIUNEA ELENA",293,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:36",519,508,0,11,0,294,283,0,11,0,273,21,600,306,26,26,94,7,18,100,2
29,NEAMŢ,"PRIMĂRIA BÎRGĂUANI",166,BÂRGĂUANI,121466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:57",469,458,0,2,9,259,248,0,2,9,241,18,500,241,17,17,88,0,6,109,4
29,NEAMŢ,"PRIMĂRIA COMUNEI BĂLŢĂTEŞTI",163,BĂLŢĂTEŞTI,121242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:27",1752,1729,0,8,15,829,806,0,8,15,732,97,1900,1071,71,164,199,7,69,204,18
29,NEAMŢ,"PRIMARIA ORASULUI BICAZ",119,"ORAŞ BICAZ",120968,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:46",1169,1157,1,9,2,548,537,0,9,2,518,28,1300,754,17,55,199,5,62,172,8
29,NEAMŢ,"PRIMARIA TUPILAŢI",463,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:25",588,577,2,9,0,344,335,0,9,0,277,67,702,358,26,16,34,2,17,170,12
29,NEAMŢ,"SALA DE FESTIVITĂŢI",299,GRINŢIEŞ,122864,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:15",669,657,0,6,6,344,332,0,6,6,300,44,800,456,14,70,92,1,5,112,6
29,NEAMŢ,"SALA DE FESTIVITĂŢI MADEI",197,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:46",879,876,0,3,0,434,431,0,3,0,398,36,1000,566,18,55,70,0,15,194,46
29,NEAMŢ,"SALA DE SPORT PARC CETATE",135,"ORAŞ TÂRGU-NEAMŢ",121055,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:52",791,780,2,9,0,393,384,0,9,0,369,24,900,507,32,10,82,3,26,209,7
29,NEAMŢ,"S.C. APA SERV S.A.",44,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:42",1138,1125,2,11,0,416,405,0,11,0,401,15,1200,784,61,32,107,2,70,121,8
29,NEAMŢ,SCOALA,300,GRUMĂZEŞTI,122908,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:55:56",1342,1328,0,5,9,712,698,0,5,9,648,60,1496,788,24,29,202,2,13,374,4
29,NEAMŢ,ŞCOALA,432,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:48",284,275,0,7,2,162,153,0,7,2,141,21,300,138,12,13,82,0,5,29,0
29,NEAMŢ,ŞCOALA,320,"ION CREANGĂ",123102,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:37",387,378,1,8,0,216,208,0,8,0,197,19,400,184,13,21,37,1,44,78,3
29,NEAMŢ,ŞCOALA,189,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:32",786,780,1,4,1,405,399,1,4,1,379,26,800,395,39,20,123,2,10,180,5
29,NEAMŢ,ŞCOALA,188,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:52",120,102,0,11,7,89,71,0,11,7,75,14,200,111,11,2,8,0,1,53,0
29,NEAMŢ,"ŞCOALA ALMAŞ",281,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:30",575,561,0,13,1,276,262,0,13,1,253,23,700,424,90,28,56,2,11,59,7
29,NEAMŢ,"ȘCOALA BAȘTA",422,SECUIENI,124233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:09",528,520,0,3,5,294,286,0,3,5,252,42,600,306,15,17,104,3,42,62,9
29,NEAMŢ,"SCOALA BOTESTI",294,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:04",438,431,0,7,0,228,221,0,7,0,208,20,500,272,59,10,70,5,10,49,5
29,NEAMŢ,"SCOALA BUCIUM , COMUNA VALEA URSULUI",474,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:53",592,579,0,8,5,228,215,0,8,5,182,46,600,372,13,15,26,0,2,122,4
29,NEAMŢ,"SCOALA CHILII , COMUNA VALEA URSULUI",475,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:08",962,935,0,7,20,498,471,0,7,20,426,72,1000,502,34,28,32,1,11,314,6
29,NEAMŢ,"ŞCOALA CÎRLIG",263,DULCEŞTI,122463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:16",462,429,0,11,22,331,298,0,11,22,272,59,500,169,33,19,35,0,25,147,13
29,NEAMŢ,"ŞCOALA CORHANA",262,DULCEŞTI,122463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:13",500,483,0,4,13,282,265,0,4,13,247,35,600,318,27,10,87,1,34,75,13
29,NEAMŢ,"ȘCOALA CU CLASELE I - IV",459,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:41",757,749,1,7,0,375,368,0,7,0,343,32,800,425,15,9,189,1,61,60,8
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",187,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:21",862,851,1,5,5,427,417,0,5,5,386,41,901,474,55,39,71,4,8,196,13
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",186,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:25",894,887,1,0,6,430,424,0,0,6,372,58,1000,570,66,35,92,1,11,160,7
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",211,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:22",369,362,0,7,0,196,189,0,7,0,179,17,400,204,9,11,54,0,20,84,1
29,NEAMŢ,"ȘCOALA CU CLASELE I-IV",460,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:01",800,795,0,5,0,290,285,0,5,0,257,33,800,510,15,15,174,3,15,33,2
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV BETESTI",391,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:31",650,624,1,23,2,330,304,1,23,2,290,40,700,370,41,13,132,0,9,93,2
29,NEAMŢ,"SCOALA CU CLASELE I-IV DOLHESTI",366,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:57",899,894,0,5,0,413,408,0,5,0,372,41,900,487,15,35,71,4,22,221,4
29,NEAMŢ,"SCOALA CU CLASELE I-VII",214,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:42",1773,1765,1,7,0,689,681,1,7,0,629,60,1900,1211,48,40,119,5,139,270,8
29,NEAMŢ,"SCOALA CU CLASELE I-VIII",462,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:39",277,267,0,10,0,153,143,0,10,0,126,27,300,147,13,5,45,0,4,56,3
29,NEAMŢ,"SCOALA CU CLASELE I-VIII",461,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:21",946,931,0,11,4,527,512,0,11,4,446,81,1000,473,46,39,95,2,11,246,7
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",457,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:33",1883,1857,1,20,5,829,804,0,20,5,768,61,2000,1171,37,46,388,6,138,150,3
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",458,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:51",855,846,0,9,0,377,368,0,9,0,339,38,1000,623,15,33,198,4,27,59,3
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",397,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:50",1036,1029,0,7,0,548,541,0,7,0,487,61,1100,552,19,80,148,4,17,214,5
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",398,ROMÂNI,124073,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:57",808,802,1,4,1,368,363,0,4,1,327,41,900,532,64,45,99,3,4,110,2
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",396,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:54",418,407,0,10,1,418,407,0,10,1,365,53,900,482,26,31,187,7,9,101,4
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",191,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:40",752,741,0,9,2,401,390,0,9,2,353,48,800,399,47,14,65,2,7,215,3
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII POLOBOC",393,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:31",1248,1202,3,27,16,667,623,1,27,16,586,81,1300,633,58,46,161,5,25,282,9
