precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST SOCIALIST ROMÂN-voturi","PARTIDUL VERDE-voturi"
35,SUCEAVA,"COLEGIUL ANDRONIC MOTRESCU",115,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:45",1408,1395,4,9,0,544,535,0,9,0,523,20,1577,1033,38,248,101,18,29,45,1,12,21,10
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA A",9,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:25",1354,1340,4,10,0,256,246,0,10,0,251,5,1500,1244,41,90,46,14,4,35,1,6,7,7
35,SUCEAVA,"COLEGIUL DE ARTĂ „CIPRIAN PORUMBESCU” SALA B",10,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 00:52:01",1250,1238,3,9,0,440,431,0,9,0,430,5,1400,960,49,150,91,22,10,53,14,5,21,15
35,SUCEAVA,"COLEGIUL ECONOMIC ” DIMITRIE CANTEMIR”",13,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:58",1151,1136,1,12,2,368,354,0,12,2,352,16,1300,932,42,85,76,46,8,63,13,4,10,5
35,SUCEAVA,"COLEGIUL EUDOXIU HURMUZACHI",105,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:13:12",1663,1651,1,10,1,591,580,0,10,1,571,20,2000,1409,37,228,180,16,24,35,2,10,28,11
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:29",1430,1420,0,6,4,609,599,0,6,4,582,27,1600,991,19,367,135,18,7,14,6,4,5,7
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:59",743,738,0,5,0,319,314,0,5,0,307,12,800,481,15,191,73,6,4,14,2,0,0,2
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”SPIRU HARET”, SALA A",17,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:24:55",1128,1121,0,7,0,406,399,0,7,0,394,12,1200,794,64,122,83,20,12,45,12,9,15,12
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:37",974,961,1,12,0,344,332,0,12,0,328,16,1100,756,59,98,83,18,9,24,8,10,12,7
35,SUCEAVA,"COLEGIUL NAŢIONAL ”DRAGOŞ VODĂ”",70,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:04",1136,1122,0,14,0,440,426,0,14,0,424,16,1250,810,105,152,68,15,18,34,5,6,11,10
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 00:45:24",1945,1938,0,7,0,534,527,0,7,0,520,10,2100,1566,74,196,118,32,13,44,7,6,20,10
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:22",1684,1675,2,6,1,553,545,1,6,1,543,10,1800,1247,84,183,123,36,6,67,9,5,23,7
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:55:29",1897,1890,0,7,0,225,218,0,7,0,216,9,2100,1875,34,84,40,8,3,18,7,6,11,5
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:46",1494,1479,1,14,0,446,432,0,14,0,433,13,1600,1154,66,149,97,27,8,46,7,11,17,5
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",83,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:33",1563,1555,0,8,0,681,673,0,8,0,640,41,1700,1019,24,173,343,8,9,50,8,11,9,5
35,SUCEAVA,"COLEGIUL NAŢIONAL ”NICU GANE”",82,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:45",1516,1502,0,12,2,607,593,0,12,2,582,25,1650,1043,15,145,294,15,9,83,6,5,6,4
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:01",1717,1668,37,12,0,590,578,0,12,0,581,9,1800,1210,88,184,131,32,12,84,5,6,19,20
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:48:09",1688,1681,2,4,1,501,496,0,4,1,490,11,1900,1399,70,134,154,26,4,52,18,9,14,9
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:28:33",1651,1635,2,12,2,559,545,0,12,2,543,16,1800,1241,68,218,98,32,8,74,8,10,20,7
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:21",881,874,0,7,0,223,216,0,7,0,214,9,1000,777,22,86,41,13,8,28,0,2,9,5
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP A)",74,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:58",1401,1399,0,2,0,522,520,0,2,0,502,20,1550,1028,114,241,51,30,10,44,0,6,4,2
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP B)",75,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:50",1338,1326,1,11,0,478,467,0,11,0,457,21,1450,972,97,221,55,21,7,39,1,6,7,3
35,SUCEAVA,"COLEGIUL SILVIC ”BUCOVINA” (CORP C)",76,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:22",1441,1433,3,5,0,562,557,0,5,0,546,16,1570,1008,113,284,59,21,15,33,3,5,4,9
35,SUCEAVA,"COLEGIUL TEHNIC",104,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:00",1919,1908,0,9,2,601,590,0,9,2,575,26,1996,1395,36,254,151,17,21,48,3,14,25,6
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:04",1896,1888,0,8,0,498,490,0,8,0,485,13,2100,1602,63,191,80,24,18,53,13,13,19,11
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:50",1571,1561,1,9,0,499,490,0,9,0,486,13,1700,1201,80,184,98,34,9,41,4,14,16,6
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:59:26",1307,1298,1,8,0,402,394,0,8,0,402,0,1400,998,68,148,74,23,13,35,5,7,20,9
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:50:57",1829,1822,0,7,0,579,572,0,7,0,561,18,2000,1421,74,208,113,32,18,74,7,9,20,6
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:48:04",1913,1893,8,12,0,590,578,0,12,0,574,16,2100,1510,64,210,133,52,6,65,11,11,17,5
35,SUCEAVA,"COLEGIUL TEHNIC ”MIHAI BĂCESCU”",80,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:55:20",1440,1420,1,13,6,710,690,1,13,6,663,27,1650,940,20,183,295,20,8,99,2,15,12,9
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:52:58",1125,1114,1,9,1,187,177,0,9,1,182,5,1200,1013,25,83,27,7,8,17,7,0,6,2
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:09:08",1229,1221,0,7,1,473,465,0,7,1,452,21,1400,927,66,150,93,38,8,59,5,10,15,8
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",97,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:32",1560,1525,2,16,17,757,724,0,16,17,732,25,1700,943,23,257,298,18,8,101,6,9,10,2
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",96,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:14",1456,1447,0,7,2,633,624,0,7,2,602,31,1600,967,19,173,303,13,8,58,5,6,14,3
35,SUCEAVA,"COLEGIUL ”VASILE LOVINESCU”",95,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:04",1452,1445,1,5,1,601,595,0,5,1,570,31,1600,999,12,121,331,14,9,53,4,7,7,12
35,SUCEAVA,"COMPLEX CFR GARA MARE",128,"MUNICIPIUL VATRA DORNEI",146744,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:30",1093,1082,1,10,0,512,502,0,10,0,487,25,1100,588,64,168,97,59,8,76,3,4,2,6
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:27",972,961,0,11,0,392,381,0,11,0,370,22,1100,708,47,264,31,12,1,7,0,4,2,2
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:42",1314,1303,0,7,4,600,589,0,7,4,561,39,1400,800,50,350,70,43,7,20,2,11,5,3
35,SUCEAVA,"CRESA HIPODROM",111,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:38",1893,1888,0,4,1,593,588,0,4,1,574,19,2000,1407,51,242,153,11,26,33,5,18,24,11
35,SUCEAVA,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ",108,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:42",1846,1832,0,7,7,594,580,0,7,7,560,34,2000,1406,35,227,147,17,24,65,0,13,27,5
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 01:01:18",1089,1070,5,11,3,388,374,0,11,3,361,13,1200,812,55,114,79,26,8,37,7,6,16,13
35,SUCEAVA,"FOSTA ”ŞCOALĂ PRIMARĂ NR. .1 POIANA MICULUI”",390,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:05",339,327,0,6,6,197,185,0,6,6,181,16,400,203,44,109,18,5,1,1,1,0,1,1
35,SUCEAVA,"GALERIILE DE ARTA",102,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:29",1572,1561,1,9,1,561,551,0,9,1,526,35,1600,1039,44,227,145,13,22,37,2,7,19,10
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:19",1830,1817,2,11,0,431,420,0,11,0,413,18,2000,1569,71,152,70,35,7,33,9,11,12,13
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:01",1856,1845,1,10,0,215,205,0,10,0,207,8,2000,1785,38,68,44,14,7,15,7,3,10,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BĂDEUȚI",175,"ORAŞ MILIŞĂUŢI",146931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:28",1259,1251,0,2,6,614,606,0,2,6,575,39,1400,786,78,119,202,10,14,119,1,27,4,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",229,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:00",828,821,0,7,0,409,402,0,7,0,385,24,900,491,6,68,275,17,4,10,1,1,1,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BROŞTENI",295,DRĂGUŞENI,148382,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:47",286,273,0,9,4,146,133,0,9,4,124,22,300,154,6,29,84,3,1,0,0,1,0,0
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:35",559,556,0,3,0,330,327,0,3,0,315,15,650,320,6,194,92,3,1,6,1,5,6,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:28",1501,1500,0,0,1,594,593,0,0,1,529,65,1700,1106,49,208,193,11,11,15,32,7,2,1
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:26",914,903,5,6,0,424,416,2,6,0,387,37,1000,576,10,192,67,58,8,20,21,5,2,4
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:56:35",803,798,0,3,2,473,468,0,3,2,419,53,950,477,78,166,24,19,34,9,0,67,16,6
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL FALCAU",242,BRODINA,147241,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:22",1103,1099,0,4,0,541,537,0,4,0,504,37,1201,660,56,143,90,9,91,77,1,26,5,6
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:00:40",1700,1685,5,9,1,783,773,0,9,1,741,31,2000,1217,120,383,101,50,8,54,3,11,0,11
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ”LUMEA COPIILOR”",200,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:59",1206,1202,0,4,0,492,488,0,4,0,456,36,1350,858,43,139,210,8,9,10,2,20,9,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:54",1585,1574,0,8,3,939,928,0,8,3,869,70,1700,761,292,308,200,14,6,37,3,3,0,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:17:20",1780,1770,2,8,0,536,528,0,8,0,524,12,2000,1464,70,200,90,43,10,53,12,18,14,14
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CAPU CÂMPULUI",255,"CAPU CÂMPULUI",151503,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:20",1928,1830,1,18,79,1262,1165,0,18,79,1252,10,2200,938,40,1096,63,19,16,9,0,6,1,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",274,DĂRMĂNEŞTI,147937,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:06",979,970,0,6,3,473,464,0,6,3,436,37,1000,527,19,324,56,12,4,7,4,5,5,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1-EST",193,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:46",1392,1383,3,6,0,446,439,1,6,0,412,34,1550,1104,21,124,216,11,9,13,0,6,10,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:17",516,510,1,5,0,209,204,0,5,0,189,20,600,391,39,51,64,3,3,19,3,0,7,0
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR 3 FRĂTĂUŢII NOI",322,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:32",412,405,0,6,1,217,210,0,6,1,204,13,500,283,55,67,43,6,0,22,3,3,4,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR.5",125,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:00",1081,1071,0,10,0,489,479,0,10,0,463,26,1200,711,70,178,128,12,11,46,6,6,3,3
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:02:58",1809,1803,1,5,0,595,590,0,5,0,566,29,2000,1405,94,206,139,20,10,47,11,8,17,14
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:41",1392,1384,0,8,0,442,434,0,8,0,427,15,1500,1058,91,119,98,40,15,41,10,6,3,4
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:37:15",1767,1748,10,9,0,535,526,0,9,0,497,37,1900,1365,139,187,69,23,9,31,11,9,13,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:58",1946,1938,0,8,0,351,343,0,8,0,332,19,2100,1749,45,114,63,20,5,47,12,8,10,8
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 00:36:48",1904,1891,0,11,2,621,608,0,11,2,595,24,2100,1479,121,203,87,29,13,70,8,18,29,17
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:08",1595,1583,4,8,0,528,520,0,8,0,508,20,1757,1229,39,304,80,11,9,46,6,5,8,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",503,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:40",910,905,1,4,0,448,444,0,4,0,392,56,1045,597,77,76,178,9,6,31,0,8,6,1
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",244,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:38",490,485,0,5,0,231,226,0,5,0,219,12,545,314,9,73,78,5,3,46,1,1,3,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RAŞCA",406,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:12",672,666,0,6,0,398,392,0,6,0,373,25,750,352,20,251,31,15,6,21,1,21,4,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RUSCA, SAT RUSCA, NR. 59A",287,DORNA-ARINI,148131,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:26",694,688,0,3,3,492,486,0,3,3,462,30,804,312,37,273,87,12,19,26,2,3,2,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL STULPICANI",471,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:16",1163,1157,0,3,3,710,704,0,3,3,674,36,1200,490,22,543,62,11,4,6,3,7,15,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ŢARNA MARE",99,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:22",822,808,2,7,5,415,403,0,7,5,395,20,872,457,7,96,235,8,4,27,0,10,4,4
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL VORONET",164,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:45",726,720,0,6,0,299,293,0,6,0,285,14,803,504,21,194,37,8,2,15,0,4,4,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",93,"MUNICIPIUL FĂLTICENI",146539,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:52",1130,1124,0,6,0,426,420,0,6,0,412,14,1250,824,18,79,251,8,11,34,0,4,7,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",94,"MUNICIPIUL FĂLTICENI",146539,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:27",915,901,3,8,3,387,376,0,8,3,366,21,1000,613,14,90,192,14,5,34,2,8,5,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",92,"MUNICIPIUL FĂLTICENI",146539,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:24:29",1082,1067,0,12,3,409,394,0,12,3,389,20,1200,791,11,103,196,13,4,51,2,5,4,0
35,SUCEAVA,"GRADINIŢA CU PROGRAM PRELUNGIT NR.1 ”GULIVER”",24,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:20",1283,1271,0,12,0,468,456,0,12,0,458,10,1400,932,50,168,117,37,12,42,4,4,20,4
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3 ”SCUFIȚA ROȘIE”",124,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:21",1047,1031,1,13,2,463,448,0,13,2,452,11,1100,637,65,157,142,13,8,56,2,3,1,5
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7 ”ABC ”",19,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:44:23",1614,1606,0,8,0,428,420,0,8,0,411,17,1800,1372,48,149,98,20,10,43,13,6,18,6
35,SUCEAVA,"GRADINITA CU PROGRAM PRELUNGIT PINOCHIO",114,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:15",1778,1757,11,7,3,593,583,0,7,3,573,20,2000,1407,18,229,179,18,33,23,9,20,35,9
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT MOARA NICA, COMUNA MOARA , JUDEȚUL SUCEAVA",395,MOARA,149414,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:47",1599,1560,3,23,13,874,838,0,23,13,814,60,1680,806,52,576,68,47,9,35,7,5,6,9
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 1 STRAJA",463,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:02",1283,1257,0,6,20,776,750,0,6,20,743,33,1400,624,76,310,322,6,3,8,0,18,0,0
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 2 STRAJA",466,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:53",1022,1003,0,11,8,600,581,0,11,8,555,45,1100,500,42,183,244,3,4,15,1,61,0,2
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 3 STRAJA",464,STRAJA,150294,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:47",1129,1109,0,6,14,693,673,0,6,14,657,36,1300,607,85,271,256,2,1,22,4,15,1,0
35,SUCEAVA,"GRĂDINIȚA MIRONU",516,"VALEA MOLDOVEI",150891,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:56",1666,1660,0,6,0,1242,1236,0,6,0,1045,197,1800,558,35,304,670,9,6,2,2,0,14,3
