precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST SOCIALIST ROMÂN-voturi","PARTIDUL VERDE-voturi"
35,SUCEAVA,"GRĂDINIŢA NOUĂ BIVOLĂRIE",199,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:43",875,870,0,5,0,272,267,0,5,0,249,23,960,688,23,106,92,0,1,10,1,7,8,1
35,SUCEAVA,"GRĂDINIŢA NR. 4 „VALEA SEACĂ”",77,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:32",1180,1175,0,5,0,568,563,0,5,0,520,48,1300,732,101,267,59,22,21,36,0,4,8,2
35,SUCEAVA,"GRADINITA NR.8",107,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:17",1926,1915,1,10,0,621,611,0,10,0,594,27,2001,1380,52,278,123,23,24,46,3,11,26,8
35,SUCEAVA,"GRĂDINIŢA ”POD DABÎCA”",535,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:45",1060,1054,0,2,4,485,479,0,2,4,446,39,1200,715,23,126,225,6,27,19,0,4,14,2
35,SUCEAVA,"GRADINITA SAT FRASIN, BROSTENI",135,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:58",414,408,0,6,0,231,225,0,6,0,214,17,450,219,46,43,56,51,4,8,1,2,2,1
35,SUCEAVA,"HOTEL BRADUL",117,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:05",858,847,0,10,1,369,358,0,10,1,355,14,1000,631,39,126,91,20,5,55,3,3,1,12
35,SUCEAVA,"HOTEL INTUS",118,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:20",931,919,2,8,2,470,460,0,8,2,453,17,1000,530,55,139,137,13,8,87,0,3,1,10
35,SUCEAVA,"INSPECTORATUL TERITORIAL DE MUNCĂ",35,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:51",1980,1971,1,7,1,573,565,0,7,1,559,14,2200,1627,97,194,104,34,4,72,19,8,18,9
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA A",25,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:21",1604,1595,2,7,0,510,503,0,7,0,488,22,1800,1290,73,160,112,28,13,60,4,9,15,14
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA B",26,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:48",1788,1780,0,8,0,536,528,0,8,0,512,24,2000,1464,63,178,124,40,12,48,7,12,19,9
35,SUCEAVA,"LICEUL TEHHNOLOGIC ”ION NISTOR” VICOVU DE SUS-CORPUL 4",194,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:20",1106,1106,0,0,0,456,456,0,0,0,420,36,1230,774,62,121,189,11,3,6,2,8,13,5
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",138,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:40",1911,1903,0,2,6,708,700,0,2,6,681,27,2000,1292,111,242,242,6,7,27,29,4,5,8
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",139,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:39",1750,1745,0,0,5,678,673,0,0,5,606,72,2000,1322,102,236,173,6,29,27,25,2,2,4
35,SUCEAVA,"LICEUL TEHNOLOGIC LIVIU SUHAR IACOBENI CORP A STR. MINELOR NR 17 COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:57",594,583,0,3,8,363,352,0,3,8,331,32,700,337,25,124,145,2,11,16,1,1,3,3
35,SUCEAVA,"LICEUL TEHNOLOGIC MIHAI EMINESCU DUMBRAVENI",297,DUMBRĂVENI,148426,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:18:14",1815,1810,1,4,0,770,766,0,4,0,705,53,2000,1230,37,191,384,22,13,20,3,16,15,4
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICANOR MOROȘAN” PÎRTEȘTII DE JOS",424,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:41",1606,1553,1,22,30,928,876,0,22,30,845,83,1750,822,50,338,191,59,126,19,8,7,8,39
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICOLAI NANU” BROŞTENI",132,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:11",1466,1457,0,9,0,648,639,0,9,0,600,48,1600,952,98,78,135,186,15,53,19,5,6,5
35,SUCEAVA,"LICEUL TEHNOLOGIC NR. 1",67,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:36",833,810,1,14,8,313,291,0,14,8,307,6,900,587,68,136,48,7,13,20,2,2,6,5
35,SUCEAVA,"LICEUL TEHNOLOGIC ”OLTEA DOAMNA”",141,"ORAŞ DOLHASCA",148006,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:33",1228,1217,0,10,1,533,522,0,10,1,500,33,1340,807,36,270,104,22,9,26,2,12,14,5
35,SUCEAVA,"LICEUL TEHNOLOGIC TOMŞA VODĂ SOLCA",191,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:48",1053,1043,0,8,2,547,537,0,8,2,500,47,1200,653,19,102,273,18,8,51,5,3,13,8
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",378,MARGINEA,149290,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:08",1638,1636,0,2,0,732,730,0,2,0,677,55,1800,1068,167,247,71,76,10,29,12,43,19,3
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",379,MARGINEA,149290,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:14",1714,1700,0,2,12,841,827,0,2,12,763,78,2000,1159,263,235,53,62,7,35,10,65,28,5
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",377,MARGINEA,149290,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:57",1689,1680,0,8,1,775,766,0,8,1,691,84,1900,1125,205,235,70,63,8,26,5,53,21,5
35,SUCEAVA,"LOCAL AFTER SCHOOL",256,CÂRLIBABA,147713,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:58",1589,1549,1,3,36,933,894,0,3,36,850,83,1800,867,116,431,214,48,9,10,0,10,8,4
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI HREAŢCA (IMOBIL PROPRIETATEA SOCIETĂŢII COOPERATIVE ”VULTURUL PLEŞUV” VULTUREŞTI)",544,VULTUREŞTI,151157,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:22",346,335,0,11,0,217,206,0,11,0,194,23,380,163,8,29,120,10,14,6,0,0,6,1
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI JACOTA",546,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:29",118,112,0,6,0,65,59,0,6,0,62,3,130,65,1,21,36,2,1,0,1,0,0,0
35,SUCEAVA,"MUZEUL OBICEIURILOR POPULARE GURA HUMORULUI",156,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:16",1876,1863,1,6,6,726,714,0,6,6,701,25,2066,1340,51,401,109,27,6,75,4,12,11,5
35,SUCEAVA,POLICLINICA,109,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:37:03",1877,1834,0,13,30,634,591,0,13,30,607,27,2000,1366,38,251,186,15,14,52,4,9,27,11
35,SUCEAVA,PRIMARIA,221,BILCA,147036,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:05",1178,1157,0,7,14,532,511,0,7,14,476,56,1300,768,17,276,108,22,7,4,4,36,1,1
35,SUCEAVA,"PRIMĂRIA BROŞTENI",131,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:38",825,816,2,7,0,425,417,1,7,0,392,33,950,525,72,80,65,89,11,28,38,4,3,2
35,SUCEAVA,"PRIMĂRIA BURDUJENI",60,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:37:49",1384,1362,0,20,2,446,424,0,20,2,419,27,1500,1054,47,212,64,14,10,36,8,8,16,4
35,SUCEAVA,"PRIMĂRIA COM MOLDOVA SULIȚA",401,MOLDOVA-SULIŢA,149502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:49",1038,1026,1,2,9,515,504,0,2,9,462,53,1200,685,73,247,107,3,11,8,0,1,7,5
35,SUCEAVA,"PRIMARIA COMUNEI CIPRIAN PORUMBESCU",259,"CIPRIAN PORUMBESCU",151567,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:21",1668,1663,3,2,0,742,739,1,2,0,632,110,1800,1058,25,91,490,1,3,11,2,3,1,5
35,SUCEAVA,"PRIMĂRIA COMUNEI CRUCEA SALĂ FESTIVITĂȚI",272,CRUCEA,147884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:30",1227,1218,0,9,0,615,606,0,9,0,571,44,1400,785,51,121,290,15,23,19,19,24,4,5
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNEȘTI",289,DORNEŞTI,148293,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:38:08",1811,1800,0,3,8,843,832,0,3,8,738,105,2000,1157,53,322,202,57,12,46,2,16,17,11
35,SUCEAVA,"PRIMARIA COMUNEI DRĂGOIEŞTI",291,DRĂGOIEŞTI,148328,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:57",489,473,0,5,11,281,265,0,5,11,239,31,520,250,10,121,68,6,2,1,3,5,23,0
35,SUCEAVA,"PRIMĂRIA COMUNEI DRĂGUŞENI",294,DRĂGUŞENI,148382,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:13",1905,1803,0,3,99,889,787,0,3,99,805,84,2000,1111,23,137,593,15,11,9,2,6,6,3
35,SUCEAVA,"PRIMĂRIA COMUNEI HORODNICENI",356,HORODNICENI,149049,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:05",959,897,0,15,47,622,561,0,15,46,553,66,1000,378,50,282,169,20,2,12,3,13,2,0
35,SUCEAVA,"PRIMARIA COMUNEI SLATINA",460,SLATINA,150258,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:25:10",1629,1588,1,11,29,1008,967,1,11,29,969,39,1724,716,124,152,682,8,0,0,3,0,0,0
35,SUCEAVA,"PRIMĂRIA COMUNEI STRAJA",465,STRAJA,150294,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:04",1197,1178,0,9,10,696,677,0,9,10,654,42,1305,609,47,257,304,5,3,17,1,14,2,4
35,SUCEAVA,"PRIMĂRIA COMUNEI UDEŞTI",495,UDEŞTI,150588,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:32",1965,1958,0,5,2,910,903,0,5,2,859,51,2100,1190,136,180,363,15,27,106,7,10,13,2
35,SUCEAVA,"PRIMĂRIA COMUNEI VOLOVĂŢ",540,VOLOVĂŢ,151120,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:13",876,874,0,0,2,424,422,0,0,2,408,16,1500,1076,9,121,226,4,18,12,5,6,5,2
35,SUCEAVA,"PRIMĂRIA DOLHEŞTI",280,DOLHEŞTI,148097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:32",1419,1415,2,2,0,759,757,0,2,0,682,77,1500,741,22,112,490,24,4,17,1,6,6,0
35,SUCEAVA,"PRIMARIA FRUMOSU",328,FRUMOSU,148729,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:47",1832,1798,0,2,32,1150,1116,0,2,32,1094,56,2000,850,124,767,148,7,10,22,5,3,2,6
35,SUCEAVA,"PRIMARIA ILISESTI",366,ILIŞEŞTI,147660,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:16:19",1980,1940,2,10,28,1078,1040,0,10,28,948,121,2100,1022,45,362,293,28,15,145,4,7,39,10
35,SUCEAVA,"PRIMARIA IZVOARELE SUCEVEI",373,"IZVOARELE SUCEVEI",149183,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:31",712,696,0,9,7,392,376,0,9,7,351,41,856,464,42,141,95,20,2,44,3,2,1,1
35,SUCEAVA,"PRIMARIA MALINI",381,MĂLINI,149316,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:30:00",1313,1311,0,2,0,490,488,0,2,0,425,65,1600,1110,21,281,80,12,9,10,1,6,2,3
35,SUCEAVA,"PRIMĂRIA MUNICIPIULUI SUCEAVA",1,"MUNICIPIUL SUCEAVA",146263,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:48:25",1658,1645,3,9,1,613,603,0,9,1,600,13,1800,1187,80,191,144,36,17,83,7,16,19,7
35,SUCEAVA,"PRIMĂRIA ORAŞULUI FRASIN",151,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:24",1332,1317,0,9,6,550,535,0,9,6,502,48,1500,950,109,187,62,27,3,102,3,1,4,4
35,SUCEAVA,"PRIMĂRIA ORAŞULUI SOLCA",190,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:22",1045,1033,1,11,0,486,475,0,11,0,452,34,1100,614,14,137,208,21,12,42,3,5,7,3
35,SUCEAVA,"PRIMĂRIA POIENI-SOLCA",429,POIENI-SOLCA,151585,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:43",1728,1717,0,11,0,840,829,0,11,0,776,64,1900,1060,38,385,307,19,15,3,3,4,1,1
35,SUCEAVA,"PRIMARIA RADAUTI",100,"MUNICIPIUL RĂDĂUŢI",146628,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:58:13",2015,1998,6,9,2,678,667,0,9,2,634,44,2404,1726,33,288,162,14,39,45,4,19,23,7
35,SUCEAVA,"PUNCT DOCUMENTAR NICOALE ISTRATI",360,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:27",483,463,1,5,14,259,240,0,5,14,218,41,510,251,20,110,67,5,1,14,0,1,0,0
35,SUCEAVA,"SALĂ DE FESTIVITĂŢI CLIT",208,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:15",1049,1044,0,5,0,526,521,0,5,0,494,32,1150,624,11,95,361,6,9,4,0,5,0,3
35,SUCEAVA,"SALA DE ŞEDINŢE A CONSILIULUI LOCAL ULMA",506,ULMA,150702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:31",355,353,0,2,0,131,129,0,2,0,119,12,400,269,11,75,20,1,6,1,0,4,1,0
35,SUCEAVA,"SALA DE SEDINTE A CONSILIULUI LOCAL VERESTI",528,VEREŞTI,151022,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:20",922,920,0,2,0,464,462,0,2,0,349,115,1048,584,97,76,106,54,6,6,2,1,0,1
35,SUCEAVA,"SALA DE SPECTACOLE",403,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:18:23",1901,1893,0,4,4,967,959,0,4,4,914,53,2050,1083,103,478,48,63,15,30,3,136,24,14
35,SUCEAVA,"SALA DE SPORT",354,"HORODNIC DE SUS",151479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:26",1746,1736,2,7,1,938,930,0,7,1,872,66,2000,1062,32,667,51,40,11,15,6,16,28,6
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI SALA A",252,CALAFINDEŞTI,147580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:41",1032,1010,0,5,17,589,568,0,4,17,515,70,1100,515,15,274,175,21,4,7,9,4,4,2
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI- SALA B",253,CALAFINDEŞTI,147580,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:01",977,965,0,0,12,588,576,0,0,12,549,39,1100,512,23,269,202,25,6,7,6,2,4,5
35,SUCEAVA,"SALA MICĂ A CĂMINULUI CULTURAL IASLOVĂŢ",364,IASLOVĂŢ,151442,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:56",1580,1580,0,0,0,597,597,0,0,0,522,75,1750,1153,35,125,287,12,10,12,17,16,7,1
35,SUCEAVA,"SALA POLIVALENTĂ CIUMÂRNA",524,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:22",389,385,0,4,0,188,184,0,4,0,166,22,430,242,7,132,21,1,1,2,0,0,1,1
35,SUCEAVA,"SCOALA ANTOCENI",311,FORĂŞTI,148514,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:16",272,246,0,11,15,153,127,0,11,15,145,8,292,139,10,54,57,10,5,5,1,3,0,0
35,SUCEAVA,"ȘCOALA BOTOȘ",258,CIOCĂNEŞTI,151451,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:19",341,327,1,6,7,222,208,1,6,7,216,6,400,178,23,138,28,7,12,2,0,3,2,1
35,SUCEAVA,"ȘCOALA CACICA",249,CACICA,147526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:10",1121,1106,2,3,10,492,479,0,3,10,465,27,1200,708,23,274,128,16,3,8,4,2,4,3
35,SUCEAVA,"ŞCOALA CĂLINEŞTI-VASILACHE",278,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:45:25",170,160,0,10,0,97,87,0,10,0,90,7,195,98,2,71,11,1,1,2,0,2,0,0
35,SUCEAVA,"ŞCOALA COTÎRGAŞI NR.1",134,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:11",1044,1041,0,3,0,563,560,0,3,0,518,45,1150,587,74,85,79,199,18,30,17,8,6,2
35,SUCEAVA,"ŞCOALA CU CLASELE I - IV",545,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:49",234,207,0,26,1,165,138,0,26,1,146,19,240,75,4,26,106,2,3,4,0,1,0,0
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV BOTOŞANIŢA MICĂ",338,GRĂMEŞTI,148916,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:21",206,192,0,9,5,137,123,0,9,5,114,23,220,83,3,18,86,0,1,2,3,0,1,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV COTU BAII",302,"FÂNTÂNA MARE",151488,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:25",781,778,0,1,2,346,343,0,1,2,322,24,870,524,139,68,75,8,3,14,4,7,1,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV COVERCA",415,PANACI,149682,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:07",666,665,0,0,1,362,361,0,0,1,339,23,700,338,15,146,159,2,1,9,4,1,1,1
35,SUCEAVA,"SCOALA CU CLASELE I-IV FANTANA MARE",301,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:22",865,862,2,1,0,407,405,1,1,0,358,49,970,563,71,107,126,14,6,20,2,2,5,5
35,SUCEAVA,"SCOALA CU CLASELE I-IV GURA HAITII",480,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:36",480,477,0,3,0,238,235,0,3,0,228,10,500,262,26,125,44,4,14,12,0,0,3,0
35,SUCEAVA,"SCOALA CU CLASELE I - IV ” ILIE GRAMADA”",469,STROIEŞTI,150310,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:12",595,595,0,0,0,357,357,0,0,0,330,27,700,343,17,196,95,8,2,2,3,3,1,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV MARGINE",534,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:34",796,787,0,5,4,380,371,0,5,4,349,31,900,520,10,73,226,4,4,17,0,5,7,3
35,SUCEAVA,"ȘCOALA CU CLASELE I-IV PĂLTINIȘ",416,PANACI,149682,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:22",294,285,0,9,0,173,164,0,9,0,153,20,350,177,7,98,37,3,3,3,0,0,0,2
35,SUCEAVA,"ŞCOALA CU CLASELE I-IV POJORÎTA",430,POJORÂTA,149931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:47",839,803,2,11,23,533,498,1,11,23,513,20,890,357,393,58,36,0,3,10,5,1,2,5
35,SUCEAVA,"SCOALA CU CLASELE I-IV PRAXIA",303,"FÂNTÂNA MARE",151488,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:28",126,122,0,4,0,62,58,0,4,0,58,4,147,85,10,29,13,1,0,1,0,3,0,1
35,SUCEAVA,"SCOALA CU CLASELE I-IV SARISORU MARE",481,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:58",453,444,2,7,0,217,210,0,7,0,206,11,494,277,49,80,50,8,3,14,0,0,2,0
35,SUCEAVA,"SCOALA CU CLASELE I-IV SPĂTĂREȘTI",304,"FÂNTÂNA MARE",151488,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:02",371,368,0,3,0,140,137,0,3,0,132,8,410,270,18,38,64,4,1,5,0,1,0,1
35,SUCEAVA,"SCOALA CU CLASELE I-VIII IOAN VICOVEANU",532,"VICOVU DE JOS",151077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:42",1380,1358,0,8,14,688,666,0,8,14,639,49,1500,812,39,131,331,12,22,34,1,29,34,6
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 2 MARGINEA",376,MARGINEA,149290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:40",1647,1638,2,6,1,733,725,1,6,1,665,68,1800,1067,146,195,73,107,6,31,33,45,24,5
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR.2 REMEZAU",533,"VICOVU DE JOS",151077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:47",2002,1992,0,3,7,832,822,0,3,7,749,83,2200,1368,78,162,424,12,14,19,6,9,20,5
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 3 MARGINEA",380,MARGINEA,149290,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:18:39",1872,1864,1,5,2,837,830,0,5,2,730,107,2000,1163,281,193,109,28,11,19,9,35,37,8
35,SUCEAVA,"SCOALA CU CLASELE I-VIII SARU DORNEI",479,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:39",971,963,0,5,3,432,424,0,5,3,410,19,1200,771,61,172,96,26,6,38,2,4,3,2
35,SUCEAVA,"SCOALA CU CLASELE I-VIII VOITINEL",537,VOITINEL,151558,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:45",1623,1600,0,2,21,809,786,0,2,21,766,43,1800,991,84,141,504,13,3,8,0,9,2,2
35,SUCEAVA,"ȘCOALA CU CL.I-IV BOTEȘTI",357,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:35",241,212,0,10,19,241,212,0,10,19,213,28,420,179,18,105,54,12,3,16,1,3,0,1
35,SUCEAVA,"ȘCOALA CU CL.I-IV BRĂDĂȚEL",358,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:43",501,467,1,14,19,299,269,0,14,16,272,27,550,251,44,131,74,8,2,6,3,4,0,0
35,SUCEAVA,"ŞCOALA CU CL.I-IV MUŞENIŢA",410,MUŞENIŢA,149584,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:44",321,303,0,7,11,186,168,0,7,11,179,7,330,144,14,117,31,4,7,1,1,3,1,0
35,SUCEAVA,"ȘCOALA CU CL.I-VIII MIHĂIEȘTI",359,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:19",723,642,0,13,68,509,428,0,13,68,480,29,720,211,10,293,152,5,4,9,1,3,2,1
35,SUCEAVA,"ŞCOALA DĂRMĂNEŞTI NR.2",275,DĂRMĂNEŞTI,147937,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:32",823,815,1,5,2,449,442,0,5,2,428,21,900,451,11,298,64,23,2,14,3,1,9,3
35,SUCEAVA,"SCOALA DEAL",299,DUMBRĂVENI,148426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:17",1569,1566,0,3,0,680,677,0,3,0,634,46,1700,1020,27,139,395,21,10,14,1,14,10,3
35,SUCEAVA,"ŞCOALA DELENI",425,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:03",342,322,0,11,9,342,322,0,11,9,324,18,630,288,13,100,136,15,38,10,1,1,1,9
35,SUCEAVA,"SCOALA DIN SATUL COTU DOBEI",309,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:02:15",151,143,0,8,0,85,77,0,8,0,82,3,200,115,7,26,21,13,6,3,1,2,2,1
35,SUCEAVA,"SCOALA DIN SATUL SLOBOZIA",306,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:57",180,173,1,6,0,101,95,0,6,0,85,16,200,99,4,24,26,29,0,0,1,1,0,0
35,SUCEAVA,"SCOALA DRAGOSA",330,FRUMOSU,148729,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:05",362,357,0,4,1,205,200,0,4,1,192,13,400,195,29,129,26,3,0,4,0,0,0,1
