precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ COALIȚIA PENTRU MARAMUREȘ CMM-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","COVACI DENIS-MIHAI-voturi"
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",214,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:55",892,887,0,4,1,276,271,0,4,1,262,14,1000,724,5,49,143,2,8,5,24,12,1,1,7,2,2,1
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",22,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:52",1450,1442,0,8,0,491,483,0,8,0,472,19,1599,1108,0,12,156,9,52,26,120,70,4,4,9,4,2,4
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",21,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:41",1468,1450,3,15,0,488,472,1,15,0,473,15,1598,1110,0,12,124,9,31,50,131,59,8,16,11,12,6,4
26,MARAMUREŞ,"LICEUL TEORETIC SANITAR",53,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:26",1379,1361,7,11,0,543,532,0,11,0,523,20,1500,957,2,16,141,11,41,75,92,95,3,15,7,16,2,7
26,MARAMUREŞ,PRIMĂRIA,269,"CÂMPULUNG LA TISA",107715,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:20",832,826,1,3,2,443,437,1,3,2,409,34,900,457,2,8,124,2,4,193,29,4,3,2,4,30,4,0
26,MARAMUREŞ,PRIMĂRIA,360,"POIENILE IZEI",179604,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:02",828,688,0,90,50,710,570,0,90,50,664,46,800,90,5,54,247,14,59,8,133,60,16,1,41,9,15,2
26,MARAMUREŞ,PRIMĂRIA,410,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:05",1347,1313,0,17,17,910,876,0,17,17,851,59,1500,590,5,28,333,9,33,11,381,8,5,4,23,4,6,1
26,MARAMUREŞ,PRIMĂRIA,229,"ASUAJU DE SUS",107083,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 15:04:07",795,714,0,44,37,550,469,0,44,37,501,49,800,250,3,16,123,5,33,2,253,45,2,0,11,1,7,0
26,MARAMUREŞ,PRIMĂRIA,345,"OARŢA DE JOS",108366,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:03",396,337,0,40,19,285,226,0,40,19,275,10,500,215,4,8,69,27,22,1,104,13,4,6,10,3,2,2
26,MARAMUREŞ,PRIMĂRIA,332,LEORDINA,108240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:35",1446,1390,0,27,29,878,822,0,27,29,742,136,1600,722,9,71,146,17,61,23,92,275,6,4,26,2,4,6
26,MARAMUREŞ,PRIMĂRIA,400,SĂCEL,108874,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:52",1482,1440,0,9,33,836,794,0,9,33,655,181,1600,764,5,88,191,39,84,6,180,4,9,6,20,17,5,1
26,MARAMUREŞ,PRIMĂRIA,330,LĂPUŞ,108222,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:05",1431,1412,1,7,11,813,795,0,7,11,757,56,1600,787,15,39,278,27,116,13,150,58,8,2,33,9,9,0
26,MARAMUREŞ,PRIMĂRIA,337,"MIREŞU MARE",108268,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:30:28",1154,1097,0,30,27,719,662,0,30,27,673,46,1200,481,9,46,195,4,262,10,82,8,5,5,17,12,11,7
26,MARAMUREŞ,PRIMĂRIA,340,MOISEI,108348,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:55:06",1717,1691,2,14,10,930,906,0,14,10,856,74,1900,970,5,74,267,3,36,4,332,23,3,58,30,12,7,2
26,MARAMUREŞ,PRIMĂRIA,256,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:12",514,453,0,41,20,390,329,0,41,20,362,28,500,110,2,50,71,8,55,6,137,4,1,3,21,2,2,0
26,MARAMUREŞ,PRIMĂRIA,383,ROZAVLEA,108669,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:41:57",2014,1922,1,51,40,1091,1000,0,51,40,1087,4,2100,1009,6,136,712,6,86,0,66,25,0,3,16,22,6,3
26,MARAMUREŞ,"PRIMĂRIA BĂIUȚ",234,BĂIUŢ,107154,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:38:00",1261,1231,0,12,18,665,635,0,12,18,622,43,1366,701,4,50,176,6,59,114,88,33,5,11,17,47,8,4
26,MARAMUREŞ,"PRIMĂRIA BISTRA",247,BISTRA,107270,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:16",799,791,0,8,0,362,354,0,8,0,314,48,900,538,65,30,165,1,16,1,23,1,0,0,9,1,2,0
26,MARAMUREŞ,"PRIMĂRIA ORAŞULUI TÎRGU LĂPUŞ",189,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:07",1317,1304,0,13,0,645,632,0,13,0,582,63,1400,755,1,30,217,8,45,42,152,35,3,5,16,15,9,4
26,MARAMUREŞ,PRIMĂRIE,438,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:30",1420,1387,1,10,22,721,688,1,10,22,693,28,1600,879,7,102,382,6,33,6,75,45,1,6,16,7,6,1
26,MARAMUREŞ,PRIMÃRIE,296,COROIENI,107868,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:51",325,306,0,8,11,179,160,0,8,11,170,9,400,221,0,10,84,5,24,4,33,3,2,1,0,0,3,1
26,MARAMUREŞ,"REGISTRU AUTO ROMÂN, REPREZENTANȚA MARAMUREȘ",28,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:53",1400,1385,5,10,0,393,383,0,10,0,373,20,1500,1107,3,24,94,7,26,16,124,33,5,6,12,7,6,10
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",350,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:41",1397,1349,7,34,7,746,703,2,34,7,709,37,1500,754,7,48,190,24,62,70,157,52,0,35,21,30,7,6
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",424,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:06",405,396,0,9,0,231,222,0,9,0,219,12,500,269,2,6,21,1,9,0,165,4,1,2,7,1,0,0
26,MARAMUREŞ,"SALA DE SPORT",397,SĂCĂLĂŞENI,108794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:31:50",800,741,0,41,18,467,408,0,41,18,449,18,801,334,3,16,94,164,47,6,76,16,3,2,12,0,7,3
26,MARAMUREŞ,"SALA DE SPORT",127,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:38:20",1270,1262,1,7,0,514,507,0,7,0,491,23,1400,886,1,34,158,26,51,44,58,35,5,31,19,10,4,15
26,MARAMUREŞ,"SALA DE SPORT",126,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:32",869,858,1,10,0,447,437,0,10,0,427,20,1000,553,1,17,154,24,60,15,52,33,3,24,6,21,7,10
26,MARAMUREŞ,"SALA DE SPORT",153,"ORAŞ DRAGOMIREŞTI",108017,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:49",1221,1175,0,23,23,642,596,0,23,23,583,59,1300,658,2,22,94,20,93,8,262,17,3,3,16,18,24,1
26,MARAMUREŞ,"SALA MULTIFUNCȚIONALĂ MĂGHERĂUȘ",178,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:24:54",1281,1242,12,24,3,672,643,2,24,3,656,16,1300,628,0,38,278,10,27,22,120,80,10,10,10,33,14,4
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:30",558,536,0,12,10,342,321,0,12,9,327,15,600,258,0,6,45,2,34,47,175,4,1,2,7,1,3,0
26,MARAMUREŞ,"SALA POLIVALENTĂ",113,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:25",847,836,0,11,0,277,266,0,11,0,270,7,1000,723,3,33,84,5,17,19,58,22,1,3,12,7,2,4
26,MARAMUREŞ,"SALA POLIVALENTĂ",114,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:55:03",1892,1878,1,8,5,651,638,0,8,5,626,25,1600,949,6,46,243,11,46,20,143,32,6,11,27,11,12,12
26,MARAMUREŞ,"SALA POLIVALENTĂ",112,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:13",1039,1031,0,8,0,356,348,0,8,0,343,13,1100,744,7,30,102,4,17,3,82,61,5,3,18,2,6,3
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",48,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:02",1345,1318,7,20,0,475,455,0,20,0,459,16,1500,1025,5,23,138,10,38,32,87,80,4,10,13,3,8,8
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",49,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:31",1540,1525,3,12,0,555,543,0,12,0,544,11,1800,1245,2,20,164,11,46,37,127,100,11,4,11,5,1,5
26,MARAMUREŞ,"SC DRUMURI ȘI PODURI MARAMUREȘ SA",70,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:01",1473,1458,1,14,0,399,385,0,14,0,379,20,1600,1201,4,21,97,5,56,5,107,31,7,3,14,10,15,4
26,MARAMUREŞ,ŞCOALA,333,LEORDINA,108240,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:42",554,533,2,6,13,289,270,0,6,13,259,30,600,311,6,16,56,10,17,4,20,113,1,1,9,0,5,1
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:23",709,684,1,12,12,411,387,0,12,12,389,22,800,389,1,18,94,7,38,5,187,13,4,1,15,2,1,3
26,MARAMUREŞ,ŞCOALA,291,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:32",220,214,0,6,0,102,96,0,6,0,92,10,300,198,0,4,54,1,9,1,12,10,0,0,0,0,1,0
26,MARAMUREŞ,ŞCOALA,292,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:52:38",300,297,0,3,0,174,171,0,3,0,161,13,300,126,1,10,104,0,20,2,11,8,0,2,2,1,0,0
26,MARAMUREŞ,ŞCOALA,290,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:19",288,286,0,2,0,165,163,0,2,0,156,9,300,135,0,11,64,1,6,2,48,16,3,0,3,0,0,2
26,MARAMUREŞ,ȘCOALA,306,DESEŞTI,107975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:27",772,738,0,19,15,542,508,0,19,15,487,55,800,258,1,14,282,24,51,4,70,22,4,2,5,1,5,2
26,MARAMUREŞ,"ŞCOALA BIRŢ",144,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:05:47",1331,1317,1,13,0,447,434,0,13,0,421,26,1400,953,5,21,100,8,12,5,167,17,6,58,10,6,5,1
26,MARAMUREŞ,"SCOALA CU CLASELE I-IV",348,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:14",264,252,0,8,4,186,174,0,8,4,177,9,300,114,0,13,57,7,20,1,45,4,1,2,1,24,1,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",239,BĂSEŞTI,107190,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:29",248,233,0,9,6,142,127,0,9,6,131,11,210,68,0,17,51,12,8,2,14,18,1,2,2,4,0,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",417,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:47",375,369,0,6,0,214,208,0,6,0,200,14,400,186,1,16,125,2,8,0,14,21,3,1,6,0,0,3
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",299,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:35",174,163,0,7,4,125,114,0,7,4,115,10,192,67,0,8,23,0,6,0,65,3,1,0,4,2,3,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",237,BĂSEŞTI,107190,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:27",378,302,0,61,15,278,202,0,61,15,253,25,380,102,0,21,61,53,12,4,39,43,5,2,5,5,3,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",232,"BĂIŢA DE SUB CODRU",107118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:36",286,244,0,33,9,234,192,0,33,9,212,22,300,66,2,41,31,0,20,1,59,29,1,2,5,6,3,12
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:29",233,223,0,9,1,141,131,0,9,1,130,11,250,109,0,7,14,2,75,0,19,4,0,1,4,1,2,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:36",381,363,1,12,5,226,209,0,12,5,218,8,449,223,0,6,22,9,74,2,79,5,4,1,11,3,0,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",245,BICAZ,107234,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:58",152,132,1,7,12,104,85,0,7,12,96,8,200,96,0,3,9,0,1,1,47,30,1,1,2,0,0,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",338,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:47",490,463,0,18,9,315,288,0,18,9,291,24,501,186,2,15,100,2,114,4,31,4,2,0,9,5,2,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",339,"MIREŞU MARE",108268,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:20:34",528,516,0,10,2,305,293,0,10,2,289,16,599,294,3,35,84,4,89,1,43,4,4,4,3,12,3,0
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",363,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:31:04",354,339,0,15,0,206,191,0,15,0,194,12,400,194,0,7,90,2,14,2,57,5,2,1,10,3,1,0
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",371,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:18",231,215,1,12,3,140,125,0,12,3,134,6,250,110,1,11,25,3,71,1,12,3,3,0,3,1,0,0
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",416,ŞIŞEŞTI,109096,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:26",196,188,0,8,0,109,101,0,8,0,107,2,200,91,0,1,70,0,0,0,19,10,2,1,3,1,0,0
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",364,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:26",1065,1011,3,43,8,719,666,2,43,8,681,38,1100,381,5,32,199,12,80,8,260,45,5,10,14,5,1,5
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV GREBLE",326,"GROŞII ŢIBLEŞULUI",179622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:19",799,781,0,14,4,493,475,0,14,4,463,30,900,407,6,13,295,7,32,12,50,28,2,4,9,2,2,1
26,MARAMUREŞ,"SCOALA CU CLASELE I-VIII",347,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:39",893,859,3,13,18,578,544,3,13,18,511,67,1000,422,3,15,62,11,30,4,250,10,6,24,6,55,4,31
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",302,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:56",351,339,0,12,0,209,197,0,12,0,205,4,400,191,1,6,92,2,11,1,79,5,0,1,4,3,0,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",301,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:57",642,634,0,6,2,382,374,0,6,2,362,20,700,318,4,22,70,1,56,1,187,3,0,1,6,6,5,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",374,REMEŢI,108552,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:23:47",1356,1342,2,6,6,650,637,1,6,6,582,68,1400,750,159,63,113,2,35,4,55,60,1,2,24,57,5,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:09:32",1744,1577,0,103,64,1030,863,0,103,64,965,65,1700,670,4,42,293,35,148,8,392,13,1,2,24,1,1,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",251,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:16",1191,1183,2,3,3,391,385,0,3,3,366,25,1300,909,30,29,100,6,28,11,106,10,7,2,11,10,9,7
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",250,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:05",698,694,0,1,3,280,276,0,1,3,257,23,800,520,92,11,33,2,15,2,54,19,3,1,15,6,2,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",320,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:41",1336,1287,0,18,31,908,859,0,18,31,827,81,1200,292,8,56,605,12,35,1,59,27,3,1,12,1,5,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE V-VIII",303,CUPŞENI,107920,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:25:37",852,842,0,3,7,641,631,0,3,7,618,23,900,259,9,72,367,6,20,5,88,11,0,4,14,4,17,1
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",418,ŞIŞEŞTI,109096,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:52:25",424,421,0,3,0,267,264,0,3,0,248,19,500,233,1,20,92,3,25,1,24,48,19,0,10,1,3,1
26,MARAMUREŞ,"ȘCOALA DE LA PODUL RÂTULUI",414,ŞIEU,179613,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:50",766,716,0,27,23,536,486,0,27,23,487,49,900,364,3,28,124,15,18,3,151,90,0,6,10,35,2,2
26,MARAMUREŞ,"ŞCOALA FÎNTÎNA",145,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:16:36",1171,1156,2,12,1,358,345,0,12,1,319,39,1300,942,0,11,92,4,5,8,105,7,1,66,7,6,6,1
26,MARAMUREŞ,"ȘCOALA GENERALA",199,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:22",665,655,1,5,4,288,279,0,5,4,269,19,700,412,0,6,125,3,24,4,78,10,4,1,8,5,0,1
26,MARAMUREŞ,"SCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:06",1199,1191,1,6,1,664,657,0,6,1,630,34,1300,636,0,43,147,3,146,5,71,180,10,0,18,1,3,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",195,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:38",182,175,0,7,0,74,67,0,7,0,71,3,200,126,1,4,26,1,5,2,18,7,1,0,4,2,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",196,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:43:54",210,201,0,9,0,96,87,0,9,0,84,12,300,204,1,2,41,1,0,1,29,3,0,0,3,2,1,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",197,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:54:49",73,63,0,10,0,36,26,0,10,0,33,3,100,64,0,1,18,1,5,0,4,1,2,0,0,1,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",198,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:28",212,206,0,6,0,99,93,0,6,0,92,7,300,201,0,5,57,1,9,1,10,3,0,1,1,1,2,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",200,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:04",484,479,0,4,1,244,239,0,4,1,226,18,500,256,1,13,71,4,19,2,78,16,2,0,10,4,1,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",203,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:24",222,214,0,5,3,124,116,0,5,3,121,3,300,176,1,5,68,3,6,1,19,4,0,2,6,6,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",420,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:38",528,519,3,5,1,273,267,0,5,1,253,20,600,327,2,10,131,0,27,3,25,29,6,0,11,4,3,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",419,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:00",518,508,1,7,2,303,294,0,7,2,283,20,600,297,1,20,91,3,13,1,39,75,10,5,10,2,3,10
26,MARAMUREŞ,"ŞCOALA GENERALĂ",254,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:29",557,526,1,13,17,226,196,0,13,17,187,39,600,374,2,37,109,5,3,2,19,0,0,0,4,0,6,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",257,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:39",414,372,0,31,11,314,272,0,31,11,289,25,400,86,4,11,166,6,13,1,62,6,1,1,15,3,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:07",60,46,0,10,4,55,41,0,10,4,48,7,100,45,0,4,9,1,4,0,22,1,0,0,4,3,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",259,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:01",71,58,0,12,1,53,40,0,12,1,50,3,98,45,0,4,14,3,3,2,21,0,0,0,0,1,1,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",308,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:30",526,511,0,2,13,313,298,0,2,13,295,18,600,287,4,12,166,13,42,1,32,10,0,2,7,3,3,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",309,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:12",790,767,0,5,18,473,450,0,5,18,446,27,850,377,4,17,242,10,120,1,27,9,2,3,7,2,2,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",310,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:23",538,524,0,6,8,323,309,0,6,8,301,22,600,277,1,10,183,3,25,1,23,39,2,2,6,3,2,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",311,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:29",499,492,0,7,0,292,285,0,7,0,281,11,600,308,0,4,184,6,16,2,45,7,0,1,13,1,2,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",312,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:44",406,401,0,5,0,264,259,0,5,0,252,12,449,185,1,6,113,8,27,3,64,16,1,1,7,4,0,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",321,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:59",432,403,0,13,16,296,267,0,13,16,283,13,500,204,4,21,150,4,24,2,40,10,0,1,20,1,6,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",334,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:08",816,791,0,11,14,500,475,0,11,14,472,28,900,400,3,74,203,2,76,3,41,13,6,5,7,31,6,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",349,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:47",1002,980,0,14,8,606,584,0,14,8,572,34,1100,494,8,35,117,8,202,3,144,12,0,5,12,19,5,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",190,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:30",288,279,0,9,0,114,105,0,9,0,102,12,300,186,1,3,27,2,6,5,32,12,2,1,7,1,3,0
