precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ COALIȚIA PENTRU MARAMUREȘ CMM-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","COVACI DENIS-MIHAI-voturi"
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",34,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:45:54",1244,1234,0,10,0,395,385,0,10,0,373,22,1400,1005,8,21,95,11,46,17,98,32,2,10,17,8,5,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",32,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:41",855,847,1,7,0,279,272,0,7,0,268,11,1000,721,1,5,75,5,24,17,86,40,7,3,0,0,1,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",33,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:43:51",1284,1274,1,9,0,444,435,0,9,0,434,10,1500,1056,2,19,118,12,50,46,91,56,5,6,10,7,8,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALA ”ION POPESCU DE COAȘ”",280,COAŞ,179837,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:32",1204,1114,2,40,48,917,827,2,40,48,765,152,1204,287,0,37,246,13,276,6,96,36,7,2,19,14,10,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „KOS KAROLY”",206,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:26",710,667,0,7,36,464,421,0,7,36,446,18,800,336,5,6,10,0,146,271,5,0,1,0,1,1,0,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „LAURENŢIU ULICI”",379,"RONA DE JOS",108614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:27:39",1707,1627,1,8,71,1088,1008,1,8,71,1003,85,1900,812,8,37,372,3,118,5,349,31,3,4,21,47,5,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",68,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:26:58",1628,1607,10,11,0,493,482,0,11,0,481,12,1800,1307,1,21,145,4,66,25,98,73,4,9,10,8,7,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",67,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:58:13",1648,1642,0,6,0,673,667,0,6,0,646,27,1900,1227,5,19,211,18,48,70,138,78,5,7,19,9,2,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",66,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:27",1057,1025,17,15,0,415,400,0,15,0,411,4,1200,785,1,8,106,8,23,34,107,77,6,8,11,11,3,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",65,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:45",1144,1117,10,12,5,400,383,0,12,5,390,10,1200,800,2,21,109,4,37,36,83,57,6,12,5,8,3,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA” CORP C",314,FĂRCAŞA,108106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:41",1510,1474,4,14,18,903,867,4,14,18,844,59,1600,697,8,38,264,32,286,3,141,23,2,6,23,5,3,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",156,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:29",1541,1530,0,6,5,659,648,0,6,5,599,60,1700,1041,2,27,160,7,73,3,225,25,3,8,38,21,2,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” LOCAL CENTRU 2",157,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:04",1020,1013,0,6,1,412,405,0,6,1,361,51,1200,788,2,23,95,2,29,7,137,14,4,2,21,16,7,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",57,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:52",1231,1226,0,5,0,472,467,0,5,0,441,31,1400,928,3,23,113,7,66,8,139,31,4,8,13,14,8,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",58,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:24",1191,1183,0,8,0,468,460,0,8,0,442,26,1300,832,8,23,132,8,55,5,129,32,7,6,10,11,5,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCANESCU”",240,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:38",1482,1456,0,12,14,755,729,0,12,14,696,59,1600,845,4,28,178,24,63,0,371,6,3,0,11,1,4,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCĂNESCU”",241,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:18",1166,1154,0,3,9,638,626,0,3,9,544,94,1300,662,4,21,117,10,41,8,299,5,7,0,20,1,10,1
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",9,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:55",1559,1546,0,13,0,513,500,0,13,0,501,12,1700,1187,3,22,141,4,42,27,116,98,3,9,13,7,9,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",8,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:24:33",1647,1622,5,17,3,604,584,2,17,1,592,12,1800,1196,1,31,172,17,52,60,96,102,9,13,16,6,4,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",55,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:17:57",1532,1520,3,9,0,546,536,1,9,0,500,36,1700,1164,14,24,144,11,40,35,156,22,6,11,17,10,3,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",56,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:46",1352,1335,6,11,0,487,476,0,11,0,455,32,1500,1013,8,26,87,6,87,21,140,24,3,12,16,14,3,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",18,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:05",869,860,0,9,0,299,290,0,9,0,296,3,1000,701,5,26,66,5,19,41,58,61,1,4,3,3,2,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",19,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:20",1173,1161,3,9,0,430,421,0,9,0,412,18,1300,870,2,8,129,8,32,44,84,68,3,8,11,4,2,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 13",59,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:02",1378,1360,6,10,2,572,560,0,10,2,539,33,1500,928,3,92,111,6,36,9,188,40,6,11,17,10,7,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",26,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:59",1445,1436,0,9,0,541,532,0,9,0,527,14,1600,1059,2,19,177,8,53,36,118,71,8,6,16,5,3,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",27,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:04",1409,1396,2,11,0,485,474,0,11,0,463,22,1600,1115,4,18,111,14,39,35,152,44,5,3,12,10,11,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 3",223,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:49",753,742,2,9,0,276,267,0,9,0,257,19,800,524,2,52,164,1,3,1,13,10,1,4,3,1,2,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4 HORB POIENILE DE SUB MUNTE",358,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:08",1334,1332,0,2,0,561,559,0,2,0,482,79,1500,939,89,18,71,5,102,9,90,36,7,3,35,3,13,1
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4 STRUCTURA LUHEI POIENILE DE SUB MUNTE",359,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:35",895,888,0,7,0,418,411,0,7,0,356,62,1000,582,32,10,36,2,97,0,115,16,4,1,39,2,2,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",221,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:01",1668,1663,0,5,0,539,534,0,5,0,498,41,1800,1261,10,70,316,7,22,1,39,11,2,3,12,3,2,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",222,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:29",1552,1538,2,12,0,484,471,1,12,0,458,26,1700,1216,8,96,228,1,17,13,39,33,2,5,7,2,6,1
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",60,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-03 13:44:14",1143,1120,10,13,0,437,424,0,13,0,416,21,1200,763,2,16,117,5,35,84,77,45,4,9,7,8,3,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",61,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:39",1279,1238,12,10,19,509,479,1,10,19,500,9,1395,886,3,12,130,7,30,125,88,63,2,11,10,13,3,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",81,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:55",1787,1777,0,10,0,540,530,0,10,0,521,19,2000,1460,3,14,147,9,79,26,132,48,7,10,14,10,11,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",82,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:03:40",1968,1948,6,14,0,761,747,0,14,0,729,22,2100,1339,5,45,215,8,79,35,154,109,6,16,17,18,8,14
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",423,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:09",1010,987,1,7,15,542,520,0,7,15,515,27,1100,558,5,16,185,5,28,2,218,12,4,6,23,3,5,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",422,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:00",1020,1007,0,2,11,558,545,0,2,11,528,30,1100,542,3,24,223,5,45,1,172,11,3,5,24,3,4,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",72,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:30",1486,1475,1,10,0,478,468,0,10,0,465,13,1600,1122,1,20,134,7,51,23,135,52,4,4,14,12,3,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",76,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:52",1245,1232,0,12,1,353,340,0,12,1,340,13,1400,1047,2,16,80,15,35,15,93,40,2,6,18,6,1,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",75,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:36",1595,1583,0,12,0,527,515,0,12,0,508,19,1700,1173,1,26,144,13,69,27,108,72,6,9,10,10,4,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",74,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:36",1457,1446,3,8,0,492,484,0,8,0,475,17,1600,1108,1,17,138,7,42,9,152,62,6,6,12,10,5,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",73,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:47",1546,1538,4,4,0,503,499,0,4,0,487,16,1700,1197,1,14,129,5,45,22,148,67,8,7,15,13,0,13
26,MARAMUREŞ,"ŞCOALA GÎRLEA",139,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:26",1067,1059,3,5,0,385,379,1,5,0,368,17,1200,815,1,21,105,7,9,1,146,13,1,47,12,0,5,0
26,MARAMUREŞ,"ŞCOALA MAGHIARĂ",161,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:08",1318,1277,4,24,13,702,665,0,24,13,670,32,1400,698,7,29,156,1,54,45,323,21,4,3,12,7,2,6
26,MARAMUREŞ,"ȘCOALA „NĂNEȘTI”",243,BÂRSANA,107314,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:39:09",547,531,2,4,10,309,294,1,4,10,260,34,600,291,3,8,72,9,19,4,135,8,0,0,0,0,2,0
26,MARAMUREŞ,"ŞCOALA NOUĂ",313,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:39",980,940,3,6,31,552,515,0,6,31,532,20,1000,448,1,10,403,17,15,1,40,20,6,1,10,3,1,4
26,MARAMUREŞ,"ŞCOALA NR. 1",130,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:10",1429,1415,5,9,0,378,368,1,9,0,355,23,1600,1222,4,15,81,14,11,5,163,17,6,21,10,1,7,0
26,MARAMUREŞ,"ŞCOALA NR. 1",131,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:49",1348,1342,0,6,0,509,503,0,6,0,469,40,1500,991,4,19,143,4,13,4,180,38,2,41,17,2,2,0
26,MARAMUREŞ,"ȘCOALA NR. 2",344,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:17:21",2102,2085,4,8,5,1029,1015,1,8,5,961,68,2300,1271,10,66,357,7,51,3,279,69,5,17,30,60,7,0
26,MARAMUREŞ,"ȘCOALA NR. 3",342,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:26",1638,1621,1,13,3,829,813,0,13,3,787,42,1800,971,3,124,323,2,20,8,222,13,1,40,19,7,4,1
26,MARAMUREŞ,"ŞCOALA NR. 7",149,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:12",1354,1347,0,7,0,403,396,0,7,0,377,18,1500,1097,0,15,70,10,26,11,130,26,3,51,25,4,4,2
26,MARAMUREŞ,"ŞCOALA NR. 7",148,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:11:41",1215,1210,2,3,0,367,364,0,3,0,347,20,1300,933,2,13,87,6,39,17,100,24,7,31,10,2,8,1
26,MARAMUREŞ,"ŞCOALA NR. 8",132,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:07:03",1311,1311,0,0,0,431,431,0,0,0,408,23,1400,969,0,16,88,7,12,6,196,12,7,42,19,1,0,2
26,MARAMUREŞ,"ŞCOALA NR. 8",133,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:07:40",1351,1331,0,20,0,516,496,0,20,0,499,17,1500,984,3,23,157,9,14,7,186,28,5,34,21,1,10,1
26,MARAMUREŞ,"ŞCOALA NR. 9",134,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:59:39",1610,1603,2,5,0,496,491,0,5,0,466,30,1800,1304,1,20,110,5,14,3,200,39,5,56,3,5,5,0
26,MARAMUREŞ,"ŞCOALA NR. 9",135,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:24:06",1063,1050,3,10,0,357,346,1,10,0,342,15,1200,843,2,14,89,4,5,3,160,13,3,33,9,3,4,0
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",138,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:31",1098,1067,0,10,21,347,316,0,10,21,331,16,1200,853,7,23,92,7,4,3,128,16,0,29,8,5,9,0
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",136,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:26",1127,1116,2,9,0,437,428,0,9,0,417,20,1200,763,0,8,117,7,14,4,167,17,0,69,5,6,3,0
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",137,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:55",828,814,1,12,1,279,266,0,12,1,261,18,900,621,1,6,85,3,13,5,87,13,1,37,5,2,3,0
26,MARAMUREŞ,"ȘCOALA PLOPȘOR",329,IEUD,108204,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:16:38",368,356,0,10,2,169,157,0,10,2,141,28,400,231,0,6,19,1,23,1,81,1,2,0,5,1,1,0
26,MARAMUREŞ,"ŞCOALA POIANA",142,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:51",964,952,7,5,0,362,354,3,5,0,346,16,1100,738,4,6,78,4,14,7,171,13,1,37,8,2,1,0
26,MARAMUREŞ,"ŞCOALA POIANA",143,"ORAŞ BORŞA",106746,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:51:00",1005,982,11,11,1,351,339,0,11,1,328,23,1100,749,1,16,94,8,8,6,129,9,1,38,11,0,7,0
26,MARAMUREŞ,"SCOALA PRIMARA",369,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:37",215,198,0,13,4,215,198,0,13,4,212,3,300,85,1,9,27,0,107,2,51,9,3,0,2,0,1,0
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",304,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:29",977,958,1,8,10,518,500,0,8,10,487,31,1100,582,3,26,69,5,22,4,300,3,6,1,28,17,3,0
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",392,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:18",606,584,0,17,5,365,343,0,17,5,341,24,600,235,1,10,127,8,43,2,119,13,6,1,8,1,1,1
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",393,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:46",688,669,2,9,8,385,367,1,9,8,318,67,700,315,3,22,87,6,61,3,97,9,2,2,17,4,1,4
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",412,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:01",278,268,0,7,3,190,180,0,7,3,172,18,300,110,1,4,33,3,8,2,113,0,0,0,6,2,0,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",210,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:19",684,668,1,10,5,424,409,0,10,5,403,21,800,376,0,7,5,5,353,17,4,1,0,1,2,2,3,3
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:54",275,250,0,14,11,161,136,0,14,11,156,5,300,139,0,5,28,0,84,1,31,1,0,0,2,1,2,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:41:56",48,43,0,5,0,37,32,0,5,0,35,2,50,13,0,0,13,0,1,0,16,0,1,0,3,0,1,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:52",181,172,0,9,0,117,108,0,9,0,111,6,200,83,0,6,31,2,11,4,31,21,0,0,4,0,0,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:36",555,539,0,10,6,317,301,0,10,6,302,15,600,283,2,25,90,13,16,4,71,51,5,2,9,5,5,4
26,MARAMUREŞ,"ŞCOALA PRIMARĂ ÎNTRERÂURI",281,COAŞ,179837,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:28",84,72,0,12,0,68,56,0,12,0,65,3,100,32,0,3,31,3,18,2,3,2,0,0,3,0,0,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",273,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:04:55",184,179,0,4,1,141,136,0,4,1,130,11,202,61,0,2,43,1,2,0,20,11,2,0,1,46,0,2
26,MARAMUREŞ,"ŞCOALA PRIMARĂ VALEA SASULUI",261,BOTIZA,107485,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:44",293,273,2,8,10,171,153,0,8,10,156,15,300,129,0,10,13,2,15,0,103,1,2,0,4,2,3,1
26,MARAMUREŞ,"ŞCOALA REPEDEA",141,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:59",1007,1000,0,7,0,337,330,0,7,0,320,17,1100,763,1,8,110,7,10,1,117,14,1,31,14,3,2,1
26,MARAMUREŞ,"ŞCOALA REPEDEA",140,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:00",842,835,0,7,0,261,254,0,7,0,240,21,900,639,3,12,61,5,11,4,103,6,2,19,10,1,2,1
26,MARAMUREŞ,"ŞCOALA ROTUNDU",147,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:08",1211,1201,3,7,0,433,426,0,7,0,419,14,1300,867,5,42,80,18,12,6,174,21,5,26,12,12,6,0
26,MARAMUREŞ,"ŞCOALA ROTUNDU",146,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:20",1124,1119,1,4,0,383,379,0,4,0,353,30,1200,817,8,31,74,26,13,7,129,16,3,24,11,5,5,1
26,MARAMUREŞ,"ȘCOALA VAD",289,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:09",301,285,1,15,0,188,173,0,15,0,178,10,300,112,0,17,50,1,72,0,21,4,3,2,3,0,3,2
26,MARAMUREŞ,"ŞCOALA VALEA CARELOR",401,SĂCEL,108874,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:19:21",1367,1317,1,20,29,764,715,0,20,29,662,102,1500,736,6,63,233,31,76,7,155,7,15,6,25,31,6,1
26,MARAMUREŞ,"ȘCOALA „VALEA MUNTELUI”",242,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:36",637,631,0,4,2,327,321,0,4,2,287,40,700,373,0,15,44,11,20,0,177,10,0,0,7,1,2,0
26,MARAMUREŞ,"SEDIUL GRĂDINIȚEI",264,BUDEŞTI,107519,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:58",656,643,0,5,8,454,441,0,5,8,414,40,700,246,1,57,214,2,32,4,61,12,5,2,19,0,4,1
26,MARAMUREŞ,"SEDIUL PRIMĂRIEI",263,BUDEŞTI,107519,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:54",1176,1145,0,18,13,766,735,0,18,13,705,61,1300,534,5,54,282,3,120,5,151,37,6,1,22,7,11,1
26,MARAMUREŞ,"SEDIUL PRIMĂRIEI BOTIZA",260,BOTIZA,107485,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:04",1901,1821,0,22,58,1067,988,0,22,57,1017,50,2000,933,7,64,151,6,41,2,672,28,6,0,37,1,1,1
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",91,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:41:24",1214,1198,1,15,0,347,332,0,15,0,336,11,1300,953,11,27,116,8,21,25,64,21,6,7,9,12,5,4
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",92,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:29",539,528,0,11,0,165,154,0,11,0,158,7,600,435,2,20,50,6,8,17,32,10,1,1,6,3,0,2
