precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU BISTRIȚA-NĂSĂUD-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU MIHALACHE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","POP ZAHARIE-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",269,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:36",502,485,0,3,14,373,356,0,3,14,344,29,535,162,29,119,117,6,13,6,7,38,4,4,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SĂRATA",57,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:15",984,974,7,3,0,334,331,0,3,0,302,32,1071,737,54,65,133,6,3,6,5,12,14,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNNICOARĂ",112,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:43",92,85,0,6,1,53,46,0,6,1,47,6,95,42,5,15,15,1,0,1,1,6,2,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",185,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:32",391,386,0,5,0,228,223,0,5,0,199,29,425,197,11,82,69,3,2,3,3,18,1,1,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",151,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:39",376,365,1,10,0,177,167,0,10,0,159,18,405,228,32,43,50,6,2,2,3,15,3,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRUGURENI",109,CHIOCHIŞ,33015,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:13:33",165,154,0,5,6,118,107,0,5,6,99,19,180,62,7,44,38,2,1,1,3,2,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",221,"PRUNDU BÂRGĂULUI",34235,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:24:59",1138,1113,0,11,14,586,565,0,11,10,530,56,1243,657,41,325,85,9,10,6,3,44,4,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",98,BUDEŞTI,32768,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:14",482,478,1,3,0,289,286,0,3,0,231,58,530,241,16,124,65,3,5,1,5,3,4,3,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",203,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:01",368,356,0,12,0,194,182,0,12,0,164,30,390,196,35,74,34,2,4,3,2,6,2,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢENTEA",113,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:27:31",105,99,0,6,0,61,55,0,6,0,54,7,105,44,7,12,21,2,2,3,2,4,1,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢIGĂU",157,LECHINŢA,33435,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:08",364,354,0,9,1,196,186,0,9,1,177,19,390,194,6,89,50,5,7,2,6,7,2,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”VALEA BABII”",227,REBRIŞOARA,34280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:10",160,147,0,10,3,102,89,0,10,3,97,5,170,68,1,10,50,4,25,3,1,1,0,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",165,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:38",136,127,0,9,0,104,95,0,9,0,98,6,140,36,6,81,4,3,1,0,0,1,0,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA VINULUI",232,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:47",174,163,0,10,1,109,98,0,10,1,102,7,180,71,20,68,7,0,3,2,0,1,0,1,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PROFESIONALĂ SPECIALĂ ”SFÂNTA MARIA” BISTRIŢA",7,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:34",1321,1301,4,9,7,490,474,0,9,7,477,13,4302,3812,51,137,172,14,18,9,3,42,24,2,5
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",186,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:07",114,84,0,27,3,92,62,0,27,3,84,8,145,53,4,61,9,2,2,0,0,4,0,1,1
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",30,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:23",1519,1508,2,9,0,496,487,0,9,0,474,22,1695,1199,63,137,176,7,15,11,6,36,15,2,6
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",29,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:00",1779,1772,0,7,0,578,571,0,7,0,565,13,1965,1387,61,195,211,3,24,6,2,41,11,4,7
