precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","LICSARI COSTINEL-MANUEL-voturi"
27,MEHEDINŢI,"ASOCIAȚIA DE PROPRIETARI NR.90",5,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:20",980,966,1,12,1,391,378,0,12,1,362,29,1100,709,3,120,18,24,139,11,2,31,2,0,12
27,MEHEDINŢI,"ASOCIATIA LIGA ”SOLIDARITATEA” A PENSIONARILOR",20,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:48",1180,1168,0,12,0,467,455,0,12,0,451,16,1300,833,3,160,29,32,178,13,5,16,8,0,7
27,MEHEDINŢI,"CĂMIN CULTURAL BREZNITA-MOTRU",121,BREZNIŢA-MOTRU,110740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:23",879,762,0,39,78,629,512,0,39,78,576,53,899,270,10,146,3,20,322,12,1,56,1,2,3
27,MEHEDINŢI,"CĂMIN CULTURAL BROŞTENI",126,BROŞTENI,110875,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:50",1330,1205,0,78,47,864,739,0,78,47,826,38,1400,536,7,497,9,31,216,5,3,42,6,2,8
27,MEHEDINŢI,"CĂMIN CULTURAL BUSEȘTI",203,ISVERNA,112370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:38",195,139,0,55,1,173,117,0,55,1,161,12,300,127,1,94,0,11,51,1,0,1,2,0,0
27,MEHEDINŢI,"CAMIN CULTURAL ILOVĂŢ",198,ILOVĂŢ,112263,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:05:56",1311,974,0,298,39,1008,671,0,298,39,948,60,1400,392,18,406,4,8,490,11,1,3,0,3,4
27,MEHEDINŢI,"CĂMIN CULTURAL ISVERNA",201,ISVERNA,112370,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:28:57",1602,1295,0,289,18,1230,924,0,289,17,1124,106,1600,370,19,612,12,12,440,8,3,11,4,3,0
27,MEHEDINŢI,"CĂMIN CULTURAL IZVORĂLU",276,TÂMNA,113732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:17",314,273,0,41,0,224,183,0,41,0,196,28,393,169,4,44,6,8,130,1,0,1,1,1,0
27,MEHEDINŢI,"CAMIN CULTURAL VANATORI",279,VÂNĂTORI,113849,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:25",932,815,0,79,38,624,507,0,79,38,583,41,1000,376,9,450,2,9,101,7,2,0,2,1,0
27,MEHEDINŢI,"CĂMIN CULTURAL VÎNJULEŢ",281,VÂNJULEŢ,113894,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:06",1562,1431,7,49,75,740,616,0,49,75,693,47,1700,960,7,236,10,3,400,34,0,0,0,2,1
27,MEHEDINŢI,"CĂMINUL CULTURAL",153,CUJMIR,111444,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:52:36",1037,899,1,67,70,713,577,0,67,69,694,19,1100,387,12,290,1,9,359,8,2,9,2,0,2
27,MEHEDINŢI,"CĂMINUL CULTURAL",154,CUJMIR,111444,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:18",959,859,0,50,50,628,528,0,50,50,582,46,1100,472,19,253,3,5,286,7,1,4,2,0,2
27,MEHEDINŢI,"CĂMINUL CULTURAL",190,GRUIA,112030,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:58",748,706,0,42,0,429,387,0,42,0,386,43,794,319,5,169,2,3,170,32,0,5,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL BAHNA",200,ILOVIŢA,112334,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:52",290,264,0,21,5,290,264,0,21,5,249,41,500,210,5,121,23,2,84,2,2,3,2,1,4
27,MEHEDINŢI,"CĂMINUL CULTURAL BALA",100,BALA,110296,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:13:20",740,689,0,51,0,521,470,0,51,0,494,27,700,179,11,172,9,15,256,12,2,14,1,2,0
27,MEHEDINŢI,"CĂMINUL CULTURAL BALTA",106,BALTA,110456,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:44",498,324,0,168,6,421,247,0,168,6,402,19,470,49,2,166,10,140,54,15,0,9,3,2,1
27,MEHEDINŢI,"CĂMINUL CULTURAL BÎRÎIACU",238,PONOARELE,112995,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:00",260,228,0,29,3,191,159,0,29,3,177,14,300,109,10,67,2,4,90,3,0,1,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL BOBAIŢA",217,MALOVĂŢ,112664,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:00",568,480,0,82,6,400,312,0,82,6,368,32,600,200,8,240,7,6,92,9,3,1,2,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL CEARÎNG",251,PUNGHINA,113395,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:06",135,122,0,13,0,98,85,0,13,0,92,6,200,102,1,31,0,6,54,0,0,0,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL CERVENIŢA",246,PRUNIŞOR,113233,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:10",398,285,0,111,2,307,194,0,111,2,285,22,494,187,8,107,7,72,60,2,2,1,5,2,19
27,MEHEDINŢI,"CĂMINUL CULTURAL CIOROBORENI",211,JIANA,112548,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:34",513,492,0,6,15,316,295,0,6,15,311,5,600,284,3,280,0,1,20,5,1,0,0,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL CIREŞU",142,CIREŞU,111220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:07:44",499,389,0,100,10,389,279,0,100,10,367,22,600,211,7,177,28,9,137,0,2,3,0,1,3
27,MEHEDINŢI,"CĂMINUL CULTURAL CORCOVA",143,CORCOVA,111275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:27",1095,944,2,131,18,782,631,2,131,18,740,42,1000,218,17,277,63,23,329,6,9,11,2,0,3
27,MEHEDINŢI,"CĂMINUL CULTURAL COSTEŞTI",108,BALTA,110456,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:50:11",183,131,1,50,1,156,105,0,50,1,137,19,326,170,0,42,23,24,40,4,0,4,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL DĂNCEU",210,JIANA,112548,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:51",1055,964,1,24,66,529,439,0,24,66,526,3,1200,671,3,472,3,2,38,2,1,3,2,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL DUMBRAVA DE JOS",166,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:38",462,380,1,53,28,321,240,0,53,28,292,29,400,79,4,208,10,14,50,3,1,1,0,1,0
27,MEHEDINŢI,"CĂMINUL CULTURAL FÎNTÎNA DOMNEASCĂ",245,PRUNIŞOR,113233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:09",369,311,0,57,1,270,212,0,57,1,258,12,400,130,4,74,2,51,124,0,0,2,1,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL GĂRDĂNEASA",237,PONOARELE,112995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:46",418,391,0,27,0,285,258,0,27,0,269,16,500,215,5,161,6,19,63,5,7,1,1,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNENŢI",234,PODENI,112959,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:09",154,132,0,19,3,123,101,0,19,3,116,7,200,77,3,79,3,6,21,2,0,2,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNOVIŢA",109,BALTA,110456,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:34:32",247,156,0,89,2,214,123,0,89,2,193,21,300,86,2,51,5,48,12,45,1,23,4,2,0
27,MEHEDINŢI,"CĂMINUL CULTURAL GRECI",182,GRECI,111916,12,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:50:31",617,492,0,65,60,439,314,0,65,60,396,21,700,283,6,245,2,10,128,0,0,3,2,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL GRUIA",188,GRUIA,112030,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:22",698,643,0,55,0,433,378,0,55,0,409,24,700,266,6,185,0,17,180,5,0,11,3,0,2
27,MEHEDINŢI,"CĂMINUL CULTURAL IZIMŞA",220,"OBÂRŞIA DE CÂMP",112744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:19",964,751,0,135,78,733,520,0,135,78,689,44,1000,267,11,332,18,151,89,57,1,26,0,4,0
27,MEHEDINŢI,"CĂMINUL CULTURAL IZVORU BÎRZII",204,"IZVORU BÂRZII",112469,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:25",1092,1067,0,25,0,709,684,0,25,0,661,48,1200,491,10,172,147,57,237,9,4,13,2,10,0
27,MEHEDINŢI,"CĂMINUL CULTURAL JIROV",147,CORCOVA,111275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:17",1275,1211,0,59,5,813,749,0,59,5,771,42,1300,487,11,294,52,15,358,20,8,9,1,1,2
27,MEHEDINŢI,"CĂMINUL CULTURAL LIVEZILE",212,LIVEZILE,112600,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:07",853,670,0,149,34,640,457,0,149,34,603,37,795,155,5,365,18,4,198,1,2,6,1,2,1
27,MEHEDINŢI,"CĂMINUL CULTURAL MALOVĂŢ",215,MALOVĂŢ,112664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:01",1158,982,0,170,6,841,665,0,170,6,784,57,1100,259,10,438,17,72,210,13,4,7,2,1,10
27,MEHEDINŢI,"CĂMINUL CULTURAL NOU-DÎRVARI",157,DÂRVARI,111550,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:39",1193,1090,0,34,69,805,702,0,34,69,751,54,1296,491,19,569,2,10,76,31,4,4,1,1,34
27,MEHEDINŢI,"CĂMINUL CULTURAL OBÂRŞIA DE CÂMP",219,"OBÂRŞIA DE CÂMP",112744,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:58",607,453,1,108,45,607,453,1,108,45,518,46,800,216,29,190,29,14,111,26,5,106,3,5,0
27,MEHEDINŢI,"CĂMINUL CULTURAL OPRIȘOR",222,OPRIŞOR,112771,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:05:12",826,721,0,66,39,546,441,0,66,39,480,66,800,254,14,209,3,122,85,14,2,2,14,2,13
27,MEHEDINŢI,"CĂMINUL CULTURAL OREVIŢA MARE",94,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:23",629,586,3,22,18,393,350,3,22,18,375,18,630,237,2,170,3,24,153,8,2,1,10,1,1
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂDINA MARE",225,PĂDINA,112806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:37",300,193,0,102,5,237,130,0,102,5,227,10,400,163,1,87,93,3,17,17,0,1,0,1,7
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂTULELE",229,PĂTULELE,112879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:23:13",1298,1210,0,27,61,824,736,0,27,61,771,53,1300,476,14,160,48,47,300,14,0,123,51,11,3
27,MEHEDINŢI,"CĂMINUL CULTURAL PERI",196,HUSNICIOARA,112129,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:32",354,308,0,44,2,239,193,0,44,2,216,23,401,162,1,70,2,0,138,0,3,1,0,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL PODENI",233,PODENI,112959,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:29",559,509,3,34,13,434,387,0,34,13,392,42,600,166,5,232,18,4,109,9,4,8,0,3,0
27,MEHEDINŢI,"CĂMINUL CULTURAL PONOARELE",235,PONOARELE,112995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:16",889,827,4,51,7,643,585,0,51,7,603,40,900,257,15,346,22,29,156,9,0,16,3,2,5
27,MEHEDINŢI,"CĂMINUL CULTURAL PREJNA",107,BALTA,110456,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:16:35",373,218,0,153,2,322,167,0,153,2,304,18,400,78,0,153,17,91,14,20,1,7,0,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL PRISTOL",242,PRISTOL,113206,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:17:26",955,793,1,88,73,583,427,0,88,68,562,21,900,317,16,315,3,50,165,2,4,4,2,1,0
27,MEHEDINŢI,"CĂMINUL CULTURAL PUNGHINA",249,PUNGHINA,113395,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:27",970,931,0,16,23,406,367,0,16,23,400,6,1000,594,3,219,13,1,149,5,3,6,0,1,0
27,MEHEDINŢI,"CĂMINUL CULTURAL ROCŞORENI",169,DUMBRAVA,111587,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:40",105,89,0,15,1,69,53,0,15,1,64,5,193,124,1,50,5,3,5,0,0,0,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL ŞIŞEŞTI",269,ŞIŞEŞTI,113625,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:42",559,522,0,36,1,559,522,0,36,1,559,0,1000,441,1,88,0,3,464,2,0,0,0,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL SLAŞOMA",228,PĂDINA,112806,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:09",490,353,0,105,32,401,264,0,105,32,380,21,500,99,6,201,13,26,127,3,0,0,1,0,3
27,MEHEDINŢI,"CĂMINUL CULTURAL VECHI-GEMENI",158,DÂRVARI,111550,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:15",941,856,0,44,41,684,599,0,44,41,653,31,1104,420,10,506,1,12,99,5,0,1,0,0,19
27,MEHEDINŢI,"CĂMINUL CULTURAL VIAŞU",232,PĂTULELE,112879,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:41:27",451,408,0,26,17,310,267,0,26,17,290,20,500,190,5,50,27,6,141,8,0,45,2,6,0
27,MEHEDINŢI,"CĂMINUL CULTURAL VRATA",290,VRATA,114079,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:56",1707,1517,1,100,89,894,704,1,100,89,840,54,1800,906,7,601,5,44,160,14,1,2,0,4,2
27,MEHEDINŢI,"CENTRUL DE INFORMARE TURISTICA DEVESEL",159,DEVESEL,111480,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:33:45",1208,950,2,189,67,886,629,1,189,67,820,66,1200,314,11,290,33,12,447,3,1,3,6,0,14
27,MEHEDINŢI,"CENTRUL DE ZI TÂMNA",275,TÂMNA,113732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:28",615,523,0,83,9,438,346,0,83,9,409,29,600,162,5,216,12,83,69,4,1,8,6,2,3
27,MEHEDINŢI,"CENTRUL TURISTIC PENTRU ACTIVITĂȚI CULTURALE SI SPORTIVE",127,BROŞTENI,110875,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:02",1129,1080,0,35,14,806,757,0,35,14,762,44,1200,394,10,494,32,40,161,0,6,14,0,5,0
27,MEHEDINŢI,"CLĂDIRE FOSTA ŞCOALĂ VALEA MARCULUI",168,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:09",103,69,0,26,8,103,69,0,26,8,99,4,200,97,0,82,2,2,13,0,0,0,0,0,0
27,MEHEDINŢI,"CLĂDIRE FOSTĂ ŞCOALĂ VLĂDICA",170,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:56",86,58,0,23,5,71,43,0,23,5,66,5,100,29,3,45,11,0,7,0,0,0,0,0,0
27,MEHEDINŢI,"CLUBUL COPIILOR",70,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:55",1233,1205,0,22,6,583,555,0,22,6,554,29,1400,817,13,213,116,27,130,15,5,15,8,9,3
27,MEHEDINŢI,"CLUBUL COPIILOR",69,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:42",962,952,0,8,2,359,349,0,8,2,345,14,1100,741,3,104,80,13,99,10,1,16,15,3,1
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ECONOMIC ”THEODOR COSTESCU”",16,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:44",1055,1032,2,20,1,415,394,0,20,1,397,18,1200,785,0,156,18,35,130,15,4,21,7,2,9
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”GHEORGHE ȚIȚEICA”",14,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:10",1210,1196,0,10,4,424,410,0,10,4,413,11,1300,865,5,141,26,39,154,10,3,17,7,0,11
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”GHEORGHE ȚIȚEICA”",15,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:50:26",1189,1174,1,14,0,458,444,0,14,0,442,16,1300,842,5,160,37,35,144,17,3,18,6,1,16
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”TRAIAN”",2,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:19",1377,1358,5,9,5,533,518,1,9,5,516,17,1500,967,8,164,43,35,208,18,0,11,18,2,9
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DECEBAL”",48,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:27",1353,1328,5,19,1,542,522,0,19,1,510,32,1500,958,6,188,34,36,176,25,4,22,5,1,13
27,MEHEDINŢI,"COLEGIUL TEHNIC DIERNA",71,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:59:49",1444,1404,3,36,1,585,548,0,36,1,563,22,1400,815,12,171,104,15,174,33,3,21,20,4,6
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",27,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:20",900,887,1,12,0,311,299,0,12,0,304,7,1000,689,2,102,34,22,109,8,0,11,6,3,7
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",28,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:26",456,449,0,7,0,456,449,0,7,0,449,7,1147,691,1,157,22,19,185,10,0,23,15,0,17
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",29,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:03:25",1289,1273,0,14,2,450,434,0,14,2,431,19,1500,1050,5,162,39,21,164,6,2,13,6,0,13
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",30,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:31:29",1297,1287,2,6,2,430,422,0,6,2,418,12,1400,970,5,148,25,39,159,19,2,10,3,1,7
27,MEHEDINŢI,"COLEGIUL TEHNIC ”LORIN SĂLĂGEAN” (LICEUL INDUSTRIAL NR.4)",32,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:48",1118,1104,0,13,1,384,370,0,13,1,376,8,1200,816,2,132,41,44,120,6,7,14,3,0,7
27,MEHEDINŢI,"CONSILIUL LOCAL DROBETA-TURNU SEVERIN - PALATUL CULTURII ”TEODOR COSTESCU”",1,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:13",1395,1369,12,13,1,572,558,0,13,1,551,21,1500,928,5,184,36,49,206,17,4,32,5,4,9
27,MEHEDINŢI,"DIRECȚIA DE SĂNĂTATE PUBLICĂ MEHEDINȚI - SPITALUL JUDEŢEAN DE URGENŢĂ - SPAȚIU ADMINISTRATIV",25,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:06",1463,1448,1,13,1,473,459,0,13,1,449,24,2100,1627,2,173,36,28,163,8,5,14,5,1,14
27,MEHEDINŢI,"DIRECȚIA DE SĂNĂTATE PUBLICĂ MEHEDINȚI - SPITALUL JUDEŢEAN DE URGENŢĂ - SPAȚIU ADMINISTRATIV",24,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:36",1710,1672,3,15,20,579,544,0,15,20,560,19,2400,1821,5,234,46,33,187,11,6,9,3,1,25
27,MEHEDINŢI,"DIRECȚIA REGIONALĂ DE DRUMURI ȘI PODURI CRAIOVA",38,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:32",1367,1355,2,10,0,456,445,1,10,0,446,10,1355,899,3,166,41,35,150,6,5,15,9,4,12
27,MEHEDINŢI,"FOSTA CANCELARIE-ȘCOALA GENERALĂ DRINCEA",252,PUNGHINA,113395,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:37",171,151,0,6,14,171,151,0,6,14,169,2,400,229,6,114,1,1,34,3,0,4,0,3,3
27,MEHEDINŢI,"FOSTA PRIMĂRIE EIBENTHAL",164,DUBOVA,112904,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:05",272,241,0,23,8,160,129,0,23,8,149,11,299,139,4,36,4,2,97,0,0,1,1,0,4
27,MEHEDINŢI,"FOSTA ŞCOALĂ BAIA NOUĂ",165,DUBOVA,112904,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:31",167,148,0,16,3,101,82,0,16,3,97,4,193,92,2,23,3,0,64,2,2,1,0,0,0
27,MEHEDINŢI,"FOSTA ŞCOALĂ GENERALĂ I-IV LAC",288,VOLOIAC,113974,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:32:42",99,89,0,7,3,85,75,0,7,3,79,6,100,15,2,19,1,0,53,3,0,0,0,0,1
27,MEHEDINŢI,"GRĂDINIŢA 2",81,"ORAŞ STREHAIA",110116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:36",1529,1503,0,11,15,766,740,0,11,15,730,36,1600,834,5,535,5,17,149,2,5,7,1,0,4
27,MEHEDINŢI,"GRADINIŢA BUCURA",92,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:34",299,273,0,21,5,220,194,0,21,5,206,14,400,180,3,104,2,11,68,4,0,4,1,0,9
27,MEHEDINŢI,"GRĂDINIŢA CORAMNIC",74,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:50",360,342,1,16,1,202,185,0,16,1,195,7,500,298,2,108,28,4,25,10,5,6,4,1,2
27,MEHEDINŢI,"GRĂDINIŢA CUJMIRU MIC",156,CUJMIR,111444,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:12",415,381,0,23,11,294,260,0,23,11,278,16,398,104,8,101,0,2,159,3,0,0,2,1,2
27,MEHEDINŢI,"GRĂDINIŢA CU PROGRAM NORMAL CU DOUĂ SĂLI DE GRUPĂ, SAT GROZEŞTI, COMUNA GROZEŞTI, JUDEŢUL MEHEDINŢI",185,GROZEŞTI,111989,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:54",377,371,0,6,0,252,246,0,6,0,230,22,495,243,2,135,4,44,42,0,1,1,1,0,0
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",63,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:59",1759,1751,1,7,0,505,498,0,7,0,485,20,1900,1395,2,180,48,60,153,11,8,6,3,7,7
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",62,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:57",1372,1365,2,5,0,475,470,0,5,0,446,29,1500,1025,9,188,20,44,155,5,1,14,4,1,5
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",61,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:56",1046,1035,4,7,0,443,436,0,7,0,421,22,1200,757,0,183,24,46,143,7,0,4,2,2,10
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.20",26,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:52:59",1645,1621,1,20,3,605,585,0,20,0,567,38,1800,1195,8,203,39,34,212,14,8,18,8,2,21
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 21",41,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:33",1274,1259,0,15,0,392,377,0,15,0,382,10,1400,1008,4,146,21,21,153,6,2,11,5,1,12
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 21",40,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:58",1015,1003,0,12,0,351,339,0,12,0,341,10,1109,758,2,137,19,22,120,5,0,19,0,4,13
