precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","LICSARI COSTINEL-MANUEL-voturi"
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",18,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:41",1032,1015,1,16,0,348,332,0,16,0,333,15,1200,852,2,136,27,14,115,9,2,9,10,1,8
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",19,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:47",1383,1363,1,17,2,469,449,1,17,2,441,28,1500,1031,3,178,28,43,139,16,1,13,7,1,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",58,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:48",1013,995,1,16,1,387,370,0,16,1,374,13,1100,713,0,169,16,25,124,3,1,14,8,4,10
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",57,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:54",1364,1347,1,16,0,431,415,0,16,0,419,12,1500,1069,13,166,22,31,149,5,7,11,5,3,7
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",59,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:20",1350,1331,4,15,0,439,424,0,15,0,423,16,1500,1061,3,171,25,39,134,12,1,13,15,2,8
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",60,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:27:36",1781,1767,1,13,0,561,548,0,13,0,544,15,1900,1338,4,208,33,37,196,14,5,22,9,1,15
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",51,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:19",1025,1015,0,8,2,411,401,0,8,2,386,15,1200,186,3,168,31,28,116,10,2,12,5,1,10
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",52,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:01:15",1810,1794,3,12,1,724,711,0,12,1,702,22,1900,1176,8,280,66,48,193,19,7,38,15,7,21
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.3",49,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:32:07",1371,1355,2,13,1,552,538,0,13,1,535,17,1500,948,6,177,40,32,218,13,1,25,8,0,15
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.5",64,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:04:33",1660,1640,1,16,3,768,749,0,16,3,732,36,1800,1032,5,449,16,27,182,6,5,16,6,2,18
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",35,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:23",1537,1516,5,15,1,540,524,0,15,1,522,18,1700,1160,3,187,33,34,207,8,3,28,7,0,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",36,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:34",1258,1249,1,8,0,455,447,0,8,0,439,16,1400,945,2,148,34,40,167,14,3,19,4,1,7
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",34,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:59",1255,1243,1,9,2,465,454,0,9,2,451,14,1400,935,4,160,39,28,158,20,4,15,11,1,11
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",37,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:09:36",1235,1208,0,26,1,481,454,0,26,1,471,10,1298,817,2,154,42,33,181,11,4,16,9,1,18
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU”",39,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:34",1183,1169,5,9,0,378,369,0,9,0,372,6,1300,922,2,133,29,19,143,11,4,19,3,0,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",44,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:30",1315,1297,4,14,0,498,484,0,14,0,475,23,1400,902,2,210,24,35,153,8,3,18,11,0,11
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",43,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:13",1250,1237,1,12,0,480,468,0,12,0,434,46,1400,920,5,178,36,18,151,11,5,5,5,0,20
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",42,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:03:25",1249,1231,1,15,2,415,398,0,15,2,400,15,1400,985,1,215,19,20,113,8,0,9,9,2,4
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",54,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:31",1560,1550,0,9,1,523,513,0,9,1,512,11,1700,1177,1,198,31,40,173,16,6,27,7,1,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",53,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:55",1830,1823,1,6,0,536,530,0,6,0,524,12,2000,1464,3,206,39,34,181,15,3,21,11,2,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",55,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:05",1819,1806,1,11,1,566,554,0,11,1,544,22,2000,1434,4,193,48,46,198,14,5,22,4,0,10
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” (ȘCOALA GENERALĂ NR.7)",56,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:14",1491,1478,1,11,1,546,534,0,11,1,534,12,1800,1254,4,221,28,37,173,10,4,20,14,4,19
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ VÎNJU MARE, GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",95,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:28",503,483,0,19,1,303,283,0,19,1,282,21,599,296,3,117,3,30,109,7,1,1,10,1,0
27,MEHEDINŢI,"ŞCOALA I-IV RECEA",250,PUNGHINA,113395,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:20",806,788,0,18,0,330,312,0,18,0,313,17,900,570,1,193,2,2,110,1,0,4,0,0,0
27,MEHEDINŢI,"ŞCOALA I-VIII PREDA BUZESCU, VLĂDAIA",282,VLĂDAIA,113929,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:54",432,391,0,41,0,271,230,0,41,0,228,43,494,223,2,187,11,9,12,5,0,0,2,0,0
27,MEHEDINŢI,"ŞCOALA POIANA GRUII",191,GRUIA,112030,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:57",137,122,0,15,0,107,92,0,15,0,100,7,200,93,4,34,0,14,47,0,0,1,0,0,0
27,MEHEDINŢI,"ŞCOALA PRIMARĂ DOBRA",112,BĂLĂCIŢA,110535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:02",456,366,0,77,13,361,271,0,77,13,336,12,500,152,6,282,0,12,23,9,1,1,1,1,0
27,MEHEDINŢI,"ŞCOALA PRIMARĂ IZVORĂLU DE JOS",214,LIVEZILE,112600,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:37",200,131,0,61,8,162,93,0,61,8,149,13,300,138,2,80,8,1,37,0,1,18,2,0,0
27,MEHEDINŢI,"ŞCOALA PRIMARĂ IZVORU ANEŞTILOR",213,LIVEZILE,112600,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:23",440,334,0,93,13,336,230,0,93,13,329,7,500,164,5,246,6,12,48,1,0,4,2,4,1
27,MEHEDINŢI,"ȘCOALA PROFESIONALĂ CORLĂŢEL",151,CORLĂŢEL,111417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:31",663,592,3,57,11,486,418,0,57,11,455,31,700,214,5,280,33,11,118,3,0,0,1,1,3
27,MEHEDINŢI,"ȘCOALA PROFESIONALĂ VALEA ANILOR",152,CORLĂŢEL,111417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:13",448,425,1,17,5,253,231,0,17,5,241,12,500,247,0,186,4,0,40,1,0,3,2,1,4
27,MEHEDINŢI,"ȘCOALA VECHE VRANCEA",131,"BURILA MARE",110946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:36",173,159,2,9,3,84,70,2,9,3,79,5,202,118,2,25,2,20,24,1,0,2,2,1,0
27,MEHEDINŢI,"S.C. TRANSPORT PUBLIC URBAN ”DROBETA” S.A. (AUTOGARĂ)",8,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:16",1406,1389,0,11,6,469,452,0,11,6,448,21,1500,1031,2,168,44,26,153,10,7,11,6,1,20
27,MEHEDINŢI,"STADIONUL COMUNAL GRUIA",189,GRUIA,112030,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:17",729,718,0,11,0,397,386,0,11,0,323,74,800,403,4,135,4,4,164,6,0,3,1,2,0
