precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA U.S.R. PLUS-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ",65,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:20",1362,1359,0,3,0,413,410,0,3,0,396,17,1600,1187,12,148,156,20,16,44
39,VASLUI,"ŞCOALA GIMNAZIALĂ",66,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:37",1060,1052,0,7,1,325,317,0,7,1,307,18,1200,875,22,70,165,6,13,31
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",52,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:00",1933,1914,4,6,9,354,339,0,6,9,326,28,2000,1646,22,129,110,11,15,39
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",51,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:13",1905,1896,0,9,0,301,292,0,9,0,292,9,2000,1699,17,117,84,11,21,42
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",54,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:52",1816,1811,0,5,0,430,425,0,5,0,412,18,2000,1570,23,151,133,21,30,54
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",53,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 20:59:24",1822,1813,0,9,0,9,0,0,9,0,9,0,2000,1991,0,4,1,1,2,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",61,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:01:26",1539,1533,0,6,0,42,36,0,6,0,40,2,1600,1558,4,16,14,0,3,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",60,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:53",1805,1796,0,9,0,423,414,0,9,0,416,7,2000,1577,26,120,138,14,21,97
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",59,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:42",1778,1771,1,6,0,355,349,0,6,0,337,18,2000,1645,20,104,140,12,35,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU OBREJA” SAT GUGEŞTI",224,BOŢEŞTI,162871,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:29:10",786,759,1,5,21,442,416,0,5,21,417,25,900,458,13,252,57,4,83,8
39,VASLUI,"ŞCOALA GIMNAZIALA, ALEXANDRU VLAHUŢĂ",167,"ALEXANDRU VLAHUŢĂ",162069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:25:30",677,644,0,9,24,398,365,0,9,24,352,46,700,302,7,220,51,8,3,63
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 1",199,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:13",1076,1064,0,5,7,515,503,0,5,7,474,41,1200,685,79,118,235,7,18,17
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI-CORP 2 SATU NOU",204,BEREZENI,162498,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:17:42",1179,1154,0,20,5,529,504,0,20,5,479,50,1200,671,78,128,197,1,45,30
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 3",200,BEREZENI,162498,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:11",705,691,0,4,10,386,372,0,4,10,358,28,800,414,43,104,152,4,26,29
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",132,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:56",1251,1243,1,7,0,315,308,0,7,0,300,15,1400,1085,20,91,148,4,10,27
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",131,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:40",1432,1422,0,10,0,312,302,0,10,0,298,14,2200,1888,29,100,123,12,11,23
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",133,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:10",1630,1624,1,5,0,537,532,0,5,0,512,25,2000,1463,52,144,253,10,14,39
39,VASLUI,"ŞCOALA GIMNAZIALA BADEANA",493,TUTOVA,166529,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:12",1150,1140,1,6,3,544,535,0,6,3,510,34,1200,656,14,109,316,6,4,61
39,VASLUI,"ŞCOALA GIMNAZIALĂ BANCA",176,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:32",838,825,0,13,0,485,472,0,13,0,411,74,900,415,15,236,37,10,11,102
39,VASLUI,"ŞCOALA GIMNAZIALÃ ” CEZAR BOTEZ ” FÂSTÂCI",248,COZMEŞTI,167277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:25",274,269,0,5,0,132,127,0,5,0,110,22,400,268,8,14,84,2,2,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ CHIRCEŞTI-DEAL",370,MICLEŞTI,164892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:27",557,557,0,0,0,275,275,0,0,0,237,38,600,325,25,77,86,15,11,23
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",232,CODĂEŞTI,163002,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:12:28",914,885,1,11,17,416,399,0,0,17,387,29,1000,584,12,259,71,6,14,25
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",233,CODĂEŞTI,163002,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:40",778,778,0,0,0,361,361,0,0,0,327,34,800,439,9,212,63,7,9,27
39,VASLUI,"ŞCOALA GIMNAZIALA CONSTANTIN ASIMINEI",286,DUDA-EPURENI,163681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:50",1189,1180,0,5,4,580,571,0,5,4,514,66,1300,720,46,143,176,5,122,22
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",38,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:40",990,982,0,8,0,300,292,0,8,0,288,12,1200,900,13,113,100,11,17,34
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",39,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:12",1139,1133,0,6,0,331,325,0,6,0,320,11,1200,869,12,104,118,11,23,52
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",12,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:37",1960,1952,0,8,0,9,1,0,8,0,9,0,2000,1991,1,1,2,1,2,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",14,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:43",1772,1764,0,8,0,108,100,0,8,0,102,6,2000,1892,4,34,42,6,8,8
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",18,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:19:24",1979,1972,0,7,0,28,21,0,7,0,28,0,2000,1972,4,9,12,0,2,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",13,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:29:42",1948,1942,1,5,0,104,99,0,5,0,97,7,2004,1900,5,26,42,5,5,14
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",17,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:03",1633,1613,1,9,10,155,136,0,9,10,151,4,1800,1645,7,61,54,3,11,15
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",15,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:33",1820,1812,1,7,0,57,50,0,7,0,53,4,2000,1943,4,16,15,2,3,13
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",16,"MUNICIPIUL VASLUI",161945,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 20:25:42",1912,1902,0,9,1,331,321,0,9,1,315,16,2000,1669,16,124,106,7,14,48
39,VASLUI,"ŞCOALA GIMNAZIALĂ CONSTANTIN ROTARU TÎRZII",383,OLTENEŞTI,165069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:30:10",873,869,1,3,0,451,447,1,3,0,409,42,900,449,9,153,205,4,18,20
39,VASLUI,"ŞCOALA GIMNAZIALA CORNI-ALBESTI",164,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:11",1002,997,0,5,0,442,437,0,5,0,395,47,1000,558,18,155,187,6,9,20
39,VASLUI,"ŞCOALA GIMNAZIALĂ DE ARTE ”N. N. TONITZA”",87,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:58:30",1118,1106,0,12,0,417,405,0,12,0,399,18,1200,783,38,191,90,12,8,60
39,VASLUI,"ŞCOALA GIMNAZIALĂ DE ARTE ”N. N. TONITZA”",88,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:06",948,938,1,9,0,343,334,0,9,0,326,17,1000,657,21,165,72,6,12,50
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",30,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:07",1795,1785,0,10,0,192,182,0,10,0,186,6,2000,1808,10,74,63,7,10,22
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",28,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:05",1864,1857,0,7,0,457,450,0,7,0,444,13,2000,1543,24,142,168,12,30,68
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",29,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:47",1745,1736,0,9,0,46,37,0,9,0,44,2,2000,1954,1,10,23,2,3,5
39,VASLUI,"SCOALA GIMNAZIALA ”DIMITRIE NEGRUTIU”",403,POGONEŞTI,167259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:48",1227,1183,0,14,30,729,685,0,14,30,652,77,1300,571,102,163,229,94,25,39
39,VASLUI,"ŞCOALA GIMNAZIALĂ DOAGELE",276,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:37",838,835,0,3,0,419,416,0,3,0,367,52,900,481,204,17,118,13,7,8
39,VASLUI,"ŞCOALA GIMNAZIALA, DOCANI",510,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:38",494,480,0,6,8,233,219,0,6,8,212,21,500,267,155,12,36,1,3,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",58,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:14",1006,999,1,6,0,323,317,0,6,0,315,8,1200,877,12,124,108,9,20,42
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",57,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:26",1017,1011,1,5,0,309,304,0,5,0,302,7,1200,891,11,111,102,2,17,59
39,VASLUI,"ȘCOALA GIMNAZIALĂ EMIL JUVARA SAT SĂRĂȚENI",151,"ORAŞ MURGENI",164981,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:08:03",309,299,0,10,0,159,149,0,10,0,150,9,400,241,37,59,41,1,2,10
39,VASLUI,"ŞCOALA GIMNAZIALA EMIL RACOVIŢĂ",256,DĂNEŞTI,163253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:37",669,655,0,5,9,373,359,0,5,9,303,70,696,323,58,72,108,15,35,15
39,VASLUI,"ŞCOALA GIMNAZIALA, FLOREŞTI",405,POIENEŞTI,165336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:21",435,410,0,18,7,273,248,0,18,7,248,25,500,227,5,23,208,5,1,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ FOCŞEAŞCA",477,TĂCUTA,166235,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:53",642,636,0,6,0,326,320,0,6,0,287,39,700,374,6,85,172,8,1,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GENERAL AVIATOR INGINER GHEORGHE NEGRESCU” FRUNTIŞENI",306,FRUNTIŞENI,167231,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:43",794,769,0,13,12,522,497,0,13,12,466,56,800,278,17,249,184,4,6,6
39,VASLUI,"SCOALA GIMNAZIALA GEORGE C DRAGU SAT COROIESTI",237,COROIEŞTI,163057,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:02:31",702,697,0,5,0,285,280,0,5,0,243,42,700,415,31,19,115,30,15,33
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",117,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:07",1369,1356,0,13,0,507,494,0,13,0,497,10,1400,893,47,217,82,22,28,101
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",116,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:14",1610,1599,1,9,1,527,517,0,9,1,506,21,1800,1273,53,198,133,18,18,86
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",115,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:23",1431,1421,2,8,0,481,473,0,8,0,466,15,1600,1119,44,220,98,13,22,69
39,VASLUI,"ŞCOALA GIMNAZIALA ”GH.CIOATĂ” TODIREŞTI",484,TODIREŞTI,166413,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:52:45",756,751,0,1,4,330,325,0,1,4,309,21,800,470,12,100,142,11,30,14
39,VASLUI,"ȘCOALA GIMNAZIALĂ GÎRDEȘTI",519,VOINEŞTI,166869,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:47",524,521,0,3,0,364,361,0,3,0,334,30,600,236,4,105,222,0,2,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ GRĂJDENI",307,FRUNTIŞENI,167231,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:14",679,639,0,27,13,456,416,0,27,13,413,43,800,344,12,62,319,5,3,12
39,VASLUI,"ŞCOALA GIMNAZIALA GRIGORE ŞT. RĂILEANU VINEŢEŞTI",382,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:09",519,509,1,9,0,314,305,0,9,0,284,30,600,286,5,178,57,3,14,27
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”GRIGORE T POPA” DĂNEȘTI",255,DĂNEŞTI,163253,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:15",446,442,0,1,3,265,261,0,1,3,237,28,500,235,11,41,114,14,43,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ I-IV BUNEŞTI",226,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:13:46",982,953,0,5,24,583,554,0,5,24,534,49,1000,417,12,124,333,17,10,38
39,VASLUI,"ŞCOALA GIMNAZIALA IOAN GHE. PRICOP",287,DUDA-EPURENI,163681,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:39",956,940,0,7,9,561,545,0,7,9,513,48,1000,439,88,96,153,13,157,6
39,VASLUI,"ŞCOALA GIMNAZIALA ”ION ANGHELUTA” - SAT BALTATI",481,TĂTĂRANI,166315,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:16",212,202,0,8,2,212,202,0,8,2,173,39,500,288,17,56,59,9,16,16
39,VASLUI,"ŞCOALA GIMNAZIALA ”ION ARTENE” GĂGEŞTI",308,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:06",391,377,2,10,2,230,218,0,10,2,206,24,400,170,62,42,86,2,5,9
39,VASLUI,"SCOALA GIMNAZIALA”ION CREANGA”",138,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:04",1829,1819,2,8,0,381,373,0,8,0,358,23,2000,1619,33,97,174,10,17,27
39,VASLUI,"SCOALA GIMNAZIALĂ ”ION CREANGA”",139,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:05:09",1386,1377,0,9,0,483,474,0,9,0,461,22,1600,1117,35,138,223,9,23,33
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",137,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:00:38",1447,1441,0,6,0,523,517,0,6,0,506,17,1600,1077,50,171,232,7,17,29
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",107,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:34",1368,1358,0,10,0,441,431,0,10,0,431,10,1400,959,40,197,90,15,14,75
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",108,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:34",1534,1521,0,10,3,504,491,0,10,3,489,15,1600,1096,37,237,100,8,18,89
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”LUIZA ZAVLOSCHI” SAT BUDA",386,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:37",1099,1082,0,7,10,565,548,0,7,10,476,89,1100,535,22,276,155,15,2,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MANOLACHE COSTACHE EPUREANU”",93,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:53",1347,1339,1,7,0,446,439,0,7,0,424,22,1600,1154,47,175,117,8,16,61
39,VASLUI,"SCOALA GIMNAZIALA ” MANOLACHE COSTACHE EPUREANU” SAT EPURENI",294,EPURENI,163789,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:05",793,778,0,12,3,429,414,0,12,3,400,29,800,371,15,115,185,16,20,49
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MAREȘAL C-TIN PREZAN” DUMEŞTI",290,DUMEŞTI,163734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:48",1049,1019,0,26,4,517,487,0,26,4,455,62,1100,583,99,178,111,14,15,38
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",46,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:57",1746,1740,2,4,0,488,484,0,4,0,473,15,2000,1512,17,185,152,14,25,80
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” LAZA",350,LAZA,164598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:40",1473,1467,1,5,0,700,695,0,5,0,658,42,1600,900,11,322,200,38,6,81
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” SAT OŞEŞTI",385,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:22",1018,1007,0,2,9,523,513,0,2,8,440,83,1100,577,79,128,176,26,10,21
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI IOAN BOTEZ” GIURCANI",309,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:21",492,455,0,21,16,301,264,0,21,16,279,22,500,199,24,114,112,4,17,8
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",136,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:08",1154,1148,0,6,0,442,436,0,6,0,429,13,1200,758,30,174,190,3,12,20
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",135,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:48",1652,1641,1,8,2,517,507,0,8,2,502,15,1800,1283,43,160,242,11,14,32
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",27,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:29",1872,1865,1,6,0,374,368,0,6,0,362,12,2000,1626,28,133,112,13,22,54
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",26,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:10",1888,1882,0,5,1,251,245,0,5,1,241,10,2000,1749,11,98,79,10,10,33
39,VASLUI,"ŞCOALA GIMNAZIALA NICOLAE POPA",288,DUDA-EPURENI,163681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:55",1313,1305,0,1,7,600,592,0,1,7,522,78,1400,800,30,96,234,20,133,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",81,"MUNICIPIUL BÂRLAD",161794,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 20:47:52",1710,1676,0,6,28,618,584,0,6,28,603,15,2000,1382,51,308,130,13,21,80
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",80,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:12",1949,1937,0,10,2,769,757,0,10,2,748,21,2000,1231,59,391,162,13,25,98
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",79,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:09:47",1560,1555,0,5,0,490,485,0,5,0,467,23,1600,1110,38,216,136,14,14,49
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 ALBESTI",163,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:24",819,813,0,5,1,361,355,0,5,1,313,48,900,539,12,94,182,4,3,18
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 BOGDANA",208,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:43",456,451,0,5,0,244,239,0,5,0,218,26,500,256,12,125,51,8,14,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 BOŢEŞTI",223,BOŢEŞTI,162871,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:05:59",777,743,0,10,24,434,400,0,10,24,399,35,800,366,9,268,20,5,87,10
39,VASLUI,"ŞCOALA GIMNAZIALA NR 1 CEPEŞTI",222,BOGDĂNIŢA,162791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:44",477,432,0,35,10,280,235,0,35,10,252,28,500,220,75,77,52,10,28,10
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",457,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:31",1394,1375,0,10,9,700,681,0,10,9,632,68,1400,700,23,327,220,6,7,49
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",458,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:19",868,858,0,5,5,445,435,0,5,5,411,34,900,455,27,216,123,9,7,29
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 CRETESTII DE SUS",252,CREŢEŞTI,163208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:59",526,485,0,20,21,285,244,0,20,21,264,21,500,215,25,142,64,5,24,4
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 DELENI",259,DELENI,163324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:25",1386,1346,0,10,30,765,725,0,10,30,685,80,1600,835,44,276,202,77,29,57
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, DELEŞTI",261,DELEŞTI,163379,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:48",598,593,1,4,0,306,302,0,4,0,271,35,600,294,22,79,118,31,4,17
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 GARA BANCA",175,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:45",1104,1090,0,14,0,645,631,0,14,0,587,58,1100,455,37,281,64,7,14,184
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR. 1 HOCENI",326,HOCENI,164197,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:49",427,414,0,5,8,269,256,0,5,8,248,21,500,231,3,52,179,8,0,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 HURDUGI",267,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:57",516,508,1,6,1,291,284,0,6,1,265,26,500,209,24,118,82,1,4,36
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 IANA",332,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:24",950,945,0,5,0,581,576,0,5,0,525,56,1000,419,18,93,387,12,4,11
