precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA U.S.R. PLUS-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP A",348,IVEŞTI,164543,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:43:39",1104,1095,0,3,6,612,603,0,3,6,545,67,1200,588,19,203,233,10,35,45
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP B",349,IVEŞTI,164543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:40",1092,1086,0,2,4,562,556,0,2,4,522,40,1200,638,17,162,274,8,22,39
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 LUNCA BANULUI",358,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:32",1636,1610,1,2,23,838,814,0,2,22,744,94,1800,962,65,167,375,5,78,54
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 PĂDURENI",388,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:38",1031,1029,0,2,0,466,464,0,2,0,431,35,1100,634,18,133,252,13,10,5
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 POGANA",399,POGANA,165416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:11",679,654,1,11,13,401,377,0,11,13,365,36,700,299,77,226,37,10,8,7
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI",431,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:29",969,941,0,5,23,425,397,0,5,23,375,50,1000,575,51,78,176,34,26,10
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI",430,PUŞCAŞI,167320,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:39:49",1187,1158,0,3,26,526,497,0,3,26,490,36,1200,674,46,103,260,25,39,17
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 RĂDENI",280,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:18",954,949,0,5,0,444,439,0,5,0,372,72,1000,556,83,47,25,10,84,123
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 , SĂLCENI",398,POCHIDIA,167311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:26",800,771,0,8,21,530,501,0,8,21,479,51,800,270,13,64,298,5,86,13
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT AVEREŞTI",225,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:30",227,217,0,3,7,139,129,0,3,7,137,2,300,161,5,23,90,2,4,13
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT BĂCANI",185,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:34",1074,1060,1,7,6,547,535,0,7,5,493,54,1100,553,13,292,69,7,5,107
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 SAT BĂCEŞTI",190,BĂCEŞTI,162381,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:20:36",1778,1751,0,2,25,840,813,0,2,25,755,85,1800,960,20,219,483,6,16,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1,SAT MĂLUȘTENI",363,MĂLUŞTENI,164829,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:38:29",530,478,0,36,16,354,302,0,36,16,320,34,500,146,240,26,42,2,7,3
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 , SAT PUNGEŞTI",423,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:20",387,378,0,6,3,387,378,0,6,3,347,40,800,413,60,68,178,21,11,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT. TANACU",472,TANACU,166182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:13",1278,1274,0,4,0,570,566,0,4,0,531,39,1400,830,17,220,193,6,52,43
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM VĂLENI",498,VĂLENI,166636,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:29:09",1457,1452,0,1,4,550,545,0,1,4,481,69,1600,1050,24,290,75,12,61,19
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM. VĂLENI",499,VĂLENI,166636,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:15",1510,1502,0,3,5,567,559,0,3,5,495,72,1600,1033,22,332,84,8,36,13
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1, VINDEREI",508,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:56",749,739,0,8,2,377,367,0,8,2,341,36,800,423,198,42,81,1,2,17
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1 VOINEȘTI",514,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:23",298,294,0,4,0,174,170,0,4,0,167,7,300,126,5,66,77,0,15,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1, VUTCANI",525,VUTCANI,167035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:18",1097,1024,1,11,61,514,443,0,11,60,473,41,1100,586,15,95,339,5,8,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 ZORLENI",536,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:01",1379,1372,1,6,0,603,597,0,6,0,559,44,1400,797,25,88,344,9,42,51
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 ZORLENI",537,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:10",1319,1315,0,3,1,577,573,0,3,1,542,35,1400,823,27,98,297,11,40,69
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",114,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:51",893,885,0,8,0,267,259,0,8,0,257,10,1000,733,22,125,51,2,14,43
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",113,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:11",999,992,0,7,0,337,330,0,7,0,328,9,1200,863,35,129,79,6,20,59
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",112,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:03",652,642,0,10,0,224,214,0,10,0,217,7,900,676,23,94,57,5,6,32
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",111,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:14",950,944,0,6,0,311,305,0,6,0,303,8,1000,689,30,147,58,6,13,49
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 3 POPENI",542,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:22",1068,1060,0,8,0,428,420,0,8,0,390,38,1200,772,12,59,269,5,6,39
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 3 POPENI",541,ZORLENI,167179,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:39",1161,1155,0,6,0,509,503,0,6,0,450,59,1200,691,17,66,289,12,14,52
39,VASLUI,"SCOALA GIMNAZIALĂ NR.4",143,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:46",1496,1487,1,8,0,480,472,0,8,0,457,23,1600,1120,39,146,216,7,13,36
39,VASLUI,"SCOALA GIMNAZIALĂ NR.4",142,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:45:28",1210,1207,0,3,0,394,391,0,3,0,371,20,1400,1006,32,114,165,7,15,38
39,VASLUI,"SCOALA GIMNAZIALĂ NR.5",140,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:45",1924,1911,0,11,2,365,352,0,11,2,340,25,2000,1635,43,147,111,13,7,19
39,VASLUI,"SCOALA GIMNAZIALĂ NR.5",141,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:28",1510,1502,0,8,0,251,243,0,8,0,238,13,1600,1349,21,99,91,8,7,12
39,VASLUI,"ŞCOALA GIMNAZIALA OBIRSENI",512,VINDEREI,166770,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:34",713,701,0,8,4,365,353,0,8,4,332,33,800,402,204,43,78,1,2,4
39,VASLUI,"ȘCOALA GIMNAZIALĂ OBÎRȘENII LINGURARI",521,VOINEŞTI,166869,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:43",667,662,0,4,1,394,389,0,4,1,365,29,700,306,5,67,262,1,28,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ PERIENI - CENTRU",393,PERIENI,165274,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:37",1291,1280,2,7,2,704,695,0,7,2,632,72,1400,696,281,146,131,19,13,42
39,VASLUI,"ŞCOALA GIMNAZIALĂ, POGĂNEŞTI",463,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:37",910,880,1,10,19,484,455,0,10,19,453,31,1000,516,18,82,326,17,1,9
39,VASLUI,"ȘCOALA GIMNAZIALĂ PRIBEȘTI",234,CODĂEŞTI,163002,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:21",973,970,0,3,0,470,467,0,3,0,406,64,1000,530,9,135,121,9,8,124
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”PRINCIPESA ELENA BIBESCU”",110,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:48:07",1542,1536,0,6,0,497,491,0,6,0,476,21,1600,1103,38,214,119,9,11,85
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”PRINCIPESA ELENA BIBESCU”",109,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:54",1439,1431,0,7,1,508,500,0,7,1,496,12,1600,1092,28,207,126,16,23,96
39,VASLUI,"ŞCOALA GIMNAZIALĂ PROTOPOPEŞTI",478,TĂCUTA,166235,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:46",674,664,0,10,0,326,316,0,10,0,299,27,700,374,3,227,48,4,3,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ PUNTIŞENI",242,COSTEŞTI,163137,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:59:15",229,223,0,6,0,100,94,0,6,0,91,9,300,200,17,19,50,2,2,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ, RACOVA",315,GÂRCENI,164062,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:34:45",159,157,0,2,0,68,66,0,2,0,66,2,200,132,3,16,30,6,8,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ REBRICEA",436,REBRICEA,165719,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:42",446,440,0,3,3,183,177,0,3,3,173,10,500,317,1,93,64,3,3,9
39,VASLUI,"ŞCOALA GIMNAZIALA RECEA",335,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:22",396,387,0,9,0,195,186,0,9,0,188,7,400,205,1,68,112,4,0,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ RÎNCENI",202,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:39",428,412,0,9,7,211,195,0,9,7,189,22,500,289,21,53,74,1,35,5
39,VASLUI,"ŞCOALA GIMNAZIALA SAT BOGEŞTI",401,POGANA,165416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:49",587,560,1,4,22,349,322,1,4,22,309,40,600,251,28,141,122,10,3,5
39,VASLUI,"ȘCOALA GIMNAZIALĂ, SAT BUTUCĂRIA",533,ZĂPODENI,167071,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:18:35",121,114,0,5,2,62,56,0,5,1,55,7,200,138,1,22,27,3,0,2
39,VASLUI,"ŞCOALA GIMNAZIALA SAT CHETROSU",321,GHERGHEŞTI,163967,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:01:27",391,388,0,3,0,236,233,0,3,0,221,14,400,165,3,24,186,2,6,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ SAT FLORENI",148,"ORAŞ MURGENI",164981,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:01:56",540,533,0,7,0,259,252,0,7,0,247,12,600,341,48,97,60,6,22,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT FUNDU - VĂII",357,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:41",485,479,0,5,1,261,255,0,5,1,238,23,600,339,1,32,196,1,4,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT LĂLEŞTI",418,PUIEŞTI,165470,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:21:39",380,373,0,7,0,210,203,0,7,0,192,18,400,190,49,22,56,60,2,3
39,VASLUI,"ŞCOALA GIMNAZIALA SAT MĂSCUREI",402,POGANA,165416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:25",550,540,0,6,4,317,307,0,6,4,277,40,600,283,44,73,115,36,5,4
39,VASLUI,"SCOALA GIMNAZIALA SAT MIRENI",239,COROIEŞTI,163057,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 13:13:53",372,367,0,5,0,204,199,0,5,0,172,32,400,196,12,40,51,58,3,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT RÂNZEŞTI",301,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:56",839,816,0,18,5,417,394,0,18,5,383,34,900,483,20,112,191,5,29,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT RÎŞEŞTI",285,DRÂNCENI,163618,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:58",1672,1659,2,3,8,806,795,0,3,8,730,76,1800,994,75,392,136,18,100,9
39,VASLUI,"ŞCOALA GIMNAZIALA SAT TOMEŞTI",400,POGANA,165416,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:13",727,724,0,2,1,385,382,0,2,1,368,17,800,415,56,173,119,12,4,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT UNȚEȘTI",217,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:56",803,785,0,10,8,452,434,0,10,8,412,40,800,348,24,85,292,6,5,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT VALEA MARE",157,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:50",689,680,1,8,0,343,335,0,8,0,324,19,800,457,17,225,57,4,11,10
39,VASLUI,"ŞCOALA GIMNAZIALĂ ȘERBOTEȘTI",454,SOLEŞTI,165899,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:52",601,598,0,3,0,287,284,0,3,0,264,23,600,313,5,74,166,5,11,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ SFÂNTUL IERARH LUCA COSTEȘTI",241,COSTEŞTI,163137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:17",1412,1411,0,1,0,639,638,0,1,0,570,69,1500,861,73,287,168,7,9,26
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”SPĂTAR ŞTEFAN ANGHELUȚĂ” SAT CHIŢOC",355,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:21",835,826,0,6,3,363,354,0,6,3,332,31,1000,637,14,121,164,3,9,21
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",35,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:32",947,946,0,1,0,258,257,0,1,0,246,12,1200,942,10,83,87,8,21,37
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",37,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:08",1313,1308,0,5,0,52,47,0,5,0,49,3,1600,1548,3,17,19,1,3,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",36,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:27",1848,1838,2,6,2,536,528,0,6,2,517,19,2000,1464,23,199,180,20,25,70
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",47,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:38:58",1019,1011,1,7,0,283,276,0,7,0,270,13,1600,1317,11,108,91,10,14,36
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",50,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:57",1606,1600,0,6,0,431,425,0,6,0,426,5,1800,1369,22,184,116,15,17,72
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",49,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:10",1185,1179,0,6,0,226,220,0,6,0,218,8,1600,1374,11,79,75,11,12,30
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",48,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:21",1518,1512,0,6,0,241,235,0,6,0,230,11,1600,1359,12,92,58,7,16,45
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VENIAMIN COSTACHI” , ROŞIEŞTI",444,ROŞIEŞTI,165817,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:37:31",996,953,0,14,29,542,499,0,14,29,510,32,1000,458,236,66,175,13,9,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",104,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:25",1226,1220,0,4,2,462,456,0,4,2,426,36,1400,938,41,190,97,17,21,60
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",106,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:18",1386,1377,1,8,0,448,440,0,8,0,423,25,1400,952,42,165,126,4,21,65
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",105,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:21",1406,1403,0,3,0,500,497,0,3,0,468,32,1600,1100,55,198,136,9,18,52
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”V.I. POPA”",272,DODEŞTI,167286,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:25",1236,1140,0,23,73,753,658,0,23,72,688,65,1200,447,21,81,512,47,3,24
39,VASLUI,"ŞCOALA IVĂNEŞTI",340,IVĂNEŞTI,164393,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:47:17",987,955,0,5,27,456,425,0,5,26,414,42,1000,544,17,94,224,32,15,32
39,VASLUI,"ŞCOALA MÎNĂSTIREA",365,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:00",93,80,0,12,1,57,44,0,12,1,54,3,100,43,21,7,18,1,6,1
39,VASLUI,"ŞCOALA NOUA SATU NOU",253,CREŢEŞTI,163208,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:46",260,249,0,6,5,165,154,0,6,5,145,20,300,135,23,77,26,4,13,2
39,VASLUI,"ŞCOALA OPRIŞIŢA",407,POIENEŞTI,165336,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:05:05",716,692,0,13,11,433,409,0,13,11,408,25,700,267,29,183,149,10,3,34
39,VASLUI,"ŞCOALA POIENEŞTI DEAL",409,POIENEŞTI,165336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:34",106,90,0,16,0,66,50,0,16,0,58,8,100,34,3,13,39,0,2,1
39,VASLUI,"ŞCOALA PRIMARĂ",186,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:36",400,394,0,5,1,222,216,0,5,1,206,16,400,178,2,120,22,1,1,60
39,VASLUI,"ŞCOALA PRIMARĂ",64,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:02",991,984,0,7,0,130,123,0,7,0,112,18,1200,1070,5,22,69,4,9,3
39,VASLUI,"ŞCOALA PRIMARĂ",63,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:36",1194,1186,0,8,0,238,230,0,8,0,220,18,1600,1362,22,55,102,11,10,20
39,VASLUI,"ŞCOALA PRIMARĂ",62,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:36",344,335,0,9,0,122,113,0,9,0,114,8,400,278,5,25,75,3,2,4
39,VASLUI,"ŞCOALA PRIMARĂ 1 DECEMBRIE",180,BANCA,162194,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:30",340,329,0,11,0,214,203,0,11,0,194,20,400,186,12,87,18,2,7,68
39,VASLUI,"ŞCOALA PRIMARĂ, ALBEŞTI",262,DELEŞTI,163379,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:04",155,150,0,5,0,78,73,0,5,0,66,12,200,122,2,27,32,0,1,4
39,VASLUI,"ŞCOALA PRIMARĂ BĂBUŢA",279,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:45",137,131,0,6,0,78,72,0,6,0,73,5,200,122,25,14,8,0,5,21
39,VASLUI,"ŞCOALA PRIMARÃ BÃLEŞTI",247,COZMEŞTI,167277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:06",572,569,0,3,0,288,285,0,3,0,260,28,600,312,12,79,133,9,13,14
39,VASLUI,"ȘCOALA PRIMARĂ BĂNCEȘTI",517,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:12",165,160,0,5,0,112,107,0,5,0,102,10,200,88,2,31,54,0,15,0
39,VASLUI,"ŞCOALA PRIMARĂ BELZENI",278,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:12",210,207,0,3,0,90,87,0,3,0,86,4,200,110,8,20,19,21,10,8
39,VASLUI,"ŞCOALA PRIMARA BEREASA",257,DĂNEŞTI,163253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:49:50",312,304,0,6,2,163,155,0,6,2,142,21,300,137,6,19,34,5,68,10
39,VASLUI,"ŞCOALA PRIMARĂ, BOGDANA - VOLOSENI",459,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:48",130,125,0,5,0,68,63,0,5,0,53,15,200,132,0,27,20,1,0,5
39,VASLUI,"ŞCOALA PRIMARĂ BOLAŢI",440,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:41:23",155,151,0,4,0,73,69,0,4,0,66,7,200,127,1,20,33,1,10,1
39,VASLUI,"ŞCOALA PRIMARA, BRADESTI",509,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:13",443,434,0,3,6,227,218,0,3,6,207,20,500,273,155,7,41,0,4,0
39,VASLUI,"ŞCOALA PRIMARA, BRĂHĂŞOAIA",467,"ŞTEFAN CEL MARE",166057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:43",428,422,0,2,4,231,225,0,2,4,211,20,500,269,6,33,160,7,1,4
39,VASLUI,"ŞCOALA PRIMARĂ, BUDU - CANTEMIR",460,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:46",224,221,0,3,0,98,95,0,3,0,86,12,300,202,5,20,54,2,1,4
39,VASLUI,"ŞCOALA PRIMARĂ, CHERSĂCOSU",461,STĂNILEŞTI,165979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:04",429,417,0,9,3,235,223,0,9,3,224,11,500,265,6,92,110,4,7,5
39,VASLUI,"ŞCOALA PRIMARA CHETREŞTI",198,BĂLTENI,162452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:44:34",103,96,0,5,2,79,72,0,5,2,77,2,200,121,0,9,67,0,0,1
39,VASLUI,"ŞCOALA PRIMARĂ CHIŢCANI",243,COSTEŞTI,163137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:45",262,259,0,3,0,119,116,0,3,0,107,12,300,181,7,51,45,0,2,2
39,VASLUI,"ŞCOALA PRIMARA ”CONSTANTIN MANOILESCU” MARASENI",466,"ŞTEFAN CEL MARE",166057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:20",742,728,0,4,10,444,433,0,4,7,430,14,800,356,4,58,356,1,5,6
39,VASLUI,"ŞCOALA PRIMARA COROIEŞTI",220,BOGDĂNIŢA,162791,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:43:11",373,356,0,7,10,201,184,0,7,10,184,17,400,199,50,32,62,5,14,21
39,VASLUI,"ŞCOALA PRIMARĂ CRĂCIUNEŞTI",441,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:10",249,241,0,3,5,158,150,0,3,5,143,15,300,142,0,44,81,6,7,5
39,VASLUI,"ȘCOALA PRIMARĂ CRÂNG",231,CIOCANI,167268,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:10",368,360,0,8,0,218,210,0,8,0,189,29,400,182,3,50,111,1,15,9
39,VASLUI,"ȘCOALA PRIMARĂ CRASNA",165,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:47",451,444,0,7,0,185,178,0,7,0,174,11,500,315,4,87,51,4,9,19
39,VASLUI,"ŞCOALA PRIMARĂ CURTENI",381,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:35:15",158,150,0,8,0,94,86,0,8,0,81,13,200,106,0,39,19,1,4,18
